ward,precinct,total,Janice D. Schakowsky,Janice D. Schakowsky Percent,precinct_id
48,2,30,30,100.0,48002
48,3,80,80,100.0,48003
48,4,100,100,100.0,48004
48,5,98,98,100.0,48005
48,6,81,81,100.0,48006
48,7,51,51,100.0,48007
48,8,37,37,100.0,48008
48,9,56,56,100.0,48009
48,10,75,75,100.0,48010
48,11,67,67,100.0,48011
48,12,75,75,100.0,48012
48,13,97,97,100.0,48013
48,14,82,82,100.0,48014
48,15,51,51,100.0,48015
48,16,82,82,100.0,48016
48,17,88,88,100.0,48017
48,18,112,112,100.0,48018
48,19,42,42,100.0,48019
48,20,78,78,100.0,48020
48,21,118,118,100.0,48021
48,22,130,130,100.0,48022
48,23,111,111,100.0,48023
48,24,60,60,100.0,48024
48,25,73,73,100.0,48025
48,26,39,39,100.0,48026
48,27,51,51,100.0,48027
48,28,121,121,100.0,48028
48,29,116,116,100.0,48029
48,30,72,72,100.0,48030
48,31,81,81,100.0,48031
48,32,61,61,100.0,48032
48,33,100,100,100.0,48033
48,34,58,58,100.0,48034
48,35,85,85,100.0,48035
48,36,81,81,100.0,48036
48,37,46,46,100.0,48037
48,38,76,76,100.0,48038
48,39,71,71,100.0,48039
48,40,48,48,100.0,48040
48,41,58,58,100.0,48041
48,42,70,70,100.0,48042
48,43,84,84,100.0,48043
48,44,63,63,100.0,48044
48,45,48,48,100.0,48045
48,46,83,83,100.0,48046
49,1,75,75,100.0,49001
49,2,58,58,100.0,49002
49,3,105,105,100.0,49003
49,4,95,95,100.0,49004
49,5,135,135,100.0,49005
49,6,79,79,100.0,49006
49,7,69,69,100.0,49007
49,8,67,67,100.0,49008
49,9,89,89,100.0,49009
49,10,72,72,100.0,49010
49,11,112,112,100.0,49011
49,12,128,128,100.0,49012
49,13,104,104,100.0,49013
49,14,105,105,100.0,49014
49,15,59,59,100.0,49015
49,16,117,117,100.0,49016
49,17,135,135,100.0,49017
49,18,121,121,100.0,49018
49,19,75,75,100.0,49019
49,20,94,94,100.0,49020
49,21,72,72,100.0,49021
49,22,127,127,100.0,49022
49,23,83,83,100.0,49023
49,24,64,64,100.0,49024
49,25,106,106,100.0,49025
49,26,101,101,100.0,49026
49,27,75,75,100.0,49027
49,28,81,81,100.0,49028
49,29,110,110,100.0,49029
49,30,111,111,100.0,49030
49,31,98,98,100.0,49031
49,32,89,89,100.0,49032
49,33,77,77,100.0,49033
50,1,61,61,100.0,50001
50,2,43,43,100.0,50002
50,3,55,55,100.0,50003
50,4,75,75,100.0,50004
50,5,42,42,100.0,50005
50,6,96,96,100.0,50006
50,7,91,91,100.0,50007
50,8,55,55,100.0,50008
50,9,71,71,100.0,50009
50,10,32,32,100.0,50010
50,11,32,32,100.0,50011
50,12,58,58,100.0,50012
50,13,49,49,100.0,50013
50,14,37,37,100.0,50014
50,15,101,101,100.0,50015
50,16,41,41,100.0,50016
50,17,43,43,100.0,50017
50,18,31,31,100.0,50018
50,19,45,45,100.0,50019
50,20,67,67,100.0,50020
50,21,53,53,100.0,50021
50,22,42,42,100.0,50022
50,23,37,37,100.0,50023
50,25,54,54,100.0,50025
50,26,62,62,100.0,50026
50,27,21,21,100.0,50027
50,28,107,107,100.0,50028
50,29,33,33,100.0,50029
50,30,31,31,100.0,50030
50,31,52,52,100.0,50031
50,32,37,37,100.0,50032
50,33,46,46,100.0,50033
50,34,95,95,100.0,50034
50,35,80,80,100.0,50035
50,36,72,72,100.0,50036
50,37,91,91,100.0,50037
50,38,61,61,100.0,50038
50,39,37,37,100.0,50039
50,40,47,47,100.0,50040
