ward,precinct,total,Debra B. Walker,Debra B. Walker Percent,precinct_id
37,1,388,388,100.0,37001
37,2,316,316,100.0,37002
37,3,376,376,100.0,37003
37,4,399,399,100.0,37004
37,5,275,275,100.0,37005
37,6,504,504,100.0,37006
37,7,344,344,100.0,37007
37,8,482,482,100.0,37008
37,9,200,200,100.0,37009
37,10,347,347,100.0,37010
37,11,349,349,100.0,37011
37,12,454,454,100.0,37012
37,13,271,271,100.0,37013
37,14,468,468,100.0,37014
37,15,416,416,100.0,37015
37,16,460,460,100.0,37016
37,17,281,281,100.0,37017
37,18,362,362,100.0,37018
37,19,259,259,100.0,37019
37,20,486,486,100.0,37020
37,21,287,287,100.0,37021
37,22,362,362,100.0,37022
38,1,429,429,100.0,38001
38,2,261,261,100.0,38002
38,3,351,351,100.0,38003
38,4,264,264,100.0,38004
38,5,407,407,100.0,38005
38,6,310,310,100.0,38006
38,7,363,363,100.0,38007
38,8,296,296,100.0,38008
38,9,328,328,100.0,38009
38,10,278,278,100.0,38010
38,11,384,384,100.0,38011
38,12,491,491,100.0,38012
38,13,258,258,100.0,38013
38,14,318,318,100.0,38014
38,15,271,271,100.0,38015
38,16,503,503,100.0,38016
38,17,427,427,100.0,38017
38,18,526,526,100.0,38018
38,19,548,548,100.0,38019
38,20,466,466,100.0,38020
38,21,588,588,100.0,38021
38,22,404,404,100.0,38022
38,23,566,566,100.0,38023
38,24,535,535,100.0,38024
38,25,657,657,100.0,38025
39,1,441,441,100.0,39001
39,2,212,212,100.0,39002
39,3,362,362,100.0,39003
39,4,447,447,100.0,39004
39,5,333,333,100.0,39005
39,6,273,273,100.0,39006
39,7,263,263,100.0,39007
39,8,270,270,100.0,39008
39,9,237,237,100.0,39009
39,10,355,355,100.0,39010
39,11,245,245,100.0,39011
39,12,433,433,100.0,39012
39,13,617,617,100.0,39013
39,14,558,558,100.0,39014
39,15,502,502,100.0,39015
39,16,299,299,100.0,39016
39,17,623,623,100.0,39017
39,18,271,271,100.0,39018
39,19,683,683,100.0,39019
39,20,356,356,100.0,39020
39,21,581,581,100.0,39021
39,22,249,249,100.0,39022
39,23,60,60,100.0,39023
39,24,420,420,100.0,39024
39,25,317,317,100.0,39025
39,26,262,262,100.0,39026
39,27,254,254,100.0,39027
39,28,288,288,100.0,39028
39,29,116,116,100.0,39029
39,30,245,245,100.0,39030
39,31,282,282,100.0,39031
39,32,619,619,100.0,39032
39,33,249,249,100.0,39033
39,34,267,267,100.0,39034
39,35,504,504,100.0,39035
40,1,489,489,100.0,40001
40,2,557,557,100.0,40002
40,3,508,508,100.0,40003
40,4,494,494,100.0,40004
40,5,397,397,100.0,40005
40,6,463,463,100.0,40006
40,7,526,526,100.0,40007
40,8,326,326,100.0,40008
40,9,594,594,100.0,40009
40,10,924,924,100.0,40010
40,11,563,563,100.0,40011
40,12,634,634,100.0,40012
40,13,640,640,100.0,40013
40,14,851,851,100.0,40014
40,15,613,613,100.0,40015
40,16,621,621,100.0,40016
40,17,622,622,100.0,40017
40,18,739,739,100.0,40018
40,19,627,627,100.0,40019
40,20,706,706,100.0,40020
40,21,657,657,100.0,40021
40,22,865,865,100.0,40022
40,23,895,895,100.0,40023
41,1,293,293,100.0,41001
41,2,218,218,100.0,41002
41,3,219,219,100.0,41003
41,4,251,251,100.0,41004
41,5,290,290,100.0,41005
41,6,281,281,100.0,41006
41,7,250,250,100.0,41007
41,8,267,267,100.0,41008
41,9,525,525,100.0,41009
41,10,425,425,100.0,41010
41,11,343,343,100.0,41011
41,12,202,202,100.0,41012
41,13,478,478,100.0,41013
41,14,531,531,100.0,41014
41,15,634,634,100.0,41015
41,16,232,232,100.0,41016
41,17,153,153,100.0,41017
41,18,479,479,100.0,41018
41,19,256,256,100.0,41019
41,20,260,260,100.0,41020
41,21,253,253,100.0,41021
41,22,203,203,100.0,41022
41,23,278,278,100.0,41023
41,24,459,459,100.0,41024
41,25,377,377,100.0,41025
41,26,531,531,100.0,41026
41,27,354,354,100.0,41027
41,28,625,625,100.0,41028
41,29,613,613,100.0,41029
41,30,438,438,100.0,41030
41,31,385,385,100.0,41031
42,1,260,260,100.0,42001
42,2,248,248,100.0,42002
42,3,681,681,100.0,42003
42,4,572,572,100.0,42004
42,5,814,814,100.0,42005
42,6,336,336,100.0,42006
42,7,522,522,100.0,42007
42,8,382,382,100.0,42008
42,9,609,609,100.0,42009
42,10,407,407,100.0,42010
42,11,479,479,100.0,42011
42,12,365,365,100.0,42012
42,13,263,263,100.0,42013
42,14,208,208,100.0,42014
42,15,211,211,100.0,42015
42,16,623,623,100.0,42016
42,17,744,744,100.0,42017
42,18,422,422,100.0,42018
42,19,601,601,100.0,42019
42,20,598,598,100.0,42020
42,21,732,732,100.0,42021
42,22,666,666,100.0,42022
42,23,730,730,100.0,42023
42,24,715,715,100.0,42024
43,1,642,642,100.0,43001
43,2,766,766,100.0,43002
43,3,258,258,100.0,43003
43,4,512,512,100.0,43004
43,5,850,850,100.0,43005
43,6,983,983,100.0,43006
43,7,902,902,100.0,43007
43,8,733,733,100.0,43008
43,9,994,994,100.0,43009
43,10,609,609,100.0,43010
43,11,414,414,100.0,43011
43,12,842,842,100.0,43012
43,13,610,610,100.0,43013
43,14,358,358,100.0,43014
43,15,779,779,100.0,43015
43,16,321,321,100.0,43016
43,17,768,768,100.0,43017
43,18,900,900,100.0,43018
43,19,816,816,100.0,43019
43,20,691,691,100.0,43020
43,21,364,364,100.0,43021
43,22,848,848,100.0,43022
43,23,590,590,100.0,43023
44,1,869,869,100.0,44001
44,2,573,573,100.0,44002
44,3,797,797,100.0,44003
44,4,1010,1010,100.0,44004
44,5,793,793,100.0,44005
44,6,717,717,100.0,44006
44,7,742,742,100.0,44007
44,8,790,790,100.0,44008
44,9,978,978,100.0,44009
44,10,982,982,100.0,44010
44,11,767,767,100.0,44011
44,12,927,927,100.0,44012
44,13,873,873,100.0,44013
44,14,868,868,100.0,44014
44,15,981,981,100.0,44015
44,16,954,954,100.0,44016
44,17,993,993,100.0,44017
44,18,680,680,100.0,44018
44,19,949,949,100.0,44019
44,20,576,576,100.0,44020
44,21,997,997,100.0,44021
45,1,622,622,100.0,45001
45,2,361,361,100.0,45002
45,3,197,197,100.0,45003
45,4,245,245,100.0,45004
45,5,388,388,100.0,45005
45,6,401,401,100.0,45006
45,7,448,448,100.0,45007
45,8,353,353,100.0,45008
45,9,397,397,100.0,45009
45,10,389,389,100.0,45010
45,11,515,515,100.0,45011
45,12,361,361,100.0,45012
45,13,520,520,100.0,45013
45,14,309,309,100.0,45014
45,15,389,389,100.0,45015
45,16,475,475,100.0,45016
45,17,502,502,100.0,45017
45,18,494,494,100.0,45018
45,19,347,347,100.0,45019
45,20,467,467,100.0,45020
45,21,372,372,100.0,45021
45,22,499,499,100.0,45022
45,23,501,501,100.0,45023
45,24,405,405,100.0,45024
45,25,603,603,100.0,45025
45,26,462,462,100.0,45026
45,27,546,546,100.0,45027
45,28,519,519,100.0,45028
45,29,513,513,100.0,45029
46,1,694,694,100.0,46001
46,2,672,672,100.0,46002
46,3,750,750,100.0,46003
46,4,862,862,100.0,46004
46,5,699,699,100.0,46005
46,6,1074,1074,100.0,46006
46,7,690,690,100.0,46007
46,8,815,815,100.0,46008
46,9,813,813,100.0,46009
46,10,748,748,100.0,46010
46,11,851,851,100.0,46011
46,12,1039,1039,100.0,46012
46,13,915,915,100.0,46013
46,14,504,504,100.0,46014
46,15,983,983,100.0,46015
46,16,728,728,100.0,46016
46,17,926,926,100.0,46017
46,18,859,859,100.0,46018
46,19,669,669,100.0,46019
46,20,620,620,100.0,46020
46,21,458,458,100.0,46021
46,22,600,600,100.0,46022
46,23,526,526,100.0,46023
47,1,672,672,100.0,47001
47,2,623,623,100.0,47002
47,3,662,662,100.0,47003
47,4,811,811,100.0,47004
47,5,927,927,100.0,47005
47,6,807,807,100.0,47006
47,7,1123,1123,100.0,47007
47,8,719,719,100.0,47008
47,9,912,912,100.0,47009
47,10,794,794,100.0,47010
47,11,703,703,100.0,47011
47,12,524,524,100.0,47012
47,13,565,565,100.0,47013
47,14,657,657,100.0,47014
47,15,681,681,100.0,47015
47,16,700,700,100.0,47016
47,17,622,622,100.0,47017
47,18,805,805,100.0,47018
47,19,801,801,100.0,47019
47,20,778,778,100.0,47020
47,21,753,753,100.0,47021
47,22,624,624,100.0,47022
47,23,734,734,100.0,47023
47,24,866,866,100.0,47024
47,25,661,661,100.0,47025
47,26,862,862,100.0,47026
47,27,788,788,100.0,47027
47,28,563,563,100.0,47028
48,1,809,809,100.0,48001
48,2,275,275,100.0,48002
48,3,453,453,100.0,48003
48,4,482,482,100.0,48004
48,5,280,280,100.0,48005
48,6,670,670,100.0,48006
48,7,633,633,100.0,48007
48,8,422,422,100.0,48008
48,9,295,295,100.0,48009
48,10,780,780,100.0,48010
48,11,510,510,100.0,48011
48,12,683,683,100.0,48012
48,13,511,511,100.0,48013
48,14,608,608,100.0,48014
48,15,480,480,100.0,48015
48,16,379,379,100.0,48016
48,17,193,193,100.0,48017
48,18,656,656,100.0,48018
48,19,348,348,100.0,48019
48,20,248,248,100.0,48020
48,21,559,559,100.0,48021
48,22,329,329,100.0,48022
48,23,413,413,100.0,48023
48,24,760,760,100.0,48024
48,25,637,637,100.0,48025
48,26,348,348,100.0,48026
48,27,430,430,100.0,48027
48,28,538,538,100.0,48028
48,29,191,191,100.0,48029
48,30,575,575,100.0,48030
48,31,597,597,100.0,48031
48,32,516,516,100.0,48032
48,33,238,238,100.0,48033
48,34,463,463,100.0,48034
48,35,714,714,100.0,48035
49,1,723,723,100.0,49001
49,2,627,627,100.0,49002
49,3,847,847,100.0,49003
49,4,837,837,100.0,49004
49,5,895,895,100.0,49005
49,6,75,75,100.0,49006
49,7,833,833,100.0,49007
49,8,976,976,100.0,49008
49,9,895,895,100.0,49009
49,10,606,606,100.0,49010
49,11,678,678,100.0,49011
49,12,613,613,100.0,49012
49,13,758,758,100.0,49013
49,14,922,922,100.0,49014
49,15,819,819,100.0,49015
49,16,787,787,100.0,49016
49,17,869,869,100.0,49017
50,1,281,281,100.0,50001
50,2,330,330,100.0,50002
50,3,276,276,100.0,50003
50,4,357,357,100.0,50004
50,5,506,506,100.0,50005
50,6,271,271,100.0,50006
50,7,681,681,100.0,50007
50,8,462,462,100.0,50008
50,9,125,125,100.0,50009
50,10,245,245,100.0,50010
50,11,260,260,100.0,50011
50,12,116,116,100.0,50012
50,13,462,462,100.0,50013
50,14,77,77,100.0,50014
50,15,466,466,100.0,50015
50,16,73,73,100.0,50016
50,17,229,229,100.0,50017
50,18,38,38,100.0,50018
50,19,211,211,100.0,50019
50,20,193,193,100.0,50020
50,21,443,443,100.0,50021
50,22,307,307,100.0,50022
50,23,308,308,100.0,50023
50,24,291,291,100.0,50024
50,25,111,111,100.0,50025
50,26,172,172,100.0,50026
50,27,82,82,100.0,50027
50,28,468,468,100.0,50028
