ward,precinct,total,Samantha Steele,Samantha Steele Percent,precinct_id
40,15,637,637,100.0,40015
40,16,633,633,100.0,40016
40,17,630,630,100.0,40017
40,18,734,734,100.0,40018
40,19,626,626,100.0,40019
40,20,706,706,100.0,40020
40,21,648,648,100.0,40021
40,22,881,881,100.0,40022
40,23,901,901,100.0,40023
41,1,290,290,100.0,41001
41,2,206,206,100.0,41002
41,3,214,214,100.0,41003
41,4,248,248,100.0,41004
41,5,306,306,100.0,41005
41,6,300,300,100.0,41006
41,7,255,255,100.0,41007
41,8,283,283,100.0,41008
41,9,528,528,100.0,41009
41,10,432,432,100.0,41010
41,11,344,344,100.0,41011
41,12,201,201,100.0,41012
41,13,476,476,100.0,41013
41,14,541,541,100.0,41014
41,15,653,653,100.0,41015
41,16,242,242,100.0,41016
41,17,145,145,100.0,41017
41,18,498,498,100.0,41018
41,19,257,257,100.0,41019
41,20,277,277,100.0,41020
41,21,261,261,100.0,41021
41,22,207,207,100.0,41022
41,23,284,284,100.0,41023
41,24,463,463,100.0,41024
41,25,393,393,100.0,41025
41,26,541,541,100.0,41026
41,27,374,374,100.0,41027
41,28,630,630,100.0,41028
41,29,627,627,100.0,41029
41,30,442,442,100.0,41030
41,31,402,402,100.0,41031
42,9,149,149,100.0,42009
42,11,85,85,100.0,42011
42,14,212,212,100.0,42014
42,15,205,205,100.0,42015
42,16,60,60,100.0,42016
42,17,740,740,100.0,42017
42,18,409,409,100.0,42018
42,19,604,604,100.0,42019
42,20,592,592,100.0,42020
42,21,734,734,100.0,42021
42,22,655,655,100.0,42022
42,23,553,553,100.0,42023
42,24,721,721,100.0,42024
43,1,641,641,100.0,43001
43,2,769,769,100.0,43002
43,3,260,260,100.0,43003
43,4,509,509,100.0,43004
43,5,824,824,100.0,43005
43,6,986,986,100.0,43006
43,7,920,920,100.0,43007
43,8,734,734,100.0,43008
43,9,971,971,100.0,43009
43,10,619,619,100.0,43010
43,11,412,412,100.0,43011
43,12,812,812,100.0,43012
43,13,579,579,100.0,43013
43,14,354,354,100.0,43014
43,15,767,767,100.0,43015
43,16,325,325,100.0,43016
43,17,764,764,100.0,43017
43,18,895,895,100.0,43018
43,19,820,820,100.0,43019
43,20,684,684,100.0,43020
43,21,354,354,100.0,43021
43,22,837,837,100.0,43022
43,23,587,587,100.0,43023
44,1,886,886,100.0,44001
44,2,590,590,100.0,44002
44,3,798,798,100.0,44003
44,4,1012,1012,100.0,44004
44,5,791,791,100.0,44005
44,6,731,731,100.0,44006
44,7,762,762,100.0,44007
44,8,793,793,100.0,44008
44,9,974,974,100.0,44009
44,10,992,992,100.0,44010
44,11,763,763,100.0,44011
44,12,921,921,100.0,44012
44,13,895,895,100.0,44013
44,14,872,872,100.0,44014
44,15,997,997,100.0,44015
44,16,942,942,100.0,44016
44,17,1000,1000,100.0,44017
44,18,694,694,100.0,44018
44,19,946,946,100.0,44019
44,20,594,594,100.0,44020
44,21,1020,1020,100.0,44021
45,1,614,614,100.0,45001
45,2,369,369,100.0,45002
45,3,197,197,100.0,45003
45,4,258,258,100.0,45004
45,5,399,399,100.0,45005
45,6,408,408,100.0,45006
45,7,443,443,100.0,45007
45,8,362,362,100.0,45008
45,9,385,385,100.0,45009
45,10,387,387,100.0,45010
45,11,501,501,100.0,45011
45,12,365,365,100.0,45012
45,13,529,529,100.0,45013
45,14,303,303,100.0,45014
45,15,388,388,100.0,45015
45,16,462,462,100.0,45016
45,17,490,490,100.0,45017
45,18,490,490,100.0,45018
45,19,342,342,100.0,45019
45,20,485,485,100.0,45020
45,21,380,380,100.0,45021
45,22,513,513,100.0,45022
45,23,513,513,100.0,45023
45,24,420,420,100.0,45024
45,25,616,616,100.0,45025
45,26,458,458,100.0,45026
45,27,555,555,100.0,45027
45,28,527,527,100.0,45028
45,29,512,512,100.0,45029
46,1,684,684,100.0,46001
46,2,650,650,100.0,46002
46,3,749,749,100.0,46003
46,4,856,856,100.0,46004
46,5,681,681,100.0,46005
46,6,1082,1082,100.0,46006
46,7,684,684,100.0,46007
46,8,818,818,100.0,46008
46,9,821,821,100.0,46009
46,10,750,750,100.0,46010
46,11,860,860,100.0,46011
46,12,1030,1030,100.0,46012
46,13,928,928,100.0,46013
46,14,513,513,100.0,46014
46,15,954,954,100.0,46015
46,16,724,724,100.0,46016
46,17,947,947,100.0,46017
46,18,852,852,100.0,46018
46,19,691,691,100.0,46019
46,20,609,609,100.0,46020
46,21,450,450,100.0,46021
46,22,594,594,100.0,46022
46,23,515,515,100.0,46023
47,1,678,678,100.0,47001
47,2,633,633,100.0,47002
47,3,670,670,100.0,47003
47,4,815,815,100.0,47004
47,5,960,960,100.0,47005
47,6,810,810,100.0,47006
47,7,1119,1119,100.0,47007
47,8,719,719,100.0,47008
47,9,901,901,100.0,47009
47,10,820,820,100.0,47010
47,11,710,710,100.0,47011
47,12,530,530,100.0,47012
47,13,560,560,100.0,47013
47,14,658,658,100.0,47014
47,15,681,681,100.0,47015
47,16,689,689,100.0,47016
47,17,608,608,100.0,47017
47,18,801,801,100.0,47018
47,19,800,800,100.0,47019
47,20,768,768,100.0,47020
47,21,737,737,100.0,47021
47,22,638,638,100.0,47022
47,23,747,747,100.0,47023
47,24,849,849,100.0,47024
47,25,651,651,100.0,47025
47,26,840,840,100.0,47026
47,27,784,784,100.0,47027
47,28,558,558,100.0,47028
48,1,809,809,100.0,48001
48,2,274,274,100.0,48002
48,3,426,426,100.0,48003
48,4,496,496,100.0,48004
48,5,277,277,100.0,48005
48,6,680,680,100.0,48006
48,7,631,631,100.0,48007
48,8,404,404,100.0,48008
48,9,299,299,100.0,48009
48,10,781,781,100.0,48010
48,11,515,515,100.0,48011
48,12,691,691,100.0,48012
48,13,508,508,100.0,48013
48,14,600,600,100.0,48014
48,15,476,476,100.0,48015
48,16,369,369,100.0,48016
48,17,184,184,100.0,48017
48,18,656,656,100.0,48018
48,19,346,346,100.0,48019
48,20,236,236,100.0,48020
48,21,559,559,100.0,48021
48,22,325,325,100.0,48022
48,23,418,418,100.0,48023
48,24,745,745,100.0,48024
48,25,637,637,100.0,48025
48,26,352,352,100.0,48026
48,27,418,418,100.0,48027
48,28,551,551,100.0,48028
48,29,192,192,100.0,48029
48,30,572,572,100.0,48030
48,31,594,594,100.0,48031
48,32,518,518,100.0,48032
48,33,237,237,100.0,48033
48,34,455,455,100.0,48034
48,35,715,715,100.0,48035
49,1,707,707,100.0,49001
49,2,624,624,100.0,49002
49,3,845,845,100.0,49003
49,4,846,846,100.0,49004
49,5,890,890,100.0,49005
49,6,78,78,100.0,49006
49,7,834,834,100.0,49007
49,8,971,971,100.0,49008
49,9,895,895,100.0,49009
49,10,588,588,100.0,49010
49,11,668,668,100.0,49011
49,12,587,587,100.0,49012
49,13,746,746,100.0,49013
49,14,918,918,100.0,49014
49,15,809,809,100.0,49015
49,16,782,782,100.0,49016
49,17,848,848,100.0,49017
50,1,272,272,100.0,50001
50,2,331,331,100.0,50002
50,3,272,272,100.0,50003
50,4,355,355,100.0,50004
50,5,503,503,100.0,50005
50,6,268,268,100.0,50006
50,7,680,680,100.0,50007
50,8,449,449,100.0,50008
50,9,118,118,100.0,50009
50,10,234,234,100.0,50010
50,11,252,252,100.0,50011
50,12,111,111,100.0,50012
50,13,460,460,100.0,50013
50,14,74,74,100.0,50014
50,15,455,455,100.0,50015
50,16,63,63,100.0,50016
50,17,219,219,100.0,50017
50,18,42,42,100.0,50018
50,19,202,202,100.0,50019
50,20,193,193,100.0,50020
50,21,425,425,100.0,50021
50,22,299,299,100.0,50022
50,23,306,306,100.0,50023
50,24,281,281,100.0,50024
50,25,112,112,100.0,50025
50,26,164,164,100.0,50026
50,27,80,80,100.0,50027
50,28,464,464,100.0,50028
