ward,precinct,total,Alexi Giannoulias,Alexi Giannoulias Percent,Dan Brady,Dan Brady Percent,Jon Stewart,Jon Stewart Percent,precinct_id
1,1,875,788,90.06,65,7.43,22,2.51,01001
1,2,878,806,91.8,60,6.83,12,1.37,01002
1,3,956,840,87.87,94,9.83,22,2.3,01003
1,4,842,779,92.52,45,5.34,18,2.14,01004
1,5,904,825,91.26,58,6.42,21,2.32,01005
1,6,770,686,89.09,69,8.96,15,1.95,01006
1,7,918,838,91.29,63,6.86,17,1.85,01007
1,8,812,728,89.66,64,7.88,20,2.46,01008
1,9,455,389,85.49,49,10.77,17,3.74,01009
1,10,1086,956,88.03,106,9.76,24,2.21,01010
1,11,834,745,89.33,71,8.51,18,2.16,01011
1,12,406,352,86.7,47,11.58,7,1.72,01012
1,13,600,540,90.0,55,9.17,5,0.83,01013
1,14,564,487,86.35,63,11.17,14,2.48,01014
1,15,913,800,87.62,97,10.62,16,1.75,01015
1,16,924,812,87.88,100,10.82,12,1.3,01016
1,17,580,515,88.79,55,9.48,10,1.72,01017
1,18,815,726,89.08,73,8.96,16,1.96,01018
1,19,759,640,84.32,96,12.65,23,3.03,01019
1,20,746,658,88.2,68,9.12,20,2.68,01020
1,21,740,637,86.08,84,11.35,19,2.57,01021
1,22,1021,882,86.39,114,11.17,25,2.45,01022
1,23,496,431,86.9,54,10.89,11,2.22,01023
1,24,1065,928,87.14,126,11.83,11,1.03,01024
1,25,967,828,85.63,117,12.1,22,2.28,01025
1,26,927,767,82.74,142,15.32,18,1.94,01026
2,1,852,638,74.88,196,23.0,18,2.11,02001
2,2,1065,841,78.97,211,19.81,13,1.22,02002
2,3,653,506,77.49,128,19.6,19,2.91,02003
2,4,705,550,78.01,142,20.14,13,1.84,02004
2,5,719,535,74.41,170,23.64,14,1.95,02005
2,6,1023,797,77.91,215,21.02,11,1.08,02006
2,7,931,676,72.61,238,25.56,17,1.83,02007
2,8,730,536,73.42,178,24.38,16,2.19,02008
2,9,994,734,73.84,238,23.94,22,2.21,02009
2,10,503,356,70.78,130,25.84,17,3.38,02010
2,11,767,607,79.14,149,19.43,11,1.43,02011
2,12,679,510,75.11,156,22.97,13,1.91,02012
2,13,961,715,74.4,229,23.83,17,1.77,02013
2,14,579,450,77.72,114,19.69,15,2.59,02014
2,15,792,576,72.73,201,25.38,15,1.89,02015
2,16,877,668,76.17,194,22.12,15,1.71,02016
2,17,1240,950,76.61,262,21.13,28,2.26,02017
2,18,765,577,75.42,180,23.53,8,1.05,02018
2,19,413,324,78.45,79,19.13,10,2.42,02019
2,20,533,387,72.61,133,24.95,13,2.44,02020
2,21,174,124,71.26,46,26.44,4,2.3,02021
2,22,636,505,79.4,120,18.87,11,1.73,02022
2,23,689,544,78.96,129,18.72,16,2.32,02023
2,24,542,422,77.86,113,20.85,7,1.29,02024
2,25,839,638,76.04,182,21.69,19,2.26,02025
3,1,702,666,94.87,25,3.56,11,1.57,03001
3,2,714,676,94.68,21,2.94,17,2.38,03002
3,3,512,457,89.26,45,8.79,10,1.95,03003
3,4,529,504,95.27,13,2.46,12,2.27,03004
3,5,134,122,91.04,7,5.22,5,3.73,03005
3,6,740,657,88.78,69,9.32,14,1.89,03006
3,7,377,350,92.84,18,4.77,9,2.39,03007
3,8,550,513,93.27,23,4.18,14,2.55,03008
3,9,439,389,88.61,41,9.34,9,2.05,03009
3,10,499,406,81.36,78,15.63,15,3.01,03010
3,11,755,710,94.04,27,3.58,18,2.38,03011
3,12,705,666,94.47,20,2.84,19,2.7,03012
3,13,933,770,82.53,143,15.33,20,2.14,03013
3,14,973,793,81.5,156,16.03,24,2.47,03014
3,15,573,542,94.59,19,3.32,12,2.09,03015
3,16,385,354,91.95,27,7.01,4,1.04,03016
3,17,207,190,91.79,11,5.31,6,2.9,03017
3,18,243,231,95.06,8,3.29,4,1.65,03018
3,19,1032,829,80.33,185,17.93,18,1.74,03019
3,20,656,616,93.9,25,3.81,15,2.29,03020
3,21,635,539,84.88,80,12.6,16,2.52,03021
3,22,523,474,90.63,36,6.88,13,2.49,03022
3,23,349,314,89.97,24,6.88,11,3.15,03023
3,24,137,133,97.08,3,2.19,1,0.73,03024
3,25,1016,806,79.33,192,18.9,18,1.77,03025
3,26,333,303,90.99,22,6.61,8,2.4,03026
3,27,849,674,79.39,155,18.26,20,2.36,03027
4,1,898,838,93.32,53,5.9,7,0.78,04001
4,2,351,326,92.88,17,4.84,8,2.28,04002
4,3,614,578,94.14,27,4.4,9,1.47,04003
4,4,724,682,94.2,27,3.73,15,2.07,04004
4,5,345,323,93.62,9,2.61,13,3.77,04005
4,6,497,455,91.55,24,4.83,18,3.62,04006
4,7,370,342,92.43,22,5.95,6,1.62,04007
4,8,502,481,95.82,10,1.99,11,2.19,04008
4,9,533,505,94.75,17,3.19,11,2.06,04009
4,10,491,465,94.7,16,3.26,10,2.04,04010
4,11,681,640,93.98,23,3.38,18,2.64,04011
4,12,430,395,91.86,25,5.81,10,2.33,04012
4,13,446,407,91.26,21,4.71,18,4.04,04013
4,14,426,401,94.13,20,4.69,5,1.17,04014
4,15,390,367,94.1,11,2.82,12,3.08,04015
4,16,566,538,95.05,13,2.3,15,2.65,04016
4,17,775,729,94.06,29,3.74,17,2.19,04017
4,18,259,243,93.82,10,3.86,6,2.32,04018
4,19,488,456,93.44,20,4.1,12,2.46,04019
4,20,700,660,94.29,25,3.57,15,2.14,04020
4,21,443,417,94.13,21,4.74,5,1.13,04021
4,22,224,205,91.52,8,3.57,11,4.91,04022
4,23,408,376,92.16,28,6.86,4,0.98,04023
4,24,825,773,93.7,35,4.24,17,2.06,04024
4,25,998,848,84.97,125,12.53,25,2.51,04025
4,26,888,749,84.35,121,13.63,18,2.03,04026
4,27,917,810,88.33,83,9.05,24,2.62,04027
4,28,991,868,87.59,95,9.59,28,2.83,04028
5,1,701,657,93.72,26,3.71,18,2.57,05001
5,2,767,721,94.0,31,4.04,15,1.96,05002
5,3,714,672,94.12,24,3.36,18,2.52,05003
5,4,590,552,93.56,25,4.24,13,2.2,05004
5,5,346,333,96.24,11,3.18,2,0.58,05005
5,6,308,285,92.53,18,5.84,5,1.62,05006
5,7,172,156,90.7,10,5.81,6,3.49,05007
5,8,216,202,93.52,8,3.7,6,2.78,05008
5,9,199,191,95.98,4,2.01,4,2.01,05009
5,10,352,325,92.33,17,4.83,10,2.84,05010
5,11,459,437,95.21,10,2.18,12,2.61,05011
5,12,796,753,94.6,37,4.65,6,0.75,05012
5,13,339,323,95.28,6,1.77,10,2.95,05013
5,14,373,359,96.25,7,1.88,7,1.88,05014
5,15,1110,1035,93.24,58,5.23,17,1.53,05015
5,16,680,635,93.38,33,4.85,12,1.76,05016
5,17,503,475,94.43,21,4.17,7,1.39,05017
5,18,1034,963,93.13,49,4.74,22,2.13,05018
5,19,451,432,95.79,15,3.33,4,0.89,05019
5,20,736,702,95.38,27,3.67,7,0.95,05020
5,21,665,614,92.33,43,6.47,8,1.2,05021
5,22,771,727,94.29,32,4.15,12,1.56,05022
5,23,424,395,93.16,25,5.9,4,0.94,05023
5,24,477,422,88.47,44,9.22,11,2.31,05024
5,25,1106,1004,90.78,81,7.32,21,1.9,05025
6,1,229,215,93.89,10,4.37,4,1.75,06001
6,2,288,269,93.4,11,3.82,8,2.78,06002
6,3,88,85,96.59,1,1.14,2,2.27,06003
6,4,205,196,95.61,3,1.46,6,2.93,06004
6,5,377,350,92.84,14,3.71,13,3.45,06005
6,6,345,321,93.04,14,4.06,10,2.9,06006
6,7,418,394,94.26,20,4.78,4,0.96,06007
6,8,325,306,94.15,9,2.77,10,3.08,06008
6,9,642,609,94.86,24,3.74,9,1.4,06009
6,10,386,364,94.3,12,3.11,10,2.59,06010
6,11,204,194,95.1,6,2.94,4,1.96,06011
6,12,430,409,95.12,14,3.26,7,1.63,06012
6,13,553,523,94.58,18,3.25,12,2.17,06013
6,14,548,523,95.44,19,3.47,6,1.09,06014
6,15,580,541,93.28,22,3.79,17,2.93,06015
6,16,335,322,96.12,4,1.19,9,2.69,06016
6,17,660,631,95.61,19,2.88,10,1.52,06017
6,18,713,674,94.53,25,3.51,14,1.96,06018
6,19,496,465,93.75,19,3.83,12,2.42,06019
6,20,810,763,94.2,30,3.7,17,2.1,06020
6,21,577,554,96.01,18,3.12,5,0.87,06021
6,22,829,795,95.9,16,1.93,18,2.17,06022
6,23,737,715,97.01,18,2.44,4,0.54,06023
6,24,674,640,94.96,17,2.52,17,2.52,06024
6,25,503,485,96.42,13,2.58,5,0.99,06025
6,26,854,815,95.43,26,3.04,13,1.52,06026
6,27,775,739,95.35,25,3.23,11,1.42,06027
7,1,593,565,95.28,17,2.87,11,1.85,07001
7,2,747,722,96.65,19,2.54,6,0.8,07002
7,3,424,399,94.1,14,3.3,11,2.59,07003
7,4,560,506,90.36,42,7.5,12,2.14,07004
7,5,648,606,93.52,27,4.17,15,2.31,07005
7,6,190,177,93.16,12,6.32,1,0.53,07006
7,7,458,430,93.89,20,4.37,8,1.75,07007
7,8,267,258,96.63,4,1.5,5,1.87,07008
7,9,437,412,94.28,20,4.58,5,1.14,07009
7,10,593,562,94.77,13,2.19,18,3.04,07010
7,11,543,526,96.87,10,1.84,7,1.29,07011
7,12,622,597,95.98,15,2.41,10,1.61,07012
7,13,455,417,91.65,24,5.27,14,3.08,07013
7,14,413,381,92.25,23,5.57,9,2.18,07014
7,15,577,545,94.45,19,3.29,13,2.25,07015
7,16,205,195,95.12,8,3.9,2,0.98,07016
7,17,163,155,95.09,6,3.68,2,1.23,07017
7,18,100,92,92.0,6,6.0,2,2.0,07018
7,19,760,728,95.79,28,3.68,4,0.53,07019
7,20,393,374,95.17,9,2.29,10,2.54,07020
7,21,308,296,96.1,9,2.92,3,0.97,07021
7,22,384,368,95.83,13,3.39,3,0.78,07022
7,23,259,245,94.59,9,3.47,5,1.93,07023
7,24,71,63,88.73,4,5.63,4,5.63,07024
7,25,415,400,96.39,11,2.65,4,0.96,07025
7,26,584,548,93.84,25,4.28,11,1.88,07026
7,27,351,337,96.01,12,3.42,2,0.57,07027
7,28,210,205,97.62,3,1.43,2,0.95,07028
7,29,312,300,96.15,7,2.24,5,1.6,07029
7,30,282,269,95.39,8,2.84,5,1.77,07030
7,31,132,124,93.94,6,4.55,2,1.52,07031
8,1,623,574,92.13,28,4.49,21,3.37,08001
8,2,310,289,93.23,19,6.13,2,0.65,08002
8,3,254,247,97.24,2,0.79,5,1.97,08003
8,4,580,554,95.52,21,3.62,5,0.86,08004
8,5,399,379,94.99,9,2.26,11,2.76,08005
8,6,693,654,94.37,15,2.16,24,3.46,08006
8,7,402,383,95.27,14,3.48,5,1.24,08007
8,8,820,779,95.0,25,3.05,16,1.95,08008
8,9,553,524,94.76,18,3.25,11,1.99,08009
8,10,600,568,94.67,24,4.0,8,1.33,08010
8,11,508,487,95.87,11,2.17,10,1.97,08011
8,12,567,545,96.12,13,2.29,9,1.59,08012
8,13,538,516,95.91,12,2.23,10,1.86,08013
8,14,621,591,95.17,22,3.54,8,1.29,08014
8,15,469,443,94.46,20,4.26,6,1.28,08015
8,16,429,414,96.5,8,1.86,7,1.63,08016
8,17,705,681,96.6,14,1.99,10,1.42,08017
8,18,960,930,96.88,18,1.88,12,1.25,08018
8,19,757,715,94.45,26,3.43,16,2.11,08019
8,20,355,337,94.93,9,2.54,9,2.54,08020
8,21,384,355,92.45,19,4.95,10,2.6,08021
8,22,285,269,94.39,12,4.21,4,1.4,08022
8,23,815,784,96.2,20,2.45,11,1.35,08023
8,24,517,500,96.71,11,2.13,6,1.16,08024
8,25,222,211,95.05,7,3.15,4,1.8,08025
8,26,435,415,95.4,15,3.45,5,1.15,08026
8,27,565,532,94.16,23,4.07,10,1.77,08027
8,28,374,354,94.65,11,2.94,9,2.41,08028
8,29,547,519,94.88,23,4.2,5,0.91,08029
8,30,482,459,95.23,13,2.7,10,2.07,08030
9,1,620,587,94.68,20,3.23,13,2.1,09001
9,2,439,423,96.36,13,2.96,3,0.68,09002
9,3,215,202,93.95,6,2.79,7,3.26,09003
9,4,445,425,95.51,12,2.7,8,1.8,09004
9,5,456,426,93.42,18,3.95,12,2.63,09005
9,6,738,706,95.66,25,3.39,7,0.95,09006
9,7,603,563,93.37,24,3.98,16,2.65,09007
9,8,594,571,96.13,14,2.36,9,1.52,09008
9,9,375,351,93.6,17,4.53,7,1.87,09009
9,10,698,677,96.99,15,2.15,6,0.86,09010
9,11,250,230,92.0,10,4.0,10,4.0,09011
9,12,636,608,95.6,17,2.67,11,1.73,09012
9,13,597,563,94.3,25,4.19,9,1.51,09013
9,14,345,329,95.36,13,3.77,3,0.87,09014
9,15,475,447,94.11,17,3.58,11,2.32,09015
9,16,646,612,94.74,25,3.87,9,1.39,09016
9,17,193,179,92.75,11,5.7,3,1.55,09017
9,18,337,315,93.47,18,5.34,4,1.19,09018
9,19,262,245,93.51,11,4.2,6,2.29,09019
9,20,508,428,84.25,64,12.6,16,3.15,09020
9,21,561,536,95.54,21,3.74,4,0.71,09021
9,22,408,379,92.89,23,5.64,6,1.47,09022
9,23,329,309,93.92,8,2.43,12,3.65,09023
9,24,490,459,93.67,16,3.27,15,3.06,09024
9,25,377,354,93.9,15,3.98,8,2.12,09025
9,26,534,518,97.0,7,1.31,9,1.69,09026
9,27,309,294,95.15,8,2.59,7,2.27,09027
9,28,252,237,94.05,5,1.98,10,3.97,09028
9,29,722,692,95.84,15,2.08,15,2.08,09029
9,30,600,568,94.67,22,3.67,10,1.67,09030
10,1,150,139,92.67,8,5.33,3,2.0,10001
10,2,199,174,87.44,17,8.54,8,4.02,10002
10,3,311,272,87.46,27,8.68,12,3.86,10003
10,4,375,345,92.0,24,6.4,6,1.6,10004
10,5,138,104,75.36,34,24.64,0,0.0,10005
10,6,175,155,88.57,18,10.29,2,1.14,10006
10,7,334,252,75.45,77,23.05,5,1.5,10007
10,8,311,227,72.99,74,23.79,10,3.22,10008
10,9,354,294,83.05,49,13.84,11,3.11,10009
10,10,368,286,77.72,67,18.21,15,4.08,10010
10,11,129,105,81.4,21,16.28,3,2.33,10011
10,12,339,280,82.6,52,15.34,7,2.06,10012
10,13,405,305,75.31,93,22.96,7,1.73,10013
10,14,536,384,71.64,139,25.93,13,2.43,10014
10,15,438,309,70.55,120,27.4,9,2.05,10015
10,16,554,410,74.01,137,24.73,7,1.26,10016
10,17,496,344,69.35,146,29.44,6,1.21,10017
10,18,602,384,63.79,205,34.05,13,2.16,10018
10,19,393,261,66.41,119,30.28,13,3.31,10019
10,20,227,163,71.81,56,24.67,8,3.52,10020
10,21,300,191,63.67,103,34.33,6,2.0,10021
10,22,567,336,59.26,220,38.8,11,1.94,10022
10,23,348,308,88.51,30,8.62,10,2.87,10023
10,24,185,176,95.14,5,2.7,4,2.16,10024
10,25,274,253,92.34,12,4.38,9,3.28,10025
11,1,209,171,81.82,33,15.79,5,2.39,11001
11,2,92,73,79.35,16,17.39,3,3.26,11002
11,3,615,407,66.18,190,30.89,18,2.93,11003
11,4,410,306,74.63,92,22.44,12,2.93,11004
11,5,436,296,67.89,128,29.36,12,2.75,11005
11,6,529,402,75.99,116,21.93,11,2.08,11006
11,7,336,251,74.7,81,24.11,4,1.19,11007
11,8,563,339,60.21,209,37.12,15,2.66,11008
11,9,566,369,65.19,181,31.98,16,2.83,11009
11,10,124,62,50.0,58,46.77,4,3.23,11010
11,11,100,64,64.0,33,33.0,3,3.0,11011
11,12,217,120,55.3,88,40.55,9,4.15,11012
11,13,514,333,64.79,169,32.88,12,2.33,11013
11,14,910,646,70.99,242,26.59,22,2.42,11014
11,15,632,524,82.91,91,14.4,17,2.69,11015
11,16,777,606,77.99,153,19.69,18,2.32,11016
11,17,358,238,66.48,107,29.89,13,3.63,11017
11,18,494,362,73.28,115,23.28,17,3.44,11018
11,19,166,118,71.08,39,23.49,9,5.42,11019
11,20,498,367,73.69,122,24.5,9,1.81,11020
11,21,834,521,62.47,292,35.01,21,2.52,11021
11,22,576,317,55.03,251,43.58,8,1.39,11022
11,23,595,365,61.34,212,35.63,18,3.03,11023
12,1,303,229,75.58,60,19.8,14,4.62,12001
12,2,218,171,78.44,39,17.89,8,3.67,12002
12,3,414,328,79.23,77,18.6,9,2.17,12003
12,4,334,261,78.14,61,18.26,12,3.59,12004
12,5,342,261,76.32,69,20.18,12,3.51,12005
12,6,298,231,77.52,56,18.79,11,3.69,12006
12,7,302,236,78.15,57,18.87,9,2.98,12007
12,8,294,223,75.85,60,20.41,11,3.74,12008
12,9,162,124,76.54,34,20.99,4,2.47,12009
12,10,316,232,73.42,72,22.78,12,3.8,12010
12,11,247,192,77.73,43,17.41,12,4.86,12011
12,12,215,158,73.49,48,22.33,9,4.19,12012
12,13,242,187,77.27,46,19.01,9,3.72,12013
12,14,273,214,78.39,50,18.32,9,3.3,12014
12,15,281,217,77.22,55,19.57,9,3.2,12015
12,16,321,245,76.32,72,22.43,4,1.25,12016
12,17,283,222,78.45,53,18.73,8,2.83,12017
12,18,328,271,82.62,46,14.02,11,3.35,12018
12,19,177,140,79.1,33,18.64,4,2.26,12019
12,20,242,202,83.47,31,12.81,9,3.72,12020
12,21,251,205,81.67,40,15.94,6,2.39,12021
12,22,227,171,75.33,51,22.47,5,2.2,12022
13,1,270,200,74.07,67,24.81,3,1.11,13001
13,2,318,228,71.7,83,26.1,7,2.2,13002
13,3,499,233,46.69,255,51.1,11,2.2,13003
13,4,355,271,76.34,75,21.13,9,2.54,13004
13,5,328,195,59.45,121,36.89,12,3.66,13005
13,6,355,201,56.62,151,42.54,3,0.85,13006
13,7,315,178,56.51,134,42.54,3,0.95,13007
13,8,419,298,71.12,112,26.73,9,2.15,13008
13,9,520,263,50.58,249,47.88,8,1.54,13009
13,10,495,246,49.7,240,48.48,9,1.82,13010
13,11,267,172,64.42,95,35.58,0,0.0,13011
13,12,247,186,75.3,51,20.65,10,4.05,13012
13,13,339,170,50.15,163,48.08,6,1.77,13013
13,14,321,193,60.12,122,38.01,6,1.87,13014
13,15,323,166,51.39,151,46.75,6,1.86,13015
13,16,370,266,71.89,94,25.41,10,2.7,13016
13,17,406,309,76.11,87,21.43,10,2.46,13017
13,18,280,196,70.0,80,28.57,4,1.43,13018
13,19,270,134,49.63,127,47.04,9,3.33,13019
13,20,411,232,56.45,172,41.85,7,1.7,13020
13,21,339,184,54.28,149,43.95,6,1.77,13021
13,22,408,304,74.51,96,23.53,8,1.96,13022
13,23,443,203,45.82,226,51.02,14,3.16,13023
13,24,317,196,61.83,114,35.96,7,2.21,13024
13,25,314,230,73.25,72,22.93,12,3.82,13025
13,26,263,190,72.24,67,25.48,6,2.28,13026
13,27,210,149,70.95,58,27.62,3,1.43,13027
13,28,272,206,75.74,56,20.59,10,3.68,13028
13,29,248,189,76.21,57,22.98,2,0.81,13029
13,30,413,212,51.33,195,47.22,6,1.45,13030
13,31,283,135,47.7,140,49.47,8,2.83,13031
13,32,279,174,62.37,99,35.48,6,2.15,13032
13,33,330,205,62.12,117,35.45,8,2.42,13033
13,34,448,234,52.23,202,45.09,12,2.68,13034
13,35,518,304,58.69,211,40.73,3,0.58,13035
