ward,precinct,total,BALLOTS CAST - LIBERTARIAN,BALLOTS CAST - LIBERTARIAN Percent,Unnamed: 5,precinct_id
24,57,0,0,0.0,28,24057
25,1,0,0,0.0,28,25001
25,2,2,2,100.0,28,25002
25,5,0,0,0.0,28,25005
25,6,0,0,0.0,28,25006
25,7,1,1,100.0,28,25007
25,8,0,0,0.0,28,25008
25,9,0,0,0.0,28,25009
25,11,0,0,0.0,28,25011
25,12,0,0,0.0,28,25012
25,13,0,0,0.0,28,25013
25,15,0,0,0.0,28,25015
25,17,0,0,0.0,28,25017
25,19,0,0,0.0,28,25019
25,20,0,0,0.0,28,25020
25,22,0,0,0.0,28,25022
25,23,1,1,100.0,28,25023
25,24,0,0,0.0,28,25024
25,30,0,0,0.0,28,25030
25,31,0,0,0.0,28,25031
26,1,0,0,0.0,28,26001
26,2,1,1,100.0,28,26002
26,3,0,0,0.0,28,26003
26,4,0,0,0.0,28,26004
26,5,0,0,0.0,28,26005
26,6,0,0,0.0,28,26006
26,7,0,0,0.0,28,26007
26,8,0,0,0.0,28,26008
26,9,0,0,0.0,28,26009
26,10,0,0,0.0,28,26010
26,11,0,0,0.0,28,26011
26,12,0,0,0.0,28,26012
26,13,0,0,0.0,28,26013
26,14,0,0,0.0,28,26014
26,15,0,0,0.0,28,26015
26,16,0,0,0.0,28,26016
26,18,0,0,0.0,28,26018
26,19,0,0,0.0,28,26019
26,20,3,3,100.0,28,26020
26,21,1,1,100.0,28,26021
26,22,0,0,0.0,28,26022
26,23,0,0,0.0,28,26023
26,24,0,0,0.0,28,26024
26,25,0,0,0.0,28,26025
26,26,0,0,0.0,28,26026
26,27,0,0,0.0,28,26027
26,28,1,1,100.0,28,26028
26,29,0,0,0.0,28,26029
26,30,2,2,100.0,28,26030
26,31,1,1,100.0,28,26031
26,32,0,0,0.0,28,26032
26,34,1,1,100.0,28,26034
26,35,0,0,0.0,28,26035
26,36,0,0,0.0,28,26036
26,37,0,0,0.0,28,26037
26,38,0,0,0.0,28,26038
26,39,0,0,0.0,28,26039
26,40,0,0,0.0,28,26040
26,41,0,0,0.0,28,26041
26,42,2,2,100.0,28,26042
26,43,0,0,0.0,28,26043
26,44,0,0,0.0,28,26044
26,45,0,0,0.0,28,26045
26,46,0,0,0.0,28,26046
26,47,0,0,0.0,28,26047
26,48,0,0,0.0,28,26048
26,49,0,0,0.0,28,26049
26,50,0,0,0.0,28,26050
26,51,0,0,0.0,28,26051
26,52,0,0,0.0,28,26052
26,53,0,0,0.0,28,26053
26,54,1,1,100.0,28,26054
26,55,0,0,0.0,28,26055
26,56,0,0,0.0,28,26056
26,57,0,0,0.0,28,26057
26,58,0,0,0.0,28,26058
26,59,0,0,0.0,28,26059
26,60,0,0,0.0,28,26060
26,61,0,0,0.0,28,26061
26,62,0,0,0.0,28,26062
26,63,0,0,0.0,28,26063
27,32,1,1,100.0,28,27032
27,35,0,0,0.0,28,27035
27,38,0,0,0.0,28,27038
27,41,0,0,0.0,28,27041
27,55,0,0,0.0,28,27055
27,56,0,0,0.0,28,27056
27,59,0,0,0.0,28,27059
28,29,0,0,0.0,28,28029
28,34,0,0,0.0,28,28034
28,38,0,0,0.0,28,28038
29,6,0,0,0.0,28,29006
29,7,0,0,0.0,28,29007
29,30,0,0,0.0,28,29030
29,39,0,0,0.0,28,29039
29,52,0,0,0.0,28,29052
29,53,0,0,0.0,28,29053
30,4,0,0,0.0,28,30004
30,5,1,1,100.0,28,30005
30,6,0,0,0.0,28,30006
30,17,0,0,0.0,28,30017
30,18,0,0,0.0,28,30018
30,19,1,1,100.0,28,30019
30,20,2,2,100.0,28,30020
30,21,0,0,0.0,28,30021
30,22,0,0,0.0,28,30022
30,23,0,0,0.0,28,30023
30,24,0,0,0.0,28,30024
30,25,0,0,0.0,28,30025
30,26,0,0,0.0,28,30026
30,27,0,0,0.0,28,30027
30,29,0,0,0.0,28,30029
30,31,1,1,100.0,28,30031
30,32,0,0,0.0,28,30032
30,33,1,1,100.0,28,30033
30,35,0,0,0.0,28,30035
30,36,0,0,0.0,28,30036
30,41,0,0,0.0,28,30041
31,1,0,0,0.0,28,31001
31,2,1,1,100.0,28,31002
31,4,0,0,0.0,28,31004
31,5,0,0,0.0,28,31005
31,6,0,0,0.0,28,31006
31,7,0,0,0.0,28,31007
31,10,0,0,0.0,28,31010
31,11,0,0,0.0,28,31011
31,12,0,0,0.0,28,31012
31,13,0,0,0.0,28,31013
31,14,0,0,0.0,28,31014
31,16,0,0,0.0,28,31016
31,17,0,0,0.0,28,31017
31,18,1,1,100.0,28,31018
31,20,0,0,0.0,28,31020
31,21,0,0,0.0,28,31021
31,22,0,0,0.0,28,31022
31,23,1,1,100.0,28,31023
31,24,1,1,100.0,28,31024
31,25,4,4,100.0,28,31025
31,27,0,0,0.0,28,31027
31,30,0,0,0.0,28,31030
31,31,0,0,0.0,28,31031
31,34,0,0,0.0,28,31034
31,35,0,0,0.0,28,31035
31,36,0,0,0.0,28,31036
31,37,0,0,0.0,28,31037
31,39,0,0,0.0,28,31039
31,40,0,0,0.0,28,31040
31,42,0,0,0.0,28,31042
31,44,0,0,0.0,28,31044
31,49,0,0,0.0,28,31049
31,51,0,0,0.0,28,31051
32,1,0,0,0.0,28,32001
32,2,0,0,0.0,28,32002
32,3,0,0,0.0,28,32003
32,4,1,1,100.0,28,32004
32,5,0,0,0.0,28,32005
32,11,0,0,0.0,28,32011
32,12,0,0,0.0,28,32012
32,14,0,0,0.0,28,32014
32,16,0,0,0.0,28,32016
32,17,0,0,0.0,28,32017
32,28,0,0,0.0,28,32028
32,31,1,1,100.0,28,32031
32,33,0,0,0.0,28,32033
32,34,0,0,0.0,28,32034
32,35,0,0,0.0,28,32035
32,36,0,0,0.0,28,32036
32,46,0,0,0.0,28,32046
32,52,0,0,0.0,28,32052
33,1,0,0,0.0,28,33001
33,2,0,0,0.0,28,33002
33,3,0,0,0.0,28,33003
33,4,0,0,0.0,28,33004
33,6,0,0,0.0,28,33006
33,8,0,0,0.0,28,33008
33,9,0,0,0.0,28,33009
33,11,0,0,0.0,28,33011
33,12,0,0,0.0,28,33012
33,13,0,0,0.0,28,33013
33,15,0,0,0.0,28,33015
33,17,0,0,0.0,28,33017
33,19,2,2,100.0,28,33019
33,20,0,0,0.0,28,33020
33,21,0,0,0.0,28,33021
33,22,0,0,0.0,28,33022
33,26,0,0,0.0,28,33026
33,27,0,0,0.0,28,33027
33,30,0,0,0.0,28,33030
33,31,0,0,0.0,28,33031
33,32,0,0,0.0,28,33032
33,33,0,0,0.0,28,33033
35,1,0,0,0.0,28,35001
35,2,1,1,100.0,28,35002
35,3,0,0,0.0,28,35003
35,4,0,0,0.0,28,35004
35,5,1,1,100.0,28,35005
35,6,0,0,0.0,28,35006
35,7,1,1,100.0,28,35007
35,8,1,1,100.0,28,35008
35,9,0,0,0.0,28,35009
35,10,0,0,0.0,28,35010
35,11,0,0,0.0,28,35011
35,12,0,0,0.0,28,35012
35,13,1,1,100.0,28,35013
35,14,1,1,100.0,28,35014
35,15,2,2,100.0,28,35015
35,16,1,1,100.0,28,35016
35,17,4,4,100.0,28,35017
35,18,0,0,0.0,28,35018
35,19,0,0,0.0,28,35019
35,20,1,1,100.0,28,35020
35,21,0,0,0.0,28,35021
35,22,0,0,0.0,28,35022
35,23,0,0,0.0,28,35023
35,24,0,0,0.0,28,35024
35,25,1,1,100.0,28,35025
35,26,1,1,100.0,28,35026
35,27,1,1,100.0,28,35027
35,28,1,1,100.0,28,35028
35,29,0,0,0.0,28,35029
35,30,0,0,0.0,28,35030
35,31,1,1,100.0,28,35031
35,32,0,0,0.0,28,35032
35,33,0,0,0.0,28,35033
35,34,0,0,0.0,28,35034
35,35,0,0,0.0,28,35035
36,4,0,0,0.0,28,36004
36,33,0,0,0.0,28,36033
36,44,1,1,100.0,28,36044
36,54,0,0,0.0,28,36054
36,55,0,0,0.0,28,36055
37,1,0,0,0.0,28,37001
37,11,0,0,0.0,28,37011
37,39,0,0,0.0,28,37039
37,47,0,0,0.0,28,37047
37,50,0,0,0.0,28,37050
37,52,0,0,0.0,28,37052
78,2,9,0,0.0,37,78002
83,2,9,0,0.0,46,83002
83,3,9,0,0.0,55,83003
