ward,precinct,total,EILEEN MARY BREWER,EILEEN MARY BREWER Percent,KENNETH JAMES CORTESI,KENNETH JAMES CORTESI Percent,DANIEL L. COLLINS,DANIEL L. COLLINS Percent,precinct_id
3,36,49,21,42.86,9,18.37,19,38.78,03036
3,37,96,54,56.25,12,12.5,30,31.25,03037
3,38,180,108,60.0,13,7.22,59,32.78,03038
3,39,231,139,60.17,24,10.39,68,29.44,03039
3,40,114,77,67.54,9,7.89,28,24.56,03040
3,41,107,64,59.81,13,12.15,30,28.04,03041
3,42,71,30,42.25,14,19.72,27,38.03,03042
3,43,0,0,0.0,0,0.0,0,0.0,03043
3,44,86,59,68.6,7,8.14,20,23.26,03044
3,45,58,23,39.66,13,22.41,22,37.93,03045
3,46,19,12,63.16,1,5.26,6,31.58,03046
3,47,107,50,46.73,19,17.76,38,35.51,03047
3,48,124,73,58.87,11,8.87,40,32.26,03048
3,49,123,69,56.1,14,11.38,40,32.52,03049
3,50,153,115,75.16,15,9.8,23,15.03,03050
3,51,60,26,43.33,18,30.0,16,26.67,03051
3,52,167,86,51.5,20,11.98,61,36.53,03052
4,1,161,120,74.53,16,9.94,25,15.53,04001
4,2,39,18,46.15,5,12.82,16,41.03,04002
4,3,221,161,72.85,11,4.98,49,22.17,04003
4,4,204,143,70.1,17,8.33,44,21.57,04004
4,5,169,109,64.5,16,9.47,44,26.04,04005
4,6,0,0,0.0,0,0.0,0,0.0,04006
4,7,126,88,69.84,16,12.7,22,17.46,04007
4,8,242,160,66.12,17,7.02,65,26.86,04008
4,9,370,240,64.86,27,7.3,103,27.84,04009
4,10,284,181,63.73,19,6.69,84,29.58,04010
4,11,174,107,61.49,19,10.92,48,27.59,04011
4,12,136,98,72.06,17,12.5,21,15.44,04012
4,13,227,158,69.6,19,8.37,50,22.03,04013
4,14,96,67,69.79,6,6.25,23,23.96,04014
4,15,77,57,74.03,4,5.19,16,20.78,04015
4,16,168,100,59.52,18,10.71,50,29.76,04016
4,17,193,129,66.84,17,8.81,47,24.35,04017
4,18,140,81,57.86,17,12.14,42,30.0,04018
4,19,29,14,48.28,7,24.14,8,27.59,04019
4,20,60,22,36.67,8,13.33,30,50.0,04020
4,21,203,152,74.88,14,6.9,37,18.23,04021
4,22,232,171,73.71,9,3.88,52,22.41,04022
4,23,136,98,72.06,15,11.03,23,16.91,04023
4,24,183,128,69.95,18,9.84,37,20.22,04024
4,25,191,117,61.26,21,10.99,53,27.75,04025
4,26,148,89,60.14,11,7.43,48,32.43,04026
4,27,162,92,56.79,17,10.49,53,32.72,04027
4,28,152,112,73.68,10,6.58,30,19.74,04028
4,29,134,89,66.42,17,12.69,28,20.9,04029
4,30,49,22,44.9,6,12.24,21,42.86,04030
4,31,46,19,41.3,7,15.22,20,43.48,04031
4,32,180,135,75.0,17,9.44,28,15.56,04032
4,33,60,33,55.0,5,8.33,22,36.67,04033
4,34,124,101,81.45,10,8.06,13,10.48,04034
4,35,97,41,42.27,18,18.56,38,39.18,04035
4,36,190,115,60.53,33,17.37,42,22.11,04036
4,37,90,38,42.22,13,14.44,39,43.33,04037
4,38,226,149,65.93,23,10.18,54,23.89,04038
4,39,78,47,60.26,10,12.82,21,26.92,04039
4,40,147,78,53.06,21,14.29,48,32.65,04040
4,41,129,94,72.87,14,10.85,21,16.28,04041
4,42,122,92,75.41,7,5.74,23,18.85,04042
4,43,98,75,76.53,10,10.2,13,13.27,04043
4,44,99,72,72.73,7,7.07,20,20.2,04044
4,45,318,231,72.64,27,8.49,60,18.87,04045
4,46,175,122,69.71,15,8.57,38,21.71,04046
4,47,224,163,72.77,21,9.38,40,17.86,04047
4,48,238,168,70.59,28,11.76,42,17.65,04048
4,49,46,25,54.35,8,17.39,13,28.26,04049
4,50,155,104,67.1,13,8.39,38,24.52,04050
4,51,198,131,66.16,20,10.1,47,23.74,04051
4,52,33,13,39.39,11,33.33,9,27.27,04052
4,53,23,8,34.78,2,8.7,13,56.52,04053
4,54,82,59,71.95,8,9.76,15,18.29,04054
4,55,94,79,84.04,6,6.38,9,9.57,04055
5,1,181,110,60.77,18,9.94,53,29.28,05001
5,2,166,94,56.63,20,12.05,52,31.33,05002
5,3,184,88,47.83,22,11.96,74,40.22,05003
5,4,225,103,45.78,24,10.67,98,43.56,05004
5,5,136,77,56.62,22,16.18,37,27.21,05005
5,6,176,83,47.16,20,11.36,73,41.48,05006
5,7,173,106,61.27,21,12.14,46,26.59,05007
5,8,184,152,82.61,20,10.87,12,6.52,05008
5,9,183,99,54.1,26,14.21,58,31.69,05009
5,10,109,43,39.45,21,19.27,45,41.28,05010
5,11,59,49,83.05,5,8.47,5,8.47,05011
5,12,160,72,45.0,26,16.25,62,38.75,05012
5,13,154,79,51.3,15,9.74,60,38.96,05013
5,14,121,78,64.46,21,17.36,22,18.18,05014
5,15,130,78,60.0,15,11.54,37,28.46,05015
5,16,139,65,46.76,19,13.67,55,39.57,05016
5,17,102,47,46.08,21,20.59,34,33.33,05017
5,18,105,51,48.57,9,8.57,45,42.86,05018
5,19,138,55,39.86,19,13.77,64,46.38,05019
5,20,110,58,52.73,18,16.36,34,30.91,05020
5,21,248,133,53.63,26,10.48,89,35.89,05021
5,22,190,105,55.26,24,12.63,61,32.11,05022
5,23,127,68,53.54,20,15.75,39,30.71,05023
5,24,141,86,60.99,21,14.89,34,24.11,05024
5,25,133,73,54.89,18,13.53,42,31.58,05025
5,26,102,39,38.24,13,12.75,50,49.02,05026
5,27,43,30,69.77,2,4.65,11,25.58,05027
5,28,209,109,52.15,31,14.83,69,33.01,05028
5,29,128,73,57.03,19,14.84,36,28.13,05029
5,30,125,101,80.8,13,10.4,11,8.8,05030
5,31,151,78,51.66,21,13.91,52,34.44,05031
5,32,242,123,50.83,45,18.6,74,30.58,05032
5,33,191,91,47.64,19,9.95,81,42.41,05033
5,34,91,34,37.36,21,23.08,36,39.56,05034
5,35,102,67,65.69,12,11.76,23,22.55,05035
5,36,194,89,45.88,28,14.43,77,39.69,05036
5,37,90,55,61.11,12,13.33,23,25.56,05037
5,38,186,114,61.29,35,18.82,37,19.89,05038
5,39,145,126,86.9,13,8.97,6,4.14,05039
5,40,136,52,38.24,21,15.44,63,46.32,05040
5,41,98,83,84.69,4,4.08,11,11.22,05041
5,42,142,87,61.27,16,11.27,39,27.46,05042
5,43,176,95,53.98,36,20.45,45,25.57,05043
5,44,159,75,47.17,24,15.09,60,37.74,05044
5,45,111,53,47.75,20,18.02,38,34.23,05045
5,46,143,98,68.53,16,11.19,29,20.28,05046
5,47,140,62,44.29,25,17.86,53,37.86,05047
5,48,117,86,73.5,6,5.13,25,21.37,05048
5,49,127,103,81.1,13,10.24,11,8.66,05049
5,50,116,54,46.55,15,12.93,47,40.52,05050
5,51,125,51,40.8,19,15.2,55,44.0,05051
5,52,98,44,44.9,11,11.22,43,43.88,05052
5,53,111,50,45.05,15,13.51,46,41.44,05053
5,54,99,47,47.47,14,14.14,38,38.38,05054
5,55,163,101,61.96,21,12.88,41,25.15,05055
5,56,92,48,52.17,9,9.78,35,38.04,05056
5,57,162,106,65.43,25,15.43,31,19.14,05057
5,58,101,52,51.49,10,9.9,39,38.61,05058
5,59,83,35,42.17,8,9.64,40,48.19,05059
6,1,253,90,35.57,89,35.18,74,29.25,06001
6,2,221,94,42.53,41,18.55,86,38.91,06002
6,3,204,76,37.25,49,24.02,79,38.73,06003
6,4,83,30,36.14,17,20.48,36,43.37,06004
6,5,95,41,43.16,17,17.89,37,38.95,06005
6,6,206,75,36.41,40,19.42,91,44.17,06006
6,7,170,67,39.41,31,18.24,72,42.35,06007
6,8,207,94,45.41,32,15.46,81,39.13,06008
6,9,222,73,32.88,73,32.88,76,34.23,06009
6,10,275,115,41.82,68,24.73,92,33.45,06010
6,11,199,104,52.26,33,16.58,62,31.16,06011
6,12,142,47,33.1,39,27.46,56,39.44,06012
6,13,171,67,39.18,45,26.32,59,34.5,06013
6,14,173,71,41.04,33,19.08,69,39.88,06014
6,15,121,44,36.36,31,25.62,46,38.02,06015
6,16,214,100,46.73,35,16.36,79,36.92,06016
6,17,242,87,35.95,54,22.31,101,41.74,06017
6,18,61,29,47.54,13,21.31,19,31.15,06018
6,19,179,67,37.43,46,25.7,66,36.87,06019
6,20,49,21,42.86,7,14.29,21,42.86,06020
6,21,200,68,34.0,57,28.5,75,37.5,06021
6,22,199,58,29.15,76,38.19,65,32.66,06022
6,23,158,72,45.57,28,17.72,58,36.71,06023
6,24,152,58,38.16,41,26.97,53,34.87,06024
6,25,191,84,43.98,41,21.47,66,34.55,06025
6,26,208,87,41.83,51,24.52,70,33.65,06026
6,27,269,95,35.32,80,29.74,94,34.94,06027
6,28,302,114,37.75,77,25.5,111,36.75,06028
6,29,247,103,41.7,70,28.34,74,29.96,06029
6,30,173,68,39.31,33,19.08,72,41.62,06030
6,31,247,125,50.61,32,12.96,90,36.44,06031
6,32,198,72,36.36,21,10.61,105,53.03,06032
6,33,225,91,40.44,36,16.0,98,43.56,06033
6,34,189,96,50.79,31,16.4,62,32.8,06034
6,35,246,98,39.84,62,25.2,86,34.96,06035
6,36,99,35,35.35,23,23.23,41,41.41,06036
6,37,250,92,36.8,71,28.4,87,34.8,06037
6,38,224,87,38.84,52,23.21,85,37.95,06038
6,39,114,52,45.61,25,21.93,37,32.46,06039
6,40,105,44,41.9,21,20.0,40,38.1,06040
6,41,222,65,29.28,97,43.69,60,27.03,06041
6,42,96,25,26.04,32,33.33,39,40.63,06042
6,43,224,94,41.96,41,18.3,89,39.73,06043
6,44,188,81,43.09,44,23.4,63,33.51,06044
6,45,111,44,39.64,22,19.82,45,40.54,06045
6,46,174,70,40.23,51,29.31,53,30.46,06046
6,47,212,82,38.68,67,31.6,63,29.72,06047
6,48,70,21,30.0,12,17.14,37,52.86,06048
6,49,174,69,39.66,37,21.26,68,39.08,06049
6,50,213,94,44.13,43,20.19,76,35.68,06050
6,51,133,56,42.11,34,25.56,43,32.33,06051
6,52,154,66,42.86,36,23.38,52,33.77,06052
6,53,166,75,45.18,24,14.46,67,40.36,06053
6,54,168,51,30.36,58,34.52,59,35.12,06054
6,55,140,45,32.14,42,30.0,53,37.86,06055
6,56,143,49,34.27,37,25.87,57,39.86,06056
6,57,107,37,34.58,34,31.78,36,33.64,06057
6,58,235,83,35.32,74,31.49,78,33.19,06058
6,59,172,73,42.44,28,16.28,71,41.28,06059
6,60,132,52,39.39,28,21.21,52,39.39,06060
6,61,125,46,36.8,20,16.0,59,47.2,06061
6,62,225,84,37.33,53,23.56,88,39.11,06062
6,63,163,71,43.56,39,23.93,53,32.52,06063
6,64,256,89,34.77,76,29.69,91,35.55,06064
7,1,289,88,30.45,107,37.02,94,32.53,07001
7,2,236,82,34.75,79,33.47,75,31.78,07002
7,3,154,64,41.56,42,27.27,48,31.17,07003
7,4,158,50,31.65,60,37.97,48,30.38,07004
7,5,131,33,25.19,63,48.09,35,26.72,07005
7,6,179,66,36.87,54,30.17,59,32.96,07006
7,7,157,45,28.66,66,42.04,46,29.3,07007
7,8,168,67,39.88,43,25.6,58,34.52,07008
7,9,202,67,33.17,66,32.67,69,34.16,07009
7,10,247,94,38.06,60,24.29,93,37.65,07010
7,11,172,70,40.7,38,22.09,64,37.21,07011
7,12,226,68,30.09,80,35.4,78,34.51,07012
7,13,87,35,40.23,21,24.14,31,35.63,07013
7,14,187,67,35.83,53,28.34,67,35.83,07014
7,15,217,75,34.56,61,28.11,81,37.33,07015
7,16,180,64,35.56,62,34.44,54,30.0,07016
7,17,152,49,32.24,38,25.0,65,42.76,07017
7,18,173,56,32.37,73,42.2,44,25.43,07018
7,19,224,91,40.63,53,23.66,80,35.71,07019
7,20,54,24,44.44,9,16.67,21,38.89,07020
7,21,190,60,31.58,55,28.95,75,39.47,07021
7,22,179,62,34.64,56,31.28,61,34.08,07022
7,23,181,53,29.28,69,38.12,59,32.6,07023
7,24,251,93,37.05,91,36.25,67,26.69,07024
7,25,176,67,38.07,62,35.23,47,26.7,07025
7,26,221,86,38.91,61,27.6,74,33.48,07026
7,27,205,80,39.02,29,14.15,96,46.83,07027
7,28,151,62,41.06,43,28.48,46,30.46,07028
7,29,110,38,34.55,41,37.27,31,28.18,07029
7,30,271,95,35.06,62,22.88,114,42.07,07030
7,31,266,100,37.59,69,25.94,97,36.47,07031
7,32,183,73,39.89,47,25.68,63,34.43,07032
7,33,218,84,38.53,56,25.69,78,35.78,07033
7,34,164,63,38.41,62,37.8,39,23.78,07034
7,35,244,104,42.62,58,23.77,82,33.61,07035
7,36,312,98,31.41,105,33.65,109,34.94,07036
7,37,244,86,35.25,90,36.89,68,27.87,07037
7,38,241,90,37.34,75,31.12,76,31.54,07038
7,39,171,73,42.69,37,21.64,61,35.67,07039
7,40,119,43,36.13,40,33.61,36,30.25,07040
7,41,233,71,30.47,59,25.32,103,44.21,07041
7,42,207,95,45.89,40,19.32,72,34.78,07042
7,43,212,75,35.38,85,40.09,52,24.53,07043
7,44,230,95,41.3,51,22.17,84,36.52,07044
7,45,278,98,35.25,113,40.65,67,24.1,07045
7,46,63,27,42.86,15,23.81,21,33.33,07046
8,1,232,76,32.76,69,29.74,87,37.5,08001
8,2,127,60,47.24,21,16.54,46,36.22,08002
8,3,275,99,36.0,58,21.09,118,42.91,08003
8,4,213,81,38.03,63,29.58,69,32.39,08004
8,5,250,84,33.6,77,30.8,89,35.6,08005
8,6,228,70,30.7,83,36.4,75,32.89,08006
8,7,161,54,33.54,49,30.43,58,36.02,08007
8,8,243,83,34.16,57,23.46,103,42.39,08008
8,9,256,110,42.97,52,20.31,94,36.72,08009
8,10,263,94,35.74,77,29.28,92,34.98,08010
8,11,160,73,45.63,34,21.25,53,33.13,08011
8,12,192,74,38.54,47,24.48,71,36.98,08012
8,13,160,52,32.5,53,33.13,55,34.38,08013
8,14,163,77,47.24,37,22.7,49,30.06,08014
8,15,174,73,41.95,44,25.29,57,32.76,08015
8,16,231,92,39.83,54,23.38,85,36.8,08016
8,17,175,65,37.14,40,22.86,70,40.0,08017
8,18,136,49,36.03,44,32.35,43,31.62,08018
8,19,241,106,43.98,38,15.77,97,40.25,08019
8,20,153,59,38.56,36,23.53,58,37.91,08020
8,21,156,56,35.9,61,39.1,39,25.0,08021
8,22,192,67,34.9,62,32.29,63,32.81,08022
8,23,175,66,37.71,52,29.71,57,32.57,08023
8,24,214,83,38.79,47,21.96,84,39.25,08024
8,25,206,76,36.89,69,33.5,61,29.61,08025
8,26,124,42,33.87,30,24.19,52,41.94,08026
8,27,232,74,31.9,80,34.48,78,33.62,08027
8,28,164,60,36.59,58,35.37,46,28.05,08028
8,29,211,58,27.49,90,42.65,63,29.86,08029
8,30,191,80,41.88,43,22.51,68,35.6,08030
8,31,172,55,31.98,59,34.3,58,33.72,08031
8,32,308,107,34.74,116,37.66,85,27.6,08032
8,33,203,47,23.15,107,52.71,49,24.14,08033
8,34,224,96,42.86,59,26.34,69,30.8,08034
8,35,245,91,37.14,65,26.53,89,36.33,08035
8,36,195,60,30.77,63,32.31,72,36.92,08036
8,37,176,76,43.18,39,22.16,61,34.66,08037
8,38,187,68,36.36,59,31.55,60,32.09,08038
8,39,232,59,25.43,92,39.66,81,34.91,08039
8,40,203,86,42.36,34,16.75,83,40.89,08040
8,41,175,58,33.14,70,40.0,47,26.86,08041
8,42,196,80,40.82,38,19.39,78,39.8,08042
8,43,152,59,38.82,34,22.37,59,38.82,08043
8,44,238,75,31.51,84,35.29,79,33.19,08044
8,45,175,55,31.43,71,40.57,49,28.0,08045
8,46,140,54,38.57,44,31.43,42,30.0,08046
8,47,198,66,33.33,54,27.27,78,39.39,08047
8,48,203,55,27.09,88,43.35,60,29.56,08048
8,49,218,89,40.83,44,20.18,85,38.99,08049
8,50,200,80,40.0,33,16.5,87,43.5,08050
8,51,190,77,40.53,54,28.42,59,31.05,08051
8,52,230,90,39.13,66,28.7,74,32.17,08052
8,53,230,73,31.74,66,28.7,91,39.57,08053
8,54,194,68,35.05,48,24.74,78,40.21,08054
8,55,175,69,39.43,34,19.43,72,41.14,08055
8,56,167,42,25.15,87,52.1,38,22.75,08056
8,57,228,86,37.72,64,28.07,78,34.21,08057
8,58,229,84,36.68,65,28.38,80,34.93,08058
8,59,197,62,31.47,70,35.53,65,32.99,08059
8,60,235,88,37.45,69,29.36,78,33.19,08060
8,61,159,70,44.03,41,25.79,48,30.19,08061
8,62,269,99,36.8,66,24.54,104,38.66,08062
8,63,233,82,35.19,65,27.9,86,36.91,08063
8,64,112,41,36.61,33,29.46,38,33.93,08064
8,65,236,85,36.02,69,29.24,82,34.75,08065
8,66,251,93,37.05,69,27.49,89,35.46,08066
9,1,224,102,45.54,31,13.84,91,40.63,09001
9,2,208,86,41.35,28,13.46,94,45.19,09002
9,3,142,57,40.14,42,29.58,43,30.28,09003
9,4,251,79,31.47,115,45.82,57,22.71,09004
9,5,197,90,45.69,32,16.24,75,38.07,09005
9,6,197,63,31.98,74,37.56,60,30.46,09006
9,7,185,74,40.0,45,24.32,66,35.68,09007
9,8,140,50,35.71,35,25.0,55,39.29,09008
9,9,245,118,48.16,38,15.51,89,36.33,09009
9,10,184,73,39.67,46,25.0,65,35.33,09010
9,11,134,37,27.61,47,35.07,50,37.31,09011
9,12,177,72,40.68,41,23.16,64,36.16,09012
9,13,268,109,40.67,49,18.28,110,41.04,09013
9,14,277,115,41.52,41,14.8,121,43.68,09014
9,15,87,29,33.33,33,37.93,25,28.74,09015
9,16,209,80,38.28,62,29.67,67,32.06,09016
9,17,160,62,38.75,20,12.5,78,48.75,09017
9,18,193,89,46.11,44,22.8,60,31.09,09018
9,19,243,80,32.92,89,36.63,74,30.45,09019
9,20,237,108,45.57,38,16.03,91,38.4,09020
9,21,152,69,45.39,17,11.18,66,43.42,09021
9,22,244,117,47.95,30,12.3,97,39.75,09022
9,23,132,62,46.97,19,14.39,51,38.64,09023
9,24,88,23,26.14,23,26.14,42,47.73,09024
9,25,94,50,53.19,25,26.6,19,20.21,09025
9,26,119,46,38.66,39,32.77,34,28.57,09026
9,27,127,60,47.24,26,20.47,41,32.28,09027
9,28,134,44,32.84,47,35.07,43,32.09,09028
9,29,174,72,41.38,29,16.67,73,41.95,09029
9,30,221,73,33.03,81,36.65,67,30.32,09030
9,31,153,69,45.1,33,21.57,51,33.33,09031
9,32,205,67,32.68,82,40.0,56,27.32,09032
9,33,146,51,34.93,44,30.14,51,34.93,09033
9,34,151,68,45.03,23,15.23,60,39.74,09034
9,35,192,74,38.54,32,16.67,86,44.79,09035
9,36,110,40,36.36,33,30.0,37,33.64,09036
9,37,191,96,50.26,52,27.23,43,22.51,09037
9,38,190,92,48.42,38,20.0,60,31.58,09038
9,39,195,52,26.67,78,40.0,65,33.33,09039
9,40,224,74,33.04,71,31.7,79,35.27,09040
9,41,252,76,30.16,95,37.7,81,32.14,09041
9,42,141,50,35.46,37,26.24,54,38.3,09042
9,43,138,75,54.35,16,11.59,47,34.06,09043
9,44,147,52,35.37,45,30.61,50,34.01,09044
9,45,249,90,36.14,89,35.74,70,28.11,09045
9,46,167,53,31.74,66,39.52,48,28.74,09046
9,47,127,30,23.62,44,34.65,53,41.73,09047
9,48,236,114,48.31,33,13.98,89,37.71,09048
9,49,66,28,42.42,17,25.76,21,31.82,09049
9,50,253,98,38.74,90,35.57,65,25.69,09050
9,51,144,69,47.92,22,15.28,53,36.81,09051
9,52,206,74,35.92,45,21.84,87,42.23,09052
10,1,109,51,46.79,21,19.27,37,33.94,10001
10,2,96,46,47.92,25,26.04,25,26.04,10002
10,3,102,48,47.06,36,35.29,18,17.65,10003
10,4,114,46,40.35,37,32.46,31,27.19,10004
10,5,109,53,48.62,35,32.11,21,19.27,10005
10,6,226,81,35.84,36,15.93,109,48.23,10006
10,7,32,15,46.88,11,34.38,6,18.75,10007
10,8,122,47,38.52,46,37.7,29,23.77,10008
10,9,131,47,35.88,38,29.01,46,35.11,10009
10,10,157,55,35.03,29,18.47,73,46.5,10010
10,11,123,59,47.97,30,24.39,34,27.64,10011
10,12,100,50,50.0,24,24.0,26,26.0,10012
10,13,185,79,42.7,61,32.97,45,24.32,10013
10,14,30,14,46.67,8,26.67,8,26.67,10014
10,15,63,30,47.62,16,25.4,17,26.98,10015
10,16,148,66,44.59,46,31.08,36,24.32,10016
10,17,94,36,38.3,29,30.85,29,30.85,10017
10,18,85,31,36.47,24,28.24,30,35.29,10018
10,19,195,77,39.49,69,35.38,49,25.13,10019
10,20,203,89,43.84,65,32.02,49,24.14,10020
10,21,92,37,40.22,31,33.7,24,26.09,10021
10,22,36,17,47.22,12,33.33,7,19.44,10022
10,23,114,42,36.84,34,29.82,38,33.33,10023
