ward,precinct,total,CYNTHIA M. SANTOS,CYNTHIA M. SANTOS Percent,precinct_id
36,35,210,210,100.0,36035
36,36,160,160,100.0,36036
36,37,135,135,100.0,36037
36,38,117,117,100.0,36038
36,39,171,171,100.0,36039
36,40,192,192,100.0,36040
36,41,141,141,100.0,36041
36,42,131,131,100.0,36042
36,45,154,154,100.0,36045
36,46,165,165,100.0,36046
36,47,139,139,100.0,36047
36,48,175,175,100.0,36048
36,49,161,161,100.0,36049
36,50,154,154,100.0,36050
36,51,195,195,100.0,36051
36,52,145,145,100.0,36052
36,53,180,180,100.0,36053
36,55,182,182,100.0,36055
36,56,133,133,100.0,36056
38,1,112,112,100.0,38001
38,2,150,150,100.0,38002
38,3,151,151,100.0,38003
38,4,60,60,100.0,38004
38,5,220,220,100.0,38005
38,6,144,144,100.0,38006
38,7,182,182,100.0,38007
38,8,212,212,100.0,38008
38,9,159,159,100.0,38009
38,10,131,131,100.0,38010
38,11,117,117,100.0,38011
38,12,107,107,100.0,38012
38,13,136,136,100.0,38013
38,14,150,150,100.0,38014
38,15,125,125,100.0,38015
38,16,177,177,100.0,38016
38,17,137,137,100.0,38017
38,18,135,135,100.0,38018
38,19,130,130,100.0,38019
38,20,151,151,100.0,38020
38,21,137,137,100.0,38021
38,22,172,172,100.0,38022
38,23,119,119,100.0,38023
38,24,88,88,100.0,38024
38,25,130,130,100.0,38025
38,26,106,106,100.0,38026
38,27,103,103,100.0,38027
38,28,109,109,100.0,38028
38,29,126,126,100.0,38029
38,30,127,127,100.0,38030
38,31,149,149,100.0,38031
38,32,155,155,100.0,38032
38,33,132,132,100.0,38033
38,34,119,119,100.0,38034
38,35,148,148,100.0,38035
38,36,165,165,100.0,38036
38,37,176,176,100.0,38037
38,38,167,167,100.0,38038
38,39,138,138,100.0,38039
38,40,108,108,100.0,38040
38,41,204,204,100.0,38041
38,42,161,161,100.0,38042
38,43,148,148,100.0,38043
38,44,141,141,100.0,38044
38,45,161,161,100.0,38045
38,46,133,133,100.0,38046
38,47,136,136,100.0,38047
38,48,154,154,100.0,38048
38,49,119,119,100.0,38049
38,50,174,174,100.0,38050
38,51,120,120,100.0,38051
38,52,149,149,100.0,38052
38,53,147,147,100.0,38053
38,54,167,167,100.0,38054
38,55,208,208,100.0,38055
38,56,146,146,100.0,38056
39,1,122,122,100.0,39001
39,2,217,217,100.0,39002
39,3,151,151,100.0,39003
39,4,94,94,100.0,39004
39,5,140,140,100.0,39005
39,6,161,161,100.0,39006
39,7,166,166,100.0,39007
39,8,135,135,100.0,39008
39,9,226,226,100.0,39009
39,10,118,118,100.0,39010
39,11,189,189,100.0,39011
39,12,84,84,100.0,39012
39,13,62,62,100.0,39013
39,14,136,136,100.0,39014
39,15,107,107,100.0,39015
39,16,96,96,100.0,39016
39,17,99,99,100.0,39017
39,18,154,154,100.0,39018
39,19,96,96,100.0,39019
39,20,118,118,100.0,39020
39,21,100,100,100.0,39021
39,22,62,62,100.0,39022
39,23,76,76,100.0,39023
39,24,131,131,100.0,39024
39,25,58,58,100.0,39025
39,26,155,155,100.0,39026
39,28,72,72,100.0,39028
39,30,142,142,100.0,39030
39,31,90,90,100.0,39031
39,32,263,263,100.0,39032
39,33,169,169,100.0,39033
39,34,158,158,100.0,39034
39,35,138,138,100.0,39035
39,36,305,305,100.0,39036
39,37,178,178,100.0,39037
39,38,225,225,100.0,39038
39,39,76,76,100.0,39039
39,40,98,98,100.0,39040
39,41,32,32,100.0,39041
39,42,125,125,100.0,39042
39,43,122,122,100.0,39043
39,44,151,151,100.0,39044
39,45,147,147,100.0,39045
39,46,144,144,100.0,39046
39,47,100,100,100.0,39047
39,48,112,112,100.0,39048
39,49,81,81,100.0,39049
39,50,157,157,100.0,39050
40,1,100,100,100.0,40001
40,2,99,99,100.0,40002
40,5,130,130,100.0,40005
40,6,100,100,100.0,40006
40,10,156,156,100.0,40010
40,14,91,91,100.0,40014
40,15,129,129,100.0,40015
40,17,70,70,100.0,40017
40,19,106,106,100.0,40019
40,20,90,90,100.0,40020
40,21,120,120,100.0,40021
40,23,116,116,100.0,40023
40,24,79,79,100.0,40024
40,25,101,101,100.0,40025
40,29,180,180,100.0,40029
40,30,185,185,100.0,40030
40,31,120,120,100.0,40031
40,32,85,85,100.0,40032
40,34,102,102,100.0,40034
40,36,150,150,100.0,40036
40,38,68,68,100.0,40038
40,40,78,78,100.0,40040
40,41,14,14,100.0,40041
40,44,101,101,100.0,40044
40,45,204,204,100.0,40045
41,3,155,155,100.0,41003
41,9,148,148,100.0,41009
41,10,161,161,100.0,41010
41,11,5,5,100.0,41011
41,12,160,160,100.0,41012
41,14,192,192,100.0,41014
41,16,168,168,100.0,41016
41,19,196,196,100.0,41019
41,21,114,114,100.0,41021
41,22,148,148,100.0,41022
41,23,160,160,100.0,41023
41,24,136,136,100.0,41024
41,30,138,138,100.0,41030
41,35,133,133,100.0,41035
41,43,134,134,100.0,41043
41,46,142,142,100.0,41046
41,47,153,153,100.0,41047
41,50,164,164,100.0,41050
41,51,75,75,100.0,41051
41,54,125,125,100.0,41054
41,57,141,141,100.0,41057
41,59,130,130,100.0,41059
41,62,149,149,100.0,41062
41,65,118,118,100.0,41065
41,66,150,150,100.0,41066
43,2,62,62,100.0,43002
43,6,89,89,100.0,43006
43,7,63,63,100.0,43007
43,8,98,98,100.0,43008
43,10,24,24,100.0,43010
43,11,7,7,100.0,43011
43,12,129,129,100.0,43012
43,14,79,79,100.0,43014
43,17,127,127,100.0,43017
43,19,105,105,100.0,43019
43,20,134,134,100.0,43020
43,21,6,6,100.0,43021
43,22,69,69,100.0,43022
43,27,84,84,100.0,43027
43,29,58,58,100.0,43029
43,31,108,108,100.0,43031
43,32,72,72,100.0,43032
43,33,51,51,100.0,43033
43,34,58,58,100.0,43034
43,35,101,101,100.0,43035
43,38,88,88,100.0,43038
43,39,75,75,100.0,43039
43,41,33,33,100.0,43041
43,43,84,84,100.0,43043
43,44,115,115,100.0,43044
43,45,89,89,100.0,43045
43,48,95,95,100.0,43048
43,50,91,91,100.0,43050
43,51,78,78,100.0,43051
43,53,115,115,100.0,43053
43,54,45,45,100.0,43054
43,56,78,78,100.0,43056
43,57,42,42,100.0,43057
43,58,93,93,100.0,43058
43,59,124,124,100.0,43059
43,60,71,71,100.0,43060
44,1,135,135,100.0,44001
44,2,88,88,100.0,44002
44,5,120,120,100.0,44005
44,6,100,100,100.0,44006
44,8,45,45,100.0,44008
44,9,135,135,100.0,44009
44,10,115,115,100.0,44010
44,11,120,120,100.0,44011
44,12,89,89,100.0,44012
44,13,130,130,100.0,44013
44,14,125,125,100.0,44014
44,15,149,149,100.0,44015
44,16,101,101,100.0,44016
44,17,145,145,100.0,44017
44,18,13,13,100.0,44018
44,19,80,80,100.0,44019
44,20,126,126,100.0,44020
44,21,119,119,100.0,44021
44,22,107,107,100.0,44022
44,23,116,116,100.0,44023
44,24,95,95,100.0,44024
44,25,134,134,100.0,44025
44,26,84,84,100.0,44026
44,27,127,127,100.0,44027
44,28,80,80,100.0,44028
44,29,105,105,100.0,44029
44,30,86,86,100.0,44030
44,31,151,151,100.0,44031
44,32,67,67,100.0,44032
44,33,142,142,100.0,44033
44,34,81,81,100.0,44034
44,36,117,117,100.0,44036
44,37,168,168,100.0,44037
44,38,145,145,100.0,44038
44,39,131,131,100.0,44039
44,40,115,115,100.0,44040
44,41,125,125,100.0,44041
44,42,112,112,100.0,44042
44,43,130,130,100.0,44043
44,44,170,170,100.0,44044
44,45,54,54,100.0,44045
44,46,88,88,100.0,44046
44,47,114,114,100.0,44047
44,50,118,118,100.0,44050
45,1,128,128,100.0,45001
45,2,165,165,100.0,45002
45,3,279,279,100.0,45003
45,4,132,132,100.0,45004
45,5,93,93,100.0,45005
45,6,139,139,100.0,45006
45,7,164,164,100.0,45007
45,8,153,153,100.0,45008
45,9,198,198,100.0,45009
45,10,208,208,100.0,45010
45,11,173,173,100.0,45011
45,12,165,165,100.0,45012
45,13,190,190,100.0,45013
45,14,199,199,100.0,45014
45,15,205,205,100.0,45015
45,16,190,190,100.0,45016
45,17,150,150,100.0,45017
45,18,157,157,100.0,45018
45,19,247,247,100.0,45019
45,20,177,177,100.0,45020
45,21,159,159,100.0,45021
45,22,132,132,100.0,45022
45,23,171,171,100.0,45023
45,24,203,203,100.0,45024
45,25,137,137,100.0,45025
45,26,182,182,100.0,45026
45,27,157,157,100.0,45027
45,28,207,207,100.0,45028
45,29,173,173,100.0,45029
45,30,185,185,100.0,45030
45,31,156,156,100.0,45031
45,32,139,139,100.0,45032
45,33,201,201,100.0,45033
45,34,142,142,100.0,45034
45,35,146,146,100.0,45035
45,36,196,196,100.0,45036
45,37,146,146,100.0,45037
45,38,246,246,100.0,45038
45,39,203,203,100.0,45039
45,40,196,196,100.0,45040
45,41,141,141,100.0,45041
45,42,181,181,100.0,45042
45,43,141,141,100.0,45043
45,44,195,195,100.0,45044
45,45,139,139,100.0,45045
45,46,183,183,100.0,45046
45,47,178,178,100.0,45047
45,48,145,145,100.0,45048
45,49,161,161,100.0,45049
45,50,136,136,100.0,45050
45,51,168,168,100.0,45051
45,52,139,139,100.0,45052
45,53,173,173,100.0,45053
45,54,182,182,100.0,45054
45,55,127,127,100.0,45055
45,56,129,129,100.0,45056
45,57,162,162,100.0,45057
45,58,94,94,100.0,45058
46,3,156,156,100.0,46003
46,5,91,91,100.0,46005
46,10,48,48,100.0,46010
46,13,150,150,100.0,46013
46,17,116,116,100.0,46017
46,18,166,166,100.0,46018
46,24,109,109,100.0,46024
46,29,147,147,100.0,46029
46,31,153,153,100.0,46031
46,36,171,171,100.0,46036
46,37,167,167,100.0,46037
47,1,95,95,100.0,47001
47,2,231,231,100.0,47002
47,3,146,146,100.0,47003
47,4,205,205,100.0,47004
47,5,138,138,100.0,47005
47,6,214,214,100.0,47006
47,7,152,152,100.0,47007
47,8,204,204,100.0,47008
47,9,169,169,100.0,47009
47,10,158,158,100.0,47010
47,11,245,245,100.0,47011
47,12,186,186,100.0,47012
47,13,294,294,100.0,47013
47,14,210,210,100.0,47014
47,15,129,129,100.0,47015
47,16,111,111,100.0,47016
47,17,187,187,100.0,47017
47,18,154,154,100.0,47018
47,19,214,214,100.0,47019
47,20,150,150,100.0,47020
47,21,111,111,100.0,47021
47,22,116,116,100.0,47022
47,23,75,75,100.0,47023
47,24,122,122,100.0,47024
47,25,152,152,100.0,47025
47,26,223,223,100.0,47026
47,27,137,137,100.0,47027
47,28,206,206,100.0,47028
47,29,161,161,100.0,47029
47,30,92,92,100.0,47030
47,31,169,169,100.0,47031
47,32,208,208,100.0,47032
47,33,156,156,100.0,47033
47,34,159,159,100.0,47034
47,35,221,221,100.0,47035
47,36,178,178,100.0,47036
47,37,163,163,100.0,47037
47,38,181,181,100.0,47038
47,39,160,160,100.0,47039
47,40,133,133,100.0,47040
47,41,98,98,100.0,47041
47,42,178,178,100.0,47042
47,43,191,191,100.0,47043
47,44,120,120,100.0,47044
47,45,173,173,100.0,47045
