ward,precinct,total,LAURA BERTUCCI SMITH,LAURA BERTUCCI SMITH Percent,RAUL VEGA,RAUL VEGA Percent,precinct_id
30,4,212,101,47.64,111,52.36,30004
30,17,102,33,32.35,69,67.65,30017
30,18,187,77,41.18,110,58.82,30018
30,19,172,76,44.19,96,55.81,30019
30,20,95,36,37.89,59,62.11,30020
30,21,54,21,38.89,33,61.11,30021
30,23,107,51,47.66,56,52.34,30023
30,24,11,4,36.36,7,63.64,30024
30,26,155,75,48.39,80,51.61,30026
30,33,112,49,43.75,63,56.25,30033
30,34,279,133,47.67,146,52.33,30034
30,41,58,21,36.21,37,63.79,30041
30,43,136,54,39.71,82,60.29,30043
30,45,126,51,40.48,75,59.52,30045
31,1,94,29,30.85,65,69.15,31001
31,2,118,30,25.42,88,74.58,31002
31,3,147,27,18.37,120,81.63,31003
31,4,182,56,30.77,126,69.23,31004
31,5,96,38,39.58,58,60.42,31005
31,6,38,13,34.21,25,65.79,31006
31,7,100,32,32.0,68,68.0,31007
31,8,83,16,19.28,67,80.72,31008
31,9,110,24,21.82,86,78.18,31009
31,10,126,26,20.63,100,79.37,31010
31,11,99,37,37.37,62,62.63,31011
31,12,164,49,29.88,115,70.12,31012
31,13,109,45,41.28,64,58.72,31013
31,14,145,28,19.31,117,80.69,31014
31,15,128,31,24.22,97,75.78,31015
31,16,109,19,17.43,90,82.57,31016
31,17,173,39,22.54,134,77.46,31017
31,19,17,9,52.94,8,47.06,31019
31,20,106,22,20.75,84,79.25,31020
31,21,101,23,22.77,78,77.23,31021
31,22,119,27,22.69,92,77.31,31022
31,23,138,34,24.64,104,75.36,31023
31,24,195,43,22.05,152,77.95,31024
31,25,154,19,12.34,135,87.66,31025
31,26,84,19,22.62,65,77.38,31026
31,27,110,22,20.0,88,80.0,31027
31,28,122,24,19.67,98,80.33,31028
31,29,81,15,18.52,66,81.48,31029
31,30,111,46,41.44,65,58.56,31030
31,31,185,72,38.92,113,61.08,31031
31,32,95,33,34.74,62,65.26,31032
31,33,169,59,34.91,110,65.09,31033
31,34,158,29,18.35,129,81.65,31034
31,35,101,20,19.8,81,80.2,31035
31,36,193,46,23.83,147,76.17,31036
31,37,148,27,18.24,121,81.76,31037
31,38,131,21,16.03,110,83.97,31038
31,39,116,19,16.38,97,83.62,31039
31,40,130,30,23.08,100,76.92,31040
31,41,91,20,21.98,71,78.02,31041
31,42,99,22,22.22,77,77.78,31042
31,43,95,21,22.11,74,77.89,31043
31,44,122,21,17.21,101,82.79,31044
31,45,105,25,23.81,80,76.19,31045
32,1,128,93,72.66,35,27.34,32001
32,2,87,55,63.22,32,36.78,32002
32,3,102,56,54.9,46,45.1,32003
32,4,195,116,59.49,79,40.51,32004
32,5,104,63,60.58,41,39.42,32005
32,6,142,120,84.51,22,15.49,32006
32,11,145,88,60.69,57,39.31,32011
32,12,80,51,63.75,29,36.25,32012
32,14,73,33,45.21,40,54.79,32014
32,15,120,93,77.5,27,22.5,32015
32,16,154,90,58.44,64,41.56,32016
32,17,124,85,68.55,39,31.45,32017
32,20,41,29,70.73,12,29.27,32020
32,24,124,80,64.52,44,35.48,32024
32,26,131,87,66.41,44,33.59,32026
32,27,109,76,69.72,33,30.28,32027
32,28,89,65,73.03,24,26.97,32028
32,29,134,91,67.91,43,32.09,32029
32,30,111,71,63.96,40,36.04,32030
32,31,155,104,67.1,51,32.9,32031
32,33,103,58,56.31,45,43.69,32033
32,34,149,101,67.79,48,32.21,32034
32,35,170,116,68.24,54,31.76,32035
32,36,186,160,86.02,26,13.98,32036
32,40,141,100,70.92,41,29.08,32040
32,41,187,144,77.01,43,22.99,32041
32,42,157,93,59.24,64,40.76,32042
32,45,159,103,64.78,56,35.22,32045
32,46,30,14,46.67,16,53.33,32046
32,47,71,46,64.79,25,35.21,32047
33,1,177,85,48.02,92,51.98,33001
33,2,268,106,39.55,162,60.45,33002
33,3,148,79,53.38,69,46.62,33003
33,4,213,76,35.68,137,64.32,33004
33,5,149,68,45.64,81,54.36,33005
33,6,195,86,44.1,109,55.9,33006
33,7,226,153,67.7,73,32.3,33007
33,8,108,70,64.81,38,35.19,33008
33,9,157,101,64.33,56,35.67,33009
33,10,201,106,52.74,95,47.26,33010
33,11,162,117,72.22,45,27.78,33011
33,12,229,117,51.09,112,48.91,33012
33,13,237,92,38.82,145,61.18,33013
33,15,46,23,50.0,23,50.0,33015
33,17,197,99,50.25,98,49.75,33017
33,19,137,72,52.55,65,47.45,33019
33,20,181,96,53.04,85,46.96,33020
33,21,156,76,48.72,80,51.28,33021
33,22,299,107,35.79,192,64.21,33022
33,23,198,97,48.99,101,51.01,33023
33,24,226,138,61.06,88,38.94,33024
33,25,279,118,42.29,161,57.71,33025
33,26,147,59,40.14,88,59.86,33026
33,27,283,121,42.76,162,57.24,33027
33,28,189,137,72.49,52,27.51,33028
33,30,155,75,48.39,80,51.61,33030
33,31,150,51,34.0,99,66.0,33031
33,32,47,28,59.57,19,40.43,33032
33,33,171,79,46.2,92,53.8,33033
33,34,172,59,34.3,113,65.7,33034
33,35,200,111,55.5,89,44.5,33035
33,36,239,85,35.56,154,64.44,33036
33,37,8,3,37.5,5,62.5,33037
33,38,58,33,56.9,25,43.1,33038
35,1,103,44,42.72,59,57.28,35001
35,2,188,64,34.04,124,65.96,35002
35,3,92,33,35.87,59,64.13,35003
35,4,72,40,55.56,32,44.44,35004
35,5,165,58,35.15,107,64.85,35005
35,6,140,78,55.71,62,44.29,35006
35,7,150,66,44.0,84,56.0,35007
35,8,51,30,58.82,21,41.18,35008
35,9,128,60,46.88,68,53.13,35009
35,10,107,34,31.78,73,68.22,35010
35,11,92,38,41.3,54,58.7,35011
35,12,130,45,34.62,85,65.38,35012
35,13,200,114,57.0,86,43.0,35013
35,14,157,50,31.85,107,68.15,35014
35,15,167,72,43.11,95,56.89,35015
35,16,140,52,37.14,88,62.86,35016
35,17,153,48,31.37,105,68.63,35017
35,18,164,75,45.73,89,54.27,35018
35,19,146,60,41.1,86,58.9,35019
35,20,72,16,22.22,56,77.78,35020
35,21,210,84,40.0,126,60.0,35021
35,22,116,32,27.59,84,72.41,35022
35,23,132,52,39.39,80,60.61,35023
35,24,154,42,27.27,112,72.73,35024
35,25,133,83,62.41,50,37.59,35025
35,26,109,32,29.36,77,70.64,35026
35,27,202,92,45.54,110,54.46,35027
35,28,121,57,47.11,64,52.89,35028
35,29,156,49,31.41,107,68.59,35029
35,30,196,81,41.33,115,58.67,35030
35,31,154,53,34.42,101,65.58,35031
35,32,88,36,40.91,52,59.09,35032
35,33,84,23,27.38,61,72.62,35033
35,34,160,65,40.63,95,59.38,35034
35,35,78,26,33.33,52,66.67,35035
37,2,82,37,45.12,45,54.88,37002
37,3,56,35,62.5,21,37.5,37003
37,10,193,129,66.84,64,33.16,37010
37,11,32,18,56.25,14,43.75,37011
37,12,124,61,49.19,63,50.81,37012
37,35,21,10,47.62,11,52.38,37035
37,42,43,16,37.21,27,62.79,37042
37,44,157,111,70.7,46,29.3,37044
37,47,15,11,73.33,4,26.67,37047
39,22,9,5,55.56,4,44.44,39022
39,27,82,42,51.22,40,48.78,39027
39,29,85,46,54.12,39,45.88,39029
