ward,precinct,total,"F. MICHAEL KELLEHER, JR.","F. MICHAEL KELLEHER, JR. Percent",PAT QUINN,PAT QUINN Percent,JOYCE W. WASHINGTON,JOYCE W. WASHINGTON Percent,precinct_id
20,22,148,4,2.7,30,20.27,114,77.03,20022
20,23,141,6,4.26,26,18.44,109,77.3,20023
20,24,218,10,4.59,44,20.18,164,75.23,20024
20,25,101,6,5.94,17,16.83,78,77.23,20025
20,26,292,12,4.11,54,18.49,226,77.4,20026
20,27,109,2,1.83,17,15.6,90,82.57,20027
20,28,199,6,3.02,42,21.11,151,75.88,20028
20,29,132,2,1.52,34,25.76,96,72.73,20029
20,30,171,5,2.92,23,13.45,143,83.63,20030
20,31,125,5,4.0,20,16.0,100,80.0,20031
20,32,237,18,7.59,42,17.72,177,74.68,20032
20,33,182,11,6.04,34,18.68,137,75.27,20033
20,34,208,12,5.77,55,26.44,141,67.79,20034
20,35,97,4,4.12,11,11.34,82,84.54,20035
20,36,171,6,3.51,31,18.13,134,78.36,20036
20,37,125,2,1.6,17,13.6,106,84.8,20037
20,38,229,12,5.24,50,21.83,167,72.93,20038
20,39,154,4,2.6,34,22.08,116,75.32,20039
20,40,129,2,1.55,24,18.6,103,79.84,20040
20,41,36,1,2.78,8,22.22,27,75.0,20041
20,42,59,1,1.69,4,6.78,54,91.53,20042
20,43,228,8,3.51,44,19.3,176,77.19,20043
20,44,193,4,2.07,29,15.03,160,82.9,20044
20,45,36,0,0.0,7,19.44,29,80.56,20045
20,46,86,3,3.49,15,17.44,68,79.07,20046
20,47,121,4,3.31,16,13.22,101,83.47,20047
20,48,106,5,4.72,15,14.15,86,81.13,20048
20,49,119,4,3.36,19,15.97,96,80.67,20049
20,50,111,3,2.7,25,22.52,83,74.77,20050
20,51,147,3,2.04,30,20.41,114,77.55,20051
20,52,45,1,2.22,7,15.56,37,82.22,20052
21,1,309,7,2.27,44,14.24,258,83.5,21001
21,2,130,3,2.31,19,14.62,108,83.08,21002
21,3,338,7,2.07,70,20.71,261,77.22,21003
21,4,301,11,3.65,59,19.6,231,76.74,21004
21,5,221,8,3.62,31,14.03,182,82.35,21005
21,6,200,7,3.5,42,21.0,151,75.5,21006
21,7,247,5,2.02,43,17.41,199,80.57,21007
21,8,229,8,3.49,31,13.54,190,82.97,21008
21,9,217,4,1.84,45,20.74,168,77.42,21009
21,10,151,2,1.32,22,14.57,127,84.11,21010
21,11,232,6,2.59,54,23.28,172,74.14,21011
21,12,236,12,5.08,43,18.22,181,76.69,21012
21,13,135,4,2.96,15,11.11,116,85.93,21013
21,14,220,3,1.36,31,14.09,186,84.55,21014
21,15,142,5,3.52,17,11.97,120,84.51,21015
21,16,98,5,5.1,18,18.37,75,76.53,21016
21,17,125,2,1.6,17,13.6,106,84.8,21017
21,18,241,12,4.98,34,14.11,195,80.91,21018
21,19,193,4,2.07,26,13.47,163,84.46,21019
21,20,58,0,0.0,15,25.86,43,74.14,21020
21,21,237,10,4.22,35,14.77,192,81.01,21021
21,22,231,10,4.33,32,13.85,189,81.82,21022
21,23,191,4,2.09,33,17.28,154,80.63,21023
21,24,249,4,1.61,43,17.27,202,81.12,21024
21,25,195,2,1.03,26,13.33,167,85.64,21025
21,26,175,4,2.29,27,15.43,144,82.29,21026
21,27,253,5,1.98,43,17.0,205,81.03,21027
21,28,192,6,3.13,32,16.67,154,80.21,21028
21,29,172,2,1.16,25,14.53,145,84.3,21029
21,30,119,3,2.52,21,17.65,95,79.83,21030
21,31,306,5,1.63,43,14.05,258,84.31,21031
21,32,112,6,5.36,19,16.96,87,77.68,21032
21,33,222,9,4.05,44,19.82,169,76.13,21033
21,34,259,6,2.32,34,13.13,219,84.56,21034
21,35,153,4,2.61,32,20.92,117,76.47,21035
21,36,261,7,2.68,43,16.48,211,80.84,21036
21,37,136,8,5.88,28,20.59,100,73.53,21037
21,38,225,6,2.67,47,20.89,172,76.44,21038
21,39,167,7,4.19,30,17.96,130,77.84,21039
21,40,225,2,0.89,39,17.33,184,81.78,21040
21,41,172,3,1.74,37,21.51,132,76.74,21041
21,42,240,8,3.33,43,17.92,189,78.75,21042
21,43,189,5,2.65,32,16.93,152,80.42,21043
21,44,198,3,1.52,25,12.63,170,85.86,21044
21,45,177,2,1.13,34,19.21,141,79.66,21045
21,46,155,5,3.23,23,14.84,127,81.94,21046
21,47,306,6,1.96,57,18.63,243,79.41,21047
21,48,261,11,4.21,46,17.62,204,78.16,21048
21,49,277,6,2.17,42,15.16,229,82.67,21049
21,50,210,7,3.33,34,16.19,169,80.48,21050
21,51,231,3,1.3,39,16.88,189,81.82,21051
21,52,220,3,1.36,35,15.91,182,82.73,21052
21,53,195,10,5.13,39,20.0,146,74.87,21053
21,54,227,5,2.2,47,20.7,175,77.09,21054
21,55,238,8,3.36,27,11.34,203,85.29,21055
21,56,134,4,2.99,33,24.63,97,72.39,21056
21,57,138,4,2.9,21,15.22,113,81.88,21057
21,58,153,6,3.92,36,23.53,111,72.55,21058
21,59,280,6,2.14,47,16.79,227,81.07,21059
21,60,92,1,1.09,13,14.13,78,84.78,21060
21,61,248,12,4.84,49,19.76,187,75.4,21061
21,62,256,9,3.52,46,17.97,201,78.52,21062
21,63,223,2,0.9,44,19.73,177,79.37,21063
21,64,144,8,5.56,32,22.22,104,72.22,21064
21,65,213,6,2.82,37,17.37,170,79.81,21065
21,66,177,3,1.69,34,19.21,140,79.1,21066
21,67,178,6,3.37,37,20.79,135,75.84,21067
21,68,116,0,0.0,20,17.24,96,82.76,21068
21,69,137,3,2.19,28,20.44,106,77.37,21069
21,70,144,4,2.78,21,14.58,119,82.64,21070
22,1,100,15,15.0,20,20.0,65,65.0,22001
22,2,87,40,45.98,33,37.93,14,16.09,22002
22,3,135,51,37.78,48,35.56,36,26.67,22003
22,4,121,52,42.98,43,35.54,26,21.49,22004
22,5,175,94,53.71,58,33.14,23,13.14,22005
22,6,156,98,62.82,39,25.0,19,12.18,22006
22,7,118,19,16.1,22,18.64,77,65.25,22007
22,8,205,6,2.93,38,18.54,161,78.54,22008
22,9,147,81,55.1,38,25.85,28,19.05,22009
22,10,182,82,45.05,68,37.36,32,17.58,22010
22,11,114,38,33.33,48,42.11,28,24.56,22011
22,12,143,6,4.2,17,11.89,120,83.92,22012
22,13,141,63,44.68,51,36.17,27,19.15,22013
22,14,97,24,24.74,34,35.05,39,40.21,22014
22,15,134,8,5.97,34,25.37,92,68.66,22015
22,16,145,63,43.45,54,37.24,28,19.31,22016
22,17,151,72,47.68,48,31.79,31,20.53,22017
22,18,113,47,41.59,37,32.74,29,25.66,22018
22,19,115,14,12.17,13,11.3,88,76.52,22019
22,20,128,10,7.81,27,21.09,91,71.09,22020
22,21,205,27,13.17,44,21.46,134,65.37,22021
22,22,56,6,10.71,17,30.36,33,58.93,22022
22,23,148,61,41.22,48,32.43,39,26.35,22023
22,24,134,61,45.52,48,35.82,25,18.66,22024
22,25,116,42,36.21,51,43.97,23,19.83,22025
22,26,90,45,50.0,30,33.33,15,16.67,22026
22,27,178,84,47.19,57,32.02,37,20.79,22027
22,28,184,3,1.63,26,14.13,155,84.24,22028
22,29,80,32,40.0,30,37.5,18,22.5,22029
23,1,218,43,19.72,150,68.81,25,11.47,23001
23,2,229,46,20.09,158,69.0,25,10.92,23002
23,3,226,57,25.22,152,67.26,17,7.52,23003
23,4,168,30,17.86,128,76.19,10,5.95,23004
23,5,182,48,26.37,99,54.4,35,19.23,23005
23,6,189,55,29.1,117,61.9,17,8.99,23006
23,7,158,33,20.89,105,66.46,20,12.66,23007
23,8,176,28,15.91,132,75.0,16,9.09,23008
23,9,148,42,28.38,86,58.11,20,13.51,23009
23,10,211,52,24.64,142,67.3,17,8.06,23010
23,11,247,49,19.84,178,72.06,20,8.1,23011
23,12,211,56,26.54,133,63.03,22,10.43,23012
23,13,256,55,21.48,177,69.14,24,9.38,23013
23,14,199,44,22.11,137,68.84,18,9.05,23014
23,15,228,52,22.81,155,67.98,21,9.21,23015
23,16,248,58,23.39,176,70.97,14,5.65,23016
23,17,284,56,19.72,201,70.77,27,9.51,23017
23,18,186,46,24.73,128,68.82,12,6.45,23018
23,19,221,54,24.43,151,68.33,16,7.24,23019
23,20,205,48,23.41,141,68.78,16,7.8,23020
23,21,161,33,20.5,114,70.81,14,8.7,23021
23,22,156,31,19.87,103,66.03,22,14.1,23022
23,23,165,35,21.21,79,47.88,51,30.91,23023
23,24,132,33,25.0,74,56.06,25,18.94,23024
23,25,184,52,28.26,103,55.98,29,15.76,23025
23,26,196,34,17.35,145,73.98,17,8.67,23026
23,27,165,30,18.18,115,69.7,20,12.12,23027
23,28,199,55,27.64,131,65.83,13,6.53,23028
23,29,155,47,30.32,84,54.19,24,15.48,23029
23,30,230,64,27.83,153,66.52,13,5.65,23030
23,31,204,42,20.59,144,70.59,18,8.82,23031
23,32,249,69,27.71,141,56.63,39,15.66,23032
23,33,258,72,27.91,157,60.85,29,11.24,23033
23,34,166,45,27.11,104,62.65,17,10.24,23034
23,35,146,7,4.79,33,22.6,106,72.6,23035
23,36,240,62,25.83,159,66.25,19,7.92,23036
23,37,144,5,3.47,32,22.22,107,74.31,23037
23,38,151,44,29.14,89,58.94,18,11.92,23038
23,39,183,29,15.85,133,72.68,21,11.48,23039
23,40,194,41,21.13,136,70.1,17,8.76,23040
23,41,174,42,24.14,113,64.94,19,10.92,23041
23,42,169,37,21.89,116,68.64,16,9.47,23042
23,43,195,44,22.56,139,71.28,12,6.15,23043
23,44,203,43,21.18,136,67.0,24,11.82,23044
23,45,209,48,22.97,144,68.9,17,8.13,23045
23,46,217,65,29.95,137,63.13,15,6.91,23046
23,47,278,71,25.54,175,62.95,32,11.51,23047
23,48,166,45,27.11,108,65.06,13,7.83,23048
23,49,146,47,32.19,83,56.85,16,10.96,23049
23,50,147,30,20.41,95,64.63,22,14.97,23050
23,51,188,42,22.34,122,64.89,24,12.77,23051
23,52,261,60,22.99,168,64.37,33,12.64,23052
23,53,138,39,28.26,84,60.87,15,10.87,23053
23,54,230,44,19.13,173,75.22,13,5.65,23054
23,55,203,52,25.62,141,69.46,10,4.93,23055
23,56,182,32,17.58,139,76.37,11,6.04,23056
23,57,169,37,21.89,116,68.64,16,9.47,23057
23,58,322,73,22.67,223,69.25,26,8.07,23058
23,59,135,38,28.15,73,54.07,24,17.78,23059
23,60,254,53,20.87,183,72.05,18,7.09,23060
23,61,231,56,24.24,149,64.5,26,11.26,23061
23,62,227,58,25.55,154,67.84,15,6.61,23062
24,1,155,12,7.74,42,27.1,101,65.16,24001
24,2,145,12,8.28,44,30.34,89,61.38,24002
24,3,139,8,5.76,26,18.71,105,75.54,24003
24,4,131,6,4.58,29,22.14,96,73.28,24004
24,5,125,5,4.0,36,28.8,84,67.2,24005
24,6,174,4,2.3,36,20.69,134,77.01,24006
24,7,122,1,0.82,28,22.95,93,76.23,24007
24,8,147,7,4.76,30,20.41,110,74.83,24008
24,9,129,6,4.65,27,20.93,96,74.42,24009
24,10,135,6,4.44,40,29.63,89,65.93,24010
24,11,34,1,2.94,6,17.65,27,79.41,24011
24,12,94,7,7.45,24,25.53,63,67.02,24012
24,13,107,6,5.61,27,25.23,74,69.16,24013
24,14,181,5,2.76,39,21.55,137,75.69,24014
24,15,125,9,7.2,29,23.2,87,69.6,24015
24,16,114,9,7.89,24,21.05,81,71.05,24016
24,17,119,1,0.84,24,20.17,94,78.99,24017
24,18,96,6,6.25,13,13.54,77,80.21,24018
24,19,120,6,5.0,31,25.83,83,69.17,24019
24,20,154,11,7.14,32,20.78,111,72.08,24020
24,21,103,8,7.77,20,19.42,75,72.82,24021
24,22,148,12,8.11,39,26.35,97,65.54,24022
24,23,134,5,3.73,38,28.36,91,67.91,24023
24,24,110,10,9.09,19,17.27,81,73.64,24024
24,25,144,4,2.78,35,24.31,105,72.92,24025
24,26,163,9,5.52,34,20.86,120,73.62,24026
24,27,70,4,5.71,18,25.71,48,68.57,24027
24,28,125,6,4.8,34,27.2,85,68.0,24028
24,29,146,9,6.16,38,26.03,99,67.81,24029
24,30,118,7,5.93,21,17.8,90,76.27,24030
24,31,129,5,3.88,26,20.16,98,75.97,24031
24,32,155,6,3.87,38,24.52,111,71.61,24032
24,33,113,3,2.65,24,21.24,86,76.11,24033
24,34,109,6,5.5,28,25.69,75,68.81,24034
24,35,159,3,1.89,36,22.64,120,75.47,24035
24,36,103,3,2.91,29,28.16,71,68.93,24036
24,37,162,3,1.85,46,28.4,113,69.75,24037
24,38,142,11,7.75,42,29.58,89,62.68,24038
24,39,130,6,4.62,32,24.62,92,70.77,24039
24,40,192,6,3.13,41,21.35,145,75.52,24040
24,41,121,4,3.31,18,14.88,99,81.82,24041
24,42,117,7,5.98,39,33.33,71,60.68,24042
24,43,147,5,3.4,61,41.5,81,55.1,24043
24,44,40,1,2.5,15,37.5,24,60.0,24044
24,45,109,6,5.5,22,20.18,81,74.31,24045
24,46,150,3,2.0,20,13.33,127,84.67,24046
24,47,131,9,6.87,24,18.32,98,74.81,24047
24,48,29,2,6.9,11,37.93,16,55.17,24048
24,49,175,8,4.57,52,29.71,115,65.71,24049
24,50,200,6,3.0,48,24.0,146,73.0,24050
24,51,194,11,5.67,46,23.71,137,70.62,24051
24,52,154,11,7.14,36,23.38,107,69.48,24052
24,53,108,18,16.67,31,28.7,59,54.63,24053
25,1,140,28,20.0,84,60.0,28,20.0,25001
25,2,135,23,17.04,64,47.41,48,35.56,25002
25,3,111,20,18.02,78,70.27,13,11.71,25003
25,4,323,38,11.76,228,70.59,57,17.65,25004
25,5,164,33,20.12,96,58.54,35,21.34,25005
25,6,191,29,15.18,108,56.54,54,28.27,25006
25,7,132,25,18.94,69,52.27,38,28.79,25007
25,8,152,37,24.34,79,51.97,36,23.68,25008
25,9,199,40,20.1,116,58.29,43,21.61,25009
25,10,57,2,3.51,11,19.3,44,77.19,25010
25,11,171,42,24.56,84,49.12,45,26.32,25011
25,12,140,28,20.0,72,51.43,40,28.57,25012
25,13,147,30,20.41,85,57.82,32,21.77,25013
25,14,105,25,23.81,67,63.81,13,12.38,25014
25,15,127,26,20.47,71,55.91,30,23.62,25015
25,16,60,9,15.0,29,48.33,22,36.67,25016
25,17,193,28,14.51,100,51.81,65,33.68,25017
25,18,144,15,10.42,60,41.67,69,47.92,25018
25,19,138,32,23.19,66,47.83,40,28.99,25019
25,20,198,54,27.27,99,50.0,45,22.73,25020
25,21,110,14,12.73,75,68.18,21,19.09,25021
25,22,105,23,21.9,62,59.05,20,19.05,25022
25,23,159,27,16.98,91,57.23,41,25.79,25023
25,24,139,31,22.3,72,51.8,36,25.9,25024
26,1,123,40,32.52,45,36.59,38,30.89,26001
26,2,120,16,13.33,56,46.67,48,40.0,26002
26,3,85,12,14.12,38,44.71,35,41.18,26003
26,4,150,28,18.67,65,43.33,57,38.0,26004
26,5,130,15,11.54,58,44.62,57,43.85,26005
26,6,150,42,28.0,62,41.33,46,30.67,26006
26,7,55,10,18.18,23,41.82,22,40.0,26007
26,8,93,27,29.03,43,46.24,23,24.73,26008
26,9,110,14,12.73,60,54.55,36,32.73,26009
26,10,115,20,17.39,38,33.04,57,49.57,26010
26,11,156,50,32.05,83,53.21,23,14.74,26011
26,12,119,17,14.29,51,42.86,51,42.86,26012
26,13,160,37,23.13,69,43.13,54,33.75,26013
26,14,188,33,17.55,85,45.21,70,37.23,26014
26,15,72,14,19.44,28,38.89,30,41.67,26015
26,16,111,17,15.32,35,31.53,59,53.15,26016
26,17,123,21,17.07,60,48.78,42,34.15,26017
26,18,144,34,23.61,60,41.67,50,34.72,26018
26,19,168,49,29.17,76,45.24,43,25.6,26019
26,20,87,12,13.79,33,37.93,42,48.28,26020
26,21,103,20,19.42,51,49.51,32,31.07,26021
26,22,71,10,14.08,25,35.21,36,50.7,26022
26,23,124,34,27.42,55,44.35,35,28.23,26023
26,24,182,40,21.98,86,47.25,56,30.77,26024
26,25,184,41,22.28,85,46.2,58,31.52,26025
26,26,72,13,18.06,37,51.39,22,30.56,26026
26,27,82,10,12.2,32,39.02,40,48.78,26027
26,28,167,39,23.35,76,45.51,52,31.14,26028
26,29,129,17,13.18,49,37.98,63,48.84,26029
26,30,150,34,22.67,67,44.67,49,32.67,26030
26,31,48,12,25.0,22,45.83,14,29.17,26031
26,32,161,46,28.57,83,51.55,32,19.88,26032
26,33,143,44,30.77,77,53.85,22,15.38,26033
26,34,149,39,26.17,66,44.3,44,29.53,26034
26,35,114,13,11.4,67,58.77,34,29.82,26035
26,36,154,56,36.36,61,39.61,37,24.03,26036
26,37,142,36,25.35,81,57.04,25,17.61,26037
26,38,114,33,28.95,44,38.6,37,32.46,26038
27,1,57,22,38.6,23,40.35,12,21.05,27001
27,2,118,6,5.08,32,27.12,80,67.8,27002
27,3,131,7,5.34,17,12.98,107,81.68,27003
27,4,88,6,6.82,31,35.23,51,57.95,27004
27,5,75,19,25.33,33,44.0,23,30.67,27005
27,6,93,9,9.68,30,32.26,54,58.06,27006
27,7,108,24,22.22,41,37.96,43,39.81,27007
27,8,68,2,2.94,12,17.65,54,79.41,27008
27,9,240,105,43.75,46,19.17,89,37.08,27009
27,10,259,9,3.47,45,17.37,205,79.15,27010
27,11,105,7,6.67,25,23.81,73,69.52,27011
27,12,136,4,2.94,13,9.56,119,87.5,27012
27,13,285,81,28.42,94,32.98,110,38.6,27013
27,14,54,4,7.41,13,24.07,37,68.52,27014
27,15,109,7,6.42,31,28.44,71,65.14,27015
27,16,102,18,17.65,54,52.94,30,29.41,27016
27,17,177,23,12.99,51,28.81,103,58.19,27017
27,18,62,12,19.35,36,58.06,14,22.58,27018
27,19,107,5,4.67,30,28.04,72,67.29,27019
27,20,260,19,7.31,33,12.69,208,80.0,27020
27,21,79,4,5.06,22,27.85,53,67.09,27021
27,22,120,4,3.33,36,30.0,80,66.67,27022
27,23,121,7,5.79,19,15.7,95,78.51,27023
27,24,121,7,5.79,38,31.4,76,62.81,27024
27,25,104,6,5.77,22,21.15,76,73.08,27025
27,26,258,11,4.26,60,23.26,187,72.48,27026
27,27,74,5,6.76,10,13.51,59,79.73,27027
27,28,138,25,18.12,41,29.71,72,52.17,27028
27,29,88,5,5.68,19,21.59,64,72.73,27029
27,30,73,11,15.07,41,56.16,21,28.77,27030
27,31,116,7,6.03,29,25.0,80,68.97,27031
27,32,114,27,23.68,48,42.11,39,34.21,27032
27,33,111,7,6.31,23,20.72,81,72.97,27033
27,34,123,6,4.88,40,32.52,77,62.6,27034
27,35,91,15,16.48,53,58.24,23,25.27,27035
27,36,163,5,3.07,36,22.09,122,74.85,27036
27,37,152,23,15.13,51,33.55,78,51.32,27037
27,38,121,32,26.45,42,34.71,47,38.84,27038
27,39,54,5,9.26,21,38.89,28,51.85,27039
27,40,82,6,7.32,14,17.07,62,75.61,27040
27,41,155,35,22.58,86,55.48,34,21.94,27041
27,42,90,19,21.11,47,52.22,24,26.67,27042
27,43,98,7,7.14,28,28.57,63,64.29,27043
27,44,171,10,5.85,40,23.39,121,70.76,27044
27,45,183,5,2.73,32,17.49,146,79.78,27045
27,46,160,4,2.5,24,15.0,132,82.5,27046
27,47,110,3,2.73,18,16.36,89,80.91,27047
27,48,174,8,4.6,41,23.56,125,71.84,27048
27,49,115,4,3.48,31,26.96,80,69.57,27049
27,50,185,54,29.19,73,39.46,58,31.35,27050
27,51,80,3,3.75,26,32.5,51,63.75,27051
27,52,30,3,10.0,9,30.0,18,60.0,27052
27,53,161,23,14.29,54,33.54,84,52.17,27053
27,54,111,27,24.32,46,41.44,38,34.23,27054
27,55,43,9,20.93,24,55.81,10,23.26,27055
27,56,97,32,32.99,35,36.08,30,30.93,27056
27,57,99,25,25.25,48,48.48,26,26.26,27057
27,58,147,25,17.01,65,44.22,57,38.78,27058
27,59,50,1,2.0,14,28.0,35,70.0,27059
28,1,186,8,4.3,32,17.2,146,78.49,28001
28,2,94,3,3.19,18,19.15,73,77.66,28002
28,3,135,4,2.96,12,8.89,119,88.15,28003
28,4,218,5,2.29,49,22.48,164,75.23,28004
28,5,144,1,0.69,25,17.36,118,81.94,28005
28,6,179,3,1.68,38,21.23,138,77.09,28006
28,7,212,9,4.25,46,21.7,157,74.06,28007
28,8,89,2,2.25,9,10.11,78,87.64,28008
28,9,156,2,1.28,22,14.1,132,84.62,28009
28,10,192,5,2.6,27,14.06,160,83.33,28010
28,11,130,1,0.77,25,19.23,104,80.0,28011
28,12,118,5,4.24,19,16.1,94,79.66,28012
28,13,125,3,2.4,17,13.6,105,84.0,28013
28,14,49,8,16.33,25,51.02,16,32.65,28014
28,15,80,5,6.25,12,15.0,63,78.75,28015
28,16,131,4,3.05,31,23.66,96,73.28,28016
28,17,83,1,1.2,14,16.87,68,81.93,28017
28,18,189,4,2.12,28,14.81,157,83.07,28018
28,19,139,4,2.88,19,13.67,116,83.45,28019
28,20,179,6,3.35,31,17.32,142,79.33,28020
28,21,157,2,1.27,24,15.29,131,83.44,28021
28,22,144,1,0.69,18,12.5,125,86.81,28022
28,23,159,6,3.77,26,16.35,127,79.87,28023
28,24,80,1,1.25,14,17.5,65,81.25,28024
28,25,156,5,3.21,21,13.46,130,83.33,28025
28,26,139,1,0.72,14,10.07,124,89.21,28026
28,27,72,1,1.39,14,19.44,57,79.17,28027
28,28,123,1,0.81,27,21.95,95,77.24,28028
28,29,149,6,4.03,17,11.41,126,84.56,28029
28,30,82,2,2.44,19,23.17,61,74.39,28030
28,31,126,1,0.79,28,22.22,97,76.98,28031
28,32,136,6,4.41,38,27.94,92,67.65,28032
28,33,92,3,3.26,24,26.09,65,70.65,28033
28,34,144,4,2.78,28,19.44,112,77.78,28034
28,35,111,3,2.7,20,18.02,88,79.28,28035
28,36,139,1,0.72,12,8.63,126,90.65,28036
28,37,174,11,6.32,21,12.07,142,81.61,28037
28,38,114,3,2.63,19,16.67,92,80.7,28038
28,39,57,3,5.26,8,14.04,46,80.7,28039
28,40,148,3,2.03,25,16.89,120,81.08,28040
28,41,78,2,2.56,14,17.95,62,79.49,28041
28,42,98,2,2.04,15,15.31,81,82.65,28042
28,43,78,1,1.28,17,21.79,60,76.92,28043
28,44,90,6,6.67,13,14.44,71,78.89,28044
28,45,87,2,2.3,11,12.64,74,85.06,28045
28,46,116,10,8.62,18,15.52,88,75.86,28046
28,47,137,4,2.92,33,24.09,100,72.99,28047
28,48,37,1,2.7,11,29.73,25,67.57,28048
28,49,106,3,2.83,10,9.43,93,87.74,28049
28,50,74,2,2.7,14,18.92,58,78.38,28050
28,51,122,6,4.92,20,16.39,96,78.69,28051
28,52,135,10,7.41,21,15.56,104,77.04,28052
28,53,43,8,18.6,17,39.53,18,41.86,28053
28,54,80,2,2.5,18,22.5,60,75.0,28054
28,55,74,4,5.41,16,21.62,54,72.97,28055
28,56,110,3,2.73,28,25.45,79,71.82,28056
28,57,144,4,2.78,29,20.14,111,77.08,28057
28,58,88,1,1.14,10,11.36,77,87.5,28058
28,59,104,3,2.88,9,8.65,92,88.46,28059
28,60,106,2,1.89,24,22.64,80,75.47,28060
28,61,76,0,0.0,17,22.37,59,77.63,28061
29,1,191,3,1.57,28,14.66,160,83.77,29001
29,2,82,12,14.63,51,62.2,19,23.17,29002
29,3,180,4,2.22,33,18.33,143,79.44,29003
29,4,208,6,2.88,33,15.87,169,81.25,29004
29,5,206,3,1.46,29,14.08,174,84.47,29005
29,6,70,24,34.29,34,48.57,12,17.14,29006
29,7,123,26,21.14,72,58.54,25,20.33,29007
29,8,198,6,3.03,31,15.66,161,81.31,29008
29,9,140,4,2.86,35,25.0,101,72.14,29009
29,10,186,2,1.08,15,8.06,169,90.86,29010
29,11,177,6,3.39,35,19.77,136,76.84,29011
29,12,177,7,3.95,30,16.95,140,79.1,29012
29,13,232,8,3.45,30,12.93,194,83.62,29013
29,14,176,3,1.7,28,15.91,145,82.39,29014
29,15,214,4,1.87,31,14.49,179,83.64,29015
29,16,179,5,2.79,14,7.82,160,89.39,29016
29,17,132,30,22.73,71,53.79,31,23.48,29017
29,18,208,3,1.44,13,6.25,192,92.31,29018
29,19,161,5,3.11,23,14.29,133,82.61,29019
29,20,236,7,2.97,32,13.56,197,83.47,29020
29,21,145,4,2.76,34,23.45,107,73.79,29021
29,22,122,19,15.57,54,44.26,49,40.16,29022
29,23,134,4,2.99,18,13.43,112,83.58,29023
29,24,211,6,2.84,36,17.06,169,80.09,29024
29,25,256,3,1.17,15,5.86,238,92.97,29025
29,26,181,3,1.66,25,13.81,153,84.53,29026
29,27,120,2,1.67,26,21.67,92,76.67,29027
29,28,133,5,3.76,25,18.8,103,77.44,29028
29,29,262,8,3.05,31,11.83,223,85.11,29029
29,30,167,9,5.39,37,22.16,121,72.46,29030
29,31,189,5,2.65,27,14.29,157,83.07,29031
29,32,180,9,5.0,27,15.0,144,80.0,29032
29,33,179,5,2.79,52,29.05,122,68.16,29033
29,34,127,9,7.09,59,46.46,59,46.46,29034
29,35,271,6,2.21,19,7.01,246,90.77,29035
29,36,234,2,0.85,22,9.4,210,89.74,29036
29,37,191,4,2.09,39,20.42,148,77.49,29037
29,38,179,5,2.79,29,16.2,145,81.01,29038
29,39,137,30,21.9,63,45.99,44,32.12,29039
29,40,262,4,1.53,34,12.98,224,85.5,29040
29,41,252,6,2.38,44,17.46,202,80.16,29041
29,42,134,3,2.24,16,11.94,115,85.82,29042
29,43,257,7,2.72,41,15.95,209,81.32,29043
29,44,196,8,4.08,37,18.88,151,77.04,29044
29,45,180,2,1.11,37,20.56,141,78.33,29045
29,46,155,3,1.94,34,21.94,118,76.13,29046
29,47,293,11,3.75,59,20.14,223,76.11,29047
29,48,59,22,37.29,25,42.37,12,20.34,29048
29,49,278,7,2.52,32,11.51,239,85.97,29049
29,50,228,5,2.19,40,17.54,183,80.26,29050
29,51,173,5,2.89,31,17.92,137,79.19,29051
29,52,142,31,21.83,60,42.25,51,35.92,29052
29,53,100,16,16.0,52,52.0,32,32.0,29053
29,54,125,47,37.6,56,44.8,22,17.6,29054
29,55,33,2,6.06,8,24.24,23,69.7,29055
29,56,147,2,1.36,25,17.01,120,81.63,29056
30,1,227,50,22.03,148,65.2,29,12.78,30001
30,2,135,31,22.96,82,60.74,22,16.3,30002
30,3,215,44,20.47,132,61.4,39,18.14,30003
30,4,220,45,20.45,130,59.09,45,20.45,30004
30,5,105,26,24.76,58,55.24,21,20.0,30005
30,6,164,36,21.95,102,62.2,26,15.85,30006
30,7,156,32,20.51,113,72.44,11,7.05,30007
30,8,190,36,18.95,120,63.16,34,17.89,30008
30,9,281,55,19.57,181,64.41,45,16.01,30009
30,10,138,43,31.16,68,49.28,27,19.57,30010
30,11,157,31,19.75,88,56.05,38,24.2,30011
30,12,167,45,26.95,88,52.69,34,20.36,30012
30,13,109,27,24.77,62,56.88,20,18.35,30013
30,14,111,24,21.62,66,59.46,21,18.92,30014
30,15,216,57,26.39,133,61.57,26,12.04,30015
30,16,122,24,19.67,70,57.38,28,22.95,30016
30,17,90,24,26.67,51,56.67,15,16.67,30017
30,18,183,48,26.23,104,56.83,31,16.94,30018
30,19,168,39,23.21,107,63.69,22,13.1,30019
30,20,87,23,26.44,43,49.43,21,24.14,30020
30,21,42,8,19.05,23,54.76,11,26.19,30021
30,22,150,41,27.33,79,52.67,30,20.0,30022
30,23,105,19,18.1,70,66.67,16,15.24,30023
30,24,74,17,22.97,42,56.76,15,20.27,30024
30,25,140,36,25.71,76,54.29,28,20.0,30025
30,26,143,28,19.58,76,53.15,39,27.27,30026
30,27,127,32,25.2,75,59.06,20,15.75,30027
30,28,174,36,20.69,102,58.62,36,20.69,30028
30,29,163,40,24.54,92,56.44,31,19.02,30029
30,30,172,39,22.67,97,56.4,36,20.93,30030
30,31,132,35,26.52,75,56.82,22,16.67,30031
