ward,precinct,total,"F. MICHAEL KELLEHER, JR.","F. MICHAEL KELLEHER, JR. Percent",PAT QUINN,PAT QUINN Percent,JOYCE W. WASHINGTON,JOYCE W. WASHINGTON Percent,precinct_id
2,48,214,12,5.61,34,15.89,168,78.5,02048
2,49,81,20,24.69,32,39.51,29,35.8,02049
2,50,98,9,9.18,56,57.14,33,33.67,02050
2,51,160,6,3.75,31,19.38,123,76.88,02051
2,52,140,11,7.86,47,33.57,82,58.57,02052
2,53,81,4,4.94,20,24.69,57,70.37,02053
2,54,188,48,25.53,67,35.64,73,38.83,02054
2,55,138,18,13.04,50,36.23,70,50.72,02055
2,56,48,3,6.25,14,29.17,31,64.58,02056
3,1,115,4,3.48,22,19.13,89,77.39,03001
3,2,285,6,2.11,27,9.47,252,88.42,03002
3,3,23,1,4.35,5,21.74,17,73.91,03003
3,4,56,7,12.5,17,30.36,32,57.14,03004
3,5,0,0,0.0,0,0.0,0,0.0,03005
3,6,0,0,0.0,0,0.0,0,0.0,03006
3,7,0,0,0.0,0,0.0,0,0.0,03007
3,8,84,3,3.57,12,14.29,69,82.14,03008
3,9,106,8,7.55,12,11.32,86,81.13,03009
3,10,82,6,7.32,10,12.2,66,80.49,03010
3,11,118,6,5.08,14,11.86,98,83.05,03011
3,12,157,5,3.18,30,19.11,122,77.71,03012
3,13,8,0,0.0,2,25.0,6,75.0,03013
3,14,81,2,2.47,20,24.69,59,72.84,03014
3,15,118,3,2.54,20,16.95,95,80.51,03015
3,16,239,0,0.0,31,12.97,208,87.03,03016
3,17,145,6,4.14,19,13.1,120,82.76,03017
3,18,127,4,3.15,22,17.32,101,79.53,03018
3,19,70,3,4.29,15,21.43,52,74.29,03019
3,20,42,5,11.9,13,30.95,24,57.14,03020
3,21,97,5,5.15,16,16.49,76,78.35,03021
3,22,130,6,4.62,24,18.46,100,76.92,03022
3,23,58,3,5.17,6,10.34,49,84.48,03023
3,24,146,3,2.05,20,13.7,123,84.25,03024
3,25,31,2,6.45,9,29.03,20,64.52,03025
3,26,102,2,1.96,18,17.65,82,80.39,03026
3,27,35,2,5.71,8,22.86,25,71.43,03027
3,28,163,3,1.84,33,20.25,127,77.91,03028
3,29,0,0,0.0,0,0.0,0,0.0,03029
3,30,157,5,3.18,15,9.55,137,87.26,03030
3,31,178,4,2.25,31,17.42,143,80.34,03031
3,32,183,9,4.92,30,16.39,144,78.69,03032
3,33,165,3,1.82,35,21.21,127,76.97,03033
3,34,52,3,5.77,13,25.0,36,69.23,03034
3,35,123,6,4.88,14,11.38,103,83.74,03035
3,36,54,0,0.0,15,27.78,39,72.22,03036
3,37,115,6,5.22,25,21.74,84,73.04,03037
3,38,215,6,2.79,32,14.88,177,82.33,03038
3,39,265,2,0.75,48,18.11,215,81.13,03039
3,40,144,2,1.39,25,17.36,117,81.25,03040
3,41,117,6,5.13,16,13.68,95,81.2,03041
3,42,80,6,7.5,17,21.25,57,71.25,03042
3,43,0,0,0.0,0,0.0,0,0.0,03043
3,44,102,3,2.94,19,18.63,80,78.43,03044
3,45,67,2,2.99,18,26.87,47,70.15,03045
3,46,21,2,9.52,4,19.05,15,71.43,03046
3,47,118,5,4.24,23,19.49,90,76.27,03047
3,48,146,7,4.79,29,19.86,110,75.34,03048
3,49,142,7,4.93,23,16.2,112,78.87,03049
3,50,164,10,6.1,18,10.98,136,82.93,03050
3,51,72,13,18.06,26,36.11,33,45.83,03051
3,52,200,8,4.0,30,15.0,162,81.0,03052
4,1,189,16,8.47,38,20.11,135,71.43,04001
4,2,56,5,8.93,12,21.43,39,69.64,04002
4,3,270,7,2.59,41,15.19,222,82.22,04003
4,4,263,7,2.66,29,11.03,227,86.31,04004
4,5,217,4,1.84,31,14.29,182,83.87,04005
4,6,0,0,0.0,0,0.0,0,0.0,04006
4,7,167,3,1.8,27,16.17,137,82.04,04007
4,8,280,11,3.93,43,15.36,226,80.71,04008
4,9,439,9,2.05,74,16.86,356,81.09,04009
4,10,333,11,3.3,50,15.02,272,81.68,04010
4,11,207,5,2.42,22,10.63,180,86.96,04011
4,12,162,2,1.23,12,7.41,148,91.36,04012
4,13,277,25,9.03,37,13.36,215,77.62,04013
4,14,113,6,5.31,19,16.81,88,77.88,04014
4,15,87,1,1.15,8,9.2,78,89.66,04015
4,16,223,4,1.79,40,17.94,179,80.27,04016
4,17,249,25,10.04,33,13.25,191,76.71,04017
4,18,162,6,3.7,36,22.22,120,74.07,04018
4,19,36,1,2.78,3,8.33,32,88.89,04019
4,20,79,5,6.33,23,29.11,51,64.56,04020
4,21,241,14,5.81,29,12.03,198,82.16,04021
4,22,278,28,10.07,41,14.75,209,75.18,04022
4,23,167,13,7.78,30,17.96,124,74.25,04023
4,24,236,20,8.47,31,13.14,185,78.39,04024
4,25,251,6,2.39,28,11.16,217,86.45,04025
4,26,192,8,4.17,30,15.63,154,80.21,04026
4,27,210,3,1.43,26,12.38,181,86.19,04027
4,28,183,24,13.11,29,15.85,130,71.04,04028
4,29,186,26,13.98,29,15.59,131,70.43,04029
4,30,55,6,10.91,16,29.09,33,60.0,04030
4,31,57,4,7.02,15,26.32,38,66.67,04031
4,32,224,32,14.29,50,22.32,142,63.39,04032
4,33,79,2,2.53,17,21.52,60,75.95,04033
4,34,156,27,17.31,41,26.28,88,56.41,04034
4,35,110,5,4.55,27,24.55,78,70.91,04035
4,36,220,5,2.27,29,13.18,186,84.55,04036
4,37,111,3,2.7,31,27.93,77,69.37,04037
4,38,286,23,8.04,48,16.78,215,75.17,04038
4,39,101,6,5.94,19,18.81,76,75.25,04039
4,40,190,5,2.63,40,21.05,145,76.32,04040
4,41,147,23,15.65,39,26.53,85,57.82,04041
4,42,150,2,1.33,16,10.67,132,88.0,04042
4,43,125,11,8.8,30,24.0,84,67.2,04043
4,44,127,15,11.81,19,14.96,93,73.23,04044
4,45,409,20,4.89,64,15.65,325,79.46,04045
4,46,218,12,5.5,27,12.39,179,82.11,04046
4,47,269,15,5.58,35,13.01,219,81.41,04047
4,48,297,25,8.42,62,20.88,210,70.71,04048
4,49,58,2,3.45,9,15.52,47,81.03,04049
4,50,178,9,5.06,27,15.17,142,79.78,04050
4,51,258,24,9.3,46,17.83,188,72.87,04051
4,52,46,2,4.35,12,26.09,32,69.57,04052
4,53,29,1,3.45,7,24.14,21,72.41,04053
4,54,99,7,7.07,24,24.24,68,68.69,04054
4,55,112,21,18.75,27,24.11,64,57.14,04055
5,1,216,3,1.39,31,14.35,182,84.26,05001
5,2,201,4,1.99,47,23.38,150,74.63,05002
5,3,229,7,3.06,51,22.27,171,74.67,05003
5,4,265,2,0.75,44,16.6,219,82.64,05004
5,5,151,11,7.28,31,20.53,109,72.19,05005
5,6,211,6,2.84,38,18.01,167,79.15,05006
5,7,184,3,1.63,34,18.48,147,79.89,05007
5,8,225,60,26.67,99,44.0,66,29.33,05008
5,9,195,4,2.05,38,19.49,153,78.46,05009
5,10,141,5,3.55,21,14.89,115,81.56,05010
5,11,79,17,21.52,36,45.57,26,32.91,05011
5,12,186,10,5.38,42,22.58,134,72.04,05012
5,13,190,12,6.32,41,21.58,137,72.11,05013
5,14,166,36,21.69,46,27.71,84,50.6,05014
5,15,155,4,2.58,40,25.81,111,71.61,05015
5,16,159,10,6.29,32,20.13,117,73.58,05016
5,17,148,3,2.03,25,16.89,120,81.08,05017
5,18,136,7,5.15,23,16.91,106,77.94,05018
5,19,169,6,3.55,29,17.16,134,79.29,05019
5,20,119,4,3.36,30,25.21,85,71.43,05020
5,21,296,8,2.7,52,17.57,236,79.73,05021
5,22,218,10,4.59,35,16.06,173,79.36,05022
5,23,146,8,5.48,35,23.97,103,70.55,05023
5,24,190,28,14.74,54,28.42,108,56.84,05024
5,25,157,5,3.18,41,26.11,111,70.7,05025
5,26,138,2,1.45,24,17.39,112,81.16,05026
5,27,57,11,19.3,18,31.58,28,49.12,05027
5,28,247,8,3.24,45,18.22,194,78.54,05028
5,29,151,1,0.66,28,18.54,122,80.79,05029
5,30,163,51,31.29,68,41.72,44,26.99,05030
5,31,183,3,1.64,32,17.49,148,80.87,05031
5,32,321,10,3.12,63,19.63,248,77.26,05032
5,33,214,5,2.34,42,19.63,167,78.04,05033
5,34,118,3,2.54,24,20.34,91,77.12,05034
5,35,151,21,13.91,46,30.46,84,55.63,05035
5,36,216,11,5.09,44,20.37,161,74.54,05036
5,37,124,24,19.35,38,30.65,62,50.0,05037
5,38,232,45,19.4,91,39.22,96,41.38,05038
5,39,166,58,34.94,58,34.94,50,30.12,05039
5,40,163,3,1.84,35,21.47,125,76.69,05040
5,41,139,50,35.97,53,38.13,36,25.9,05041
5,42,163,6,3.68,32,19.63,125,76.69,05042
5,43,241,16,6.64,39,16.18,186,77.18,05043
5,44,209,2,0.96,46,22.01,161,77.03,05044
5,45,135,4,2.96,28,20.74,103,76.3,05045
5,46,192,32,16.67,65,33.85,95,49.48,05046
5,47,163,6,3.68,34,20.86,123,75.46,05047
5,48,151,11,7.28,42,27.81,98,64.9,05048
5,49,162,30,18.52,71,43.83,61,37.65,05049
5,50,131,6,4.58,23,17.56,102,77.86,05050
5,51,137,4,2.92,36,26.28,97,70.8,05051
5,52,122,2,1.64,23,18.85,97,79.51,05052
5,53,137,4,2.92,26,18.98,107,78.1,05053
5,54,127,4,3.15,34,26.77,89,70.08,05054
5,55,193,1,0.52,27,13.99,165,85.49,05055
5,56,130,6,4.62,36,27.69,88,67.69,05056
5,57,206,25,12.14,51,24.76,130,63.11,05057
5,58,122,5,4.1,25,20.49,92,75.41,05058
5,59,113,4,3.54,19,16.81,90,79.65,05059
6,1,317,3,0.95,61,19.24,253,79.81,06001
6,2,273,4,1.47,48,17.58,221,80.95,06002
6,3,247,4,1.62,46,18.62,197,79.76,06003
6,4,93,5,5.38,25,26.88,63,67.74,06004
6,5,120,6,5.0,27,22.5,87,72.5,06005
6,6,248,4,1.61,60,24.19,184,74.19,06006
6,7,187,7,3.74,44,23.53,136,72.73,06007
6,8,241,12,4.98,26,10.79,203,84.23,06008
6,9,280,6,2.14,40,14.29,234,83.57,06009
6,10,314,8,2.55,65,20.7,241,76.75,06010
6,11,224,7,3.13,49,21.88,168,75.0,06011
6,12,171,7,4.09,48,28.07,116,67.84,06012
6,13,207,4,1.93,35,16.91,168,81.16,06013
6,14,218,1,0.46,46,21.1,171,78.44,06014
6,15,148,3,2.03,32,21.62,113,76.35,06015
6,16,266,5,1.88,48,18.05,213,80.08,06016
6,17,285,7,2.46,67,23.51,211,74.04,06017
6,18,67,3,4.48,14,20.9,50,74.63,06018
6,19,207,6,2.9,40,19.32,161,77.78,06019
6,20,58,1,1.72,13,22.41,44,75.86,06020
6,21,242,7,2.89,58,23.97,177,73.14,06021
6,22,216,8,3.7,62,28.7,146,67.59,06022
6,23,179,4,2.23,36,20.11,139,77.65,06023
6,24,188,4,2.13,33,17.55,151,80.32,06024
6,25,210,8,3.81,56,26.67,146,69.52,06025
6,26,271,4,1.48,44,16.24,223,82.29,06026
6,27,321,6,1.87,44,13.71,271,84.42,06027
6,28,380,7,1.84,66,17.37,307,80.79,06028
6,29,303,7,2.31,57,18.81,239,78.88,06029
6,30,197,4,2.03,55,27.92,138,70.05,06030
6,31,291,6,2.06,47,16.15,238,81.79,06031
6,32,247,6,2.43,50,20.24,191,77.33,06032
6,33,259,10,3.86,49,18.92,200,77.22,06033
6,34,223,7,3.14,43,19.28,173,77.58,06034
6,35,310,7,2.26,48,15.48,255,82.26,06035
6,36,114,2,1.75,35,30.7,77,67.54,06036
6,37,301,12,3.99,59,19.6,230,76.41,06037
6,38,267,7,2.62,50,18.73,210,78.65,06038
6,39,131,7,5.34,24,18.32,100,76.34,06039
6,40,115,6,5.22,27,23.48,82,71.3,06040
6,41,272,3,1.1,51,18.75,218,80.15,06041
6,42,117,4,3.42,26,22.22,87,74.36,06042
6,43,272,10,3.68,52,19.12,210,77.21,06043
6,44,240,4,1.67,39,16.25,197,82.08,06044
6,45,128,4,3.13,29,22.66,95,74.22,06045
6,46,213,4,1.88,48,22.54,161,75.59,06046
6,47,252,3,1.19,50,19.84,199,78.97,06047
6,48,86,3,3.49,13,15.12,70,81.4,06048
6,49,218,8,3.67,51,23.39,159,72.94,06049
6,50,248,4,1.61,64,25.81,180,72.58,06050
6,51,183,1,0.55,46,25.14,136,74.32,06051
6,52,183,8,4.37,32,17.49,143,78.14,06052
6,53,193,5,2.59,33,17.1,155,80.31,06053
6,54,205,3,1.46,35,17.07,167,81.46,06054
6,55,162,2,1.23,41,25.31,119,73.46,06055
6,56,174,4,2.3,38,21.84,132,75.86,06056
6,57,132,2,1.52,34,25.76,96,72.73,06057
6,58,279,4,1.43,51,18.28,224,80.29,06058
6,59,213,3,1.41,38,17.84,172,80.75,06059
6,60,159,3,1.89,36,22.64,120,75.47,06060
6,61,145,2,1.38,35,24.14,108,74.48,06061
6,62,263,7,2.66,50,19.01,206,78.33,06062
6,63,199,2,1.01,39,19.6,158,79.4,06063
6,64,291,3,1.03,62,21.31,226,77.66,06064
7,1,321,7,2.18,39,12.15,275,85.67,07001
7,2,258,4,1.55,35,13.57,219,84.88,07002
7,3,171,6,3.51,31,18.13,134,78.36,07003
7,4,174,10,5.75,30,17.24,134,77.01,07004
7,5,140,9,6.43,28,20.0,103,73.57,07005
7,6,210,5,2.38,37,17.62,168,80.0,07006
7,7,175,6,3.43,25,14.29,144,82.29,07007
7,8,188,26,13.83,45,23.94,117,62.23,07008
7,9,231,8,3.46,40,17.32,183,79.22,07009
7,10,301,12,3.99,64,21.26,225,74.75,07010
7,11,215,4,1.86,29,13.49,182,84.65,07011
7,12,269,11,4.09,49,18.22,209,77.7,07012
7,13,107,0,0.0,20,18.69,87,81.31,07013
7,14,228,4,1.75,57,25.0,167,73.25,07014
7,15,265,16,6.04,54,20.38,195,73.58,07015
7,16,214,8,3.74,34,15.89,172,80.37,07016
7,17,183,5,2.73,44,24.04,134,73.22,07017
7,18,201,14,6.97,37,18.41,150,74.63,07018
7,19,271,8,2.95,37,13.65,226,83.39,07019
7,20,70,2,2.86,27,38.57,41,58.57,07020
7,21,199,12,6.03,41,20.6,146,73.37,07021
7,22,234,5,2.14,44,18.8,185,79.06,07022
7,23,207,8,3.86,35,16.91,164,79.23,07023
7,24,293,4,1.37,44,15.02,245,83.62,07024
7,25,209,4,1.91,28,13.4,177,84.69,07025
7,26,270,12,4.44,36,13.33,222,82.22,07026
7,27,237,9,3.8,42,17.72,186,78.48,07027
7,28,194,8,4.12,42,21.65,144,74.23,07028
7,29,126,4,3.17,10,7.94,112,88.89,07029
7,30,314,8,2.55,50,15.92,256,81.53,07030
7,31,292,12,4.11,44,15.07,236,80.82,07031
7,32,198,15,7.58,66,33.33,117,59.09,07032
7,33,253,16,6.32,44,17.39,193,76.28,07033
7,34,187,3,1.6,38,20.32,146,78.07,07034
7,35,312,9,2.88,39,12.5,264,84.62,07035
7,36,362,4,1.1,58,16.02,300,82.87,07036
7,37,275,6,2.18,31,11.27,238,86.55,07037
7,38,293,9,3.07,46,15.7,238,81.23,07038
7,39,215,5,2.33,33,15.35,177,82.33,07039
7,40,143,3,2.1,26,18.18,114,79.72,07040
7,41,279,8,2.87,36,12.9,235,84.23,07041
7,42,236,8,3.39,34,14.41,194,82.2,07042
7,43,242,6,2.48,36,14.88,200,82.64,07043
7,44,263,10,3.8,55,20.91,198,75.29,07044
7,45,326,17,5.21,29,8.9,280,85.89,07045
7,46,88,9,10.23,11,12.5,68,77.27,07046
8,1,274,4,1.46,33,12.04,237,86.5,08001
8,2,165,6,3.64,24,14.55,135,81.82,08002
8,3,353,8,2.27,56,15.86,289,81.87,08003
8,4,254,5,1.97,39,15.35,210,82.68,08004
8,5,310,3,0.97,37,11.94,270,87.1,08005
8,6,265,3,1.13,29,10.94,233,87.92,08006
8,7,184,1,0.54,18,9.78,165,89.67,08007
8,8,314,4,1.27,27,8.6,283,90.13,08008
8,9,315,5,1.59,45,14.29,265,84.13,08009
8,10,321,2,0.62,45,14.02,274,85.36,08010
8,11,197,5,2.54,25,12.69,167,84.77,08011
8,12,223,3,1.35,40,17.94,180,80.72,08012
8,13,187,5,2.67,31,16.58,151,80.75,08013
8,14,204,5,2.45,40,19.61,159,77.94,08014
8,15,207,6,2.9,35,16.91,166,80.19,08015
8,16,275,3,1.09,39,14.18,233,84.73,08016
8,17,210,4,1.9,32,15.24,174,82.86,08017
8,18,166,3,1.81,27,16.27,136,81.93,08018
8,19,287,3,1.05,38,13.24,246,85.71,08019
8,20,181,5,2.76,24,13.26,152,83.98,08020
8,21,184,4,2.17,19,10.33,161,87.5,08021
8,22,224,6,2.68,35,15.63,183,81.7,08022
8,23,216,6,2.78,32,14.81,178,82.41,08023
8,24,264,4,1.52,44,16.67,216,81.82,08024
8,25,243,10,4.12,33,13.58,200,82.3,08025
8,26,138,3,2.17,20,14.49,115,83.33,08026
8,27,274,3,1.09,42,15.33,229,83.58,08027
8,28,191,2,1.05,18,9.42,171,89.53,08028
8,29,246,5,2.03,23,9.35,218,88.62,08029
8,30,234,3,1.28,39,16.67,192,82.05,08030
8,31,198,4,2.02,21,10.61,173,87.37,08031
8,32,393,7,1.78,50,12.72,336,85.5,08032
8,33,226,7,3.1,26,11.5,193,85.4,08033
8,34,267,5,1.87,42,15.73,220,82.4,08034
8,35,294,7,2.38,34,11.56,253,86.05,08035
8,36,237,8,3.38,38,16.03,191,80.59,08036
8,37,214,4,1.87,39,18.22,171,79.91,08037
8,38,225,7,3.11,20,8.89,198,88.0,08038
8,39,277,5,1.81,39,14.08,233,84.12,08039
8,40,241,5,2.07,31,12.86,205,85.06,08040
8,41,232,3,1.29,28,12.07,201,86.64,08041
8,42,230,3,1.3,26,11.3,201,87.39,08042
8,43,193,3,1.55,32,16.58,158,81.87,08043
8,44,273,12,4.4,35,12.82,226,82.78,08044
8,45,201,5,2.49,24,11.94,172,85.57,08045
8,46,168,2,1.19,33,19.64,133,79.17,08046
8,47,250,7,2.8,47,18.8,196,78.4,08047
8,48,243,5,2.06,29,11.93,209,86.01,08048
8,49,264,9,3.41,34,12.88,221,83.71,08049
8,50,238,9,3.78,30,12.61,199,83.61,08050
8,51,226,2,0.88,25,11.06,199,88.05,08051
8,52,266,9,3.38,32,12.03,225,84.59,08052
8,53,273,2,0.73,42,15.38,229,83.88,08053
8,54,246,7,2.85,27,10.98,212,86.18,08054
8,55,206,6,2.91,27,13.11,173,83.98,08055
8,56,192,2,1.04,30,15.63,160,83.33,08056
8,57,263,11,4.18,34,12.93,218,82.89,08057
8,58,268,7,2.61,33,12.31,228,85.07,08058
8,59,220,4,1.82,31,14.09,185,84.09,08059
8,60,271,8,2.95,42,15.5,221,81.55,08060
8,61,194,8,4.12,24,12.37,162,83.51,08061
8,62,321,6,1.87,36,11.21,279,86.92,08062
8,63,277,3,1.08,34,12.27,240,86.64,08063
8,64,133,3,2.26,20,15.04,110,82.71,08064
8,65,257,2,0.78,36,14.01,219,85.21,08065
8,66,301,8,2.66,46,15.28,247,82.06,08066
9,1,275,4,1.45,80,29.09,191,69.45,09001
9,2,278,7,2.52,144,51.8,127,45.68,09002
9,3,160,10,6.25,55,34.38,95,59.38,09003
9,4,276,5,1.81,60,21.74,211,76.45,09004
9,5,239,6,2.51,75,31.38,158,66.11,09005
9,6,237,6,2.53,64,27.0,167,70.46,09006
9,7,211,7,3.32,58,27.49,146,69.19,09007
9,8,166,3,1.81,49,29.52,114,68.67,09008
9,9,286,3,1.05,94,32.87,189,66.08,09009
9,10,204,4,1.96,48,23.53,152,74.51,09010
9,11,149,8,5.37,55,36.91,86,57.72,09011
9,12,222,2,0.9,65,29.28,155,69.82,09012
9,13,310,6,1.94,90,29.03,214,69.03,09013
9,14,338,8,2.37,49,14.5,281,83.14,09014
9,15,94,2,2.13,23,24.47,69,73.4,09015
9,16,232,12,5.17,72,31.03,148,63.79,09016
9,17,186,6,3.23,48,25.81,132,70.97,09017
9,18,219,8,3.65,44,20.09,167,76.26,09018
9,19,269,6,2.23,84,31.23,179,66.54,09019
9,20,289,5,1.73,84,29.07,200,69.2,09020
9,21,165,4,2.42,43,26.06,118,71.52,09021
9,22,286,9,3.15,94,32.87,183,63.99,09022
9,23,155,3,1.94,47,30.32,105,67.74,09023
9,24,104,2,1.92,35,33.65,67,64.42,09024
9,25,108,4,3.7,41,37.96,63,58.33,09025
9,26,135,5,3.7,23,17.04,107,79.26,09026
9,27,138,6,4.35,39,28.26,93,67.39,09027
9,28,140,14,10.0,57,40.71,69,49.29,09028
9,29,206,10,4.85,51,24.76,145,70.39,09029
9,30,252,9,3.57,71,28.17,172,68.25,09030
9,31,184,5,2.72,67,36.41,112,60.87,09031
9,32,239,4,1.67,79,33.05,156,65.27,09032
9,33,154,10,6.49,49,31.82,95,61.69,09033
9,34,183,9,4.92,61,33.33,113,61.75,09034
9,35,233,3,1.29,63,27.04,167,71.67,09035
9,36,118,11,9.32,39,33.05,68,57.63,09036
9,37,227,41,18.06,119,52.42,67,29.52,09037
9,38,225,6,2.67,77,34.22,142,63.11,09038
9,39,217,2,0.92,48,22.12,167,76.96,09039
9,40,266,5,1.88,84,31.58,177,66.54,09040
9,41,302,5,1.66,49,16.23,248,82.12,09041
9,42,157,11,7.01,55,35.03,91,57.96,09042
9,43,165,6,3.64,40,24.24,119,72.12,09043
9,44,172,6,3.49,48,27.91,118,68.6,09044
9,45,275,11,4.0,85,30.91,179,65.09,09045
9,46,192,8,4.17,73,38.02,111,57.81,09046
9,47,128,5,3.91,33,25.78,90,70.31,09047
9,48,276,4,1.45,88,31.88,184,66.67,09048
9,49,85,2,2.35,26,30.59,57,67.06,09049
9,50,275,4,1.45,75,27.27,196,71.27,09050
9,51,167,6,3.59,44,26.35,117,70.06,09051
9,52,251,1,0.4,67,26.69,183,72.91,09052
10,1,142,23,16.2,47,33.1,72,50.7,10001
10,2,107,36,33.64,59,55.14,12,11.21,10002
10,3,120,26,21.67,89,74.17,5,4.17,10003
10,4,113,21,18.58,58,51.33,34,30.09,10004
10,5,132,31,23.48,84,63.64,17,12.88,10005
10,6,264,9,3.41,66,25.0,189,71.59,10006
10,7,38,6,15.79,17,44.74,15,39.47,10007
10,8,140,35,25.0,85,60.71,20,14.29,10008
10,9,156,44,28.21,100,64.1,12,7.69,10009
10,10,184,4,2.17,39,21.2,141,76.63,10010
10,11,140,36,25.71,85,60.71,19,13.57,10011
10,12,124,33,26.61,75,60.48,16,12.9,10012
10,13,218,56,25.69,130,59.63,32,14.68,10013
10,14,34,4,11.76,12,35.29,18,52.94,10014
10,15,74,21,28.38,44,59.46,9,12.16,10015
10,16,173,41,23.7,110,63.58,22,12.72,10016
10,17,113,27,23.89,79,69.91,7,6.19,10017
10,18,100,16,16.0,43,43.0,41,41.0,10018
10,19,238,58,24.37,154,64.71,26,10.92,10019
10,20,251,66,26.29,165,65.74,20,7.97,10020
10,21,119,29,24.37,80,67.23,10,8.4,10021
10,22,38,10,26.32,22,57.89,6,15.79,10022
10,23,118,27,22.88,61,51.69,30,25.42,10023
