ward,precinct,total,"CONSTANCE A. """"CONNIE"""" HOWARD","CONSTANCE A. """"CONNIE"""" HOWARD Percent",precinct_id
18,29,139,139,100.0,18029
18,30,208,208,100.0,18030
18,31,126,126,100.0,18031
18,32,194,194,100.0,18032
18,33,134,134,100.0,18033
18,34,295,295,100.0,18034
18,35,223,223,100.0,18035
18,36,93,93,100.0,18036
18,37,104,104,100.0,18037
18,38,216,216,100.0,18038
18,39,166,166,100.0,18039
18,40,223,223,100.0,18040
18,41,152,152,100.0,18041
18,42,137,137,100.0,18042
18,43,123,123,100.0,18043
18,44,199,199,100.0,18044
18,45,191,191,100.0,18045
18,46,161,161,100.0,18046
18,47,214,214,100.0,18047
18,48,98,98,100.0,18048
18,49,92,92,100.0,18049
18,50,152,152,100.0,18050
18,51,145,145,100.0,18051
18,52,145,145,100.0,18052
18,53,181,181,100.0,18053
18,54,217,217,100.0,18054
18,55,211,211,100.0,18055
18,56,166,166,100.0,18056
18,57,187,187,100.0,18057
18,58,121,121,100.0,18058
18,59,169,169,100.0,18059
18,60,137,137,100.0,18060
18,61,170,170,100.0,18061
18,62,130,130,100.0,18062
18,63,74,74,100.0,18063
19,28,301,301,100.0,19028
19,43,221,221,100.0,19043
19,48,260,260,100.0,19048
19,50,205,205,100.0,19050
19,60,217,217,100.0,19060
20,1,129,129,100.0,20001
20,2,116,116,100.0,20002
20,3,143,143,100.0,20003
20,5,89,89,100.0,20005
20,6,133,133,100.0,20006
20,7,63,63,100.0,20007
20,9,101,101,100.0,20009
20,10,166,166,100.0,20010
20,11,72,72,100.0,20011
20,12,111,111,100.0,20012
20,13,55,55,100.0,20013
20,14,166,166,100.0,20014
20,16,59,59,100.0,20016
20,17,96,96,100.0,20017
20,18,174,174,100.0,20018
20,19,111,111,100.0,20019
20,20,109,109,100.0,20020
20,22,125,125,100.0,20022
20,23,105,105,100.0,20023
20,24,175,175,100.0,20024
20,25,74,74,100.0,20025
20,26,212,212,100.0,20026
20,28,143,143,100.0,20028
20,29,106,106,100.0,20029
20,30,136,136,100.0,20030
20,32,181,181,100.0,20032
20,33,153,153,100.0,20033
20,34,180,180,100.0,20034
20,35,81,81,100.0,20035
20,36,124,124,100.0,20036
20,37,89,89,100.0,20037
20,38,186,186,100.0,20038
20,39,114,114,100.0,20039
20,40,107,107,100.0,20040
20,41,28,28,100.0,20041
20,42,40,40,100.0,20042
20,43,179,179,100.0,20043
20,44,135,135,100.0,20044
20,45,32,32,100.0,20045
20,46,69,69,100.0,20046
20,47,95,95,100.0,20047
20,49,93,93,100.0,20049
20,50,72,72,100.0,20050
20,51,117,117,100.0,20051
20,52,30,30,100.0,20052
21,1,257,257,100.0,21001
21,2,104,104,100.0,21002
21,3,267,267,100.0,21003
21,4,253,253,100.0,21004
21,5,177,177,100.0,21005
21,6,154,154,100.0,21006
21,7,201,201,100.0,21007
21,8,185,185,100.0,21008
21,9,171,171,100.0,21009
21,10,128,128,100.0,21010
21,11,181,181,100.0,21011
21,12,181,181,100.0,21012
21,13,102,102,100.0,21013
21,14,172,172,100.0,21014
21,15,127,127,100.0,21015
21,16,76,76,100.0,21016
21,17,108,108,100.0,21017
21,18,200,200,100.0,21018
21,19,161,161,100.0,21019
21,20,49,49,100.0,21020
21,21,202,202,100.0,21021
21,22,194,194,100.0,21022
21,23,165,165,100.0,21023
21,24,206,206,100.0,21024
21,25,152,152,100.0,21025
21,26,143,143,100.0,21026
21,27,219,219,100.0,21027
21,28,161,161,100.0,21028
21,29,146,146,100.0,21029
21,30,93,93,100.0,21030
21,31,261,261,100.0,21031
21,33,185,185,100.0,21033
21,34,226,226,100.0,21034
21,35,125,125,100.0,21035
21,36,216,216,100.0,21036
21,37,120,120,100.0,21037
21,38,167,167,100.0,21038
21,39,137,137,100.0,21039
21,40,194,194,100.0,21040
21,41,135,135,100.0,21041
21,42,215,215,100.0,21042
21,43,169,169,100.0,21043
21,44,164,164,100.0,21044
21,45,145,145,100.0,21045
21,46,134,134,100.0,21046
21,47,264,264,100.0,21047
21,48,245,245,100.0,21048
21,49,220,220,100.0,21049
21,50,171,171,100.0,21050
21,51,193,193,100.0,21051
21,52,196,196,100.0,21052
21,53,163,163,100.0,21053
21,54,183,183,100.0,21054
21,55,195,195,100.0,21055
21,56,99,99,100.0,21056
21,57,108,108,100.0,21057
21,58,132,132,100.0,21058
21,59,240,240,100.0,21059
21,60,74,74,100.0,21060
21,61,200,200,100.0,21061
21,62,212,212,100.0,21062
21,63,185,185,100.0,21063
21,64,116,116,100.0,21064
21,65,169,169,100.0,21065
21,66,159,159,100.0,21066
21,67,138,138,100.0,21067
21,69,117,117,100.0,21069
21,70,111,111,100.0,21070
34,32,4,4,100.0,34032
34,33,131,131,100.0,34033
34,44,36,36,100.0,34044
34,47,95,95,100.0,34047
34,51,274,274,100.0,34051
