ward,precinct,total,NOREEN VALERIA LOVE,NOREEN VALERIA LOVE Percent,"JAMES C. MURRAY, JR.","JAMES C. MURRAY, JR. Percent",precinct_id
39,41,27,13,48.15,14,51.85,39041
39,42,125,32,25.6,93,74.4,39042
39,43,114,58,50.88,56,49.12,39043
39,44,154,84,54.55,70,45.45,39044
39,45,133,73,54.89,60,45.11,39045
39,46,120,57,47.5,63,52.5,39046
39,47,96,31,32.29,65,67.71,39047
39,48,104,51,49.04,53,50.96,39048
39,49,84,34,40.48,50,59.52,39049
39,50,135,50,37.04,85,62.96,39050
40,1,88,38,43.18,50,56.82,40001
40,2,89,41,46.07,48,53.93,40002
40,3,90,52,57.78,38,42.22,40003
40,4,128,68,53.13,60,46.88,40004
40,5,110,57,51.82,53,48.18,40005
40,6,93,44,47.31,49,52.69,40006
40,7,92,47,51.09,45,48.91,40007
40,8,128,60,46.88,68,53.13,40008
40,9,74,30,40.54,44,59.46,40009
40,10,144,60,41.67,84,58.33,40010
40,11,90,39,43.33,51,56.67,40011
40,12,99,40,40.4,59,59.6,40012
40,13,98,56,57.14,42,42.86,40013
40,14,88,50,56.82,38,43.18,40014
40,15,134,70,52.24,64,47.76,40015
40,16,90,33,36.67,57,63.33,40016
40,17,67,35,52.24,32,47.76,40017
40,18,102,54,52.94,48,47.06,40018
40,19,97,47,48.45,50,51.55,40019
40,20,86,38,44.19,48,55.81,40020
40,21,110,57,51.82,53,48.18,40021
40,22,67,34,50.75,33,49.25,40022
40,23,121,67,55.37,54,44.63,40023
40,24,79,24,30.38,55,69.62,40024
40,25,94,36,38.3,58,61.7,40025
40,26,132,59,44.7,73,55.3,40026
40,27,183,86,46.99,97,53.01,40027
40,28,118,62,52.54,56,47.46,40028
40,29,169,57,33.73,112,66.27,40029
40,30,167,59,35.33,108,64.67,40030
40,31,130,39,30.0,91,70.0,40031
40,32,87,35,40.23,52,59.77,40032
40,33,105,57,54.29,48,45.71,40033
40,34,97,45,46.39,52,53.61,40034
40,35,132,71,53.79,61,46.21,40035
40,36,119,48,40.34,71,59.66,40036
40,37,138,59,42.75,79,57.25,40037
40,38,64,32,50.0,32,50.0,40038
40,39,82,31,37.8,51,62.2,40039
40,40,75,35,46.67,40,53.33,40040
40,41,112,56,50.0,56,50.0,40041
40,42,151,72,47.68,79,52.32,40042
40,43,110,63,57.27,47,42.73,40043
40,44,97,54,55.67,43,44.33,40044
40,45,188,91,48.4,97,51.6,40045
40,46,123,64,52.03,59,47.97,40046
40,47,111,62,55.86,49,44.14,40047
41,1,116,48,41.38,68,58.62,41001
41,2,193,68,35.23,125,64.77,41002
41,3,168,79,47.02,89,52.98,41003
41,4,163,57,34.97,106,65.03,41004
41,5,122,47,38.52,75,61.48,41005
41,6,139,42,30.22,97,69.78,41006
41,7,200,81,40.5,119,59.5,41007
41,8,143,50,34.97,93,65.03,41008
41,9,143,61,42.66,82,57.34,41009
41,10,152,53,34.87,99,65.13,41010
41,11,121,43,35.54,78,64.46,41011
41,12,158,82,51.9,76,48.1,41012
41,13,135,50,37.04,85,62.96,41013
41,14,183,72,39.34,111,60.66,41014
41,15,94,46,48.94,48,51.06,41015
41,16,152,58,38.16,94,61.84,41016
41,17,166,63,37.95,103,62.05,41017
41,18,106,45,42.45,61,57.55,41018
41,19,192,78,40.63,114,59.38,41019
41,20,191,74,38.74,117,61.26,41020
41,21,106,44,41.51,62,58.49,41021
41,22,160,58,36.25,102,63.75,41022
41,23,154,85,55.19,69,44.81,41023
41,24,142,53,37.32,89,62.68,41024
41,25,67,27,40.3,40,59.7,41025
41,26,76,31,40.79,45,59.21,41026
41,27,66,34,51.52,32,48.48,41027
41,28,61,30,49.18,31,50.82,41028
41,29,41,22,53.66,19,46.34,41029
41,30,140,48,34.29,92,65.71,41030
41,31,160,67,41.88,93,58.13,41031
41,32,105,47,44.76,58,55.24,41032
41,33,141,59,41.84,82,58.16,41033
41,34,126,46,36.51,80,63.49,41034
41,35,129,61,47.29,68,52.71,41035
41,36,136,59,43.38,77,56.62,41036
41,37,155,63,40.65,92,59.35,41037
41,38,92,49,53.26,43,46.74,41038
41,39,144,54,37.5,90,62.5,41039
41,40,122,45,36.89,77,63.11,41040
41,41,110,35,31.82,75,68.18,41041
41,42,138,47,34.06,91,65.94,41042
41,43,129,52,40.31,77,59.69,41043
41,44,116,49,42.24,67,57.76,41044
41,45,115,58,50.43,57,49.57,41045
41,46,134,55,41.04,79,58.96,41046
41,47,149,48,32.21,101,67.79,41047
41,48,92,42,45.65,50,54.35,41048
41,49,130,52,40.0,78,60.0,41049
41,50,154,64,41.56,90,58.44,41050
41,51,79,32,40.51,47,59.49,41051
41,52,163,56,34.36,107,65.64,41052
41,53,132,50,37.88,82,62.12,41053
41,54,131,37,28.24,94,71.76,41054
41,55,115,59,51.3,56,48.7,41055
41,56,158,55,34.81,103,65.19,41056
41,57,132,58,43.94,74,56.06,41057
41,58,98,35,35.71,63,64.29,41058
41,59,145,49,33.79,96,66.21,41059
41,60,112,54,48.21,58,51.79,41060
41,61,201,64,31.84,137,68.16,41061
41,62,147,65,44.22,82,55.78,41062
41,63,135,38,28.15,97,71.85,41063
41,64,140,47,33.57,93,66.43,41064
41,65,121,49,40.5,72,59.5,41065
41,66,161,52,32.3,109,67.7,41066
42,1,120,59,49.17,61,50.83,42001
42,2,68,40,58.82,28,41.18,42002
42,3,68,39,57.35,29,42.65,42003
42,4,89,42,47.19,47,52.81,42004
42,5,100,44,44.0,56,56.0,42005
42,6,222,107,48.2,115,51.8,42006
42,7,98,41,41.84,57,58.16,42007
42,8,128,47,36.72,81,63.28,42008
42,9,110,54,49.09,56,50.91,42009
42,10,97,31,31.96,66,68.04,42010
42,11,90,40,44.44,50,55.56,42011
42,12,86,37,43.02,49,56.98,42012
42,13,221,106,47.96,115,52.04,42013
42,14,87,43,49.43,44,50.57,42014
42,15,119,45,37.82,74,62.18,42015
42,16,157,74,47.13,83,52.87,42016
42,17,78,36,46.15,42,53.85,42017
42,18,219,118,53.88,101,46.12,42018
42,19,104,50,48.08,54,51.92,42019
42,20,62,37,59.68,25,40.32,42020
42,21,85,43,50.59,42,49.41,42021
42,22,58,30,51.72,28,48.28,42022
42,23,121,42,34.71,79,65.29,42023
42,24,101,46,45.54,55,54.46,42024
42,25,106,56,52.83,50,47.17,42025
42,26,93,46,49.46,47,50.54,42026
42,27,145,68,46.9,77,53.1,42027
42,28,123,58,47.15,65,52.85,42028
42,29,116,48,41.38,68,58.62,42029
42,30,113,50,44.25,63,55.75,42030
42,31,44,26,59.09,18,40.91,42031
42,32,99,43,43.43,56,56.57,42032
42,33,170,65,38.24,105,61.76,42033
42,34,94,53,56.38,41,43.62,42034
42,35,80,34,42.5,46,57.5,42035
42,36,127,67,52.76,60,47.24,42036
42,37,92,38,41.3,54,58.7,42037
42,38,94,32,34.04,62,65.96,42038
42,39,143,66,46.15,77,53.85,42039
42,40,68,28,41.18,40,58.82,42040
42,41,85,46,54.12,39,45.88,42041
42,42,88,43,48.86,45,51.14,42042
42,43,109,38,34.86,71,65.14,42043
42,44,102,47,46.08,55,53.92,42044
42,45,80,32,40.0,48,60.0,42045
42,46,71,40,56.34,31,43.66,42046
42,47,69,33,47.83,36,52.17,42047
42,48,58,27,46.55,31,53.45,42048
42,49,122,72,59.02,50,40.98,42049
42,50,100,54,54.0,46,46.0,42050
42,51,84,47,55.95,37,44.05,42051
42,52,72,39,54.17,33,45.83,42052
42,53,75,37,49.33,38,50.67,42053
42,54,62,35,56.45,27,43.55,42054
42,55,100,49,49.0,51,51.0,42055
42,56,63,24,38.1,39,61.9,42056
42,57,76,39,51.32,37,48.68,42057
42,58,173,95,54.91,78,45.09,42058
42,59,72,43,59.72,29,40.28,42059
42,60,46,22,47.83,24,52.17,42060
42,61,39,16,41.03,23,58.97,42061
42,62,63,29,46.03,34,53.97,42062
42,63,81,42,51.85,39,48.15,42063
42,64,42,25,59.52,17,40.48,42064
42,65,66,27,40.91,39,59.09,42065
42,66,59,35,59.32,24,40.68,42066
42,67,167,103,61.68,64,38.32,42067
42,68,86,43,50.0,43,50.0,42068
43,1,72,27,37.5,45,62.5,43001
43,2,53,19,35.85,34,64.15,43002
43,3,82,39,47.56,43,52.44,43003
43,4,88,31,35.23,57,64.77,43004
43,5,95,36,37.89,59,62.11,43005
43,6,87,41,47.13,46,52.87,43006
43,7,74,34,45.95,40,54.05,43007
43,8,96,42,43.75,54,56.25,43008
43,9,66,32,48.48,34,51.52,43009
43,10,66,32,48.48,34,51.52,43010
43,11,63,26,41.27,37,58.73,43011
43,12,119,61,51.26,58,48.74,43012
43,13,59,33,55.93,26,44.07,43013
43,14,86,42,48.84,44,51.16,43014
43,15,100,37,37.0,63,63.0,43015
43,16,90,33,36.67,57,63.33,43016
43,17,108,56,51.85,52,48.15,43017
43,18,143,62,43.36,81,56.64,43018
43,19,105,47,44.76,58,55.24,43019
43,20,129,60,46.51,69,53.49,43020
43,21,53,25,47.17,28,52.83,43021
43,22,67,30,44.78,37,55.22,43022
43,23,103,50,48.54,53,51.46,43023
43,24,74,37,50.0,37,50.0,43024
43,25,116,57,49.14,59,50.86,43025
43,26,92,44,47.83,48,52.17,43026
43,27,74,35,47.3,39,52.7,43027
43,28,64,27,42.19,37,57.81,43028
43,29,60,22,36.67,38,63.33,43029
43,30,74,27,36.49,47,63.51,43030
43,31,100,45,45.0,55,55.0,43031
43,32,68,33,48.53,35,51.47,43032
43,33,50,20,40.0,30,60.0,43033
43,34,53,24,45.28,29,54.72,43034
43,35,101,42,41.58,59,58.42,43035
43,36,88,38,43.18,50,56.82,43036
43,37,73,36,49.32,37,50.68,43037
43,38,77,40,51.95,37,48.05,43038
43,39,66,36,54.55,30,45.45,43039
43,40,121,65,53.72,56,46.28,43040
43,41,83,41,49.4,42,50.6,43041
43,42,96,46,47.92,50,52.08,43042
43,43,75,36,48.0,39,52.0,43043
43,44,100,56,56.0,44,44.0,43044
43,45,73,33,45.21,40,54.79,43045
43,46,130,39,30.0,91,70.0,43046
43,47,104,53,50.96,51,49.04,43047
43,48,83,37,44.58,46,55.42,43048
43,49,70,30,42.86,40,57.14,43049
43,50,77,32,41.56,45,58.44,43050
43,51,70,28,40.0,42,60.0,43051
43,52,128,52,40.63,76,59.38,43052
43,53,97,43,44.33,54,55.67,43053
43,54,42,19,45.24,23,54.76,43054
43,55,95,53,55.79,42,44.21,43055
43,56,79,40,50.63,39,49.37,43056
43,57,41,21,51.22,20,48.78,43057
43,58,79,33,41.77,46,58.23,43058
43,59,119,49,41.18,70,58.82,43059
43,60,75,30,40.0,45,60.0,43060
44,1,126,68,53.97,58,46.03,44001
44,2,77,41,53.25,36,46.75,44002
44,3,140,61,43.57,79,56.43,44003
44,4,126,48,38.1,78,61.9,44004
44,5,102,49,48.04,53,51.96,44005
44,6,96,51,53.13,45,46.88,44006
44,7,116,45,38.79,71,61.21,44007
44,8,117,55,47.01,62,52.99,44008
44,9,124,55,44.35,69,55.65,44009
44,10,105,68,64.76,37,35.24,44010
44,11,101,44,43.56,57,56.44,44011
44,12,87,48,55.17,39,44.83,44012
44,13,111,64,57.66,47,42.34,44013
44,14,120,55,45.83,65,54.17,44014
44,15,120,63,52.5,57,47.5,44015
44,16,86,34,39.53,52,60.47,44016
44,17,130,60,46.15,70,53.85,44017
44,18,40,20,50.0,20,50.0,44018
44,19,68,35,51.47,33,48.53,44019
44,20,115,65,56.52,50,43.48,44020
44,21,105,57,54.29,48,45.71,44021
44,22,104,54,51.92,50,48.08,44022
44,23,89,49,55.06,40,44.94,44023
44,24,74,33,44.59,41,55.41,44024
44,25,116,62,53.45,54,46.55,44025
44,26,68,44,64.71,24,35.29,44026
44,27,112,59,52.68,53,47.32,44027
44,28,78,49,62.82,29,37.18,44028
44,29,104,54,51.92,50,48.08,44029
44,30,76,42,55.26,34,44.74,44030
44,31,120,54,45.0,66,55.0,44031
44,32,65,40,61.54,25,38.46,44032
44,33,125,69,55.2,56,44.8,44033
44,34,76,48,63.16,28,36.84,44034
44,35,115,63,54.78,52,45.22,44035
44,36,111,57,51.35,54,48.65,44036
44,37,158,84,53.16,74,46.84,44037
44,38,123,60,48.78,63,51.22,44038
44,39,120,54,45.0,66,55.0,44039
44,40,106,53,50.0,53,50.0,44040
44,41,112,62,55.36,50,44.64,44041
44,42,103,48,46.6,55,53.4,44042
44,43,115,52,45.22,63,54.78,44043
44,44,162,90,55.56,72,44.44,44044
44,45,52,25,48.08,27,51.92,44045
44,46,78,37,47.44,41,52.56,44046
44,47,103,49,47.57,54,52.43,44047
44,48,94,35,37.23,59,62.77,44048
44,49,91,46,50.55,45,49.45,44049
44,50,98,54,55.1,44,44.9,44050
45,1,117,47,40.17,70,59.83,45001
45,2,160,46,28.75,114,71.25,45002
45,3,286,64,22.38,222,77.62,45003
45,4,144,43,29.86,101,70.14,45004
45,5,96,32,33.33,64,66.67,45005
45,6,147,50,34.01,97,65.99,45006
45,7,157,70,44.59,87,55.41,45007
45,8,143,47,32.87,96,67.13,45008
45,9,197,82,41.62,115,58.38,45009
45,10,193,83,43.01,110,56.99,45010
45,11,160,66,41.25,94,58.75,45011
45,12,165,68,41.21,97,58.79,45012
45,13,188,74,39.36,114,60.64,45013
45,14,201,95,47.26,106,52.74,45014
45,15,198,77,38.89,121,61.11,45015
45,16,185,95,51.35,90,48.65,45016
45,17,146,60,41.1,86,58.9,45017
45,18,156,60,38.46,96,61.54,45018
45,19,234,70,29.91,164,70.09,45019
45,20,176,65,36.93,111,63.07,45020
45,21,156,61,39.1,95,60.9,45021
45,22,125,60,48.0,65,52.0,45022
45,23,160,54,33.75,106,66.25,45023
45,24,202,89,44.06,113,55.94,45024
45,25,143,49,34.27,94,65.73,45025
45,26,171,84,49.12,87,50.88,45026
45,27,153,63,41.18,90,58.82,45027
45,28,194,62,31.96,132,68.04,45028
45,29,175,61,34.86,114,65.14,45029
45,30,191,68,35.6,123,64.4,45030
45,31,156,70,44.87,86,55.13,45031
45,32,135,57,42.22,78,57.78,45032
45,33,194,69,35.57,125,64.43,45033
45,34,138,56,40.58,82,59.42,45034
45,35,145,47,32.41,98,67.59,45035
45,36,192,66,34.38,126,65.63,45036
45,37,142,67,47.18,75,52.82,45037
45,38,242,87,35.95,155,64.05,45038
45,39,197,91,46.19,106,53.81,45039
45,40,199,67,33.67,132,66.33,45040
45,41,133,47,35.34,86,64.66,45041
45,42,182,58,31.87,124,68.13,45042
45,43,145,63,43.45,82,56.55,45043
45,44,187,54,28.88,133,71.12,45044
45,45,125,50,40.0,75,60.0,45045
45,46,167,76,45.51,91,54.49,45046
45,47,171,76,44.44,95,55.56,45047
45,48,134,58,43.28,76,56.72,45048
45,49,156,71,45.51,85,54.49,45049
45,50,143,62,43.36,81,56.64,45050
45,51,169,62,36.69,107,63.31,45051
45,52,142,47,33.1,95,66.9,45052
45,53,163,59,36.2,104,63.8,45053
45,54,182,77,42.31,105,57.69,45054
45,55,126,57,45.24,69,54.76,45055
45,56,128,60,46.88,68,53.13,45056
45,57,161,52,32.3,109,67.7,45057
45,58,84,28,33.33,56,66.67,45058
46,1,232,137,59.05,95,40.95,46001
46,2,84,55,65.48,29,34.52,46002
46,3,147,91,61.9,56,38.1,46003
46,4,100,59,59.0,41,41.0,46004
46,5,86,53,61.63,33,38.37,46005
46,6,100,64,64.0,36,36.0,46006
46,7,173,98,56.65,75,43.35,46007
46,8,127,76,59.84,51,40.16,46008
46,9,109,67,61.47,42,38.53,46009
46,10,121,74,61.16,47,38.84,46010
46,11,131,79,60.31,52,39.69,46011
46,12,113,57,50.44,56,49.56,46012
46,13,141,88,62.41,53,37.59,46013
46,14,70,46,65.71,24,34.29,46014
46,15,105,65,61.9,40,38.1,46015
46,16,181,109,60.22,72,39.78,46016
46,17,171,81,47.37,90,52.63,46017
46,18,150,79,52.67,71,47.33,46018
46,19,123,85,69.11,38,30.89,46019
46,20,127,74,58.27,53,41.73,46020
46,21,36,23,63.89,13,36.11,46021
46,22,85,42,49.41,43,50.59,46022
46,23,96,55,57.29,41,42.71,46023
46,24,96,62,64.58,34,35.42,46024
46,25,90,52,57.78,38,42.22,46025
46,26,109,62,56.88,47,43.12,46026
46,27,129,77,59.69,52,40.31,46027
46,28,106,63,59.43,43,40.57,46028
46,29,132,81,61.36,51,38.64,46029
46,30,165,118,71.52,47,28.48,46030
46,31,137,86,62.77,51,37.23,46031
46,32,159,94,59.12,65,40.88,46032
46,33,144,89,61.81,55,38.19,46033
46,34,155,95,61.29,60,38.71,46034
46,35,137,70,51.09,67,48.91,46035
46,36,160,94,58.75,66,41.25,46036
46,37,163,95,58.28,68,41.72,46037
46,38,90,39,43.33,51,56.67,46038
46,39,135,77,57.04,58,42.96,46039
47,1,88,45,51.14,43,48.86,47001
47,2,227,87,38.33,140,61.67,47002
47,3,144,65,45.14,79,54.86,47003
47,4,193,88,45.6,105,54.4,47004
47,5,123,66,53.66,57,46.34,47005
47,6,185,87,47.03,98,52.97,47006
47,7,143,73,51.05,70,48.95,47007
47,8,181,115,63.54,66,36.46,47008
47,9,166,66,39.76,100,60.24,47009
47,10,140,82,58.57,58,41.43,47010
47,11,218,119,54.59,99,45.41,47011
47,12,161,86,53.42,75,46.58,47012
47,13,258,143,55.43,115,44.57,47013
47,14,218,87,39.91,131,60.09,47014
47,15,117,57,48.72,60,51.28,47015
47,16,102,46,45.1,56,54.9,47016
47,17,181,89,49.17,92,50.83,47017
47,18,146,95,65.07,51,34.93,47018
47,19,181,82,45.3,99,54.7,47019
47,20,139,70,50.36,69,49.64,47020
47,21,99,74,74.75,25,25.25,47021
47,22,110,60,54.55,50,45.45,47022
47,23,63,38,60.32,25,39.68,47023
47,24,100,64,64.0,36,36.0,47024
47,25,128,69,53.91,59,46.09,47025
47,26,199,125,62.81,74,37.19,47026
47,27,136,73,53.68,63,46.32,47027
47,28,195,91,46.67,104,53.33,47028
47,29,149,79,53.02,70,46.98,47029
47,30,81,48,59.26,33,40.74,47030
47,31,144,72,50.0,72,50.0,47031
47,32,180,103,57.22,77,42.78,47032
47,33,138,65,47.1,73,52.9,47033
47,34,149,77,51.68,72,48.32,47034
47,35,189,90,47.62,99,52.38,47035
47,36,167,93,55.69,74,44.31,47036
47,37,157,84,53.5,73,46.5,47037
47,38,168,97,57.74,71,42.26,47038
47,39,144,84,58.33,60,41.67,47039
47,40,119,55,46.22,64,53.78,47040
47,41,84,53,63.1,31,36.9,47041
47,42,167,85,50.9,82,49.1,47042
47,43,175,89,50.86,86,49.14,47043
47,44,125,56,44.8,69,55.2,47044
47,45,160,92,57.5,68,42.5,47045
48,1,141,76,53.9,65,46.1,48001
48,2,111,56,50.45,55,49.55,48002
48,3,139,79,56.83,60,43.17,48003
48,4,136,76,55.88,60,44.12,48004
48,5,126,43,34.13,83,65.87,48005
48,6,172,89,51.74,83,48.26,48006
48,7,136,69,50.74,67,49.26,48007
48,8,95,48,50.53,47,49.47,48008
48,9,115,60,52.17,55,47.83,48009
48,10,72,43,59.72,29,40.28,48010
48,11,149,74,49.66,75,50.34,48011
48,12,94,48,51.06,46,48.94,48012
48,13,106,56,52.83,50,47.17,48013
48,14,197,84,42.64,113,57.36,48014
48,15,86,38,44.19,48,55.81,48015
48,16,88,44,50.0,44,50.0,48016
48,17,94,51,54.26,43,45.74,48017
48,18,77,44,57.14,33,42.86,48018
48,19,131,59,45.04,72,54.96,48019
48,20,116,50,43.1,66,56.9,48020
48,21,177,108,61.02,69,38.98,48021
48,22,191,96,50.26,95,49.74,48022
48,23,122,55,45.08,67,54.92,48023
48,24,123,75,60.98,48,39.02,48024
48,25,112,63,56.25,49,43.75,48025
48,26,130,62,47.69,68,52.31,48026
48,27,76,45,59.21,31,40.79,48027
48,28,107,51,47.66,56,52.34,48028
48,29,129,59,45.74,70,54.26,48029
48,30,83,35,42.17,48,57.83,48030
48,31,119,65,54.62,54,45.38,48031
48,32,111,79,71.17,32,28.83,48032
48,33,107,55,51.4,52,48.6,48033
48,34,134,64,47.76,70,52.24,48034
48,35,123,70,56.91,53,43.09,48035
48,36,111,53,47.75,58,52.25,48036
48,37,112,72,64.29,40,35.71,48037
48,38,158,64,40.51,94,59.49,48038
48,39,103,60,58.25,43,41.75,48039
48,40,126,77,61.11,49,38.89,48040
48,41,62,37,59.68,25,40.32,48041
48,42,136,85,62.5,51,37.5,48042
48,43,84,40,47.62,44,52.38,48043
48,44,109,68,62.39,41,37.61,48044
48,45,96,41,42.71,55,57.29,48045
48,46,68,40,58.82,28,41.18,48046
48,47,85,54,63.53,31,36.47,48047
48,48,86,49,56.98,37,43.02,48048
49,1,119,58,48.74,61,51.26,49001
49,2,149,79,53.02,70,46.98,49002
49,3,121,63,52.07,58,47.93,49003
49,4,84,42,50.0,42,50.0,49004
49,5,118,70,59.32,48,40.68,49005
49,6,99,59,59.6,40,40.4,49006
49,7,84,44,52.38,40,47.62,49007
49,8,120,61,50.83,59,49.17,49008
49,9,97,52,53.61,45,46.39,49009
49,10,162,77,47.53,85,52.47,49010
49,11,120,67,55.83,53,44.17,49011
49,12,83,45,54.22,38,45.78,49012
49,13,129,62,48.06,67,51.94,49013
49,14,97,47,48.45,50,51.55,49014
49,15,106,65,61.32,41,38.68,49015
49,16,111,59,53.15,52,46.85,49016
49,17,33,23,69.7,10,30.3,49017
49,18,102,56,54.9,46,45.1,49018
49,19,88,41,46.59,47,53.41,49019
49,20,140,80,57.14,60,42.86,49020
49,21,67,31,46.27,36,53.73,49021
49,22,133,79,59.4,54,40.6,49022
49,23,104,63,60.58,41,39.42,49023
49,24,140,89,63.57,51,36.43,49024
49,25,94,48,51.06,46,48.94,49025
49,26,157,88,56.05,69,43.95,49026
49,27,124,78,62.9,46,37.1,49027
49,28,122,74,60.66,48,39.34,49028
49,29,56,32,57.14,24,42.86,49029
49,30,93,54,58.06,39,41.94,49030
49,31,113,67,59.29,46,40.71,49031
49,32,112,56,50.0,56,50.0,49032
49,33,82,41,50.0,41,50.0,49033
49,34,72,46,63.89,26,36.11,49034
49,35,101,59,58.42,42,41.58,49035
49,36,79,50,63.29,29,36.71,49036
49,37,87,36,41.38,51,58.62,49037
50,1,102,59,57.84,43,42.16,50001
50,2,129,61,47.29,68,52.71,50002
50,3,105,55,52.38,50,47.62,50003
50,4,135,60,44.44,75,55.56,50004
50,5,123,53,43.09,70,56.91,50005
50,6,87,49,56.32,38,43.68,50006
50,7,164,77,46.95,87,53.05,50007
50,8,144,83,57.64,61,42.36,50008
50,9,93,52,55.91,41,44.09,50009
50,10,118,52,44.07,66,55.93,50010
50,11,103,58,56.31,45,43.69,50011
50,12,103,57,55.34,46,44.66,50012
50,13,88,42,47.73,46,52.27,50013
50,14,86,43,50.0,43,50.0,50014
50,15,151,86,56.95,65,43.05,50015
50,16,77,41,53.25,36,46.75,50016
50,17,112,64,57.14,48,42.86,50017
50,18,89,51,57.3,38,42.7,50018
50,19,108,63,58.33,45,41.67,50019
50,20,95,45,47.37,50,52.63,50020
50,21,141,83,58.87,58,41.13,50021
50,22,111,62,55.86,49,44.14,50022
50,23,88,55,62.5,33,37.5,50023
50,24,89,55,61.8,34,38.2,50024
50,25,125,58,46.4,67,53.6,50025
50,26,68,43,63.24,25,36.76,50026
50,27,53,34,64.15,19,35.85,50027
50,28,88,49,55.68,39,44.32,50028
50,29,113,63,55.75,50,44.25,50029
50,30,108,59,54.63,49,45.37,50030
50,31,69,44,63.77,25,36.23,50031
50,32,81,54,66.67,27,33.33,50032
50,33,66,24,36.36,42,63.64,50033
50,34,87,59,67.82,28,32.18,50034
50,35,138,73,52.9,65,47.1,50035
50,36,118,52,44.07,66,55.93,50036
50,37,153,83,54.25,70,45.75,50037
50,38,113,70,61.95,43,38.05,50038
50,39,117,65,55.56,52,44.44,50039
50,40,109,65,59.63,44,40.37,50040
50,41,147,78,53.06,69,46.94,50041
50,42,185,80,43.24,105,56.76,50042
50,43,135,57,42.22,78,57.78,50043
50,44,121,59,48.76,62,51.24,50044
50,45,135,62,45.93,73,54.07,50045
50,46,89,53,59.55,36,40.45,50046
