ward,precinct,total,NOREEN VALERIA LOVE,NOREEN VALERIA LOVE Percent,"JAMES C. MURRAY, JR.","JAMES C. MURRAY, JR. Percent",precinct_id
4,38,240,188,78.33,52,21.67,04038
4,39,87,65,74.71,22,25.29,04039
4,40,148,107,72.3,41,27.7,04040
4,41,126,105,83.33,21,16.67,04041
4,42,127,114,89.76,13,10.24,04042
4,43,99,74,74.75,25,25.25,04043
4,44,100,82,82.0,18,18.0,04044
4,45,340,288,84.71,52,15.29,04045
4,46,177,152,85.88,25,14.12,04046
4,47,220,175,79.55,45,20.45,04047
4,48,239,180,75.31,59,24.69,04048
4,49,40,28,70.0,12,30.0,04049
4,50,153,120,78.43,33,21.57,04050
4,51,202,148,73.27,54,26.73,04051
4,52,36,19,52.78,17,47.22,04052
4,53,23,12,52.17,11,47.83,04053
4,54,78,67,85.9,11,14.1,04054
4,55,88,70,79.55,18,20.45,04055
5,1,180,143,79.44,37,20.56,05001
5,2,166,120,72.29,46,27.71,05002
5,3,185,123,66.49,62,33.51,05003
5,4,227,157,69.16,70,30.84,05004
5,5,135,100,74.07,35,25.93,05005
5,6,182,128,70.33,54,29.67,05006
5,7,171,131,76.61,40,23.39,05007
5,8,151,88,58.28,63,41.72,05008
5,9,171,126,73.68,45,26.32,05009
5,10,113,76,67.26,37,32.74,05010
5,11,43,19,44.19,24,55.81,05011
5,12,159,101,63.52,58,36.48,05012
5,13,154,99,64.29,55,35.71,05013
5,14,110,67,60.91,43,39.09,05014
5,15,117,76,64.96,41,35.04,05015
5,16,131,93,70.99,38,29.01,05016
5,17,94,68,72.34,26,27.66,05017
5,18,109,68,62.39,41,37.61,05018
5,19,133,94,70.68,39,29.32,05019
5,20,106,71,66.98,35,33.02,05020
5,21,247,171,69.23,76,30.77,05021
5,22,188,131,69.68,57,30.32,05022
5,23,125,92,73.6,33,26.4,05023
5,24,148,90,60.81,58,39.19,05024
5,25,132,105,79.55,27,20.45,05025
5,26,103,75,72.82,28,27.18,05026
5,27,38,24,63.16,14,36.84,05027
5,28,198,134,67.68,64,32.32,05028
5,29,130,96,73.85,34,26.15,05029
5,30,85,45,52.94,40,47.06,05030
5,31,161,109,67.7,52,32.3,05031
5,32,244,173,70.9,71,29.1,05032
5,33,191,141,73.82,50,26.18,05033
5,34,91,60,65.93,31,34.07,05034
5,35,99,73,73.74,26,26.26,05035
5,36,187,128,68.45,59,31.55,05036
5,37,83,50,60.24,33,39.76,05037
5,38,170,106,62.35,64,37.65,05038
5,39,110,55,50.0,55,50.0,05039
5,40,140,79,56.43,61,43.57,05040
5,41,82,34,41.46,48,58.54,05041
5,42,150,115,76.67,35,23.33,05042
5,43,184,130,70.65,54,29.35,05043
5,44,162,110,67.9,52,32.1,05044
5,45,114,74,64.91,40,35.09,05045
5,46,130,88,67.69,42,32.31,05046
5,47,142,91,64.08,51,35.92,05047
5,48,113,78,69.03,35,30.97,05048
5,49,108,69,63.89,39,36.11,05049
5,50,113,81,71.68,32,28.32,05050
5,51,124,80,64.52,44,35.48,05051
5,52,98,66,67.35,32,32.65,05052
5,53,119,82,68.91,37,31.09,05053
5,54,106,86,81.13,20,18.87,05054
5,55,165,131,79.39,34,20.61,05055
5,56,95,61,64.21,34,35.79,05056
5,57,156,106,67.95,50,32.05,05057
5,58,104,71,68.27,33,31.73,05058
5,59,87,64,73.56,23,26.44,05059
6,1,258,129,50.0,129,50.0,06001
6,2,223,166,74.44,57,25.56,06002
6,3,203,117,57.64,86,42.36,06003
6,4,91,52,57.14,39,42.86,06004
6,5,87,53,60.92,34,39.08,06005
6,6,223,137,61.43,86,38.57,06006
6,7,168,97,57.74,71,42.26,06007
6,8,204,131,64.22,73,35.78,06008
6,9,254,176,69.29,78,30.71,06009
6,10,283,179,63.25,104,36.75,06010
6,11,201,135,67.16,66,32.84,06011
6,12,141,76,53.9,65,46.1,06012
6,13,184,121,65.76,63,34.24,06013
6,14,176,119,67.61,57,32.39,06014
6,15,114,69,60.53,45,39.47,06015
6,16,216,152,70.37,64,29.63,06016
6,17,230,152,66.09,78,33.91,06017
6,18,57,40,70.18,17,29.82,06018
6,19,174,93,53.45,81,46.55,06019
6,20,52,37,71.15,15,28.85,06020
6,21,213,120,56.34,93,43.66,06021
6,22,191,99,51.83,92,48.17,06022
6,23,150,102,68.0,48,32.0,06023
6,24,164,109,66.46,55,33.54,06024
6,25,194,118,60.82,76,39.18,06025
6,26,224,147,65.63,77,34.38,06026
6,27,273,173,63.37,100,36.63,06027
6,28,334,243,72.75,91,27.25,06028
6,29,251,164,65.34,87,34.66,06029
6,30,168,104,61.9,64,38.1,06030
6,31,247,158,63.97,89,36.03,06031
6,32,187,131,70.05,56,29.95,06032
6,33,221,147,66.52,74,33.48,06033
6,34,174,114,65.52,60,34.48,06034
6,35,243,148,60.91,95,39.09,06035
6,36,98,54,55.1,44,44.9,06036
6,37,258,174,67.44,84,32.56,06037
6,38,220,144,65.45,76,34.55,06038
6,39,107,63,58.88,44,41.12,06039
6,40,97,60,61.86,37,38.14,06040
6,41,228,119,52.19,109,47.81,06041
6,42,91,44,48.35,47,51.65,06042
6,43,225,150,66.67,75,33.33,06043
6,44,202,127,62.87,75,37.13,06044
6,45,109,73,66.97,36,33.03,06045
6,46,177,104,58.76,73,41.24,06046
6,47,212,126,59.43,86,40.57,06047
6,48,74,46,62.16,28,37.84,06048
6,49,166,102,61.45,64,38.55,06049
6,50,208,129,62.02,79,37.98,06050
6,51,145,88,60.69,57,39.31,06051
6,52,152,96,63.16,56,36.84,06052
6,53,158,107,67.72,51,32.28,06053
6,54,164,83,50.61,81,49.39,06054
6,55,141,83,58.87,58,41.13,06055
6,56,147,84,57.14,63,42.86,06056
6,57,111,67,60.36,44,39.64,06057
6,58,228,144,63.16,84,36.84,06058
6,59,167,106,63.47,61,36.53,06059
6,60,127,73,57.48,54,42.52,06060
6,61,120,88,73.33,32,26.67,06061
6,62,221,140,63.35,81,36.65,06062
6,63,165,98,59.39,67,40.61,06063
6,64,244,141,57.79,103,42.21,06064
7,1,284,144,50.7,140,49.3,07001
7,2,233,117,50.21,116,49.79,07002
7,3,146,83,56.85,63,43.15,07003
7,4,151,76,50.33,75,49.67,07004
7,5,127,50,39.37,77,60.63,07005
7,6,177,98,55.37,79,44.63,07006
7,7,156,58,37.18,98,62.82,07007
7,8,157,83,52.87,74,47.13,07008
7,9,203,124,61.08,79,38.92,07009
7,10,248,134,54.03,114,45.97,07010
7,11,171,109,63.74,62,36.26,07011
7,12,224,103,45.98,121,54.02,07012
7,13,88,50,56.82,38,43.18,07013
7,14,194,108,55.67,86,44.33,07014
7,15,225,128,56.89,97,43.11,07015
7,16,180,83,46.11,97,53.89,07016
7,17,146,69,47.26,77,52.74,07017
7,18,175,81,46.29,94,53.71,07018
7,19,221,135,61.09,86,38.91,07019
7,20,56,31,55.36,25,44.64,07020
7,21,191,98,51.31,93,48.69,07021
7,22,187,119,63.64,68,36.36,07022
7,23,178,74,41.57,104,58.43,07023
7,24,260,128,49.23,132,50.77,07024
7,25,185,104,56.22,81,43.78,07025
7,26,224,121,54.02,103,45.98,07026
7,27,203,133,65.52,70,34.48,07027
7,28,165,100,60.61,65,39.39,07028
7,29,113,50,44.25,63,55.75,07029
7,30,277,170,61.37,107,38.63,07030
7,31,261,125,47.89,136,52.11,07031
7,32,175,101,57.71,74,42.29,07032
7,33,212,111,52.36,101,47.64,07033
7,34,163,80,49.08,83,50.92,07034
7,35,246,131,53.25,115,46.75,07035
7,36,318,179,56.29,139,43.71,07036
7,37,239,144,60.25,95,39.75,07037
7,38,242,139,57.44,103,42.56,07038
7,39,175,98,56.0,77,44.0,07039
7,40,119,61,51.26,58,48.74,07040
7,41,224,123,54.91,101,45.09,07041
7,42,202,127,62.87,75,37.13,07042
7,43,218,130,59.63,88,40.37,07043
7,44,216,122,56.48,94,43.52,07044
7,45,284,108,38.03,176,61.97,07045
7,46,56,39,69.64,17,30.36,07046
8,1,229,129,56.33,100,43.67,08001
8,2,125,74,59.2,51,40.8,08002
8,3,287,185,64.46,102,35.54,08003
8,4,207,111,53.62,96,46.38,08004
8,5,251,148,58.96,103,41.04,08005
8,6,228,124,54.39,104,45.61,08006
8,7,152,89,58.55,63,41.45,08007
8,8,235,136,57.87,99,42.13,08008
8,9,263,153,58.17,110,41.83,08009
8,10,267,157,58.8,110,41.2,08010
8,11,151,81,53.64,70,46.36,08011
8,12,193,96,49.74,97,50.26,08012
8,13,156,70,44.87,86,55.13,08013
8,14,159,92,57.86,67,42.14,08014
8,15,166,103,62.05,63,37.95,08015
8,16,233,129,55.36,104,44.64,08016
8,17,171,97,56.73,74,43.27,08017
8,18,136,73,53.68,63,46.32,08018
8,19,236,137,58.05,99,41.95,08019
8,20,146,86,58.9,60,41.1,08020
8,21,156,96,61.54,60,38.46,08021
8,22,188,93,49.47,95,50.53,08022
8,23,177,93,52.54,84,47.46,08023
8,24,214,120,56.07,94,43.93,08024
8,25,201,110,54.73,91,45.27,08025
8,26,125,66,52.8,59,47.2,08026
8,27,229,119,51.97,110,48.03,08027
8,28,166,82,49.4,84,50.6,08028
8,29,210,107,50.95,103,49.05,08029
8,30,189,109,57.67,80,42.33,08030
8,31,169,86,50.89,83,49.11,08031
8,32,319,210,65.83,109,34.17,08032
8,33,197,74,37.56,123,62.44,08033
8,34,229,124,54.15,105,45.85,08034
8,35,261,152,58.24,109,41.76,08035
8,36,192,109,56.77,83,43.23,08036
8,37,178,105,58.99,73,41.01,08037
8,38,187,82,43.85,105,56.15,08038
8,39,236,138,58.47,98,41.53,08039
8,40,199,128,64.32,71,35.68,08040
8,41,181,102,56.35,79,43.65,08041
8,42,197,126,63.96,71,36.04,08042
8,43,148,91,61.49,57,38.51,08043
8,44,240,129,53.75,111,46.25,08044
8,45,169,78,46.15,91,53.85,08045
8,46,149,73,48.99,76,51.01,08046
8,47,196,95,48.47,101,51.53,08047
8,48,198,78,39.39,120,60.61,08048
8,49,221,138,62.44,83,37.56,08049
8,50,202,123,60.89,79,39.11,08050
8,51,188,112,59.57,76,40.43,08051
8,52,222,122,54.95,100,45.05,08052
8,53,229,123,53.71,106,46.29,08053
8,54,189,107,56.61,82,43.39,08054
8,55,168,104,61.9,64,38.1,08055
8,56,167,62,37.13,105,62.87,08056
8,57,232,126,54.31,106,45.69,08057
8,58,222,122,54.95,100,45.05,08058
8,59,186,90,48.39,96,51.61,08059
8,60,236,140,59.32,96,40.68,08060
8,61,155,100,64.52,55,35.48,08061
8,62,256,157,61.33,99,38.67,08062
8,63,236,146,61.86,90,38.14,08063
8,64,104,55,52.88,49,47.12,08064
8,65,234,129,55.13,105,44.87,08065
8,66,250,147,58.8,103,41.2,08066
9,1,219,150,68.49,69,31.51,09001
9,2,203,117,57.64,86,42.36,09002
9,3,121,82,67.77,39,32.23,09003
9,4,236,177,75.0,59,25.0,09004
9,5,194,128,65.98,66,34.02,09005
9,6,187,136,72.73,51,27.27,09006
9,7,173,113,65.32,60,34.68,09007
9,8,130,82,63.08,48,36.92,09008
9,9,247,163,65.99,84,34.01,09009
9,10,170,117,68.82,53,31.18,09010
9,11,113,68,60.18,45,39.82,09011
9,12,173,117,67.63,56,32.37,09012
9,13,247,152,61.54,95,38.46,09013
9,14,268,186,69.4,82,30.6,09014
9,15,81,61,75.31,20,24.69,09015
9,16,192,136,70.83,56,29.17,09016
9,17,160,102,63.75,58,36.25,09017
9,18,183,124,67.76,59,32.24,09018
9,19,220,154,70.0,66,30.0,09019
9,20,241,158,65.56,83,34.44,09020
9,21,149,97,65.1,52,34.9,09021
9,22,248,174,70.16,74,29.84,09022
9,23,131,80,61.07,51,38.93,09023
9,24,82,49,59.76,33,40.24,09024
9,25,81,54,66.67,27,33.33,09025
9,26,114,81,71.05,33,28.95,09026
9,27,117,91,77.78,26,22.22,09027
9,28,108,53,49.07,55,50.93,09028
9,29,169,112,66.27,57,33.73,09029
9,30,196,148,75.51,48,24.49,09030
9,31,147,88,59.86,59,40.14,09031
9,32,183,111,60.66,72,39.34,09032
9,33,142,100,70.42,42,29.58,09033
9,34,146,90,61.64,56,38.36,09034
9,35,177,110,62.15,67,37.85,09035
9,36,97,59,60.82,38,39.18,09036
9,37,185,94,50.81,91,49.19,09037
9,38,179,133,74.3,46,25.7,09038
9,39,182,141,77.47,41,22.53,09039
9,40,194,130,67.01,64,32.99,09040
9,41,245,187,76.33,58,23.67,09041
9,42,128,81,63.28,47,36.72,09042
9,43,129,77,59.69,52,40.31,09043
9,44,131,87,66.41,44,33.59,09044
9,45,225,176,78.22,49,21.78,09045
9,46,145,98,67.59,47,32.41,09046
9,47,109,80,73.39,29,26.61,09047
9,48,239,171,71.55,68,28.45,09048
9,49,64,43,67.19,21,32.81,09049
9,50,241,176,73.03,65,26.97,09050
9,51,145,96,66.21,49,33.79,09051
9,52,195,126,64.62,69,35.38,09052
10,1,105,66,62.86,39,37.14,10001
10,2,100,34,34.0,66,66.0,10002
10,3,101,32,31.68,69,68.32,10003
10,4,103,64,62.14,39,37.86,10004
10,5,105,45,42.86,60,57.14,10005
10,6,223,135,60.54,88,39.46,10006
10,7,30,17,56.67,13,43.33,10007
10,8,118,51,43.22,67,56.78,10008
10,9,128,48,37.5,80,62.5,10009
10,10,166,115,69.28,51,30.72,10010
10,11,118,60,50.85,58,49.15,10011
10,12,98,46,46.94,52,53.06,10012
10,13,181,86,47.51,95,52.49,10013
10,14,30,18,60.0,12,40.0,10014
10,15,59,20,33.9,39,66.1,10015
10,16,143,67,46.85,76,53.15,10016
10,17,91,28,30.77,63,69.23,10017
10,18,78,46,58.97,32,41.03,10018
10,19,187,77,41.18,110,58.82,10019
10,20,204,80,39.22,124,60.78,10020
10,21,94,32,34.04,62,65.96,10021
10,22,35,12,34.29,23,65.71,10022
10,23,118,69,58.47,49,41.53,10023
10,24,109,38,34.86,71,65.14,10024
10,25,138,87,63.04,51,36.96,10025
10,26,100,52,52.0,48,48.0,10026
10,27,178,74,41.57,104,58.43,10027
10,28,144,84,58.33,60,41.67,10028
10,29,167,110,65.87,57,34.13,10029
10,30,124,58,46.77,66,53.23,10030
10,31,120,63,52.5,57,47.5,10031
10,32,110,57,51.82,53,48.18,10032
10,33,118,64,54.24,54,45.76,10033
10,34,110,62,56.36,48,43.64,10034
10,35,110,77,70.0,33,30.0,10035
10,36,150,91,60.67,59,39.33,10036
10,37,100,60,60.0,40,40.0,10037
10,38,157,63,40.13,94,59.87,10038
10,39,114,57,50.0,57,50.0,10039
10,40,99,56,56.57,43,43.43,10040
10,41,229,87,37.99,142,62.01,10041
10,42,135,56,41.48,79,58.52,10042
10,43,107,63,58.88,44,41.12,10043
10,44,117,71,60.68,46,39.32,10044
10,45,140,86,61.43,54,38.57,10045
10,46,121,55,45.45,66,54.55,10046
11,1,179,36,20.11,143,79.89,11001
11,2,156,47,30.13,109,69.87,11002
11,3,182,57,31.32,125,68.68,11003
11,4,235,45,19.15,190,80.85,11004
11,5,121,43,35.54,78,64.46,11005
11,6,248,87,35.08,161,64.92,11006
11,7,194,31,15.98,163,84.02,11007
11,8,170,48,28.24,122,71.76,11008
11,9,200,27,13.5,173,86.5,11009
11,10,122,35,28.69,87,71.31,11010
11,11,206,47,22.82,159,77.18,11011
11,12,226,29,12.83,197,87.17,11012
11,13,214,17,7.94,197,92.06,11013
11,14,62,30,48.39,32,51.61,11014
11,15,173,32,18.5,141,81.5,11015
11,16,203,54,26.6,149,73.4,11016
11,17,225,71,31.56,154,68.44,11017
11,18,137,46,33.58,91,66.42,11018
11,19,162,33,20.37,129,79.63,11019
11,20,265,36,13.58,229,86.42,11020
11,21,328,36,10.98,292,89.02,11021
11,22,107,48,44.86,59,55.14,11022
11,23,128,48,37.5,80,62.5,11023
11,24,295,29,9.83,266,90.17,11024
11,25,139,32,23.02,107,76.98,11025
11,26,273,81,29.67,192,70.33,11026
11,27,37,21,56.76,16,43.24,11027
11,28,31,7,22.58,24,77.42,11028
11,29,242,67,27.69,175,72.31,11029
11,30,144,52,36.11,92,63.89,11030
11,31,49,23,46.94,26,53.06,11031
11,32,177,20,11.3,157,88.7,11032
11,33,150,81,54.0,69,46.0,11033
11,34,106,25,23.58,81,76.42,11034
11,35,256,36,14.06,220,85.94,11035
11,36,95,41,43.16,54,56.84,11036
11,37,360,57,15.83,303,84.17,11037
11,38,292,47,16.1,245,83.9,11038
11,39,280,41,14.64,239,85.36,11039
11,40,212,33,15.57,179,84.43,11040
11,41,142,33,23.24,109,76.76,11041
11,42,128,9,7.03,119,92.97,11042
11,43,198,39,19.7,159,80.3,11043
11,44,175,49,28.0,126,72.0,11044
11,45,109,22,20.18,87,79.82,11045
11,46,81,19,23.46,62,76.54,11046
11,47,173,35,20.23,138,79.77,11047
11,48,120,19,15.83,101,84.17,11048
11,49,135,14,10.37,121,89.63,11049
11,50,101,19,18.81,82,81.19,11050
11,51,183,27,14.75,156,85.25,11051
11,52,180,34,18.89,146,81.11,11052
11,53,192,29,15.1,163,84.9,11053
11,54,72,8,11.11,64,88.89,11054
12,1,60,36,60.0,24,40.0,12001
12,2,77,32,41.56,45,58.44,12002
12,3,76,44,57.89,32,42.11,12003
12,4,81,44,54.32,37,45.68,12004
12,5,39,14,35.9,25,64.1,12005
12,6,64,32,50.0,32,50.0,12006
12,7,79,45,56.96,34,43.04,12007
12,8,100,46,46.0,54,54.0,12008
12,9,52,35,67.31,17,32.69,12009
12,10,68,27,39.71,41,60.29,12010
12,11,91,42,46.15,49,53.85,12011
12,12,55,23,41.82,32,58.18,12012
12,13,66,28,42.42,38,57.58,12013
12,14,110,62,56.36,48,43.64,12014
12,15,114,59,51.75,55,48.25,12015
12,16,93,53,56.99,40,43.01,12016
12,17,27,14,51.85,13,48.15,12017
12,18,61,36,59.02,25,40.98,12018
12,19,78,57,73.08,21,26.92,12019
12,20,93,54,58.06,39,41.94,12020
12,21,98,65,66.33,33,33.67,12021
12,22,80,42,52.5,38,47.5,12022
12,23,77,49,63.64,28,36.36,12023
12,24,31,17,54.84,14,45.16,12024
12,25,116,78,67.24,38,32.76,12025
12,26,57,38,66.67,19,33.33,12026
12,27,40,18,45.0,22,55.0,12027
12,28,76,40,52.63,36,47.37,12028
12,29,124,62,50.0,62,50.0,12029
12,30,80,34,42.5,46,57.5,12030
13,1,159,51,32.08,108,67.92,13001
13,2,176,59,33.52,117,66.48,13002
13,3,219,39,17.81,180,82.19,13003
13,4,235,43,18.3,192,81.7,13004
13,5,167,53,31.74,114,68.26,13005
13,6,174,53,30.46,121,69.54,13006
13,7,227,49,21.59,178,78.41,13007
13,8,207,38,18.36,169,81.64,13008
13,9,245,58,23.67,187,76.33,13009
13,10,205,57,27.8,148,72.2,13010
13,11,172,63,36.63,109,63.37,13011
13,12,238,56,23.53,182,76.47,13012
13,13,318,63,19.81,255,80.19,13013
13,14,174,33,18.97,141,81.03,13014
13,15,259,55,21.24,204,78.76,13015
13,16,207,52,25.12,155,74.88,13016
13,17,148,48,32.43,100,67.57,13017
13,18,190,65,34.21,125,65.79,13018
13,19,187,48,25.67,139,74.33,13019
13,20,201,69,34.33,132,65.67,13020
13,21,183,40,21.86,143,78.14,13021
13,22,229,68,29.69,161,70.31,13022
13,23,219,37,16.89,182,83.11,13023
13,24,279,60,21.51,219,78.49,13024
13,25,172,46,26.74,126,73.26,13025
13,26,177,55,31.07,122,68.93,13026
13,27,218,60,27.52,158,72.48,13027
13,28,184,45,24.46,139,75.54,13028
13,29,209,65,31.1,144,68.9,13029
13,30,192,66,34.38,126,65.63,13030
13,31,194,59,30.41,135,69.59,13031
13,32,161,78,48.45,83,51.55,13032
13,33,181,54,29.83,127,70.17,13033
13,34,219,48,21.92,171,78.08,13034
13,35,256,45,17.58,211,82.42,13035
13,36,153,43,28.1,110,71.9,13036
13,37,160,35,21.88,125,78.13,13037
13,38,99,25,25.25,74,74.75,13038
13,39,198,44,22.22,154,77.78,13039
13,40,170,54,31.76,116,68.24,13040
13,41,179,46,25.7,133,74.3,13041
