ward,precinct,total,ROBERT SHAW,ROBERT SHAW Percent,STEVEN BURRIS,STEVEN BURRIS Percent,precinct_id
4,13,228,116,50.88,112,49.12,04013
4,14,96,59,61.46,37,38.54,04014
4,15,84,41,48.81,43,51.19,04015
4,16,202,84,41.58,118,58.42,04016
4,17,203,85,41.87,118,58.13,04017
4,18,150,70,46.67,80,53.33,04018
4,19,33,15,45.45,18,54.55,04019
4,20,69,36,52.17,33,47.83,04020
4,21,204,106,51.96,98,48.04,04021
4,22,239,107,44.77,132,55.23,04022
4,23,140,59,42.14,81,57.86,04023
4,24,201,112,55.72,89,44.28,04024
4,25,206,99,48.06,107,51.94,04025
4,26,168,91,54.17,77,45.83,04026
4,27,190,96,50.53,94,49.47,04027
4,28,143,72,50.35,71,49.65,04028
4,29,140,58,41.43,82,58.57,04029
4,30,51,28,54.9,23,45.1,04030
4,31,55,29,52.73,26,47.27,04031
4,32,181,74,40.88,107,59.12,04032
4,33,60,33,55.0,27,45.0,04033
4,34,121,58,47.93,63,52.07,04034
4,35,105,57,54.29,48,45.71,04035
4,36,192,86,44.79,106,55.21,04036
4,37,100,64,64.0,36,36.0,04037
4,38,242,120,49.59,122,50.41,04038
4,39,95,47,49.47,48,50.53,04039
4,40,155,83,53.55,72,46.45,04040
4,41,117,67,57.26,50,42.74,04041
4,42,132,78,59.09,54,40.91,04042
4,43,101,58,57.43,43,42.57,04043
4,44,108,52,48.15,56,51.85,04044
4,45,347,196,56.48,151,43.52,04045
4,46,186,101,54.3,85,45.7,04046
4,47,225,119,52.89,106,47.11,04047
4,48,239,109,45.61,130,54.39,04048
4,49,49,28,57.14,21,42.86,04049
4,50,154,80,51.95,74,48.05,04050
4,51,226,97,42.92,129,57.08,04051
4,52,47,21,44.68,26,55.32,04052
4,53,26,21,80.77,5,19.23,04053
4,54,79,37,46.84,42,53.16,04054
4,55,84,45,53.57,39,46.43,04055
5,1,196,82,41.84,114,58.16,05001
5,2,181,82,45.3,99,54.7,05002
5,3,210,104,49.52,106,50.48,05003
5,4,242,112,46.28,130,53.72,05004
5,5,147,76,51.7,71,48.3,05005
5,6,196,86,43.88,110,56.12,05006
5,7,175,74,42.29,101,57.71,05007
5,8,149,57,38.26,92,61.74,05008
5,9,190,83,43.68,107,56.32,05009
5,10,129,56,43.41,73,56.59,05010
5,11,45,19,42.22,26,57.78,05011
5,12,166,71,42.77,95,57.23,05012
5,13,167,70,41.92,97,58.08,05013
5,14,131,53,40.46,78,59.54,05014
5,15,124,51,41.13,73,58.87,05015
5,16,143,71,49.65,72,50.35,05016
5,17,128,58,45.31,70,54.69,05017
5,18,127,53,41.73,74,58.27,05018
5,19,152,67,44.08,85,55.92,05019
5,20,109,56,51.38,53,48.62,05020
5,21,275,115,41.82,160,58.18,05021
5,22,205,93,45.37,112,54.63,05022
5,23,143,75,52.45,68,47.55,05023
5,24,149,67,44.97,82,55.03,05024
5,25,144,68,47.22,76,52.78,05025
5,26,118,62,52.54,56,47.46,05026
5,27,46,17,36.96,29,63.04,05027
5,28,233,83,35.62,150,64.38,05028
5,29,132,52,39.39,80,60.61,05029
5,30,93,30,32.26,63,67.74,05030
5,31,164,77,46.95,87,53.05,05031
5,32,295,113,38.31,182,61.69,05032
5,33,202,96,47.52,106,52.48,05033
5,34,115,53,46.09,62,53.91,05034
5,35,114,37,32.46,77,67.54,05035
5,36,205,95,46.34,110,53.66,05036
5,37,94,31,32.98,63,67.02,05037
5,38,170,79,46.47,91,53.53,05038
5,39,101,32,31.68,69,68.32,05039
5,40,151,83,54.97,68,45.03,05040
5,41,79,26,32.91,53,67.09,05041
5,42,146,63,43.15,83,56.85,05042
5,43,206,88,42.72,118,57.28,05043
5,44,174,69,39.66,105,60.34,05044
5,45,116,54,46.55,62,53.45,05045
5,46,152,57,37.5,95,62.5,05046
5,47,152,64,42.11,88,57.89,05047
5,48,135,56,41.48,79,58.52,05048
5,49,101,42,41.58,59,58.42,05049
5,50,127,63,49.61,64,50.39,05050
5,51,132,64,48.48,68,51.52,05051
5,52,109,50,45.87,59,54.13,05052
5,53,121,58,47.93,63,52.07,05053
5,54,112,52,46.43,60,53.57,05054
5,55,173,82,47.4,91,52.6,05055
5,56,110,54,49.09,56,50.91,05056
5,57,169,54,31.95,115,68.05,05057
5,58,110,58,52.73,52,47.27,05058
5,59,94,37,39.36,57,60.64,05059
6,1,293,131,44.71,162,55.29,06001
6,2,242,96,39.67,146,60.33,06002
6,3,229,108,47.16,121,52.84,06003
6,4,89,51,57.3,38,42.7,06004
6,5,113,64,56.64,49,43.36,06005
6,6,241,128,53.11,113,46.89,06006
6,7,174,87,50.0,87,50.0,06007
6,8,226,95,42.04,131,57.96,06008
6,9,229,128,55.9,101,44.1,06009
6,10,283,127,44.88,156,55.12,06010
6,11,213,98,46.01,115,53.99,06011
6,12,159,88,55.35,71,44.65,06012
6,13,175,76,43.43,99,56.57,06013
6,14,201,101,50.25,100,49.75,06014
6,15,124,75,60.48,49,39.52,06015
6,16,250,115,46.0,135,54.0,06016
6,17,258,118,45.74,140,54.26,06017
6,18,63,30,47.62,33,52.38,06018
6,19,203,93,45.81,110,54.19,06019
6,20,62,26,41.94,36,58.06,06020
6,21,228,100,43.86,128,56.14,06021
6,22,200,103,51.5,97,48.5,06022
6,23,172,69,40.12,103,59.88,06023
6,24,173,76,43.93,97,56.07,06024
6,25,210,110,52.38,100,47.62,06025
6,26,233,105,45.06,128,54.94,06026
6,27,286,138,48.25,148,51.75,06027
6,28,319,140,43.89,179,56.11,06028
6,29,262,117,44.66,145,55.34,06029
6,30,188,109,57.98,79,42.02,06030
6,31,274,129,47.08,145,52.92,06031
6,32,232,103,44.4,129,55.6,06032
6,33,249,106,42.57,143,57.43,06033
6,34,199,95,47.74,104,52.26,06034
6,35,276,131,47.46,145,52.54,06035
6,36,105,50,47.62,55,52.38,06036
6,37,271,119,43.91,152,56.09,06037
6,38,244,114,46.72,130,53.28,06038
6,39,123,61,49.59,62,50.41,06039
6,40,107,51,47.66,56,52.34,06040
6,41,248,121,48.79,127,51.21,06041
6,42,105,66,62.86,39,37.14,06042
6,43,246,121,49.19,125,50.81,06043
6,44,217,88,40.55,129,59.45,06044
6,45,114,57,50.0,57,50.0,06045
6,46,191,85,44.5,106,55.5,06046
6,47,224,108,48.21,116,51.79,06047
6,48,85,48,56.47,37,43.53,06048
6,49,195,97,49.74,98,50.26,06049
6,50,244,104,42.62,140,57.38,06050
6,51,164,79,48.17,85,51.83,06051
6,52,169,82,48.52,87,51.48,06052
6,53,170,84,49.41,86,50.59,06053
6,54,179,84,46.93,95,53.07,06054
6,55,159,84,52.83,75,47.17,06055
6,56,170,84,49.41,86,50.59,06056
6,57,118,50,42.37,68,57.63,06057
6,58,258,119,46.12,139,53.88,06058
6,59,190,88,46.32,102,53.68,06059
6,60,149,70,46.98,79,53.02,06060
6,61,138,57,41.3,81,58.7,06061
6,62,239,105,43.93,134,56.07,06062
6,63,181,92,50.83,89,49.17,06063
6,64,270,129,47.78,141,52.22,06064
7,1,286,139,48.6,147,51.4,07001
7,2,234,126,53.85,108,46.15,07002
7,3,170,84,49.41,86,50.59,07003
7,4,154,88,57.14,66,42.86,07004
7,5,134,68,50.75,66,49.25,07005
7,6,193,98,50.78,95,49.22,07006
7,7,159,92,57.86,67,42.14,07007
7,8,180,94,52.22,86,47.78,07008
7,9,211,100,47.39,111,52.61,07009
7,10,266,123,46.24,143,53.76,07010
7,11,203,87,42.86,116,57.14,07011
7,12,232,124,53.45,108,46.55,07012
7,13,91,44,48.35,47,51.65,07013
7,14,217,122,56.22,95,43.78,07014
7,15,252,134,53.17,118,46.83,07015
7,16,196,114,58.16,82,41.84,07016
7,17,176,89,50.57,87,49.43,07017
7,18,186,106,56.99,80,43.01,07018
7,19,247,124,50.2,123,49.8,07019
7,20,64,34,53.13,30,46.88,07020
7,21,189,102,53.97,87,46.03,07021
7,22,211,111,52.61,100,47.39,07022
7,23,199,116,58.29,83,41.71,07023
7,24,270,169,62.59,101,37.41,07024
7,25,194,95,48.97,99,51.03,07025
7,26,246,131,53.25,115,46.75,07026
7,27,216,108,50.0,108,50.0,07027
7,28,181,98,54.14,83,45.86,07028
7,29,111,50,45.05,61,54.95,07029
7,30,292,130,44.52,162,55.48,07030
7,31,270,135,50.0,135,50.0,07031
7,32,194,106,54.64,88,45.36,07032
7,33,226,105,46.46,121,53.54,07033
7,34,162,92,56.79,70,43.21,07034
7,35,277,145,52.35,132,47.65,07035
7,36,329,157,47.72,172,52.28,07036
7,37,242,116,47.93,126,52.07,07037
7,38,257,125,48.64,132,51.36,07038
7,39,192,101,52.6,91,47.4,07039
7,40,132,63,47.73,69,52.27,07040
7,41,243,128,52.67,115,47.33,07041
7,42,222,101,45.5,121,54.5,07042
7,43,211,111,52.61,100,47.39,07043
7,44,240,124,51.67,116,48.33,07044
7,45,295,168,56.95,127,43.05,07045
7,46,79,32,40.51,47,59.49,07046
8,1,254,112,44.09,142,55.91,08001
8,2,149,69,46.31,80,53.69,08002
8,3,321,143,44.55,178,55.45,08003
8,4,230,116,50.43,114,49.57,08004
8,5,269,131,48.7,138,51.3,08005
8,6,225,120,53.33,105,46.67,08006
8,7,169,81,47.93,88,52.07,08007
8,8,264,114,43.18,150,56.82,08008
8,9,288,132,45.83,156,54.17,08009
8,10,288,147,51.04,141,48.96,08010
8,11,173,87,50.29,86,49.71,08011
8,12,205,90,43.9,115,56.1,08012
8,13,176,100,56.82,76,43.18,08013
8,14,178,106,59.55,72,40.45,08014
8,15,191,97,50.79,94,49.21,08015
8,16,247,96,38.87,151,61.13,08016
8,17,193,89,46.11,104,53.89,08017
8,18,154,85,55.19,69,44.81,08018
8,19,258,127,49.22,131,50.78,08019
8,20,157,73,46.5,84,53.5,08020
8,21,158,83,52.53,75,47.47,08021
8,22,193,101,52.33,92,47.67,08022
8,23,197,80,40.61,117,59.39,08023
8,24,230,121,52.61,109,47.39,08024
8,25,222,117,52.7,105,47.3,08025
8,26,124,50,40.32,74,59.68,08026
8,27,246,138,56.1,108,43.9,08027
8,28,172,94,54.65,78,45.35,08028
8,29,220,113,51.36,107,48.64,08029
8,30,217,86,39.63,131,60.37,08030
8,31,179,86,48.04,93,51.96,08031
8,32,352,142,40.34,210,59.66,08032
8,33,210,85,40.48,125,59.52,08033
8,34,242,120,49.59,122,50.41,08034
8,35,272,133,48.9,139,51.1,08035
8,36,203,97,47.78,106,52.22,08036
8,37,189,100,52.91,89,47.09,08037
8,38,192,108,56.25,84,43.75,08038
8,39,248,110,44.35,138,55.65,08039
8,40,213,106,49.77,107,50.23,08040
8,41,191,91,47.64,100,52.36,08041
8,42,213,98,46.01,115,53.99,08042
8,43,169,77,45.56,92,54.44,08043
8,44,251,130,51.79,121,48.21,08044
8,45,187,75,40.11,112,59.89,08045
8,46,154,90,58.44,64,41.56,08046
8,47,204,100,49.02,104,50.98,08047
8,48,220,108,49.09,112,50.91,08048
8,49,230,104,45.22,126,54.78,08049
8,50,213,99,46.48,114,53.52,08050
8,51,208,99,47.6,109,52.4,08051
8,52,233,114,48.93,119,51.07,08052
8,53,248,126,50.81,122,49.19,08053
8,54,207,106,51.21,101,48.79,08054
8,55,177,86,48.59,91,51.41,08055
8,56,170,100,58.82,70,41.18,08056
8,57,238,130,54.62,108,45.38,08057
8,58,236,102,43.22,134,56.78,08058
8,59,197,117,59.39,80,40.61,08059
8,60,255,126,49.41,129,50.59,08060
8,61,172,79,45.93,93,54.07,08061
8,62,281,121,43.06,160,56.94,08062
8,63,256,129,50.39,127,49.61,08063
8,64,117,70,59.83,47,40.17,08064
8,65,238,119,50.0,119,50.0,08065
8,66,272,144,52.94,128,47.06,08066
9,1,269,111,41.26,158,58.74,09001
9,2,275,94,34.18,181,65.82,09002
9,3,172,110,63.95,62,36.05,09003
9,4,270,146,54.07,124,45.93,09004
9,5,251,93,37.05,158,62.95,09005
9,6,234,88,37.61,146,62.39,09006
9,7,215,85,39.53,130,60.47,09007
9,8,160,57,35.63,103,64.38,09008
9,9,287,93,32.4,194,67.6,09009
9,10,213,77,36.15,136,63.85,09010
9,11,148,74,50.0,74,50.0,09011
9,12,215,62,28.84,153,71.16,09012
9,13,308,106,34.42,202,65.58,09013
9,14,339,121,35.69,218,64.31,09014
9,15,100,56,56.0,44,44.0,09015
9,16,236,128,54.24,108,45.76,09016
9,17,178,74,41.57,104,58.43,09017
9,18,223,130,58.3,93,41.7,09018
9,19,275,108,39.27,167,60.73,09019
9,20,278,127,45.68,151,54.32,09020
9,21,156,75,48.08,81,51.92,09021
9,22,288,102,35.42,186,64.58,09022
9,23,162,60,37.04,102,62.96,09023
9,24,104,51,49.04,53,50.96,09024
9,25,108,49,45.37,59,54.63,09025
9,26,136,78,57.35,58,42.65,09026
9,27,136,57,41.91,79,58.09,09027
9,28,148,74,50.0,74,50.0,09028
9,29,215,86,40.0,129,60.0,09029
9,30,235,107,45.53,128,54.47,09030
9,31,189,62,32.8,127,67.2,09031
9,32,246,78,31.71,168,68.29,09032
9,33,161,80,49.69,81,50.31,09033
9,34,192,73,38.02,119,61.98,09034
9,35,238,84,35.29,154,64.71,09035
9,36,115,54,46.96,61,53.04,09036
9,37,210,59,28.1,151,71.9,09037
9,38,235,70,29.79,165,70.21,09038
9,39,216,112,51.85,104,48.15,09039
9,40,271,91,33.58,180,66.42,09040
9,41,305,179,58.69,126,41.31,09041
9,42,170,111,65.29,59,34.71,09042
9,43,168,68,40.48,100,59.52,09043
9,44,171,63,36.84,108,63.16,09044
9,45,274,111,40.51,163,59.49,09045
9,46,193,75,38.86,118,61.14,09046
9,47,125,65,52.0,60,48.0,09047
9,48,280,99,35.36,181,64.64,09048
9,49,89,43,48.31,46,51.69,09049
9,50,259,126,48.65,133,51.35,09050
9,51,166,85,51.2,81,48.8,09051
9,52,246,84,34.15,162,65.85,09052
10,1,121,74,61.16,47,38.84,10001
10,2,97,59,60.82,38,39.18,10002
10,3,107,56,52.34,51,47.66,10003
10,4,115,56,48.7,59,51.3,10004
10,5,117,62,52.99,55,47.01,10005
10,6,249,117,46.99,132,53.01,10006
10,7,37,25,67.57,12,32.43,10007
10,8,126,60,47.62,66,52.38,10008
10,9,143,72,50.35,71,49.65,10009
10,10,177,86,48.59,91,51.41,10010
10,11,123,61,49.59,62,50.41,10011
10,12,105,55,52.38,50,47.62,10012
10,13,184,101,54.89,83,45.11,10013
10,14,34,13,38.24,21,61.76,10014
10,15,57,29,50.88,28,49.12,10015
10,16,154,69,44.81,85,55.19,10016
10,17,90,46,51.11,44,48.89,10017
10,18,90,44,48.89,46,51.11,10018
10,19,200,101,50.5,99,49.5,10019
10,20,222,117,52.7,105,47.3,10020
10,21,95,45,47.37,50,52.63,10021
10,22,39,21,53.85,18,46.15,10022
10,23,113,62,54.87,51,45.13,10023
10,24,121,54,44.63,67,55.37,10024
10,25,159,91,57.23,68,42.77,10025
10,26,101,55,54.46,46,45.54,10026
10,27,182,105,57.69,77,42.31,10027
10,28,164,75,45.73,89,54.27,10028
10,29,184,97,52.72,87,47.28,10029
10,30,144,83,57.64,61,42.36,10030
10,31,129,64,49.61,65,50.39,10031
10,32,121,71,58.68,50,41.32,10032
10,33,117,76,64.96,41,35.04,10033
10,34,107,64,59.81,43,40.19,10034
10,35,111,60,54.05,51,45.95,10035
10,36,154,82,53.25,72,46.75,10036
10,37,117,63,53.85,54,46.15,10037
10,38,159,105,66.04,54,33.96,10038
10,39,115,74,64.35,41,35.65,10039
10,40,112,68,60.71,44,39.29,10040
10,41,234,130,55.56,104,44.44,10041
10,42,133,73,54.89,60,45.11,10042
10,43,111,56,50.45,55,49.55,10043
10,44,117,68,58.12,49,41.88,10044
10,45,145,84,57.93,61,42.07,10045
10,46,116,57,49.14,59,50.86,10046
12,9,41,28,68.29,13,31.71,12009
12,21,0,0,0.0,0,0.0,12021
12,28,7,3,42.86,4,57.14,12028
13,1,159,96,60.38,63,39.62,13001
13,2,175,109,62.29,66,37.71,13002
13,3,215,152,70.7,63,29.3,13003
13,4,241,197,81.74,44,18.26,13004
13,5,166,114,68.67,52,31.33,13005
13,6,177,120,67.8,57,32.2,13006
13,8,207,152,73.43,55,26.57,13008
13,9,245,198,80.82,47,19.18,13009
13,10,196,126,64.29,70,35.71,13010
13,13,310,268,86.45,42,13.55,13013
13,17,143,91,63.64,52,36.36,13017
13,19,189,140,74.07,49,25.93,13019
13,22,232,156,67.24,76,32.76,13022
13,24,269,174,64.68,95,35.32,13024
13,26,175,121,69.14,54,30.86,13026
13,27,228,157,68.86,71,31.14,13027
13,28,178,129,72.47,49,27.53,13028
13,29,222,164,73.87,58,26.13,13029
13,30,200,145,72.5,55,27.5,13030
13,31,10,6,60.0,4,40.0,13031
13,32,175,84,48.0,91,52.0,13032
13,35,258,210,81.4,48,18.6,13035
13,36,106,83,78.3,23,21.7,13036
13,37,155,120,77.42,35,22.58,13037
13,38,102,71,69.61,31,30.39,13038
13,39,198,150,75.76,48,24.24,13039
13,40,90,60,66.67,30,33.33,13040
13,41,165,128,77.58,37,22.42,13041
13,42,287,228,79.44,59,20.56,13042
13,43,228,190,83.33,38,16.67,13043
13,45,201,133,66.17,68,33.83,13045
13,46,238,209,87.82,29,12.18,13046
13,47,166,114,68.67,52,31.33,13047
13,48,177,130,73.45,47,26.55,13048
13,49,144,108,75.0,36,25.0,13049
13,50,307,263,85.67,44,14.33,13050
13,51,201,149,74.13,52,25.87,13051
13,53,262,163,62.21,99,37.79,13053
13,54,268,214,79.85,54,20.15,13054
13,55,232,177,76.29,55,23.71,13055
13,56,312,249,79.81,63,20.19,13056
13,58,313,259,82.75,54,17.25,13058
13,59,172,123,71.51,49,28.49,13059
13,60,324,299,92.28,25,7.72,13060
13,61,301,231,76.74,70,23.26,13061
13,63,256,181,70.7,75,29.3,13063
14,2,118,79,66.95,39,33.05,14002
14,10,72,32,44.44,40,55.56,14010
14,38,94,55,58.51,39,41.49,14038
14,43,128,71,55.47,57,44.53,14043
14,48,1,1,100.0,0,0.0,14048
15,1,180,86,47.78,94,52.22,15001
15,2,174,88,50.57,86,49.43,15002
15,3,183,89,48.63,94,51.37,15003
15,4,110,71,64.55,39,35.45,15004
15,5,139,55,39.57,84,60.43,15005
15,6,95,48,50.53,47,49.47,15006
15,7,158,80,50.63,78,49.37,15007
15,8,120,56,46.67,64,53.33,15008
15,9,107,54,50.47,53,49.53,15009
15,10,205,112,54.63,93,45.37,15010
15,11,142,73,51.41,69,48.59,15011
15,12,109,53,48.62,56,51.38,15012
15,13,95,57,60.0,38,40.0,15013
15,14,78,38,48.72,40,51.28,15014
15,15,140,60,42.86,80,57.14,15015
15,16,221,124,56.11,97,43.89,15016
15,17,169,92,54.44,77,45.56,15017
15,18,158,87,55.06,71,44.94,15018
15,19,147,55,37.41,92,62.59,15019
15,20,119,53,44.54,66,55.46,15020
15,21,206,98,47.57,108,52.43,15021
15,23,111,55,49.55,56,50.45,15023
15,25,167,85,50.9,82,49.1,15025
15,26,141,77,54.61,64,45.39,15026
15,27,175,86,49.14,89,50.86,15027
15,28,242,98,40.5,144,59.5,15028
15,30,3,2,66.67,1,33.33,15030
15,31,129,66,51.16,63,48.84,15031
15,32,136,63,46.32,73,53.68,15032
15,33,116,62,53.45,54,46.55,15033
15,34,92,57,61.96,35,38.04,15034
15,35,190,100,52.63,90,47.37,15035
15,36,148,83,56.08,65,43.92,15036
15,37,157,80,50.96,77,49.04,15037
15,39,133,54,40.6,79,59.4,15039
15,40,148,75,50.68,73,49.32,15040
15,41,136,56,41.18,80,58.82,15041
15,42,107,50,46.73,57,53.27,15042
15,43,137,67,48.91,70,51.09,15043
15,44,107,57,53.27,50,46.73,15044
15,45,149,73,48.99,76,51.01,15045
15,46,120,42,35.0,78,65.0,15046
15,47,152,72,47.37,80,52.63,15047
15,48,0,0,0.0,0,0.0,15048
16,1,78,44,56.41,34,43.59,16001
16,2,127,77,60.63,50,39.37,16002
16,3,139,60,43.17,79,56.83,16003
16,4,44,27,61.36,17,38.64,16004
16,5,137,71,51.82,66,48.18,16005
16,6,110,51,46.36,59,53.64,16006
16,7,99,60,60.61,39,39.39,16007
16,8,146,90,61.64,56,38.36,16008
16,9,213,100,46.95,113,53.05,16009
16,10,170,89,52.35,81,47.65,16010
16,11,123,69,56.1,54,43.9,16011
16,12,97,55,56.7,42,43.3,16012
16,13,75,34,45.33,41,54.67,16013
16,14,130,66,50.77,64,49.23,16014
16,15,128,65,50.78,63,49.22,16015
16,16,59,36,61.02,23,38.98,16016
16,17,33,14,42.42,19,57.58,16017
16,18,80,39,48.75,41,51.25,16018
16,19,104,53,50.96,51,49.04,16019
16,20,141,76,53.9,65,46.1,16020
16,21,104,52,50.0,52,50.0,16021
16,22,100,54,54.0,46,46.0,16022
16,23,106,56,52.83,50,47.17,16023
16,24,97,52,53.61,45,46.39,16024
16,25,96,71,73.96,25,26.04,16025
16,26,156,89,57.05,67,42.95,16026
16,27,106,40,37.74,66,62.26,16027
16,28,152,84,55.26,68,44.74,16028
16,29,93,46,49.46,47,50.54,16029
16,30,154,75,48.7,79,51.3,16030
16,31,144,61,42.36,83,57.64,16031
16,32,39,22,56.41,17,43.59,16032
16,33,112,56,50.0,56,50.0,16033
16,34,94,50,53.19,44,46.81,16034
16,35,92,57,61.96,35,38.04,16035
16,36,131,66,50.38,65,49.62,16036
16,37,99,56,56.57,43,43.43,16037
16,38,193,123,63.73,70,36.27,16038
16,39,131,74,56.49,57,43.51,16039
16,40,183,86,46.99,97,53.01,16040
16,41,76,41,53.95,35,46.05,16041
16,42,88,44,50.0,44,50.0,16042
17,1,84,42,50.0,42,50.0,17001
17,2,161,92,57.14,69,42.86,17002
17,3,122,84,68.85,38,31.15,17003
17,4,254,137,53.94,117,46.06,17004
17,5,160,77,48.13,83,51.88,17005
17,6,117,73,62.39,44,37.61,17006
17,7,175,106,60.57,69,39.43,17007
17,8,101,54,53.47,47,46.53,17008
17,9,126,70,55.56,56,44.44,17009
17,10,210,98,46.67,112,53.33,17010
17,11,159,79,49.69,80,50.31,17011
17,12,188,117,62.23,71,37.77,17012
17,13,122,58,47.54,64,52.46,17013
17,14,148,79,53.38,69,46.62,17014
17,15,173,88,50.87,85,49.13,17015
17,16,163,90,55.21,73,44.79,17016
17,17,108,64,59.26,44,40.74,17017
17,18,171,92,53.8,79,46.2,17018
17,19,98,54,55.1,44,44.9,17019
17,20,148,74,50.0,74,50.0,17020
17,21,242,107,44.21,135,55.79,17021
17,22,180,106,58.89,74,41.11,17022
17,23,110,49,44.55,61,55.45,17023
17,24,152,80,52.63,72,47.37,17024
17,25,100,57,57.0,43,43.0,17025
17,26,230,111,48.26,119,51.74,17026
17,27,193,107,55.44,86,44.56,17027
17,28,140,72,51.43,68,48.57,17028
17,29,219,81,36.99,138,63.01,17029
17,30,184,107,58.15,77,41.85,17030
17,31,113,55,48.67,58,51.33,17031
17,32,177,95,53.67,82,46.33,17032
17,33,183,86,46.99,97,53.01,17033
17,34,129,65,50.39,64,49.61,17034
17,35,115,55,47.83,60,52.17,17035
