ward,precinct,total,ROBERT R. EGAN,ROBERT R. EGAN Percent,MARY ANNE MASON,MARY ANNE MASON Percent,precinct_id
13,44,134,53,39.55,81,60.45,13044
13,45,192,52,27.08,140,72.92,13045
13,46,248,64,25.81,184,74.19,13046
13,47,173,81,46.82,92,53.18,13047
13,48,179,74,41.34,105,58.66,13048
13,49,139,39,28.06,100,71.94,13049
13,50,318,41,12.89,277,87.11,13050
13,51,199,73,36.68,126,63.32,13051
13,52,252,78,30.95,174,69.05,13052
13,53,241,92,38.17,149,61.83,13053
13,54,274,84,30.66,190,69.34,13054
13,55,243,72,29.63,171,70.37,13055
13,56,306,82,26.8,224,73.2,13056
13,57,234,97,41.45,137,58.55,13057
13,58,310,56,18.06,254,81.94,13058
13,59,166,67,40.36,99,59.64,13059
13,60,327,33,10.09,294,89.91,13060
13,61,307,87,28.34,220,71.66,13061
13,62,272,64,23.53,208,76.47,13062
13,63,257,113,43.97,144,56.03,13063
14,1,147,35,23.81,112,76.19,14001
14,2,128,56,43.75,72,56.25,14002
14,3,192,60,31.25,132,68.75,14003
14,4,124,41,33.06,83,66.94,14004
14,5,189,49,25.93,140,74.07,14005
14,6,138,45,32.61,93,67.39,14006
14,7,140,42,30.0,98,70.0,14007
14,8,145,61,42.07,84,57.93,14008
14,9,147,60,40.82,87,59.18,14009
14,10,77,20,25.97,57,74.03,14010
14,11,133,42,31.58,91,68.42,14011
14,12,102,28,27.45,74,72.55,14012
14,13,160,66,41.25,94,58.75,14013
14,14,81,47,58.02,34,41.98,14014
14,15,68,21,30.88,47,69.12,14015
14,16,128,51,39.84,77,60.16,14016
14,17,114,32,28.07,82,71.93,14017
14,18,115,39,33.91,76,66.09,14018
14,19,224,59,26.34,165,73.66,14019
14,20,120,34,28.33,86,71.67,14020
14,21,221,52,23.53,169,76.47,14021
14,22,149,47,31.54,102,68.46,14022
14,23,118,44,37.29,74,62.71,14023
14,24,134,55,41.04,79,58.96,14024
14,25,136,50,36.76,86,63.24,14025
14,26,117,37,31.62,80,68.38,14026
14,27,233,59,25.32,174,74.68,14027
14,28,112,51,45.54,61,54.46,14028
14,29,175,49,28.0,126,72.0,14029
14,30,128,50,39.06,78,60.94,14030
14,31,135,34,25.19,101,74.81,14031
14,32,170,63,37.06,107,62.94,14032
14,33,126,28,22.22,98,77.78,14033
14,34,136,20,14.71,116,85.29,14034
14,35,75,30,40.0,45,60.0,14035
14,36,159,61,38.36,98,61.64,14036
14,37,145,43,29.66,102,70.34,14037
14,38,114,44,38.6,70,61.4,14038
14,39,137,43,31.39,94,68.61,14039
14,40,115,21,18.26,94,81.74,14040
14,41,196,38,19.39,158,80.61,14041
14,42,92,36,39.13,56,60.87,14042
14,43,163,77,47.24,86,52.76,14043
14,44,171,59,34.5,112,65.5,14044
14,45,149,53,35.57,96,64.43,14045
14,46,215,42,19.53,173,80.47,14046
14,47,215,64,29.77,151,70.23,14047
14,48,99,45,45.45,54,54.55,14048
15,1,143,47,32.87,96,67.13,15001
15,2,160,68,42.5,92,57.5,15002
15,3,155,47,30.32,108,69.68,15003
15,4,91,37,40.66,54,59.34,15004
15,5,121,43,35.54,78,64.46,15005
15,6,127,61,48.03,66,51.97,15006
15,7,137,46,33.58,91,66.42,15007
15,8,105,43,40.95,62,59.05,15008
15,9,98,36,36.73,62,63.27,15009
15,10,183,67,36.61,116,63.39,15010
15,11,125,45,36.0,80,64.0,15011
15,12,91,48,52.75,43,47.25,15012
15,13,84,21,25.0,63,75.0,15013
15,14,75,25,33.33,50,66.67,15014
15,15,103,36,34.95,67,65.05,15015
15,16,190,67,35.26,123,64.74,15016
15,17,143,55,38.46,88,61.54,15017
15,18,143,55,38.46,88,61.54,15018
15,19,129,40,31.01,89,68.99,15019
15,20,102,31,30.39,71,69.61,15020
15,21,172,64,37.21,108,62.79,15021
15,22,116,47,40.52,69,59.48,15022
15,23,103,31,30.1,72,69.9,15023
15,24,119,56,47.06,63,52.94,15024
15,25,139,60,43.17,79,56.83,15025
15,26,117,42,35.9,75,64.1,15026
15,27,152,57,37.5,95,62.5,15027
15,28,235,71,30.21,164,69.79,15028
15,29,103,33,32.04,70,67.96,15029
15,30,91,35,38.46,56,61.54,15030
15,31,114,40,35.09,74,64.91,15031
15,32,123,45,36.59,78,63.41,15032
15,33,112,37,33.04,75,66.96,15033
15,34,83,21,25.3,62,74.7,15034
15,35,162,57,35.19,105,64.81,15035
15,36,126,46,36.51,80,63.49,15036
15,37,132,55,41.67,77,58.33,15037
15,38,116,49,42.24,67,57.76,15038
15,39,117,39,33.33,78,66.67,15039
15,40,119,39,32.77,80,67.23,15040
15,41,131,44,33.59,87,66.41,15041
15,42,93,28,30.11,65,69.89,15042
15,43,108,32,29.63,76,70.37,15043
15,44,105,36,34.29,69,65.71,15044
15,45,144,73,50.69,71,49.31,15045
15,46,108,35,32.41,73,67.59,15046
15,47,139,49,35.25,90,64.75,15047
15,48,110,44,40.0,66,60.0,15048
15,49,51,15,29.41,36,70.59,15049
15,50,114,36,31.58,78,68.42,15050
16,1,75,37,49.33,38,50.67,16001
16,2,107,32,29.91,75,70.09,16002
16,3,125,46,36.8,79,63.2,16003
16,4,42,16,38.1,26,61.9,16004
16,5,118,33,27.97,85,72.03,16005
16,6,110,29,26.36,81,73.64,16006
16,7,93,40,43.01,53,56.99,16007
16,8,131,51,38.93,80,61.07,16008
16,9,175,52,29.71,123,70.29,16009
16,10,133,39,29.32,94,70.68,16010
16,11,113,42,37.17,71,62.83,16011
16,12,82,27,32.93,55,67.07,16012
16,13,85,33,38.82,52,61.18,16013
16,14,111,32,28.83,79,71.17,16014
16,15,106,32,30.19,74,69.81,16015
16,16,48,12,25.0,36,75.0,16016
16,17,32,11,34.38,21,65.63,16017
16,18,72,19,26.39,53,73.61,16018
16,19,94,28,29.79,66,70.21,16019
16,20,122,36,29.51,86,70.49,16020
16,21,105,46,43.81,59,56.19,16021
16,22,102,38,37.25,64,62.75,16022
16,23,108,43,39.81,65,60.19,16023
16,24,88,29,32.95,59,67.05,16024
16,25,90,16,17.78,74,82.22,16025
16,26,121,45,37.19,76,62.81,16026
16,27,92,27,29.35,65,70.65,16027
16,28,128,49,38.28,79,61.72,16028
16,29,85,28,32.94,57,67.06,16029
16,30,141,52,36.88,89,63.12,16030
16,31,117,40,34.19,77,65.81,16031
16,32,34,13,38.24,21,61.76,16032
16,33,100,33,33.0,67,67.0,16033
16,34,82,29,35.37,53,64.63,16034
16,35,82,15,18.29,67,81.71,16035
16,36,117,41,35.04,76,64.96,16036
16,37,77,27,35.06,50,64.94,16037
16,38,180,59,32.78,121,67.22,16038
16,39,108,31,28.7,77,71.3,16039
16,40,165,58,35.15,107,64.85,16040
16,41,68,26,38.24,42,61.76,16041
16,42,126,52,41.27,74,58.73,16042
17,1,75,23,30.67,52,69.33,17001
17,2,135,43,31.85,92,68.15,17002
17,3,101,37,36.63,64,63.37,17003
17,4,184,62,33.7,122,66.3,17004
17,5,140,40,28.57,100,71.43,17005
17,6,101,33,32.67,68,67.33,17006
17,7,151,52,34.44,99,65.56,17007
17,8,87,27,31.03,60,68.97,17008
17,9,108,35,32.41,73,67.59,17009
17,10,178,67,37.64,111,62.36,17010
17,11,141,46,32.62,95,67.38,17011
17,12,148,50,33.78,98,66.22,17012
17,13,105,37,35.24,68,64.76,17013
17,14,131,47,35.88,84,64.12,17014
17,15,146,44,30.14,102,69.86,17015
17,16,132,42,31.82,90,68.18,17016
17,17,91,24,26.37,67,73.63,17017
17,18,150,51,34.0,99,66.0,17018
17,19,86,23,26.74,63,73.26,17019
17,20,125,38,30.4,87,69.6,17020
17,21,208,60,28.85,148,71.15,17021
17,22,168,46,27.38,122,72.62,17022
17,23,96,32,33.33,64,66.67,17023
17,24,136,46,33.82,90,66.18,17024
17,25,81,25,30.86,56,69.14,17025
17,26,185,47,25.41,138,74.59,17026
17,27,166,53,31.93,113,68.07,17027
17,28,123,37,30.08,86,69.92,17028
17,29,191,56,29.32,135,70.68,17029
17,30,162,53,32.72,109,67.28,17030
17,31,97,34,35.05,63,64.95,17031
17,32,150,58,38.67,92,61.33,17032
17,33,167,54,32.34,113,67.66,17033
17,34,123,44,35.77,79,64.23,17034
17,35,89,30,33.71,59,66.29,17035
17,36,83,29,34.94,54,65.06,17036
17,37,138,50,36.23,88,63.77,17037
17,38,144,53,36.81,91,63.19,17038
17,39,101,37,36.63,64,63.37,17039
17,40,129,43,33.33,86,66.67,17040
17,41,128,42,32.81,86,67.19,17041
17,42,71,23,32.39,48,67.61,17042
17,43,106,35,33.02,71,66.98,17043
17,44,108,45,41.67,63,58.33,17044
17,45,82,32,39.02,50,60.98,17045
17,46,170,57,33.53,113,66.47,17046
17,47,80,27,33.75,53,66.25,17047
17,48,77,21,27.27,56,72.73,17048
17,49,94,39,41.49,55,58.51,17049
17,50,133,48,36.09,85,63.91,17050
17,51,153,45,29.41,108,70.59,17051
17,52,200,56,28.0,144,72.0,17052
17,53,155,50,32.26,105,67.74,17053
17,54,151,51,33.77,100,66.23,17054
17,55,133,37,27.82,96,72.18,17055
18,1,193,72,37.31,121,62.69,18001
18,2,187,70,37.43,117,62.57,18002
18,3,155,43,27.74,112,72.26,18003
18,4,278,85,30.58,193,69.42,18004
18,5,149,46,30.87,103,69.13,18005
18,6,183,51,27.87,132,72.13,18006
18,7,84,44,52.38,40,47.62,18007
18,8,158,58,36.71,100,63.29,18008
18,9,202,76,37.62,126,62.38,18009
18,10,303,109,35.97,194,64.03,18010
18,11,141,65,46.1,76,53.9,18011
18,12,165,59,35.76,106,64.24,18012
18,13,163,64,39.26,99,60.74,18013
18,14,264,84,31.82,180,68.18,18014
18,15,122,39,31.97,83,68.03,18015
18,16,178,55,30.9,123,69.1,18016
18,17,216,92,42.59,124,57.41,18017
18,18,263,94,35.74,169,64.26,18018
18,19,102,23,22.55,79,77.45,18019
18,20,163,45,27.61,118,72.39,18020
18,21,220,87,39.55,133,60.45,18021
18,22,190,62,32.63,128,67.37,18022
18,23,135,50,37.04,85,62.96,18023
18,24,225,54,24.0,171,76.0,18024
18,25,183,47,25.68,136,74.32,18025
18,26,220,65,29.55,155,70.45,18026
18,27,167,53,31.74,114,68.26,18027
18,28,153,41,26.8,112,73.2,18028
18,29,140,66,47.14,74,52.86,18029
18,30,225,64,28.44,161,71.56,18030
18,31,137,48,35.04,89,64.96,18031
18,32,207,47,22.71,160,77.29,18032
18,33,147,39,26.53,108,73.47,18033
18,34,293,89,30.38,204,69.62,18034
18,35,227,73,32.16,154,67.84,18035
18,36,94,41,43.62,53,56.38,18036
18,37,111,44,39.64,67,60.36,18037
18,38,217,63,29.03,154,70.97,18038
18,39,183,53,28.96,130,71.04,18039
18,40,225,64,28.44,161,71.56,18040
18,41,149,46,30.87,103,69.13,18041
18,42,150,58,38.67,92,61.33,18042
18,43,121,33,27.27,88,72.73,18043
18,44,195,69,35.38,126,64.62,18044
18,45,208,68,32.69,140,67.31,18045
18,46,163,47,28.83,116,71.17,18046
18,47,231,67,29.0,164,71.0,18047
18,48,112,31,27.68,81,72.32,18048
18,49,102,41,40.2,61,59.8,18049
18,50,169,48,28.4,121,71.6,18050
18,51,155,48,30.97,107,69.03,18051
18,52,148,51,34.46,97,65.54,18052
18,53,187,63,33.69,124,66.31,18053
18,54,210,63,30.0,147,70.0,18054
18,55,216,70,32.41,146,67.59,18055
18,56,176,41,23.3,135,76.7,18056
18,57,205,63,30.73,142,69.27,18057
18,58,135,43,31.85,92,68.15,18058
18,59,172,53,30.81,119,69.19,18059
18,60,143,38,26.57,105,73.43,18060
18,61,183,33,18.03,150,81.97,18061
18,62,148,45,30.41,103,69.59,18062
18,63,78,18,23.08,60,76.92,18063
19,1,304,145,47.7,159,52.3,19001
19,2,216,76,35.19,140,64.81,19002
19,3,218,132,60.55,86,39.45,19003
19,4,229,143,62.45,86,37.55,19004
19,5,233,83,35.62,150,64.38,19005
19,6,240,126,52.5,114,47.5,19006
19,7,259,131,50.58,128,49.42,19007
19,8,183,85,46.45,98,53.55,19008
19,9,206,100,48.54,106,51.46,19009
19,10,319,115,36.05,204,63.95,19010
19,11,258,145,56.2,113,43.8,19011
19,12,224,110,49.11,114,50.89,19012
19,13,197,69,35.03,128,64.97,19013
19,14,157,74,47.13,83,52.87,19014
19,15,119,52,43.7,67,56.3,19015
19,16,325,136,41.85,189,58.15,19016
19,17,247,130,52.63,117,47.37,19017
19,18,278,104,37.41,174,62.59,19018
19,19,266,127,47.74,139,52.26,19019
19,20,195,66,33.85,129,66.15,19020
19,21,202,90,44.55,112,55.45,19021
19,22,278,113,40.65,165,59.35,19022
19,23,316,169,53.48,147,46.52,19023
19,24,218,105,48.17,113,51.83,19024
19,25,262,125,47.71,137,52.29,19025
19,26,238,101,42.44,137,57.56,19026
19,27,133,44,33.08,89,66.92,19027
19,28,295,96,32.54,199,67.46,19028
19,29,206,129,62.62,77,37.38,19029
19,30,219,104,47.49,115,52.51,19030
19,31,210,91,43.33,119,56.67,19031
19,32,299,137,45.82,162,54.18,19032
19,33,250,134,53.6,116,46.4,19033
19,34,233,120,51.5,113,48.5,19034
19,35,242,99,40.91,143,59.09,19035
19,36,196,70,35.71,126,64.29,19036
19,37,216,73,33.8,143,66.2,19037
19,38,275,99,36.0,176,64.0,19038
19,39,143,47,32.87,96,67.13,19039
19,40,246,98,39.84,148,60.16,19040
19,41,235,114,48.51,121,51.49,19041
19,42,172,52,30.23,120,69.77,19042
19,43,212,77,36.32,135,63.68,19043
19,44,195,96,49.23,99,50.77,19044
19,45,319,123,38.56,196,61.44,19045
19,46,351,158,45.01,193,54.99,19046
19,47,177,63,35.59,114,64.41,19047
19,48,262,70,26.72,192,73.28,19048
19,49,263,75,28.52,188,71.48,19049
19,50,196,55,28.06,141,71.94,19050
19,51,219,108,49.32,111,50.68,19051
19,52,190,103,54.21,87,45.79,19052
19,53,246,119,48.37,127,51.63,19053
19,54,169,86,50.89,83,49.11,19054
19,55,208,111,53.37,97,46.63,19055
19,56,266,81,30.45,185,69.55,19056
19,57,253,96,37.94,157,62.06,19057
19,58,234,122,52.14,112,47.86,19058
19,59,276,122,44.2,154,55.8,19059
19,60,207,59,28.5,148,71.5,19060
19,61,337,127,37.69,210,62.31,19061
19,62,244,129,52.87,115,47.13,19062
19,63,155,50,32.26,105,67.74,19063
19,64,362,97,26.8,265,73.2,19064
19,65,198,91,45.96,107,54.04,19065
20,1,133,48,36.09,85,63.91,20001
20,2,118,51,43.22,67,56.78,20002
20,3,155,57,36.77,98,63.23,20003
20,4,135,54,40.0,81,60.0,20004
20,5,97,36,37.11,61,62.89,20005
20,6,137,47,34.31,90,65.69,20006
20,7,82,34,41.46,48,58.54,20007
20,8,90,34,37.78,56,62.22,20008
20,9,114,50,43.86,64,56.14,20009
20,10,152,53,34.87,99,65.13,20010
20,11,83,31,37.35,52,62.65,20011
20,12,119,46,38.66,73,61.34,20012
20,13,54,20,37.04,34,62.96,20013
20,14,190,72,37.89,118,62.11,20014
20,15,123,36,29.27,87,70.73,20015
20,16,79,32,40.51,47,59.49,20016
20,17,118,47,39.83,71,60.17,20017
20,18,177,68,38.42,109,61.58,20018
20,19,120,38,31.67,82,68.33,20019
20,20,109,47,43.12,62,56.88,20020
20,21,115,50,43.48,65,56.52,20021
20,22,125,68,54.4,57,45.6,20022
20,23,108,42,38.89,66,61.11,20023
20,24,166,69,41.57,97,58.43,20024
20,25,80,26,32.5,54,67.5,20025
20,26,225,83,36.89,142,63.11,20026
20,27,85,25,29.41,60,70.59,20027
20,28,153,74,48.37,79,51.63,20028
20,29,111,37,33.33,74,66.67,20029
20,30,148,72,48.65,76,51.35,20030
20,31,107,34,31.78,73,68.22,20031
20,32,201,86,42.79,115,57.21,20032
20,33,156,94,60.26,62,39.74,20033
20,34,174,72,41.38,102,58.62,20034
20,35,86,51,59.3,35,40.7,20035
20,36,130,49,37.69,81,62.31,20036
20,37,112,43,38.39,69,61.61,20037
20,38,182,63,34.62,119,65.38,20038
20,39,120,36,30.0,84,70.0,20039
20,40,113,32,28.32,81,71.68,20040
20,41,31,14,45.16,17,54.84,20041
20,42,44,12,27.27,32,72.73,20042
20,43,184,54,29.35,130,70.65,20043
20,44,149,60,40.27,89,59.73,20044
20,45,31,14,45.16,17,54.84,20045
20,46,69,20,28.99,49,71.01,20046
20,47,95,47,49.47,48,50.53,20047
20,48,78,20,25.64,58,74.36,20048
20,49,98,39,39.8,59,60.2,20049
20,50,86,33,38.37,53,61.63,20050
20,51,127,53,41.73,74,58.27,20051
20,52,35,17,48.57,18,51.43,20052
21,1,241,76,31.54,165,68.46,21001
21,2,101,35,34.65,66,65.35,21002
21,3,283,91,32.16,192,67.84,21003
21,4,264,79,29.92,185,70.08,21004
21,5,169,50,29.59,119,70.41,21005
21,6,167,55,32.93,112,67.07,21006
21,7,192,72,37.5,120,62.5,21007
21,8,181,64,35.36,117,64.64,21008
21,9,170,68,40.0,102,60.0,21009
21,10,120,35,29.17,85,70.83,21010
21,11,191,53,27.75,138,72.25,21011
21,12,179,56,31.28,123,68.72,21012
21,13,106,35,33.02,71,66.98,21013
21,14,175,59,33.71,116,66.29,21014
21,15,112,43,38.39,69,61.61,21015
21,16,77,22,28.57,55,71.43,21016
21,17,102,29,28.43,73,71.57,21017
21,18,183,66,36.07,117,63.93,21018
21,19,164,59,35.98,105,64.02,21019
21,20,52,9,17.31,43,82.69,21020
21,21,186,65,34.95,121,65.05,21021
21,22,184,67,36.41,117,63.59,21022
21,23,152,41,26.97,111,73.03,21023
21,24,190,65,34.21,125,65.79,21024
21,25,139,40,28.78,99,71.22,21025
21,26,136,45,33.09,91,66.91,21026
21,27,196,56,28.57,140,71.43,21027
21,28,152,43,28.29,109,71.71,21028
21,29,142,52,36.62,90,63.38,21029
21,30,100,38,38.0,62,62.0,21030
21,31,220,72,32.73,148,67.27,21031
21,32,94,31,32.98,63,67.02,21032
21,33,188,57,30.32,131,69.68,21033
21,34,197,66,33.5,131,66.5,21034
21,35,130,43,33.08,87,66.92,21035
21,36,212,61,28.77,151,71.23,21036
21,37,102,30,29.41,72,70.59,21037
21,38,171,66,38.6,105,61.4,21038
21,39,127,49,38.58,78,61.42,21039
21,40,183,54,29.51,129,70.49,21040
21,41,130,48,36.92,82,63.08,21041
21,42,187,56,29.95,131,70.05,21042
21,43,153,56,36.6,97,63.4,21043
21,44,154,55,35.71,99,64.29,21044
21,45,143,47,32.87,96,67.13,21045
21,46,114,45,39.47,69,60.53,21046
21,47,235,80,34.04,155,65.96,21047
21,48,213,82,38.5,131,61.5,21048
21,49,214,65,30.37,149,69.63,21049
21,50,151,57,37.75,94,62.25,21050
21,51,183,59,32.24,124,67.76,21051
21,52,185,60,32.43,125,67.57,21052
21,53,176,57,32.39,119,67.61,21053
21,54,175,60,34.29,115,65.71,21054
21,55,184,51,27.72,133,72.28,21055
21,56,108,37,34.26,71,65.74,21056
21,57,113,38,33.63,75,66.37,21057
21,58,124,45,36.29,79,63.71,21058
21,59,229,62,27.07,167,72.93,21059
21,60,78,16,20.51,62,79.49,21060
21,61,187,63,33.69,124,66.31,21061
21,62,201,55,27.36,146,72.64,21062
21,63,178,60,33.71,118,66.29,21063
21,64,127,44,34.65,83,65.35,21064
21,65,146,41,28.08,105,71.92,21065
21,66,136,38,27.94,98,72.06,21066
21,67,146,46,31.51,100,68.49,21067
21,68,97,30,30.93,67,69.07,21068
21,69,118,32,27.12,86,72.88,21069
21,70,130,37,28.46,93,71.54,21070
22,1,79,19,24.05,60,75.95,22001
22,2,74,27,36.49,47,63.51,22002
22,3,125,58,46.4,67,53.6,22003
22,4,108,52,48.15,56,51.85,22004
22,5,155,56,36.13,99,63.87,22005
22,6,117,27,23.08,90,76.92,22006
22,7,98,30,30.61,68,69.39,22007
22,8,156,53,33.97,103,66.03,22008
22,9,119,39,32.77,80,67.23,22009
22,10,152,52,34.21,100,65.79,22010
22,11,107,49,45.79,58,54.21,22011
22,12,118,38,32.2,80,67.8,22012
22,13,110,43,39.09,67,60.91,22013
22,14,75,35,46.67,40,53.33,22014
22,15,104,31,29.81,73,70.19,22015
22,16,121,47,38.84,74,61.16,22016
22,17,125,58,46.4,67,53.6,22017
22,18,88,24,27.27,64,72.73,22018
22,19,91,24,26.37,67,73.63,22019
22,20,87,32,36.78,55,63.22,22020
22,21,168,44,26.19,124,73.81,22021
22,22,46,17,36.96,29,63.04,22022
22,23,132,55,41.67,77,58.33,22023
22,24,113,45,39.82,68,60.18,22024
22,25,102,45,44.12,57,55.88,22025
22,26,76,38,50.0,38,50.0,22026
22,27,149,61,40.94,88,59.06,22027
22,28,153,36,23.53,117,76.47,22028
22,29,71,25,35.21,46,64.79,22029
23,1,212,98,46.23,114,53.77,23001
23,2,268,61,22.76,207,77.24,23002
23,3,206,92,44.66,114,55.34,23003
23,4,165,72,43.64,93,56.36,23004
23,5,173,82,47.4,91,52.6,23005
23,6,198,74,37.37,124,62.63,23006
23,7,144,67,46.53,77,53.47,23007
23,8,187,74,39.57,113,60.43,23008
23,9,136,60,44.12,76,55.88,23009
23,10,291,73,25.09,218,74.91,23010
23,11,228,106,46.49,122,53.51,23011
23,12,215,99,46.05,116,53.95,23012
23,13,246,120,48.78,126,51.22,23013
23,14,223,84,37.67,139,62.33,23014
23,15,207,86,41.55,121,58.45,23015
23,16,243,110,45.27,133,54.73,23016
23,17,245,115,46.94,130,53.06,23017
23,18,181,87,48.07,94,51.93,23018
23,19,226,80,35.4,146,64.6,23019
23,20,194,84,43.3,110,56.7,23020
23,21,151,67,44.37,84,55.63,23021
23,22,142,58,40.85,84,59.15,23022
23,23,146,50,34.25,96,65.75,23023
23,24,136,59,43.38,77,56.62,23024
23,25,179,71,39.66,108,60.34,23025
23,26,195,87,44.62,108,55.38,23026
23,27,161,70,43.48,91,56.52,23027
23,28,180,89,49.44,91,50.56,23028
23,29,139,74,53.24,65,46.76,23029
23,30,219,87,39.73,132,60.27,23030
23,31,197,97,49.24,100,50.76,23031
23,32,232,104,44.83,128,55.17,23032
23,33,239,89,37.24,150,62.76,23033
23,34,164,62,37.8,102,62.2,23034
23,35,124,38,30.65,86,69.35,23035
23,36,218,99,45.41,119,54.59,23036
23,37,143,35,24.48,108,75.52,23037
23,38,145,54,37.24,91,62.76,23038
23,39,174,65,37.36,109,62.64,23039
23,40,195,88,45.13,107,54.87,23040
23,41,168,65,38.69,103,61.31,23041
23,42,159,53,33.33,106,66.67,23042
23,43,191,77,40.31,114,59.69,23043
23,44,200,72,36.0,128,64.0,23044
23,45,198,80,40.4,118,59.6,23045
23,46,196,79,40.31,117,59.69,23046
23,47,252,118,46.83,134,53.17,23047
23,48,162,74,45.68,88,54.32,23048
23,49,144,52,36.11,92,63.89,23049
23,50,136,60,44.12,76,55.88,23050
23,51,192,84,43.75,108,56.25,23051
23,52,265,102,38.49,163,61.51,23052
23,53,124,51,41.13,73,58.87,23053
23,54,199,90,45.23,109,54.77,23054
23,55,203,88,43.35,115,56.65,23055
23,56,171,77,45.03,94,54.97,23056
23,57,162,63,38.89,99,61.11,23057
23,58,297,133,44.78,164,55.22,23058
23,59,126,56,44.44,70,55.56,23059
23,60,233,123,52.79,110,47.21,23060
23,61,236,89,37.71,147,62.29,23061
23,62,228,104,45.61,124,54.39,23062
24,1,129,49,37.98,80,62.02,24001
24,2,116,39,33.62,77,66.38,24002
24,3,99,41,41.41,58,58.59,24003
24,4,113,44,38.94,69,61.06,24004
24,5,103,37,35.92,66,64.08,24005
24,6,136,36,26.47,100,73.53,24006
24,7,115,38,33.04,77,66.96,24007
24,8,118,30,25.42,88,74.58,24008
24,9,98,33,33.67,65,66.33,24009
24,10,112,37,33.04,75,66.96,24010
24,11,36,12,33.33,24,66.67,24011
24,12,81,28,34.57,53,65.43,24012
24,13,81,30,37.04,51,62.96,24013
24,14,145,40,27.59,105,72.41,24014
24,15,101,31,30.69,70,69.31,24015
24,16,84,23,27.38,61,72.62,24016
24,17,106,32,30.19,74,69.81,24017
24,18,66,26,39.39,40,60.61,24018
24,19,88,29,32.95,59,67.05,24019
24,20,143,48,33.57,95,66.43,24020
24,21,92,33,35.87,59,64.13,24021
24,22,126,46,36.51,80,63.49,24022
24,23,114,38,33.33,76,66.67,24023
24,24,92,30,32.61,62,67.39,24024
24,25,115,32,27.83,83,72.17,24025
24,26,131,50,38.17,81,61.83,24026
24,27,67,24,35.82,43,64.18,24027
24,28,103,37,35.92,66,64.08,24028
24,29,123,43,34.96,80,65.04,24029
24,30,97,26,26.8,71,73.2,24030
24,31,110,32,29.09,78,70.91,24031
24,32,127,45,35.43,82,64.57,24032
24,33,84,25,29.76,59,70.24,24033
24,34,87,23,26.44,64,73.56,24034
24,35,117,36,30.77,81,69.23,24035
24,36,89,27,30.34,62,69.66,24036
24,37,121,36,29.75,85,70.25,24037
24,38,122,31,25.41,91,74.59,24038
24,39,104,38,36.54,66,63.46,24039
24,40,161,49,30.43,112,69.57,24040
24,41,105,26,24.76,79,75.24,24041
24,42,92,32,34.78,60,65.22,24042
24,43,106,41,38.68,65,61.32,24043
24,44,35,13,37.14,22,62.86,24044
24,45,94,37,39.36,57,60.64,24045
24,46,111,33,29.73,78,70.27,24046
24,47,113,33,29.2,80,70.8,24047
24,48,25,10,40.0,15,60.0,24048
24,49,153,50,32.68,103,67.32,24049
24,50,186,61,32.8,125,67.2,24050
24,51,160,65,40.63,95,59.38,24051
24,52,125,42,33.6,83,66.4,24052
24,53,88,35,39.77,53,60.23,24053
25,1,130,60,46.15,70,53.85,25001
25,2,130,57,43.85,73,56.15,25002
25,3,89,52,58.43,37,41.57,25003
25,4,224,92,41.07,132,58.93,25004
25,5,129,63,48.84,66,51.16,25005
25,6,157,64,40.76,93,59.24,25006
25,7,119,52,43.7,67,56.3,25007
25,8,156,68,43.59,88,56.41,25008
25,9,175,73,41.71,102,58.29,25009
25,10,42,21,50.0,21,50.0,25010
25,11,154,64,41.56,90,58.44,25011
25,12,130,60,46.15,70,53.85,25012
25,13,143,59,41.26,84,58.74,25013
25,14,79,38,48.1,41,51.9,25014
25,15,121,55,45.45,66,54.55,25015
25,16,50,22,44.0,28,56.0,25016
25,17,138,46,33.33,92,66.67,25017
25,18,111,39,35.14,72,64.86,25018
25,19,125,63,50.4,62,49.6,25019
25,20,183,94,51.37,89,48.63,25020
25,21,93,55,59.14,38,40.86,25021
25,22,95,39,41.05,56,58.95,25022
25,23,139,58,41.73,81,58.27,25023
25,24,119,34,28.57,85,71.43,25024
26,1,116,37,31.9,79,68.1,26001
26,2,92,35,38.04,57,61.96,26002
26,3,82,39,47.56,43,52.44,26003
26,4,123,54,43.9,69,56.1,26004
26,5,116,33,28.45,83,71.55,26005
26,6,116,37,31.9,79,68.1,26006
26,7,44,15,34.09,29,65.91,26007
26,8,65,23,35.38,42,64.62,26008
26,9,82,32,39.02,50,60.98,26009
26,10,97,37,38.14,60,61.86,26010
26,11,144,68,47.22,76,52.78,26011
26,12,95,35,36.84,60,63.16,26012
26,13,136,47,34.56,89,65.44,26013
26,14,152,66,43.42,86,56.58,26014
26,15,62,37,59.68,25,40.32,26015
26,16,106,40,37.74,66,62.26,26016
26,17,106,50,47.17,56,52.83,26017
26,18,126,65,51.59,61,48.41,26018
26,19,151,60,39.74,91,60.26,26019
26,20,65,30,46.15,35,53.85,26020
26,21,85,38,44.71,47,55.29,26021
26,22,54,24,44.44,30,55.56,26022
26,23,109,50,45.87,59,54.13,26023
26,24,146,63,43.15,83,56.85,26024
26,25,161,54,33.54,107,66.46,26025
26,26,49,24,48.98,25,51.02,26026
26,27,71,29,40.85,42,59.15,26027
26,28,140,58,41.43,82,58.57,26028
26,29,119,52,43.7,67,56.3,26029
26,30,127,42,33.07,85,66.93,26030
