ward,precinct,total,ROBERT R. EGAN,ROBERT R. EGAN Percent,MARY ANNE MASON,MARY ANNE MASON Percent,precinct_id
39,45,129,39,30.23,90,69.77,39045
39,46,128,53,41.41,75,58.59,39046
39,47,103,49,47.57,54,52.43,39047
39,48,97,33,34.02,64,65.98,39048
39,49,84,40,47.62,44,52.38,39049
39,50,142,54,38.03,88,61.97,39050
40,1,97,38,39.18,59,60.82,40001
40,2,93,36,38.71,57,61.29,40002
40,3,95,33,34.74,62,65.26,40003
40,4,139,60,43.17,79,56.83,40004
40,5,116,43,37.07,73,62.93,40005
40,6,103,46,44.66,57,55.34,40006
40,7,98,28,28.57,70,71.43,40007
40,8,139,64,46.04,75,53.96,40008
40,9,73,26,35.62,47,64.38,40009
40,10,148,56,37.84,92,62.16,40010
40,11,91,27,29.67,64,70.33,40011
40,12,106,39,36.79,67,63.21,40012
40,13,104,39,37.5,65,62.5,40013
40,14,86,38,44.19,48,55.81,40014
40,15,138,55,39.86,83,60.14,40015
40,16,92,32,34.78,60,65.22,40016
40,17,67,26,38.81,41,61.19,40017
40,18,106,39,36.79,67,63.21,40018
40,19,97,42,43.3,55,56.7,40019
40,20,89,38,42.7,51,57.3,40020
40,21,114,41,35.96,73,64.04,40021
40,22,66,21,31.82,45,68.18,40022
40,23,123,44,35.77,79,64.23,40023
40,24,87,35,40.23,52,59.77,40024
40,25,97,35,36.08,62,63.92,40025
40,26,127,30,23.62,97,76.38,40026
40,27,190,68,35.79,122,64.21,40027
40,28,124,44,35.48,80,64.52,40028
40,29,174,63,36.21,111,63.79,40029
40,30,175,47,26.86,128,73.14,40030
40,31,131,35,26.72,96,73.28,40031
40,32,88,34,38.64,54,61.36,40032
40,33,106,43,40.57,63,59.43,40033
40,34,101,35,34.65,66,65.35,40034
40,35,139,56,40.29,83,59.71,40035
40,36,123,41,33.33,82,66.67,40036
40,37,145,53,36.55,92,63.45,40037
40,38,71,25,35.21,46,64.79,40038
40,39,91,42,46.15,49,53.85,40039
40,40,78,42,53.85,36,46.15,40040
40,41,113,38,33.63,75,66.37,40041
40,42,160,79,49.38,81,50.63,40042
40,43,119,41,34.45,78,65.55,40043
40,44,90,35,38.89,55,61.11,40044
40,45,196,65,33.16,131,66.84,40045
40,46,124,52,41.94,72,58.06,40046
40,47,115,42,36.52,73,63.48,40047
41,1,125,68,54.4,57,45.6,41001
41,2,203,128,63.05,75,36.95,41002
41,3,166,93,56.02,73,43.98,41003
41,4,169,92,54.44,77,45.56,41004
41,5,128,61,47.66,67,52.34,41005
41,6,135,83,61.48,52,38.52,41006
41,7,199,104,52.26,95,47.74,41007
41,8,146,85,58.22,61,41.78,41008
41,9,143,81,56.64,62,43.36,41009
41,10,171,98,57.31,73,42.69,41010
41,11,122,78,63.93,44,36.07,41011
41,12,156,71,45.51,85,54.49,41012
41,13,137,90,65.69,47,34.31,41013
41,14,194,103,53.09,91,46.91,41014
41,15,98,48,48.98,50,51.02,41015
41,16,162,82,50.62,80,49.38,41016
41,17,171,82,47.95,89,52.05,41017
41,18,119,57,47.9,62,52.1,41018
41,19,197,118,59.9,79,40.1,41019
41,20,196,116,59.18,80,40.82,41020
41,21,115,63,54.78,52,45.22,41021
41,22,163,89,54.6,74,45.4,41022
41,23,163,88,53.99,75,46.01,41023
41,24,144,86,59.72,58,40.28,41024
41,25,70,33,47.14,37,52.86,41025
41,26,78,42,53.85,36,46.15,41026
41,27,71,42,59.15,29,40.85,41027
41,28,65,33,50.77,32,49.23,41028
41,29,44,23,52.27,21,47.73,41029
41,30,137,70,51.09,67,48.91,41030
41,31,164,91,55.49,73,44.51,41031
41,32,110,55,50.0,55,50.0,41032
41,33,149,80,53.69,69,46.31,41033
41,34,126,70,55.56,56,44.44,41034
41,35,137,71,51.82,66,48.18,41035
41,36,148,76,51.35,72,48.65,41036
41,37,158,79,50.0,79,50.0,41037
41,38,89,33,37.08,56,62.92,41038
41,39,147,69,46.94,78,53.06,41039
41,40,130,75,57.69,55,42.31,41040
41,41,119,69,57.98,50,42.02,41041
41,42,143,89,62.24,54,37.76,41042
41,43,133,60,45.11,73,54.89,41043
41,44,119,56,47.06,63,52.94,41044
41,45,124,64,51.61,60,48.39,41045
41,46,140,73,52.14,67,47.86,41046
41,47,157,84,53.5,73,46.5,41047
41,48,97,50,51.55,47,48.45,41048
41,49,141,83,58.87,58,41.13,41049
41,50,158,85,53.8,73,46.2,41050
41,51,80,44,55.0,36,45.0,41051
41,52,163,80,49.08,83,50.92,41052
41,53,131,75,57.25,56,42.75,41053
41,54,136,74,54.41,62,45.59,41054
41,55,118,63,53.39,55,46.61,41055
41,56,168,82,48.81,86,51.19,41056
41,57,144,74,51.39,70,48.61,41057
41,58,108,65,60.19,43,39.81,41058
41,59,147,97,65.99,50,34.01,41059
41,60,125,60,48.0,65,52.0,41060
41,61,212,124,58.49,88,41.51,41061
41,62,158,92,58.23,66,41.77,41062
41,63,138,87,63.04,51,36.96,41063
41,64,146,75,51.37,71,48.63,41064
41,65,133,74,55.64,59,44.36,41065
41,66,166,105,63.25,61,36.75,41066
42,1,122,50,40.98,72,59.02,42001
42,2,65,21,32.31,44,67.69,42002
42,3,67,21,31.34,46,68.66,42003
42,4,91,34,37.36,57,62.64,42004
42,5,96,41,42.71,55,57.29,42005
42,6,234,85,36.32,149,63.68,42006
42,7,97,32,32.99,65,67.01,42007
42,8,126,47,37.3,79,62.7,42008
42,9,111,47,42.34,64,57.66,42009
42,10,97,34,35.05,63,64.95,42010
42,11,90,32,35.56,58,64.44,42011
42,12,85,38,44.71,47,55.29,42012
42,13,225,83,36.89,142,63.11,42013
42,14,92,42,45.65,50,54.35,42014
42,15,124,44,35.48,80,64.52,42015
42,16,159,62,38.99,97,61.01,42016
42,17,80,26,32.5,54,67.5,42017
42,18,205,74,36.1,131,63.9,42018
42,19,97,34,35.05,63,64.95,42019
42,20,57,25,43.86,32,56.14,42020
42,21,84,28,33.33,56,66.67,42021
42,22,54,16,29.63,38,70.37,42022
42,23,121,32,26.45,89,73.55,42023
42,24,108,48,44.44,60,55.56,42024
42,25,106,43,40.57,63,59.43,42025
42,26,91,34,37.36,57,62.64,42026
42,27,145,63,43.45,82,56.55,42027
42,28,129,45,34.88,84,65.12,42028
42,29,123,40,32.52,83,67.48,42029
42,30,118,50,42.37,68,57.63,42030
42,31,43,17,39.53,26,60.47,42031
42,32,106,42,39.62,64,60.38,42032
42,33,172,69,40.12,103,59.88,42033
42,34,96,36,37.5,60,62.5,42034
42,35,81,21,25.93,60,74.07,42035
42,36,131,61,46.56,70,53.44,42036
42,37,93,39,41.94,54,58.06,42037
42,38,95,31,32.63,64,67.37,42038
42,39,143,67,46.85,76,53.15,42039
42,40,70,23,32.86,47,67.14,42040
42,41,85,33,38.82,52,61.18,42041
42,42,89,41,46.07,48,53.93,42042
42,43,111,45,40.54,66,59.46,42043
42,44,111,40,36.04,71,63.96,42044
42,45,80,31,38.75,49,61.25,42045
42,46,70,33,47.14,37,52.86,42046
42,47,74,31,41.89,43,58.11,42047
42,48,56,24,42.86,32,57.14,42048
42,49,122,49,40.16,73,59.84,42049
42,50,102,36,35.29,66,64.71,42050
42,51,87,25,28.74,62,71.26,42051
42,52,69,35,50.72,34,49.28,42052
42,53,75,26,34.67,49,65.33,42053
42,54,67,35,52.24,32,47.76,42054
42,55,97,38,39.18,59,60.82,42055
42,56,67,22,32.84,45,67.16,42056
42,57,73,27,36.99,46,63.01,42057
42,58,172,80,46.51,92,53.49,42058
42,59,79,29,36.71,50,63.29,42059
42,60,47,21,44.68,26,55.32,42060
42,61,39,20,51.28,19,48.72,42061
42,62,63,19,30.16,44,69.84,42062
42,63,82,30,36.59,52,63.41,42063
42,64,36,10,27.78,26,72.22,42064
42,65,69,18,26.09,51,73.91,42065
42,66,60,33,55.0,27,45.0,42066
42,67,173,58,33.53,115,66.47,42067
42,68,84,27,32.14,57,67.86,42068
43,1,71,31,43.66,40,56.34,43001
43,2,56,22,39.29,34,60.71,43002
43,3,94,31,32.98,63,67.02,43003
43,4,89,34,38.2,55,61.8,43004
43,5,93,25,26.88,68,73.12,43005
43,6,94,29,30.85,65,69.15,43006
43,7,78,31,39.74,47,60.26,43007
43,8,102,34,33.33,68,66.67,43008
43,9,60,23,38.33,37,61.67,43009
43,10,75,24,32.0,51,68.0,43010
43,11,60,24,40.0,36,60.0,43011
43,12,118,41,34.75,77,65.25,43012
43,13,64,21,32.81,43,67.19,43013
43,14,92,29,31.52,63,68.48,43014
43,15,99,35,35.35,64,64.65,43015
43,16,95,42,44.21,53,55.79,43016
43,17,107,37,34.58,70,65.42,43017
43,18,139,58,41.73,81,58.27,43018
43,19,103,27,26.21,76,73.79,43019
43,20,128,46,35.94,82,64.06,43020
43,21,54,27,50.0,27,50.0,43021
43,22,63,23,36.51,40,63.49,43022
43,23,105,41,39.05,64,60.95,43023
43,24,77,28,36.36,49,63.64,43024
43,25,118,42,35.59,76,64.41,43025
43,26,95,44,46.32,51,53.68,43026
43,27,73,20,27.4,53,72.6,43027
43,28,66,26,39.39,40,60.61,43028
43,29,60,20,33.33,40,66.67,43029
43,30,68,21,30.88,47,69.12,43030
43,31,97,41,42.27,56,57.73,43031
43,32,75,19,25.33,56,74.67,43032
43,33,48,18,37.5,30,62.5,43033
43,34,54,14,25.93,40,74.07,43034
43,35,104,36,34.62,68,65.38,43035
43,36,89,34,38.2,55,61.8,43036
43,37,73,29,39.73,44,60.27,43037
43,38,79,26,32.91,53,67.09,43038
43,39,68,21,30.88,47,69.12,43039
43,40,132,48,36.36,84,63.64,43040
43,41,85,35,41.18,50,58.82,43041
43,42,97,28,28.87,69,71.13,43042
43,43,80,37,46.25,43,53.75,43043
43,44,104,31,29.81,73,70.19,43044
43,45,82,32,39.02,50,60.98,43045
43,46,135,43,31.85,92,68.15,43046
43,47,114,45,39.47,69,60.53,43047
43,48,85,36,42.35,49,57.65,43048
43,49,75,31,41.33,44,58.67,43049
43,50,80,22,27.5,58,72.5,43050
43,51,66,21,31.82,45,68.18,43051
43,52,120,36,30.0,84,70.0,43052
43,53,98,39,39.8,59,60.2,43053
43,54,43,14,32.56,29,67.44,43054
43,55,99,32,32.32,67,67.68,43055
43,56,81,28,34.57,53,65.43,43056
43,57,48,18,37.5,30,62.5,43057
43,58,79,26,32.91,53,67.09,43058
43,59,122,47,38.52,75,61.48,43059
43,60,75,31,41.33,44,58.67,43060
44,1,130,42,32.31,88,67.69,44001
44,2,72,28,38.89,44,61.11,44002
44,3,151,54,35.76,97,64.24,44003
44,4,131,53,40.46,78,59.54,44004
44,5,104,43,41.35,61,58.65,44005
44,6,98,30,30.61,68,69.39,44006
44,7,120,47,39.17,73,60.83,44007
44,8,122,44,36.07,78,63.93,44008
44,9,128,45,35.16,83,64.84,44009
44,10,111,48,43.24,63,56.76,44010
44,11,109,43,39.45,66,60.55,44011
44,12,84,27,32.14,57,67.86,44012
44,13,122,48,39.34,74,60.66,44013
44,14,129,54,41.86,75,58.14,44014
44,15,120,40,33.33,80,66.67,44015
44,16,90,31,34.44,59,65.56,44016
44,17,144,52,36.11,92,63.89,44017
44,18,41,18,43.9,23,56.1,44018
44,19,67,24,35.82,43,64.18,44019
44,20,123,40,32.52,83,67.48,44020
44,21,108,37,34.26,71,65.74,44021
44,22,109,42,38.53,67,61.47,44022
44,23,90,27,30.0,63,70.0,44023
44,24,74,22,29.73,52,70.27,44024
44,25,117,45,38.46,72,61.54,44025
44,26,65,19,29.23,46,70.77,44026
44,27,109,39,35.78,70,64.22,44027
44,28,78,27,34.62,51,65.38,44028
44,29,104,40,38.46,64,61.54,44029
44,30,82,34,41.46,48,58.54,44030
44,31,122,51,41.8,71,58.2,44031
44,32,67,22,32.84,45,67.16,44032
44,33,123,40,32.52,83,67.48,44033
44,34,76,29,38.16,47,61.84,44034
44,35,115,38,33.04,77,66.96,44035
44,36,115,46,40.0,69,60.0,44036
44,37,157,61,38.85,96,61.15,44037
44,38,119,35,29.41,84,70.59,44038
44,39,117,37,31.62,80,68.38,44039
44,40,114,46,40.35,68,59.65,44040
44,41,118,37,31.36,81,68.64,44041
44,42,112,45,40.18,67,59.82,44042
44,43,117,38,32.48,79,67.52,44043
44,44,160,64,40.0,96,60.0,44044
44,45,52,25,48.08,27,51.92,44045
44,46,78,25,32.05,53,67.95,44046
44,47,106,39,36.79,67,63.21,44047
44,48,97,33,34.02,64,65.98,44048
44,49,91,32,35.16,59,64.84,44049
44,50,101,38,37.62,63,62.38,44050
45,1,120,48,40.0,72,60.0,45001
45,2,159,70,44.03,89,55.97,45002
45,3,288,91,31.6,197,68.4,45003
45,4,147,79,53.74,68,46.26,45004
45,5,99,53,53.54,46,46.46,45005
45,6,149,55,36.91,94,63.09,45006
45,7,158,81,51.27,77,48.73,45007
45,8,147,71,48.3,76,51.7,45008
45,9,207,88,42.51,119,57.49,45009
45,10,194,95,48.97,99,51.03,45010
45,11,161,67,41.61,94,58.39,45011
45,12,163,83,50.92,80,49.08,45012
45,13,193,77,39.9,116,60.1,45013
45,14,199,97,48.74,102,51.26,45014
45,15,205,81,39.51,124,60.49,45015
45,16,186,67,36.02,119,63.98,45016
45,17,145,63,43.45,82,56.55,45017
45,18,164,74,45.12,90,54.88,45018
45,19,241,97,40.25,144,59.75,45019
45,20,172,75,43.6,97,56.4,45020
45,21,165,79,47.88,86,52.12,45021
45,22,133,68,51.13,65,48.87,45022
45,23,164,73,44.51,91,55.49,45023
45,24,211,102,48.34,109,51.66,45024
45,25,146,67,45.89,79,54.11,45025
45,26,173,69,39.88,104,60.12,45026
45,27,155,70,45.16,85,54.84,45027
45,28,201,58,28.86,143,71.14,45028
45,29,173,82,47.4,91,52.6,45029
45,30,189,83,43.92,106,56.08,45030
45,31,160,64,40.0,96,60.0,45031
45,32,138,64,46.38,74,53.62,45032
45,33,200,95,47.5,105,52.5,45033
45,34,144,60,41.67,84,58.33,45034
45,35,154,80,51.95,74,48.05,45035
45,36,197,84,42.64,113,57.36,45036
45,37,140,53,37.86,87,62.14,45037
45,38,237,93,39.24,144,60.76,45038
45,39,208,93,44.71,115,55.29,45039
45,40,198,66,33.33,132,66.67,45040
45,41,136,64,47.06,72,52.94,45041
45,42,179,63,35.2,116,64.8,45042
45,43,143,62,43.36,81,56.64,45043
45,44,214,78,36.45,136,63.55,45044
45,45,129,71,55.04,58,44.96,45045
45,46,178,79,44.38,99,55.62,45046
45,47,175,73,41.71,102,58.29,45047
45,48,138,59,42.75,79,57.25,45048
45,49,159,65,40.88,94,59.12,45049
45,50,143,62,43.36,81,56.64,45050
45,51,170,82,48.24,88,51.76,45051
45,52,151,77,50.99,74,49.01,45052
45,53,170,68,40.0,102,60.0,45053
45,54,184,81,44.02,103,55.98,45054
45,55,130,60,46.15,70,53.85,45055
45,56,129,64,49.61,65,50.39,45056
45,57,166,92,55.42,74,44.58,45057
45,58,89,45,50.56,44,49.44,45058
46,1,238,95,39.92,143,60.08,46001
46,2,86,33,38.37,53,61.63,46002
46,3,159,63,39.62,96,60.38,46003
46,4,110,51,46.36,59,53.64,46004
46,5,86,29,33.72,57,66.28,46005
46,6,103,26,25.24,77,74.76,46006
46,7,175,75,42.86,100,57.14,46007
46,8,129,45,34.88,84,65.12,46008
46,9,110,44,40.0,66,60.0,46009
46,10,120,48,40.0,72,60.0,46010
46,11,131,49,37.4,82,62.6,46011
46,12,114,46,40.35,68,59.65,46012
46,13,145,54,37.24,91,62.76,46013
46,14,75,22,29.33,53,70.67,46014
46,15,108,42,38.89,66,61.11,46015
46,16,190,69,36.32,121,63.68,46016
46,17,178,70,39.33,108,60.67,46017
46,18,165,54,32.73,111,67.27,46018
46,19,133,49,36.84,84,63.16,46019
46,20,127,42,33.07,85,66.93,46020
46,21,37,18,48.65,19,51.35,46021
46,22,85,45,52.94,40,47.06,46022
46,23,100,37,37.0,63,63.0,46023
46,24,101,33,32.67,68,67.33,46024
46,25,90,37,41.11,53,58.89,46025
46,26,101,41,40.59,60,59.41,46026
46,27,137,64,46.72,73,53.28,46027
46,28,106,42,39.62,64,60.38,46028
46,29,135,52,38.52,83,61.48,46029
46,30,165,62,37.58,103,62.42,46030
46,31,140,50,35.71,90,64.29,46031
46,32,159,50,31.45,109,68.55,46032
46,33,142,55,38.73,87,61.27,46033
46,34,155,54,34.84,101,65.16,46034
46,35,145,65,44.83,80,55.17,46035
46,36,167,71,42.51,96,57.49,46036
46,37,160,66,41.25,94,58.75,46037
46,38,93,36,38.71,57,61.29,46038
46,39,135,54,40.0,81,60.0,46039
47,1,93,44,47.31,49,52.69,47001
47,2,233,97,41.63,136,58.37,47002
47,3,163,63,38.65,100,61.35,47003
47,4,203,77,37.93,126,62.07,47004
47,5,133,39,29.32,94,70.68,47005
47,6,197,81,41.12,116,58.88,47006
47,7,144,57,39.58,87,60.42,47007
47,8,205,77,37.56,128,62.44,47008
47,9,181,61,33.7,120,66.3,47009
47,10,149,58,38.93,91,61.07,47010
47,11,273,83,30.4,190,69.6,47011
47,12,167,71,42.51,96,57.49,47012
47,13,276,101,36.59,175,63.41,47013
47,14,222,73,32.88,149,67.12,47014
47,15,119,33,27.73,86,72.27,47015
47,16,109,44,40.37,65,59.63,47016
47,17,197,73,37.06,124,62.94,47017
47,18,155,45,29.03,110,70.97,47018
47,19,212,73,34.43,139,65.57,47019
47,20,157,41,26.11,116,73.89,47020
47,21,111,38,34.23,73,65.77,47021
47,22,115,43,37.39,72,62.61,47022
47,23,71,24,33.8,47,66.2,47023
47,24,105,36,34.29,69,65.71,47024
47,25,142,50,35.21,92,64.79,47025
47,26,218,82,37.61,136,62.39,47026
47,27,138,54,39.13,84,60.87,47027
47,28,205,66,32.2,139,67.8,47028
47,29,155,57,36.77,98,63.23,47029
47,30,92,25,27.17,67,72.83,47030
47,31,149,47,31.54,102,68.46,47031
47,32,194,63,32.47,131,67.53,47032
47,33,138,49,35.51,89,64.49,47033
47,34,170,55,32.35,115,67.65,47034
47,35,206,68,33.01,138,66.99,47035
47,36,178,69,38.76,109,61.24,47036
47,37,159,52,32.7,107,67.3,47037
47,38,178,57,32.02,121,67.98,47038
47,39,151,44,29.14,107,70.86,47039
47,40,128,43,33.59,85,66.41,47040
47,41,99,23,23.23,76,76.77,47041
47,42,178,74,41.57,104,58.43,47042
47,43,188,77,40.96,111,59.04,47043
47,44,109,41,37.61,68,62.39,47044
47,45,171,70,40.94,101,59.06,47045
48,1,156,68,43.59,88,56.41,48001
48,2,113,39,34.51,74,65.49,48002
48,3,149,54,36.24,95,63.76,48003
48,4,139,39,28.06,100,71.94,48004
48,5,129,38,29.46,91,70.54,48005
48,6,171,50,29.24,121,70.76,48006
48,7,139,44,31.65,95,68.35,48007
48,8,105,37,35.24,68,64.76,48008
48,9,119,37,31.09,82,68.91,48009
48,10,71,15,21.13,56,78.87,48010
48,11,163,50,30.67,113,69.33,48011
48,12,90,27,30.0,63,70.0,48012
48,13,109,39,35.78,70,64.22,48013
48,14,196,63,32.14,133,67.86,48014
48,15,93,30,32.26,63,67.74,48015
48,16,90,29,32.22,61,67.78,48016
48,17,95,37,38.95,58,61.05,48017
48,18,79,28,35.44,51,64.56,48018
48,19,137,47,34.31,90,65.69,48019
48,20,120,39,32.5,81,67.5,48020
48,21,169,65,38.46,104,61.54,48021
48,22,187,74,39.57,113,60.43,48022
48,23,121,51,42.15,70,57.85,48023
48,24,107,44,41.12,63,58.88,48024
48,25,107,24,22.43,83,77.57,48025
48,26,135,42,31.11,93,68.89,48026
48,27,77,37,48.05,40,51.95,48027
48,28,115,43,37.39,72,62.61,48028
48,29,134,41,30.6,93,69.4,48029
48,30,83,31,37.35,52,62.65,48030
48,31,120,46,38.33,74,61.67,48031
48,32,106,46,43.4,60,56.6,48032
48,33,106,42,39.62,64,60.38,48033
48,34,138,44,31.88,94,68.12,48034
48,35,129,60,46.51,69,53.49,48035
48,36,114,47,41.23,67,58.77,48036
48,37,118,36,30.51,82,69.49,48037
48,38,158,55,34.81,103,65.19,48038
48,39,100,33,33.0,67,67.0,48039
48,40,125,56,44.8,69,55.2,48040
48,41,59,15,25.42,44,74.58,48041
48,42,142,48,33.8,94,66.2,48042
48,43,83,24,28.92,59,71.08,48043
48,44,112,46,41.07,66,58.93,48044
48,45,98,24,24.49,74,75.51,48045
48,46,73,19,26.03,54,73.97,48046
48,47,92,35,38.04,57,61.96,48047
48,48,87,34,39.08,53,60.92,48048
49,1,120,34,28.33,86,71.67,49001
49,2,153,51,33.33,102,66.67,49002
49,3,125,40,32.0,85,68.0,49003
49,4,86,35,40.7,51,59.3,49004
49,5,124,50,40.32,74,59.68,49005
49,6,103,30,29.13,73,70.87,49006
49,7,83,31,37.35,52,62.65,49007
49,8,118,45,38.14,73,61.86,49008
49,9,102,25,24.51,77,75.49,49009
49,10,166,57,34.34,109,65.66,49010
49,11,124,40,32.26,84,67.74,49011
49,12,81,35,43.21,46,56.79,49012
49,13,133,49,36.84,84,63.16,49013
49,14,100,35,35.0,65,65.0,49014
49,15,107,32,29.91,75,70.09,49015
49,16,111,37,33.33,74,66.67,49016
49,17,32,11,34.38,21,65.63,49017
49,18,98,37,37.76,61,62.24,49018
49,19,95,33,34.74,62,65.26,49019
49,20,132,42,31.82,90,68.18,49020
49,21,70,25,35.71,45,64.29,49021
49,22,135,48,35.56,87,64.44,49022
49,23,107,36,33.64,71,66.36,49023
49,24,142,43,30.28,99,69.72,49024
49,25,95,35,36.84,60,63.16,49025
49,26,159,49,30.82,110,69.18,49026
49,27,129,35,27.13,94,72.87,49027
49,28,120,34,28.33,86,71.67,49028
49,29,56,17,30.36,39,69.64,49029
49,30,87,33,37.93,54,62.07,49030
49,31,107,37,34.58,70,65.42,49031
49,32,118,46,38.98,72,61.02,49032
49,33,89,31,34.83,58,65.17,49033
49,34,70,19,27.14,51,72.86,49034
49,35,100,34,34.0,66,66.0,49035
49,36,75,21,28.0,54,72.0,49036
49,37,90,38,42.22,52,57.78,49037
50,1,100,43,43.0,57,57.0,50001
50,2,129,35,27.13,94,72.87,50002
50,3,108,47,43.52,61,56.48,50003
50,4,137,60,43.8,77,56.2,50004
50,5,137,74,54.01,63,45.99,50005
50,6,90,39,43.33,51,56.67,50006
50,7,169,78,46.15,91,53.85,50007
50,8,146,79,54.11,67,45.89,50008
50,9,91,39,42.86,52,57.14,50009
50,10,118,71,60.17,47,39.83,50010
50,11,110,59,53.64,51,46.36,50011
50,12,103,49,47.57,54,52.43,50012
50,13,95,45,47.37,50,52.63,50013
50,14,87,43,49.43,44,50.57,50014
50,15,151,66,43.71,85,56.29,50015
50,16,78,42,53.85,36,46.15,50016
50,17,114,65,57.02,49,42.98,50017
50,18,91,52,57.14,39,42.86,50018
50,19,109,46,42.2,63,57.8,50019
50,20,102,42,41.18,60,58.82,50020
50,21,146,69,47.26,77,52.74,50021
50,22,117,48,41.03,69,58.97,50022
50,23,90,44,48.89,46,51.11,50023
50,24,92,46,50.0,46,50.0,50024
50,25,118,45,38.14,73,61.86,50025
50,26,72,31,43.06,41,56.94,50026
50,27,60,36,60.0,24,40.0,50027
50,28,92,46,50.0,46,50.0,50028
50,29,117,43,36.75,74,63.25,50029
50,30,122,72,59.02,50,40.98,50030
50,31,81,44,54.32,37,45.68,50031
50,32,91,39,42.86,52,57.14,50032
50,33,65,32,49.23,33,50.77,50033
50,34,93,44,47.31,49,52.69,50034
50,35,152,56,36.84,96,63.16,50035
50,36,123,58,47.15,65,52.85,50036
50,37,164,62,37.8,102,62.2,50037
50,38,116,44,37.93,72,62.07,50038
50,39,117,50,42.74,67,57.26,50039
50,40,103,38,36.89,65,63.11,50040
50,41,153,66,43.14,87,56.86,50041
50,42,189,82,43.39,107,56.61,50042
50,43,146,71,48.63,75,51.37,50043
50,44,121,71,58.68,50,41.32,50044
50,45,143,68,47.55,75,52.45,50045
50,46,90,30,33.33,60,66.67,50046
