ward,precinct,total,WILLIAM B. RAINES,WILLIAM B. RAINES Percent,KERRY M. KENNEDY,KERRY M. KENNEDY Percent,PENELOPE MORRIS,PENELOPE MORRIS Percent,precinct_id
20,8,89,31,34.83,23,25.84,35,39.33,20008
20,9,111,26,23.42,25,22.52,60,54.05,20009
20,10,166,45,27.11,43,25.9,78,46.99,20010
20,11,82,23,28.05,26,31.71,33,40.24,20011
20,12,126,45,35.71,38,30.16,43,34.13,20012
20,13,71,28,39.44,13,18.31,30,42.25,20013
20,14,187,48,25.67,58,31.02,81,43.32,20014
20,15,128,46,35.94,48,37.5,34,26.56,20015
20,16,87,25,28.74,34,39.08,28,32.18,20016
20,17,120,36,30.0,42,35.0,42,35.0,20017
20,18,175,51,29.14,57,32.57,67,38.29,20018
20,19,112,41,36.61,36,32.14,35,31.25,20019
20,20,113,44,38.94,26,23.01,43,38.05,20020
20,21,111,39,35.14,43,38.74,29,26.13,20021
20,22,122,38,31.15,23,18.85,61,50.0,20022
20,23,114,31,27.19,35,30.7,48,42.11,20023
20,24,172,61,35.47,33,19.19,78,45.35,20024
20,25,82,35,42.68,21,25.61,26,31.71,20025
20,26,230,71,30.87,56,24.35,103,44.78,20026
20,27,89,34,38.2,24,26.97,31,34.83,20027
20,28,155,50,32.26,36,23.23,69,44.52,20028
20,29,112,34,30.36,31,27.68,47,41.96,20029
20,30,152,39,25.66,35,23.03,78,51.32,20030
20,31,105,37,35.24,25,23.81,43,40.95,20031
20,32,199,76,38.19,47,23.62,76,38.19,20032
20,33,155,22,14.19,36,23.23,97,62.58,20033
20,34,171,52,30.41,51,29.82,68,39.77,20034
20,35,86,21,24.42,16,18.6,49,56.98,20035
20,36,138,47,34.06,43,31.16,48,34.78,20036
20,37,105,28,26.67,35,33.33,42,40.0,20037
20,38,184,58,31.52,66,35.87,60,32.61,20038
20,39,118,52,44.07,31,26.27,35,29.66,20039
20,40,116,31,26.72,29,25.0,56,48.28,20040
20,41,32,11,34.38,8,25.0,13,40.63,20041
20,42,45,17,37.78,9,20.0,19,42.22,20042
20,43,191,57,29.84,62,32.46,72,37.7,20043
20,44,160,44,27.5,41,25.63,75,46.88,20044
20,45,34,9,26.47,10,29.41,15,44.12,20045
20,46,70,25,35.71,21,30.0,24,34.29,20046
20,47,98,30,30.61,25,25.51,43,43.88,20047
20,48,84,33,39.29,31,36.9,20,23.81,20048
20,49,103,38,36.89,29,28.16,36,34.95,20049
20,50,96,35,36.46,30,31.25,31,32.29,20050
20,51,127,39,30.71,32,25.2,56,44.09,20051
20,52,32,8,25.0,11,34.38,13,40.63,20052
21,1,245,93,37.96,57,23.27,95,38.78,21001
21,2,103,42,40.78,36,34.95,25,24.27,21002
21,3,286,105,36.71,78,27.27,103,36.01,21003
21,4,264,94,35.61,72,27.27,98,37.12,21004
21,5,169,49,28.99,47,27.81,73,43.2,21005
21,6,173,61,35.26,53,30.64,59,34.1,21006
21,7,189,74,39.15,54,28.57,61,32.28,21007
21,8,180,62,34.44,42,23.33,76,42.22,21008
21,9,179,64,35.75,44,24.58,71,39.66,21009
21,10,130,53,40.77,35,26.92,42,32.31,21010
21,11,188,65,34.57,56,29.79,67,35.64,21011
21,12,193,78,40.41,43,22.28,72,37.31,21012
21,13,99,33,33.33,30,30.3,36,36.36,21013
21,14,174,71,40.8,48,27.59,55,31.61,21014
21,15,112,50,44.64,23,20.54,39,34.82,21015
21,16,75,23,30.67,25,33.33,27,36.0,21016
21,17,108,37,34.26,23,21.3,48,44.44,21017
21,18,192,75,39.06,56,29.17,61,31.77,21018
21,19,168,55,32.74,42,25.0,71,42.26,21019
21,20,57,13,22.81,17,29.82,27,47.37,21020
21,21,181,64,35.36,56,30.94,61,33.7,21021
21,22,185,73,39.46,62,33.51,50,27.03,21022
21,23,160,58,36.25,36,22.5,66,41.25,21023
21,24,199,73,36.68,51,25.63,75,37.69,21024
21,25,153,63,41.18,32,20.92,58,37.91,21025
21,26,150,57,38.0,39,26.0,54,36.0,21026
21,27,206,69,33.5,47,22.82,90,43.69,21027
21,28,153,44,28.76,56,36.6,53,34.64,21028
21,29,142,56,39.44,41,28.87,45,31.69,21029
21,30,104,35,33.65,40,38.46,29,27.88,21030
21,31,219,81,36.99,60,27.4,78,35.62,21031
21,32,100,34,34.0,27,27.0,39,39.0,21032
21,33,184,63,34.24,63,34.24,58,31.52,21033
21,34,200,75,37.5,58,29.0,67,33.5,21034
21,35,127,46,36.22,36,28.35,45,35.43,21035
21,36,219,95,43.38,60,27.4,64,29.22,21036
21,37,102,39,38.24,35,34.31,28,27.45,21037
21,38,183,61,33.33,55,30.05,67,36.61,21038
21,39,134,50,37.31,30,22.39,54,40.3,21039
21,40,189,64,33.86,43,22.75,82,43.39,21040
21,41,130,49,37.69,38,29.23,43,33.08,21041
21,42,189,68,35.98,56,29.63,65,34.39,21042
21,43,159,71,44.65,44,27.67,44,27.67,21043
21,44,154,54,35.06,39,25.32,61,39.61,21044
21,45,147,61,41.5,23,15.65,63,42.86,21045
21,46,124,57,45.97,33,26.61,34,27.42,21046
21,47,242,103,42.56,60,24.79,79,32.64,21047
21,48,217,78,35.94,52,23.96,87,40.09,21048
21,49,209,66,31.58,61,29.19,82,39.23,21049
21,50,155,60,38.71,44,28.39,51,32.9,21050
21,51,187,75,40.11,42,22.46,70,37.43,21051
21,52,187,63,33.69,56,29.95,68,36.36,21052
21,53,169,73,43.2,54,31.95,42,24.85,21053
21,54,189,59,31.22,37,19.58,93,49.21,21054
21,55,190,51,26.84,55,28.95,84,44.21,21055
21,56,110,43,39.09,32,29.09,35,31.82,21056
21,57,112,41,36.61,28,25.0,43,38.39,21057
21,58,119,47,39.5,27,22.69,45,37.82,21058
21,59,224,86,38.39,57,25.45,81,36.16,21059
21,60,85,25,29.41,27,31.76,33,38.82,21060
21,61,187,71,37.97,66,35.29,50,26.74,21061
21,62,211,90,42.65,55,26.07,66,31.28,21062
21,63,177,70,39.55,49,27.68,58,32.77,21063
21,64,122,44,36.07,39,31.97,39,31.97,21064
21,65,154,47,30.52,34,22.08,73,47.4,21065
21,66,149,53,35.57,45,30.2,51,34.23,21066
21,67,154,70,45.45,36,23.38,48,31.17,21067
21,68,95,36,37.89,30,31.58,29,30.53,21068
21,69,118,39,33.05,30,25.42,49,41.53,21069
21,70,124,37,29.84,32,25.81,55,44.35,21070
22,1,75,31,41.33,30,40.0,14,18.67,22001
22,2,75,15,20.0,28,37.33,32,42.67,22002
22,3,129,21,16.28,68,52.71,40,31.01,22003
22,4,105,28,26.67,42,40.0,35,33.33,22004
22,5,158,40,25.32,80,50.63,38,24.05,22005
22,6,117,21,17.95,72,61.54,24,20.51,22006
22,7,98,39,39.8,22,22.45,37,37.76,22007
22,8,176,58,32.95,44,25.0,74,42.05,22008
22,9,118,25,21.19,51,43.22,42,35.59,22009
22,10,158,25,15.82,71,44.94,62,39.24,22010
22,11,110,25,22.73,56,50.91,29,26.36,22011
22,12,124,30,24.19,31,25.0,63,50.81,22012
22,13,113,24,21.24,60,53.1,29,25.66,22013
22,14,76,17,22.37,40,52.63,19,25.0,22014
22,15,105,38,36.19,35,33.33,32,30.48,22015
22,16,120,30,25.0,61,50.83,29,24.17,22016
22,17,127,30,23.62,57,44.88,40,31.5,22017
22,18,95,18,18.95,47,49.47,30,31.58,22018
22,19,89,32,35.96,30,33.71,27,30.34,22019
22,20,93,36,38.71,29,31.18,28,30.11,22020
22,21,190,57,30.0,55,28.95,78,41.05,22021
22,22,47,17,36.17,18,38.3,12,25.53,22022
22,23,137,26,18.98,67,48.91,44,32.12,22023
22,24,118,26,22.03,51,43.22,41,34.75,22024
22,25,104,21,20.19,55,52.88,28,26.92,22025
22,26,80,14,17.5,44,55.0,22,27.5,22026
22,27,154,29,18.83,75,48.7,50,32.47,22027
22,28,146,51,34.93,43,29.45,52,35.62,22028
22,29,72,10,13.89,38,52.78,24,33.33,22029
23,1,210,40,19.05,142,67.62,28,13.33,23001
23,2,267,43,16.1,204,76.4,20,7.49,23002
23,3,196,46,23.47,127,64.8,23,11.73,23003
23,4,165,33,20.0,103,62.42,29,17.58,23004
23,5,172,27,15.7,103,59.88,42,24.42,23005
23,6,193,39,20.21,124,64.25,30,15.54,23006
23,7,153,29,18.95,96,62.75,28,18.3,23007
23,8,183,27,14.75,134,73.22,22,12.02,23008
23,9,137,35,25.55,67,48.91,35,25.55,23009
23,10,283,36,12.72,222,78.45,25,8.83,23010
23,11,230,46,20.0,153,66.52,31,13.48,23011
23,12,215,38,17.67,150,69.77,27,12.56,23012
23,13,244,47,19.26,166,68.03,31,12.7,23013
23,14,218,34,15.6,149,68.35,35,16.06,23014
23,15,204,38,18.63,140,68.63,26,12.75,23015
23,16,243,52,21.4,154,63.37,37,15.23,23016
23,17,250,45,18.0,168,67.2,37,14.8,23017
23,18,182,29,15.93,137,75.27,16,8.79,23018
23,19,223,36,16.14,162,72.65,25,11.21,23019
23,20,192,36,18.75,126,65.63,30,15.63,23020
23,21,156,27,17.31,117,75.0,12,7.69,23021
23,22,142,29,20.42,83,58.45,30,21.13,23022
23,23,150,27,18.0,88,58.67,35,23.33,23023
23,24,139,16,11.51,85,61.15,38,27.34,23024
23,25,178,31,17.42,109,61.24,38,21.35,23025
23,26,196,28,14.29,148,75.51,20,10.2,23026
23,27,157,33,21.02,103,65.61,21,13.38,23027
23,28,178,45,25.28,106,59.55,27,15.17,23028
23,29,140,32,22.86,72,51.43,36,25.71,23029
23,30,214,41,19.16,150,70.09,23,10.75,23030
23,31,207,53,25.6,135,65.22,19,9.18,23031
23,32,241,57,23.65,147,61.0,37,15.35,23032
23,33,257,52,20.23,172,66.93,33,12.84,23033
23,34,158,31,19.62,108,68.35,19,12.03,23034
23,35,125,43,34.4,55,44.0,27,21.6,23035
23,36,224,51,22.77,139,62.05,34,15.18,23036
23,37,138,42,30.43,60,43.48,36,26.09,23037
23,38,139,12,8.63,114,82.01,13,9.35,23038
23,39,169,19,11.24,125,73.96,25,14.79,23039
23,40,196,28,14.29,152,77.55,16,8.16,23040
23,41,166,21,12.65,110,66.27,35,21.08,23041
23,42,157,28,17.83,104,66.24,25,15.92,23042
23,43,191,31,16.23,138,72.25,22,11.52,23043
23,44,197,36,18.27,134,68.02,27,13.71,23044
23,45,185,31,16.76,128,69.19,26,14.05,23045
23,46,192,26,13.54,135,70.31,31,16.15,23046
23,47,249,40,16.06,176,70.68,33,13.25,23047
23,48,159,34,21.38,98,61.64,27,16.98,23048
23,49,148,27,18.24,95,64.19,26,17.57,23049
23,50,142,37,26.06,86,60.56,19,13.38,23050
23,51,187,45,24.06,109,58.29,33,17.65,23051
23,52,258,44,17.05,165,63.95,49,18.99,23052
23,53,124,18,14.52,84,67.74,22,17.74,23053
23,54,197,32,16.24,137,69.54,28,14.21,23054
23,55,199,23,11.56,141,70.85,35,17.59,23055
23,56,166,32,19.28,109,65.66,25,15.06,23056
23,57,155,30,19.35,106,68.39,19,12.26,23057
23,58,303,64,21.12,186,61.39,53,17.49,23058
23,59,129,30,23.26,76,58.91,23,17.83,23059
23,60,227,44,19.38,139,61.23,44,19.38,23060
23,61,235,42,17.87,166,70.64,27,11.49,23061
23,62,229,50,21.83,155,67.69,24,10.48,23062
24,1,135,43,31.85,43,31.85,49,36.3,24001
24,2,124,55,44.35,47,37.9,22,17.74,24002
24,3,109,39,35.78,25,22.94,45,41.28,24003
24,4,123,46,37.4,30,24.39,47,38.21,24004
24,5,102,49,48.04,35,34.31,18,17.65,24005
24,6,143,49,34.27,35,24.48,59,41.26,24006
24,7,111,41,36.94,45,40.54,25,22.52,24007
24,8,125,44,35.2,41,32.8,40,32.0,24008
24,9,110,35,31.82,29,26.36,46,41.82,24009
24,10,116,51,43.97,32,27.59,33,28.45,24010
24,11,33,16,48.48,12,36.36,5,15.15,24011
24,12,76,27,35.53,22,28.95,27,35.53,24012
24,13,87,26,29.89,28,32.18,33,37.93,24013
24,14,147,59,40.14,45,30.61,43,29.25,24014
24,15,109,35,32.11,32,29.36,42,38.53,24015
24,16,88,19,21.59,31,35.23,38,43.18,24016
24,17,103,39,37.86,30,29.13,34,33.01,24017
24,18,67,30,44.78,15,22.39,22,32.84,24018
24,19,94,39,41.49,23,24.47,32,34.04,24019
24,20,148,63,42.57,33,22.3,52,35.14,24020
24,21,91,40,43.96,28,30.77,23,25.27,24021
24,22,121,41,33.88,42,34.71,38,31.4,24022
24,23,114,59,51.75,29,25.44,26,22.81,24023
24,24,93,39,41.94,31,33.33,23,24.73,24024
24,25,119,38,31.93,40,33.61,41,34.45,24025
24,26,141,54,38.3,31,21.99,56,39.72,24026
24,27,63,27,42.86,22,34.92,14,22.22,24027
24,28,103,45,43.69,28,27.18,30,29.13,24028
24,29,121,43,35.54,44,36.36,34,28.1,24029
24,30,99,40,40.4,28,28.28,31,31.31,24030
24,31,112,47,41.96,25,22.32,40,35.71,24031
24,32,122,57,46.72,33,27.05,32,26.23,24032
24,33,82,27,32.93,27,32.93,28,34.15,24033
24,34,87,32,36.78,23,26.44,32,36.78,24034
24,35,110,44,40.0,39,35.45,27,24.55,24035
24,36,87,35,40.23,28,32.18,24,27.59,24036
24,37,128,43,33.59,40,31.25,45,35.16,24037
24,38,124,47,37.9,37,29.84,40,32.26,24038
24,39,110,48,43.64,31,28.18,31,28.18,24039
24,40,172,50,29.07,48,27.91,74,43.02,24040
24,41,109,47,43.12,44,40.37,18,16.51,24041
24,42,98,40,40.82,34,34.69,24,24.49,24042
24,43,111,44,39.64,28,25.23,39,35.14,24043
24,44,40,19,47.5,12,30.0,9,22.5,24044
24,45,97,32,32.99,30,30.93,35,36.08,24045
24,46,125,41,32.8,36,28.8,48,38.4,24046
24,47,111,43,38.74,28,25.23,40,36.04,24047
24,48,25,10,40.0,8,32.0,7,28.0,24048
24,49,159,43,27.04,39,24.53,77,48.43,24049
24,50,176,73,41.48,52,29.55,51,28.98,24050
24,51,162,62,38.27,50,30.86,50,30.86,24051
24,52,126,41,32.54,54,42.86,31,24.6,24052
24,53,96,33,34.38,29,30.21,34,35.42,24053
25,1,128,34,26.56,60,46.88,34,26.56,25001
25,2,135,24,17.78,63,46.67,48,35.56,25002
25,3,84,26,30.95,43,51.19,15,17.86,25003
25,4,224,49,21.88,101,45.09,74,33.04,25004
25,5,125,23,18.4,68,54.4,34,27.2,25005
25,6,158,35,22.15,68,43.04,55,34.81,25006
25,7,120,22,18.33,49,40.83,49,40.83,25007
25,8,151,40,26.49,66,43.71,45,29.8,25008
25,9,165,39,23.64,72,43.64,54,32.73,25009
25,10,44,15,34.09,12,27.27,17,38.64,25010
25,11,154,33,21.43,70,45.45,51,33.12,25011
25,12,129,36,27.91,53,41.09,40,31.01,25012
25,13,132,26,19.7,55,41.67,51,38.64,25013
25,14,77,24,31.17,42,54.55,11,14.29,25014
25,15,124,25,20.16,67,54.03,32,25.81,25015
25,16,52,14,26.92,24,46.15,14,26.92,25016
25,17,131,20,15.27,54,41.22,57,43.51,25017
25,18,114,29,25.44,47,41.23,38,33.33,25018
25,19,121,27,22.31,56,46.28,38,31.4,25019
25,20,186,44,23.66,82,44.09,60,32.26,25020
25,21,98,35,35.71,53,54.08,10,10.2,25021
25,22,99,21,21.21,41,41.41,37,37.37,25022
25,23,134,29,21.64,60,44.78,45,33.58,25023
25,24,125,28,22.4,39,31.2,58,46.4,25024
26,1,105,22,20.95,50,47.62,33,31.43,26001
26,2,95,28,29.47,40,42.11,27,28.42,26002
26,3,86,18,20.93,48,55.81,20,23.26,26003
26,4,133,28,21.05,68,51.13,37,27.82,26004
26,5,123,24,19.51,55,44.72,44,35.77,26005
26,6,118,28,23.73,53,44.92,37,31.36,26006
26,7,42,4,9.52,28,66.67,10,23.81,26007
26,8,67,10,14.93,40,59.7,17,25.37,26008
26,9,91,16,17.58,47,51.65,28,30.77,26009
26,10,102,28,27.45,46,45.1,28,27.45,26010
26,11,149,23,15.44,85,57.05,41,27.52,26011
26,12,103,27,26.21,40,38.83,36,34.95,26012
26,13,137,23,16.79,67,48.91,47,34.31,26013
26,14,170,48,28.24,66,38.82,56,32.94,26014
26,15,68,22,32.35,32,47.06,14,20.59,26015
26,16,106,22,20.75,54,50.94,30,28.3,26016
26,17,106,23,21.7,52,49.06,31,29.25,26017
26,18,130,37,28.46,56,43.08,37,28.46,26018
26,19,153,30,19.61,87,56.86,36,23.53,26019
26,20,74,17,22.97,35,47.3,22,29.73,26020
26,21,88,16,18.18,42,47.73,30,34.09,26021
26,22,61,11,18.03,25,40.98,25,40.98,26022
26,23,113,26,23.01,51,45.13,36,31.86,26023
26,24,155,28,18.06,86,55.48,41,26.45,26024
26,25,152,32,21.05,59,38.82,61,40.13,26025
26,26,55,18,32.73,23,41.82,14,25.45,26026
26,27,70,15,21.43,33,47.14,22,31.43,26027
26,28,150,26,17.33,85,56.67,39,26.0,26028
26,29,122,27,22.13,53,43.44,42,34.43,26029
26,30,132,29,21.97,66,50.0,37,28.03,26030
26,31,40,7,17.5,16,40.0,17,42.5,26031
26,32,140,30,21.43,74,52.86,36,25.71,26032
26,33,125,21,16.8,64,51.2,40,32.0,26033
26,34,127,31,24.41,66,51.97,30,23.62,26034
26,35,100,25,25.0,51,51.0,24,24.0,26035
26,36,130,24,18.46,67,51.54,39,30.0,26036
26,37,121,26,21.49,61,50.41,34,28.1,26037
26,38,96,18,18.75,43,44.79,35,36.46,26038
27,1,46,8,17.39,29,63.04,9,19.57,27001
27,2,107,37,34.58,51,47.66,19,17.76,27002
27,3,99,39,39.39,35,35.35,25,25.25,27003
27,4,67,23,34.33,28,41.79,16,23.88,27004
27,5,63,18,28.57,32,50.79,13,20.63,27005
27,6,84,31,36.9,41,48.81,12,14.29,27006
27,7,84,23,27.38,35,41.67,26,30.95,27007
27,8,57,20,35.09,24,42.11,13,22.81,27008
27,9,225,37,16.44,159,70.67,29,12.89,27009
27,10,210,61,29.05,86,40.95,63,30.0,27010
27,11,82,24,29.27,36,43.9,22,26.83,27011
27,12,51,17,33.33,21,41.18,13,25.49,27012
27,13,264,60,22.73,145,54.92,59,22.35,27013
27,14,63,15,23.81,38,60.32,10,15.87,27014
27,15,94,28,29.79,49,52.13,17,18.09,27015
27,16,89,18,20.22,53,59.55,18,20.22,27016
27,17,143,40,27.97,67,46.85,36,25.17,27017
27,18,54,11,20.37,32,59.26,11,20.37,27018
27,19,107,48,44.86,41,38.32,18,16.82,27019
27,20,136,48,35.29,59,43.38,29,21.32,27020
27,21,69,21,30.43,41,59.42,7,10.14,27021
27,22,120,37,30.83,62,51.67,21,17.5,27022
27,23,88,29,32.95,30,34.09,29,32.95,27023
27,24,147,36,24.49,82,55.78,29,19.73,27024
27,25,91,32,35.16,35,38.46,24,26.37,27025
27,26,223,85,38.12,89,39.91,49,21.97,27026
27,27,63,24,38.1,21,33.33,18,28.57,27027
27,28,115,31,26.96,56,48.7,28,24.35,27028
27,29,88,24,27.27,43,48.86,21,23.86,27029
27,30,58,4,6.9,34,58.62,20,34.48,27030
27,31,104,36,34.62,41,39.42,27,25.96,27031
27,32,100,18,18.0,53,53.0,29,29.0,27032
27,33,100,33,33.0,44,44.0,23,23.0,27033
27,34,114,28,24.56,65,57.02,21,18.42,27034
27,35,71,12,16.9,35,49.3,24,33.8,27035
27,36,134,38,28.36,49,36.57,47,35.07,27036
27,37,115,31,26.96,64,55.65,20,17.39,27037
27,38,88,12,13.64,54,61.36,22,25.0,27038
27,39,66,16,24.24,38,57.58,12,18.18,27039
27,40,88,29,32.95,45,51.14,14,15.91,27040
27,41,126,31,24.6,60,47.62,35,27.78,27041
27,42,68,11,16.18,44,64.71,13,19.12,27042
27,43,86,36,41.86,33,38.37,17,19.77,27043
27,44,148,38,25.68,61,41.22,49,33.11,27044
27,45,160,39,24.38,89,55.63,32,20.0,27045
27,46,145,17,11.72,106,73.1,22,15.17,27046
27,47,85,27,31.76,43,50.59,15,17.65,27047
27,48,150,56,37.33,55,36.67,39,26.0,27048
27,49,102,40,39.22,28,27.45,34,33.33,27049
27,50,146,24,16.44,82,56.16,40,27.4,27050
27,51,84,20,23.81,56,66.67,8,9.52,27051
27,52,42,11,26.19,26,61.9,5,11.9,27052
27,53,128,24,18.75,56,43.75,48,37.5,27053
27,54,88,15,17.05,48,54.55,25,28.41,27054
27,55,49,6,12.24,37,75.51,6,12.24,27055
27,56,76,12,15.79,43,56.58,21,27.63,27056
27,57,71,10,14.08,36,50.7,25,35.21,27057
27,58,112,14,12.5,58,51.79,40,35.71,27058
27,59,42,13,30.95,12,28.57,17,40.48,27059
28,1,157,43,27.39,75,47.77,39,24.84,28001
28,2,86,33,38.37,32,37.21,21,24.42,28002
28,3,95,19,20.0,59,62.11,17,17.89,28003
28,4,190,64,33.68,71,37.37,55,28.95,28004
28,5,117,43,36.75,48,41.03,26,22.22,28005
28,6,150,37,24.67,88,58.67,25,16.67,28006
28,7,189,55,29.1,96,50.79,38,20.11,28007
28,8,79,24,30.38,37,46.84,18,22.78,28008
28,9,139,31,22.3,89,64.03,19,13.67,28009
28,10,155,39,25.16,87,56.13,29,18.71,28010
28,11,115,34,29.57,65,56.52,16,13.91,28011
28,12,102,29,28.43,50,49.02,23,22.55,28012
28,13,115,34,29.57,58,50.43,23,20.0,28013
28,14,47,14,29.79,23,48.94,10,21.28,28014
28,15,65,23,35.38,34,52.31,8,12.31,28015
28,16,112,44,39.29,31,27.68,37,33.04,28016
28,17,70,31,44.29,25,35.71,14,20.0,28017
28,18,151,40,26.49,85,56.29,26,17.22,28018
28,19,124,29,23.39,64,51.61,31,25.0,28019
28,20,149,55,36.91,64,42.95,30,20.13,28020
28,21,132,30,22.73,76,57.58,26,19.7,28021
28,22,120,25,20.83,76,63.33,19,15.83,28022
28,23,134,38,28.36,79,58.96,17,12.69,28023
28,24,68,20,29.41,25,36.76,23,33.82,28024
28,25,136,30,22.06,84,61.76,22,16.18,28025
28,26,123,25,20.33,72,58.54,26,21.14,28026
28,27,73,25,34.25,34,46.58,14,19.18,28027
28,28,112,38,33.93,53,47.32,21,18.75,28028
28,29,136,45,33.09,55,40.44,36,26.47,28029
28,30,71,24,33.8,32,45.07,15,21.13,28030
28,31,110,39,35.45,51,46.36,20,18.18,28031
28,32,108,40,37.04,46,42.59,22,20.37,28032
28,33,89,27,30.34,43,48.31,19,21.35,28033
28,34,138,50,36.23,62,44.93,26,18.84,28034
28,35,98,39,39.8,35,35.71,24,24.49,28035
28,36,120,29,24.17,66,55.0,25,20.83,28036
28,37,148,40,27.03,95,64.19,13,8.78,28037
28,38,99,15,15.15,63,63.64,21,21.21,28038
28,39,53,15,28.3,25,47.17,13,24.53,28039
28,40,128,34,26.56,68,53.13,26,20.31,28040
28,41,75,14,18.67,44,58.67,17,22.67,28041
28,42,87,23,26.44,49,56.32,15,17.24,28042
28,43,72,15,20.83,44,61.11,13,18.06,28043
28,44,70,23,32.86,33,47.14,14,20.0,28044
28,45,79,24,30.38,35,44.3,20,25.32,28045
28,46,94,25,26.6,54,57.45,15,15.96,28046
28,47,124,29,23.39,68,54.84,27,21.77,28047
28,48,29,8,27.59,19,65.52,2,6.9,28048
28,49,83,25,30.12,41,49.4,17,20.48,28049
28,50,62,22,35.48,18,29.03,22,35.48,28050
28,51,101,30,29.7,56,55.45,15,14.85,28051
28,52,110,28,25.45,62,56.36,20,18.18,28052
28,53,42,14,33.33,14,33.33,14,33.33,28053
28,54,72,16,22.22,37,51.39,19,26.39,28054
28,55,73,26,35.62,22,30.14,25,34.25,28055
28,56,96,35,36.46,40,41.67,21,21.88,28056
28,57,118,43,36.44,49,41.53,26,22.03,28057
28,58,75,21,28.0,43,57.33,11,14.67,28058
28,59,80,23,28.75,45,56.25,12,15.0,28059
28,60,92,20,21.74,58,63.04,14,15.22,28060
28,61,59,15,25.42,32,54.24,12,20.34,28061
29,1,167,51,30.54,87,52.1,29,17.37,29001
29,2,78,16,20.51,37,47.44,25,32.05,29002
29,3,149,39,26.17,83,55.7,27,18.12,29003
29,4,187,73,39.04,73,39.04,41,21.93,29004
29,5,185,46,24.86,100,54.05,39,21.08,29005
29,6,54,18,33.33,26,48.15,10,18.52,29006
29,7,124,30,24.19,69,55.65,25,20.16,29007
29,8,175,55,31.43,84,48.0,36,20.57,29008
29,9,127,49,38.58,41,32.28,37,29.13,29009
29,10,181,34,18.78,130,71.82,17,9.39,29010
29,11,146,42,28.77,62,42.47,42,28.77,29011
29,12,136,41,30.15,71,52.21,24,17.65,29012
29,13,190,63,33.16,92,48.42,35,18.42,29013
29,14,153,36,23.53,76,49.67,41,26.8,29014
29,15,180,57,31.67,89,49.44,34,18.89,29015
29,16,168,22,13.1,121,72.02,25,14.88,29016
29,17,122,24,19.67,60,49.18,38,31.15,29017
29,18,199,28,14.07,122,61.31,49,24.62,29018
29,19,148,45,30.41,76,51.35,27,18.24,29019
29,20,205,53,25.85,89,43.41,63,30.73,29020
29,21,126,34,26.98,65,51.59,27,21.43,29021
29,22,104,23,22.12,57,54.81,24,23.08,29022
29,23,111,22,19.82,64,57.66,25,22.52,29023
29,24,184,59,32.07,72,39.13,53,28.8,29024
29,25,241,51,21.16,162,67.22,28,11.62,29025
29,26,162,35,21.6,93,57.41,34,20.99,29026
29,27,103,30,29.13,45,43.69,28,27.18,29027
29,28,111,32,28.83,57,51.35,22,19.82,29028
29,29,238,62,26.05,129,54.2,47,19.75,29029
29,30,154,35,22.73,94,61.04,25,16.23,29030
29,31,165,51,30.91,72,43.64,42,25.45,29031
29,32,169,45,26.63,71,42.01,53,31.36,29032
29,33,150,43,28.67,72,48.0,35,23.33,29033
29,34,112,24,21.43,66,58.93,22,19.64,29034
29,35,242,43,17.77,164,67.77,35,14.46,29035
29,36,206,48,23.3,135,65.53,23,11.17,29036
29,37,163,53,32.52,68,41.72,42,25.77,29037
29,38,160,47,29.38,78,48.75,35,21.88,29038
29,39,129,32,24.81,59,45.74,38,29.46,29039
29,40,244,68,27.87,126,51.64,50,20.49,29040
29,41,212,66,31.13,99,46.7,47,22.17,29041
29,42,118,31,26.27,61,51.69,26,22.03,29042
29,43,223,66,29.6,98,43.95,59,26.46,29043
29,44,167,36,21.56,69,41.32,62,37.13,29044
29,45,157,46,29.3,79,50.32,32,20.38,29045
29,46,130,43,33.08,53,40.77,34,26.15,29046
29,47,250,61,24.4,104,41.6,85,34.0,29047
29,48,53,11,20.75,23,43.4,19,35.85,29048
29,49,252,66,26.19,151,59.92,35,13.89,29049
29,50,190,41,21.58,91,47.89,58,30.53,29050
29,51,154,59,38.31,47,30.52,48,31.17,29051
29,52,130,30,23.08,63,48.46,37,28.46,29052
29,53,97,26,26.8,56,57.73,15,15.46,29053
29,54,117,27,23.08,65,55.56,25,21.37,29054
29,55,33,14,42.42,16,48.48,3,9.09,29055
29,56,132,46,34.85,61,46.21,25,18.94,29056
30,1,184,64,34.78,83,45.11,37,20.11,30001
30,2,119,30,25.21,57,47.9,32,26.89,30002
30,3,200,45,22.5,111,55.5,44,22.0,30003
30,4,183,53,28.96,83,45.36,47,25.68,30004
30,5,92,26,28.26,49,53.26,17,18.48,30005
30,6,133,37,27.82,63,47.37,33,24.81,30006
30,7,145,49,33.79,57,39.31,39,26.9,30007
30,8,164,49,29.88,65,39.63,50,30.49,30008
30,9,248,96,38.71,103,41.53,49,19.76,30009
30,10,123,42,34.15,51,41.46,30,24.39,30010
30,11,130,30,23.08,71,54.62,29,22.31,30011
30,12,144,36,25.0,70,48.61,38,26.39,30012
30,13,91,23,25.27,47,51.65,21,23.08,30013
30,14,104,28,26.92,57,54.81,19,18.27,30014
30,15,166,42,25.3,82,49.4,42,25.3,30015
30,16,109,35,32.11,51,46.79,23,21.1,30016
30,17,84,24,28.57,39,46.43,21,25.0,30017
