ward,precinct,total,BARACK OBAMA,BARACK OBAMA Percent,precinct_id
5,46,181,181,100.0,05046
5,47,157,157,100.0,05047
5,48,141,141,100.0,05048
5,49,160,160,100.0,05049
5,51,123,123,100.0,05051
5,52,0,0,0.0,05052
5,53,119,119,100.0,05053
5,54,120,120,100.0,05054
5,55,187,187,100.0,05055
5,56,115,115,100.0,05056
5,57,199,199,100.0,05057
5,58,104,104,100.0,05058
5,59,102,102,100.0,05059
7,3,153,153,100.0,07003
7,7,98,98,100.0,07007
7,8,149,149,100.0,07008
7,9,1,1,100.0,07009
7,10,276,276,100.0,07010
7,11,198,198,100.0,07011
7,14,204,204,100.0,07014
7,15,235,235,100.0,07015
7,16,186,186,100.0,07016
7,17,38,38,100.0,07017
7,18,179,179,100.0,07018
7,20,59,59,100.0,07020
7,22,221,221,100.0,07022
7,23,191,191,100.0,07023
7,28,145,145,100.0,07028
7,32,175,175,100.0,07032
7,34,3,3,100.0,07034
7,35,276,276,100.0,07035
7,39,186,186,100.0,07039
7,40,118,118,100.0,07040
7,42,41,41,100.0,07042
7,44,235,235,100.0,07044
7,45,313,313,100.0,07045
7,46,49,49,100.0,07046
10,1,106,106,100.0,10001
10,4,108,108,100.0,10004
10,7,29,29,100.0,10007
10,13,19,19,100.0,10013
10,18,81,81,100.0,10018
10,23,10,10,100.0,10023
10,25,143,143,100.0,10025
10,37,106,106,100.0,10037
10,43,109,109,100.0,10043
10,45,125,125,100.0,10045
20,2,126,126,100.0,20002
20,5,100,100,100.0,20005
20,9,101,101,100.0,20009
20,18,165,165,100.0,20018
20,22,126,126,100.0,20022
20,24,188,188,100.0,20024
20,26,242,242,100.0,20026
20,29,112,112,100.0,20029
20,32,198,198,100.0,20032
20,34,195,195,100.0,20034
20,36,132,132,100.0,20036
20,38,184,184,100.0,20038
20,47,100,100,100.0,20047
42,1,118,118,100.0,42001
42,2,69,69,100.0,42002
42,5,99,99,100.0,42005
42,6,221,221,100.0,42006
42,7,102,102,100.0,42007
42,9,44,44,100.0,42009
42,11,96,96,100.0,42011
42,13,216,216,100.0,42013
42,18,237,237,100.0,42018
42,19,49,49,100.0,42019
42,22,1,1,100.0,42022
42,23,111,111,100.0,42023
42,24,97,97,100.0,42024
42,25,99,99,100.0,42025
42,29,117,117,100.0,42029
42,30,72,72,100.0,42030
42,31,43,43,100.0,42031
42,35,79,79,100.0,42035
42,37,87,87,100.0,42037
42,38,94,94,100.0,42038
42,40,56,56,100.0,42040
42,41,81,81,100.0,42041
42,42,91,91,100.0,42042
42,43,100,100,100.0,42043
42,44,94,94,100.0,42044
42,47,69,69,100.0,42047
42,50,101,101,100.0,42050
42,51,87,87,100.0,42051
42,52,80,80,100.0,42052
42,53,70,70,100.0,42053
42,54,64,64,100.0,42054
42,55,0,0,0.0,42055
42,61,21,21,100.0,42061
42,62,63,63,100.0,42062
42,63,90,90,100.0,42063
42,64,37,37,100.0,42064
42,65,67,67,100.0,42065
42,66,58,58,100.0,42066
42,67,162,162,100.0,42067
