ward,precinct,total,JAMES A. DeLEO,JAMES A. DeLEO Percent,precinct_id
45,32,132,132,100.0,45032
45,33,200,200,100.0,45033
45,34,150,150,100.0,45034
45,35,145,145,100.0,45035
45,36,2,2,100.0,45036
45,37,41,41,100.0,45037
45,38,233,233,100.0,45038
45,39,208,208,100.0,45039
45,40,199,199,100.0,45040
45,41,108,108,100.0,45041
45,42,185,185,100.0,45042
45,43,134,134,100.0,45043
45,44,196,196,100.0,45044
45,45,134,134,100.0,45045
45,46,181,181,100.0,45046
45,47,166,166,100.0,45047
45,48,143,143,100.0,45048
45,49,161,161,100.0,45049
45,50,134,134,100.0,45050
45,51,173,173,100.0,45051
45,52,138,138,100.0,45052
45,53,163,163,100.0,45053
45,54,186,186,100.0,45054
45,55,130,130,100.0,45055
45,56,127,127,100.0,45056
45,57,163,163,100.0,45057
