ward,precinct,total,LEWIS NIXON,LEWIS NIXON Percent,DOMENICA ANN STEPHENSON,DOMENICA ANN STEPHENSON Percent,precinct_id
44,23,90,48,53.33,42,46.67,44023
44,24,68,45,66.18,23,33.82,44024
44,25,115,63,54.78,52,45.22,44025
44,26,61,29,47.54,32,52.46,44026
44,27,101,57,56.44,44,43.56,44027
44,28,77,38,49.35,39,50.65,44028
44,29,98,47,47.96,51,52.04,44029
44,30,80,44,55.0,36,45.0,44030
44,31,119,75,63.03,44,36.97,44031
44,32,65,35,53.85,30,46.15,44032
44,33,121,64,52.89,57,47.11,44033
44,34,77,39,50.65,38,49.35,44034
44,35,111,65,58.56,46,41.44,44035
44,36,112,56,50.0,56,50.0,44036
44,37,153,88,57.52,65,42.48,44037
44,38,116,69,59.48,47,40.52,44038
44,39,114,79,69.3,35,30.7,44039
44,40,106,60,56.6,46,43.4,44040
44,41,117,75,64.1,42,35.9,44041
44,42,98,57,58.16,41,41.84,44042
44,43,108,65,60.19,43,39.81,44043
44,44,154,77,50.0,77,50.0,44044
44,45,50,30,60.0,20,40.0,44045
44,46,78,46,58.97,32,41.03,44046
44,47,101,59,58.42,42,41.58,44047
44,48,92,67,72.83,25,27.17,44048
44,49,86,52,60.47,34,39.53,44049
44,50,94,43,45.74,51,54.26,44050
45,1,111,69,62.16,42,37.84,45001
45,2,163,102,62.58,61,37.42,45002
45,3,278,208,74.82,70,25.18,45003
45,4,125,77,61.6,48,38.4,45004
45,5,88,51,57.95,37,42.05,45005
45,6,149,116,77.85,33,22.15,45006
45,7,160,96,60.0,64,40.0,45007
45,8,142,87,61.27,55,38.73,45008
45,9,191,112,58.64,79,41.36,45009
45,10,197,119,60.41,78,39.59,45010
45,11,162,109,67.28,53,32.72,45011
45,12,158,95,60.13,63,39.87,45012
45,13,191,132,69.11,59,30.89,45013
45,14,191,102,53.4,89,46.6,45014
45,15,204,139,68.14,65,31.86,45015
45,16,183,119,65.03,64,34.97,45016
45,17,146,93,63.7,53,36.3,45017
45,18,161,101,62.73,60,37.27,45018
45,19,233,167,71.67,66,28.33,45019
45,20,174,110,63.22,64,36.78,45020
45,21,152,82,53.95,70,46.05,45021
45,22,129,81,62.79,48,37.21,45022
45,23,158,110,69.62,48,30.38,45023
45,24,199,117,58.79,82,41.21,45024
45,25,144,89,61.81,55,38.19,45025
45,26,172,109,63.37,63,36.63,45026
45,27,152,92,60.53,60,39.47,45027
45,28,196,142,72.45,54,27.55,45028
45,29,169,112,66.27,57,33.73,45029
45,30,183,121,66.12,62,33.88,45030
45,31,160,118,73.75,42,26.25,45031
45,32,133,94,70.68,39,29.32,45032
45,33,197,131,66.5,66,33.5,45033
45,34,143,81,56.64,62,43.36,45034
45,35,142,94,66.2,48,33.8,45035
45,36,189,105,55.56,84,44.44,45036
45,37,139,73,52.52,66,47.48,45037
45,38,238,160,67.23,78,32.77,45038
45,39,200,123,61.5,77,38.5,45039
45,40,197,132,67.01,65,32.99,45040
45,41,132,88,66.67,44,33.33,45041
45,42,185,124,67.03,61,32.97,45042
45,43,136,80,58.82,56,41.18,45043
45,44,184,129,70.11,55,29.89,45044
45,45,127,77,60.63,50,39.37,45045
45,46,170,106,62.35,64,37.65,45046
45,47,171,99,57.89,72,42.11,45047
45,48,134,88,65.67,46,34.33,45048
45,49,150,91,60.67,59,39.33,45049
45,50,141,77,54.61,64,45.39,45050
45,51,168,107,63.69,61,36.31,45051
45,52,142,84,59.15,58,40.85,45052
45,53,154,101,65.58,53,34.42,45053
45,54,182,108,59.34,74,40.66,45054
45,55,128,67,52.34,61,47.66,45055
45,56,126,71,56.35,55,43.65,45056
45,57,160,113,70.63,47,29.38,45057
45,58,71,50,70.42,21,29.58,45058
46,1,220,121,55.0,99,45.0,46001
46,2,85,44,51.76,41,48.24,46002
46,3,152,85,55.92,67,44.08,46003
46,4,103,51,49.51,52,50.49,46004
46,5,86,54,62.79,32,37.21,46005
46,6,104,42,40.38,62,59.62,46006
46,7,174,102,58.62,72,41.38,46007
46,8,123,66,53.66,57,46.34,46008
46,9,108,55,50.93,53,49.07,46009
46,10,120,59,49.17,61,50.83,46010
46,11,124,66,53.23,58,46.77,46011
46,12,107,55,51.4,52,48.6,46012
46,13,137,67,48.91,70,51.09,46013
46,14,74,30,40.54,44,59.46,46014
46,15,107,64,59.81,43,40.19,46015
46,16,191,99,51.83,92,48.17,46016
46,17,167,105,62.87,62,37.13,46017
46,18,158,95,60.13,63,39.87,46018
46,19,124,55,44.35,69,55.65,46019
46,20,124,74,59.68,50,40.32,46020
46,21,39,16,41.03,23,58.97,46021
46,22,89,47,52.81,42,47.19,46022
46,23,94,58,61.7,36,38.3,46023
46,24,100,55,55.0,45,45.0,46024
46,25,88,55,62.5,33,37.5,46025
46,26,106,54,50.94,52,49.06,46026
46,27,133,83,62.41,50,37.59,46027
46,28,103,61,59.22,42,40.78,46028
46,29,133,74,55.64,59,44.36,46029
46,30,156,78,50.0,78,50.0,46030
46,31,136,77,56.62,59,43.38,46031
46,32,152,83,54.61,69,45.39,46032
46,33,143,71,49.65,72,50.35,46033
46,34,153,87,56.86,66,43.14,46034
46,35,138,68,49.28,70,50.72,46035
46,36,162,103,63.58,59,36.42,46036
46,37,154,79,51.3,75,48.7,46037
46,38,89,55,61.8,34,38.2,46038
46,39,129,72,55.81,57,44.19,46039
47,1,89,49,55.06,40,44.94,47001
47,2,223,137,61.43,86,38.57,47002
47,3,156,91,58.33,65,41.67,47003
47,4,195,115,58.97,80,41.03,47004
47,5,125,69,55.2,56,44.8,47005
47,6,183,99,54.1,84,45.9,47006
47,7,142,74,52.11,68,47.89,47007
47,8,187,90,48.13,97,51.87,47008
47,9,175,114,65.14,61,34.86,47009
47,10,143,67,46.85,76,53.15,47010
47,11,227,124,54.63,103,45.37,47011
47,12,159,80,50.31,79,49.69,47012
47,13,261,148,56.7,113,43.3,47013
47,14,217,141,64.98,76,35.02,47014
47,15,115,68,59.13,47,40.87,47015
47,16,104,57,54.81,47,45.19,47016
47,17,175,93,53.14,82,46.86,47017
47,18,144,78,54.17,66,45.83,47018
47,19,189,123,65.08,66,34.92,47019
47,20,143,74,51.75,69,48.25,47020
47,21,98,44,44.9,54,55.1,47021
47,22,106,59,55.66,47,44.34,47022
47,23,65,40,61.54,25,38.46,47023
47,24,101,46,45.54,55,54.46,47024
47,25,133,72,54.14,61,45.86,47025
47,26,215,105,48.84,110,51.16,47026
47,27,136,81,59.56,55,40.44,47027
47,28,197,110,55.84,87,44.16,47028
47,29,152,87,57.24,65,42.76,47029
47,30,85,43,50.59,42,49.41,47030
47,31,145,79,54.48,66,45.52,47031
47,32,183,81,44.26,102,55.74,47032
47,33,138,71,51.45,67,48.55,47033
47,34,148,78,52.7,70,47.3,47034
47,35,193,105,54.4,88,45.6,47035
47,36,169,84,49.7,85,50.3,47036
47,37,155,82,52.9,73,47.1,47037
47,38,166,91,54.82,75,45.18,47038
47,39,144,70,48.61,74,51.39,47039
47,40,124,75,60.48,49,39.52,47040
47,41,88,48,54.55,40,45.45,47041
47,42,168,87,51.79,81,48.21,47042
47,43,178,103,57.87,75,42.13,47043
47,44,108,61,56.48,47,43.52,47044
47,45,160,82,51.25,78,48.75,47045
48,1,147,72,48.98,75,51.02,48001
48,2,109,59,54.13,50,45.87,48002
48,3,139,63,45.32,76,54.68,48003
48,4,138,65,47.1,73,52.9,48004
48,5,122,74,60.66,48,39.34,48005
48,6,165,83,50.3,82,49.7,48006
48,7,136,69,50.74,67,49.26,48007
48,8,94,44,46.81,50,53.19,48008
48,9,115,50,43.48,65,56.52,48009
48,10,74,32,43.24,42,56.76,48010
48,11,150,68,45.33,82,54.67,48011
48,12,94,43,45.74,51,54.26,48012
48,13,106,48,45.28,58,54.72,48013
48,14,188,78,41.49,110,58.51,48014
48,15,89,36,40.45,53,59.55,48015
48,16,83,40,48.19,43,51.81,48016
48,17,91,46,50.55,45,49.45,48017
48,18,80,41,51.25,39,48.75,48018
48,19,132,72,54.55,60,45.45,48019
48,20,118,60,50.85,58,49.15,48020
48,21,170,87,51.18,83,48.82,48021
48,22,183,91,49.73,92,50.27,48022
48,23,117,64,54.7,53,45.3,48023
48,24,113,52,46.02,61,53.98,48024
48,25,106,50,47.17,56,52.83,48025
48,26,124,64,51.61,60,48.39,48026
48,27,76,39,51.32,37,48.68,48027
48,28,112,58,51.79,54,48.21,48028
48,29,112,52,46.43,60,53.57,48029
48,30,80,43,53.75,37,46.25,48030
48,31,118,52,44.07,66,55.93,48031
48,32,114,54,47.37,60,52.63,48032
48,33,105,60,57.14,45,42.86,48033
48,34,129,67,51.94,62,48.06,48034
48,35,121,68,56.2,53,43.8,48035
48,36,109,69,63.3,40,36.7,48036
48,37,113,50,44.25,63,55.75,48037
48,38,150,57,38.0,93,62.0,48038
48,39,98,46,46.94,52,53.06,48039
48,40,120,60,50.0,60,50.0,48040
48,41,61,28,45.9,33,54.1,48041
48,42,136,60,44.12,76,55.88,48042
48,43,80,38,47.5,42,52.5,48043
48,44,107,52,48.6,55,51.4,48044
48,45,93,40,43.01,53,56.99,48045
48,46,68,36,52.94,32,47.06,48046
48,47,90,39,43.33,51,56.67,48047
48,48,84,44,52.38,40,47.62,48048
49,1,119,80,67.23,39,32.77,49001
49,2,149,84,56.38,65,43.62,49002
49,3,117,71,60.68,46,39.32,49003
49,4,87,56,64.37,31,35.63,49004
49,5,124,71,57.26,53,42.74,49005
49,6,99,54,54.55,45,45.45,49006
49,7,85,56,65.88,29,34.12,49007
49,8,116,74,63.79,42,36.21,49008
49,9,97,54,55.67,43,44.33,49009
49,10,160,94,58.75,66,41.25,49010
49,11,122,80,65.57,42,34.43,49011
49,12,86,43,50.0,43,50.0,49012
49,13,123,71,57.72,52,42.28,49013
49,14,97,60,61.86,37,38.14,49014
49,15,110,55,50.0,55,50.0,49015
49,16,111,70,63.06,41,36.94,49016
49,17,35,21,60.0,14,40.0,49017
49,18,95,54,56.84,41,43.16,49018
49,19,90,45,50.0,45,50.0,49019
49,20,132,79,59.85,53,40.15,49020
49,21,68,38,55.88,30,44.12,49021
49,22,130,79,60.77,51,39.23,49022
49,23,106,58,54.72,48,45.28,49023
49,24,140,66,47.14,74,52.86,49024
49,25,93,52,55.91,41,44.09,49025
49,26,163,96,58.9,67,41.1,49026
49,27,130,68,52.31,62,47.69,49027
49,28,122,67,54.92,55,45.08,49028
49,29,56,36,64.29,20,35.71,49029
49,30,89,57,64.04,32,35.96,49030
49,31,105,63,60.0,42,40.0,49031
49,32,111,58,52.25,53,47.75,49032
49,33,83,50,60.24,33,39.76,49033
49,34,73,41,56.16,32,43.84,49034
49,35,97,46,47.42,51,52.58,49035
49,36,81,46,56.79,35,43.21,49036
49,37,86,54,62.79,32,37.21,49037
50,1,96,56,58.33,40,41.67,50001
50,2,123,72,58.54,51,41.46,50002
50,3,104,52,50.0,52,50.0,50003
50,4,129,68,52.71,61,47.29,50004
50,5,126,79,62.7,47,37.3,50005
50,6,87,35,40.23,52,59.77,50006
50,7,156,84,53.85,72,46.15,50007
50,8,145,88,60.69,57,39.31,50008
50,9,87,54,62.07,33,37.93,50009
50,10,112,74,66.07,38,33.93,50010
50,11,100,68,68.0,32,32.0,50011
50,12,90,64,71.11,26,28.89,50012
50,13,85,45,52.94,40,47.06,50013
50,14,81,59,72.84,22,27.16,50014
50,15,148,81,54.73,67,45.27,50015
50,16,75,47,62.67,28,37.33,50016
50,17,109,75,68.81,34,31.19,50017
50,18,85,50,58.82,35,41.18,50018
50,19,104,60,57.69,44,42.31,50019
50,20,99,60,60.61,39,39.39,50020
50,21,137,84,61.31,53,38.69,50021
50,22,111,63,56.76,48,43.24,50022
50,23,88,58,65.91,30,34.09,50023
50,24,92,47,51.09,45,48.91,50024
50,25,111,67,60.36,44,39.64,50025
50,26,78,47,60.26,31,39.74,50026
50,27,53,38,71.7,15,28.3,50027
50,28,91,56,61.54,35,38.46,50028
50,29,111,63,56.76,48,43.24,50029
50,30,105,66,62.86,39,37.14,50030
50,31,72,48,66.67,24,33.33,50031
50,32,87,44,50.57,43,49.43,50032
50,33,66,39,59.09,27,40.91,50033
50,34,89,51,57.3,38,42.7,50034
50,35,145,91,62.76,54,37.24,50035
50,36,118,81,68.64,37,31.36,50036
50,37,147,78,53.06,69,46.94,50037
50,38,96,65,67.71,31,32.29,50038
50,39,101,67,66.34,34,33.66,50039
50,40,106,63,59.43,43,40.57,50040
50,41,136,77,56.62,59,43.38,50041
50,42,175,115,65.71,60,34.29,50042
50,43,140,90,64.29,50,35.71,50043
50,44,105,85,80.95,20,19.05,50044
50,45,138,85,61.59,53,38.41,50045
50,46,86,46,53.49,40,46.51,50046
