ward,precinct,total,PAUL G. VALLAS,PAUL G. VALLAS Percent,ROD R. BLAGOJEVICH,ROD R. BLAGOJEVICH Percent,ROLAND W. BURRIS,ROLAND W. BURRIS Percent,precinct_id
41,14,261,206,78.93,42,16.09,13,4.98,41014
41,15,129,78,60.47,43,33.33,8,6.2,41015
41,16,231,126,54.55,90,38.96,15,6.49,41016
41,17,233,150,64.38,74,31.76,9,3.86,41017
41,18,150,69,46.0,66,44.0,15,10.0,41018
41,19,243,136,55.97,94,38.68,13,5.35,41019
41,20,241,127,52.7,100,41.49,14,5.81,41020
41,21,160,91,56.88,57,35.63,12,7.5,41021
41,22,203,115,56.65,72,35.47,16,7.88,41022
41,23,219,119,54.34,91,41.55,9,4.11,41023
41,24,179,102,56.98,65,36.31,12,6.7,41024
41,25,91,42,46.15,43,47.25,6,6.59,41025
41,26,119,69,57.98,48,40.34,2,1.68,41026
41,27,93,34,36.56,53,56.99,6,6.45,41027
41,28,100,38,38.0,49,49.0,13,13.0,41028
41,29,51,27,52.94,23,45.1,1,1.96,41029
41,30,184,99,53.8,76,41.3,9,4.89,41030
41,31,207,107,51.69,90,43.48,10,4.83,41031
41,32,158,89,56.33,63,39.87,6,3.8,41032
41,33,193,83,43.01,98,50.78,12,6.22,41033
41,34,168,89,52.98,75,44.64,4,2.38,41034
41,35,173,105,60.69,65,37.57,3,1.73,41035
41,36,193,119,61.66,69,35.75,5,2.59,41036
41,37,212,125,58.96,82,38.68,5,2.36,41037
41,38,127,56,44.09,59,46.46,12,9.45,41038
41,39,197,125,63.45,62,31.47,10,5.08,41039
41,40,174,102,58.62,66,37.93,6,3.45,41040
41,41,163,89,54.6,66,40.49,8,4.91,41041
41,42,193,141,73.06,39,20.21,13,6.74,41042
41,43,172,78,45.35,81,47.09,13,7.56,41043
41,44,163,87,53.37,66,40.49,10,6.13,41044
41,45,156,72,46.15,78,50.0,6,3.85,41045
41,46,195,113,57.95,76,38.97,6,3.08,41046
41,47,199,143,71.86,46,23.12,10,5.03,41047
41,48,137,52,37.96,72,52.55,13,9.49,41048
41,49,181,112,61.88,66,36.46,3,1.66,41049
41,50,203,81,39.9,112,55.17,10,4.93,41050
41,51,105,57,54.29,44,41.9,4,3.81,41051
41,52,227,142,62.56,66,29.07,19,8.37,41052
41,53,178,103,57.87,65,36.52,10,5.62,41053
41,54,177,125,70.62,40,22.6,12,6.78,41054
41,55,169,79,46.75,84,49.7,6,3.55,41055
41,56,224,135,60.27,81,36.16,8,3.57,41056
41,57,189,99,52.38,85,44.97,5,2.65,41057
41,58,145,83,57.24,55,37.93,7,4.83,41058
41,59,180,112,62.22,61,33.89,7,3.89,41059
41,60,176,102,57.95,63,35.8,11,6.25,41060
41,61,276,186,67.39,72,26.09,18,6.52,41061
41,62,199,81,40.7,112,56.28,6,3.02,41062
41,63,175,105,60.0,64,36.57,6,3.43,41063
41,64,187,111,59.36,60,32.09,16,8.56,41064
41,65,164,83,50.61,72,43.9,9,5.49,41065
41,66,205,138,67.32,56,27.32,11,5.37,41066
42,1,192,121,63.02,62,32.29,9,4.69,42001
42,2,93,56,60.22,15,16.13,22,23.66,42002
42,3,99,46,46.46,33,33.33,20,20.2,42003
42,4,134,73,54.48,48,35.82,13,9.7,42004
42,5,158,105,66.46,44,27.85,9,5.7,42005
42,6,330,192,58.18,76,23.03,62,18.79,42006
42,7,159,99,62.26,55,34.59,5,3.14,42007
42,8,227,153,67.4,57,25.11,17,7.49,42008
42,9,155,82,52.9,32,20.65,41,26.45,42009
42,10,149,103,69.13,39,26.17,7,4.7,42010
42,11,145,85,58.62,36,24.83,24,16.55,42011
42,12,140,70,50.0,53,37.86,17,12.14,42012
42,13,312,194,62.18,62,19.87,56,17.95,42013
42,14,144,77,53.47,43,29.86,24,16.67,42014
42,15,172,116,67.44,43,25.0,13,7.56,42015
42,16,256,178,69.53,62,24.22,16,6.25,42016
42,17,132,83,62.88,27,20.45,22,16.67,42017
42,18,297,152,51.18,49,16.5,96,32.32,42018
42,19,157,100,63.69,36,22.93,21,13.38,42019
42,20,81,41,50.62,29,35.8,11,13.58,42020
42,21,131,74,56.49,33,25.19,24,18.32,42021
42,22,75,26,34.67,21,28.0,28,37.33,42022
42,23,191,127,66.49,52,27.23,12,6.28,42023
42,24,182,115,63.19,47,25.82,20,10.99,42024
42,25,145,79,54.48,50,34.48,16,11.03,42025
42,26,145,98,67.59,21,14.48,26,17.93,42026
42,27,209,103,49.28,65,31.1,41,19.62,42027
42,28,178,115,64.61,52,29.21,11,6.18,42028
42,29,184,125,67.93,38,20.65,21,11.41,42029
42,30,186,126,67.74,46,24.73,14,7.53,42030
42,31,65,43,66.15,13,20.0,9,13.85,42031
42,32,149,86,57.72,50,33.56,13,8.72,42032
42,33,238,147,61.76,70,29.41,21,8.82,42033
42,34,136,71,52.21,51,37.5,14,10.29,42034
42,35,130,82,63.08,39,30.0,9,6.92,42035
42,36,190,110,57.89,53,27.89,27,14.21,42036
42,37,139,99,71.22,33,23.74,7,5.04,42037
42,38,151,97,64.24,42,27.81,12,7.95,42038
42,39,225,121,53.78,66,29.33,38,16.89,42039
42,40,104,72,69.23,25,24.04,7,6.73,42040
42,41,113,64,56.64,24,21.24,25,22.12,42041
42,42,145,96,66.21,41,28.28,8,5.52,42042
42,43,161,111,68.94,37,22.98,13,8.07,42043
42,44,168,115,68.45,46,27.38,7,4.17,42044
42,45,120,84,70.0,29,24.17,7,5.83,42045
42,46,90,27,30.0,15,16.67,48,53.33,42046
42,47,102,68,66.67,22,21.57,12,11.76,42047
42,48,90,37,41.11,38,42.22,15,16.67,42048
42,49,163,68,41.72,41,25.15,54,33.13,42049
42,50,145,92,63.45,28,19.31,25,17.24,42050
42,51,122,73,59.84,25,20.49,24,19.67,42051
42,52,99,62,62.63,17,17.17,20,20.2,42052
42,53,99,50,50.51,30,30.3,19,19.19,42053
42,54,88,55,62.5,21,23.86,12,13.64,42054
42,55,145,85,58.62,42,28.97,18,12.41,42055
42,56,85,42,49.41,26,30.59,17,20.0,42056
42,57,109,47,43.12,26,23.85,36,33.03,42057
42,58,230,86,37.39,65,28.26,79,34.35,42058
42,59,129,30,23.26,19,14.73,80,62.02,42059
42,60,63,30,47.62,16,25.4,17,26.98,42060
42,61,67,38,56.72,22,32.84,7,10.45,42061
42,62,106,70,66.04,24,22.64,12,11.32,42062
42,63,141,96,68.09,36,25.53,9,6.38,42063
42,64,63,25,39.68,13,20.63,25,39.68,42064
42,65,103,78,75.73,13,12.62,12,11.65,42065
42,66,86,33,38.37,21,24.42,32,37.21,42066
42,67,239,44,18.41,22,9.21,173,72.38,42067
42,68,107,80,74.77,19,17.76,8,7.48,42068
43,1,133,84,63.16,35,26.32,14,10.53,43001
43,2,94,63,67.02,23,24.47,8,8.51,43002
43,3,141,90,63.83,42,29.79,9,6.38,43003
43,4,124,73,58.87,36,29.03,15,12.1,43004
43,5,156,101,64.74,47,30.13,8,5.13,43005
43,6,133,86,64.66,31,23.31,16,12.03,43006
43,7,140,67,47.86,45,32.14,28,20.0,43007
43,8,137,82,59.85,38,27.74,17,12.41,43008
43,9,100,65,65.0,24,24.0,11,11.0,43009
43,10,125,83,66.4,35,28.0,7,5.6,43010
43,11,110,77,70.0,23,20.91,10,9.09,43011
43,12,185,120,64.86,53,28.65,12,6.49,43012
43,13,90,59,65.56,18,20.0,13,14.44,43013
43,14,147,103,70.07,39,26.53,5,3.4,43014
43,15,139,100,71.94,35,25.18,4,2.88,43015
43,16,135,99,73.33,32,23.7,4,2.96,43016
43,17,176,119,67.61,45,25.57,12,6.82,43017
43,18,201,124,61.69,57,28.36,20,9.95,43018
43,19,157,92,58.6,43,27.39,22,14.01,43019
43,20,192,134,69.79,48,25.0,10,5.21,43020
43,21,83,54,65.06,26,31.33,3,3.61,43021
43,22,103,64,62.14,30,29.13,9,8.74,43022
43,23,153,113,73.86,32,20.92,8,5.23,43023
43,24,121,73,60.33,38,31.4,10,8.26,43024
43,25,157,85,54.14,23,14.65,49,31.21,43025
43,26,137,77,56.2,50,36.5,10,7.3,43026
43,27,114,58,50.88,42,36.84,14,12.28,43027
43,28,112,76,67.86,30,26.79,6,5.36,43028
43,29,85,64,75.29,18,21.18,3,3.53,43029
43,30,110,76,69.09,28,25.45,6,5.45,43030
43,31,136,78,57.35,42,30.88,16,11.76,43031
43,32,115,85,73.91,26,22.61,4,3.48,43032
43,33,76,44,57.89,26,34.21,6,7.89,43033
43,34,77,40,51.95,30,38.96,7,9.09,43034
43,35,158,100,63.29,43,27.22,15,9.49,43035
43,36,124,92,74.19,16,12.9,16,12.9,43036
43,37,117,79,67.52,31,26.5,7,5.98,43037
43,38,108,57,52.78,45,41.67,6,5.56,43038
43,39,103,69,66.99,25,24.27,9,8.74,43039
43,40,183,97,53.01,29,15.85,57,31.15,43040
43,41,127,84,66.14,29,22.83,14,11.02,43041
43,42,147,96,65.31,41,27.89,10,6.8,43042
43,43,115,66,57.39,36,31.3,13,11.3,43043
43,44,159,94,59.12,56,35.22,9,5.66,43044
43,45,121,75,61.98,40,33.06,6,4.96,43045
43,46,198,160,80.81,35,17.68,3,1.52,43046
43,47,168,81,48.21,57,33.93,30,17.86,43047
43,48,132,74,56.06,41,31.06,17,12.88,43048
43,49,125,82,65.6,31,24.8,12,9.6,43049
43,50,120,88,73.33,29,24.17,3,2.5,43050
43,51,96,70,72.92,24,25.0,2,2.08,43051
43,52,177,103,58.19,58,32.77,16,9.04,43052
43,53,151,65,43.05,58,38.41,28,18.54,43053
43,54,64,42,65.63,18,28.13,4,6.25,43054
43,55,146,39,26.71,19,13.01,88,60.27,43055
43,56,119,79,66.39,29,24.37,11,9.24,43056
43,57,63,42,66.67,14,22.22,7,11.11,43057
43,58,142,89,62.68,45,31.69,8,5.63,43058
43,59,191,129,67.54,54,28.27,8,4.19,43059
43,60,133,47,35.34,47,35.34,39,29.32,43060
44,1,188,91,48.4,77,40.96,20,10.64,44001
44,2,110,61,55.45,39,35.45,10,9.09,44002
44,3,223,139,62.33,74,33.18,10,4.48,44003
44,4,196,93,47.45,84,42.86,19,9.69,44004
44,5,164,83,50.61,59,35.98,22,13.41,44005
44,6,129,89,68.99,31,24.03,9,6.98,44006
44,7,200,156,78.0,34,17.0,10,5.0,44007
44,8,180,98,54.44,62,34.44,20,11.11,44008
44,9,183,97,53.01,66,36.07,20,10.93,44009
44,10,164,92,56.1,56,34.15,16,9.76,44010
44,11,153,84,54.9,60,39.22,9,5.88,44011
44,12,118,81,68.64,27,22.88,10,8.47,44012
44,13,172,95,55.23,66,38.37,11,6.4,44013
44,14,171,85,49.71,72,42.11,14,8.19,44014
44,15,190,98,51.58,77,40.53,15,7.89,44015
44,16,135,77,57.04,48,35.56,10,7.41,44016
44,17,191,106,55.5,68,35.6,17,8.9,44017
44,18,66,30,45.45,28,42.42,8,12.12,44018
44,19,94,48,51.06,34,36.17,12,12.77,44019
44,20,164,98,59.76,54,32.93,12,7.32,44020
44,21,147,80,54.42,51,34.69,16,10.88,44021
44,22,158,89,56.33,58,36.71,11,6.96,44022
44,23,139,69,49.64,56,40.29,14,10.07,44023
44,24,115,75,65.22,34,29.57,6,5.22,44024
44,25,174,97,55.75,65,37.36,12,6.9,44025
44,26,110,57,51.82,50,45.45,3,2.73,44026
44,27,167,93,55.69,60,35.93,14,8.38,44027
44,28,97,48,49.48,41,42.27,8,8.25,44028
44,29,146,85,58.22,52,35.62,9,6.16,44029
44,30,105,48,45.71,45,42.86,12,11.43,44030
44,31,207,105,50.72,88,42.51,14,6.76,44031
44,32,93,48,51.61,32,34.41,13,13.98,44032
44,33,181,100,55.25,63,34.81,18,9.94,44033
44,34,105,53,50.48,40,38.1,12,11.43,44034
44,35,151,81,53.64,55,36.42,15,9.93,44035
44,36,146,69,47.26,66,45.21,11,7.53,44036
44,37,217,110,50.69,90,41.47,17,7.83,44037
44,38,182,97,53.3,77,42.31,8,4.4,44038
44,39,164,93,56.71,64,39.02,7,4.27,44039
44,40,158,108,68.35,44,27.85,6,3.8,44040
44,41,172,55,31.98,83,48.26,34,19.77,44041
44,42,178,56,31.46,106,59.55,16,8.99,44042
44,43,180,95,52.78,72,40.0,13,7.22,44043
44,44,209,112,53.59,73,34.93,24,11.48,44044
44,45,69,36,52.17,25,36.23,8,11.59,44045
44,46,114,77,67.54,29,25.44,8,7.02,44046
44,47,144,89,61.81,50,34.72,5,3.47,44047
44,48,135,91,67.41,35,25.93,9,6.67,44048
44,49,137,75,54.74,47,34.31,15,10.95,44049
44,50,149,87,58.39,58,38.93,4,2.68,44050
45,1,173,118,68.21,50,28.9,5,2.89,45001
45,2,208,90,43.27,110,52.88,8,3.85,45002
45,3,336,139,41.37,189,56.25,8,2.38,45003
45,4,197,153,77.66,38,19.29,6,3.05,45004
45,5,136,101,74.26,31,22.79,4,2.94,45005
45,6,170,67,39.41,94,55.29,9,5.29,45006
45,7,210,90,42.86,113,53.81,7,3.33,45007
45,8,185,84,45.41,91,49.19,10,5.41,45008
45,9,260,118,45.38,127,48.85,15,5.77,45009
45,10,263,130,49.43,117,44.49,16,6.08,45010
45,11,197,115,58.38,69,35.03,13,6.6,45011
45,12,222,126,56.76,79,35.59,17,7.66,45012
45,13,248,108,43.55,128,51.61,12,4.84,45013
45,14,254,128,50.39,109,42.91,17,6.69,45014
45,15,245,123,50.2,107,43.67,15,6.12,45015
45,16,221,88,39.82,113,51.13,20,9.05,45016
45,17,178,94,52.81,75,42.13,9,5.06,45017
45,18,196,93,47.45,96,48.98,7,3.57,45018
45,19,302,162,53.64,126,41.72,14,4.64,45019
45,20,209,95,45.45,101,48.33,13,6.22,45020
45,21,214,106,49.53,97,45.33,11,5.14,45021
45,22,177,81,45.76,87,49.15,9,5.08,45022
45,23,193,90,46.63,94,48.7,9,4.66,45023
45,24,269,164,60.97,91,33.83,14,5.2,45024
45,25,173,68,39.31,97,56.07,8,4.62,45025
45,26,211,92,43.6,108,51.18,11,5.21,45026
45,27,204,102,50.0,94,46.08,8,3.92,45027
45,28,240,79,32.92,145,60.42,16,6.67,45028
45,29,220,105,47.73,110,50.0,5,2.27,45029
45,30,247,130,52.63,101,40.89,16,6.48,45030
45,31,205,88,42.93,102,49.76,15,7.32,45031
45,32,174,91,52.3,77,44.25,6,3.45,45032
45,33,255,133,52.16,113,44.31,9,3.53,45033
45,34,188,93,49.47,80,42.55,15,7.98,45034
45,35,193,102,52.85,76,39.38,15,7.77,45035
45,36,270,177,65.56,83,30.74,10,3.7,45036
45,37,190,95,50.0,82,43.16,13,6.84,45037
45,38,293,116,39.59,166,56.66,11,3.75,45038
45,39,257,117,45.53,123,47.86,17,6.61,45039
45,40,227,97,42.73,118,51.98,12,5.29,45040
45,41,182,77,42.31,96,52.75,9,4.95,45041
45,42,232,106,45.69,111,47.84,15,6.47,45042
45,43,206,92,44.66,106,51.46,8,3.88,45043
45,44,251,118,47.01,122,48.61,11,4.38,45044
45,45,166,73,43.98,88,53.01,5,3.01,45045
45,46,233,103,44.21,118,50.64,12,5.15,45046
45,47,215,103,47.91,97,45.12,15,6.98,45047
45,48,183,89,48.63,79,43.17,15,8.2,45048
45,49,205,117,57.07,80,39.02,8,3.9,45049
45,50,178,73,41.01,94,52.81,11,6.18,45050
45,51,223,118,52.91,96,43.05,9,4.04,45051
45,52,194,97,50.0,83,42.78,14,7.22,45052
45,53,224,92,41.07,117,52.23,15,6.7,45053
45,54,223,115,51.57,97,43.5,11,4.93,45054
45,55,180,61,33.89,116,64.44,3,1.67,45055
45,56,176,86,48.86,73,41.48,17,9.66,45056
45,57,202,104,51.49,93,46.04,5,2.48,45057
45,58,127,80,62.99,39,30.71,8,6.3,45058
46,1,341,160,46.92,126,36.95,55,16.13,46001
46,2,135,60,44.44,42,31.11,33,24.44,46002
46,3,195,71,36.41,71,36.41,53,27.18,46003
46,4,151,40,26.49,53,35.1,58,38.41,46004
46,5,133,76,57.14,52,39.1,5,3.76,46005
46,6,145,36,24.83,38,26.21,71,48.97,46006
46,7,247,113,45.75,100,40.49,34,13.77,46007
46,8,255,44,17.25,113,44.31,98,38.43,46008
46,9,137,55,40.15,53,38.69,29,21.17,46009
46,10,172,76,44.19,69,40.12,27,15.7,46010
46,11,211,106,50.24,63,29.86,42,19.91,46011
46,12,185,73,39.46,70,37.84,42,22.7,46012
46,13,212,108,50.94,78,36.79,26,12.26,46013
46,14,101,52,51.49,38,37.62,11,10.89,46014
46,15,156,88,56.41,52,33.33,16,10.26,46015
46,16,269,89,33.09,89,33.09,91,33.83,46016
46,17,260,145,55.77,87,33.46,28,10.77,46017
46,18,235,144,61.28,54,22.98,37,15.74,46018
46,19,185,72,38.92,92,49.73,21,11.35,46019
46,20,192,37,19.27,65,33.85,90,46.88,46020
46,21,51,16,31.37,24,47.06,11,21.57,46021
46,22,148,37,25.0,66,44.59,45,30.41,46022
46,23,133,35,26.32,26,19.55,72,54.14,46023
46,24,143,76,53.15,52,36.36,15,10.49,46024
46,25,170,43,25.29,102,60.0,25,14.71,46025
46,26,158,35,22.15,39,24.68,84,53.16,46026
46,27,201,80,39.8,80,39.8,41,20.4,46027
46,28,151,79,52.32,39,25.83,33,21.85,46028
46,29,199,110,55.28,68,34.17,21,10.55,46029
46,30,214,84,39.25,74,34.58,56,26.17,46030
46,31,206,135,65.53,58,28.16,13,6.31,46031
46,32,268,74,27.61,105,39.18,89,33.21,46032
46,33,192,92,47.92,65,33.85,35,18.23,46033
46,34,210,73,34.76,68,32.38,69,32.86,46034
46,35,214,92,42.99,46,21.5,76,35.51,46035
46,36,215,114,53.02,77,35.81,24,11.16,46036
46,37,222,85,38.29,76,34.23,61,27.48,46037
46,38,122,30,24.59,39,31.97,53,43.44,46038
46,39,205,109,53.17,56,27.32,40,19.51,46039
47,1,129,54,41.86,65,50.39,10,7.75,47001
47,2,292,135,46.23,140,47.95,17,5.82,47002
47,3,202,67,33.17,128,63.37,7,3.47,47003
47,4,295,162,54.92,120,40.68,13,4.41,47004
47,5,203,85,41.87,95,46.8,23,11.33,47005
47,6,290,143,49.31,129,44.48,18,6.21,47006
47,7,214,106,49.53,97,45.33,11,5.14,47007
47,8,301,104,34.55,177,58.8,20,6.64,47008
47,9,258,86,33.33,161,62.4,11,4.26,47009
47,10,214,103,48.13,94,43.93,17,7.94,47010
47,11,350,124,35.43,190,54.29,36,10.29,47011
47,12,260,130,50.0,108,41.54,22,8.46,47012
47,13,363,161,44.35,177,48.76,25,6.89,47013
47,14,295,122,41.36,150,50.85,23,7.8,47014
47,15,166,87,52.41,65,39.16,14,8.43,47015
47,16,159,77,48.43,70,44.03,12,7.55,47016
47,17,236,100,42.37,119,50.42,17,7.2,47017
47,18,220,109,49.55,91,41.36,20,9.09,47018
47,19,283,124,43.82,144,50.88,15,5.3,47019
47,20,231,105,45.45,109,47.19,17,7.36,47020
47,21,141,63,44.68,68,48.23,10,7.09,47021
47,22,163,65,39.88,86,52.76,12,7.36,47022
47,23,87,36,41.38,38,43.68,13,14.94,47023
47,24,148,72,48.65,64,43.24,12,8.11,47024
47,25,203,93,45.81,83,40.89,27,13.3,47025
47,26,294,130,44.22,136,46.26,28,9.52,47026
47,27,185,90,48.65,79,42.7,16,8.65,47027
47,28,289,123,42.56,147,50.87,19,6.57,47028
47,29,204,89,43.63,90,44.12,25,12.25,47029
47,30,127,57,44.88,58,45.67,12,9.45,47030
47,31,232,110,47.41,99,42.67,23,9.91,47031
47,32,284,119,41.9,132,46.48,33,11.62,47032
47,33,203,78,38.42,106,52.22,19,9.36,47033
47,34,225,86,38.22,114,50.67,25,11.11,47034
47,35,274,124,45.26,133,48.54,17,6.2,47035
47,36,236,95,40.25,118,50.0,23,9.75,47036
47,37,233,128,54.94,99,42.49,6,2.58,47037
47,38,238,107,44.96,119,50.0,12,5.04,47038
47,39,225,113,50.22,91,40.44,21,9.33,47039
47,40,186,101,54.3,68,36.56,17,9.14,47040
47,41,137,54,39.42,62,45.26,21,15.33,47041
47,42,236,121,51.27,97,41.1,18,7.63,47042
47,43,265,134,50.57,114,43.02,17,6.42,47043
47,44,218,85,38.99,111,50.92,22,10.09,47044
47,45,226,95,42.04,114,50.44,17,7.52,47045
48,1,204,77,37.75,93,45.59,34,16.67,48001
48,2,161,62,38.51,54,33.54,45,27.95,48002
48,3,202,57,28.22,84,41.58,61,30.2,48003
48,4,206,75,36.41,99,48.06,32,15.53,48004
48,5,175,113,64.57,42,24.0,20,11.43,48005
48,6,229,50,21.83,89,38.86,90,39.3,48006
48,7,193,90,46.63,88,45.6,15,7.77,48007
48,8,151,86,56.95,49,32.45,16,10.6,48008
48,9,176,76,43.18,66,37.5,34,19.32,48009
48,10,108,53,49.07,47,43.52,8,7.41,48010
48,11,236,125,52.97,101,42.8,10,4.24,48011
48,12,130,47,36.15,58,44.62,25,19.23,48012
48,13,136,67,49.26,52,38.24,17,12.5,48013
48,14,236,54,22.88,111,47.03,71,30.08,48014
48,15,129,28,21.71,59,45.74,42,32.56,48015
48,16,169,38,22.49,88,52.07,43,25.44,48016
48,17,123,46,37.4,33,26.83,44,35.77,48017
48,18,126,48,38.1,32,25.4,46,36.51,48018
48,19,186,90,48.39,67,36.02,29,15.59,48019
48,20,165,73,44.24,77,46.67,15,9.09,48020
48,21,246,42,17.07,95,38.62,109,44.31,48021
48,22,250,115,46.0,77,30.8,58,23.2,48022
48,23,166,77,46.39,48,28.92,41,24.7,48023
48,24,181,68,37.57,56,30.94,57,31.49,48024
48,25,187,60,32.09,80,42.78,47,25.13,48025
48,26,184,103,55.98,47,25.54,34,18.48,48026
48,27,115,67,58.26,28,24.35,20,17.39,48027
48,28,165,81,49.09,57,34.55,27,16.36,48028
48,29,186,75,40.32,96,51.61,15,8.06,48029
48,30,114,71,62.28,35,30.7,8,7.02,48030
48,31,161,46,28.57,50,31.06,65,40.37,48031
48,32,159,59,37.11,43,27.04,57,35.85,48032
48,33,152,88,57.89,47,30.92,17,11.18,48033
48,34,186,74,39.78,76,40.86,36,19.35,48034
48,35,181,51,28.18,84,46.41,46,25.41,48035
48,36,145,59,40.69,52,35.86,34,23.45,48036
48,37,164,67,40.85,82,50.0,15,9.15,48037
48,38,215,132,61.4,77,35.81,6,2.79,48038
48,39,142,60,42.25,53,37.32,29,20.42,48039
48,40,207,53,25.6,77,37.2,77,37.2,48040
48,41,78,19,24.36,24,30.77,35,44.87,48041
48,42,194,85,43.81,75,38.66,34,17.53,48042
48,43,128,71,55.47,49,38.28,8,6.25,48043
48,44,148,61,41.22,65,43.92,22,14.86,48044
48,45,133,51,38.35,53,39.85,29,21.8,48045
48,46,98,45,45.92,23,23.47,30,30.61,48046
48,47,110,19,17.27,38,34.55,53,48.18,48047
48,48,115,47,40.87,47,40.87,21,18.26,48048
49,1,152,22,14.47,45,29.61,85,55.92,49001
49,2,197,85,43.15,67,34.01,45,22.84,49002
49,3,166,62,37.35,57,34.34,47,28.31,49003
49,4,121,35,28.93,35,28.93,51,42.15,49004
49,5,156,59,37.82,42,26.92,55,35.26,49005
49,6,142,71,50.0,33,23.24,38,26.76,49006
49,7,109,45,41.28,42,38.53,22,20.18,49007
49,8,152,67,44.08,46,30.26,39,25.66,49008
49,9,143,57,39.86,48,33.57,38,26.57,49009
49,10,216,94,43.52,67,31.02,55,25.46,49010
49,11,184,61,33.15,54,29.35,69,37.5,49011
49,12,108,38,35.19,36,33.33,34,31.48,49012
49,13,181,82,45.3,57,31.49,42,23.2,49013
49,14,134,64,47.76,43,32.09,27,20.15,49014
49,15,145,50,34.48,44,30.34,51,35.17,49015
49,16,144,53,36.81,51,35.42,40,27.78,49016
49,17,43,17,39.53,13,30.23,13,30.23,49017
49,18,131,40,30.53,39,29.77,52,39.69,49018
49,19,125,40,32.0,38,30.4,47,37.6,49019
49,20,195,81,41.54,56,28.72,58,29.74,49020
49,21,84,43,51.19,28,33.33,13,15.48,49021
49,22,170,68,40.0,48,28.24,54,31.76,49022
49,23,142,51,35.92,49,34.51,42,29.58,49023
49,24,186,49,26.34,56,30.11,81,43.55,49024
49,25,126,66,52.38,30,23.81,30,23.81,49025
49,26,252,76,30.16,102,40.48,74,29.37,49026
49,27,164,38,23.17,39,23.78,87,53.05,49027
49,28,162,39,24.07,40,24.69,83,51.23,49028
49,29,89,32,35.96,36,40.45,21,23.6,49029
49,30,122,38,31.15,29,23.77,55,45.08,49030
49,31,146,54,36.99,37,25.34,55,37.67,49031
49,32,145,73,50.34,49,33.79,23,15.86,49032
49,33,115,36,31.3,42,36.52,37,32.17,49033
49,34,101,34,33.66,22,21.78,45,44.55,49034
49,35,132,62,46.97,38,28.79,32,24.24,49035
49,36,102,36,35.29,29,28.43,37,36.27,49036
49,37,106,41,38.68,36,33.96,29,27.36,49037
50,1,144,66,45.83,49,34.03,29,20.14,50001
50,2,184,89,48.37,51,27.72,44,23.91,50002
50,3,138,63,45.65,48,34.78,27,19.57,50003
50,4,210,102,48.57,95,45.24,13,6.19,50004
50,5,233,107,45.92,107,45.92,19,8.15,50005
50,6,199,54,27.14,121,60.8,24,12.06,50006
50,7,250,146,58.4,78,31.2,26,10.4,50007
50,8,188,73,38.83,88,46.81,27,14.36,50008
50,9,147,71,48.3,56,38.1,20,13.61,50009
50,10,210,91,43.33,106,50.48,13,6.19,50010
50,11,179,102,56.98,63,35.2,14,7.82,50011
50,12,191,67,35.08,117,61.26,7,3.66,50012
50,13,136,50,36.76,70,51.47,16,11.76,50013
50,14,158,60,37.97,94,59.49,4,2.53,50014
50,15,209,121,57.89,68,32.54,20,9.57,50015
50,16,145,58,40.0,81,55.86,6,4.14,50016
50,17,166,82,49.4,75,45.18,9,5.42,50017
50,18,182,60,32.97,94,51.65,28,15.38,50018
50,19,177,72,40.68,85,48.02,20,11.3,50019
50,20,163,85,52.15,64,39.26,14,8.59,50020
50,21,208,111,53.37,74,35.58,23,11.06,50021
50,22,154,53,34.42,76,49.35,25,16.23,50022
50,23,125,52,41.6,61,48.8,12,9.6,50023
50,24,151,73,48.34,61,40.4,17,11.26,50024
50,25,212,118,55.66,76,35.85,18,8.49,50025
50,26,149,57,38.26,74,49.66,18,12.08,50026
50,27,107,33,30.84,65,60.75,9,8.41,50027
50,28,220,44,20.0,153,69.55,23,10.45,50028
50,29,183,85,46.45,83,45.36,15,8.2,50029
50,30,185,88,47.57,83,44.86,14,7.57,50030
50,31,117,42,35.9,65,55.56,10,8.55,50031
50,32,128,37,28.91,61,47.66,30,23.44,50032
50,33,113,39,34.51,63,55.75,11,9.73,50033
50,34,151,48,31.79,75,49.67,28,18.54,50034
50,35,217,121,55.76,72,33.18,24,11.06,50035
50,36,169,86,50.89,69,40.83,14,8.28,50036
50,37,222,116,52.25,77,34.68,29,13.06,50037
50,38,175,75,42.86,86,49.14,14,8.0,50038
50,39,199,90,45.23,102,51.26,7,3.52,50039
50,40,185,93,50.27,69,37.3,23,12.43,50040
50,41,248,144,58.06,82,33.06,22,8.87,50041
50,42,260,130,50.0,119,45.77,11,4.23,50042
50,43,215,128,59.53,78,36.28,9,4.19,50043
50,44,211,100,47.39,93,44.08,18,8.53,50044
50,45,210,110,52.38,78,37.14,22,10.48,50045
50,46,135,74,54.81,49,36.3,12,8.89,50046
