ward,precinct,total,Kristyna Colleen Ryan,Kristyna Colleen Ryan Percent,Paula M. Lingo,Paula M. Lingo Percent,Frank James Ryan,Frank James Ryan Percent,precinct_id
29,46,233,93,39.91,89,38.2,51,21.89,29046
29,47,262,82,31.3,129,49.24,51,19.47,29047
29,48,229,71,31.0,105,45.85,53,23.14,29048
29,49,323,110,34.06,156,48.3,57,17.65,29049
30,1,132,54,40.91,52,39.39,26,19.7,30001
30,2,120,46,38.33,40,33.33,34,28.33,30002
30,3,183,84,45.9,67,36.61,32,17.49,30003
30,4,130,43,33.08,62,47.69,25,19.23,30004
30,5,77,24,31.17,37,48.05,16,20.78,30005
30,6,101,35,34.65,35,34.65,31,30.69,30006
30,7,110,33,30.0,46,41.82,31,28.18,30007
30,8,143,55,38.46,50,34.97,38,26.57,30008
30,9,135,40,29.63,53,39.26,42,31.11,30009
30,10,137,46,33.58,60,43.8,31,22.63,30010
30,11,97,39,40.21,35,36.08,23,23.71,30011
30,12,141,56,39.72,45,31.91,40,28.37,30012
30,13,121,43,35.54,59,48.76,19,15.7,30013
30,14,54,24,44.44,14,25.93,16,29.63,30014
30,15,131,50,38.17,51,38.93,30,22.9,30015
30,16,132,57,43.18,52,39.39,23,17.42,30016
30,17,101,37,36.63,41,40.59,23,22.77,30017
30,18,82,27,32.93,30,36.59,25,30.49,30018
30,19,92,43,46.74,30,32.61,19,20.65,30019
30,20,98,29,29.59,38,38.78,31,31.63,30020
30,21,145,58,40.0,58,40.0,29,20.0,30021
30,22,122,42,34.43,54,44.26,26,21.31,30022
30,23,129,30,23.26,65,50.39,34,26.36,30023
30,24,119,41,34.45,49,41.18,29,24.37,30024
30,25,57,19,33.33,23,40.35,15,26.32,30025
30,26,85,33,38.82,29,34.12,23,27.06,30026
30,27,173,68,39.31,71,41.04,34,19.65,30027
30,28,96,44,45.83,27,28.13,25,26.04,30028
30,29,92,28,30.43,32,34.78,32,34.78,30029
30,30,165,56,33.94,62,37.58,47,28.48,30030
30,31,116,43,37.07,50,43.1,23,19.83,30031
30,32,51,19,37.25,18,35.29,14,27.45,30032
30,33,122,47,38.52,46,37.7,29,23.77,30033
30,34,139,53,38.13,54,38.85,32,23.02,30034
30,35,132,55,41.67,40,30.3,37,28.03,30035
30,36,111,45,40.54,40,36.04,26,23.42,30036
30,37,113,39,34.51,42,37.17,32,28.32,30037
30,38,184,80,43.48,64,34.78,40,21.74,30038
30,39,142,60,42.25,50,35.21,32,22.54,30039
30,40,137,42,30.66,63,45.99,32,23.36,30040
30,41,149,47,31.54,66,44.3,36,24.16,30041
31,1,67,21,31.34,30,44.78,16,23.88,31001
31,2,87,32,36.78,36,41.38,19,21.84,31002
31,3,114,43,37.72,57,50.0,14,12.28,31003
31,4,118,39,33.05,50,42.37,29,24.58,31004
31,5,125,44,35.2,61,48.8,20,16.0,31005
31,6,129,51,39.53,50,38.76,28,21.71,31006
31,7,114,31,27.19,53,46.49,30,26.32,31007
31,8,105,40,38.1,44,41.9,21,20.0,31008
31,9,105,44,41.9,39,37.14,22,20.95,31009
31,10,45,17,37.78,16,35.56,12,26.67,31010
31,11,80,35,43.75,32,40.0,13,16.25,31011
31,12,106,27,25.47,55,51.89,24,22.64,31012
31,13,95,33,34.74,46,48.42,16,16.84,31013
31,14,90,34,37.78,36,40.0,20,22.22,31014
31,15,61,24,39.34,16,26.23,21,34.43,31015
31,16,74,37,50.0,22,29.73,15,20.27,31016
31,17,105,40,38.1,42,40.0,23,21.9,31017
31,18,101,33,32.67,47,46.53,21,20.79,31018
31,19,100,42,42.0,38,38.0,20,20.0,31019
31,20,98,33,33.67,44,44.9,21,21.43,31020
31,21,127,55,43.31,41,32.28,31,24.41,31021
31,22,95,46,48.42,28,29.47,21,22.11,31022
31,23,64,24,37.5,25,39.06,15,23.44,31023
31,24,89,27,30.34,47,52.81,15,16.85,31024
31,25,124,38,30.65,59,47.58,27,21.77,31025
31,26,67,27,40.3,25,37.31,15,22.39,31026
31,27,103,34,33.01,41,39.81,28,27.18,31027
31,28,109,45,41.28,42,38.53,22,20.18,31028
31,29,104,35,33.65,46,44.23,23,22.12,31029
31,30,141,44,31.21,74,52.48,23,16.31,31030
31,31,166,64,38.55,71,42.77,31,18.67,31031
31,32,131,41,31.3,58,44.27,32,24.43,31032
31,33,104,41,39.42,41,39.42,22,21.15,31033
31,34,90,31,34.44,44,48.89,15,16.67,31034
31,35,95,36,37.89,40,42.11,19,20.0,31035
31,36,133,45,33.83,60,45.11,28,21.05,31036
31,37,90,27,30.0,40,44.44,23,25.56,31037
31,38,69,21,30.43,31,44.93,17,24.64,31038
31,39,53,12,22.64,34,64.15,7,13.21,31039
31,40,58,21,36.21,22,37.93,15,25.86,31040
31,41,104,39,37.5,44,42.31,21,20.19,31041
31,42,149,45,30.2,73,48.99,31,20.81,31042
31,43,112,38,33.93,40,35.71,34,30.36,31043
31,44,98,31,31.63,48,48.98,19,19.39,31044
31,45,94,35,37.23,35,37.23,24,25.53,31045
31,46,102,22,21.57,50,49.02,30,29.41,31046
31,47,138,57,41.3,50,36.23,31,22.46,31047
31,48,99,44,44.44,35,35.35,20,20.2,31048
31,49,47,17,36.17,18,38.3,12,25.53,31049
31,50,124,54,43.55,47,37.9,23,18.55,31050
31,51,77,21,27.27,30,38.96,26,33.77,31051
32,1,182,77,42.31,78,42.86,27,14.84,32001
32,2,179,64,35.75,93,51.96,22,12.29,32002
32,3,142,50,35.21,69,48.59,23,16.2,32003
32,4,177,71,40.11,71,40.11,35,19.77,32004
32,5,113,42,37.17,53,46.9,18,15.93,32005
32,6,172,90,52.33,64,37.21,18,10.47,32006
32,7,126,44,34.92,56,44.44,26,20.63,32007
32,8,198,81,40.91,77,38.89,40,20.2,32008
32,9,228,73,32.02,127,55.7,28,12.28,32009
32,10,164,61,37.2,72,43.9,31,18.9,32010
32,11,131,51,38.93,54,41.22,26,19.85,32011
32,12,106,46,43.4,50,47.17,10,9.43,32012
32,13,73,25,34.25,33,45.21,15,20.55,32013
32,14,132,58,43.94,51,38.64,23,17.42,32014
32,15,130,66,50.77,36,27.69,28,21.54,32015
32,16,136,63,46.32,55,40.44,18,13.24,32016
32,17,169,71,42.01,64,37.87,34,20.12,32017
32,18,130,49,37.69,52,40.0,29,22.31,32018
32,19,164,67,40.85,70,42.68,27,16.46,32019
32,20,132,48,36.36,58,43.94,26,19.7,32020
32,21,143,58,40.56,57,39.86,28,19.58,32021
32,22,200,80,40.0,78,39.0,42,21.0,32022
32,23,140,56,40.0,54,38.57,30,21.43,32023
32,24,144,65,45.14,50,34.72,29,20.14,32024
32,25,134,51,38.06,60,44.78,23,17.16,32025
32,26,125,51,40.8,55,44.0,19,15.2,32026
32,27,141,56,39.72,60,42.55,25,17.73,32027
32,28,136,69,50.74,46,33.82,21,15.44,32028
32,29,151,71,47.02,52,34.44,28,18.54,32029
32,30,151,67,44.37,60,39.74,24,15.89,32030
32,31,170,68,40.0,77,45.29,25,14.71,32031
32,32,133,57,42.86,55,41.35,21,15.79,32032
32,33,104,27,25.96,50,48.08,27,25.96,32033
32,34,167,70,41.92,79,47.31,18,10.78,32034
32,35,183,61,33.33,90,49.18,32,17.49,32035
32,36,153,64,41.83,65,42.48,24,15.69,32036
32,37,134,58,43.28,50,37.31,26,19.4,32037
32,38,177,74,41.81,77,43.5,26,14.69,32038
32,39,146,64,43.84,64,43.84,18,12.33,32039
32,40,198,76,38.38,87,43.94,35,17.68,32040
32,41,163,74,45.4,60,36.81,29,17.79,32041
32,42,202,82,40.59,84,41.58,36,17.82,32042
32,43,146,53,36.3,65,44.52,28,19.18,32043
32,44,118,50,42.37,35,29.66,33,27.97,32044
32,45,148,59,39.86,61,41.22,28,18.92,32045
32,46,69,34,49.28,21,30.43,14,20.29,32046
32,47,195,73,37.44,84,43.08,38,19.49,32047
32,48,165,76,46.06,61,36.97,28,16.97,32048
32,49,111,36,32.43,58,52.25,17,15.32,32049
32,50,175,58,33.14,99,56.57,18,10.29,32050
32,51,193,61,31.61,103,53.37,29,15.03,32051
32,52,81,34,41.98,33,40.74,14,17.28,32052
33,1,238,75,31.51,126,52.94,37,15.55,33001
33,2,253,81,32.02,131,51.78,41,16.21,33002
33,3,218,71,32.57,109,50.0,38,17.43,33003
33,4,242,89,36.78,106,43.8,47,19.42,33004
33,5,200,66,33.0,97,48.5,37,18.5,33005
33,6,247,81,32.79,117,47.37,49,19.84,33006
33,7,267,88,32.96,151,56.55,28,10.49,33007
33,8,182,74,40.66,84,46.15,24,13.19,33008
33,9,212,85,40.09,84,39.62,43,20.28,33009
33,10,259,95,36.68,107,41.31,57,22.01,33010
33,11,229,92,40.17,95,41.48,42,18.34,33011
33,12,241,82,34.02,109,45.23,50,20.75,33012
33,13,263,75,28.52,140,53.23,48,18.25,33013
33,14,191,70,36.65,95,49.74,26,13.61,33014
33,15,207,93,44.93,82,39.61,32,15.46,33015
33,16,223,90,40.36,94,42.15,39,17.49,33016
33,17,271,94,34.69,124,45.76,53,19.56,33017
33,18,79,33,41.77,40,50.63,6,7.59,33018
33,19,240,97,40.42,88,36.67,55,22.92,33019
33,20,237,85,35.86,109,45.99,43,18.14,33020
33,21,230,86,37.39,98,42.61,46,20.0,33021
33,22,301,74,24.58,165,54.82,62,20.6,33022
33,23,215,75,34.88,110,51.16,30,13.95,33023
33,24,251,81,32.27,137,54.58,33,13.15,33024
33,25,285,108,37.89,123,43.16,54,18.95,33025
33,26,233,75,32.19,111,47.64,47,20.17,33026
33,27,183,57,31.15,82,44.81,44,24.04,33027
34,1,360,130,36.11,142,39.44,88,24.44,34001
34,2,235,52,22.13,129,54.89,54,22.98,34002
34,3,296,109,36.82,113,38.18,74,25.0,34003
34,4,318,75,23.58,183,57.55,60,18.87,34004
34,5,262,87,33.21,109,41.6,66,25.19,34005
34,6,175,50,28.57,85,48.57,40,22.86,34006
34,7,311,124,39.87,106,34.08,81,26.05,34007
34,8,278,91,32.73,117,42.09,70,25.18,34008
34,9,195,64,32.82,73,37.44,58,29.74,34009
34,10,265,102,38.49,96,36.23,67,25.28,34010
34,11,206,76,36.89,78,37.86,52,25.24,34011
34,12,332,118,35.54,155,46.69,59,17.77,34012
34,13,305,117,38.36,121,39.67,67,21.97,34013
34,14,231,61,26.41,121,52.38,49,21.21,34014
34,15,222,69,31.08,105,47.3,48,21.62,34015
34,16,192,79,41.15,74,38.54,39,20.31,34016
34,17,220,78,35.45,82,37.27,60,27.27,34017
34,18,180,58,32.22,90,50.0,32,17.78,34018
34,19,45,11,24.44,23,51.11,11,24.44,34019
34,20,387,111,28.68,201,51.94,75,19.38,34020
34,21,251,77,30.68,124,49.4,50,19.92,34021
34,22,302,107,35.43,140,46.36,55,18.21,34022
34,23,228,77,33.77,104,45.61,47,20.61,34023
34,24,274,73,26.64,144,52.55,57,20.8,34024
34,25,313,85,27.16,154,49.2,74,23.64,34025
34,26,160,38,23.75,87,54.38,35,21.88,34026
34,27,217,68,31.34,103,47.47,46,21.2,34027
34,28,153,42,27.45,86,56.21,25,16.34,34028
34,29,276,94,34.06,108,39.13,74,26.81,34029
34,30,281,95,33.81,121,43.06,65,23.13,34030
34,31,150,50,33.33,63,42.0,37,24.67,34031
34,32,161,40,24.84,78,48.45,43,26.71,34032
34,33,140,38,27.14,76,54.29,26,18.57,34033
34,34,317,105,33.12,145,45.74,67,21.14,34034
34,35,328,76,23.17,210,64.02,42,12.8,34035
34,36,279,80,28.67,132,47.31,67,24.01,34036
34,37,271,71,26.2,145,53.51,55,20.3,34037
34,38,207,74,35.75,96,46.38,37,17.87,34038
34,39,218,53,24.31,128,58.72,37,16.97,34039
34,40,312,107,34.29,130,41.67,75,24.04,34040
34,41,167,55,32.93,66,39.52,46,27.54,34041
34,42,325,96,29.54,164,50.46,65,20.0,34042
34,43,372,107,28.76,175,47.04,90,24.19,34043
34,44,312,84,26.92,170,54.49,58,18.59,34044
34,45,275,93,33.82,127,46.18,55,20.0,34045
34,46,247,90,36.44,106,42.91,51,20.65,34046
34,47,155,41,26.45,85,54.84,29,18.71,34047
34,48,339,106,31.27,166,48.97,67,19.76,34048
34,49,401,122,30.42,198,49.38,81,20.2,34049
34,50,252,72,28.57,123,48.81,57,22.62,34050
34,51,407,151,37.1,175,43.0,81,19.9,34051
34,52,204,44,21.57,126,61.76,34,16.67,34052
34,53,195,60,30.77,94,48.21,41,21.03,34053
34,54,216,48,22.22,130,60.19,38,17.59,34054
34,55,269,92,34.2,127,47.21,50,18.59,34055
34,56,133,41,30.83,60,45.11,32,24.06,34056
34,57,268,89,33.21,127,47.39,52,19.4,34057
34,58,269,125,46.47,95,35.32,49,18.22,34058
34,59,294,101,34.35,129,43.88,64,21.77,34059
34,60,270,102,37.78,107,39.63,61,22.59,34060
34,61,232,73,31.47,100,43.1,59,25.43,34061
35,1,207,74,35.75,88,42.51,45,21.74,35001
35,2,149,59,39.6,56,37.58,34,22.82,35002
35,3,119,45,37.82,48,40.34,26,21.85,35003
35,4,190,76,40.0,75,39.47,39,20.53,35004
35,5,167,56,33.53,68,40.72,43,25.75,35005
35,6,201,85,42.29,72,35.82,44,21.89,35006
35,7,207,78,37.68,93,44.93,36,17.39,35007
35,8,151,63,41.72,65,43.05,23,15.23,35008
35,9,174,74,42.53,70,40.23,30,17.24,35009
35,10,181,65,35.91,79,43.65,37,20.44,35010
35,11,201,62,30.85,88,43.78,51,25.37,35011
35,12,205,77,37.56,84,40.98,44,21.46,35012
35,13,53,17,32.08,19,35.85,17,32.08,35013
35,14,185,74,40.0,75,40.54,36,19.46,35014
35,15,180,71,39.44,81,45.0,28,15.56,35015
35,16,156,66,42.31,74,47.44,16,10.26,35016
35,17,177,74,41.81,61,34.46,42,23.73,35017
35,18,207,83,40.1,88,42.51,36,17.39,35018
35,19,181,65,35.91,79,43.65,37,20.44,35019
35,20,149,68,45.64,47,31.54,34,22.82,35020
35,21,192,77,40.1,73,38.02,42,21.88,35021
35,22,71,25,35.21,32,45.07,14,19.72,35022
35,23,113,48,42.48,50,44.25,15,13.27,35023
35,24,105,51,48.57,26,24.76,28,26.67,35024
35,25,157,65,41.4,67,42.68,25,15.92,35025
35,26,241,101,41.91,93,38.59,47,19.5,35026
35,27,190,87,45.79,70,36.84,33,17.37,35027
35,28,158,73,46.2,51,32.28,34,21.52,35028
35,29,214,80,37.38,96,44.86,38,17.76,35029
35,30,201,77,38.31,87,43.28,37,18.41,35030
35,31,95,47,49.47,33,34.74,15,15.79,35031
35,32,95,23,24.21,41,43.16,31,32.63,35032
35,33,167,49,29.34,80,47.9,38,22.75,35033
35,34,166,65,39.16,73,43.98,28,16.87,35034
35,35,162,68,41.98,66,40.74,28,17.28,35035
35,36,123,53,43.09,45,36.59,25,20.33,35036
36,1,167,60,35.93,87,52.1,20,11.98,36001
36,2,134,50,37.31,55,41.04,29,21.64,36002
36,3,290,86,29.66,156,53.79,48,16.55,36003
36,4,146,58,39.73,56,38.36,32,21.92,36004
36,5,127,33,25.98,69,54.33,25,19.69,36005
36,6,171,55,32.16,76,44.44,40,23.39,36006
36,7,129,47,36.43,55,42.64,27,20.93,36007
36,8,166,53,31.93,77,46.39,36,21.69,36008
36,9,146,65,44.52,44,30.14,37,25.34,36009
36,10,112,52,46.43,37,33.04,23,20.54,36010
36,11,194,70,36.08,80,41.24,44,22.68,36011
36,12,136,48,35.29,49,36.03,39,28.68,36012
36,13,280,65,23.21,179,63.93,36,12.86,36013
36,14,220,43,19.55,153,69.55,24,10.91,36014
36,15,202,46,22.77,118,58.42,38,18.81,36015
36,16,277,107,38.63,114,41.16,56,20.22,36016
36,17,117,44,37.61,44,37.61,29,24.79,36017
36,18,194,48,24.74,102,52.58,44,22.68,36018
36,19,204,52,25.49,108,52.94,44,21.57,36019
36,20,195,62,31.79,85,43.59,48,24.62,36020
36,21,255,82,32.16,116,45.49,57,22.35,36021
36,22,212,96,45.28,71,33.49,45,21.23,36022
36,23,109,22,20.18,75,68.81,12,11.01,36023
36,24,223,64,28.7,124,55.61,35,15.7,36024
36,25,128,46,35.94,54,42.19,28,21.88,36025
36,26,147,67,45.58,48,32.65,32,21.77,36026
36,27,102,44,43.14,33,32.35,25,24.51,36027
36,28,149,46,30.87,84,56.38,19,12.75,36028
36,29,146,54,36.99,54,36.99,38,26.03,36029
36,30,168,67,39.88,48,28.57,53,31.55,36030
36,31,185,65,35.14,81,43.78,39,21.08,36031
36,32,148,64,43.24,38,25.68,46,31.08,36032
36,33,156,49,31.41,83,53.21,24,15.38,36033
36,34,124,57,45.97,39,31.45,28,22.58,36034
36,35,185,64,34.59,85,45.95,36,19.46,36035
36,36,164,65,39.63,54,32.93,45,27.44,36036
36,37,134,44,32.84,54,40.3,36,26.87,36037
36,38,107,38,35.51,46,42.99,23,21.5,36038
36,39,160,64,40.0,61,38.13,35,21.88,36039
36,40,187,74,39.57,56,29.95,57,30.48,36040
36,41,136,54,39.71,54,39.71,28,20.59,36041
36,42,144,66,45.83,41,28.47,37,25.69,36042
36,43,137,64,46.72,48,35.04,25,18.25,36043
36,44,194,73,37.63,79,40.72,42,21.65,36044
36,45,173,63,36.42,78,45.09,32,18.5,36045
36,46,134,55,41.04,50,37.31,29,21.64,36046
36,47,114,45,39.47,39,34.21,30,26.32,36047
36,48,112,43,38.39,35,31.25,34,30.36,36048
36,49,170,63,37.06,61,35.88,46,27.06,36049
36,50,151,39,25.83,89,58.94,23,15.23,36050
36,51,185,74,40.0,66,35.68,45,24.32,36051
36,52,173,68,39.31,68,39.31,37,21.39,36052
36,53,126,37,29.37,71,56.35,18,14.29,36053
36,54,264,73,27.65,145,54.92,46,17.42,36054
36,55,274,80,29.2,149,54.38,45,16.42,36055
37,1,127,40,31.5,60,47.24,27,21.26,37001
37,2,215,84,39.07,64,29.77,67,31.16,37002
37,3,134,51,38.06,54,40.3,29,21.64,37003
37,4,256,109,42.58,91,35.55,56,21.88,37004
37,5,238,110,46.22,60,25.21,68,28.57,37005
37,6,223,86,38.57,84,37.67,53,23.77,37006
37,7,233,91,39.06,65,27.9,77,33.05,37007
37,8,197,72,36.55,66,33.5,59,29.95,37008
37,9,200,91,45.5,56,28.0,53,26.5,37009
37,10,212,84,39.62,83,39.15,45,21.23,37010
37,11,75,22,29.33,29,38.67,24,32.0,37011
37,12,132,60,45.45,37,28.03,35,26.52,37012
37,13,202,82,40.59,66,32.67,54,26.73,37013
37,14,233,100,42.92,85,36.48,48,20.6,37014
37,15,223,75,33.63,97,43.5,51,22.87,37015
37,16,213,92,43.19,73,34.27,48,22.54,37016
37,17,187,76,40.64,71,37.97,40,21.39,37017
37,18,240,85,35.42,106,44.17,49,20.42,37018
37,19,159,56,35.22,68,42.77,35,22.01,37019
37,20,221,77,34.84,97,43.89,47,21.27,37020
37,21,222,87,39.19,65,29.28,70,31.53,37021
37,22,139,51,36.69,51,36.69,37,26.62,37022
37,23,189,68,35.98,74,39.15,47,24.87,37023
37,24,216,87,40.28,78,36.11,51,23.61,37024
37,25,242,102,42.15,93,38.43,47,19.42,37025
37,26,264,129,48.86,65,24.62,70,26.52,37026
37,27,199,92,46.23,51,25.63,56,28.14,37027
37,28,200,81,40.5,58,29.0,61,30.5,37028
37,29,229,87,37.99,90,39.3,52,22.71,37029
37,30,152,68,44.74,44,28.95,40,26.32,37030
37,31,236,83,35.17,99,41.95,54,22.88,37031
37,32,224,89,39.73,78,34.82,57,25.45,37032
37,33,182,75,41.21,61,33.52,46,25.27,37033
37,34,224,110,49.11,51,22.77,63,28.13,37034
37,35,232,91,39.22,96,41.38,45,19.4,37035
37,36,224,90,40.18,75,33.48,59,26.34,37036
37,37,221,91,41.18,80,36.2,50,22.62,37037
37,38,242,98,40.5,91,37.6,53,21.9,37038
37,39,181,44,24.31,81,44.75,56,30.94,37039
37,40,224,85,37.95,98,43.75,41,18.3,37040
37,41,261,92,35.25,116,44.44,53,20.31,37041
37,42,119,45,37.82,48,40.34,26,21.85,37042
37,43,198,81,40.91,72,36.36,45,22.73,37043
38,1,182,65,35.71,73,40.11,44,24.18,38001
38,2,141,53,37.59,48,34.04,40,28.37,38002
38,3,111,35,31.53,36,32.43,40,36.04,38003
38,4,80,29,36.25,33,41.25,18,22.5,38004
38,5,257,104,40.47,115,44.75,38,14.79,38005
38,6,151,67,44.37,48,31.79,36,23.84,38006
38,7,171,68,39.77,58,33.92,45,26.32,38007
38,8,96,54,56.25,25,26.04,17,17.71,38008
38,9,147,55,37.41,63,42.86,29,19.73,38009
38,10,176,62,35.23,81,46.02,33,18.75,38010
38,11,120,55,45.83,40,33.33,25,20.83,38011
38,12,141,57,40.43,49,34.75,35,24.82,38012
38,13,128,54,42.19,40,31.25,34,26.56,38013
38,14,123,53,43.09,38,30.89,32,26.02,38014
38,15,104,45,43.27,28,26.92,31,29.81,38015
38,16,154,56,36.36,59,38.31,39,25.32,38016
38,17,139,50,35.97,60,43.17,29,20.86,38017
38,18,168,60,35.71,59,35.12,49,29.17,38018
38,19,197,72,36.55,64,32.49,61,30.96,38019
38,20,182,73,40.11,74,40.66,35,19.23,38020
38,21,147,62,42.18,49,33.33,36,24.49,38021
38,22,159,67,42.14,53,33.33,39,24.53,38022
38,23,122,56,45.9,34,27.87,32,26.23,38023
38,24,114,44,38.6,47,41.23,23,20.18,38024
38,25,159,56,35.22,64,40.25,39,24.53,38025
38,26,117,55,47.01,33,28.21,29,24.79,38026
38,27,102,45,44.12,32,31.37,25,24.51,38027
38,28,127,52,40.94,40,31.5,35,27.56,38028
38,29,133,64,48.12,48,36.09,21,15.79,38029
38,30,164,82,50.0,47,28.66,35,21.34,38030
38,31,203,70,34.48,75,36.95,58,28.57,38031
38,32,172,75,43.6,50,29.07,47,27.33,38032
38,33,128,54,42.19,49,38.28,25,19.53,38033
38,34,109,47,43.12,40,36.7,22,20.18,38034
38,35,170,64,37.65,63,37.06,43,25.29,38035
38,36,170,80,47.06,57,33.53,33,19.41,38036
38,37,172,73,42.44,61,35.47,38,22.09,38037
38,38,183,59,32.24,72,39.34,52,28.42,38038
38,39,152,68,44.74,51,33.55,33,21.71,38039
38,40,115,46,40.0,38,33.04,31,26.96,38040
38,41,217,90,41.47,86,39.63,41,18.89,38041
38,42,189,76,40.21,74,39.15,39,20.63,38042
38,43,169,74,43.79,52,30.77,43,25.44,38043
38,44,166,72,43.37,56,33.73,38,22.89,38044
38,45,164,73,44.51,46,28.05,45,27.44,38045
38,46,130,53,40.77,44,33.85,33,25.38,38046
38,47,153,71,46.41,45,29.41,37,24.18,38047
38,48,157,61,38.85,57,36.31,39,24.84,38048
38,49,140,66,47.14,34,24.29,40,28.57,38049
38,50,156,76,48.72,42,26.92,38,24.36,38050
38,51,116,57,49.14,32,27.59,27,23.28,38051
38,52,167,56,33.53,64,38.32,47,28.14,38052
38,53,44,20,45.45,13,29.55,11,25.0,38053
39,1,150,67,44.67,47,31.33,36,24.0,39001
39,2,215,83,38.6,81,37.67,51,23.72,39002
39,3,163,46,28.22,76,46.63,41,25.15,39003
39,4,114,47,41.23,44,38.6,23,20.18,39004
39,5,130,55,42.31,47,36.15,28,21.54,39005
39,6,141,64,45.39,47,33.33,30,21.28,39006
39,7,124,35,28.23,75,60.48,14,11.29,39007
39,8,190,57,30.0,101,53.16,32,16.84,39008
39,9,196,65,33.16,91,46.43,40,20.41,39009
39,10,149,54,36.24,68,45.64,27,18.12,39010
39,11,201,57,28.36,94,46.77,50,24.88,39011
39,12,159,62,38.99,78,49.06,19,11.95,39012
39,13,103,41,39.81,39,37.86,23,22.33,39013
39,14,153,58,37.91,69,45.1,26,16.99,39014
39,15,134,58,43.28,47,35.07,29,21.64,39015
39,16,122,43,35.25,48,39.34,31,25.41,39016
39,17,138,54,39.13,56,40.58,28,20.29,39017
39,18,148,47,31.76,70,47.3,31,20.95,39018
39,19,129,46,35.66,57,44.19,26,20.16,39019
39,20,130,46,35.38,70,53.85,14,10.77,39020
39,21,128,40,31.25,59,46.09,29,22.66,39021
39,22,158,53,33.54,83,52.53,22,13.92,39022
39,23,109,46,42.2,39,35.78,24,22.02,39023
39,24,177,78,44.07,70,39.55,29,16.38,39024
39,25,152,60,39.47,49,32.24,43,28.29,39025
39,26,169,57,33.73,63,37.28,49,28.99,39026
39,27,177,66,37.29,77,43.5,34,19.21,39027
39,28,192,67,34.9,81,42.19,44,22.92,39028
39,29,180,67,37.22,76,42.22,37,20.56,39029
39,30,105,45,42.86,33,31.43,27,25.71,39030
39,31,106,50,47.17,38,35.85,18,16.98,39031
39,32,99,42,42.42,35,35.35,22,22.22,39032
39,33,175,71,40.57,75,42.86,29,16.57,39033
39,34,186,86,46.24,57,30.65,43,23.12,39034
39,35,178,71,39.89,80,44.94,27,15.17,39035
39,36,173,64,36.99,79,45.66,30,17.34,39036
39,37,248,83,33.47,100,40.32,65,26.21,39037
39,38,174,51,29.31,84,48.28,39,22.41,39038
39,39,77,33,42.86,26,33.77,18,23.38,39039
39,40,110,35,31.82,49,44.55,26,23.64,39040
39,41,69,19,27.54,32,46.38,18,26.09,39041
39,42,137,47,34.31,63,45.99,27,19.71,39042
39,43,156,61,39.1,68,43.59,27,17.31,39043
39,44,220,79,35.91,115,52.27,26,11.82,39044
39,45,97,41,42.27,34,35.05,22,22.68,39045
39,46,152,53,34.87,52,34.21,47,30.92,39046
39,47,78,28,35.9,24,30.77,26,33.33,39047
40,1,104,45,43.27,42,40.38,17,16.35,40001
40,2,115,38,33.04,47,40.87,30,26.09,40002
40,3,171,62,36.26,84,49.12,25,14.62,40003
40,4,155,47,30.32,85,54.84,23,14.84,40004
40,5,154,56,36.36,68,44.16,30,19.48,40005
40,6,177,71,40.11,79,44.63,27,15.25,40006
40,7,168,74,44.05,74,44.05,20,11.9,40007
40,8,36,13,36.11,15,41.67,8,22.22,40008
40,9,138,55,39.86,53,38.41,30,21.74,40009
40,10,162,46,28.4,84,51.85,32,19.75,40010
40,11,163,60,36.81,80,49.08,23,14.11,40011
40,12,134,41,30.6,67,50.0,26,19.4,40012
40,13,186,67,36.02,90,48.39,29,15.59,40013
40,14,146,51,34.93,53,36.3,42,28.77,40014
40,15,170,64,37.65,64,37.65,42,24.71,40015
40,16,142,44,30.99,70,49.3,28,19.72,40016
40,17,74,21,28.38,34,45.95,19,25.68,40017
40,18,158,60,37.97,62,39.24,36,22.78,40018
40,19,116,41,35.34,51,43.97,24,20.69,40019
40,20,142,39,27.46,82,57.75,21,14.79,40020
40,21,164,73,44.51,62,37.8,29,17.68,40021
40,22,92,26,28.26,49,53.26,17,18.48,40022
40,23,210,84,40.0,92,43.81,34,16.19,40023
40,24,90,36,40.0,28,31.11,26,28.89,40024
40,25,134,43,32.09,52,38.81,39,29.1,40025
40,26,182,68,37.36,91,50.0,23,12.64,40026
40,27,116,41,35.34,57,49.14,18,15.52,40027
40,28,195,76,38.97,72,36.92,47,24.1,40028
40,29,182,54,29.67,91,50.0,37,20.33,40029
40,30,180,40,22.22,116,64.44,24,13.33,40030
40,31,136,34,25.0,78,57.35,24,17.65,40031
40,32,86,32,37.21,38,44.19,16,18.6,40032
40,33,172,60,34.88,73,42.44,39,22.67,40033
40,34,112,37,33.04,49,43.75,26,23.21,40034
40,35,150,63,42.0,57,38.0,30,20.0,40035
40,36,151,55,36.42,64,42.38,32,21.19,40036
40,37,121,54,44.63,52,42.98,15,12.4,40037
40,38,97,40,41.24,39,40.21,18,18.56,40038
40,39,121,47,38.84,51,42.15,23,19.01,40039
40,40,110,40,36.36,50,45.45,20,18.18,40040
40,41,195,65,33.33,105,53.85,25,12.82,40041
40,42,190,65,34.21,88,46.32,37,19.47,40042
40,43,178,60,33.71,89,50.0,29,16.29,40043
40,44,124,52,41.94,48,38.71,24,19.35,40044
40,45,245,81,33.06,113,46.12,51,20.82,40045
