ward,precinct,total,Brian Terrence Sexton,Brian Terrence Sexton Percent,Kim R. Kardas,Kim R. Kardas Percent,John J. ''Jack'' Murphy,John J. ''Jack'' Murphy Percent,Michael B. Hyman,Michael B. Hyman Percent,precinct_id
32,50,190,28,14.74,52,27.37,33,17.37,77,40.53,32050
32,51,197,35,17.77,50,25.38,24,12.18,88,44.67,32051
32,52,95,23,24.21,26,27.37,16,16.84,30,31.58,32052
33,1,244,56,22.95,53,21.72,40,16.39,95,38.93,33001
33,2,247,32,12.96,60,24.29,47,19.03,108,43.72,33002
33,3,221,37,16.74,70,31.67,46,20.81,68,30.77,33003
33,4,237,47,19.83,62,26.16,51,21.52,77,32.49,33004
33,5,202,25,12.38,58,28.71,52,25.74,67,33.17,33005
33,6,242,27,11.16,67,27.69,66,27.27,82,33.88,33006
33,7,277,41,14.8,72,25.99,38,13.72,126,45.49,33007
33,8,194,27,13.92,71,36.6,33,17.01,63,32.47,33008
33,9,208,29,13.94,65,31.25,61,29.33,53,25.48,33009
33,10,257,46,17.9,57,22.18,71,27.63,83,32.3,33010
33,11,233,27,11.59,71,30.47,61,26.18,74,31.76,33011
33,12,242,36,14.88,66,27.27,56,23.14,84,34.71,33012
33,13,260,29,11.15,58,22.31,66,25.38,107,41.15,33013
33,14,188,32,17.02,57,30.32,36,19.15,63,33.51,33014
33,15,207,33,15.94,63,30.43,55,26.57,56,27.05,33015
33,16,216,31,14.35,58,26.85,67,31.02,60,27.78,33016
33,17,274,42,15.33,74,27.01,74,27.01,84,30.66,33017
33,18,80,17,21.25,26,32.5,12,15.0,25,31.25,33018
33,19,241,40,16.6,57,23.65,74,30.71,70,29.05,33019
33,20,236,42,17.8,64,27.12,50,21.19,80,33.9,33020
33,21,226,31,13.72,58,25.66,61,26.99,76,33.63,33021
33,22,301,27,8.97,59,19.6,76,25.25,139,46.18,33022
33,23,217,38,17.51,59,27.19,49,22.58,71,32.72,33023
33,24,266,44,16.54,69,25.94,43,16.17,110,41.35,33024
33,25,289,62,21.45,73,25.26,71,24.57,83,28.72,33025
33,26,229,42,18.34,62,27.07,45,19.65,80,34.93,33026
33,27,189,36,19.05,51,26.98,50,26.46,52,27.51,33027
34,1,368,89,24.18,60,16.3,85,23.1,134,36.41,34001
34,2,235,42,17.87,30,12.77,63,26.81,100,42.55,34002
34,3,302,73,24.17,59,19.54,81,26.82,89,29.47,34003
34,4,323,63,19.5,35,10.84,55,17.03,170,52.63,34004
34,5,258,63,24.42,38,14.73,61,23.64,96,37.21,34005
34,6,172,34,19.77,32,18.6,32,18.6,74,43.02,34006
34,7,311,87,27.97,53,17.04,75,24.12,96,30.87,34007
34,8,271,61,22.51,52,19.19,52,19.19,106,39.11,34008
34,9,197,45,22.84,33,16.75,48,24.37,71,36.04,34009
34,10,272,71,26.1,54,19.85,62,22.79,85,31.25,34010
34,11,206,50,24.27,39,18.93,46,22.33,71,34.47,34011
34,12,326,59,18.1,60,18.4,66,20.25,141,43.25,34012
34,13,309,69,22.33,62,20.06,75,24.27,103,33.33,34013
34,14,226,43,19.03,34,15.04,48,21.24,101,44.69,34014
34,15,222,41,18.47,22,9.91,54,24.32,105,47.3,34015
34,16,198,51,25.76,46,23.23,52,26.26,49,24.75,34016
34,17,223,52,23.32,42,18.83,51,22.87,78,34.98,34017
34,18,181,46,25.41,27,14.92,29,16.02,79,43.65,34018
34,19,49,9,18.37,5,10.2,12,24.49,23,46.94,34019
34,20,384,93,24.22,52,13.54,64,16.67,175,45.57,34020
34,21,258,52,20.16,42,16.28,58,22.48,106,41.09,34021
34,22,298,74,24.83,54,18.12,46,15.44,124,41.61,34022
34,23,229,62,27.07,42,18.34,51,22.27,74,32.31,34023
34,24,274,66,24.09,37,13.5,48,17.52,123,44.89,34024
34,25,303,70,23.1,52,17.16,49,16.17,132,43.56,34025
34,26,157,35,22.29,15,9.55,25,15.92,82,52.23,34026
34,27,213,50,23.47,31,14.55,47,22.07,85,39.91,34027
34,28,155,22,14.19,19,12.26,37,23.87,77,49.68,34028
34,29,279,81,29.03,44,15.77,71,25.45,83,29.75,34029
34,30,278,79,28.42,49,17.63,64,23.02,86,30.94,34030
34,31,154,35,22.73,18,11.69,26,16.88,75,48.7,34031
34,32,161,25,15.53,27,16.77,32,19.88,77,47.83,34032
34,33,136,17,12.5,26,19.12,30,22.06,63,46.32,34033
34,34,316,63,19.94,51,16.14,75,23.73,127,40.19,34034
34,35,329,47,14.29,42,12.77,52,15.81,188,57.14,34035
34,36,278,69,24.82,38,13.67,46,16.55,125,44.96,34036
34,37,269,53,19.7,36,13.38,42,15.61,138,51.3,34037
34,38,204,41,20.1,44,21.57,37,18.14,82,40.2,34038
34,39,218,38,17.43,23,10.55,39,17.89,118,54.13,34039
34,40,311,69,22.19,49,15.76,65,20.9,128,41.16,34040
34,41,166,44,26.51,26,15.66,35,21.08,61,36.75,34041
34,42,330,77,23.33,51,15.45,68,20.61,134,40.61,34042
34,43,370,70,18.92,57,15.41,65,17.57,178,48.11,34043
34,44,310,58,18.71,36,11.61,62,20.0,154,49.68,34044
34,45,276,59,21.38,46,16.67,55,19.93,116,42.03,34045
34,46,240,63,26.25,53,22.08,41,17.08,83,34.58,34046
34,47,146,16,10.96,24,16.44,36,24.66,70,47.95,34047
34,48,336,81,24.11,53,15.77,48,14.29,154,45.83,34048
34,49,397,83,20.91,63,15.87,77,19.4,174,43.83,34049
34,50,261,51,19.54,49,18.77,52,19.92,109,41.76,34050
34,51,407,93,22.85,78,19.16,67,16.46,169,41.52,34051
34,52,203,26,12.81,15,7.39,32,15.76,130,64.04,34052
34,53,197,43,21.83,29,14.72,44,22.34,81,41.12,34053
34,54,210,32,15.24,35,16.67,29,13.81,114,54.29,34054
34,55,271,64,23.62,42,15.5,59,21.77,106,39.11,34055
34,56,135,32,23.7,23,17.04,24,17.78,56,41.48,34056
34,57,257,52,20.23,52,20.23,47,18.29,106,41.25,34057
34,58,267,78,29.21,48,17.98,57,21.35,84,31.46,34058
34,59,289,63,21.8,45,15.57,66,22.84,115,39.79,34059
34,60,273,57,20.88,46,16.85,69,25.27,101,37.0,34060
34,61,231,47,20.35,35,15.15,49,21.21,100,43.29,34061
35,1,204,41,20.1,57,27.94,56,27.45,50,24.51,35001
35,2,142,28,19.72,44,30.99,39,27.46,31,21.83,35002
35,3,117,31,26.5,31,26.5,28,23.93,27,23.08,35003
35,4,191,33,17.28,58,30.37,60,31.41,40,20.94,35004
35,5,170,40,23.53,54,31.76,40,23.53,36,21.18,35005
35,6,197,34,17.26,67,34.01,59,29.95,37,18.78,35006
35,7,202,19,9.41,70,34.65,51,25.25,62,30.69,35007
35,8,153,18,11.76,49,32.03,37,24.18,49,32.03,35008
35,9,171,31,18.13,53,30.99,43,25.15,44,25.73,35009
35,10,182,28,15.38,65,35.71,44,24.18,45,24.73,35010
35,11,200,40,20.0,50,25.0,51,25.5,59,29.5,35011
35,12,202,32,15.84,63,31.19,61,30.2,46,22.77,35012
35,13,51,11,21.57,16,31.37,16,31.37,8,15.69,35013
35,14,183,40,21.86,65,35.52,41,22.4,37,20.22,35014
35,15,176,42,23.86,62,35.23,34,19.32,38,21.59,35015
35,16,154,22,14.29,62,40.26,34,22.08,36,23.38,35016
35,17,179,33,18.44,55,30.73,43,24.02,48,26.82,35017
35,18,203,37,18.23,75,36.95,36,17.73,55,27.09,35018
35,19,180,31,17.22,57,31.67,44,24.44,48,26.67,35019
35,20,151,27,17.88,54,35.76,45,29.8,25,16.56,35020
35,21,188,38,20.21,59,31.38,45,23.94,46,24.47,35021
35,22,72,7,9.72,28,38.89,14,19.44,23,31.94,35022
35,23,117,29,24.79,33,28.21,29,24.79,26,22.22,35023
35,24,101,23,22.77,27,26.73,31,30.69,20,19.8,35024
35,25,156,24,15.38,54,34.62,33,21.15,45,28.85,35025
35,26,243,37,15.23,69,28.4,68,27.98,69,28.4,35026
35,27,193,41,21.24,79,40.93,36,18.65,37,19.17,35027
35,28,166,32,19.28,59,35.54,39,23.49,36,21.69,35028
35,29,218,29,13.3,79,36.24,52,23.85,58,26.61,35029
35,30,202,35,17.33,72,35.64,44,21.78,51,25.25,35030
35,31,98,18,18.37,31,31.63,26,26.53,23,23.47,35031
35,32,92,18,19.57,34,36.96,24,26.09,16,17.39,35032
35,33,168,28,16.67,49,29.17,47,27.98,44,26.19,35033
35,34,173,37,21.39,49,28.32,47,27.17,40,23.12,35034
35,35,158,28,17.72,64,40.51,35,22.15,31,19.62,35035
35,36,126,25,19.84,42,33.33,27,21.43,32,25.4,35036
36,1,167,27,16.17,35,20.96,31,18.56,74,44.31,36001
36,2,132,22,16.67,36,27.27,43,32.58,31,23.48,36002
36,3,295,38,12.88,35,11.86,66,22.37,156,52.88,36003
36,4,148,19,12.84,55,37.16,41,27.7,33,22.3,36004
36,5,125,18,14.4,20,16.0,46,36.8,41,32.8,36005
36,6,171,22,12.87,37,21.64,56,32.75,56,32.75,36006
36,7,126,27,21.43,26,20.63,36,28.57,37,29.37,36007
36,8,163,25,15.34,35,21.47,46,28.22,57,34.97,36008
36,9,149,29,19.46,34,22.82,55,36.91,31,20.81,36009
36,10,108,23,21.3,38,35.19,26,24.07,21,19.44,36010
36,11,198,41,20.71,33,16.67,59,29.8,65,32.83,36011
36,12,131,31,23.66,22,16.79,39,29.77,39,29.77,36012
36,13,281,26,9.25,43,15.3,52,18.51,160,56.94,36013
36,14,218,17,7.8,30,13.76,37,16.97,134,61.47,36014
36,15,201,22,10.95,32,15.92,44,21.89,103,51.24,36015
36,16,279,51,18.28,66,23.66,71,25.45,91,32.62,36016
36,17,113,22,19.47,32,28.32,30,26.55,29,25.66,36017
36,18,195,30,15.38,46,23.59,59,30.26,60,30.77,36018
36,19,205,30,14.63,55,26.83,50,24.39,70,34.15,36019
36,20,189,28,14.81,38,20.11,64,33.86,59,31.22,36020
36,21,250,35,14.0,42,16.8,78,31.2,95,38.0,36021
36,22,211,36,17.06,62,29.38,70,33.18,43,20.38,36022
36,23,107,11,10.28,23,21.5,17,15.89,56,52.34,36023
36,24,218,26,11.93,38,17.43,42,19.27,112,51.38,36024
36,25,126,27,21.43,23,18.25,33,26.19,43,34.13,36025
36,26,150,31,20.67,50,33.33,45,30.0,24,16.0,36026
36,27,102,27,26.47,18,17.65,37,36.27,20,19.61,36027
36,28,148,23,15.54,26,17.57,32,21.62,67,45.27,36028
36,29,143,33,23.08,31,21.68,48,33.57,31,21.68,36029
36,30,166,47,28.31,33,19.88,49,29.52,37,22.29,36030
36,31,183,22,12.02,47,25.68,56,30.6,58,31.69,36031
36,32,144,25,17.36,33,22.92,56,38.89,30,20.83,36032
36,33,155,29,18.71,37,23.87,32,20.65,57,36.77,36033
36,34,127,26,20.47,28,22.05,51,40.16,22,17.32,36034
36,35,183,29,15.85,32,17.49,56,30.6,66,36.07,36035
36,36,159,32,20.13,35,22.01,54,33.96,38,23.9,36036
36,37,138,24,17.39,32,23.19,41,29.71,41,29.71,36037
36,38,108,14,12.96,27,25.0,32,29.63,35,32.41,36038
36,39,157,31,19.75,40,25.48,51,32.48,35,22.29,36039
36,40,183,57,31.15,42,22.95,56,30.6,28,15.3,36040
36,41,135,21,15.56,45,33.33,34,25.19,35,25.93,36041
36,42,141,21,14.89,34,24.11,58,41.13,28,19.86,36042
36,43,138,17,12.32,53,38.41,26,18.84,42,30.43,36043
36,44,191,41,21.47,51,26.7,44,23.04,55,28.8,36044
36,45,167,28,16.77,40,23.95,39,23.35,60,35.93,36045
36,46,137,24,17.52,37,27.01,35,25.55,41,29.93,36046
36,47,111,17,15.32,25,22.52,33,29.73,36,32.43,36047
36,48,114,18,15.79,21,18.42,50,43.86,25,21.93,36048
36,49,167,26,15.57,45,26.95,55,32.93,41,24.55,36049
36,50,155,17,10.97,30,19.35,34,21.94,74,47.74,36050
36,51,189,45,23.81,49,25.93,60,31.75,35,18.52,36051
36,52,172,37,21.51,40,23.26,55,31.98,40,23.26,36052
36,53,124,22,17.74,23,18.55,27,21.77,52,41.94,36053
36,54,264,40,15.15,51,19.32,39,14.77,134,50.76,36054
36,55,272,35,12.87,59,21.69,51,18.75,127,46.69,36055
37,1,127,29,22.83,36,28.35,37,29.13,25,19.69,37001
37,2,225,61,27.11,52,23.11,65,28.89,47,20.89,37002
37,3,132,29,21.97,33,25.0,30,22.73,40,30.3,37003
37,4,259,52,20.08,46,17.76,72,27.8,89,34.36,37004
37,5,233,58,24.89,49,21.03,66,28.33,60,25.75,37005
37,6,225,40,17.78,49,21.78,51,22.67,85,37.78,37006
37,7,232,51,21.98,46,19.83,71,30.6,64,27.59,37007
37,8,200,32,16.0,49,24.5,56,28.0,63,31.5,37008
37,9,198,40,20.2,47,23.74,62,31.31,49,24.75,37009
37,10,213,45,21.13,41,19.25,61,28.64,66,30.99,37010
37,11,73,15,20.55,19,26.03,19,26.03,20,27.4,37011
37,12,137,35,25.55,20,14.6,47,34.31,35,25.55,37012
37,13,203,46,22.66,41,20.2,59,29.06,57,28.08,37013
37,14,234,56,23.93,48,20.51,60,25.64,70,29.91,37014
37,15,224,55,24.55,37,16.52,60,26.79,72,32.14,37015
37,16,211,46,21.8,55,26.07,63,29.86,47,22.27,37016
37,17,186,33,17.74,42,22.58,52,27.96,59,31.72,37017
37,18,237,41,17.3,55,23.21,53,22.36,88,37.13,37018
37,19,163,33,20.25,54,33.13,49,30.06,27,16.56,37019
37,20,224,47,20.98,41,18.3,73,32.59,63,28.13,37020
37,21,219,43,19.63,58,26.48,69,31.51,49,22.37,37021
37,22,141,22,15.6,34,24.11,38,26.95,47,33.33,37022
37,23,191,32,16.75,43,22.51,43,22.51,73,38.22,37023
37,24,219,45,20.55,43,19.63,57,26.03,74,33.79,37024
37,25,243,58,23.87,58,23.87,55,22.63,72,29.63,37025
37,26,266,78,29.32,56,21.05,72,27.07,60,22.56,37026
37,27,199,45,22.61,40,20.1,62,31.16,52,26.13,37027
37,28,202,46,22.77,40,19.8,48,23.76,68,33.66,37028
37,29,225,43,19.11,44,19.56,60,26.67,78,34.67,37029
37,30,153,22,14.38,44,28.76,50,32.68,37,24.18,37030
37,31,235,53,22.55,49,20.85,67,28.51,66,28.09,37031
37,32,228,35,15.35,46,20.18,71,31.14,76,33.33,37032
37,33,179,47,26.26,43,24.02,42,23.46,47,26.26,37033
37,34,224,56,25.0,57,25.45,59,26.34,52,23.21,37034
37,35,236,50,21.19,46,19.49,59,25.0,81,34.32,37035
37,36,220,42,19.09,59,26.82,63,28.64,56,25.45,37036
37,37,225,43,19.11,58,25.78,62,27.56,62,27.56,37037
37,38,248,59,23.79,57,22.98,70,28.23,62,25.0,37038
37,39,176,33,18.75,51,28.98,61,34.66,31,17.61,37039
37,40,220,48,21.82,45,20.45,44,20.0,83,37.73,37040
37,41,262,49,18.7,49,18.7,65,24.81,99,37.79,37041
37,42,114,28,24.56,25,21.93,43,37.72,18,15.79,37042
37,43,197,50,25.38,46,23.35,44,22.34,57,28.93,37043
38,1,185,27,14.59,55,29.73,58,31.35,45,24.32,38001
38,2,138,22,15.94,43,31.16,42,30.43,31,22.46,38002
38,3,111,19,17.12,27,24.32,47,42.34,18,16.22,38003
38,4,79,10,12.66,15,18.99,33,41.77,21,26.58,38004
38,5,262,52,19.85,83,31.68,59,22.52,68,25.95,38005
38,6,148,32,21.62,35,23.65,43,29.05,38,25.68,38006
38,7,177,23,12.99,55,31.07,60,33.9,39,22.03,38007
38,8,96,27,28.13,24,25.0,28,29.17,17,17.71,38008
38,9,151,16,10.6,54,35.76,32,21.19,49,32.45,38009
38,10,180,16,8.89,43,23.89,44,24.44,77,42.78,38010
38,11,116,18,15.52,45,38.79,31,26.72,22,18.97,38011
38,12,139,21,15.11,39,28.06,58,41.73,21,15.11,38012
38,13,128,23,17.97,31,24.22,48,37.5,26,20.31,38013
38,14,122,18,14.75,28,22.95,52,42.62,24,19.67,38014
38,15,105,11,10.48,18,17.14,47,44.76,29,27.62,38015
38,16,150,26,17.33,42,28.0,46,30.67,36,24.0,38016
38,17,137,20,14.6,40,29.2,39,28.47,38,27.74,38017
38,18,167,35,20.96,48,28.74,52,31.14,32,19.16,38018
38,19,195,44,22.56,44,22.56,67,34.36,40,20.51,38019
38,20,189,25,13.23,60,31.75,41,21.69,63,33.33,38020
38,21,145,28,19.31,38,26.21,47,32.41,32,22.07,38021
38,22,160,38,23.75,40,25.0,53,33.13,29,18.13,38022
38,23,125,22,17.6,32,25.6,49,39.2,22,17.6,38023
38,24,112,14,12.5,28,25.0,37,33.04,33,29.46,38024
38,25,160,27,16.88,39,24.38,48,30.0,46,28.75,38025
38,26,115,29,25.22,27,23.48,33,28.7,26,22.61,38026
38,27,105,25,23.81,27,25.71,34,32.38,19,18.1,38027
38,28,129,20,15.5,41,31.78,45,34.88,23,17.83,38028
38,29,134,27,20.15,37,27.61,36,26.87,34,25.37,38029
38,30,164,27,16.46,47,28.66,54,32.93,36,21.95,38030
38,31,203,37,18.23,62,30.54,57,28.08,47,23.15,38031
38,32,171,34,19.88,39,22.81,63,36.84,35,20.47,38032
38,33,127,20,15.75,37,29.13,37,29.13,33,25.98,38033
38,34,107,16,14.95,32,29.91,33,30.84,26,24.3,38034
38,35,170,35,20.59,44,25.88,53,31.18,38,22.35,38035
38,36,165,44,26.67,35,21.21,58,35.15,28,16.97,38036
38,37,170,35,20.59,41,24.12,55,32.35,39,22.94,38037
38,38,176,19,10.8,51,28.98,58,32.95,48,27.27,38038
38,39,151,27,17.88,50,33.11,36,23.84,38,25.17,38039
38,40,115,19,16.52,33,28.7,38,33.04,25,21.74,38040
38,41,220,26,11.82,67,30.45,58,26.36,69,31.36,38041
38,42,190,38,20.0,36,18.95,66,34.74,50,26.32,38042
38,43,166,27,16.27,44,26.51,60,36.14,35,21.08,38043
38,44,166,29,17.47,36,21.69,59,35.54,42,25.3,38044
38,45,167,27,16.17,43,25.75,63,37.72,34,20.36,38045
38,46,128,26,20.31,24,18.75,50,39.06,28,21.88,38046
38,47,154,23,14.94,46,29.87,65,42.21,20,12.99,38047
38,48,156,23,14.74,48,30.77,51,32.69,34,21.79,38048
38,49,140,24,17.14,49,35.0,43,30.71,24,17.14,38049
38,50,156,26,16.67,36,23.08,62,39.74,32,20.51,38050
38,51,115,25,21.74,34,29.57,43,37.39,13,11.3,38051
38,52,171,32,18.71,45,26.32,54,31.58,40,23.39,38052
38,53,45,10,22.22,18,40.0,10,22.22,7,15.56,38053
39,1,158,25,15.82,42,26.58,55,34.81,36,22.78,39001
39,2,214,39,18.22,33,15.42,62,28.97,80,37.38,39002
39,3,170,55,32.35,17,10.0,42,24.71,56,32.94,39003
39,4,119,31,26.05,25,21.01,37,31.09,26,21.85,39004
39,5,132,17,12.88,39,29.55,44,33.33,32,24.24,39005
39,6,140,30,21.43,42,30.0,47,33.57,21,15.0,39006
39,7,123,18,14.63,23,18.7,30,24.39,52,42.28,39007
39,8,187,30,16.04,47,25.13,39,20.86,71,37.97,39008
39,9,192,29,15.1,39,20.31,46,23.96,78,40.63,39009
39,10,149,24,16.11,53,35.57,24,16.11,48,32.21,39010
39,11,197,27,13.71,42,21.32,55,27.92,73,37.06,39011
39,12,158,30,18.99,36,22.78,43,27.22,49,31.01,39012
39,13,110,14,12.73,32,29.09,24,21.82,40,36.36,39013
39,14,152,26,17.11,43,28.29,33,21.71,50,32.89,39014
39,15,138,37,26.81,26,18.84,54,39.13,21,15.22,39015
39,16,122,19,15.57,36,29.51,29,23.77,38,31.15,39016
39,17,142,26,18.31,27,19.01,32,22.54,57,40.14,39017
39,18,152,25,16.45,36,23.68,35,23.03,56,36.84,39018
39,19,132,21,15.91,37,28.03,44,33.33,30,22.73,39019
39,20,138,30,21.74,34,24.64,34,24.64,40,28.99,39020
39,21,128,28,21.88,25,19.53,37,28.91,38,29.69,39021
39,22,155,24,15.48,34,21.94,31,20.0,66,42.58,39022
39,23,111,25,22.52,21,18.92,29,26.13,36,32.43,39023
39,24,176,41,23.3,31,17.61,41,23.3,63,35.8,39024
39,25,153,26,16.99,42,27.45,41,26.8,44,28.76,39025
39,26,166,32,19.28,28,16.87,52,31.33,54,32.53,39026
39,27,187,24,12.83,52,27.81,54,28.88,57,30.48,39027
39,28,194,46,23.71,52,26.8,45,23.2,51,26.29,39028
39,29,173,32,18.5,49,28.32,40,23.12,52,30.06,39029
39,30,103,18,17.48,35,33.98,21,20.39,29,28.16,39030
39,31,107,18,16.82,35,32.71,27,25.23,27,25.23,39031
39,32,102,20,19.61,28,27.45,22,21.57,32,31.37,39032
39,33,179,39,21.79,50,27.93,36,20.11,54,30.17,39033
39,34,192,41,21.35,56,29.17,57,29.69,38,19.79,39034
39,35,180,27,15.0,42,23.33,45,25.0,66,36.67,39035
39,36,172,29,16.86,33,19.19,32,18.6,78,45.35,39036
39,37,255,46,18.04,44,17.25,88,34.51,77,30.2,39037
39,38,177,37,20.9,40,22.6,45,25.42,55,31.07,39038
39,39,78,14,17.95,17,21.79,29,37.18,18,23.08,39039
39,40,106,24,22.64,22,20.75,36,33.96,24,22.64,39040
39,41,67,10,14.93,17,25.37,12,17.91,28,41.79,39041
39,42,146,47,32.19,18,12.33,41,28.08,40,27.4,39042
39,43,158,16,10.13,50,31.65,40,25.32,52,32.91,39043
39,44,220,34,15.45,71,32.27,42,19.09,73,33.18,39044
39,45,96,19,19.79,22,22.92,18,18.75,37,38.54,39045
39,46,151,35,23.18,33,21.85,39,25.83,44,29.14,39046
39,47,79,24,30.38,12,15.19,25,31.65,18,22.78,39047
40,1,109,22,20.18,32,29.36,22,20.18,33,30.28,40001
40,2,117,22,18.8,32,27.35,25,21.37,38,32.48,40002
40,3,171,29,16.96,55,32.16,27,15.79,60,35.09,40003
40,4,162,18,11.11,41,25.31,25,15.43,78,48.15,40004
40,5,158,36,22.78,44,27.85,31,19.62,47,29.75,40005
40,6,179,32,17.88,57,31.84,38,21.23,52,29.05,40006
40,7,177,34,19.21,56,31.64,32,18.08,55,31.07,40007
40,8,36,4,11.11,9,25.0,7,19.44,16,44.44,40008
40,9,138,25,18.12,41,29.71,29,21.01,43,31.16,40009
40,10,167,39,23.35,34,20.36,32,19.16,62,37.13,40010
40,11,163,33,20.25,44,26.99,31,19.02,55,33.74,40011
40,12,138,15,10.87,31,22.46,29,21.01,63,45.65,40012
40,13,189,35,18.52,54,28.57,30,15.87,70,37.04,40013
40,14,147,34,23.13,35,23.81,45,30.61,33,22.45,40014
40,15,174,31,17.82,47,27.01,46,26.44,50,28.74,40015
40,16,156,29,18.59,28,17.95,30,19.23,69,44.23,40016
40,17,74,5,6.76,25,33.78,16,21.62,28,37.84,40017
40,18,154,33,21.43,36,23.38,31,20.13,54,35.06,40018
40,19,119,13,10.92,37,31.09,28,23.53,41,34.45,40019
40,20,142,24,16.9,35,24.65,17,11.97,66,46.48,40020
40,21,162,21,12.96,57,35.19,40,24.69,44,27.16,40021
40,22,92,17,18.48,19,20.65,21,22.83,35,38.04,40022
40,23,209,31,14.83,73,34.93,35,16.75,70,33.49,40023
40,24,92,27,29.35,21,22.83,21,22.83,23,25.0,40024
40,25,135,20,14.81,25,18.52,46,34.07,44,32.59,40025
40,26,182,28,15.38,54,29.67,35,19.23,65,35.71,40026
40,27,118,16,13.56,30,25.42,30,25.42,42,35.59,40027
40,28,196,30,15.31,63,32.14,42,21.43,61,31.12,40028
40,29,183,47,25.68,35,19.13,36,19.67,65,35.52,40029
40,30,187,15,8.02,32,17.11,26,13.9,114,60.96,40030
40,31,137,17,12.41,19,13.87,36,26.28,65,47.45,40031
40,32,86,15,17.44,22,25.58,24,27.91,25,29.07,40032
40,33,169,32,18.93,46,27.22,32,18.93,59,34.91,40033
40,34,115,21,18.26,38,33.04,20,17.39,36,31.3,40034
40,35,147,18,12.24,48,32.65,32,21.77,49,33.33,40035
40,36,155,23,14.84,57,36.77,29,18.71,46,29.68,40036
40,37,117,18,15.38,33,28.21,27,23.08,39,33.33,40037
40,38,101,18,17.82,33,32.67,29,28.71,21,20.79,40038
40,39,130,29,22.31,34,26.15,23,17.69,44,33.85,40039
40,40,112,24,21.43,23,20.54,27,24.11,38,33.93,40040
40,41,204,20,9.8,67,32.84,36,17.65,81,39.71,40041
40,42,193,31,16.06,54,27.98,35,18.13,73,37.82,40042
40,43,182,24,13.19,62,34.07,42,23.08,54,29.67,40043
40,44,127,23,18.11,36,28.35,31,24.41,37,29.13,40044
40,45,247,25,10.12,72,29.15,54,21.86,96,38.87,40045
40,46,197,33,16.75,50,25.38,45,22.84,69,35.03,40046
40,47,160,26,16.25,47,29.38,27,16.88,60,37.5,40047
40,48,109,22,20.18,31,28.44,15,13.76,41,37.61,40048
40,49,94,23,24.47,29,30.85,18,19.15,24,25.53,40049
41,1,218,45,20.64,43,19.72,90,41.28,40,18.35,41001
41,2,238,42,17.65,50,21.01,111,46.64,35,14.71,41002
41,3,199,37,18.59,44,22.11,81,40.7,37,18.59,41003
41,4,220,59,26.82,43,19.55,86,39.09,32,14.55,41004
41,5,234,61,26.07,53,22.65,88,37.61,32,13.68,41005
41,6,197,49,24.87,30,15.23,74,37.56,44,22.34,41006
41,7,237,45,18.99,56,23.63,92,38.82,44,18.57,41007
41,8,197,43,21.83,50,25.38,75,38.07,29,14.72,41008
41,9,206,40,19.42,48,23.3,72,34.95,46,22.33,41009
41,10,164,41,25.0,32,19.51,59,35.98,32,19.51,41010
41,11,217,50,23.04,45,20.74,78,35.94,44,20.28,41011
41,12,180,39,21.67,44,24.44,53,29.44,44,24.44,41012
41,13,112,25,22.32,25,22.32,47,41.96,15,13.39,41013
41,14,223,42,18.83,33,14.8,85,38.12,63,28.25,41014
41,15,204,53,25.98,42,20.59,83,40.69,26,12.75,41015
41,16,203,49,24.14,41,20.2,79,38.92,34,16.75,41016
41,17,210,45,21.43,43,20.48,81,38.57,41,19.52,41017
41,18,157,33,21.02,45,28.66,53,33.76,26,16.56,41018
41,19,242,47,19.42,54,22.31,76,31.4,65,26.86,41019
41,20,226,42,18.58,44,19.47,81,35.84,59,26.11,41020
41,21,207,47,22.71,48,23.19,71,34.3,41,19.81,41021
41,22,193,45,23.32,30,15.54,77,39.9,41,21.24,41022
41,23,182,33,18.13,38,20.88,68,37.36,43,23.63,41023
41,24,181,34,18.78,45,24.86,70,38.67,32,17.68,41024
41,25,69,14,20.29,22,31.88,21,30.43,12,17.39,41025
41,26,93,16,17.2,30,32.26,27,29.03,20,21.51,41026
41,27,56,4,7.14,19,33.93,22,39.29,11,19.64,41027
41,28,171,37,21.64,48,28.07,55,32.16,31,18.13,41028
41,29,100,30,30.0,25,25.0,33,33.0,12,12.0,41029
41,30,237,49,20.68,47,19.83,97,40.93,44,18.57,41030
41,31,230,54,23.48,51,22.17,96,41.74,29,12.61,41031
41,32,137,19,13.87,44,32.12,55,40.15,19,13.87,41032
41,33,157,41,26.11,27,17.2,63,40.13,26,16.56,41033
41,34,137,37,27.01,23,16.79,55,40.15,22,16.06,41034
41,35,210,49,23.33,37,17.62,83,39.52,41,19.52,41035
41,36,207,35,16.91,45,21.74,87,42.03,40,19.32,41036
41,37,210,30,14.29,47,22.38,99,47.14,34,16.19,41037
41,38,218,54,24.77,50,22.94,77,35.32,37,16.97,41038
41,39,137,33,24.09,28,20.44,53,38.69,23,16.79,41039
41,40,231,37,16.02,48,20.78,104,45.02,42,18.18,41040
41,41,196,37,18.88,41,20.92,74,37.76,44,22.45,41041
41,42,243,66,27.16,46,18.93,92,37.86,39,16.05,41042
41,43,193,50,25.91,37,19.17,64,33.16,42,21.76,41043
41,44,180,35,19.44,44,24.44,50,27.78,51,28.33,41044
41,45,171,30,17.54,35,20.47,68,39.77,38,22.22,41045
41,46,166,39,23.49,40,24.1,65,39.16,22,13.25,41046
