ward,precinct,total,Enoch Clarke-Bey (Clinton),Enoch Clarke-Bey (Clinton) Percent,Alice J. Palmer (Clinton),Alice J. Palmer (Clinton) Percent,Dante Sawyer (Clinton),Dante Sawyer (Clinton) Percent,Mercedes Mallette (Clinton),Mercedes Mallette (Clinton) Percent,"William Payton, Sr. (Clinton)","William Payton, Sr. (Clinton) Percent",Lupe M. Perez (Clinton),Lupe M. Perez (Clinton) Percent,Bernard McCann (Clinton),Bernard McCann (Clinton) Percent,Malissa Rainey (Clinton),Malissa Rainey (Clinton) Percent,Carrie Austin (Obama),Carrie Austin (Obama) Percent,Anthony A. Beale (Obama),Anthony A. Beale (Obama) Percent,Michael Eaddy (Obama),Michael Eaddy (Obama) Percent,Leslie A. Hairston (Obama),Leslie A. Hairston (Obama) Percent,Cheryle Jackson (Obama),Cheryle Jackson (Obama) Percent,Sandi Jackson (Obama),Sandi Jackson (Obama) Percent,James T. Meeks (Obama),James T. Meeks (Obama) Percent,"Willie ''Bill'' Williams, Jr. (Obama)","Willie ''Bill'' Williams, Jr. (Obama) Percent",Adam Avrushin (Richardson),Adam Avrushin (Richardson) Percent,Joan Donahue (Richardson),Joan Donahue (Richardson) Percent,precinct_id
5,1,2404,29,1.21,32,1.33,25,1.04,19,0.79,23,0.96,19,0.79,23,0.96,15,0.62,255,10.61,279,11.61,262,10.9,289,12.02,276,11.48,287,11.94,284,11.81,270,11.23,8,0.33,9,0.37,05001
5,4,1573,16,1.02,18,1.14,16,1.02,12,0.76,13,0.83,11,0.7,13,0.83,14,0.89,177,11.25,179,11.38,181,11.51,183,11.63,186,11.82,187,11.89,182,11.57,170,10.81,5,0.32,10,0.64,05004
5,6,2498,10,0.4,21,0.84,14,0.56,9,0.36,14,0.56,9,0.36,8,0.32,12,0.48,278,11.13,303,12.13,288,11.53,312,12.49,304,12.17,308,12.33,302,12.09,283,11.33,16,0.64,7,0.28,05006
5,7,2202,22,1.0,22,1.0,23,1.04,18,0.82,24,1.09,19,0.86,19,0.86,18,0.82,243,11.04,251,11.4,253,11.49,263,11.94,254,11.53,260,11.81,258,11.72,239,10.85,10,0.45,6,0.27,05007
5,11,2042,32,1.57,37,1.81,33,1.62,35,1.71,29,1.42,35,1.71,30,1.47,34,1.67,218,10.68,223,10.92,220,10.77,230,11.26,226,11.07,223,10.92,214,10.48,214,10.48,6,0.29,3,0.15,05011
5,14,2869,65,2.27,76,2.65,66,2.3,70,2.44,67,2.34,66,2.3,59,2.06,68,2.37,281,9.79,287,10.0,282,9.83,304,10.6,292,10.18,298,10.39,290,10.11,279,9.72,7,0.24,12,0.42,05014
5,21,2030,22,1.08,25,1.23,30,1.48,15,0.74,27,1.33,22,1.08,17,0.84,21,1.03,216,10.64,224,11.03,218,10.74,242,11.92,226,11.13,243,11.97,236,11.63,227,11.18,8,0.39,11,0.54,05021
5,24,1786,39,2.18,46,2.58,37,2.07,38,2.13,37,2.07,40,2.24,36,2.02,37,2.07,176,9.85,181,10.13,182,10.19,199,11.14,183,10.25,182,10.19,178,9.97,178,9.97,8,0.45,9,0.5,05024
5,26,2086,15,0.72,23,1.1,23,1.1,15,0.72,17,0.81,19,0.91,17,0.81,18,0.86,226,10.83,235,11.27,230,11.03,252,12.08,236,11.31,253,12.13,255,12.22,227,10.88,11,0.53,14,0.67,05026
5,28,2413,27,1.12,34,1.41,31,1.28,27,1.12,30,1.24,30,1.24,23,0.95,23,0.95,259,10.73,272,11.27,270,11.19,282,11.69,275,11.4,278,11.52,278,11.52,259,10.73,10,0.41,5,0.21,05028
5,29,2051,18,0.88,29,1.41,18,0.88,17,0.83,17,0.83,14,0.68,16,0.78,14,0.68,221,10.78,231,11.26,222,10.82,247,12.04,237,11.56,250,12.19,239,11.65,235,11.46,12,0.59,14,0.68,05029
5,31,1827,17,0.93,19,1.04,16,0.88,13,0.71,19,1.04,15,0.82,11,0.6,14,0.77,204,11.17,213,11.66,199,10.89,218,11.93,208,11.38,225,12.32,219,11.99,201,11.0,8,0.44,8,0.44,05031
5,32,2996,22,0.73,35,1.17,29,0.97,24,0.8,15,0.5,19,0.63,15,0.5,17,0.57,328,10.95,348,11.62,337,11.25,372,12.42,354,11.82,361,12.05,353,11.78,335,11.18,17,0.57,15,0.5,05032
5,34,2333,18,0.77,31,1.33,17,0.73,19,0.81,22,0.94,19,0.81,13,0.56,15,0.64,249,10.67,274,11.74,260,11.14,271,11.62,271,11.62,282,12.09,275,11.79,266,11.4,14,0.6,17,0.73,05034
5,36,1221,7,0.57,13,1.06,10,0.82,8,0.66,9,0.74,11,0.9,7,0.57,9,0.74,126,10.32,138,11.3,136,11.14,155,12.69,142,11.63,147,12.04,147,12.04,132,10.81,13,1.06,11,0.9,05036
5,37,1706,37,2.17,41,2.4,36,2.11,39,2.29,40,2.34,42,2.46,35,2.05,38,2.23,165,9.67,175,10.26,167,9.79,178,10.43,178,10.43,178,10.43,179,10.49,163,9.55,8,0.47,7,0.41,05037
5,38,2012,53,2.63,58,2.88,51,2.53,52,2.58,50,2.49,51,2.53,44,2.19,54,2.68,192,9.54,202,10.04,196,9.74,206,10.24,200,9.94,198,9.84,201,9.99,193,9.59,7,0.35,4,0.2,05038
5,40,1924,12,0.62,16,0.83,17,0.88,13,0.68,17,0.88,13,0.68,11,0.57,15,0.78,215,11.17,227,11.8,211,10.97,234,12.16,223,11.59,233,12.11,228,11.85,220,11.43,9,0.47,10,0.52,05040
5,42,2082,13,0.62,16,0.77,15,0.72,9,0.43,12,0.58,12,0.58,8,0.38,9,0.43,226,10.85,243,11.67,237,11.38,252,12.1,244,11.72,250,12.01,260,12.49,244,11.72,19,0.91,13,0.62,05042
5,43,2367,35,1.48,38,1.61,34,1.44,28,1.18,30,1.27,30,1.27,29,1.23,26,1.1,244,10.31,262,11.07,257,10.86,270,11.41,267,11.28,265,11.2,268,11.32,253,10.69,16,0.68,15,0.63,05043
5,44,2308,21,0.91,28,1.21,22,0.95,20,0.87,27,1.17,22,0.95,15,0.65,23,1.0,244,10.57,264,11.44,257,11.14,275,11.92,266,11.53,278,12.05,271,11.74,250,10.83,14,0.61,11,0.48,05044
5,46,2312,43,1.86,53,2.29,39,1.69,44,1.9,44,1.9,48,2.08,36,1.56,40,1.73,237,10.25,245,10.6,244,10.55,251,10.86,244,10.55,247,10.68,237,10.25,233,10.08,15,0.65,12,0.52,05046
5,47,1802,7,0.39,13,0.72,13,0.72,7,0.39,12,0.67,10,0.55,8,0.44,7,0.39,192,10.65,217,12.04,209,11.6,226,12.54,212,11.76,228,12.65,221,12.26,204,11.32,5,0.28,11,0.61,05047
5,49,469,3,0.64,4,0.85,4,0.85,3,0.64,5,1.07,3,0.64,2,0.43,3,0.64,44,9.38,57,12.15,53,11.3,57,12.15,54,11.51,54,11.51,59,12.58,54,11.51,5,1.07,5,1.07,05049
5,54,2789,22,0.79,27,0.97,22,0.79,20,0.72,24,0.86,17,0.61,19,0.68,19,0.68,316,11.33,326,11.69,314,11.26,342,12.26,320,11.47,337,12.08,328,11.76,313,11.22,11,0.39,12,0.43,05054
6,21,2107,18,0.85,29,1.38,24,1.14,14,0.66,24,1.14,17,0.81,13,0.62,20,0.95,223,10.58,247,11.72,234,11.11,242,11.49,248,11.77,249,11.82,248,11.77,230,10.92,11,0.52,16,0.76,06021
6,22,1964,21,1.07,13,0.66,17,0.87,13,0.66,18,0.92,18,0.92,13,0.66,16,0.81,201,10.23,231,11.76,224,11.41,228,11.61,226,11.51,230,11.71,231,11.76,225,11.46,19,0.97,20,1.02,06022
6,64,2596,17,0.65,24,0.92,19,0.73,14,0.54,20,0.77,13,0.5,9,0.35,13,0.5,283,10.9,317,12.21,300,11.56,308,11.86,308,11.86,308,11.86,314,12.1,297,11.44,20,0.77,12,0.46,06064
7,1,2336,17,0.73,28,1.2,20,0.86,13,0.56,20,0.86,16,0.68,13,0.56,13,0.56,262,11.22,277,11.86,262,11.22,270,11.56,273,11.69,289,12.37,277,11.86,263,11.26,13,0.56,10,0.43,07001
7,2,2190,22,1.0,34,1.55,30,1.37,21,0.96,27,1.23,22,1.0,20,0.91,24,1.1,242,11.05,251,11.46,234,10.68,243,11.1,251,11.46,265,12.1,262,11.96,229,10.46,6,0.27,7,0.32,07002
7,3,1351,20,1.48,24,1.78,17,1.26,18,1.33,22,1.63,15,1.11,17,1.26,12,0.89,138,10.21,149,11.03,145,10.73,151,11.18,147,10.88,160,11.84,151,11.18,143,10.58,14,1.04,8,0.59,07003
7,4,1681,25,1.49,27,1.61,29,1.73,27,1.61,25,1.49,37,2.2,23,1.37,26,1.55,187,11.12,183,10.89,163,9.7,187,11.12,190,11.3,189,11.24,185,11.01,158,9.4,9,0.54,11,0.65,07004
7,5,1798,31,1.72,35,1.95,33,1.84,35,1.95,32,1.78,42,2.34,33,1.84,32,1.78,188,10.46,196,10.9,180,10.01,194,10.79,197,10.96,187,10.4,195,10.85,170,9.45,10,0.56,8,0.44,07005
7,6,1474,14,0.95,14,0.95,15,1.02,10,0.68,13,0.88,9,0.61,9,0.61,11,0.75,172,11.67,174,11.8,152,10.31,176,11.94,176,11.94,183,12.42,182,12.35,155,10.52,4,0.27,5,0.34,07006
7,7,1228,8,0.65,14,1.14,16,1.3,8,0.65,18,1.47,14,1.14,11,0.9,13,1.06,133,10.83,144,11.73,133,10.83,136,11.07,140,11.4,161,13.11,142,11.56,127,10.34,6,0.49,4,0.33,07007
7,8,641,14,2.18,17,2.65,20,3.12,15,2.34,16,2.5,18,2.81,14,2.18,12,1.87,64,9.98,65,10.14,61,9.52,61,9.52,65,10.14,72,11.23,59,9.2,61,9.52,2,0.31,5,0.78,07008
7,9,1883,11,0.58,16,0.85,17,0.9,15,0.8,15,0.8,12,0.64,12,0.64,14,0.74,213,11.31,217,11.52,212,11.26,221,11.74,223,11.84,230,12.21,230,12.21,210,11.15,6,0.32,9,0.48,07009
7,10,1362,11,0.81,15,1.1,16,1.17,10,0.73,15,1.1,14,1.03,12,0.88,13,0.95,159,11.67,157,11.53,146,10.72,154,11.31,156,11.45,166,12.19,162,11.89,144,10.57,7,0.51,5,0.37,07010
7,11,1995,13,0.65,18,0.9,19,0.95,15,0.75,13,0.65,16,0.8,13,0.65,12,0.6,214,10.73,229,11.48,219,10.98,230,11.53,235,11.78,260,13.03,237,11.88,221,11.08,15,0.75,16,0.8,07011
7,12,1364,18,1.32,20,1.47,18,1.32,18,1.32,19,1.39,25,1.83,16,1.17,17,1.25,155,11.36,155,11.36,135,9.9,150,11.0,153,11.22,156,11.44,161,11.8,137,10.04,3,0.22,8,0.59,07012
7,13,1210,9,0.74,10,0.83,8,0.66,10,0.83,10,0.83,9,0.74,4,0.33,4,0.33,127,10.5,143,11.82,134,11.07,146,12.07,140,11.57,154,12.73,153,12.64,133,10.99,9,0.74,7,0.58,07013
7,14,2110,26,1.23,33,1.56,30,1.42,27,1.28,24,1.14,27,1.28,22,1.04,25,1.18,230,10.9,237,11.23,225,10.66,240,11.37,236,11.18,243,11.52,239,11.33,223,10.57,9,0.43,14,0.66,07014
7,15,996,10,1.0,17,1.71,13,1.31,13,1.31,13,1.31,13,1.31,9,0.9,9,0.9,107,10.74,110,11.04,108,10.84,109,10.94,113,11.35,124,12.45,116,11.65,102,10.24,6,0.6,4,0.4,07015
7,16,1345,6,0.45,14,1.04,10,0.74,6,0.45,5,0.37,6,0.45,8,0.59,9,0.67,145,10.78,166,12.34,151,11.23,163,12.12,160,11.9,172,12.79,158,11.75,150,11.15,11,0.82,5,0.37,07016
7,17,1190,9,0.76,13,1.09,12,1.01,7,0.59,12,1.01,9,0.76,8,0.67,8,0.67,127,10.67,135,11.34,132,11.09,138,11.6,145,12.18,151,12.69,143,12.02,129,10.84,7,0.59,5,0.42,07017
7,18,1145,23,2.01,30,2.62,23,2.01,23,2.01,26,2.27,28,2.45,23,2.01,25,2.18,116,10.13,124,10.83,107,9.34,115,10.04,123,10.74,130,11.35,119,10.39,105,9.17,0,0.0,5,0.44,07018
7,19,2726,17,0.62,26,0.95,26,0.95,16,0.59,22,0.81,17,0.62,15,0.55,18,0.66,298,10.93,319,11.7,298,10.93,318,11.67,317,11.63,357,13.1,330,12.11,295,10.82,19,0.7,18,0.66,07019
7,20,789,5,0.63,6,0.76,12,1.52,5,0.63,8,1.01,9,1.14,4,0.51,9,1.14,88,11.15,90,11.41,91,11.53,87,11.03,94,11.91,103,13.05,89,11.28,81,10.27,6,0.76,2,0.25,07020
7,21,1788,25,1.4,27,1.51,26,1.45,24,1.34,29,1.62,26,1.45,20,1.12,21,1.17,185,10.35,200,11.19,182,10.18,202,11.3,196,10.96,220,12.3,202,11.3,184,10.29,8,0.45,11,0.62,07021
7,22,1357,16,1.18,21,1.55,14,1.03,16,1.18,20,1.47,13,0.96,11,0.81,16,1.18,152,11.2,158,11.64,140,10.32,149,10.98,154,11.35,164,12.09,155,11.42,140,10.32,8,0.59,10,0.74,07022
7,23,1249,12,0.96,18,1.44,13,1.04,11,0.88,20,1.6,14,1.12,14,1.12,13,1.04,143,11.45,137,10.97,130,10.41,136,10.89,141,11.29,153,12.25,150,12.01,128,10.25,6,0.48,10,0.8,07023
7,24,1820,14,0.77,21,1.15,16,0.88,12,0.66,16,0.88,17,0.93,12,0.66,13,0.71,195,10.71,218,11.98,192,10.55,211,11.59,218,11.98,228,12.53,222,12.2,196,10.77,12,0.66,7,0.38,07024
7,25,2308,14,0.61,21,0.91,17,0.74,20,0.87,24,1.04,16,0.69,11,0.48,15,0.65,255,11.05,279,12.09,250,10.83,275,11.92,269,11.66,270,11.7,282,12.22,250,10.83,23,1.0,17,0.74,07025
7,26,2227,13,0.58,21,0.94,17,0.76,14,0.63,15,0.67,22,0.99,12,0.54,15,0.67,248,11.14,269,12.08,241,10.82,260,11.67,265,11.9,280,12.57,270,12.12,240,10.78,10,0.45,15,0.67,07026
7,27,2647,9,0.34,19,0.72,14,0.53,11,0.42,14,0.53,8,0.3,9,0.34,9,0.34,305,11.52,314,11.86,311,11.75,313,11.82,314,11.86,343,12.96,321,12.13,310,11.71,11,0.42,12,0.45,07027
7,28,1755,17,0.97,24,1.37,18,1.03,16,0.91,21,1.2,17,0.97,18,1.03,16,0.91,190,10.83,202,11.51,191,10.88,201,11.45,201,11.45,223,12.71,207,11.79,180,10.26,10,0.57,3,0.17,07028
7,29,1159,6,0.52,14,1.21,10,0.86,10,0.86,10,0.86,9,0.78,6,0.52,7,0.6,124,10.7,137,11.82,129,11.13,134,11.56,141,12.17,138,11.91,142,12.25,128,11.04,8,0.69,6,0.52,07029
7,30,2223,17,0.76,21,0.94,18,0.81,12,0.54,17,0.76,15,0.67,15,0.67,14,0.63,234,10.53,260,11.7,253,11.38,261,11.74,263,11.83,276,12.42,264,11.88,254,11.43,18,0.81,11,0.49,07030
7,31,1853,15,0.81,25,1.35,20,1.08,15,0.81,20,1.08,13,0.7,12,0.65,14,0.76,193,10.42,213,11.49,205,11.06,214,11.55,213,11.49,226,12.2,221,11.93,207,11.17,17,0.92,10,0.54,07031
7,32,1380,39,2.83,44,3.19,43,3.12,46,3.33,46,3.33,52,3.77,44,3.19,44,3.19,119,8.62,121,8.77,112,8.12,126,9.13,121,8.77,150,10.87,128,9.28,121,8.77,10,0.72,14,1.01,07032
7,33,1482,15,1.01,18,1.21,14,0.94,11,0.74,18,1.21,8,0.54,13,0.88,17,1.15,172,11.61,171,11.54,163,11.0,168,11.34,174,11.74,180,12.15,178,12.01,156,10.53,3,0.2,3,0.2,07033
7,34,1686,14,0.83,12,0.71,13,0.77,12,0.71,18,1.07,12,0.71,11,0.65,11,0.65,177,10.5,195,11.57,189,11.21,195,11.57,198,11.74,218,12.93,201,11.92,187,11.09,15,0.89,8,0.47,07034
7,35,1004,15,1.49,14,1.39,20,1.99,17,1.69,17,1.69,14,1.39,16,1.59,14,1.39,95,9.46,110,10.96,100,9.96,107,10.66,108,10.76,123,12.25,112,11.16,103,10.26,8,0.8,11,1.1,07035
7,36,2120,21,0.99,20,0.94,22,1.04,16,0.75,14,0.66,14,0.66,16,0.75,19,0.9,226,10.66,249,11.75,227,10.71,246,11.6,249,11.75,254,11.98,255,12.03,228,10.75,24,1.13,20,0.94,07036
7,37,989,11,1.11,13,1.31,12,1.21,6,0.61,12,1.21,7,0.71,7,0.71,9,0.91,99,10.01,114,11.53,107,10.82,115,11.63,112,11.32,119,12.03,118,11.93,109,11.02,12,1.21,7,0.71,07037
7,38,1297,11,0.85,15,1.16,12,0.93,9,0.69,11,0.85,13,1.0,8,0.62,12,0.93,136,10.49,153,11.8,138,10.64,149,11.49,145,11.18,165,12.72,153,11.8,144,11.1,13,1.0,10,0.77,07038
7,39,1414,9,0.64,11,0.78,6,0.42,8,0.57,10,0.71,8,0.57,6,0.42,7,0.5,154,10.89,171,12.09,156,11.03,164,11.6,170,12.02,192,13.58,172,12.16,156,11.03,10,0.71,4,0.28,07039
7,40,1962,26,1.33,30,1.53,25,1.27,25,1.27,31,1.58,29,1.48,21,1.07,32,1.63,214,10.91,219,11.16,207,10.55,217,11.06,218,11.11,233,11.88,219,11.16,202,10.3,7,0.36,7,0.36,07040
7,41,1636,13,0.79,22,1.34,23,1.41,14,0.86,25,1.53,21,1.28,17,1.04,18,1.1,168,10.27,189,11.55,180,11.0,176,10.76,182,11.12,197,12.04,192,11.74,173,10.57,19,1.16,7,0.43,07041
7,42,2582,20,0.77,27,1.05,28,1.08,20,0.77,38,1.47,25,0.97,16,0.62,22,0.85,279,10.81,288,11.15,274,10.61,293,11.35,302,11.7,332,12.86,308,11.93,278,10.77,14,0.54,18,0.7,07042
7,43,2000,19,0.95,17,0.85,20,1.0,13,0.65,21,1.05,17,0.85,12,0.6,17,0.85,215,10.75,232,11.6,219,10.95,233,11.65,237,11.85,244,12.2,240,12.0,221,11.05,16,0.8,7,0.35,07043
7,44,2479,23,0.93,34,1.37,24,0.97,25,1.01,29,1.17,26,1.05,19,0.77,23,0.93,273,11.01,280,11.29,267,10.77,284,11.46,290,11.7,297,11.98,297,11.98,268,10.81,9,0.36,11,0.44,07044
7,45,2666,19,0.71,32,1.2,21,0.79,19,0.71,22,0.83,20,0.75,15,0.56,18,0.68,295,11.07,309,11.59,298,11.18,314,11.78,315,11.82,331,12.42,316,11.85,297,11.14,17,0.64,8,0.3,07045
7,46,702,17,2.42,14,1.99,17,2.42,10,1.42,14,1.99,12,1.71,10,1.42,10,1.42,68,9.69,68,9.69,70,9.97,69,9.83,74,10.54,90,12.82,80,11.4,70,9.97,4,0.57,5,0.71,07046
7,47,1578,15,0.95,16,1.01,13,0.82,6,0.38,15,0.95,6,0.38,11,0.7,13,0.82,178,11.28,189,11.98,171,10.84,185,11.72,191,12.1,195,12.36,192,12.17,166,10.52,8,0.51,8,0.51,07047
7,48,757,1,0.13,9,1.19,4,0.53,1,0.13,3,0.4,3,0.4,1,0.13,1,0.13,81,10.7,89,11.76,87,11.49,92,12.15,92,12.15,99,13.08,94,12.42,87,11.49,7,0.92,6,0.79,07048
7,49,1065,6,0.56,7,0.66,5,0.47,3,0.28,6,0.56,6,0.56,3,0.28,4,0.38,125,11.74,133,12.49,120,11.27,127,11.92,131,12.3,127,11.92,137,12.86,119,11.17,3,0.28,3,0.28,07049
7,50,1244,3,0.24,6,0.48,3,0.24,3,0.24,5,0.4,3,0.24,3,0.24,5,0.4,145,11.66,153,12.3,144,11.58,154,12.38,150,12.06,159,12.78,151,12.14,142,11.41,8,0.64,7,0.56,07050
7,51,1603,11,0.69,9,0.56,11,0.69,12,0.75,11,0.69,11,0.69,7,0.44,6,0.37,181,11.29,189,11.79,187,11.67,186,11.6,193,12.04,190,11.85,200,12.48,185,11.54,7,0.44,7,0.44,07051
7,52,1401,8,0.57,17,1.21,18,1.28,9,0.64,9,0.64,13,0.93,9,0.64,7,0.5,155,11.06,171,12.21,151,10.78,163,11.63,167,11.92,170,12.13,168,11.99,153,10.92,7,0.5,6,0.43,07052
7,53,1531,20,1.31,15,0.98,11,0.72,15,0.98,11,0.72,11,0.72,8,0.52,9,0.59,152,9.93,186,12.15,164,10.71,183,11.95,180,11.76,180,11.76,190,12.41,157,10.25,26,1.7,13,0.85,07053
7,54,766,21,2.74,24,3.13,23,3.0,19,2.48,20,2.61,25,3.26,19,2.48,20,2.61,73,9.53,75,9.79,69,9.01,71,9.27,74,9.66,78,10.18,70,9.14,73,9.53,7,0.91,5,0.65,07054
7,55,1571,10,0.64,16,1.02,13,0.83,7,0.45,15,0.95,15,0.95,8,0.51,13,0.83,169,10.76,181,11.52,178,11.33,183,11.65,186,11.84,191,12.16,189,12.03,177,11.27,12,0.76,8,0.51,07055
7,56,1619,15,0.93,14,0.86,12,0.74,14,0.86,20,1.24,20,1.24,11,0.68,16,0.99,164,10.13,191,11.8,175,10.81,181,11.18,193,11.92,200,12.35,194,11.98,171,10.56,17,1.05,11,0.68,07056
7,57,1495,8,0.54,8,0.54,11,0.74,6,0.4,13,0.87,9,0.6,8,0.54,9,0.6,168,11.24,180,12.04,170,11.37,180,12.04,178,11.91,190,12.71,178,11.91,163,10.9,7,0.47,9,0.6,07057
7,58,2352,24,1.02,32,1.36,26,1.11,22,0.94,25,1.06,21,0.89,17,0.72,27,1.15,248,10.54,267,11.35,259,11.01,267,11.35,272,11.56,280,11.9,278,11.82,252,10.71,23,0.98,12,0.51,07058
7,59,1015,6,0.59,13,1.28,8,0.79,7,0.69,11,1.08,10,0.99,6,0.59,6,0.59,110,10.84,118,11.63,112,11.03,113,11.13,120,11.82,129,12.71,119,11.72,108,10.64,11,1.08,8,0.79,07059
7,60,1118,6,0.54,6,0.54,3,0.27,7,0.63,8,0.72,3,0.27,7,0.63,7,0.63,120,10.73,141,12.61,130,11.63,133,11.9,133,11.9,137,12.25,132,11.81,125,11.18,11,0.98,9,0.81,07060
7,61,1715,10,0.58,12,0.7,9,0.52,6,0.35,10,0.58,9,0.52,4,0.23,7,0.41,189,11.02,210,12.24,192,11.2,206,12.01,210,12.24,216,12.59,205,11.95,195,11.37,8,0.47,17,0.99,07061
7,62,1634,10,0.61,17,1.04,15,0.92,12,0.73,13,0.8,11,0.67,12,0.73,16,0.98,177,10.83,196,12.0,171,10.47,192,11.75,194,11.87,199,12.18,201,12.3,178,10.89,11,0.67,9,0.55,07062
7,63,1569,32,2.04,39,2.49,28,1.78,25,1.59,30,1.91,16,1.02,18,1.15,23,1.47,151,9.62,178,11.34,159,10.13,169,10.77,165,10.52,176,11.22,178,11.34,160,10.2,12,0.76,10,0.64,07063
7,64,1639,15,0.92,23,1.4,17,1.04,18,1.1,22,1.34,16,0.98,16,0.98,17,1.04,182,11.1,187,11.41,177,10.8,188,11.47,186,11.35,195,11.9,194,11.84,174,10.62,4,0.24,8,0.49,07064
7,65,1805,19,1.05,21,1.16,21,1.16,20,1.11,25,1.39,19,1.05,18,1.0,22,1.22,190,10.53,202,11.19,196,10.86,201,11.14,200,11.08,233,12.91,209,11.58,189,10.47,10,0.55,10,0.55,07065
8,3,1916,17,0.89,21,1.1,16,0.84,14,0.73,15,0.78,12,0.63,12,0.63,13,0.68,209,10.91,222,11.59,216,11.27,224,11.69,224,11.69,231,12.06,234,12.21,215,11.22,10,0.52,11,0.57,08003
8,4,2013,14,0.7,15,0.75,16,0.79,13,0.65,15,0.75,9,0.45,7,0.35,11,0.55,218,10.83,239,11.87,233,11.57,236,11.72,241,11.97,246,12.22,244,12.12,228,11.33,12,0.6,16,0.79,08004
8,5,2495,25,1.0,32,1.28,26,1.04,20,0.8,27,1.08,18,0.72,19,0.76,18,0.72,267,10.7,290,11.62,281,11.26,285,11.42,297,11.9,300,12.02,288,11.54,278,11.14,13,0.52,11,0.44,08005
8,7,1755,17,0.97,20,1.14,21,1.2,15,0.85,15,0.85,19,1.08,14,0.8,13,0.74,186,10.6,199,11.34,198,11.28,201,11.45,200,11.4,213,12.14,211,12.02,196,11.17,8,0.46,9,0.51,08007
8,8,2252,15,0.67,9,0.4,10,0.44,5,0.22,12,0.53,5,0.22,5,0.22,6,0.27,263,11.68,270,11.99,264,11.72,266,11.81,274,12.17,289,12.83,281,12.48,262,11.63,9,0.4,7,0.31,08008
8,9,2686,17,0.63,21,0.78,21,0.78,16,0.6,24,0.89,18,0.67,13,0.48,15,0.56,306,11.39,314,11.69,315,11.73,318,11.84,313,11.65,320,11.91,315,11.73,312,11.62,15,0.56,13,0.48,08009
8,15,1578,18,1.14,23,1.46,23,1.46,17,1.08,21,1.33,20,1.27,13,0.82,16,1.01,168,10.65,178,11.28,170,10.77,176,11.15,177,11.22,193,12.23,181,11.47,170,10.77,4,0.25,10,0.63,08015
8,17,1926,12,0.62,18,0.93,16,0.83,12,0.62,14,0.73,12,0.62,12,0.62,12,0.62,215,11.16,229,11.89,223,11.58,226,11.73,227,11.79,233,12.1,229,11.89,220,11.42,7,0.36,9,0.47,08017
