ward,precinct,total,Jackie Marie Portman,Jackie Marie Portman Percent,Furmin D. Sessoms,Furmin D. Sessoms Percent,Nkrumah Lumumba Hopkins,Nkrumah Lumumba Hopkins Percent,precinct_id
4,45,381,143,37.53,167,43.83,71,18.64,04045
4,46,183,78,42.62,64,34.97,41,22.4,04046
4,47,341,127,37.24,127,37.24,87,25.51,04047
4,48,274,104,37.96,106,38.69,64,23.36,04048
4,49,156,79,50.64,52,33.33,25,16.03,04049
4,50,220,97,44.09,70,31.82,53,24.09,04050
4,51,257,141,54.86,48,18.68,68,26.46,04051
4,52,288,192,66.67,44,15.28,52,18.06,04052
5,1,239,111,46.44,61,25.52,67,28.03,05001
5,2,200,101,50.5,64,32.0,35,17.5,05002
5,3,119,45,37.82,48,40.34,26,21.85,05003
5,4,149,90,60.4,26,17.45,33,22.15,05004
5,5,225,119,52.89,61,27.11,45,20.0,05005
5,6,282,162,57.45,56,19.86,64,22.7,05006
5,7,254,124,48.82,76,29.92,54,21.26,05007
5,8,257,64,24.9,162,63.04,31,12.06,05008
5,9,235,122,51.91,49,20.85,64,27.23,05009
5,10,220,125,56.82,36,16.36,59,26.82,05010
5,11,195,81,41.54,76,38.97,38,19.49,05011
5,13,198,110,55.56,36,18.18,52,26.26,05013
5,14,273,109,39.93,115,42.12,49,17.95,05014
5,15,159,72,45.28,47,29.56,40,25.16,05015
5,16,177,106,59.89,27,15.25,44,24.86,05016
5,17,260,165,63.46,51,19.62,44,16.92,05017
5,18,251,113,45.02,76,30.28,62,24.7,05018
5,19,136,69,50.74,37,27.21,30,22.06,05019
5,20,119,43,36.13,48,40.34,28,23.53,05020
5,21,253,136,53.75,51,20.16,66,26.09,05021
5,22,193,111,57.51,36,18.65,46,23.83,05022
5,23,168,101,60.12,34,20.24,33,19.64,05023
5,24,171,80,46.78,62,36.26,29,16.96,05024
5,25,240,134,55.83,64,26.67,42,17.5,05025
5,26,263,156,59.32,55,20.91,52,19.77,05026
5,27,197,66,33.5,94,47.72,37,18.78,05027
5,28,256,82,32.03,133,51.95,41,16.02,05028
5,29,230,107,46.52,55,23.91,68,29.57,05029
5,30,165,37,22.42,113,68.48,15,9.09,05030
5,31,214,128,59.81,38,17.76,48,22.43,05031
5,32,307,142,46.25,83,27.04,82,26.71,05032
5,33,157,88,56.05,30,19.11,39,24.84,05033
5,34,262,145,55.34,44,16.79,73,27.86,05034
5,35,162,60,37.04,56,34.57,46,28.4,05035
5,36,133,90,67.67,18,13.53,25,18.8,05036
5,37,168,77,45.83,47,27.98,44,26.19,05037
5,38,196,67,34.18,107,54.59,22,11.22,05038
5,39,225,69,30.67,128,56.89,28,12.44,05039
5,40,233,135,57.94,34,14.59,64,27.47,05040
5,41,155,39,25.16,96,61.94,20,12.9,05041
5,42,227,139,61.23,48,21.15,40,17.62,05042
5,43,255,81,31.76,129,50.59,45,17.65,05043
5,44,262,151,57.63,34,12.98,77,29.39,05044
5,45,139,75,53.96,38,27.34,26,18.71,05045
5,46,190,75,39.47,70,36.84,45,23.68,05046
5,47,204,121,59.31,32,15.69,51,25.0,05047
5,48,130,55,42.31,40,30.77,35,26.92,05048
5,49,48,29,60.42,10,20.83,9,18.75,05049
5,50,78,39,50.0,22,28.21,17,21.79,05050
5,51,173,115,66.47,24,13.87,34,19.65,05051
5,52,27,15,55.56,7,25.93,5,18.52,05052
5,53,229,97,42.36,78,34.06,54,23.58,05053
5,54,324,139,42.9,100,30.86,85,26.23,05054
5,55,206,116,56.31,28,13.59,62,30.1,05055
6,7,260,146,56.15,74,28.46,40,15.38,06007
6,15,151,73,48.34,44,29.14,34,22.52,06015
6,18,150,83,55.33,41,27.33,26,17.33,06018
6,20,230,120,52.17,63,27.39,47,20.43,06020
6,30,224,100,44.64,86,38.39,38,16.96,06030
6,32,265,153,57.74,76,28.68,36,13.58,06032
6,33,296,151,51.01,74,25.0,71,23.99,06033
6,39,184,87,47.28,64,34.78,33,17.93,06039
6,48,237,105,44.3,91,38.4,41,17.3,06048
6,61,159,88,55.35,34,21.38,37,23.27,06061
6,62,211,92,43.6,74,35.07,45,21.33,06062
7,9,212,91,42.92,62,29.25,59,27.83,07009
7,11,223,104,46.64,72,32.29,47,21.08,07011
7,35,119,55,46.22,40,33.61,24,20.17,07035
7,40,247,126,51.01,64,25.91,57,23.08,07040
7,44,303,136,44.88,89,29.37,78,25.74,07044
7,45,301,144,47.84,96,31.89,61,20.27,07045
7,50,138,56,40.58,47,34.06,35,25.36,07050
7,64,193,82,42.49,77,39.9,34,17.62,07064
8,57,223,114,51.12,55,24.66,54,24.22,08057
8,69,8,2,25.0,4,50.0,2,25.0,08069
8,70,297,176,59.26,49,16.5,72,24.24,08070
11,12,138,100,72.46,22,15.94,16,11.59,11012
11,13,111,79,71.17,17,15.32,15,13.51,11013
11,15,126,96,76.19,14,11.11,16,12.7,11015
11,27,85,64,75.29,14,16.47,7,8.24,11027
11,28,127,96,75.59,17,13.39,14,11.02,11028
11,31,81,66,81.48,11,13.58,4,4.94,11031
11,32,104,83,79.81,15,14.42,6,5.77,11032
11,34,80,57,71.25,20,25.0,3,3.75,11034
11,39,203,136,67.0,44,21.67,23,11.33,11039
11,42,85,61,71.76,10,11.76,14,16.47,11042
11,43,184,135,73.37,30,16.3,19,10.33,11043
11,45,75,57,76.0,12,16.0,6,8.0,11045
11,46,104,90,86.54,10,9.62,4,3.85,11046
11,47,137,91,66.42,26,18.98,20,14.6,11047
11,48,55,46,83.64,3,5.45,6,10.91,11048
11,49,113,81,71.68,16,14.16,16,14.16,11049
15,2,135,81,60.0,23,17.04,31,22.96,15002
15,3,149,96,64.43,23,15.44,30,20.13,15003
15,4,131,88,67.18,16,12.21,27,20.61,15004
15,5,137,83,60.58,26,18.98,28,20.44,15005
15,7,135,97,71.85,23,17.04,15,11.11,15007
15,12,97,66,68.04,8,8.25,23,23.71,15012
15,17,166,109,65.66,23,13.86,34,20.48,15017
15,18,96,62,64.58,14,14.58,20,20.83,15018
15,19,128,90,70.31,20,15.63,18,14.06,15019
15,20,121,73,60.33,24,19.83,24,19.83,15020
15,21,155,112,72.26,19,12.26,24,15.48,15021
15,23,131,82,62.6,20,15.27,29,22.14,15023
15,26,154,91,59.09,29,18.83,34,22.08,15026
15,31,128,81,63.28,17,13.28,30,23.44,15031
15,33,99,59,59.6,14,14.14,26,26.26,15033
15,34,96,51,53.13,21,21.88,24,25.0,15034
15,35,139,87,62.59,27,19.42,25,17.99,15035
15,36,131,88,67.18,21,16.03,22,16.79,15036
15,37,116,79,68.1,19,16.38,18,15.52,15037
15,39,169,115,68.05,30,17.75,24,14.2,15039
15,40,136,91,66.91,25,18.38,20,14.71,15040
15,42,101,73,72.28,18,17.82,10,9.9,15042
15,43,114,73,64.04,20,17.54,21,18.42,15043
15,46,108,68,62.96,17,15.74,23,21.3,15046
15,47,161,113,70.19,23,14.29,25,15.53,15047
15,51,41,23,56.1,6,14.63,12,29.27,15051
15,52,73,42,57.53,10,13.7,21,28.77,15052
16,3,110,65,59.09,17,15.45,28,25.45,16003
16,5,148,93,62.84,29,19.59,26,17.57,16005
16,6,74,46,62.16,11,14.86,17,22.97,16006
16,8,152,86,56.58,29,19.08,37,24.34,16008
16,9,193,126,65.28,31,16.06,36,18.65,16009
16,10,244,170,69.67,32,13.11,42,17.21,16010
16,12,108,78,72.22,14,12.96,16,14.81,16012
16,14,159,111,69.81,24,15.09,24,15.09,16014
16,15,193,113,58.55,45,23.32,35,18.13,16015
16,16,142,96,67.61,20,14.08,26,18.31,16016
16,18,163,112,68.71,27,16.56,24,14.72,16018
16,19,196,124,63.27,39,19.9,33,16.84,16019
16,20,136,90,66.18,19,13.97,27,19.85,16020
16,22,119,75,63.03,14,11.76,30,25.21,16022
16,24,48,25,52.08,9,18.75,14,29.17,16024
16,25,109,69,63.3,18,16.51,22,20.18,16025
16,26,136,87,63.97,23,16.91,26,19.12,16026
16,27,165,109,66.06,28,16.97,28,16.97,16027
16,28,162,106,65.43,19,11.73,37,22.84,16028
16,29,131,82,62.6,21,16.03,28,21.37,16029
16,30,148,98,66.22,23,15.54,27,18.24,16030
16,31,144,111,77.08,15,10.42,18,12.5,16031
16,33,118,84,71.19,12,10.17,22,18.64,16033
16,34,125,77,61.6,26,20.8,22,17.6,16034
16,36,140,83,59.29,30,21.43,27,19.29,16036
16,37,105,65,61.9,15,14.29,25,23.81,16037
16,38,94,61,64.89,20,21.28,13,13.83,16038
16,40,182,115,63.19,32,17.58,35,19.23,16040
16,41,83,50,60.24,13,15.66,20,24.1,16041
16,43,181,117,64.64,37,20.44,27,14.92,16043
16,44,3,1,33.33,0,0.0,2,66.67,16044
17,1,101,66,65.35,13,12.87,22,21.78,17001
17,6,132,84,63.64,17,12.88,31,23.48,17006
17,8,141,97,68.79,19,13.48,25,17.73,17008
17,13,119,75,63.03,24,20.17,20,16.81,17013
17,14,181,135,74.59,19,10.5,27,14.92,17014
17,16,132,91,68.94,17,12.88,24,18.18,17016
17,17,136,81,59.56,24,17.65,31,22.79,17017
17,19,69,51,73.91,7,10.14,11,15.94,17019
17,34,126,78,61.9,18,14.29,30,23.81,17034
17,36,94,64,68.09,10,10.64,20,21.28,17036
17,39,136,77,56.62,45,33.09,14,10.29,17039
17,41,136,93,68.38,16,11.76,27,19.85,17041
17,42,140,93,66.43,23,16.43,24,17.14,17042
17,43,134,87,64.93,17,12.69,30,22.39,17043
17,45,126,77,61.11,22,17.46,27,21.43,17045
17,46,204,162,79.41,19,9.31,23,11.27,17046
17,49,89,58,65.17,14,15.73,17,19.1,17049
17,58,128,72,56.25,35,27.34,21,16.41,17058
20,1,186,111,59.68,28,15.05,47,25.27,20001
20,2,168,94,55.95,33,19.64,41,24.4,20002
20,3,150,79,52.67,28,18.67,43,28.67,20003
20,5,112,67,59.82,17,15.18,28,25.0,20005
20,6,217,139,64.06,30,13.82,48,22.12,20006
20,7,60,39,65.0,13,21.67,8,13.33,20007
20,9,210,112,53.33,42,20.0,56,26.67,20009
20,10,151,96,63.58,28,18.54,27,17.88,20010
20,11,148,98,66.22,22,14.86,28,18.92,20011
20,12,89,46,51.69,22,24.72,21,23.6,20012
20,13,118,73,61.86,18,15.25,27,22.88,20013
20,14,261,165,63.22,45,17.24,51,19.54,20014
20,16,258,146,56.59,48,18.6,64,24.81,20016
20,17,133,81,60.9,27,20.3,25,18.8,20017
20,18,141,80,56.74,29,20.57,32,22.7,20018
20,19,133,99,74.44,7,5.26,27,20.3,20019
20,20,113,71,62.83,21,18.58,21,18.58,20020
20,22,233,130,55.79,42,18.03,61,26.18,20022
20,23,182,113,62.09,30,16.48,39,21.43,20023
20,24,199,114,57.29,40,20.1,45,22.61,20024
20,25,140,101,72.14,19,13.57,20,14.29,20025
20,26,180,100,55.56,30,16.67,50,27.78,20026
20,27,102,55,53.92,23,22.55,24,23.53,20027
20,28,183,114,62.3,30,16.39,39,21.31,20028
20,29,209,129,61.72,38,18.18,42,20.1,20029
20,30,179,129,72.07,26,14.53,24,13.41,20030
20,31,172,104,60.47,35,20.35,33,19.19,20031
20,32,159,95,59.75,33,20.75,31,19.5,20032
20,33,179,107,59.78,33,18.44,39,21.79,20033
20,34,246,128,52.03,60,24.39,58,23.58,20034
20,35,82,62,75.61,11,13.41,9,10.98,20035
20,36,143,93,65.03,22,15.38,28,19.58,20036
20,37,173,111,64.16,28,16.18,34,19.65,20037
20,38,25,18,72.0,1,4.0,6,24.0,20038
20,39,143,82,57.34,30,20.98,31,21.68,20039
20,40,134,92,68.66,21,15.67,21,15.67,20040
20,41,2,1,50.0,0,0.0,1,50.0,20041
20,42,152,91,59.87,26,17.11,35,23.03,20042
20,43,32,23,71.88,7,21.88,2,6.25,20043
20,44,181,123,67.96,26,14.36,32,17.68,20044
20,45,121,80,66.12,24,19.83,17,14.05,20045
20,46,149,83,55.7,28,18.79,38,25.5,20046
20,47,142,89,62.68,28,19.72,25,17.61,20047
20,48,71,46,64.79,13,18.31,12,16.9,20048
20,49,136,87,63.97,21,15.44,28,20.59,20049
20,50,104,59,56.73,27,25.96,18,17.31,20050
