ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Kathleen Therese Meany,Kathleen Therese Meany Percent,Frank Avila,Frank Avila Percent,Dean T. Maragos,Dean T. Maragos Percent,Cynthia M. Santos,Cynthia M. Santos Percent,Diane Jones,Diane Jones Percent,Matthew Podgorski,Matthew Podgorski Percent,precinct_id
18,53,513,41,7.99,75,14.62,76,14.81,33,6.43,71,13.84,123,23.98,10,1.95,18053
18,54,659,47,7.13,97,14.72,105,15.93,41,6.22,91,13.81,156,23.67,16,2.43,18054
18,55,566,93,16.43,96,16.96,113,19.96,41,7.24,92,16.25,40,7.07,60,10.6,18055
18,56,486,41,8.44,55,11.32,102,20.99,36,7.41,93,19.14,88,18.11,22,4.53,18056
18,57,540,37,6.85,67,12.41,133,24.63,52,9.63,108,20.0,75,13.89,23,4.26,18057
18,58,599,50,8.35,89,14.86,81,13.52,32,5.34,82,13.69,158,26.38,20,3.34,18058
18,59,453,34,7.51,57,12.58,67,14.79,34,7.51,60,13.25,123,27.15,8,1.77,18059
18,60,730,68,9.32,95,13.01,125,17.12,59,8.08,88,12.05,170,23.29,12,1.64,18060
18,61,705,56,7.94,114,16.17,106,15.04,54,7.66,92,13.05,174,24.68,10,1.42,18061
18,62,456,47,10.31,52,11.4,104,22.81,35,7.68,83,18.2,67,14.69,32,7.02,18062
19,1,745,104,13.96,243,32.62,93,12.48,110,14.77,86,11.54,28,3.76,52,6.98,19001
19,2,731,71,9.71,185,25.31,73,9.99,93,12.72,98,13.41,114,15.6,36,4.92,19002
19,3,456,52,11.4,146,32.02,40,8.77,62,13.6,60,13.16,14,3.07,67,14.69,19003
19,4,652,39,5.98,210,32.21,45,6.9,167,25.61,112,17.18,19,2.91,40,6.13,19004
19,5,832,110,13.22,182,21.88,97,11.66,88,10.58,117,14.06,127,15.26,32,3.85,19005
19,6,505,76,15.05,141,27.92,62,12.28,60,11.88,71,14.06,23,4.55,57,11.29,19006
19,7,720,90,12.5,220,30.56,95,13.19,94,13.06,79,10.97,41,5.69,64,8.89,19007
19,8,498,56,11.24,136,27.31,76,15.26,55,11.04,82,16.47,18,3.61,64,12.85,19008
19,9,474,63,13.29,126,26.58,75,15.82,56,11.81,69,14.56,19,4.01,56,11.81,19009
19,10,1027,172,16.75,236,22.98,131,12.76,114,11.1,122,11.88,112,10.91,50,4.87,19010
19,11,752,86,11.44,244,32.45,81,10.77,113,15.03,95,12.63,24,3.19,84,11.17,19011
19,12,638,58,9.09,197,30.88,76,11.91,112,17.55,87,13.64,18,2.82,74,11.6,19012
19,13,637,76,11.93,118,18.52,64,10.05,60,9.42,91,14.29,141,22.14,13,2.04,19013
19,14,390,43,11.03,115,29.49,49,12.56,55,14.1,58,14.87,17,4.36,43,11.03,19014
19,15,579,76,13.13,155,26.77,70,12.09,60,10.36,94,16.23,35,6.04,61,10.54,19015
19,16,785,69,8.79,258,32.87,84,10.7,151,19.24,93,11.85,28,3.57,79,10.06,19016
19,17,728,71,9.75,240,32.97,88,12.09,120,16.48,91,12.5,27,3.71,68,9.34,19017
19,18,865,147,16.99,244,28.21,105,12.14,120,13.87,79,9.13,67,7.75,48,5.55,19018
19,19,805,132,16.4,206,25.59,98,12.17,113,14.04,104,12.92,59,7.33,42,5.22,19019
19,20,761,114,14.98,149,19.58,97,12.75,69,9.07,120,15.77,120,15.77,32,4.2,19020
19,21,480,67,13.96,115,23.96,75,15.63,53,11.04,76,15.83,26,5.42,52,10.83,19021
19,22,872,122,13.99,230,26.38,100,11.47,113,12.96,104,11.93,92,10.55,60,6.88,19022
19,23,845,123,14.56,254,30.06,100,11.83,120,14.2,104,12.31,34,4.02,84,9.94,19023
19,24,589,71,12.05,179,30.39,79,13.41,98,16.64,66,11.21,21,3.57,57,9.68,19024
19,25,859,138,16.07,212,24.68,110,12.81,128,14.9,108,12.57,56,6.52,59,6.87,19025
19,26,818,149,18.22,212,25.92,102,12.47,93,11.37,96,11.74,45,5.5,65,7.95,19026
19,27,537,81,15.08,88,16.39,69,12.85,34,6.33,98,18.25,99,18.44,22,4.1,19027
19,28,905,145,16.02,118,13.04,89,9.83,43,4.75,171,18.9,222,24.53,18,1.99,19028
19,29,524,57,10.88,131,25.0,74,14.12,70,13.36,76,14.5,36,6.87,68,12.98,19029
19,30,611,71,11.62,175,28.64,66,10.8,102,16.69,88,14.4,27,4.42,63,10.31,19030
19,31,687,126,18.34,174,25.33,73,10.63,91,13.25,87,12.66,47,6.84,56,8.15,19031
19,32,732,95,12.98,219,29.92,84,11.48,119,16.26,84,11.48,23,3.14,86,11.75,19032
19,33,651,77,11.83,192,29.49,79,12.14,90,13.82,87,13.36,20,3.07,86,13.21,19033
19,34,766,128,16.71,228,29.77,89,11.62,92,12.01,90,11.75,49,6.4,57,7.44,19034
19,35,761,115,15.11,212,27.86,92,12.09,104,13.67,102,13.4,58,7.62,34,4.47,19035
19,36,952,166,17.44,151,15.86,120,12.61,49,5.15,159,16.7,195,20.48,32,3.36,19036
19,37,797,107,13.43,178,22.33,73,9.16,95,11.92,123,15.43,117,14.68,46,5.77,19037
19,38,772,123,15.93,131,16.97,96,12.44,51,6.61,129,16.71,147,19.04,32,4.15,19038
19,39,394,30,7.61,81,20.56,45,11.42,35,8.88,65,16.5,87,22.08,8,2.03,19039
19,40,872,132,15.14,197,22.59,124,14.22,92,10.55,129,14.79,89,10.21,52,5.96,19040
19,41,452,64,14.16,120,26.55,51,11.28,58,12.83,71,15.71,21,4.65,54,11.95,19041
19,42,840,123,14.64,145,17.26,105,12.5,53,6.31,143,17.02,149,17.74,36,4.29,19042
19,43,893,132,14.78,114,12.77,87,9.74,37,4.14,162,18.14,241,26.99,13,1.46,19043
19,44,590,74,12.54,167,28.31,72,12.2,68,11.53,84,14.24,37,6.27,68,11.53,19044
19,45,768,106,13.8,232,30.21,105,13.67,108,14.06,97,12.63,33,4.3,63,8.2,19045
19,46,873,118,13.52,295,33.79,99,11.34,162,18.56,88,10.08,23,2.63,66,7.56,19046
19,47,573,72,12.57,114,19.9,54,9.42,68,11.87,89,15.53,98,17.1,32,5.58,19047
19,48,713,110,15.43,86,12.06,60,8.42,36,5.05,129,18.09,196,27.49,13,1.82,19048
19,49,952,109,11.45,151,15.86,103,10.82,107,11.24,123,12.92,201,21.11,38,3.99,19049
19,50,829,129,15.56,108,13.03,72,8.69,45,5.43,159,19.18,230,27.74,7,0.84,19050
19,51,582,78,13.4,159,27.32,76,13.06,80,13.75,76,13.06,30,5.15,57,9.79,19051
19,52,464,61,13.15,107,23.06,62,13.36,61,13.15,84,18.1,31,6.68,46,9.91,19052
19,53,725,92,12.69,193,26.62,117,16.14,81,11.17,91,12.55,40,5.52,73,10.07,19053
19,54,483,59,12.22,127,26.29,64,13.25,62,12.84,73,15.11,19,3.93,67,13.87,19054
19,55,603,67,11.11,164,27.2,79,13.1,86,14.26,97,16.09,32,5.31,65,10.78,19055
19,56,935,130,13.9,221,23.64,117,12.51,134,14.33,121,12.94,101,10.8,52,5.56,19056
19,57,905,148,16.35,210,23.2,120,13.26,87,9.61,121,13.37,112,12.38,49,5.41,19057
19,58,658,70,10.64,192,29.18,72,10.94,121,18.39,86,13.07,30,4.56,69,10.49,19058
19,59,633,85,13.43,175,27.65,82,12.95,88,13.9,85,13.43,26,4.11,71,11.22,19059
19,60,765,110,14.38,114,14.9,73,9.54,47,6.14,142,18.56,179,23.4,17,2.22,19060
19,61,894,123,13.76,279,31.21,111,12.42,149,16.67,97,10.85,41,4.59,60,6.71,19061
19,62,714,75,10.5,223,31.23,89,12.46,117,16.39,95,13.31,42,5.88,50,7.0,19062
19,63,603,79,13.1,133,22.06,57,9.45,80,13.27,93,15.42,90,14.93,30,4.98,19063
19,64,765,94,12.29,173,22.61,98,12.81,97,12.68,95,12.42,110,14.38,36,4.71,19064
19,65,588,67,11.39,115,19.56,78,13.27,49,8.33,76,12.93,104,17.69,29,4.93,19065
19,66,885,141,15.93,98,11.07,82,9.27,49,5.54,172,19.44,228,25.76,15,1.69,19066
20,1,468,53,11.32,66,14.1,62,13.25,28,5.98,71,15.17,119,25.43,9,1.92,20001
20,2,388,41,10.57,54,13.92,43,11.08,20,5.15,55,14.18,108,27.84,6,1.55,20002
20,3,401,39,9.73,56,13.97,55,13.72,14,3.49,62,15.46,108,26.93,11,2.74,20003
20,4,315,28,8.89,28,8.89,85,26.98,32,10.16,88,27.94,23,7.3,21,6.67,20004
20,5,301,40,13.29,34,11.3,44,14.62,11,3.65,31,10.3,79,26.25,9,2.99,20005
20,6,575,69,12.0,71,12.35,70,12.17,23,4.0,84,14.61,148,25.74,11,1.91,20006
20,7,142,17,11.97,21,14.79,16,11.27,6,4.23,23,16.2,25,17.61,11,7.75,20007
20,8,149,14,9.4,9,6.04,43,28.86,12,8.05,42,28.19,18,12.08,5,3.36,20008
20,9,561,73,13.01,62,11.05,81,14.44,23,4.1,83,14.8,137,24.42,10,1.78,20009
20,10,419,44,10.5,59,14.08,47,11.22,31,7.4,60,14.32,98,23.39,13,3.1,20010
20,11,369,39,10.57,59,15.99,44,11.92,20,5.42,56,15.18,86,23.31,10,2.71,20011
20,12,254,25,9.84,38,14.96,37,14.57,18,7.09,30,11.81,58,22.83,11,4.33,20012
20,13,347,38,10.95,45,12.97,41,11.82,22,6.34,47,13.54,91,26.22,12,3.46,20013
20,14,606,57,9.41,76,12.54,88,14.52,39,6.44,75,12.38,162,26.73,15,2.48,20014
20,15,411,46,11.19,38,9.25,109,26.52,33,8.03,105,25.55,37,9.0,20,4.87,20015
20,16,662,76,11.48,74,11.18,89,13.44,31,4.68,96,14.5,185,27.95,20,3.02,20016
20,17,304,29,9.54,43,14.14,33,10.86,14,4.61,43,14.14,85,27.96,10,3.29,20017
20,18,352,42,11.93,40,11.36,52,14.77,14,3.98,43,12.22,100,28.41,8,2.27,20018
20,19,361,24,6.65,61,16.9,49,13.57,29,8.03,56,15.51,80,22.16,9,2.49,20019
20,20,277,23,8.3,46,16.61,36,13.0,14,5.05,36,13.0,76,27.44,6,2.17,20020
20,21,220,30,13.64,18,8.18,57,25.91,12,5.45,61,27.73,23,10.45,9,4.09,20021
20,22,611,66,10.8,66,10.8,87,14.24,34,5.56,102,16.69,159,26.02,9,1.47,20022
20,23,471,58,12.31,59,12.53,56,11.89,17,3.61,70,14.86,126,26.75,14,2.97,20023
20,24,485,64,13.2,54,11.13,72,14.85,33,6.8,64,13.2,129,26.6,12,2.47,20024
20,25,394,50,12.69,52,13.2,46,11.68,29,7.36,54,13.71,98,24.87,7,1.78,20025
20,26,472,62,13.14,55,11.65,75,15.89,19,4.03,65,13.77,118,25.0,9,1.91,20026
20,27,244,36,14.75,28,11.48,38,15.57,10,4.1,35,14.34,61,25.0,3,1.23,20027
20,28,471,58,12.31,58,12.31,56,11.89,31,6.58,53,11.25,121,25.69,11,2.34,20028
20,29,552,60,10.87,70,12.68,69,12.5,26,4.71,86,15.58,154,27.9,12,2.17,20029
20,30,478,72,15.06,53,11.09,44,9.21,23,4.81,51,10.67,136,28.45,9,1.88,20030
20,31,500,52,10.4,53,10.6,70,14.0,31,6.2,65,13.0,146,29.2,8,1.6,20031
20,32,436,59,13.53,51,11.7,55,12.61,27,6.19,60,13.76,93,21.33,17,3.9,20032
20,33,483,57,11.8,69,14.29,67,13.87,24,4.97,61,12.63,132,27.33,13,2.69,20033
20,34,691,113,16.35,94,13.6,112,16.21,36,5.21,81,11.72,158,22.87,28,4.05,20034
20,35,229,24,10.48,30,13.1,38,16.59,12,5.24,39,17.03,54,23.58,6,2.62,20035
20,36,363,31,8.54,50,13.77,51,14.05,20,5.51,47,12.95,96,26.45,12,3.31,20036
20,37,468,48,10.26,57,12.18,54,11.54,25,5.34,52,11.11,139,29.7,14,2.99,20037
20,38,60,8,13.33,5,8.33,6,10.0,2,3.33,8,13.33,16,26.67,2,3.33,20038
20,39,377,43,11.41,39,10.34,52,13.79,19,5.04,57,15.12,98,25.99,9,2.39,20039
20,40,310,22,7.1,49,15.81,35,11.29,19,6.13,51,16.45,90,29.03,7,2.26,20040
20,41,193,23,11.92,13,6.74,51,26.42,19,9.84,53,27.46,11,5.7,10,5.18,20041
20,42,392,42,10.71,48,12.24,57,14.54,20,5.1,56,14.29,94,23.98,11,2.81,20042
20,43,75,9,12.0,15,20.0,11,14.67,7,9.33,10,13.33,14,18.67,2,2.67,20043
20,44,529,63,11.91,60,11.34,66,12.48,38,7.18,78,14.74,129,24.39,17,3.21,20044
20,45,296,29,9.8,38,12.84,33,11.15,15,5.07,38,12.84,87,29.39,9,3.04,20045
20,46,385,41,10.65,41,10.65,49,12.73,16,4.16,65,16.88,107,27.79,6,1.56,20046
20,47,394,39,9.9,56,14.21,40,10.15,21,5.33,54,13.71,110,27.92,11,2.79,20047
20,48,171,18,10.53,21,12.28,22,12.87,5,2.92,33,19.3,43,25.15,6,3.51,20048
20,49,351,40,11.4,45,12.82,44,12.54,16,4.56,47,13.39,88,25.07,5,1.42,20049
20,50,270,30,11.11,39,14.44,44,16.3,22,8.15,29,10.74,60,22.22,9,3.33,20050
21,1,958,100,10.44,100,10.44,135,14.09,54,5.64,139,14.51,259,27.04,17,1.77,21001
21,2,668,70,10.48,92,13.77,84,12.57,50,7.49,91,13.62,155,23.2,12,1.8,21002
21,3,633,62,9.79,72,11.37,90,14.22,43,6.79,102,16.11,160,25.28,17,2.69,21003
21,4,663,67,10.11,82,12.37,80,12.07,40,6.03,112,16.89,169,25.49,19,2.87,21004
21,5,699,86,12.3,74,10.59,90,12.88,43,6.15,108,15.45,182,26.04,9,1.29,21005
21,6,541,63,11.65,73,13.49,81,14.97,33,6.1,78,14.42,126,23.29,5,0.92,21006
21,7,620,69,11.13,74,11.94,68,10.97,30,4.84,95,15.32,183,29.52,8,1.29,21007
21,8,714,74,10.36,97,13.59,85,11.9,49,6.86,113,15.83,181,25.35,13,1.82,21008
21,9,676,77,11.39,78,11.54,92,13.61,33,4.88,103,15.24,176,26.04,9,1.33,21009
21,10,478,46,9.62,54,11.3,62,12.97,32,6.69,70,14.64,128,26.78,12,2.51,21010
21,11,628,68,10.83,73,11.62,80,12.74,55,8.76,96,15.29,158,25.16,9,1.43,21011
21,12,707,76,10.75,77,10.89,85,12.02,44,6.22,111,15.7,181,25.6,17,2.4,21012
21,13,335,27,8.06,39,11.64,49,14.63,30,8.96,44,13.13,84,25.07,7,2.09,21013
21,14,685,95,13.87,71,10.36,89,12.99,49,7.15,103,15.04,181,26.42,6,0.88,21014
21,15,522,64,12.26,69,13.22,80,15.33,34,6.51,71,13.6,121,23.18,11,2.11,21015
21,16,583,48,8.23,75,12.86,95,16.3,43,7.38,78,13.38,138,23.67,10,1.72,21016
21,17,603,51,8.46,64,10.61,67,11.11,42,6.97,99,16.42,179,29.68,11,1.82,21017
21,18,595,62,10.42,53,8.91,83,13.95,55,9.24,93,15.63,153,25.71,10,1.68,21018
21,19,544,51,9.38,69,12.68,74,13.6,39,7.17,71,13.05,154,28.31,11,2.02,21019
21,20,328,42,12.8,41,12.5,34,10.37,16,4.88,58,17.68,96,29.27,5,1.52,21020
21,21,696,71,10.2,82,11.78,94,13.51,60,8.62,97,13.94,184,26.44,14,2.01,21021
21,22,599,57,9.52,71,11.85,92,15.36,46,7.68,86,14.36,156,26.04,11,1.84,21022
21,23,555,49,8.83,83,14.95,80,14.41,38,6.85,55,9.91,142,25.59,17,3.06,21023
21,24,743,78,10.5,89,11.98,93,12.52,47,6.33,119,16.02,197,26.51,10,1.35,21024
21,25,570,35,6.14,62,10.88,90,15.79,35,6.14,77,13.51,154,27.02,14,2.46,21025
21,26,469,40,8.53,66,14.07,56,11.94,44,9.38,60,12.79,118,25.16,10,2.13,21026
21,27,661,67,10.14,66,9.98,107,16.19,40,6.05,84,12.71,178,26.93,11,1.66,21027
21,28,529,74,13.99,69,13.04,59,11.15,20,3.78,94,17.77,143,27.03,8,1.51,21028
21,29,368,26,7.07,58,15.76,53,14.4,30,8.15,56,15.22,80,21.74,13,3.53,21029
21,30,455,52,11.43,58,12.75,57,12.53,20,4.4,66,14.51,126,27.69,7,1.54,21030
21,31,887,130,14.66,94,10.6,91,10.26,49,5.52,153,17.25,244,27.51,15,1.69,21031
21,32,571,45,7.88,64,11.21,94,16.46,44,7.71,72,12.61,144,25.22,14,2.45,21032
21,33,649,61,9.4,69,10.63,68,10.48,57,8.78,103,15.87,168,25.89,15,2.31,21033
21,34,716,60,8.38,94,13.13,116,16.2,36,5.03,107,14.94,185,25.84,9,1.26,21034
21,35,324,28,8.64,46,14.2,42,12.96,21,6.48,56,17.28,84,25.93,6,1.85,21035
21,36,520,43,8.27,74,14.23,74,14.23,29,5.58,83,15.96,123,23.65,12,2.31,21036
21,37,605,57,9.42,64,10.58,102,16.86,58,9.59,80,13.22,122,20.17,14,2.31,21037
21,38,638,71,11.13,64,10.03,86,13.48,54,8.46,93,14.58,153,23.98,17,2.66,21038
21,39,514,43,8.37,66,12.84,80,15.56,35,6.81,81,15.76,116,22.57,9,1.75,21039
21,40,661,53,8.02,96,14.52,84,12.71,43,6.51,83,12.56,183,27.69,14,2.12,21040
21,41,462,40,8.66,71,15.37,60,12.99,26,5.63,61,13.2,121,26.19,9,1.95,21041
21,42,693,63,9.09,80,11.54,102,14.72,48,6.93,107,15.44,186,26.84,11,1.59,21042
21,43,549,60,10.93,69,12.57,74,13.48,29,5.28,87,15.85,135,24.59,12,2.19,21043
21,44,607,62,10.21,79,13.01,77,12.69,27,4.45,94,15.49,167,27.51,12,1.98,21044
21,45,538,45,8.36,64,11.9,72,13.38,22,4.09,87,16.17,148,27.51,8,1.49,21045
21,46,459,46,10.02,59,12.85,63,13.73,21,4.58,64,13.94,124,27.02,11,2.4,21046
21,47,727,84,11.55,74,10.18,112,15.41,38,5.23,99,13.62,198,27.24,8,1.1,21047
21,48,786,89,11.32,99,12.6,113,14.38,40,5.09,125,15.9,185,23.54,8,1.02,21048
21,49,840,81,9.64,99,11.79,115,13.69,66,7.86,139,16.55,208,24.76,21,2.5,21049
21,50,580,56,9.66,63,10.86,94,16.21,45,7.76,88,15.17,137,23.62,11,1.9,21050
21,51,700,74,10.57,78,11.14,84,12.0,38,5.43,104,14.86,196,28.0,16,2.29,21051
21,52,617,63,10.21,86,13.94,86,13.94,23,3.73,90,14.59,161,26.09,15,2.43,21052
21,53,520,64,12.31,50,9.62,63,12.12,31,5.96,88,16.92,135,25.96,11,2.12,21053
21,54,592,55,9.29,77,13.01,86,14.53,27,4.56,79,13.34,158,26.69,9,1.52,21054
21,55,686,50,7.29,92,13.41,90,13.12,52,7.58,92,13.41,169,24.64,13,1.9,21055
21,56,397,39,9.82,53,13.35,55,13.85,12,3.02,49,12.34,117,29.47,15,3.78,21056
21,57,564,44,7.8,86,15.25,83,14.72,33,5.85,80,14.18,134,23.76,14,2.48,21057
21,58,471,60,12.74,55,11.68,61,12.95,31,6.58,65,13.8,128,27.18,14,2.97,21058
21,59,746,82,10.99,82,10.99,98,13.14,38,5.09,110,14.75,210,28.15,12,1.61,21059
21,60,590,57,9.66,68,11.53,93,15.76,44,7.46,80,13.56,147,24.92,16,2.71,21060
21,61,707,106,14.99,59,8.35,89,12.59,33,4.67,124,17.54,197,27.86,13,1.84,21061
21,62,667,63,9.45,89,13.34,96,14.39,50,7.5,88,13.19,154,23.09,17,2.55,21062
21,63,711,67,9.42,73,10.27,96,13.5,64,9.0,97,13.64,182,25.6,20,2.81,21063
21,64,305,30,9.84,43,14.1,40,13.11,9,2.95,36,11.8,84,27.54,8,2.62,21064
21,65,843,70,8.3,105,12.46,155,18.39,65,7.71,93,11.03,186,22.06,8,0.95,21065
21,66,520,64,12.31,61,11.73,74,14.23,36,6.92,64,12.31,131,25.19,8,1.54,21066
21,67,584,53,9.08,91,15.58,68,11.64,34,5.82,87,14.9,152,26.03,19,3.25,21067
21,68,643,63,9.8,65,10.11,92,14.31,25,3.89,105,16.33,180,27.99,12,1.87,21068
21,69,501,34,6.79,63,12.57,72,14.37,39,7.78,59,11.78,137,27.35,7,1.4,21069
21,70,579,55,9.5,83,14.34,84,14.51,37,6.39,78,13.47,131,22.63,17,2.94,21070
21,71,479,53,11.06,55,11.48,68,14.2,34,7.1,81,16.91,119,24.84,12,2.51,21071
21,72,597,53,8.88,96,16.08,78,13.07,33,5.53,78,13.07,153,25.63,9,1.51,21072
21,73,744,78,10.48,99,13.31,85,11.42,42,5.65,107,14.38,208,27.96,18,2.42,21073
21,74,258,22,8.53,32,12.4,31,12.02,23,8.91,45,17.44,59,22.87,9,3.49,21074
22,1,334,42,12.57,13,3.89,100,29.94,46,13.77,81,24.25,29,8.68,9,2.69,22001
22,2,249,32,12.85,19,7.63,78,31.33,16,6.43,67,26.91,20,8.03,10,4.02,22002
22,3,475,65,13.68,30,6.32,149,31.37,43,9.05,123,25.89,30,6.32,22,4.63,22003
22,4,377,49,13.0,25,6.63,114,30.24,30,7.96,97,25.73,33,8.75,14,3.71,22004
22,5,404,58,14.36,31,7.67,120,29.7,51,12.62,97,24.01,22,5.45,14,3.47,22005
22,6,383,59,15.4,19,4.96,117,30.55,54,14.1,82,21.41,24,6.27,17,4.44,22006
22,7,527,78,14.8,59,11.2,82,15.56,55,10.44,63,11.95,120,22.77,7,1.33,22007
22,8,365,43,11.78,24,6.58,113,30.96,39,10.68,91,24.93,28,7.67,13,3.56,22008
22,9,499,60,12.02,26,5.21,144,28.86,63,12.63,111,22.24,49,9.82,24,4.81,22009
22,10,388,46,11.86,22,5.67,128,32.99,34,8.76,99,25.52,28,7.22,17,4.38,22010
22,11,362,46,12.71,26,7.18,112,30.94,36,9.94,98,27.07,16,4.42,17,4.7,22011
22,12,259,29,11.2,13,5.02,86,33.2,31,11.97,68,26.25,10,3.86,15,5.79,22012
22,13,402,52,12.94,34,8.46,122,30.35,47,11.69,100,24.88,17,4.23,16,3.98,22013
22,14,221,30,13.57,21,9.5,49,22.17,24,10.86,43,19.46,36,16.29,5,2.26,22014
22,15,280,34,12.14,13,4.64,82,29.29,26,9.29,79,28.21,24,8.57,12,4.29,22015
22,16,414,50,12.08,27,6.52,135,32.61,35,8.45,107,25.85,28,6.76,18,4.35,22016
22,17,392,51,13.01,28,7.14,110,28.06,49,12.5,92,23.47,37,9.44,15,3.83,22017
22,18,375,55,14.67,20,5.33,106,28.27,41,10.93,84,22.4,31,8.27,17,4.53,22018
22,19,409,73,17.85,48,11.74,76,18.58,53,12.96,25,6.11,69,16.87,10,2.44,22019
22,20,454,63,13.88,30,6.61,134,29.52,38,8.37,128,28.19,24,5.29,24,5.29,22020
22,21,458,78,17.03,44,9.61,82,17.9,46,10.04,37,8.08,98,21.4,5,1.09,22021
22,22,324,34,10.49,30,9.26,91,28.09,39,12.04,83,25.62,25,7.72,12,3.7,22022
22,23,436,53,12.16,27,6.19,126,28.9,57,13.07,109,25.0,37,8.49,17,3.9,22023
22,24,277,33,11.91,16,5.78,81,29.24,28,10.11,84,30.32,17,6.14,10,3.61,22024
22,25,319,38,11.91,19,5.96,97,30.41,30,9.4,89,27.9,22,6.9,18,5.64,22025
22,26,321,44,13.71,24,7.48,91,28.35,25,7.79,87,27.1,23,7.17,19,5.92,22026
22,27,469,64,13.65,36,7.68,126,26.87,47,10.02,123,26.23,26,5.54,29,6.18,22027
22,28,238,34,14.29,8,3.36,73,30.67,20,8.4,70,29.41,17,7.14,8,3.36,22028
22,29,268,32,11.94,18,6.72,84,31.34,35,13.06,68,25.37,19,7.09,7,2.61,22029
23,1,615,86,13.98,117,19.02,113,18.37,74,12.03,87,14.15,34,5.53,85,13.82,23001
23,2,781,78,9.99,167,21.38,171,21.9,133,17.03,100,12.8,38,4.87,70,8.96,23002
23,3,509,77,15.13,99,19.45,89,17.49,53,10.41,74,14.54,28,5.5,70,13.75,23003
23,4,622,86,13.83,106,17.04,121,19.45,68,10.93,102,16.4,28,4.5,81,13.02,23004
23,5,510,58,11.37,45,8.82,117,22.94,50,9.8,117,22.94,33,6.47,66,12.94,23005
23,6,544,61,11.21,79,14.52,126,23.16,54,9.93,79,14.52,29,5.33,98,18.01,23006
23,7,203,9,4.43,33,16.26,26,12.81,16,7.88,31,15.27,52,25.62,9,4.43,23007
23,8,594,64,10.77,110,18.52,131,22.05,75,12.63,91,15.32,27,4.55,80,13.47,23008
23,9,580,67,11.55,58,10.0,142,24.48,44,7.59,146,25.17,41,7.07,61,10.52,23009
23,10,713,40,5.61,144,20.2,202,28.33,127,17.81,105,14.73,30,4.21,45,6.31,23010
23,11,659,101,15.33,107,16.24,107,16.24,74,11.23,108,16.39,33,5.01,104,15.78,23011
23,12,659,88,13.35,131,19.88,121,18.36,68,10.32,96,14.57,38,5.77,95,14.42,23012
23,13,748,113,15.11,128,17.11,127,16.98,64,8.56,118,15.78,52,6.95,117,15.64,23013
23,14,182,26,14.29,31,17.03,8,4.4,8,4.4,26,14.29,44,24.18,10,5.49,23014
23,15,524,68,12.98,94,17.94,88,16.79,39,7.44,95,18.13,26,4.96,86,16.41,23015
23,16,677,100,14.77,113,16.69,125,18.46,79,11.67,113,16.69,32,4.73,95,14.03,23016
23,17,693,102,14.72,137,19.77,106,15.3,71,10.25,103,14.86,39,5.63,112,16.16,23017
23,18,501,60,11.98,82,16.37,97,19.36,56,11.18,94,18.76,29,5.79,62,12.38,23018
23,19,527,67,12.71,106,20.11,99,18.79,68,12.9,79,14.99,30,5.69,61,11.57,23019
23,20,546,82,15.02,105,19.23,88,16.12,58,10.62,76,13.92,32,5.86,87,15.93,23020
23,21,470,48,10.21,78,16.6,71,15.11,33,7.02,58,12.34,113,24.04,11,2.34,23021
23,22,613,95,15.5,104,16.97,109,17.78,66,10.77,93,15.17,29,4.73,88,14.36,23022
23,23,523,88,16.83,98,18.74,93,17.78,41,7.84,86,16.44,28,5.35,75,14.34,23023
23,24,452,50,11.06,48,10.62,111,24.56,42,9.29,114,25.22,31,6.86,43,9.51,23024
23,25,438,47,10.73,43,9.82,103,23.52,45,10.27,91,20.78,31,7.08,57,13.01,23025
23,26,607,71,11.7,113,18.62,110,18.12,87,14.33,99,16.31,25,4.12,87,14.33,23026
23,27,503,68,13.52,77,15.31,100,19.88,43,8.55,108,21.47,22,4.37,62,12.33,23027
23,28,631,82,13.0,119,18.86,120,19.02,71,11.25,103,16.32,34,5.39,82,13.0,23028
23,29,517,49,9.48,46,8.9,128,24.76,55,10.64,139,26.89,34,6.58,51,9.86,23029
23,30,525,71,13.52,92,17.52,92,17.52,68,12.95,84,16.0,21,4.0,85,16.19,23030
23,31,539,70,12.99,72,13.36,110,20.41,44,8.16,116,21.52,53,9.83,45,8.35,23031
23,32,667,75,11.24,80,11.99,137,20.54,64,9.6,150,22.49,56,8.4,69,10.34,23032
23,33,562,62,11.03,86,15.3,130,23.13,70,12.46,123,21.89,23,4.09,58,10.32,23033
23,34,506,50,9.88,90,17.79,96,18.97,53,10.47,94,18.58,23,4.55,80,15.81,23034
23,35,449,32,7.13,76,16.93,63,14.03,27,6.01,64,14.25,113,25.17,9,2.0,23035
23,36,817,103,12.61,149,18.24,164,20.07,109,13.34,110,13.46,45,5.51,112,13.71,23036
23,37,458,31,6.77,71,15.5,65,14.19,35,7.64,57,12.45,113,24.67,16,3.49,23037
23,38,572,75,13.11,112,19.58,104,18.18,77,13.46,84,14.69,31,5.42,73,12.76,23038
23,39,570,80,14.04,115,20.18,112,19.65,67,11.75,80,14.04,24,4.21,68,11.93,23039
23,40,592,71,11.99,113,19.09,128,21.62,77,13.01,77,13.01,21,3.55,79,13.34,23040
23,41,535,86,16.07,71,13.27,109,20.37,44,8.22,109,20.37,24,4.49,75,14.02,23041
