ward,precinct,total,E. Madeline O'Neill,E. Madeline O'Neill Percent,Joan Powell,Joan Powell Percent,Patrick Dennis Riley,Patrick Dennis Riley Percent,precinct_id
30,8,150,62,41.33,45,30.0,33,22.0,30008
30,9,143,29,20.28,74,51.75,30,20.98,30009
30,10,136,44,32.35,48,35.29,27,19.85,30010
30,11,98,33,33.67,32,32.65,21,21.43,30011
30,12,141,56,39.72,43,30.5,34,24.11,30012
30,13,123,38,30.89,59,47.97,17,13.82,30013
30,14,56,24,42.86,19,33.93,9,16.07,30014
30,15,140,36,25.71,73,52.14,16,11.43,30015
30,16,123,31,25.2,47,38.21,34,27.64,30016
30,17,101,39,38.61,30,29.7,21,20.79,30017
30,18,80,23,28.75,28,35.0,24,30.0,30018
30,19,89,38,42.7,29,32.58,15,16.85,30019
30,20,102,36,35.29,31,30.39,22,21.57,30020
30,21,146,60,41.1,46,31.51,25,17.12,30021
30,22,124,61,49.19,32,25.81,19,15.32,30022
30,23,128,47,36.72,45,35.16,29,22.66,30023
30,24,119,37,31.09,47,39.5,22,18.49,30024
30,25,57,19,33.33,22,38.6,14,24.56,30025
30,26,82,23,28.05,30,36.59,22,26.83,30026
30,27,175,75,42.86,54,30.86,34,19.43,30027
30,28,94,46,48.94,17,18.09,21,22.34,30028
30,29,89,39,43.82,25,28.09,14,15.73,30029
30,30,166,56,33.73,69,41.57,31,18.67,30030
30,31,110,38,34.55,32,29.09,25,22.73,30031
30,32,52,18,34.62,16,30.77,12,23.08,30032
30,33,122,42,34.43,46,37.7,26,21.31,30033
30,34,144,47,32.64,48,33.33,33,22.92,30034
30,35,126,56,44.44,31,24.6,29,23.02,30035
30,36,110,50,45.45,30,27.27,24,21.82,30036
30,37,118,31,26.27,45,38.14,30,25.42,30037
30,38,183,70,38.25,53,28.96,43,23.5,30038
30,39,143,45,31.47,50,34.97,33,23.08,30039
30,40,134,40,29.85,44,32.84,30,22.39,30040
30,41,149,59,39.6,43,28.86,37,24.83,30041
31,1,66,17,25.76,36,54.55,10,15.15,31001
31,2,88,38,43.18,25,28.41,15,17.05,31002
31,3,112,29,25.89,55,49.11,20,17.86,31003
31,4,118,39,33.05,44,37.29,29,24.58,31004
31,5,126,51,40.48,52,41.27,22,17.46,31005
31,6,126,49,38.89,30,23.81,35,27.78,31006
31,7,111,40,36.04,41,36.94,23,20.72,31007
31,8,105,31,29.52,51,48.57,19,18.1,31008
31,9,101,42,41.58,29,28.71,27,26.73,31009
31,10,46,18,39.13,11,23.91,11,23.91,31010
31,11,77,24,31.17,28,36.36,21,27.27,31011
31,12,108,30,27.78,46,42.59,24,22.22,31012
31,13,99,28,28.28,40,40.4,25,25.25,31013
31,14,90,19,21.11,53,58.89,17,18.89,31014
31,15,60,18,30.0,17,28.33,18,30.0,31015
31,16,74,32,43.24,25,33.78,11,14.86,31016
31,17,106,30,28.3,32,30.19,32,30.19,31017
31,18,97,35,36.08,37,38.14,16,16.49,31018
31,19,102,37,36.27,38,37.25,19,18.63,31019
31,20,98,45,45.92,22,22.45,24,24.49,31020
31,21,121,45,37.19,35,28.93,31,25.62,31021
31,22,96,34,35.42,32,33.33,23,23.96,31022
31,23,63,27,42.86,23,36.51,6,9.52,31023
31,24,90,35,38.89,29,32.22,12,13.33,31024
31,25,125,50,40.0,46,36.8,20,16.0,31025
31,26,71,21,29.58,27,38.03,19,26.76,31026
31,27,100,39,39.0,29,29.0,24,24.0,31027
31,28,106,47,44.34,27,25.47,22,20.75,31028
31,29,106,31,29.25,46,43.4,25,23.58,31029
31,30,140,41,29.29,65,46.43,27,19.29,31030
31,31,160,44,27.5,77,48.13,30,18.75,31031
31,32,132,44,33.33,51,38.64,23,17.42,31032
31,33,105,40,38.1,29,27.62,24,22.86,31033
31,34,89,32,35.96,33,37.08,16,17.98,31034
31,35,93,30,32.26,37,39.78,17,18.28,31035
31,36,131,44,33.59,63,48.09,15,11.45,31036
31,37,91,50,54.95,17,18.68,14,15.38,31037
31,38,69,22,31.88,30,43.48,11,15.94,31038
31,39,53,14,26.42,24,45.28,11,20.75,31039
31,40,59,19,32.2,23,38.98,11,18.64,31040
31,41,99,35,35.35,39,39.39,13,13.13,31041
31,42,149,42,28.19,62,41.61,35,23.49,31042
31,43,113,33,29.2,42,37.17,27,23.89,31043
31,44,98,37,37.76,36,36.73,16,16.33,31044
31,45,90,27,30.0,36,40.0,20,22.22,31045
31,46,101,31,30.69,45,44.55,18,17.82,31046
31,47,135,56,41.48,48,35.56,24,17.78,31047
31,48,97,39,40.21,34,35.05,19,19.59,31048
31,49,49,14,28.57,20,40.82,11,22.45,31049
31,50,118,49,41.53,33,27.97,27,22.88,31050
31,51,74,29,39.19,26,35.14,16,21.62,31051
32,1,177,57,32.2,84,47.46,23,12.99,32001
32,2,181,52,28.73,106,58.56,18,9.94,32002
32,3,139,27,19.42,78,56.12,24,17.27,32003
32,4,175,49,28.0,94,53.71,22,12.57,32004
32,5,109,27,24.77,53,48.62,19,17.43,32005
32,6,165,49,29.7,67,40.61,39,23.64,32006
32,7,120,37,30.83,58,48.33,20,16.67,32007
32,8,195,53,27.18,85,43.59,38,19.49,32008
32,9,217,58,26.73,126,58.06,24,11.06,32009
32,10,162,44,27.16,72,44.44,27,16.67,32010
32,11,136,47,34.56,63,46.32,16,11.76,32011
32,12,107,42,39.25,42,39.25,19,17.76,32012
32,13,75,23,30.67,28,37.33,21,28.0,32013
32,14,131,44,33.59,57,43.51,24,18.32,32014
32,15,126,38,30.16,52,41.27,23,18.25,32015
32,16,134,44,32.84,53,39.55,20,14.93,32016
32,17,170,62,36.47,71,41.76,32,18.82,32017
32,18,124,43,34.68,50,40.32,23,18.55,32018
32,19,160,46,28.75,70,43.75,34,21.25,32019
32,20,137,38,27.74,59,43.07,29,21.17,32020
32,21,143,41,28.67,65,45.45,25,17.48,32021
32,22,199,65,32.66,85,42.71,36,18.09,32022
32,23,133,36,27.07,60,45.11,26,19.55,32023
32,24,142,50,35.21,65,45.77,21,14.79,32024
32,25,128,40,31.25,52,40.63,26,20.31,32025
32,26,117,38,32.48,54,46.15,14,11.97,32026
32,27,136,42,30.88,60,44.12,22,16.18,32027
32,28,134,55,41.04,46,34.33,22,16.42,32028
32,29,150,46,30.67,68,45.33,22,14.67,32029
32,30,146,50,34.25,67,45.89,18,12.33,32030
32,31,167,46,27.54,78,46.71,32,19.16,32031
32,32,136,42,30.88,64,47.06,13,9.56,32032
32,33,100,37,37.0,37,37.0,15,15.0,32033
32,34,167,51,30.54,86,51.5,27,16.17,32034
32,35,184,44,23.91,97,52.72,28,15.22,32035
32,36,155,43,27.74,84,54.19,16,10.32,32036
32,37,145,38,26.21,55,37.93,42,28.97,32037
32,38,168,56,33.33,78,46.43,26,15.48,32038
32,39,142,44,30.99,67,47.18,21,14.79,32039
32,40,194,55,28.35,86,44.33,42,21.65,32040
32,41,170,57,33.53,84,49.41,21,12.35,32041
32,42,202,73,36.14,87,43.07,26,12.87,32042
32,43,142,30,21.13,80,56.34,17,11.97,32043
32,44,121,47,38.84,40,33.06,26,21.49,32044
32,45,146,54,36.99,65,44.52,21,14.38,32045
32,46,67,21,31.34,28,41.79,11,16.42,32046
32,47,187,55,29.41,83,44.39,39,20.86,32047
32,48,171,58,33.92,76,44.44,27,15.79,32048
32,49,107,34,31.78,48,44.86,14,13.08,32049
32,50,169,43,25.44,101,59.76,20,11.83,32050
32,51,185,49,26.49,112,60.54,17,9.19,32051
32,52,82,36,43.9,32,39.02,12,14.63,32052
33,1,239,65,27.2,124,51.88,38,15.9,33001
33,2,249,54,21.69,141,56.63,45,18.07,33002
33,3,216,69,31.94,99,45.83,33,15.28,33003
33,4,238,78,32.77,108,45.38,38,15.97,33004
33,5,199,62,31.16,89,44.72,33,16.58,33005
33,6,252,69,27.38,116,46.03,49,19.44,33006
33,7,266,62,23.31,156,58.65,31,11.65,33007
33,8,184,54,29.35,93,50.54,28,15.22,33008
33,9,210,70,33.33,94,44.76,34,16.19,33009
33,10,259,78,30.12,111,42.86,50,19.31,33010
33,11,234,73,31.2,116,49.57,29,12.39,33011
33,12,241,78,32.37,117,48.55,27,11.2,33012
33,13,264,75,28.41,135,51.14,39,14.77,33013
33,14,182,58,31.87,76,41.76,32,17.58,33014
33,15,203,75,36.95,83,40.89,31,15.27,33015
33,16,216,82,37.96,81,37.5,42,19.44,33016
33,17,279,87,31.18,131,46.95,49,17.56,33017
33,18,76,17,22.37,45,59.21,8,10.53,33018
33,19,241,105,43.57,81,33.61,38,15.77,33019
33,20,242,96,39.67,101,41.74,34,14.05,33020
33,21,223,68,30.49,86,38.57,50,22.42,33021
33,22,298,57,19.13,177,59.4,48,16.11,33022
33,23,214,59,27.57,108,50.47,38,17.76,33023
33,24,257,63,24.51,147,57.2,32,12.45,33024
33,25,286,86,30.07,116,40.56,67,23.43,33025
33,26,229,80,34.93,101,44.1,34,14.85,33026
33,27,182,61,33.52,81,44.51,27,14.84,33027
34,1,372,82,22.04,230,61.83,54,14.52,34001
34,2,236,46,19.49,154,65.25,28,11.86,34002
34,3,305,74,24.26,162,53.11,48,15.74,34003
34,4,322,47,14.6,224,69.57,39,12.11,34004
34,5,260,58,22.31,155,59.62,36,13.85,34005
34,6,173,37,21.39,114,65.9,16,9.25,34006
34,7,310,83,26.77,162,52.26,52,16.77,34007
34,8,277,74,26.71,149,53.79,33,11.91,34008
34,9,191,46,24.08,104,54.45,31,16.23,34009
34,10,267,61,22.85,157,58.8,38,14.23,34010
34,11,208,66,31.73,108,51.92,24,11.54,34011
34,12,324,62,19.14,213,65.74,42,12.96,34012
34,13,309,83,26.86,170,55.02,48,15.53,34013
34,14,230,43,18.7,151,65.65,27,11.74,34014
34,15,226,39,17.26,159,70.35,22,9.73,34015
34,16,190,41,21.58,112,58.95,29,15.26,34016
34,17,226,56,24.78,132,58.41,34,15.04,34017
34,18,180,22,12.22,127,70.56,25,13.89,34018
34,19,47,8,17.02,26,55.32,10,21.28,34019
34,20,383,58,15.14,270,70.5,47,12.27,34020
34,21,254,56,22.05,168,66.14,25,9.84,34021
34,22,299,66,22.07,195,65.22,31,10.37,34022
34,23,230,58,25.22,131,56.96,32,13.91,34023
34,24,274,43,15.69,184,67.15,38,13.87,34024
34,25,313,52,16.61,209,66.77,45,14.38,34025
34,26,160,26,16.25,107,66.88,22,13.75,34026
34,27,214,52,24.3,130,60.75,20,9.35,34027
34,28,154,33,21.43,96,62.34,19,12.34,34028
34,29,277,63,22.74,153,55.23,46,16.61,34029
34,30,279,55,19.71,180,64.52,36,12.9,34030
34,31,151,32,21.19,89,58.94,24,15.89,34031
34,32,163,30,18.4,111,68.1,17,10.43,34032
34,33,139,23,16.55,95,68.35,18,12.95,34033
34,34,315,66,20.95,200,63.49,43,13.65,34034
34,35,332,55,16.57,249,75.0,25,7.53,34035
34,36,281,58,20.64,182,64.77,32,11.39,34036
34,37,266,41,15.41,181,68.05,34,12.78,34037
34,38,200,52,26.0,120,60.0,22,11.0,34038
34,39,218,35,16.06,149,68.35,26,11.93,34039
34,40,308,71,23.05,177,57.47,45,14.61,34040
34,41,167,37,22.16,87,52.1,33,19.76,34041
34,42,326,62,19.02,218,66.87,36,11.04,34042
34,43,376,57,15.16,270,71.81,41,10.9,34043
34,44,315,49,15.56,225,71.43,36,11.43,34044
34,45,274,59,21.53,170,62.04,36,13.14,34045
34,46,246,44,17.89,157,63.82,40,16.26,34046
34,47,152,28,18.42,99,65.13,21,13.82,34047
34,48,344,63,18.31,236,68.6,36,10.47,34048
34,49,405,88,21.73,257,63.46,44,10.86,34049
34,50,262,67,25.57,155,59.16,34,12.98,34050
34,51,418,93,22.25,257,61.48,49,11.72,34051
34,52,207,33,15.94,145,70.05,23,11.11,34052
34,53,198,46,23.23,119,60.1,25,12.63,34053
34,54,211,42,19.91,147,69.67,19,9.0,34054
34,55,273,66,24.18,168,61.54,30,10.99,34055
34,56,138,30,21.74,91,65.94,14,10.14,34056
34,57,265,54,20.38,163,61.51,37,13.96,34057
34,58,268,83,30.97,142,52.99,37,13.81,34058
34,59,292,54,18.49,191,65.41,43,14.73,34059
34,60,274,69,25.18,154,56.2,40,14.6,34060
34,61,229,57,24.89,127,55.46,36,15.72,34061
35,1,199,68,34.17,73,36.68,38,19.1,35001
35,2,143,51,35.66,53,37.06,27,18.88,35002
35,3,115,41,35.65,41,35.65,20,17.39,35003
35,4,193,71,36.79,75,38.86,37,19.17,35004
35,5,164,59,35.98,64,39.02,26,15.85,35005
35,6,201,71,35.32,70,34.83,40,19.9,35006
35,7,202,79,39.11,82,40.59,25,12.38,35007
35,8,146,52,35.62,53,36.3,25,17.12,35008
35,9,170,60,35.29,75,44.12,28,16.47,35009
35,10,181,73,40.33,70,38.67,28,15.47,35010
35,11,196,60,30.61,71,36.22,41,20.92,35011
35,12,196,62,31.63,87,44.39,32,16.33,35012
35,13,54,23,42.59,14,25.93,13,24.07,35013
35,14,185,69,37.3,76,41.08,29,15.68,35014
35,15,173,62,35.84,68,39.31,32,18.5,35015
35,16,153,52,33.99,71,46.41,25,16.34,35016
35,17,170,77,45.29,63,37.06,14,8.24,35017
35,18,202,88,43.56,64,31.68,37,18.32,35018
35,19,180,56,31.11,82,45.56,26,14.44,35019
35,20,153,74,48.37,43,28.1,24,15.69,35020
35,21,191,65,34.03,73,38.22,37,19.37,35021
35,22,71,28,39.44,28,39.44,11,15.49,35022
35,23,117,52,44.44,38,32.48,20,17.09,35023
35,24,101,31,30.69,29,28.71,24,23.76,35024
35,25,153,52,33.99,55,35.95,38,24.84,35025
35,26,244,83,34.02,106,43.44,44,18.03,35026
35,27,194,59,30.41,77,39.69,41,21.13,35027
35,28,160,63,39.38,62,38.75,24,15.0,35028
35,29,213,70,32.86,91,42.72,39,18.31,35029
35,30,196,75,38.27,88,44.9,23,11.73,35030
35,31,91,33,36.26,34,37.36,19,20.88,35031
35,32,90,31,34.44,35,38.89,15,16.67,35032
35,33,170,55,32.35,71,41.76,30,17.65,35033
35,34,165,65,39.39,68,41.21,25,15.15,35034
35,35,157,52,33.12,62,39.49,28,17.83,35035
35,36,128,43,33.59,62,48.44,14,10.94,35036
36,1,170,48,28.24,88,51.76,22,12.94,36001
36,2,132,38,28.79,60,45.45,27,20.45,36002
36,3,290,61,21.03,169,58.28,48,16.55,36003
36,4,148,52,35.14,49,33.11,36,24.32,36004
36,5,122,21,17.21,55,45.08,34,27.87,36005
36,6,172,43,25.0,80,46.51,38,22.09,36006
36,7,125,33,26.4,59,47.2,23,18.4,36007
36,8,164,35,21.34,85,51.83,27,16.46,36008
36,9,147,40,27.21,55,37.41,36,24.49,36009
36,10,109,41,37.61,31,28.44,29,26.61,36010
36,11,197,50,25.38,78,39.59,44,22.34,36011
36,12,140,35,25.0,57,40.71,37,26.43,36012
36,13,279,53,19.0,170,60.93,37,13.26,36013
36,14,213,39,18.31,144,67.61,20,9.39,36014
36,15,201,45,22.39,125,62.19,24,11.94,36015
36,16,278,75,26.98,133,47.84,52,18.71,36016
36,17,116,34,29.31,48,41.38,25,21.55,36017
36,18,186,42,22.58,78,41.94,44,23.66,36018
36,19,202,49,24.26,102,50.5,34,16.83,36019
36,20,188,45,23.94,102,54.26,32,17.02,36020
36,21,251,68,27.09,123,49.0,44,17.53,36021
36,22,209,64,30.62,88,42.11,44,21.05,36022
36,23,108,12,11.11,81,75.0,11,10.19,36023
36,24,222,42,18.92,154,69.37,22,9.91,36024
36,25,123,37,30.08,57,46.34,21,17.07,36025
36,26,147,56,38.1,46,31.29,33,22.45,36026
36,27,100,21,21.0,40,40.0,25,25.0,36027
36,28,149,36,24.16,84,56.38,19,12.75,36028
36,29,140,38,27.14,53,37.86,34,24.29,36029
36,30,167,49,29.34,55,32.93,49,29.34,36030
36,31,181,47,25.97,79,43.65,42,23.2,36031
36,32,147,46,31.29,44,29.93,42,28.57,36032
36,33,157,39,24.84,86,54.78,23,14.65,36033
36,34,123,34,27.64,44,35.77,29,23.58,36034
36,35,185,39,21.08,96,51.89,37,20.0,36035
36,36,161,74,45.96,46,28.57,31,19.25,36036
36,37,138,36,26.09,58,42.03,26,18.84,36037
36,38,110,30,27.27,42,38.18,23,20.91,36038
36,39,160,52,32.5,58,36.25,35,21.88,36039
36,40,182,61,33.52,57,31.32,46,25.27,36040
36,41,138,41,29.71,64,46.38,19,13.77,36041
36,42,143,41,28.67,54,37.76,35,24.48,36042
36,43,136,43,31.62,58,42.65,28,20.59,36043
36,44,193,61,31.61,101,52.33,23,11.92,36044
36,45,173,35,20.23,92,53.18,27,15.61,36045
36,46,131,41,31.3,50,38.17,26,19.85,36046
36,47,112,25,22.32,51,45.54,26,23.21,36047
36,48,113,30,26.55,44,38.94,26,23.01,36048
36,49,167,42,25.15,67,40.12,38,22.75,36049
36,50,153,28,18.3,90,58.82,26,16.99,36050
36,51,187,69,36.9,62,33.16,40,21.39,36051
36,52,172,61,35.47,67,38.95,36,20.93,36052
36,53,123,25,20.33,64,52.03,24,19.51,36053
36,54,263,47,17.87,178,67.68,26,9.89,36054
36,55,272,52,19.12,157,57.72,43,15.81,36055
37,1,125,56,44.8,34,27.2,29,23.2,37001
37,2,227,75,33.04,96,42.29,47,20.7,37002
37,3,133,35,26.32,64,48.12,28,21.05,37003
37,4,260,73,28.08,130,50.0,41,15.77,37004
37,5,233,73,31.33,104,44.64,47,20.17,37005
37,6,226,57,25.22,111,49.12,46,20.35,37006
37,7,235,54,22.98,112,47.66,59,25.11,37007
37,8,197,43,21.83,86,43.65,51,25.89,37008
37,9,199,53,26.63,82,41.21,57,28.64,37009
37,10,213,43,20.19,114,53.52,38,17.84,37010
37,11,75,32,42.67,23,30.67,15,20.0,37011
37,12,136,40,29.41,59,43.38,26,19.12,37012
37,13,199,54,27.14,83,41.71,46,23.12,37013
37,14,237,60,25.32,120,50.63,45,18.99,37014
37,15,225,63,28.0,105,46.67,44,19.56,37015
37,16,217,66,30.41,88,40.55,52,23.96,37016
37,17,181,41,22.65,105,58.01,27,14.92,37017
37,18,234,55,23.5,135,57.69,34,14.53,37018
37,19,163,56,34.36,54,33.13,38,23.31,37019
37,20,231,75,32.47,110,47.62,33,14.29,37020
37,21,217,68,31.34,94,43.32,44,20.28,37021
37,22,139,34,24.46,70,50.36,27,19.42,37022
37,23,190,43,22.63,115,60.53,30,15.79,37023
37,24,212,54,25.47,108,50.94,40,18.87,37024
37,25,243,60,24.69,131,53.91,44,18.11,37025
37,26,262,78,29.77,124,47.33,46,17.56,37026
37,27,201,62,30.85,88,43.78,38,18.91,37027
37,28,205,56,27.32,101,49.27,39,19.02,37028
37,29,227,63,27.75,110,48.46,44,19.38,37029
37,30,158,54,34.18,59,37.34,35,22.15,37030
37,31,241,69,28.63,123,51.04,42,17.43,37031
37,32,223,59,26.46,110,49.33,43,19.28,37032
37,33,181,56,30.94,87,48.07,30,16.57,37033
37,34,226,79,34.96,92,40.71,48,21.24,37034
37,35,234,61,26.07,127,54.27,39,16.67,37035
37,36,226,56,24.78,106,46.9,51,22.57,37036
37,37,226,52,23.01,117,51.77,44,19.47,37037
37,38,248,59,23.79,148,59.68,28,11.29,37038
37,39,176,64,36.36,59,33.52,36,20.45,37039
37,40,223,70,31.39,125,56.05,23,10.31,37040
37,41,266,57,21.43,152,57.14,40,15.04,37041
37,42,117,44,37.61,38,32.48,24,20.51,37042
37,43,202,47,23.27,108,53.47,35,17.33,37043
38,1,185,47,25.41,83,44.86,39,21.08,38001
38,2,137,36,26.28,50,36.5,41,29.93,38002
38,3,105,28,26.67,34,32.38,30,28.57,38003
38,4,79,24,30.38,35,44.3,14,17.72,38004
38,5,265,80,30.19,131,49.43,34,12.83,38005
38,6,149,60,40.27,51,34.23,22,14.77,38006
38,7,172,53,30.81,76,44.19,29,16.86,38007
38,8,97,40,41.24,27,27.84,23,23.71,38008
38,9,149,47,31.54,67,44.97,28,18.79,38009
38,10,174,39,22.41,81,46.55,44,25.29,38010
38,11,119,44,36.97,49,41.18,15,12.61,38011
38,12,140,42,30.0,53,37.86,32,22.86,38012
38,13,129,37,28.68,53,41.09,26,20.16,38013
38,14,121,36,29.75,40,33.06,33,27.27,38014
38,15,103,31,30.1,31,30.1,28,27.18,38015
38,16,153,46,30.07,70,45.75,25,16.34,38016
38,17,138,46,33.33,55,39.86,25,18.12,38017
38,18,165,40,24.24,67,40.61,39,23.64,38018
38,19,197,55,27.92,66,33.5,51,25.89,38019
38,20,183,51,27.87,80,43.72,35,19.13,38020
38,21,148,47,31.76,52,35.14,38,25.68,38021
38,22,160,52,32.5,51,31.88,36,22.5,38022
38,23,125,43,34.4,40,32.0,31,24.8,38023
38,24,116,35,30.17,40,34.48,34,29.31,38024
38,25,161,52,32.3,57,35.4,35,21.74,38025
38,26,117,47,40.17,42,35.9,21,17.95,38026
38,27,104,48,46.15,34,32.69,18,17.31,38027
38,28,132,40,30.3,37,28.03,42,31.82,38028
38,29,133,50,37.59,44,33.08,28,21.05,38029
38,30,166,58,34.94,59,35.54,36,21.69,38030
38,31,200,66,33.0,74,37.0,39,19.5,38031
38,32,168,59,35.12,60,35.71,36,21.43,38032
38,33,125,33,26.4,57,45.6,24,19.2,38033
38,34,106,30,28.3,45,42.45,25,23.58,38034
38,35,167,53,31.74,55,32.93,39,23.35,38035
38,36,171,75,43.86,49,28.65,30,17.54,38036
38,37,170,58,34.12,60,35.29,30,17.65,38037
38,38,180,53,29.44,76,42.22,34,18.89,38038
38,39,151,63,41.72,54,35.76,19,12.58,38039
38,40,113,43,38.05,37,32.74,22,19.47,38040
38,41,217,67,30.88,91,41.94,37,17.05,38041
38,42,187,55,29.41,79,42.25,39,20.86,38042
38,43,163,50,30.67,56,34.36,39,23.93,38043
38,44,166,60,36.14,57,34.34,39,23.49,38044
38,45,168,67,39.88,57,33.93,26,15.48,38045
38,46,129,37,28.68,44,34.11,32,24.81,38046
38,47,155,53,34.19,54,34.84,32,20.65,38047
38,48,155,44,28.39,58,37.42,36,23.23,38048
38,49,140,56,40.0,46,32.86,28,20.0,38049
38,50,160,54,33.75,52,32.5,41,25.63,38050
38,51,114,39,34.21,42,36.84,26,22.81,38051
38,52,167,52,31.14,71,42.51,25,14.97,38052
38,53,45,19,42.22,11,24.44,11,24.44,38053
39,1,155,38,24.52,65,41.94,40,25.81,39001
39,2,213,66,30.99,73,34.27,45,21.13,39002
39,3,162,41,25.31,74,45.68,22,13.58,39003
39,4,113,31,27.43,48,42.48,26,23.01,39004
39,5,130,48,36.92,50,38.46,28,21.54,39005
39,6,140,50,35.71,50,35.71,27,19.29,39006
39,7,122,34,27.87,66,54.1,16,13.11,39007
39,8,186,46,24.73,89,47.85,36,19.35,39008
39,9,190,47,24.74,89,46.84,36,18.95,39009
39,10,143,51,35.66,69,48.25,18,12.59,39010
39,11,201,58,28.86,91,45.27,32,15.92,39011
39,12,158,56,35.44,65,41.14,27,17.09,39012
39,13,105,30,28.57,47,44.76,19,18.1,39013
39,14,150,40,26.67,65,43.33,33,22.0,39014
39,15,141,37,26.24,49,34.75,33,23.4,39015
39,16,118,33,27.97,50,42.37,19,16.1,39016
39,17,136,42,30.88,60,44.12,24,17.65,39017
39,18,153,33,21.57,83,54.25,26,16.99,39018
39,19,128,40,31.25,43,33.59,32,25.0,39019
39,20,130,33,25.38,64,49.23,20,15.38,39020
39,21,128,53,41.41,51,39.84,18,14.06,39021
39,22,151,34,22.52,89,58.94,21,13.91,39022
39,23,112,34,30.36,49,43.75,18,16.07,39023
39,24,176,63,35.8,77,43.75,27,15.34,39024
39,25,154,50,32.47,69,44.81,20,12.99,39025
39,26,163,40,24.54,80,49.08,23,14.11,39026
39,27,182,52,28.57,83,45.6,28,15.38,39027
39,28,188,64,34.04,79,42.02,29,15.43,39028
39,29,174,57,32.76,80,45.98,27,15.52,39029
39,30,103,35,33.98,39,37.86,21,20.39,39030
39,31,107,35,32.71,43,40.19,19,17.76,39031
39,32,100,31,31.0,38,38.0,19,19.0,39032
39,33,172,60,34.88,75,43.6,27,15.7,39033
39,34,184,65,35.33,55,29.89,49,26.63,39034
39,35,170,46,27.06,86,50.59,23,13.53,39035
39,36,170,41,24.12,91,53.53,22,12.94,39036
39,37,248,64,25.81,105,42.34,49,19.76,39037
39,38,171,34,19.88,84,49.12,36,21.05,39038
39,39,76,25,32.89,31,40.79,12,15.79,39039
39,40,109,36,33.03,48,44.04,17,15.6,39040
39,41,67,18,26.87,39,58.21,10,14.93,39041
39,42,138,31,22.46,65,47.1,30,21.74,39042
39,43,157,45,28.66,75,47.77,25,15.92,39043
39,44,217,47,21.66,109,50.23,40,18.43,39044
39,45,96,31,32.29,42,43.75,16,16.67,39045
39,46,150,42,28.0,55,36.67,35,23.33,39046
39,47,77,25,32.47,27,35.06,19,24.68,39047
40,1,104,34,32.69,46,44.23,17,16.35,40001
40,2,117,41,35.04,49,41.88,16,13.68,40002
40,3,164,56,34.15,75,45.73,25,15.24,40003
40,4,155,38,24.52,91,58.71,22,14.19,40004
40,5,151,50,33.11,71,47.02,21,13.91,40005
40,6,173,57,32.95,87,50.29,18,10.4,40006
40,7,175,53,30.29,81,46.29,32,18.29,40007
40,8,36,8,22.22,20,55.56,3,8.33,40008
40,9,136,52,38.24,49,36.03,23,16.91,40009
40,10,157,50,31.85,69,43.95,24,15.29,40010
40,11,162,45,27.78,73,45.06,33,20.37,40011
40,12,130,32,24.62,64,49.23,22,16.92,40012
40,13,186,60,32.26,100,53.76,18,9.68,40013
40,14,143,39,27.27,67,46.85,27,18.88,40014
40,15,169,51,30.18,77,45.56,27,15.98,40015
40,16,139,41,29.5,72,51.8,16,11.51,40016
40,17,74,22,29.73,36,48.65,13,17.57,40017
40,18,156,41,26.28,82,52.56,26,16.67,40018
40,19,112,30,26.79,53,47.32,19,16.96,40019
40,20,133,35,26.32,73,54.89,18,13.53,40020
40,21,162,53,32.72,71,43.83,27,16.67,40021
40,22,91,22,24.18,52,57.14,12,13.19,40022
40,23,202,61,30.2,98,48.51,31,15.35,40023
40,24,91,31,34.07,35,38.46,19,20.88,40024
40,25,134,32,23.88,66,49.25,22,16.42,40025
40,26,173,50,28.9,89,51.45,23,13.29,40026
40,27,120,33,27.5,59,49.17,17,14.17,40027
40,28,197,63,31.98,97,49.24,25,12.69,40028
40,29,178,41,23.03,92,51.69,28,15.73,40029
40,30,181,32,17.68,114,62.98,24,13.26,40030
40,31,136,22,16.18,82,60.29,22,16.18,40031
40,32,87,23,26.44,45,51.72,13,14.94,40032
40,33,164,51,31.1,72,43.9,30,18.29,40033
40,34,109,26,23.85,48,44.04,24,22.02,40034
40,35,154,45,29.22,70,45.45,23,14.94,40035
40,36,150,45,30.0,72,48.0,25,16.67,40036
40,37,118,35,29.66,59,50.0,21,17.8,40037
40,38,98,37,37.76,38,38.78,15,15.31,40038
40,39,122,39,31.97,60,49.18,18,14.75,40039
40,40,103,42,40.78,39,37.86,13,12.62,40040
40,41,197,43,21.83,121,61.42,22,11.17,40041
40,42,183,59,32.24,88,48.09,23,12.57,40042
40,43,170,50,29.41,88,51.76,21,12.35,40043
40,44,125,47,37.6,47,37.6,23,18.4,40044
40,45,238,70,29.41,111,46.64,41,17.23,40045
40,46,199,57,28.64,92,46.23,40,20.1,40046
40,47,154,43,27.92,93,60.39,14,9.09,40047
40,48,107,33,30.84,50,46.73,16,14.95,40048
40,49,96,36,37.5,40,41.67,14,14.58,40049
41,1,206,57,27.67,54,26.21,47,22.82,41001
41,2,232,58,25.0,70,30.17,57,24.57,41002
41,3,191,60,31.41,61,31.94,48,25.13,41003
41,4,214,57,26.64,56,26.17,70,32.71,41004
41,5,226,69,30.53,65,28.76,62,27.43,41005
41,6,191,49,25.65,60,31.41,43,22.51,41006
41,7,231,67,29.0,74,32.03,65,28.14,41007
