ward,precinct,total,Jill Rose Quinn,Jill Rose Quinn Percent,James Samuel Worley,James Samuel Worley Percent,Wendelin ''Wendi'' DeLoach,Wendelin ''Wendi'' DeLoach Percent,precinct_id
25,32,182,102,56.04,39,21.43,41,22.53,25032
26,1,187,142,75.94,15,8.02,30,16.04,26001
26,2,147,95,64.63,17,11.56,35,23.81,26002
26,3,196,151,77.04,15,7.65,30,15.31,26003
26,4,110,65,59.09,23,20.91,22,20.0,26004
26,5,196,138,70.41,21,10.71,37,18.88,26005
26,6,165,112,67.88,25,15.15,28,16.97,26006
26,7,202,151,74.75,20,9.9,31,15.35,26007
26,8,96,56,58.33,21,21.88,19,19.79,26008
26,9,148,95,64.19,29,19.59,24,16.22,26009
26,10,152,105,69.08,18,11.84,29,19.08,26010
26,11,175,119,68.0,23,13.14,33,18.86,26011
26,12,194,108,55.67,28,14.43,58,29.9,26012
26,13,93,59,63.44,19,20.43,15,16.13,26013
26,14,137,89,64.96,25,18.25,23,16.79,26014
26,15,94,50,53.19,23,24.47,21,22.34,26015
26,16,67,37,55.22,15,22.39,15,22.39,26016
26,17,143,102,71.33,16,11.19,25,17.48,26017
26,18,79,47,59.49,13,16.46,19,24.05,26018
26,19,104,57,54.81,27,25.96,20,19.23,26019
26,20,159,105,66.04,24,15.09,30,18.87,26020
26,21,205,137,66.83,38,18.54,30,14.63,26021
26,22,83,54,65.06,10,12.05,19,22.89,26022
26,23,141,94,66.67,24,17.02,23,16.31,26023
26,24,98,67,68.37,14,14.29,17,17.35,26024
26,25,125,92,73.6,10,8.0,23,18.4,26025
26,26,101,68,67.33,10,9.9,23,22.77,26026
26,27,166,116,69.88,22,13.25,28,16.87,26027
26,28,225,176,78.22,23,10.22,26,11.56,26028
26,29,76,44,57.89,10,13.16,22,28.95,26029
26,30,135,93,68.89,16,11.85,26,19.26,26030
26,31,78,40,51.28,9,11.54,29,37.18,26031
26,32,182,125,68.68,27,14.84,30,16.48,26032
26,33,201,145,72.14,16,7.96,40,19.9,26033
26,34,154,115,74.68,17,11.04,22,14.29,26034
26,35,147,103,70.07,22,14.97,22,14.97,26035
26,36,160,113,70.63,22,13.75,25,15.63,26036
26,37,175,120,68.57,22,12.57,33,18.86,26037
26,38,65,39,60.0,15,23.08,11,16.92,26038
26,39,184,128,69.57,16,8.7,40,21.74,26039
26,40,139,98,70.5,19,13.67,22,15.83,26040
26,41,185,120,64.86,27,14.59,38,20.54,26041
26,42,129,85,65.89,14,10.85,30,23.26,26042
26,43,96,55,57.29,14,14.58,27,28.13,26043
26,44,61,38,62.3,13,21.31,10,16.39,26044
26,45,72,43,59.72,18,25.0,11,15.28,26045
26,46,113,82,72.57,14,12.39,17,15.04,26046
26,47,97,56,57.73,23,23.71,18,18.56,26047
26,48,175,127,72.57,19,10.86,29,16.57,26048
26,49,82,50,60.98,15,18.29,17,20.73,26049
27,1,261,203,77.78,30,11.49,28,10.73,27001
27,2,170,119,70.0,31,18.24,20,11.76,27002
27,3,99,60,60.61,17,17.17,22,22.22,27003
27,4,111,69,62.16,24,21.62,18,16.22,27004
27,5,157,101,64.33,34,21.66,22,14.01,27005
27,6,199,137,68.84,39,19.6,23,11.56,27006
27,7,266,195,73.31,29,10.9,42,15.79,27007
27,8,148,79,53.38,43,29.05,26,17.57,27008
27,9,85,66,77.65,12,14.12,7,8.24,27009
27,10,203,126,62.07,50,24.63,27,13.3,27010
27,11,151,116,76.82,17,11.26,18,11.92,27011
27,12,132,106,80.3,12,9.09,14,10.61,27012
27,13,312,213,68.27,51,16.35,48,15.38,27013
27,14,83,41,49.4,31,37.35,11,13.25,27014
27,15,108,50,46.3,38,35.19,20,18.52,27015
27,16,160,123,76.88,17,10.63,20,12.5,27016
27,17,189,102,53.97,45,23.81,42,22.22,27017
27,18,147,97,65.99,30,20.41,20,13.61,27018
27,19,89,52,58.43,20,22.47,17,19.1,27019
27,20,119,73,61.34,35,29.41,11,9.24,27020
27,21,167,128,76.65,18,10.78,21,12.57,27021
27,22,104,66,63.46,21,20.19,17,16.35,27022
27,23,148,89,60.14,32,21.62,27,18.24,27023
27,24,113,64,56.64,29,25.66,20,17.7,27024
27,25,190,126,66.32,35,18.42,29,15.26,27025
27,26,141,71,50.35,33,23.4,37,26.24,27026
27,27,225,139,61.78,43,19.11,43,19.11,27027
27,28,155,102,65.81,24,15.48,29,18.71,27028
27,29,118,84,71.19,17,14.41,17,14.41,27029
27,30,103,64,62.14,25,24.27,14,13.59,27030
27,31,153,109,71.24,27,17.65,17,11.11,27031
27,32,192,120,62.5,39,20.31,33,17.19,27032
27,33,203,136,67.0,31,15.27,36,17.73,27033
27,34,122,73,59.84,25,20.49,24,19.67,27034
27,35,222,170,76.58,21,9.46,31,13.96,27035
27,36,157,116,73.89,19,12.1,22,14.01,27036
27,37,168,111,66.07,31,18.45,26,15.48,27037
27,38,246,164,66.67,45,18.29,37,15.04,27038
27,39,165,96,58.18,38,23.03,31,18.79,27039
27,40,217,144,66.36,39,17.97,34,15.67,27040
27,41,178,104,58.43,48,26.97,26,14.61,27041
27,42,126,87,69.05,19,15.08,20,15.87,27042
27,43,133,76,57.14,35,26.32,22,16.54,27043
27,44,130,86,66.15,27,20.77,17,13.08,27044
27,45,342,264,77.19,31,9.06,47,13.74,27045
27,46,133,103,77.44,14,10.53,16,12.03,27046
27,47,140,84,60.0,36,25.71,20,14.29,27047
27,48,281,199,70.82,49,17.44,33,11.74,27048
27,49,149,75,50.34,45,30.2,29,19.46,27049
27,50,187,97,51.87,51,27.27,39,20.86,27050
28,1,97,62,63.92,21,21.65,14,14.43,28001
28,2,146,78,53.42,44,30.14,24,16.44,28002
28,3,126,81,64.29,27,21.43,18,14.29,28003
28,4,114,79,69.3,10,8.77,25,21.93,28004
28,5,122,74,60.66,22,18.03,26,21.31,28005
28,6,76,52,68.42,15,19.74,9,11.84,28006
28,7,141,78,55.32,43,30.5,20,14.18,28007
28,8,125,91,72.8,10,8.0,24,19.2,28008
28,9,141,82,58.16,34,24.11,25,17.73,28009
28,10,189,137,72.49,25,13.23,27,14.29,28010
28,11,349,214,61.32,66,18.91,69,19.77,28011
28,12,140,81,57.86,33,23.57,26,18.57,28012
28,13,175,105,60.0,50,28.57,20,11.43,28013
28,14,135,90,66.67,27,20.0,18,13.33,28014
28,15,33,18,54.55,8,24.24,7,21.21,28015
28,16,81,49,60.49,16,19.75,16,19.75,28016
28,17,124,84,67.74,25,20.16,15,12.1,28017
28,18,138,78,56.52,42,30.43,18,13.04,28018
28,19,132,100,75.76,15,11.36,17,12.88,28019
28,20,127,81,63.78,28,22.05,18,14.17,28020
28,21,143,82,57.34,34,23.78,27,18.88,28021
28,22,176,111,63.07,40,22.73,25,14.2,28022
28,23,200,125,62.5,35,17.5,40,20.0,28023
28,24,126,65,51.59,41,32.54,20,15.87,28024
28,25,225,143,63.56,53,23.56,29,12.89,28025
28,26,140,82,58.57,39,27.86,19,13.57,28026
28,27,171,126,73.68,21,12.28,24,14.04,28027
28,28,205,162,79.02,21,10.24,22,10.73,28028
28,29,73,45,61.64,16,21.92,12,16.44,28029
28,30,28,12,42.86,10,35.71,6,21.43,28030
28,31,210,121,57.62,61,29.05,28,13.33,28031
28,32,140,72,51.43,41,29.29,27,19.29,28032
28,33,167,97,58.08,43,25.75,27,16.17,28033
28,34,238,137,57.56,68,28.57,33,13.87,28034
28,35,139,79,56.83,36,25.9,24,17.27,28035
28,36,84,56,66.67,19,22.62,9,10.71,28036
28,37,183,114,62.3,43,23.5,26,14.21,28037
28,38,52,28,53.85,14,26.92,10,19.23,28038
28,39,99,63,63.64,17,17.17,19,19.19,28039
28,40,214,145,67.76,38,17.76,31,14.49,28040
28,41,110,65,59.09,28,25.45,17,15.45,28041
28,42,136,82,60.29,39,28.68,15,11.03,28042
28,43,168,93,55.36,43,25.6,32,19.05,28043
28,44,119,72,60.5,28,23.53,19,15.97,28044
28,45,151,108,71.52,19,12.58,24,15.89,28045
28,46,290,192,66.21,38,13.1,60,20.69,28046
29,1,262,175,66.79,53,20.23,34,12.98,29001
29,2,244,126,51.64,67,27.46,51,20.9,29002
29,3,213,114,53.52,57,26.76,42,19.72,29003
29,4,243,124,51.03,57,23.46,62,25.51,29004
29,5,129,71,55.04,31,24.03,27,20.93,29005
29,6,127,65,51.18,37,29.13,25,19.69,29006
29,7,210,129,61.43,46,21.9,35,16.67,29007
29,8,158,80,50.63,35,22.15,43,27.22,29008
29,9,235,152,64.68,56,23.83,27,11.49,29009
29,10,272,175,64.34,48,17.65,49,18.01,29010
29,11,103,56,54.37,28,27.18,19,18.45,29011
29,12,267,140,52.43,61,22.85,66,24.72,29012
29,13,186,95,51.08,50,26.88,41,22.04,29013
29,14,190,99,52.11,61,32.11,30,15.79,29014
29,15,245,137,55.92,52,21.22,56,22.86,29015
29,16,188,92,48.94,41,21.81,55,29.26,29016
29,17,206,121,58.74,44,21.36,41,19.9,29017
29,18,177,102,57.63,50,28.25,25,14.12,29018
29,19,211,106,50.24,56,26.54,49,23.22,29019
29,20,199,116,58.29,55,27.64,28,14.07,29020
29,21,213,109,51.17,60,28.17,44,20.66,29021
29,22,171,90,52.63,48,28.07,33,19.3,29022
29,23,223,134,60.09,51,22.87,38,17.04,29023
29,24,170,93,54.71,47,27.65,30,17.65,29024
29,25,252,138,54.76,69,27.38,45,17.86,29025
29,26,185,110,59.46,43,23.24,32,17.3,29026
29,27,175,92,52.57,51,29.14,32,18.29,29027
29,28,250,153,61.2,61,24.4,36,14.4,29028
29,29,167,98,58.68,35,20.96,34,20.36,29029
29,30,210,126,60.0,47,22.38,37,17.62,29030
29,31,123,77,62.6,29,23.58,17,13.82,29031
29,32,151,99,65.56,28,18.54,24,15.89,29032
29,33,135,66,48.89,37,27.41,32,23.7,29033
29,34,152,81,53.29,36,23.68,35,23.03,29034
29,35,141,67,47.52,42,29.79,32,22.7,29035
29,36,194,97,50.0,59,30.41,38,19.59,29036
29,37,205,90,43.9,62,30.24,53,25.85,29037
29,38,202,126,62.38,34,16.83,42,20.79,29038
29,39,130,90,69.23,19,14.62,21,16.15,29039
29,40,253,126,49.8,65,25.69,62,24.51,29040
29,41,163,82,50.31,47,28.83,34,20.86,29041
29,42,231,131,56.71,69,29.87,31,13.42,29042
29,43,257,171,66.54,51,19.84,35,13.62,29043
29,44,250,145,58.0,63,25.2,42,16.8,29044
30,1,232,153,65.95,39,16.81,40,17.24,30001
30,2,177,112,63.28,42,23.73,23,12.99,30002
30,3,186,133,71.51,25,13.44,28,15.05,30003
30,4,177,112,63.28,29,16.38,36,20.34,30004
30,5,145,89,61.38,32,22.07,24,16.55,30005
30,6,181,116,64.09,38,20.99,27,14.92,30006
30,7,228,175,76.75,21,9.21,32,14.04,30007
30,8,275,196,71.27,27,9.82,52,18.91,30008
30,9,155,99,63.87,33,21.29,23,14.84,30009
30,10,196,119,60.71,44,22.45,33,16.84,30010
30,11,182,111,60.99,38,20.88,33,18.13,30011
30,12,157,97,61.78,33,21.02,27,17.2,30012
30,13,172,105,61.05,28,16.28,39,22.67,30013
30,14,142,94,66.2,26,18.31,22,15.49,30014
30,15,252,195,77.38,29,11.51,28,11.11,30015
30,16,89,48,53.93,13,14.61,28,31.46,30016
30,17,159,120,75.47,16,10.06,23,14.47,30017
30,18,272,193,70.96,32,11.76,47,17.28,30018
30,19,190,110,57.89,42,22.11,38,20.0,30019
30,20,210,137,65.24,30,14.29,43,20.48,30020
30,21,139,96,69.06,26,18.71,17,12.23,30021
30,22,300,220,73.33,43,14.33,37,12.33,30022
30,23,227,148,65.2,33,14.54,46,20.26,30023
30,24,301,209,69.44,31,10.3,61,20.27,30024
30,25,283,201,71.02,33,11.66,49,17.31,30025
30,26,114,73,64.04,26,22.81,15,13.16,30026
30,27,134,79,58.96,25,18.66,30,22.39,30027
30,28,234,164,70.09,32,13.68,38,16.24,30028
30,29,109,56,51.38,28,25.69,25,22.94,30029
30,30,79,50,63.29,13,16.46,16,20.25,30030
30,31,122,80,65.57,21,17.21,21,17.21,30031
30,32,179,135,75.42,20,11.17,24,13.41,30032
31,1,98,54,55.1,18,18.37,26,26.53,31001
31,2,96,44,45.83,24,25.0,28,29.17,31002
31,3,128,76,59.38,27,21.09,25,19.53,31003
31,4,148,109,73.65,9,6.08,30,20.27,31004
31,5,145,89,61.38,19,13.1,37,25.52,31005
31,6,78,46,58.97,15,19.23,17,21.79,31006
31,7,245,174,71.02,29,11.84,42,17.14,31007
31,8,110,73,66.36,20,18.18,17,15.45,31008
31,9,124,81,65.32,19,15.32,24,19.35,31009
31,10,167,105,62.87,30,17.96,32,19.16,31010
31,11,102,67,65.69,16,15.69,19,18.63,31011
31,12,97,54,55.67,23,23.71,20,20.62,31012
31,13,137,87,63.5,20,14.6,30,21.9,31013
31,14,114,67,58.77,24,21.05,23,20.18,31014
31,15,126,69,54.76,24,19.05,33,26.19,31015
31,16,221,165,74.66,23,10.41,33,14.93,31016
31,17,98,56,57.14,19,19.39,23,23.47,31017
31,18,112,72,64.29,19,16.96,21,18.75,31018
31,19,123,73,59.35,28,22.76,22,17.89,31019
31,20,100,55,55.0,19,19.0,26,26.0,31020
31,21,99,67,67.68,16,16.16,16,16.16,31021
31,22,101,60,59.41,21,20.79,20,19.8,31022
31,23,132,93,70.45,24,18.18,15,11.36,31023
31,24,143,83,58.04,32,22.38,28,19.58,31024
31,25,122,75,61.48,27,22.13,20,16.39,31025
31,26,145,84,57.93,32,22.07,29,20.0,31026
31,27,117,71,60.68,27,23.08,19,16.24,31027
31,28,85,50,58.82,22,25.88,13,15.29,31028
31,29,94,63,67.02,13,13.83,18,19.15,31029
31,30,96,57,59.38,17,17.71,22,22.92,31030
31,31,92,60,65.22,19,20.65,13,14.13,31031
31,32,87,48,55.17,24,27.59,15,17.24,31032
31,33,116,67,57.76,25,21.55,24,20.69,31033
31,34,142,97,68.31,20,14.08,25,17.61,31034
31,35,152,77,50.66,37,24.34,38,25.0,31035
31,36,111,69,62.16,20,18.02,22,19.82,31036
31,37,133,79,59.4,27,20.3,27,20.3,31037
31,38,91,47,51.65,19,20.88,25,27.47,31038
31,39,153,112,73.2,18,11.76,23,15.03,31039
31,40,149,100,67.11,21,14.09,28,18.79,31040
31,41,99,60,60.61,14,14.14,25,25.25,31041
32,1,291,210,72.16,38,13.06,43,14.78,32001
32,2,240,190,79.17,20,8.33,30,12.5,32002
32,3,324,243,75.0,29,8.95,52,16.05,32003
32,4,226,183,80.97,20,8.85,23,10.18,32004
32,5,237,177,74.68,23,9.7,37,15.61,32005
32,6,247,199,80.57,24,9.72,24,9.72,32006
32,7,237,169,71.31,32,13.5,36,15.19,32007
32,8,246,202,82.11,20,8.13,24,9.76,32008
32,9,221,166,75.11,22,9.95,33,14.93,32009
32,10,228,183,80.26,17,7.46,28,12.28,32010
32,11,249,202,81.12,16,6.43,31,12.45,32011
32,12,197,154,78.17,14,7.11,29,14.72,32012
32,13,219,165,75.34,24,10.96,30,13.7,32013
32,14,286,215,75.17,22,7.69,49,17.13,32014
32,15,225,178,79.11,22,9.78,25,11.11,32015
32,16,240,180,75.0,26,10.83,34,14.17,32016
32,17,307,245,79.8,22,7.17,40,13.03,32017
32,18,189,145,76.72,24,12.7,20,10.58,32018
32,19,213,173,81.22,14,6.57,26,12.21,32019
32,20,299,247,82.61,18,6.02,34,11.37,32020
32,21,269,227,84.39,20,7.43,22,8.18,32021
32,22,285,224,78.6,17,5.96,44,15.44,32022
32,23,247,190,76.92,29,11.74,28,11.34,32023
32,24,136,113,83.09,10,7.35,13,9.56,32024
32,25,216,166,76.85,30,13.89,20,9.26,32025
32,26,314,246,78.34,31,9.87,37,11.78,32026
32,27,186,154,82.8,11,5.91,21,11.29,32027
32,28,301,245,81.4,18,5.98,38,12.62,32028
32,29,258,195,75.58,25,9.69,38,14.73,32029
32,30,173,135,78.03,21,12.14,17,9.83,32030
32,31,228,192,84.21,16,7.02,20,8.77,32031
32,32,262,216,82.44,21,8.02,25,9.54,32032
32,33,228,179,78.51,25,10.96,24,10.53,32033
32,34,241,199,82.57,20,8.3,22,9.13,32034
32,35,186,151,81.18,21,11.29,14,7.53,32035
32,36,219,175,79.91,17,7.76,27,12.33,32036
32,37,223,177,79.37,17,7.62,29,13.0,32037
32,38,211,155,73.46,24,11.37,32,15.17,32038
32,39,220,176,80.0,21,9.55,23,10.45,32039
32,40,242,193,79.75,23,9.5,26,10.74,32040
32,41,243,182,74.9,35,14.4,26,10.7,32041
32,42,189,144,76.19,16,8.47,29,15.34,32042
32,43,266,215,80.83,20,7.52,31,11.65,32043
33,1,320,247,77.19,39,12.19,34,10.63,33001
33,2,364,260,71.43,52,14.29,52,14.29,33002
33,3,427,306,71.66,55,12.88,66,15.46,33003
33,4,394,276,70.05,49,12.44,69,17.51,33004
33,5,233,158,67.81,36,15.45,39,16.74,33005
33,6,250,167,66.8,37,14.8,46,18.4,33006
33,7,309,208,67.31,45,14.56,56,18.12,33007
33,8,458,391,85.37,37,8.08,30,6.55,33008
33,9,287,215,74.91,33,11.5,39,13.59,33009
33,10,238,173,72.69,40,16.81,25,10.5,33010
33,11,288,202,70.14,37,12.85,49,17.01,33011
33,12,265,179,67.55,41,15.47,45,16.98,33012
33,13,274,176,64.23,49,17.88,49,17.88,33013
33,14,118,81,68.64,19,16.1,18,15.25,33014
33,15,287,201,70.03,47,16.38,39,13.59,33015
33,16,394,264,67.01,65,16.5,65,16.5,33016
33,17,275,210,76.36,31,11.27,34,12.36,33017
33,18,358,262,73.18,36,10.06,60,16.76,33018
33,19,326,229,70.25,41,12.58,56,17.18,33019
33,20,372,292,78.49,34,9.14,46,12.37,33020
33,21,300,214,71.33,38,12.67,48,16.0,33021
33,22,254,164,64.57,47,18.5,43,16.93,33022
33,23,319,243,76.18,34,10.66,42,13.17,33023
33,24,441,358,81.18,50,11.34,33,7.48,33024
33,25,354,244,68.93,53,14.97,57,16.1,33025
33,26,219,171,78.08,14,6.39,34,15.53,33026
33,27,321,227,70.72,40,12.46,54,16.82,33027
33,28,275,200,72.73,21,7.64,54,19.64,33028
34,1,243,109,44.86,66,27.16,68,27.98,34001
34,2,188,84,44.68,50,26.6,54,28.72,34002
34,3,221,112,50.68,66,29.86,43,19.46,34003
34,4,143,72,50.35,41,28.67,30,20.98,34004
34,5,198,92,46.46,53,26.77,53,26.77,34005
34,6,244,99,40.57,90,36.89,55,22.54,34006
34,7,254,116,45.67,58,22.83,80,31.5,34007
34,8,157,65,41.4,57,36.31,35,22.29,34008
34,9,119,57,47.9,29,24.37,33,27.73,34009
34,10,224,114,50.89,56,25.0,54,24.11,34010
34,11,156,74,47.44,47,30.13,35,22.44,34011
34,12,237,112,47.26,68,28.69,57,24.05,34012
34,13,228,107,46.93,61,26.75,60,26.32,34013
34,14,161,101,62.73,36,22.36,24,14.91,34014
34,15,173,90,52.02,54,31.21,29,16.76,34015
34,16,171,93,54.39,39,22.81,39,22.81,34016
34,17,272,139,51.1,75,27.57,58,21.32,34017
34,18,143,69,48.25,38,26.57,36,25.17,34018
34,19,205,96,46.83,52,25.37,57,27.8,34019
34,20,274,133,48.54,86,31.39,55,20.07,34020
34,21,274,138,50.36,61,22.26,75,27.37,34021
34,22,201,112,55.72,50,24.88,39,19.4,34022
34,23,180,93,51.67,55,30.56,32,17.78,34023
34,24,181,81,44.75,68,37.57,32,17.68,34024
34,25,333,188,56.46,82,24.62,63,18.92,34025
34,26,250,131,52.4,70,28.0,49,19.6,34026
34,27,158,74,46.84,54,34.18,30,18.99,34027
34,28,107,40,37.38,42,39.25,25,23.36,34028
34,29,180,83,46.11,47,26.11,50,27.78,34029
34,30,213,101,47.42,57,26.76,55,25.82,34030
34,31,134,69,51.49,41,30.6,24,17.91,34031
34,32,196,93,47.45,57,29.08,46,23.47,34032
34,33,141,69,48.94,41,29.08,31,21.99,34033
34,34,264,149,56.44,70,26.52,45,17.05,34034
34,35,245,112,45.71,73,29.8,60,24.49,34035
34,36,190,85,44.74,55,28.95,50,26.32,34036
34,37,107,51,47.66,37,34.58,19,17.76,34037
34,38,81,42,51.85,24,29.63,15,18.52,34038
34,39,135,53,39.26,54,40.0,28,20.74,34039
34,40,225,104,46.22,67,29.78,54,24.0,34040
34,41,134,63,47.01,40,29.85,31,23.13,34041
34,42,231,109,47.19,75,32.47,47,20.35,34042
34,43,210,95,45.24,64,30.48,51,24.29,34043
34,44,216,114,52.78,67,31.02,35,16.2,34044
34,45,186,86,46.24,58,31.18,42,22.58,34045
34,46,160,91,56.88,37,23.13,32,20.0,34046
34,47,225,111,49.33,59,26.22,55,24.44,34047
34,48,251,129,51.39,64,25.5,58,23.11,34048
34,49,207,107,51.69,60,28.99,40,19.32,34049
34,50,155,72,46.45,46,29.68,37,23.87,34050
34,51,256,117,45.7,74,28.91,65,25.39,34051
34,52,173,87,50.29,43,24.86,43,24.86,34052
34,53,117,64,54.7,24,20.51,29,24.79,34053
35,1,258,197,76.36,28,10.85,33,12.79,35001
35,2,270,206,76.3,26,9.63,38,14.07,35002
35,3,214,150,70.09,20,9.35,44,20.56,35003
35,4,243,175,72.02,34,13.99,34,13.99,35004
35,5,197,147,74.62,20,10.15,30,15.23,35005
35,6,245,183,74.69,32,13.06,30,12.24,35006
35,7,263,208,79.09,22,8.37,33,12.55,35007
35,8,235,165,70.21,29,12.34,41,17.45,35008
35,9,188,127,67.55,26,13.83,35,18.62,35009
35,10,338,249,73.67,28,8.28,61,18.05,35010
35,11,269,196,72.86,28,10.41,45,16.73,35011
35,12,144,93,64.58,18,12.5,33,22.92,35012
35,13,142,85,59.86,33,23.24,24,16.9,35013
35,14,183,115,62.84,25,13.66,43,23.5,35014
35,15,300,221,73.67,31,10.33,48,16.0,35015
35,16,130,71,54.62,27,20.77,32,24.62,35016
35,17,225,172,76.44,17,7.56,36,16.0,35017
35,18,170,101,59.41,38,22.35,31,18.24,35018
35,19,145,89,61.38,31,21.38,25,17.24,35019
35,20,211,148,70.14,25,11.85,38,18.01,35020
35,21,230,145,63.04,35,15.22,50,21.74,35021
35,22,281,196,69.75,40,14.23,45,16.01,35022
35,23,250,189,75.6,24,9.6,37,14.8,35023
35,24,210,139,66.19,42,20.0,29,13.81,35024
35,25,198,160,80.81,14,7.07,24,12.12,35025
35,26,202,132,65.35,26,12.87,44,21.78,35026
35,27,227,155,68.28,37,16.3,35,15.42,35027
35,28,239,168,70.29,30,12.55,41,17.15,35028
35,29,191,125,65.45,32,16.75,34,17.8,35029
35,30,196,129,65.82,38,19.39,29,14.8,35030
35,31,207,154,74.4,21,10.14,32,15.46,35031
36,1,165,100,60.61,30,18.18,35,21.21,36001
36,2,201,98,48.76,50,24.88,53,26.37,36002
36,3,147,86,58.5,32,21.77,29,19.73,36003
36,4,152,92,60.53,28,18.42,32,21.05,36004
36,5,110,69,62.73,22,20.0,19,17.27,36005
36,6,132,78,59.09,23,17.42,31,23.48,36006
36,7,198,133,67.17,38,19.19,27,13.64,36007
36,8,134,83,61.94,23,17.16,28,20.9,36008
36,9,156,90,57.69,36,23.08,30,19.23,36009
36,10,205,104,50.73,48,23.41,53,25.85,36010
36,11,109,61,55.96,29,26.61,19,17.43,36011
36,12,93,64,68.82,17,18.28,12,12.9,36012
36,13,109,61,55.96,28,25.69,20,18.35,36013
36,14,168,110,65.48,30,17.86,28,16.67,36014
36,15,186,128,68.82,28,15.05,30,16.13,36015
36,16,158,114,72.15,23,14.56,21,13.29,36016
36,17,207,140,67.63,38,18.36,29,14.01,36017
36,18,173,123,71.1,27,15.61,23,13.29,36018
36,19,228,136,59.65,44,19.3,48,21.05,36019
36,20,172,101,58.72,27,15.7,44,25.58,36020
36,21,147,72,48.98,40,27.21,35,23.81,36021
36,22,130,83,63.85,32,24.62,15,11.54,36022
36,23,125,63,50.4,31,24.8,31,24.8,36023
36,24,194,108,55.67,39,20.1,47,24.23,36024
36,25,166,90,54.22,32,19.28,44,26.51,36025
36,26,148,98,66.22,25,16.89,25,16.89,36026
36,27,148,95,64.19,28,18.92,25,16.89,36027
36,28,156,98,62.82,31,19.87,27,17.31,36028
36,29,197,115,58.38,40,20.3,42,21.32,36029
36,30,162,98,60.49,33,20.37,31,19.14,36030
37,1,145,60,41.38,59,40.69,26,17.93,37001
37,2,113,61,53.98,35,30.97,17,15.04,37002
37,3,112,53,47.32,32,28.57,27,24.11,37003
37,4,115,56,48.7,30,26.09,29,25.22,37004
37,5,184,86,46.74,50,27.17,48,26.09,37005
37,6,178,102,57.3,49,27.53,27,15.17,37006
37,7,112,62,55.36,22,19.64,28,25.0,37007
37,8,92,44,47.83,20,21.74,28,30.43,37008
37,9,171,93,54.39,48,28.07,30,17.54,37009
37,10,203,113,55.67,48,23.65,42,20.69,37010
37,11,87,55,63.22,22,25.29,10,11.49,37011
37,12,133,78,58.65,33,24.81,22,16.54,37012
37,13,134,69,51.49,36,26.87,29,21.64,37013
37,14,176,91,51.7,39,22.16,46,26.14,37014
37,15,191,108,56.54,37,19.37,46,24.08,37015
37,16,174,88,50.57,47,27.01,39,22.41,37016
37,17,113,63,55.75,32,28.32,18,15.93,37017
37,18,165,77,46.67,56,33.94,32,19.39,37018
37,19,123,60,48.78,28,22.76,35,28.46,37019
37,20,123,61,49.59,38,30.89,24,19.51,37020
37,21,118,69,58.47,32,27.12,17,14.41,37021
37,22,137,90,65.69,28,20.44,19,13.87,37022
37,23,174,90,51.72,54,31.03,30,17.24,37023
37,24,167,84,50.3,39,23.35,44,26.35,37024
37,25,158,82,51.9,37,23.42,39,24.68,37025
37,26,204,96,47.06,51,25.0,57,27.94,37026
37,27,149,68,45.64,40,26.85,41,27.52,37027
37,28,151,88,58.28,39,25.83,24,15.89,37028
37,29,149,74,49.66,37,24.83,38,25.5,37029
37,30,160,85,53.13,44,27.5,31,19.38,37030
37,31,172,90,52.33,46,26.74,36,20.93,37031
37,32,143,66,46.15,35,24.48,42,29.37,37032
37,33,192,90,46.88,59,30.73,43,22.4,37033
37,34,167,109,65.27,41,24.55,17,10.18,37034
37,35,215,113,52.56,62,28.84,40,18.6,37035
37,36,138,68,49.28,50,36.23,20,14.49,37036
37,37,182,92,50.55,56,30.77,34,18.68,37037
37,38,190,94,49.47,59,31.05,37,19.47,37038
37,39,141,65,46.1,45,31.91,31,21.99,37039
37,40,195,93,47.69,51,26.15,51,26.15,37040
37,41,156,91,58.33,25,16.03,40,25.64,37041
38,1,171,117,68.42,30,17.54,24,14.04,38001
38,2,143,89,62.24,29,20.28,25,17.48,38002
38,3,148,84,56.76,40,27.03,24,16.22,38003
38,4,178,121,67.98,33,18.54,24,13.48,38004
38,5,153,92,60.13,39,25.49,22,14.38,38005
38,6,117,69,58.97,29,24.79,19,16.24,38006
38,7,138,92,66.67,31,22.46,15,10.87,38007
38,8,160,107,66.88,33,20.63,20,12.5,38008
38,9,178,130,73.03,29,16.29,19,10.67,38009
38,10,141,88,62.41,26,18.44,27,19.15,38010
38,11,153,110,71.9,27,17.65,16,10.46,38011
38,12,154,96,62.34,42,27.27,16,10.39,38012
38,13,191,121,63.35,38,19.9,32,16.75,38013
38,14,182,123,67.58,28,15.38,31,17.03,38014
38,15,169,111,65.68,28,16.57,30,17.75,38015
38,16,166,105,63.25,35,21.08,26,15.66,38016
38,17,186,102,54.84,51,27.42,33,17.74,38017
38,18,192,141,73.44,31,16.15,20,10.42,38018
38,19,205,120,58.54,55,26.83,30,14.63,38019
38,20,149,104,69.8,26,17.45,19,12.75,38020
38,21,170,120,70.59,27,15.88,23,13.53,38021
38,22,191,144,75.39,26,13.61,21,10.99,38022
38,23,213,150,70.42,37,17.37,26,12.21,38023
38,24,190,131,68.95,39,20.53,20,10.53,38024
38,25,156,114,73.08,22,14.1,20,12.82,38025
