ward,precinct,total,John Griffin,John Griffin Percent,Sharon O. Johnson,Sharon O. Johnson Percent,precinct_id
3,28,184,79,42.93,105,57.07,03028
3,29,262,87,33.21,175,66.79,03029
3,30,243,94,38.68,149,61.32,03030
3,31,321,110,34.27,211,65.73,03031
3,32,311,150,48.23,161,51.77,03032
3,33,308,135,43.83,173,56.17,03033
3,34,313,145,46.33,168,53.67,03034
3,35,130,52,40.0,78,60.0,03035
3,36,121,54,44.63,67,55.37,03036
3,37,241,95,39.42,146,60.58,03037
3,38,222,94,42.34,128,57.66,03038
3,39,342,168,49.12,174,50.88,03039
3,40,217,109,50.23,108,49.77,03040
3,41,220,98,44.55,122,55.45,03041
4,1,397,171,43.07,226,56.93,04001
4,2,320,157,49.06,163,50.94,04002
4,3,228,96,42.11,132,57.89,04003
4,4,376,133,35.37,243,64.63,04004
4,5,344,135,39.24,209,60.76,04005
4,6,370,140,37.84,230,62.16,04006
4,7,369,149,40.38,220,59.62,04007
4,8,323,149,46.13,174,53.87,04008
4,9,399,157,39.35,242,60.65,04009
4,10,385,138,35.84,247,64.16,04010
4,11,266,113,42.48,153,57.52,04011
4,12,340,149,43.82,191,56.18,04012
4,13,296,115,38.85,181,61.15,04013
4,14,268,95,35.45,173,64.55,04014
4,15,350,127,36.29,223,63.71,04015
4,16,403,181,44.91,222,55.09,04016
4,17,315,149,47.3,166,52.7,04017
4,18,297,128,43.1,169,56.9,04018
4,19,207,92,44.44,115,55.56,04019
4,20,268,148,55.22,120,44.78,04020
4,21,313,139,44.41,174,55.59,04021
4,22,287,138,48.08,149,51.92,04022
4,23,387,181,46.77,206,53.23,04023
4,24,281,150,53.38,131,46.62,04024
4,25,322,161,50.0,161,50.0,04025
4,26,250,118,47.2,132,52.8,04026
4,27,386,163,42.23,223,57.77,04027
4,28,266,97,36.47,169,63.53,04028
4,29,252,101,40.08,151,59.92,04029
4,30,351,153,43.59,198,56.41,04030
4,31,375,175,46.67,200,53.33,04031
4,32,321,130,40.5,191,59.5,04032
4,33,300,119,39.67,181,60.33,04033
4,34,259,102,39.38,157,60.62,04034
4,35,336,150,44.64,186,55.36,04035
4,36,353,138,39.09,215,60.91,04036
4,37,445,230,51.69,215,48.31,04037
4,38,328,148,45.12,180,54.88,04038
5,1,214,77,35.98,137,64.02,05001
5,2,195,59,30.26,136,69.74,05002
5,3,283,125,44.17,158,55.83,05003
5,4,357,121,33.89,236,66.11,05004
5,5,217,71,32.72,146,67.28,05005
5,6,215,97,45.12,118,54.88,05006
5,7,277,89,32.13,188,67.87,05007
5,8,314,178,56.69,136,43.31,05008
5,9,355,152,42.82,203,57.18,05009
5,10,205,68,33.17,137,66.83,05010
5,11,303,119,39.27,184,60.73,05011
5,12,168,56,33.33,112,66.67,05012
5,13,242,91,37.6,151,62.4,05013
5,14,252,92,36.51,160,63.49,05014
5,15,271,120,44.28,151,55.72,05015
5,16,232,81,34.91,151,65.09,05016
5,17,194,64,32.99,130,67.01,05017
5,18,276,113,40.94,163,59.06,05018
5,19,289,155,53.63,134,46.37,05019
5,20,340,156,45.88,184,54.12,05020
5,21,282,126,44.68,156,55.32,05021
5,22,362,172,47.51,190,52.49,05022
5,23,473,237,50.11,236,49.89,05023
5,24,322,140,43.48,182,56.52,05024
5,25,255,102,40.0,153,60.0,05025
5,26,255,83,32.55,172,67.45,05026
5,27,273,136,49.82,137,50.18,05027
5,28,300,111,37.0,189,63.0,05028
5,29,275,101,36.73,174,63.27,05029
5,30,174,65,37.36,109,62.64,05030
5,31,175,71,40.57,104,59.43,05031
5,32,314,128,40.76,186,59.24,05032
5,33,281,93,33.1,188,66.9,05033
5,34,330,183,55.45,147,44.55,05034
5,35,346,149,43.06,197,56.94,05035
5,36,93,36,38.71,57,61.29,05036
5,37,307,146,47.56,161,52.44,05037
5,38,212,67,31.6,145,68.4,05038
5,39,228,123,53.95,105,46.05,05039
5,40,192,67,34.9,125,65.1,05040
5,41,163,81,49.69,82,50.31,05041
6,1,269,83,30.86,186,69.14,06001
6,2,288,118,40.97,170,59.03,06002
6,3,250,104,41.6,146,58.4,06003
6,4,157,45,28.66,112,71.34,06004
6,5,133,54,40.6,79,59.4,06005
6,6,264,95,35.98,169,64.02,06006
6,7,201,74,36.82,127,63.18,06007
6,8,250,107,42.8,143,57.2,06008
6,9,181,61,33.7,120,66.3,06009
6,10,126,39,30.95,87,69.05,06010
6,11,191,62,32.46,129,67.54,06011
6,12,140,56,40.0,84,60.0,06012
6,13,178,61,34.27,117,65.73,06013
6,14,209,71,33.97,138,66.03,06014
6,15,172,56,32.56,116,67.44,06015
6,16,289,102,35.29,187,64.71,06016
6,17,134,53,39.55,81,60.45,06017
6,18,176,49,27.84,127,72.16,06018
6,19,173,59,34.1,114,65.9,06019
6,20,123,37,30.08,86,69.92,06020
6,21,98,37,37.76,61,62.24,06021
6,22,120,49,40.83,71,59.17,06022
6,23,82,29,35.37,53,64.63,06023
6,24,109,51,46.79,58,53.21,06024
6,25,106,47,44.34,59,55.66,06025
6,26,135,50,37.04,85,62.96,06026
6,27,109,42,38.53,67,61.47,06027
6,28,95,36,37.89,59,62.11,06028
6,29,234,116,49.57,118,50.43,06029
6,30,174,67,38.51,107,61.49,06030
6,31,259,111,42.86,148,57.14,06031
6,32,212,84,39.62,128,60.38,06032
6,33,211,93,44.08,118,55.92,06033
6,34,236,84,35.59,152,64.41,06034
6,35,241,91,37.76,150,62.24,06035
6,36,285,111,38.95,174,61.05,06036
6,37,275,113,41.09,162,58.91,06037
6,38,262,97,37.02,165,62.98,06038
6,39,166,75,45.18,91,54.82,06039
6,40,198,73,36.87,125,63.13,06040
6,41,240,98,40.83,142,59.17,06041
6,42,201,64,31.84,137,68.16,06042
6,43,191,77,40.31,114,59.69,06043
6,44,227,86,37.89,141,62.11,06044
6,45,262,103,39.31,159,60.69,06045
6,46,161,51,31.68,110,68.32,06046
6,47,161,54,33.54,107,66.46,06047
6,48,201,70,34.83,131,65.17,06048
7,1,197,71,36.04,126,63.96,07001
7,2,178,64,35.96,114,64.04,07002
7,3,234,89,38.03,145,61.97,07003
7,4,200,78,39.0,122,61.0,07004
7,5,191,71,37.17,120,62.83,07005
7,6,273,109,39.93,164,60.07,07006
7,7,179,72,40.22,107,59.78,07007
7,8,119,36,30.25,83,69.75,07008
7,9,352,138,39.2,214,60.8,07009
7,10,241,98,40.66,143,59.34,07010
7,11,198,59,29.8,139,70.2,07011
7,12,171,61,35.67,110,64.33,07012
7,13,125,54,43.2,71,56.8,07013
7,14,189,75,39.68,114,60.32,07014
7,15,206,80,38.83,126,61.17,07015
7,16,145,38,26.21,107,73.79,07016
7,17,178,71,39.89,107,60.11,07017
7,18,139,42,30.22,97,69.78,07018
7,19,168,66,39.29,102,60.71,07019
7,20,139,46,33.09,93,66.91,07020
7,21,129,42,32.56,87,67.44,07021
7,22,167,63,37.72,104,62.28,07022
7,23,217,96,44.24,121,55.76,07023
7,24,153,57,37.25,96,62.75,07024
7,25,151,61,40.4,90,59.6,07025
7,26,176,70,39.77,106,60.23,07026
7,27,162,63,38.89,99,61.11,07027
7,28,126,56,44.44,70,55.56,07028
7,29,171,77,45.03,94,54.97,07029
7,30,127,62,48.82,65,51.18,07030
7,31,120,51,42.5,69,57.5,07031
7,32,309,134,43.37,175,56.63,07032
7,33,305,124,40.66,181,59.34,07033
7,34,269,107,39.78,162,60.22,07034
7,35,218,86,39.45,132,60.55,07035
7,36,272,105,38.6,167,61.4,07036
7,37,208,90,43.27,118,56.73,07037
7,38,176,74,42.05,102,57.95,07038
7,39,198,61,30.81,137,69.19,07039
7,40,205,87,42.44,118,57.56,07040
7,41,197,81,41.12,116,58.88,07041
7,42,182,75,41.21,107,58.79,07042
7,43,195,76,38.97,119,61.03,07043
7,44,176,66,37.5,110,62.5,07044
7,45,171,61,35.67,110,64.33,07045
7,46,90,39,43.33,51,56.67,07046
8,1,154,54,35.06,100,64.94,08001
8,2,163,61,37.42,102,62.58,08002
8,3,298,140,46.98,158,53.02,08003
8,4,280,134,47.86,146,52.14,08004
8,5,268,116,43.28,152,56.72,08005
8,6,250,123,49.2,127,50.8,08006
8,7,265,112,42.26,153,57.74,08007
8,8,253,123,48.62,130,51.38,08008
8,9,164,66,40.24,98,59.76,08009
8,10,320,146,45.63,174,54.38,08010
8,11,136,56,41.18,80,58.82,08011
8,12,205,77,37.56,128,62.44,08012
8,13,227,82,36.12,145,63.88,08013
8,14,156,60,38.46,96,61.54,08014
8,15,204,92,45.1,112,54.9,08015
8,16,72,39,54.17,33,45.83,08016
8,17,204,95,46.57,109,53.43,08017
8,18,154,55,35.71,99,64.29,08018
8,19,287,111,38.68,176,61.32,08019
8,20,269,116,43.12,153,56.88,08020
8,21,266,109,40.98,157,59.02,08021
8,22,217,102,47.0,115,53.0,08022
8,23,173,81,46.82,92,53.18,08023
8,24,150,58,38.67,92,61.33,08024
8,25,195,67,34.36,128,65.64,08025
8,26,151,67,44.37,84,55.63,08026
8,27,268,104,38.81,164,61.19,08027
8,28,221,85,38.46,136,61.54,08028
8,29,238,104,43.7,134,56.3,08029
8,30,242,103,42.56,139,57.44,08030
8,31,164,62,37.8,102,62.2,08031
8,32,206,109,52.91,97,47.09,08032
8,33,174,66,37.93,108,62.07,08033
8,34,241,115,47.72,126,52.28,08034
8,35,278,96,34.53,182,65.47,08035
8,36,228,70,30.7,158,69.3,08036
8,37,199,94,47.24,105,52.76,08037
8,38,157,70,44.59,87,55.41,08038
8,39,238,130,54.62,108,45.38,08039
8,40,198,68,34.34,130,65.66,08040
8,41,224,98,43.75,126,56.25,08041
8,42,261,113,43.3,148,56.7,08042
8,43,120,46,38.33,74,61.67,08043
8,44,138,43,31.16,95,68.84,08044
8,45,161,60,37.27,101,62.73,08045
8,46,169,70,41.42,99,58.58,08046
8,47,184,88,47.83,96,52.17,08047
8,48,196,86,43.88,110,56.12,08048
8,49,238,106,44.54,132,55.46,08049
8,50,240,106,44.17,134,55.83,08050
8,51,248,112,45.16,136,54.84,08051
8,52,328,135,41.16,193,58.84,08052
8,53,98,34,34.69,64,65.31,08053
8,54,161,61,37.89,100,62.11,08054
8,55,234,110,47.01,124,52.99,08055
8,56,253,95,37.55,158,62.45,08056
9,1,193,69,35.75,124,64.25,09001
9,2,196,67,34.18,129,65.82,09002
9,3,119,39,32.77,80,67.23,09003
9,4,165,63,38.18,102,61.82,09004
9,5,194,68,35.05,126,64.95,09005
9,6,202,82,40.59,120,59.41,09006
9,7,130,39,30.0,91,70.0,09007
9,8,172,54,31.4,118,68.6,09008
9,9,229,103,44.98,126,55.02,09009
9,10,176,74,42.05,102,57.95,09010
9,11,141,46,32.62,95,67.38,09011
9,12,236,89,37.71,147,62.29,09012
9,13,278,107,38.49,171,61.51,09013
9,14,265,103,38.87,162,61.13,09014
9,15,159,45,28.3,114,71.7,09015
9,16,218,95,43.58,123,56.42,09016
9,17,130,57,43.85,73,56.15,09017
9,18,150,64,42.67,86,57.33,09018
9,19,191,71,37.17,120,62.83,09019
9,20,178,68,38.2,110,61.8,09020
9,21,182,63,34.62,119,65.38,09021
9,22,227,92,40.53,135,59.47,09022
9,23,248,113,45.56,135,54.44,09023
9,24,241,106,43.98,135,56.02,09024
9,25,226,73,32.3,153,67.7,09025
9,26,168,55,32.74,113,67.26,09026
9,27,169,69,40.83,100,59.17,09027
9,28,87,22,25.29,65,74.71,09028
9,29,114,38,33.33,76,66.67,09029
9,30,151,66,43.71,85,56.29,09030
9,31,141,66,46.81,75,53.19,09031
9,32,209,79,37.8,130,62.2,09032
9,33,155,68,43.87,87,56.13,09033
9,34,145,51,35.17,94,64.83,09034
9,35,210,86,40.95,124,59.05,09035
9,36,165,59,35.76,106,64.24,09036
9,37,275,116,42.18,159,57.82,09037
9,38,195,73,37.44,122,62.56,09038
9,39,226,84,37.17,142,62.83,09039
9,40,250,97,38.8,153,61.2,09040
9,41,178,68,38.2,110,61.8,09041
9,42,245,90,36.73,155,63.27,09042
9,43,139,46,33.09,93,66.91,09043
9,44,203,91,44.83,112,55.17,09044
9,45,149,43,28.86,106,71.14,09045
9,46,210,84,40.0,126,60.0,09046
9,47,256,115,44.92,141,55.08,09047
9,48,222,79,35.59,143,64.41,09048
9,49,245,106,43.27,139,56.73,09049
9,50,337,116,34.42,221,65.58,09050
9,51,236,103,43.64,133,56.36,09051
10,1,158,53,33.54,105,66.46,10001
10,2,138,59,42.75,79,57.25,10002
10,3,142,63,44.37,79,55.63,10003
10,4,126,41,32.54,85,67.46,10004
10,5,119,54,45.38,65,54.62,10005
10,6,129,61,47.29,68,52.71,10006
10,7,111,52,46.85,59,53.15,10007
10,8,83,31,37.35,52,62.65,10008
10,9,134,65,48.51,69,51.49,10009
10,10,167,86,51.5,81,48.5,10010
10,11,209,92,44.02,117,55.98,10011
10,12,103,44,42.72,59,57.28,10012
10,13,164,85,51.83,79,48.17,10013
10,14,210,101,48.1,109,51.9,10014
10,15,382,138,36.13,244,63.87,10015
10,16,99,45,45.45,54,54.55,10016
10,17,224,114,50.89,110,49.11,10017
10,18,93,38,40.86,55,59.14,10018
10,19,175,85,48.57,90,51.43,10019
10,20,186,90,48.39,96,51.61,10020
10,21,181,85,46.96,96,53.04,10021
10,22,105,53,50.48,52,49.52,10022
10,23,142,65,45.77,77,54.23,10023
10,24,142,69,48.59,73,51.41,10024
10,25,52,22,42.31,30,57.69,10025
10,26,120,49,40.83,71,59.17,10026
10,27,139,56,40.29,83,59.71,10027
10,28,195,91,46.67,104,53.33,10028
10,29,181,77,42.54,104,57.46,10029
10,30,149,66,44.3,83,55.7,10030
10,31,125,63,50.4,62,49.6,10031
10,32,162,68,41.98,94,58.02,10032
10,33,130,63,48.46,67,51.54,10033
10,34,111,48,43.24,63,56.76,10034
10,35,189,98,51.85,91,48.15,10035
10,36,39,17,43.59,22,56.41,10036
11,1,256,129,50.39,127,49.61,11001
11,2,14,8,57.14,6,42.86,11002
11,3,233,68,29.18,165,70.82,11003
11,4,177,87,49.15,90,50.85,11004
11,5,332,117,35.24,215,64.76,11005
11,6,275,125,45.45,150,54.55,11006
11,7,249,89,35.74,160,64.26,11007
11,8,221,105,47.51,116,52.49,11008
11,9,214,123,57.48,91,42.52,11009
11,10,206,121,58.74,85,41.26,11010
11,11,213,106,49.77,107,50.23,11011
11,12,311,220,70.74,91,29.26,11012
11,13,259,186,71.81,73,28.19,11013
11,14,107,68,63.55,39,36.45,11014
11,15,80,39,48.75,41,51.25,11015
11,16,137,78,56.93,59,43.07,11016
11,17,333,141,42.34,192,57.66,11017
11,18,198,113,57.07,85,42.93,11018
11,19,297,123,41.41,174,58.59,11019
11,20,154,96,62.34,58,37.66,11020
11,21,332,227,68.37,105,31.63,11021
11,22,303,169,55.78,134,44.22,11022
11,23,158,86,54.43,72,45.57,11023
11,24,331,236,71.3,95,28.7,11024
11,25,280,153,54.64,127,45.36,11025
11,26,274,145,52.92,129,47.08,11026
11,27,87,42,48.28,45,51.72,11027
11,28,90,59,65.56,31,34.44,11028
11,29,279,197,70.61,82,29.39,11029
11,30,103,68,66.02,35,33.98,11030
11,31,224,142,63.39,82,36.61,11031
11,32,103,65,63.11,38,36.89,11032
11,33,262,117,44.66,145,55.34,11033
11,34,72,43,59.72,29,40.28,11034
11,35,29,16,55.17,13,44.83,11035
11,36,79,31,39.24,48,60.76,11036
11,37,57,26,45.61,31,54.39,11037
11,38,118,32,27.12,86,72.88,11038
12,1,252,117,46.43,135,53.57,12001
12,2,165,100,60.61,65,39.39,12002
12,3,315,142,45.08,173,54.92,12003
12,4,267,114,42.7,153,57.3,12004
12,5,178,81,45.51,97,54.49,12005
12,6,217,108,49.77,109,50.23,12006
12,7,213,83,38.97,130,61.03,12007
12,8,224,117,52.23,107,47.77,12008
12,9,178,74,41.57,104,58.43,12009
12,10,269,102,37.92,167,62.08,12010
12,11,223,112,50.22,111,49.78,12011
12,12,199,102,51.26,97,48.74,12012
12,13,185,98,52.97,87,47.03,12013
12,14,184,68,36.96,116,63.04,12014
12,15,171,64,37.43,107,62.57,12015
12,16,158,72,45.57,86,54.43,12016
12,17,213,95,44.6,118,55.4,12017
12,18,145,54,37.24,91,62.76,12018
12,19,211,94,44.55,117,55.45,12019
12,20,209,99,47.37,110,52.63,12020
12,21,197,91,46.19,106,53.81,12021
12,22,207,74,35.75,133,64.25,12022
12,23,240,106,44.17,134,55.83,12023
13,1,172,106,61.63,66,38.37,13001
13,2,171,116,67.84,55,32.16,13002
13,3,171,77,45.03,94,54.97,13003
13,4,182,124,68.13,58,31.87,13004
13,5,224,114,50.89,110,49.11,13005
13,6,215,155,72.09,60,27.91,13006
13,7,153,91,59.48,62,40.52,13007
13,8,142,75,52.82,67,47.18,13008
13,9,185,102,55.14,83,44.86,13009
13,10,184,119,64.67,65,35.33,13010
13,11,241,148,61.41,93,38.59,13011
13,12,177,92,51.98,85,48.02,13012
13,13,210,126,60.0,84,40.0,13013
13,14,186,102,54.84,84,45.16,13014
13,15,306,173,56.54,133,43.46,13015
13,16,132,74,56.06,58,43.94,13016
13,17,155,93,60.0,62,40.0,13017
13,18,147,92,62.59,55,37.41,13018
13,19,263,154,58.56,109,41.44,13019
13,20,129,90,69.77,39,30.23,13020
13,21,203,148,72.91,55,27.09,13021
13,22,183,121,66.12,62,33.88,13022
13,23,141,86,60.99,55,39.01,13023
13,24,179,103,57.54,76,42.46,13024
13,25,197,99,50.25,98,49.75,13025
13,26,165,112,67.88,53,32.12,13026
13,27,189,99,52.38,90,47.62,13027
13,28,156,102,65.38,54,34.62,13028
13,29,153,85,55.56,68,44.44,13029
13,30,172,87,50.58,85,49.42,13030
13,31,193,142,73.58,51,26.42,13031
13,32,169,118,69.82,51,30.18,13032
13,33,198,129,65.15,69,34.85,13033
13,34,276,208,75.36,68,24.64,13034
13,35,215,128,59.53,87,40.47,13035
13,36,139,83,59.71,56,40.29,13036
13,37,189,105,55.56,84,44.44,13037
13,38,178,129,72.47,49,27.53,13038
13,39,181,112,61.88,69,38.12,13039
13,40,173,90,52.02,83,47.98,13040
13,41,240,146,60.83,94,39.17,13041
13,42,205,165,80.49,40,19.51,13042
13,43,194,107,55.15,87,44.85,13043
13,44,204,127,62.25,77,37.75,13044
13,45,248,172,69.35,76,30.65,13045
13,46,218,132,60.55,86,39.45,13046
13,47,235,171,72.77,64,27.23,13047
13,48,179,135,75.42,44,24.58,13048
14,1,229,159,69.43,70,30.57,14001
14,2,259,131,50.58,128,49.42,14002
14,3,160,82,51.25,78,48.75,14003
14,4,190,116,61.05,74,38.95,14004
14,5,265,132,49.81,133,50.19,14005
14,6,115,78,67.83,37,32.17,14006
14,7,245,110,44.9,135,55.1,14007
14,8,214,91,42.52,123,57.48,14008
14,9,260,169,65.0,91,35.0,14009
14,10,131,64,48.85,67,51.15,14010
14,11,146,83,56.85,63,43.15,14011
14,12,172,87,50.58,85,49.42,14012
14,13,184,81,44.02,103,55.98,14013
14,14,203,94,46.31,109,53.69,14014
14,15,208,104,50.0,104,50.0,14015
14,16,149,69,46.31,80,53.69,14016
14,17,185,82,44.32,103,55.68,14017
14,18,92,43,46.74,49,53.26,14018
14,19,148,66,44.59,82,55.41,14019
14,20,143,78,54.55,65,45.45,14020
14,21,138,69,50.0,69,50.0,14021
14,22,258,132,51.16,126,48.84,14022
14,23,163,92,56.44,71,43.56,14023
14,24,247,164,66.4,83,33.6,14024
14,25,114,56,49.12,58,50.88,14025
14,26,160,85,53.13,75,46.88,14026
14,27,217,110,50.69,107,49.31,14027
14,28,149,78,52.35,71,47.65,14028
14,29,182,119,65.38,63,34.62,14029
14,30,113,62,54.87,51,45.13,14030
14,31,127,61,48.03,66,51.97,14031
15,1,177,79,44.63,98,55.37,15001
15,2,106,47,44.34,59,55.66,15002
15,3,123,45,36.59,78,63.41,15003
15,4,189,95,50.26,94,49.74,15004
15,5,150,67,44.67,83,55.33,15005
15,6,176,79,44.89,97,55.11,15006
15,7,95,31,32.63,64,67.37,15007
15,8,171,80,46.78,91,53.22,15008
15,9,227,113,49.78,114,50.22,15009
15,10,247,115,46.56,132,53.44,15010
15,11,204,109,53.43,95,46.57,15011
15,12,219,99,45.21,120,54.79,15012
15,13,189,88,46.56,101,53.44,15013
15,14,157,64,40.76,93,59.24,15014
15,15,152,71,46.71,81,53.29,15015
15,16,215,99,46.05,116,53.95,15016
15,17,129,54,41.86,75,58.14,15017
15,18,80,30,37.5,50,62.5,15018
15,19,160,81,50.63,79,49.38,15019
15,20,117,44,37.61,73,62.39,15020
15,21,119,48,40.34,71,59.66,15021
15,22,112,52,46.43,60,53.57,15022
15,23,114,54,47.37,60,52.63,15023
15,24,93,25,26.88,68,73.12,15024
16,1,177,75,42.37,102,57.63,16001
16,2,155,50,32.26,105,67.74,16002
16,3,116,40,34.48,76,65.52,16003
16,4,132,39,29.55,93,70.45,16004
16,5,87,36,41.38,51,58.62,16005
16,6,139,54,38.85,85,61.15,16006
16,7,133,54,40.6,79,59.4,16007
16,8,76,29,38.16,47,61.84,16008
16,9,128,43,33.59,85,66.41,16009
16,10,115,47,40.87,68,59.13,16010
16,11,125,42,33.6,83,66.4,16011
16,12,112,46,41.07,66,58.93,16012
16,13,132,45,34.09,87,65.91,16013
16,14,105,39,37.14,66,62.86,16014
16,15,136,47,34.56,89,65.44,16015
16,16,121,44,36.36,77,63.64,16016
16,17,146,57,39.04,89,60.96,16017
16,18,94,31,32.98,63,67.02,16018
16,19,143,47,32.87,96,67.13,16019
16,20,102,39,38.24,63,61.76,16020
16,21,113,46,40.71,67,59.29,16021
16,22,108,39,36.11,69,63.89,16022
16,23,147,71,48.3,76,51.7,16023
16,24,73,34,46.58,39,53.42,16024
16,25,149,52,34.9,97,65.1,16025
16,26,118,40,33.9,78,66.1,16026
16,27,107,40,37.38,67,62.62,16027
16,28,132,56,42.42,76,57.58,16028
16,29,98,40,40.82,58,59.18,16029
16,30,83,34,40.96,49,59.04,16030
16,31,158,66,41.77,92,58.23,16031
16,32,165,79,47.88,86,52.12,16032
16,33,94,33,35.11,61,64.89,16033
16,34,139,54,38.85,85,61.15,16034
16,35,189,80,42.33,109,57.67,16035
16,36,90,28,31.11,62,68.89,16036
17,1,196,73,37.24,123,62.76,17001
17,2,172,50,29.07,122,70.93,17002
17,3,173,84,48.55,89,51.45,17003
17,4,237,81,34.18,156,65.82,17004
17,5,124,53,42.74,71,57.26,17005
17,6,157,75,47.77,82,52.23,17006
17,7,162,72,44.44,90,55.56,17007
17,8,140,42,30.0,98,70.0,17008
17,9,146,48,32.88,98,67.12,17009
17,10,237,77,32.49,160,67.51,17010
17,11,132,47,35.61,85,64.39,17011
17,12,223,78,34.98,145,65.02,17012
17,13,119,53,44.54,66,55.46,17013
17,14,136,56,41.18,80,58.82,17014
