ward,precinct,total,John Griffin,John Griffin Percent,Sharon O. Johnson,Sharon O. Johnson Percent,precinct_id
48,40,293,156,53.24,137,46.76,48040
48,41,363,138,38.02,225,61.98,48041
48,42,374,169,45.19,205,54.81,48042
48,43,367,176,47.96,191,52.04,48043
48,44,393,174,44.27,219,55.73,48044
48,45,245,106,43.27,139,56.73,48045
48,46,189,92,48.68,97,51.32,48046
49,1,167,63,37.72,104,62.28,49001
49,2,207,92,44.44,115,55.56,49002
49,3,319,147,46.08,172,53.92,49003
49,4,426,149,34.98,277,65.02,49004
49,5,273,123,45.05,150,54.95,49005
49,6,269,120,44.61,149,55.39,49006
49,7,248,111,44.76,137,55.24,49007
49,8,204,96,47.06,108,52.94,49008
49,9,308,128,41.56,180,58.44,49009
49,10,321,160,49.84,161,50.16,49010
49,11,347,165,47.55,182,52.45,49011
49,12,391,164,41.94,227,58.06,49012
49,13,338,170,50.3,168,49.7,49013
49,14,189,72,38.1,117,61.9,49014
49,15,179,82,45.81,97,54.19,49015
49,16,269,143,53.16,126,46.84,49016
49,17,185,91,49.19,94,50.81,49017
49,18,431,180,41.76,251,58.24,49018
49,19,249,120,48.19,129,51.81,49019
49,20,469,215,45.84,254,54.16,49020
49,21,149,62,41.61,87,58.39,49021
49,22,277,138,49.82,139,50.18,49022
49,23,408,147,36.03,261,63.97,49023
49,24,171,72,42.11,99,57.89,49024
49,25,296,146,49.32,150,50.68,49025
49,26,367,154,41.96,213,58.04,49026
49,27,311,122,39.23,189,60.77,49027
49,28,433,161,37.18,272,62.82,49028
49,29,379,157,41.42,222,58.58,49029
49,30,273,115,42.12,158,57.88,49030
49,31,219,96,43.84,123,56.16,49031
49,32,277,116,41.88,161,58.12,49032
49,33,207,99,47.83,108,52.17,49033
50,1,203,125,61.58,78,38.42,50001
50,2,131,68,51.91,63,48.09,50002
50,3,186,117,62.9,69,37.1,50003
50,4,214,113,52.8,101,47.2,50004
50,5,118,69,58.47,49,41.53,50005
50,6,196,101,51.53,95,48.47,50006
50,7,301,162,53.82,139,46.18,50007
50,8,177,70,39.55,107,60.45,50008
50,9,169,98,57.99,71,42.01,50009
50,10,165,88,53.33,77,46.67,50010
50,11,116,74,63.79,42,36.21,50011
50,12,81,34,41.98,47,58.02,50012
50,13,180,85,47.22,95,52.78,50013
50,14,68,35,51.47,33,48.53,50014
50,15,294,160,54.42,134,45.58,50015
50,16,52,26,50.0,26,50.0,50016
50,17,144,66,45.83,78,54.17,50017
50,18,23,16,69.57,7,30.43,50018
50,19,120,56,46.67,64,53.33,50019
50,20,217,100,46.08,117,53.92,50020
50,21,188,90,47.87,98,52.13,50021
50,22,138,77,55.8,61,44.2,50022
50,23,101,51,50.5,50,49.5,50023
50,24,118,78,66.1,40,33.9,50024
50,25,153,88,57.52,65,42.48,50025
50,26,141,55,39.01,86,60.99,50026
50,27,49,26,53.06,23,46.94,50027
50,28,181,67,37.02,114,62.98,50028
50,29,130,53,40.77,77,59.23,50029
50,30,127,66,51.97,61,48.03,50030
50,31,218,81,37.16,137,62.84,50031
50,32,177,76,42.94,101,57.06,50032
50,33,150,103,68.67,47,31.33,50033
50,34,297,173,58.25,124,41.75,50034
50,35,289,142,49.13,147,50.87,50035
50,36,223,110,49.33,113,50.67,50036
50,37,232,115,49.57,117,50.43,50037
50,38,88,42,47.73,46,52.27,50038
50,39,91,47,51.65,44,48.35,50039
50,40,153,103,67.32,50,32.68,50040
