ward,precinct,total,Deval Patrick,Deval Patrick Percent,Bernie Sanders,Bernie Sanders Percent,Michael R. Bloomberg,Michael R. Bloomberg Percent,Elizabeth Warren,Elizabeth Warren Percent,Pete Buttigieg,Pete Buttigieg Percent,Tom Steyer,Tom Steyer Percent,Andrew Yang,Andrew Yang Percent,Michael Bennet,Michael Bennet Percent,John K. Delaney,John K. Delaney Percent,Tulsi Gabbard,Tulsi Gabbard Percent,Cory Booker,Cory Booker Percent,precinct_id
13,14,204,0,0.0,127,62.25,6,2.94,3,1.47,2,0.98,0,0.0,0,0.0,1,0.49,0,0.0,3,1.47,0,0.0,13014
13,15,342,1,0.29,229,66.96,18,5.26,2,0.58,4,1.17,0,0.0,4,1.17,0,0.0,1,0.29,3,0.88,0,0.0,13015
13,16,149,1,0.67,93,62.42,5,3.36,1,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.67,1,0.67,13016
13,17,178,1,0.56,91,51.12,9,5.06,2,1.12,7,3.93,2,1.12,2,1.12,0,0.0,0,0.0,3,1.69,1,0.56,13017
13,18,171,2,1.17,61,35.67,4,2.34,0,0.0,0,0.0,0,0.0,2,1.17,0,0.0,0,0.0,2,1.17,1,0.58,13018
13,19,286,0,0.0,187,65.38,6,2.1,2,0.7,1,0.35,0,0.0,0,0.0,1,0.35,2,0.7,0,0.0,0,0.0,13019
13,20,146,0,0.0,65,44.52,8,5.48,2,1.37,2,1.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13020
13,21,228,0,0.0,90,39.47,5,2.19,4,1.75,1,0.44,1,0.44,3,1.32,0,0.0,0,0.0,6,2.63,0,0.0,13021
13,22,217,0,0.0,97,44.7,7,3.23,1,0.46,4,1.84,1,0.46,1,0.46,0,0.0,1,0.46,4,1.84,1,0.46,13022
13,23,154,0,0.0,100,64.94,4,2.6,1,0.65,0,0.0,0,0.0,1,0.65,0,0.0,0,0.0,1,0.65,0,0.0,13023
13,24,195,1,0.51,118,60.51,6,3.08,4,2.05,1,0.51,0,0.0,1,0.51,0,0.0,0,0.0,1,0.51,1,0.51,13024
13,25,225,0,0.0,136,60.44,5,2.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,2.22,1,0.44,13025
13,26,190,0,0.0,86,45.26,9,4.74,1,0.53,3,1.58,0,0.0,2,1.05,1,0.53,1,0.53,4,2.11,0,0.0,13026
13,27,208,0,0.0,106,50.96,3,1.44,1,0.48,2,0.96,0,0.0,2,0.96,1,0.48,3,1.44,4,1.92,0,0.0,13027
13,28,170,1,0.59,105,61.76,14,8.24,1,0.59,0,0.0,0,0.0,0,0.0,1,0.59,0,0.0,1,0.59,1,0.59,13028
13,29,169,0,0.0,99,58.58,6,3.55,4,2.37,2,1.18,0,0.0,0,0.0,0,0.0,0,0.0,2,1.18,0,0.0,13029
13,30,195,0,0.0,130,66.67,3,1.54,0,0.0,0,0.0,0,0.0,0,0.0,2,1.03,0,0.0,2,1.03,0,0.0,13030
13,31,220,0,0.0,81,36.82,10,4.55,2,0.91,3,1.36,0,0.0,2,0.91,0,0.0,0,0.0,5,2.27,1,0.45,13031
13,32,195,0,0.0,67,34.36,9,4.62,2,1.03,1,0.51,0,0.0,0,0.0,0,0.0,1,0.51,4,2.05,1,0.51,13032
13,33,222,1,0.45,103,46.4,8,3.6,6,2.7,2,0.9,1,0.45,0,0.0,0,0.0,1,0.45,6,2.7,0,0.0,13033
13,34,284,0,0.0,174,61.27,3,1.06,5,1.76,0,0.0,0,0.0,2,0.7,3,1.06,0,0.0,2,0.7,0,0.0,13034
13,35,239,0,0.0,163,68.2,7,2.93,1,0.42,1,0.42,1,0.42,2,0.84,0,0.0,0,0.0,6,2.51,0,0.0,13035
13,36,150,1,0.67,103,68.67,2,1.33,1,0.67,1,0.67,0,0.0,0,0.0,0,0.0,0,0.0,1,0.67,0,0.0,13036
13,37,224,1,0.45,87,38.84,8,3.57,3,1.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.89,1,0.45,13037
13,38,206,2,0.97,97,47.09,5,2.43,8,3.88,1,0.49,1,0.49,1,0.49,0,0.0,0,0.0,3,1.46,0,0.0,13038
13,39,199,0,0.0,113,56.78,5,2.51,3,1.51,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,13039
13,40,196,2,1.02,102,52.04,5,2.55,7,3.57,1,0.51,0,0.0,1,0.51,1,0.51,0,0.0,4,2.04,0,0.0,13040
13,41,263,1,0.38,160,60.84,4,1.52,2,0.76,1,0.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13041
13,42,237,1,0.42,95,40.08,11,4.64,9,3.8,0,0.0,0,0.0,1,0.42,0,0.0,0,0.0,3,1.27,1,0.42,13042
13,43,218,0,0.0,129,59.17,5,2.29,2,0.92,0,0.0,0,0.0,2,0.92,0,0.0,0,0.0,2,0.92,0,0.0,13043
13,44,210,0,0.0,127,60.48,6,2.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,2.38,0,0.0,13044
13,45,259,0,0.0,122,47.1,7,2.7,1,0.39,1,0.39,1,0.39,1,0.39,2,0.77,2,0.77,2,0.77,0,0.0,13045
13,46,247,0,0.0,144,58.3,8,3.24,2,0.81,1,0.4,0,0.0,1,0.4,0,0.0,0,0.0,4,1.62,0,0.0,13046
13,47,264,1,0.38,169,64.02,6,2.27,1,0.38,1,0.38,0,0.0,0,0.0,0,0.0,1,0.38,0,0.0,0,0.0,13047
13,48,180,0,0.0,81,45.0,7,3.89,1,0.56,0,0.0,0,0.0,5,2.78,0,0.0,0,0.0,2,1.11,0,0.0,13048
14,1,269,1,0.37,123,45.72,6,2.23,2,0.74,1,0.37,1,0.37,3,1.12,1,0.37,1,0.37,8,2.97,0,0.0,14001
14,2,301,1,0.33,194,64.45,10,3.32,6,1.99,4,1.33,0,0.0,2,0.66,0,0.0,1,0.33,3,1.0,0,0.0,14002
14,3,207,0,0.0,148,71.5,3,1.45,0,0.0,0,0.0,0,0.0,1,0.48,0,0.0,0,0.0,0,0.0,1,0.48,14003
14,4,215,0,0.0,94,43.72,12,5.58,2,0.93,2,0.93,0,0.0,2,0.93,0,0.0,0,0.0,4,1.86,1,0.47,14004
14,5,326,0,0.0,224,68.71,5,1.53,1,0.31,2,0.61,2,0.61,1,0.31,0,0.0,0,0.0,1,0.31,1,0.31,14005
14,6,123,0,0.0,85,69.11,1,0.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14006
14,7,275,1,0.36,186,67.64,3,1.09,2,0.73,0,0.0,0,0.0,3,1.09,1,0.36,1,0.36,1,0.36,0,0.0,14007
14,8,241,1,0.41,171,70.95,6,2.49,1,0.41,0,0.0,0,0.0,0,0.0,1,0.41,0,0.0,1,0.41,0,0.0,14008
14,9,297,1,0.34,143,48.15,8,2.69,5,1.68,3,1.01,0,0.0,2,0.67,1,0.34,0,0.0,7,2.36,0,0.0,14009
14,10,155,0,0.0,109,70.32,6,3.87,2,1.29,0,0.0,0,0.0,2,1.29,1,0.65,0,0.0,1,0.65,0,0.0,14010
14,11,158,0,0.0,109,68.99,9,5.7,0,0.0,0,0.0,0,0.0,1,0.63,0,0.0,0,0.0,0,0.0,1,0.63,14011
14,12,206,0,0.0,118,57.28,3,1.46,0,0.0,1,0.49,0,0.0,1,0.49,1,0.49,0,0.0,3,1.46,0,0.0,14012
14,13,207,0,0.0,135,65.22,9,4.35,1,0.48,0,0.0,1,0.48,0,0.0,0,0.0,0,0.0,2,0.97,0,0.0,14013
14,14,242,0,0.0,177,73.14,2,0.83,3,1.24,1,0.41,0,0.0,0,0.0,0,0.0,1,0.41,0,0.0,0,0.0,14014
14,15,248,1,0.4,189,76.21,1,0.4,3,1.21,0,0.0,0,0.0,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,14015
14,16,182,2,1.1,118,64.84,1,0.55,3,1.65,1,0.55,0,0.0,1,0.55,0,0.0,0,0.0,1,0.55,1,0.55,14016
14,17,208,1,0.48,142,68.27,4,1.92,1,0.48,0,0.0,0,0.0,1,0.48,0,0.0,0,0.0,0,0.0,0,0.0,14017
14,18,107,0,0.0,59,55.14,3,2.8,1,0.93,0,0.0,0,0.0,1,0.93,0,0.0,1,0.93,0,0.0,0,0.0,14018
14,19,170,0,0.0,118,69.41,3,1.76,1,0.59,1,0.59,0,0.0,0,0.0,0,0.0,1,0.59,1,0.59,0,0.0,14019
14,20,171,0,0.0,114,66.67,3,1.75,4,2.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14020
14,21,164,0,0.0,128,78.05,2,1.22,1,0.61,1,0.61,0,0.0,2,1.22,0,0.0,0,0.0,2,1.22,0,0.0,14021
14,22,299,1,0.33,144,48.16,6,2.01,6,2.01,2,0.67,0,0.0,1,0.33,0,0.0,0,0.0,2,0.67,1,0.33,14022
14,23,182,0,0.0,106,58.24,4,2.2,5,2.75,2,1.1,1,0.55,2,1.1,0,0.0,0,0.0,1,0.55,0,0.0,14023
14,24,277,2,0.72,111,40.07,6,2.17,2,0.72,2,0.72,0,0.0,1,0.36,0,0.0,2,0.72,6,2.17,1,0.36,14024
14,25,132,0,0.0,99,75.0,1,0.76,3,2.27,0,0.0,0,0.0,1,0.76,0,0.0,0,0.0,0,0.0,0,0.0,14025
14,26,183,0,0.0,135,73.77,1,0.55,1,0.55,0,0.0,0,0.0,0,0.0,0,0.0,1,0.55,2,1.09,0,0.0,14026
14,27,246,1,0.41,162,65.85,7,2.85,3,1.22,5,2.03,1,0.41,1,0.41,0,0.0,1,0.41,2,0.81,0,0.0,14027
14,28,168,0,0.0,121,72.02,6,3.57,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14028
14,29,203,0,0.0,150,73.89,3,1.48,1,0.49,0,0.0,0,0.0,1,0.49,0,0.0,0,0.0,2,0.99,0,0.0,14029
14,30,131,0,0.0,107,81.68,3,2.29,1,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.76,0,0.0,14030
14,31,138,1,0.72,97,70.29,0,0.0,0,0.0,1,0.72,0,0.0,1,0.72,1,0.72,0,0.0,0,0.0,0,0.0,14031
15,1,208,0,0.0,143,68.75,3,1.44,0,0.0,0,0.0,1,0.48,0,0.0,1,0.48,0,0.0,1,0.48,1,0.48,15001
15,2,129,0,0.0,43,33.33,1,0.78,2,1.55,0,0.0,1,0.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15002
15,3,142,0,0.0,33,23.24,5,3.52,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7,0,0.0,0,0.0,0,0.0,15003
15,4,218,0,0.0,156,71.56,4,1.83,2,0.92,0,0.0,0,0.0,0,0.0,1,0.46,0,0.0,1,0.46,1,0.46,15004
15,5,178,0,0.0,120,67.42,6,3.37,2,1.12,0,0.0,0,0.0,1,0.56,0,0.0,0,0.0,1,0.56,1,0.56,15005
15,6,206,1,0.49,159,77.18,2,0.97,1,0.49,0,0.0,0,0.0,1,0.49,0,0.0,1,0.49,1,0.49,0,0.0,15006
15,7,129,1,0.78,31,24.03,2,1.55,2,1.55,0,0.0,1,0.78,0,0.0,1,0.78,0,0.0,0,0.0,1,0.78,15007
15,8,210,0,0.0,168,80.0,2,0.95,3,1.43,0,0.0,0,0.0,0,0.0,0,0.0,1,0.48,0,0.0,0,0.0,15008
15,9,269,0,0.0,204,75.84,2,0.74,3,1.12,1,0.37,0,0.0,1,0.37,0,0.0,1,0.37,3,1.12,0,0.0,15009
15,10,290,1,0.34,196,67.59,7,2.41,1,0.34,0,0.0,1,0.34,2,0.69,1,0.34,0,0.0,3,1.03,1,0.34,15010
15,11,238,1,0.42,169,71.01,1,0.42,2,0.84,0,0.0,0,0.0,2,0.84,0,0.0,2,0.84,2,0.84,0,0.0,15011
15,12,250,2,0.8,174,69.6,2,0.8,1,0.4,1,0.4,0,0.0,3,1.2,0,0.0,0,0.0,2,0.8,1,0.4,15012
15,13,215,0,0.0,153,71.16,5,2.33,1,0.47,0,0.0,1,0.47,0,0.0,0,0.0,1,0.47,1,0.47,0,0.0,15013
15,14,189,2,1.06,155,82.01,1,0.53,0,0.0,0,0.0,0,0.0,1,0.53,0,0.0,0,0.0,1,0.53,0,0.0,15014
15,15,179,1,0.56,143,79.89,1,0.56,2,1.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.56,0,0.0,15015
15,16,249,2,0.8,153,61.45,4,1.61,4,1.61,1,0.4,1,0.4,1,0.4,1,0.4,0,0.0,0,0.0,0,0.0,15016
15,17,155,1,0.65,32,20.65,3,1.94,3,1.94,1,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.65,15017
15,18,125,1,0.8,36,28.8,1,0.8,1,0.8,1,0.8,0,0.0,0,0.0,1,0.8,0,0.0,0,0.0,2,1.6,15018
15,19,202,1,0.5,104,51.49,2,0.99,1,0.5,1,0.5,0,0.0,1,0.5,1,0.5,0,0.0,2,0.99,2,0.99,15019
15,20,155,0,0.0,39,25.16,1,0.65,2,1.29,0,0.0,0,0.0,0,0.0,1,0.65,0,0.0,0,0.0,0,0.0,15020
15,21,140,1,0.71,33,23.57,0,0.0,2,1.43,0,0.0,0,0.0,1,0.71,0,0.0,0,0.0,0,0.0,2,1.43,15021
15,22,150,1,0.67,48,32.0,1,0.67,4,2.67,1,0.67,1,0.67,0,0.0,0,0.0,0,0.0,1,0.67,2,1.33,15022
15,23,145,0,0.0,34,23.45,4,2.76,0,0.0,0,0.0,1,0.69,0,0.0,1,0.69,0,0.0,0,0.0,1,0.69,15023
15,24,121,0,0.0,33,27.27,1,0.83,1,0.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.65,15024
16,1,206,0,0.0,138,66.99,2,0.97,2,0.97,1,0.49,0,0.0,0,0.0,1,0.49,0,0.0,1,0.49,1,0.49,16001
16,2,180,3,1.67,67,37.22,2,1.11,0,0.0,0,0.0,0,0.0,1,0.56,0,0.0,0,0.0,0,0.0,0,0.0,16002
16,3,133,0,0.0,35,26.32,2,1.5,2,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16003
16,4,163,0,0.0,54,33.13,3,1.84,3,1.84,0,0.0,0,0.0,0,0.0,1,0.61,1,0.61,0,0.0,0,0.0,16004
16,5,114,0,0.0,31,27.19,2,1.75,3,2.63,1,0.88,1,0.88,0,0.0,0,0.0,0,0.0,0,0.0,3,2.63,16005
16,6,175,0,0.0,48,27.43,4,2.29,2,1.14,1,0.57,0,0.0,0,0.0,0,0.0,1,0.57,0,0.0,1,0.57,16006
16,7,160,0,0.0,61,38.13,3,1.88,2,1.25,1,0.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16007
16,8,104,0,0.0,48,46.15,3,2.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16008
16,9,156,0,0.0,44,28.21,4,2.56,1,0.64,0,0.0,1,0.64,0,0.0,0,0.0,1,0.64,0,0.0,1,0.64,16009
16,10,144,2,1.39,37,25.69,3,2.08,0,0.0,0,0.0,1,0.69,0,0.0,0,0.0,0,0.0,0,0.0,2,1.39,16010
16,11,164,0,0.0,74,45.12,3,1.83,1,0.61,0,0.0,0,0.0,1,0.61,1,0.61,0,0.0,0,0.0,1,0.61,16011
16,12,137,0,0.0,49,35.77,1,0.73,0,0.0,1,0.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16012
16,13,154,3,1.95,90,58.44,2,1.3,2,1.3,0,0.0,0,0.0,0,0.0,1,0.65,0,0.0,0,0.0,0,0.0,16013
16,14,127,1,0.79,37,29.13,5,3.94,1,0.79,0,0.0,0,0.0,1,0.79,1,0.79,0,0.0,0,0.0,0,0.0,16014
16,15,172,1,0.58,36,20.93,1,0.58,2,1.16,0,0.0,0,0.0,0,0.0,0,0.0,1,0.58,0,0.0,0,0.0,16015
16,16,159,0,0.0,38,23.9,5,3.14,3,1.89,0,0.0,0,0.0,2,1.26,0,0.0,0,0.0,0,0.0,2,1.26,16016
16,17,168,0,0.0,92,54.76,0,0.0,2,1.19,2,1.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16017
16,18,116,0,0.0,52,44.83,1,0.86,1,0.86,0,0.0,2,1.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16018
16,19,168,2,1.19,65,38.69,2,1.19,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6,16019
16,20,134,2,1.49,29,21.64,3,2.24,1,0.75,1,0.75,0,0.0,1,0.75,1,0.75,0,0.0,0,0.0,1,0.75,16020
16,21,141,0,0.0,48,34.04,4,2.84,0,0.0,0,0.0,0,0.0,1,0.71,1,0.71,1,0.71,0,0.0,1,0.71,16021
16,22,143,0,0.0,41,28.67,4,2.8,0,0.0,1,0.7,1,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16022
16,23,166,0,0.0,108,65.06,5,3.01,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6,16023
16,24,97,1,1.03,23,23.71,2,2.06,2,2.06,0,0.0,0,0.0,0,0.0,1,1.03,0,0.0,0,0.0,1,1.03,16024
16,25,174,1,0.57,36,20.69,4,2.3,1,0.57,0,0.0,0,0.0,1,0.57,0,0.0,0,0.0,0,0.0,1,0.57,16025
16,26,147,1,0.68,45,30.61,2,1.36,2,1.36,0,0.0,0,0.0,0,0.0,1,0.68,0,0.0,0,0.0,1,0.68,16026
16,27,141,2,1.42,48,34.04,2,1.42,1,0.71,1,0.71,0,0.0,0,0.0,1,0.71,0,0.0,0,0.0,0,0.0,16027
16,28,181,0,0.0,52,28.73,7,3.87,0,0.0,1,0.55,0,0.0,2,1.1,1,0.55,2,1.1,1,0.55,1,0.55,16028
16,29,127,0,0.0,35,27.56,3,2.36,1,0.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16029
16,30,115,0,0.0,26,22.61,2,1.74,1,0.87,0,0.0,1,0.87,0,0.0,1,0.87,0,0.0,0,0.0,1,0.87,16030
16,31,193,0,0.0,59,30.57,1,0.52,1,0.52,0,0.0,0,0.0,0,0.0,1,0.52,0,0.0,0,0.0,1,0.52,16031
16,32,184,0,0.0,117,63.59,2,1.09,2,1.09,1,0.54,0,0.0,0,0.0,0,0.0,1,0.54,0,0.0,0,0.0,16032
16,33,115,0,0.0,37,32.17,2,1.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.87,16033
16,34,161,0,0.0,39,24.22,4,2.48,0,0.0,0,0.0,1,0.62,0,0.0,0,0.0,0,0.0,0,0.0,1,0.62,16034
16,35,230,0,0.0,153,66.52,5,2.17,0,0.0,1,0.43,0,0.0,0,0.0,1,0.43,0,0.0,0,0.0,0,0.0,16035
16,36,120,0,0.0,48,40.0,3,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16036
17,1,231,0,0.0,129,55.84,6,2.6,1,0.43,0,0.0,0,0.0,0,0.0,0,0.0,1,0.43,1,0.43,0,0.0,17001
17,2,212,0,0.0,47,22.17,8,3.77,3,1.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17002
17,3,213,1,0.47,64,30.05,5,2.35,1,0.47,0,0.0,0,0.0,0,0.0,2,0.94,0,0.0,0,0.0,0,0.0,17003
17,4,285,0,0.0,74,25.96,2,0.7,2,0.7,0,0.0,1,0.35,1,0.35,0,0.0,0,0.0,0,0.0,1,0.35,17004
17,5,144,2,1.39,46,31.94,3,2.08,2,1.39,0,0.0,1,0.69,0,0.0,0,0.0,0,0.0,0,0.0,1,0.69,17005
17,6,191,0,0.0,60,31.41,4,2.09,2,1.05,0,0.0,0,0.0,0,0.0,1,0.52,0,0.0,0,0.0,2,1.05,17006
17,7,185,0,0.0,86,46.49,2,1.08,2,1.08,1,0.54,0,0.0,1,0.54,0,0.0,0,0.0,0,0.0,0,0.0,17007
17,8,180,0,0.0,54,30.0,2,1.11,0,0.0,1,0.56,0,0.0,0,0.0,0,0.0,1,0.56,0,0.0,1,0.56,17008
17,9,165,0,0.0,40,24.24,2,1.21,5,3.03,0,0.0,0,0.0,0,0.0,1,0.61,0,0.0,0,0.0,0,0.0,17009
17,10,298,3,1.01,65,21.81,5,1.68,2,0.67,0,0.0,1,0.34,1,0.34,0,0.0,0,0.0,0,0.0,3,1.01,17010
17,11,168,1,0.6,41,24.4,6,3.57,2,1.19,0,0.0,0,0.0,3,1.79,0,0.0,0,0.0,2,1.19,0,0.0,17011
17,12,258,0,0.0,146,56.59,7,2.71,2,0.78,0,0.0,1,0.39,0,0.0,0,0.0,0,0.0,0,0.0,1,0.39,17012
17,13,151,2,1.32,36,23.84,4,2.65,0,0.0,0,0.0,0,0.0,1,0.66,0,0.0,0,0.0,0,0.0,1,0.66,17013
17,14,168,2,1.19,86,51.19,1,0.6,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17014
17,15,223,0,0.0,60,26.91,6,2.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.45,17015
17,16,200,0,0.0,92,46.0,2,1.0,3,1.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,17016
17,17,203,1,0.49,70,34.48,2,0.99,2,0.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.99,17017
17,18,275,1,0.36,68,24.73,4,1.45,1,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.36,17018
17,19,120,1,0.83,36,30.0,3,2.5,0,0.0,1,0.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.67,17019
17,20,290,0,0.0,58,20.0,5,1.72,1,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.34,17020
17,21,328,2,0.61,80,24.39,1,0.3,3,0.91,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,3,0.91,17021
17,22,175,0,0.0,38,21.71,3,1.71,1,0.57,0,0.0,0,0.0,0,0.0,0,0.0,2,1.14,0,0.0,2,1.14,17022
17,23,141,0,0.0,34,24.11,5,3.55,0,0.0,0,0.0,0,0.0,1,0.71,0,0.0,0,0.0,0,0.0,0,0.0,17023
17,24,258,0,0.0,55,21.32,9,3.49,2,0.78,0,0.0,1,0.39,1,0.39,1,0.39,0,0.0,0,0.0,0,0.0,17024
17,25,167,0,0.0,50,29.94,4,2.4,2,1.2,0,0.0,1,0.6,1,0.6,1,0.6,0,0.0,0,0.0,0,0.0,17025
17,26,255,0,0.0,62,24.31,5,1.96,3,1.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.39,17026
17,27,216,0,0.0,54,25.0,5,2.31,1,0.46,1,0.46,1,0.46,2,0.93,0,0.0,1,0.46,0,0.0,0,0.0,17027
17,28,168,0,0.0,44,26.19,4,2.38,2,1.19,0,0.0,0,0.0,0,0.0,1,0.6,1,0.6,0,0.0,0,0.0,17028
17,29,162,2,1.23,39,24.07,5,3.09,1,0.62,0,0.0,1,0.62,0,0.0,0,0.0,0,0.0,0,0.0,1,0.62,17029
17,30,152,0,0.0,82,53.95,6,3.95,3,1.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17030
17,31,131,1,0.76,40,30.53,7,5.34,1,0.76,0,0.0,0,0.0,2,1.53,0,0.0,0,0.0,0,0.0,0,0.0,17031
17,32,170,0,0.0,42,24.71,2,1.18,1,0.59,1,0.59,1,0.59,2,1.18,0,0.0,1,0.59,0,0.0,1,0.59,17032
17,33,108,1,0.93,31,28.7,1,0.93,0,0.0,0,0.0,1,0.93,1,0.93,2,1.85,0,0.0,0,0.0,0,0.0,17033
17,34,139,0,0.0,30,21.58,3,2.16,3,2.16,1,0.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17034
17,35,102,0,0.0,31,30.39,1,0.98,1,0.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17035
17,36,202,1,0.5,56,27.72,7,3.47,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,17036
17,37,221,0,0.0,47,21.27,2,0.9,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.45,1,0.45,17037
17,38,225,0,0.0,60,26.67,7,3.11,0,0.0,0,0.0,0,0.0,0,0.0,1,0.44,0,0.0,0,0.0,1,0.44,17038
17,39,231,1,0.43,51,22.08,2,0.87,4,1.73,0,0.0,0,0.0,0,0.0,1,0.43,0,0.0,0,0.0,4,1.73,17039
17,40,251,2,0.8,42,16.73,3,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17040
17,41,293,0,0.0,62,21.16,3,1.02,1,0.34,0,0.0,0,0.0,0,0.0,1,0.34,1,0.34,1,0.34,0,0.0,17041
18,1,211,1,0.47,66,31.28,4,1.9,1,0.47,0,0.0,0,0.0,1,0.47,1,0.47,0,0.0,0,0.0,0,0.0,18001
18,2,197,1,0.51,105,53.3,4,2.03,2,1.02,4,2.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.51,1,0.51,18002
18,3,186,0,0.0,75,40.32,2,1.08,6,3.23,6,3.23,1,0.54,0,0.0,0,0.0,1,0.54,2,1.08,0,0.0,18003
18,4,291,1,0.34,66,22.68,3,1.03,0,0.0,0,0.0,0,0.0,2,0.69,0,0.0,0,0.0,0,0.0,0,0.0,18004
18,5,155,0,0.0,49,31.61,2,1.29,0,0.0,0,0.0,0,0.0,1,0.65,1,0.65,0,0.0,0,0.0,1,0.65,18005
18,6,219,0,0.0,73,33.33,1,0.46,2,0.91,1,0.46,0,0.0,1,0.46,0,0.0,0,0.0,4,1.83,2,0.91,18006
18,7,218,0,0.0,57,26.15,4,1.83,3,1.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.92,0,0.0,18007
18,8,263,0,0.0,75,28.52,5,1.9,4,1.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.38,0,0.0,18008
18,9,263,0,0.0,54,20.53,5,1.9,2,0.76,0,0.0,0,0.0,2,0.76,0,0.0,0,0.0,0,0.0,2,0.76,18009
18,10,376,0,0.0,97,25.8,3,0.8,1,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.27,18010
18,11,208,0,0.0,89,42.79,2,0.96,2,0.96,3,1.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.48,18011
18,12,200,0,0.0,40,20.0,5,2.5,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18012
18,13,260,0,0.0,66,25.38,3,1.15,1,0.38,2,0.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18013
18,14,287,0,0.0,77,26.83,0,0.0,2,0.7,0,0.0,0,0.0,1,0.35,0,0.0,0,0.0,0,0.0,1,0.35,18014
18,15,259,0,0.0,125,48.26,4,1.54,3,1.16,4,1.54,1,0.39,0,0.0,0,0.0,1,0.39,1,0.39,1,0.39,18015
18,16,239,0,0.0,54,22.59,1,0.42,1,0.42,0,0.0,1,0.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18016
