ward,precinct,total,Abigail Schultz (Bernie Sanders),Abigail Schultz (Bernie Sanders) Percent,Mary Colleran (Bernie Sanders),Mary Colleran (Bernie Sanders) Percent,William Bianchi (Bernie Sanders),William Bianchi (Bernie Sanders) Percent,Santos Moreno (Bernie Sanders),Santos Moreno (Bernie Sanders) Percent,Patrick Mulchrone (Bernie Sanders),Patrick Mulchrone (Bernie Sanders) Percent,Dave Temkin (Bernie Sanders),Dave Temkin (Bernie Sanders) Percent,Jared Zingsheim (Andrew Yang),Jared Zingsheim (Andrew Yang) Percent,Amber Fudacz (Andrew Yang),Amber Fudacz (Andrew Yang) Percent,Patrick Maloney (Andrew Yang),Patrick Maloney (Andrew Yang) Percent,William Rudnick (Andrew Yang),William Rudnick (Andrew Yang) Percent,Noah Brant (Andrew Yang),Noah Brant (Andrew Yang) Percent,Rio Diaz (Pete Buttigieg),Rio Diaz (Pete Buttigieg) Percent,Diana Helt (Pete Buttigieg),Diana Helt (Pete Buttigieg) Percent,Kevin Johnson (Pete Buttigieg),Kevin Johnson (Pete Buttigieg) Percent,Brad Lippitz (Pete Buttigieg),Brad Lippitz (Pete Buttigieg) Percent,Jonathan Pizer (Pete Buttigieg),Jonathan Pizer (Pete Buttigieg) Percent,Amanda Penabad (Pete Buttigieg),Amanda Penabad (Pete Buttigieg) Percent,Lee Greenhouse (Pete Buttigieg),Lee Greenhouse (Pete Buttigieg) Percent,Matthew Martin (Elizabeth Warren),Matthew Martin (Elizabeth Warren) Percent,Andrea McPike (Elizabeth Warren),Andrea McPike (Elizabeth Warren) Percent,Zach Koutsky (Elizabeth Warren),Zach Koutsky (Elizabeth Warren) Percent,Kaitlin ''Kady'' McFadden (Elizabeth W,Kaitlin ''Kady'' McFadden (Elizabeth W Percent,Michael Negron (Elizabeth Warren),Michael Negron (Elizabeth Warren) Percent,Eileen Dordek (Elizabeth Warren),Eileen Dordek (Elizabeth Warren) Percent,Carter Harms (Elizabeth Warren),Carter Harms (Elizabeth Warren) Percent,Eduardo Fernandez de Garayalde Gonzale,Eduardo Fernandez de Garayalde Gonzale Percent,Ross D. Secler (Amy J. Klobuchar),Ross D. Secler (Amy J. Klobuchar) Percent,Colette Holt (Amy J. Klobuchar),Colette Holt (Amy J. Klobuchar) Percent,Denise K. Marx (Amy J. Klobuchar),Denise K. Marx (Amy J. Klobuchar) Percent,Ryan O'Donnell (Amy J. Klobuchar),Ryan O'Donnell (Amy J. Klobuchar) Percent,precinct_id
39,37,1607,72,4.48,66,4.11,65,4.04,63,3.92,63,3.92,58,3.61,6,0.37,6,0.37,8,0.5,6,0.37,8,0.5,6,0.37,6,0.37,4,0.25,6,0.37,4,0.25,4,0.25,2,0.12,2,0.12,3,0.19,2,0.12,6,0.37,2,0.12,3,0.19,2,0.12,3,0.19,4,0.25,3,0.19,3,0.19,7,0.44,39037
39,38,1084,23,2.12,23,2.12,17,1.57,18,1.66,16,1.48,15,1.38,2,0.18,1,0.09,3,0.28,2,0.18,2,0.18,1,0.09,6,0.55,3,0.28,2,0.18,2,0.18,4,0.37,2,0.18,5,0.46,7,0.65,4,0.37,5,0.46,5,0.46,5,0.46,3,0.28,3,0.28,3,0.28,1,0.09,4,0.37,4,0.37,39038
39,39,1271,69,5.43,72,5.66,68,5.35,70,5.51,64,5.04,57,4.48,3,0.24,3,0.24,4,0.31,2,0.16,4,0.31,5,0.39,6,0.47,4,0.31,3,0.24,1,0.08,5,0.39,3,0.24,7,0.55,9,0.71,6,0.47,10,0.79,6,0.47,7,0.55,5,0.39,5,0.39,2,0.16,4,0.31,2,0.16,3,0.24,39039
39,40,1499,74,4.94,70,4.67,62,4.14,70,4.67,62,4.14,54,3.6,7,0.47,5,0.33,5,0.33,3,0.2,6,0.4,8,0.53,8,0.53,7,0.47,9,0.6,9,0.6,7,0.47,7,0.47,17,1.13,18,1.2,12,0.8,18,1.2,13,0.87,14,0.93,12,0.8,3,0.2,3,0.2,6,0.4,4,0.27,3,0.2,39040
39,41,1877,93,4.95,93,4.95,92,4.9,95,5.06,80,4.26,77,4.1,6,0.32,4,0.21,5,0.27,3,0.16,3,0.16,5,0.27,9,0.48,7,0.37,8,0.43,8,0.43,9,0.48,6,0.32,16,0.85,16,0.85,15,0.8,15,0.8,13,0.69,14,0.75,10,0.53,3,0.16,4,0.21,6,0.32,4,0.21,6,0.32,39041
39,42,1778,65,3.66,65,3.66,61,3.43,66,3.71,58,3.26,52,2.92,2,0.11,4,0.22,9,0.51,1,0.06,2,0.11,3,0.17,9,0.51,9,0.51,4,0.22,4,0.22,7,0.39,6,0.34,8,0.45,8,0.45,7,0.39,9,0.51,8,0.45,8,0.45,6,0.34,6,0.34,8,0.45,7,0.39,8,0.45,9,0.51,39042
39,43,1502,69,4.59,67,4.46,63,4.19,61,4.06,59,3.93,55,3.66,2,0.13,1,0.07,4,0.27,3,0.2,2,0.13,3,0.2,9,0.6,4,0.27,6,0.4,2,0.13,4,0.27,6,0.4,9,0.6,9,0.6,5,0.33,9,0.6,7,0.47,7,0.47,5,0.33,4,0.27,3,0.2,6,0.4,3,0.2,4,0.27,39043
39,44,1276,56,4.39,54,4.23,46,3.61,48,3.76,43,3.37,39,3.06,6,0.47,6,0.47,10,0.78,5,0.39,8,0.63,4,0.31,5,0.39,5,0.39,2,0.16,4,0.31,7,0.55,1,0.08,7,0.55,5,0.39,3,0.24,5,0.39,3,0.24,5,0.39,2,0.16,3,0.24,3,0.24,4,0.31,4,0.31,4,0.31,39044
39,45,1512,48,3.17,49,3.24,44,2.91,50,3.31,47,3.11,39,2.58,4,0.26,4,0.26,9,0.6,4,0.26,1,0.07,6,0.4,8,0.53,10,0.66,6,0.4,8,0.53,8,0.53,6,0.4,6,0.4,8,0.53,7,0.46,10,0.66,9,0.6,9,0.6,6,0.4,4,0.26,1,0.07,2,0.13,3,0.2,6,0.4,39045
40,1,1413,111,7.86,107,7.57,98,6.94,112,7.93,92,6.51,85,6.02,2,0.14,7,0.5,3,0.21,5,0.35,1,0.07,4,0.28,4,0.28,4,0.28,0,0.0,1,0.07,5,0.35,2,0.14,6,0.42,14,0.99,5,0.35,11,0.78,8,0.57,14,0.99,2,0.14,4,0.28,2,0.14,1,0.07,4,0.28,1,0.07,40001
40,2,1524,99,6.5,92,6.04,87,5.71,98,6.43,82,5.38,76,4.99,1,0.07,3,0.2,4,0.26,1,0.07,4,0.26,5,0.33,5,0.33,4,0.26,2,0.13,1,0.07,5,0.33,1,0.07,12,0.79,14,0.92,10,0.66,14,0.92,12,0.79,15,0.98,9,0.59,4,0.26,3,0.2,9,0.59,5,0.33,4,0.26,40002
40,3,2693,200,7.43,199,7.39,184,6.83,195,7.24,178,6.61,166,6.16,5,0.19,5,0.19,5,0.19,4,0.15,2,0.07,5,0.19,13,0.48,10,0.37,5,0.19,6,0.22,7,0.26,2,0.07,28,1.04,32,1.19,26,0.97,38,1.41,27,1.0,33,1.23,22,0.82,3,0.11,2,0.07,6,0.22,2,0.07,1,0.04,40003
40,5,1927,145,7.52,134,6.95,134,6.95,139,7.21,118,6.12,118,6.12,3,0.16,4,0.21,5,0.26,3,0.16,4,0.21,12,0.62,5,0.26,2,0.1,5,0.26,3,0.16,8,0.42,3,0.16,18,0.93,17,0.88,13,0.67,11,0.57,10,0.52,12,0.62,7,0.36,4,0.21,3,0.16,2,0.1,3,0.16,2,0.1,40005
40,6,2933,269,9.17,267,9.1,246,8.39,259,8.83,239,8.15,230,7.84,4,0.14,7,0.24,4,0.14,2,0.07,3,0.1,4,0.14,7,0.24,4,0.14,3,0.1,2,0.07,9,0.31,3,0.1,40,1.36,47,1.6,36,1.23,50,1.7,35,1.19,50,1.7,32,1.09,1,0.03,0,0.0,4,0.14,1,0.03,1,0.03,40006
40,7,2153,142,6.6,145,6.73,124,5.76,131,6.08,124,5.76,118,5.48,6,0.28,7,0.33,9,0.42,5,0.23,6,0.28,9,0.42,7,0.33,6,0.28,8,0.37,5,0.23,6,0.28,3,0.14,19,0.88,17,0.79,8,0.37,18,0.84,13,0.6,14,0.65,9,0.42,1,0.05,2,0.09,2,0.09,2,0.09,1,0.05,40007
40,8,2924,226,7.73,221,7.56,193,6.6,207,7.08,185,6.33,179,6.12,4,0.14,4,0.14,7,0.24,4,0.14,3,0.1,7,0.24,14,0.48,5,0.17,6,0.21,5,0.17,9,0.31,4,0.14,48,1.64,51,1.74,35,1.2,56,1.92,36,1.23,49,1.68,33,1.13,4,0.14,6,0.21,10,0.34,6,0.21,5,0.17,40008
40,10,379,25,6.6,25,6.6,22,5.8,26,6.86,21,5.54,24,6.33,0,0.0,1,0.26,0,0.0,1,0.26,0,0.0,3,0.79,3,0.79,2,0.53,1,0.26,2,0.53,2,0.53,2,0.53,2,0.53,3,0.79,2,0.53,4,1.06,4,1.06,4,1.06,2,0.53,1,0.26,0,0.0,2,0.53,0,0.0,0,0.0,40010
40,11,2384,178,7.47,167,7.01,155,6.5,163,6.84,153,6.42,145,6.08,3,0.13,6,0.25,1,0.04,0,0.0,0,0.0,2,0.08,8,0.34,2,0.08,3,0.13,1,0.04,7,0.29,2,0.08,27,1.13,33,1.38,25,1.05,33,1.38,26,1.09,35,1.47,23,0.96,2,0.08,1,0.04,4,0.17,4,0.17,4,0.17,40011
40,12,1832,133,7.26,128,6.99,116,6.33,121,6.6,109,5.95,111,6.06,2,0.11,4,0.22,7,0.38,5,0.27,2,0.11,7,0.38,12,0.66,10,0.55,9,0.49,5,0.27,10,0.55,2,0.11,16,0.87,21,1.15,9,0.49,22,1.2,15,0.82,16,0.87,8,0.44,0,0.0,3,0.16,4,0.22,2,0.11,0,0.0,40012
40,13,3748,369,9.85,360,9.61,324,8.64,341,9.1,311,8.3,308,8.22,11,0.29,11,0.29,8,0.21,6,0.16,4,0.11,8,0.21,18,0.48,10,0.27,6,0.16,6,0.16,11,0.29,5,0.13,46,1.23,62,1.65,36,0.96,62,1.65,35,0.93,46,1.23,25,0.67,5,0.13,2,0.05,5,0.13,5,0.13,2,0.05,40013
40,14,1331,99,7.44,89,6.69,94,7.06,92,6.91,83,6.24,75,5.63,0,0.0,2,0.15,3,0.23,2,0.15,3,0.23,5,0.38,4,0.3,1,0.08,3,0.23,3,0.23,3,0.23,2,0.15,13,0.98,17,1.28,7,0.53,14,1.05,8,0.6,12,0.9,5,0.38,2,0.15,2,0.15,3,0.23,3,0.23,4,0.3,40014
40,15,1496,97,6.48,99,6.62,89,5.95,94,6.28,80,5.35,75,5.01,5,0.33,6,0.4,6,0.4,5,0.33,3,0.2,2,0.13,5,0.33,6,0.4,3,0.2,4,0.27,3,0.2,2,0.13,8,0.53,10,0.67,8,0.53,11,0.74,4,0.27,9,0.6,3,0.2,2,0.13,2,0.13,1,0.07,2,0.13,2,0.13,40015
40,16,3098,252,8.13,236,7.62,213,6.88,228,7.36,200,6.46,192,6.2,5,0.16,15,0.48,7,0.23,4,0.13,6,0.19,8,0.26,11,0.36,4,0.13,7,0.23,4,0.13,8,0.26,3,0.1,41,1.32,53,1.71,32,1.03,47,1.52,35,1.13,45,1.45,26,0.84,8,0.26,4,0.13,10,0.32,6,0.19,7,0.23,40016
40,17,1704,114,6.69,98,5.75,85,4.99,95,5.58,81,4.75,72,4.23,1,0.06,3,0.18,5,0.29,2,0.12,1,0.06,14,0.82,8,0.47,8,0.47,6,0.35,6,0.35,12,0.7,0,0.0,21,1.23,26,1.53,16,0.94,27,1.58,23,1.35,23,1.35,16,0.94,6,0.35,1,0.06,5,0.29,3,0.18,0,0.0,40017
40,19,2147,170,7.92,172,8.01,156,7.27,168,7.82,144,6.71,141,6.57,5,0.23,7,0.33,5,0.23,2,0.09,2,0.09,5,0.23,4,0.19,2,0.09,6,0.28,4,0.19,4,0.19,2,0.09,26,1.21,23,1.07,15,0.7,19,0.88,19,0.88,12,0.56,15,0.7,4,0.19,3,0.14,5,0.23,3,0.14,5,0.23,40019
40,20,1550,134,8.65,124,8.0,125,8.06,119,7.68,120,7.74,112,7.23,4,0.26,5,0.32,4,0.26,3,0.19,3,0.19,2,0.13,3,0.19,3,0.19,4,0.26,3,0.19,5,0.32,2,0.13,8,0.52,10,0.65,4,0.26,11,0.71,5,0.32,6,0.39,3,0.19,2,0.13,1,0.06,2,0.13,1,0.06,1,0.06,40020
40,21,2461,156,6.34,152,6.18,145,5.89,155,6.3,137,5.57,131,5.32,3,0.12,3,0.12,5,0.2,2,0.08,2,0.08,12,0.49,14,0.57,8,0.33,11,0.45,9,0.37,11,0.45,5,0.2,27,1.1,30,1.22,23,0.93,33,1.34,28,1.14,29,1.18,24,0.98,8,0.33,1,0.04,3,0.12,4,0.16,4,0.16,40021
40,23,2984,219,7.34,197,6.6,186,6.23,201,6.74,183,6.13,172,5.76,7,0.23,10,0.34,11,0.37,5,0.17,6,0.2,17,0.57,13,0.44,7,0.23,10,0.34,10,0.34,17,0.57,3,0.1,38,1.27,47,1.58,32,1.07,47,1.58,38,1.27,43,1.44,35,1.17,11,0.37,2,0.07,4,0.13,9,0.3,9,0.3,40023
40,24,1356,94,6.93,95,7.01,87,6.42,95,7.01,79,5.83,74,5.46,3,0.22,2,0.15,3,0.22,2,0.15,4,0.29,2,0.15,7,0.52,4,0.29,3,0.22,3,0.22,4,0.29,2,0.15,10,0.74,9,0.66,3,0.22,12,0.88,7,0.52,4,0.29,5,0.37,3,0.22,1,0.07,3,0.22,1,0.07,4,0.29,40024
40,25,2247,157,6.99,157,6.99,147,6.54,155,6.9,143,6.36,134,5.96,2,0.09,7,0.31,2,0.09,1,0.04,0,0.0,10,0.45,10,0.45,4,0.18,8,0.36,6,0.27,11,0.49,3,0.13,31,1.38,31,1.38,23,1.02,34,1.51,24,1.07,32,1.42,19,0.85,8,0.36,1,0.04,4,0.18,4,0.18,4,0.18,40025
40,29,1950,114,5.85,111,5.69,98,5.03,103,5.28,93,4.77,88,4.51,2,0.1,5,0.26,10,0.51,3,0.15,4,0.21,2,0.1,9,0.46,5,0.26,5,0.26,2,0.1,6,0.31,3,0.15,17,0.87,26,1.33,17,0.87,30,1.54,16,0.82,23,1.18,12,0.62,2,0.1,1,0.05,4,0.21,4,0.21,3,0.15,40029
40,30,1628,93,5.71,93,5.71,85,5.22,90,5.53,83,5.1,81,4.98,1,0.06,2,0.12,5,0.31,1,0.06,2,0.12,2,0.12,3,0.18,3,0.18,3,0.18,1,0.06,1,0.06,3,0.18,8,0.49,12,0.74,5,0.31,13,0.8,6,0.37,12,0.74,7,0.43,0,0.0,0,0.0,1,0.06,0,0.0,0,0.0,40030
40,31,426,25,5.87,24,5.63,20,4.69,25,5.87,20,4.69,17,3.99,0,0.0,1,0.23,1,0.23,0,0.0,0,0.0,2,0.47,1,0.23,0,0.0,3,0.7,1,0.23,0,0.0,0,0.0,6,1.41,8,1.88,4,0.94,6,1.41,4,0.94,5,1.17,2,0.47,1,0.23,0,0.0,3,0.7,3,0.7,3,0.7,40031
40,32,2561,168,6.56,170,6.64,164,6.4,171,6.68,152,5.94,145,5.66,9,0.35,6,0.23,5,0.2,2,0.08,5,0.2,10,0.39,13,0.51,6,0.23,14,0.55,11,0.43,13,0.51,6,0.23,25,0.98,30,1.17,22,0.86,39,1.52,24,0.94,30,1.17,21,0.82,6,0.23,6,0.23,8,0.31,7,0.27,5,0.2,40032
40,34,1586,109,6.87,114,7.19,99,6.24,105,6.62,96,6.05,88,5.55,7,0.44,6,0.38,7,0.44,3,0.19,5,0.32,3,0.19,6,0.38,7,0.44,5,0.32,1,0.06,5,0.32,3,0.19,7,0.44,10,0.63,6,0.38,9,0.57,7,0.44,6,0.38,4,0.25,4,0.25,5,0.32,7,0.44,6,0.38,3,0.19,40034
40,38,2989,243,8.13,235,7.86,217,7.26,225,7.53,213,7.13,199,6.66,2,0.07,7,0.23,8,0.27,3,0.1,4,0.13,12,0.4,14,0.47,7,0.23,11,0.37,6,0.2,14,0.47,5,0.17,46,1.54,51,1.71,36,1.2,54,1.81,47,1.57,47,1.57,37,1.24,3,0.1,0,0.0,4,0.13,2,0.07,0,0.0,40038
41,3,1395,82,5.88,81,5.81,75,5.38,81,5.81,74,5.3,69,4.95,2,0.14,0,0.0,3,0.22,2,0.14,1,0.07,4,0.29,6,0.43,5,0.36,4,0.29,3,0.22,4,0.29,1,0.07,5,0.36,5,0.36,3,0.22,8,0.57,4,0.29,2,0.14,0,0.0,5,0.36,1,0.07,2,0.14,2,0.14,4,0.29,41003
41,6,2139,84,3.93,81,3.79,78,3.65,77,3.6,81,3.79,68,3.18,9,0.42,10,0.47,20,0.94,9,0.42,12,0.56,6,0.28,10,0.47,10,0.47,5,0.23,5,0.23,10,0.47,5,0.23,8,0.37,12,0.56,8,0.37,13,0.61,10,0.47,11,0.51,9,0.42,6,0.28,11,0.51,15,0.7,15,0.7,17,0.79,41006
41,9,1341,52,3.88,54,4.03,54,4.03,53,3.95,51,3.8,47,3.5,3,0.22,4,0.3,3,0.22,3,0.22,6,0.45,6,0.45,12,0.89,15,1.12,9,0.67,10,0.75,11,0.82,6,0.45,8,0.6,5,0.37,6,0.45,9,0.67,7,0.52,6,0.45,5,0.37,1,0.07,4,0.3,6,0.45,5,0.37,6,0.45,41009
41,11,510,22,4.31,22,4.31,20,3.92,21,4.12,20,3.92,18,3.53,1,0.2,1,0.2,2,0.39,1,0.2,2,0.39,0,0.0,1,0.2,2,0.39,2,0.39,2,0.39,2,0.39,1,0.2,5,0.98,7,1.37,6,1.18,8,1.57,6,1.18,4,0.78,4,0.78,0,0.0,1,0.2,2,0.39,2,0.39,2,0.39,41011
41,12,1199,50,4.17,46,3.84,45,3.75,49,4.09,41,3.42,37,3.09,2,0.17,6,0.5,6,0.5,3,0.25,3,0.25,5,0.42,9,0.75,6,0.5,5,0.42,7,0.58,7,0.58,5,0.42,4,0.33,10,0.83,7,0.58,11,0.92,5,0.42,8,0.67,3,0.25,2,0.17,5,0.42,4,0.33,6,0.5,5,0.42,41012
41,14,2048,74,3.61,78,3.81,69,3.37,67,3.27,65,3.17,64,3.13,3,0.15,6,0.29,8,0.39,4,0.2,4,0.2,6,0.29,8,0.39,5,0.24,5,0.24,2,0.1,8,0.39,3,0.15,12,0.59,18,0.88,12,0.59,17,0.83,8,0.39,10,0.49,9,0.44,6,0.29,2,0.1,5,0.24,11,0.54,7,0.34,41014
41,16,1270,65,5.12,71,5.59,63,4.96,62,4.88,53,4.17,49,3.86,2,0.16,2,0.16,3,0.24,3,0.24,4,0.31,5,0.39,7,0.55,9,0.71,4,0.31,4,0.31,12,0.94,6,0.47,8,0.63,4,0.31,2,0.16,9,0.71,6,0.47,4,0.31,1,0.08,5,0.39,5,0.39,5,0.39,7,0.55,7,0.55,41016
41,17,1197,55,4.59,58,4.85,55,4.59,53,4.43,47,3.93,43,3.59,3,0.25,5,0.42,4,0.33,3,0.25,2,0.17,6,0.5,7,0.58,7,0.58,4,0.33,6,0.5,8,0.67,3,0.25,12,1.0,12,1.0,10,0.84,13,1.09,9,0.75,10,0.84,9,0.75,5,0.42,2,0.17,5,0.42,3,0.25,7,0.58,41017
41,19,1799,89,4.95,87,4.84,84,4.67,79,4.39,83,4.61,70,3.89,7,0.39,8,0.44,9,0.5,8,0.44,8,0.44,9,0.5,12,0.67,10,0.56,9,0.5,8,0.44,12,0.67,4,0.22,9,0.5,8,0.44,4,0.22,15,0.83,5,0.28,9,0.5,5,0.28,4,0.22,7,0.39,9,0.5,6,0.33,9,0.5,41019
41,21,1457,69,4.74,70,4.8,64,4.39,64,4.39,64,4.39,55,3.77,7,0.48,10,0.69,16,1.1,8,0.55,6,0.41,4,0.27,4,0.27,7,0.48,4,0.27,4,0.27,6,0.41,1,0.07,9,0.62,9,0.62,6,0.41,12,0.82,3,0.21,9,0.62,2,0.14,5,0.34,6,0.41,7,0.48,4,0.27,14,0.96,41021
41,22,1894,88,4.65,88,4.65,89,4.7,93,4.91,78,4.12,76,4.01,3,0.16,5,0.26,5,0.26,4,0.21,3,0.16,9,0.48,16,0.84,13,0.69,13,0.69,11,0.58,14,0.74,7,0.37,14,0.74,14,0.74,8,0.42,12,0.63,7,0.37,10,0.53,3,0.16,7,0.37,8,0.42,8,0.42,6,0.32,9,0.48,41022
41,23,580,25,4.31,27,4.66,29,5.0,29,5.0,23,3.97,22,3.79,4,0.69,3,0.52,6,1.03,2,0.34,2,0.34,2,0.34,1,0.17,0,0.0,1,0.17,2,0.34,1,0.17,4,0.69,2,0.34,2,0.34,1,0.17,2,0.34,2,0.34,4,0.69,0,0.0,1,0.17,3,0.52,2,0.34,2,0.34,4,0.69,41023
41,24,1176,50,4.25,56,4.76,51,4.34,52,4.42,45,3.83,44,3.74,3,0.26,8,0.68,13,1.11,4,0.34,5,0.43,4,0.34,2,0.17,7,0.6,2,0.17,5,0.43,2,0.17,2,0.17,7,0.6,9,0.77,7,0.6,7,0.6,8,0.68,6,0.51,6,0.51,5,0.43,3,0.26,4,0.34,4,0.34,8,0.68,41024
41,26,1522,63,4.14,64,4.2,53,3.48,58,3.81,53,3.48,47,3.09,0,0.0,2,0.13,6,0.39,2,0.13,1,0.07,5,0.33,17,1.12,13,0.85,12,0.79,11,0.72,13,0.85,6,0.39,10,0.66,13,0.85,8,0.53,14,0.92,11,0.72,12,0.79,7,0.46,3,0.2,4,0.26,5,0.33,2,0.13,7,0.46,41026
41,27,790,45,5.7,45,5.7,44,5.57,45,5.7,40,5.06,37,4.68,3,0.38,1,0.13,1,0.13,0,0.0,2,0.25,1,0.13,6,0.76,6,0.76,4,0.51,4,0.51,4,0.51,4,0.51,3,0.38,6,0.76,5,0.63,3,0.38,4,0.51,3,0.38,3,0.38,3,0.38,1,0.13,1,0.13,1,0.13,3,0.38,41027
41,30,1224,62,5.07,64,5.23,57,4.66,64,5.23,66,5.39,53,4.33,3,0.25,5,0.41,5,0.41,6,0.49,4,0.33,7,0.57,9,0.74,7,0.57,12,0.98,8,0.65,8,0.65,4,0.33,8,0.65,12,0.98,9,0.74,8,0.65,7,0.57,10,0.82,5,0.41,2,0.16,4,0.33,6,0.49,3,0.25,6,0.49,41030
41,32,1317,55,4.18,61,4.63,59,4.48,59,4.48,56,4.25,51,3.87,2,0.15,5,0.38,8,0.61,6,0.46,3,0.23,4,0.3,8,0.61,12,0.91,6,0.46,8,0.61,6,0.46,4,0.3,12,0.91,14,1.06,9,0.68,11,0.84,7,0.53,10,0.76,11,0.84,4,0.3,4,0.3,5,0.38,8,0.61,8,0.61,41032
41,33,1072,44,4.1,38,3.54,37,3.45,39,3.64,37,3.45,30,2.8,2,0.19,1,0.09,5,0.47,0,0.0,2,0.19,5,0.47,3,0.28,2,0.19,4,0.37,1,0.09,4,0.37,3,0.28,4,0.37,4,0.37,2,0.19,4,0.37,6,0.56,6,0.56,2,0.19,5,0.47,7,0.65,4,0.37,4,0.37,10,0.93,41033
41,35,1826,86,4.71,85,4.65,78,4.27,87,4.76,79,4.33,73,4.0,6,0.33,5,0.27,12,0.66,5,0.27,6,0.33,5,0.27,7,0.38,9,0.49,7,0.38,6,0.33,9,0.49,2,0.11,9,0.49,16,0.88,11,0.6,16,0.88,9,0.49,10,0.55,6,0.33,1,0.05,2,0.11,8,0.44,6,0.33,9,0.49,41035
41,38,1325,64,4.83,56,4.23,55,4.15,59,4.45,54,4.08,40,3.02,1,0.08,2,0.15,9,0.68,3,0.23,3,0.23,4,0.3,9,0.68,6,0.45,9,0.68,6,0.45,5,0.38,5,0.38,13,0.98,12,0.91,14,1.06,17,1.28,9,0.68,8,0.6,10,0.75,8,0.6,6,0.45,7,0.53,10,0.75,13,0.98,41038
41,39,1801,75,4.16,69,3.83,68,3.78,64,3.55,59,3.28,56,3.11,6,0.33,7,0.39,7,0.39,6,0.33,4,0.22,7,0.39,10,0.56,9,0.5,7,0.39,6,0.33,8,0.44,8,0.44,13,0.72,12,0.67,4,0.22,5,0.28,7,0.39,8,0.44,8,0.44,8,0.44,4,0.22,7,0.39,9,0.5,9,0.5,41039
41,45,603,45,7.46,41,6.8,43,7.13,44,7.3,37,6.14,38,6.3,3,0.5,2,0.33,1,0.17,0,0.0,0,0.0,2,0.33,1,0.17,2,0.33,1,0.17,2,0.33,3,0.5,2,0.33,4,0.66,5,0.83,4,0.66,6,1.0,6,1.0,5,0.83,5,0.83,1,0.17,0,0.0,0,0.0,0,0.0,1,0.17,41045
41,46,1816,92,5.07,96,5.29,82,4.52,87,4.79,82,4.52,68,3.74,3,0.17,9,0.5,7,0.39,5,0.28,6,0.33,4,0.22,10,0.55,9,0.5,7,0.39,4,0.22,8,0.44,3,0.17,13,0.72,16,0.88,9,0.5,16,0.88,12,0.66,15,0.83,12,0.66,10,0.55,14,0.77,17,0.94,13,0.72,10,0.55,41046
41,47,1796,92,5.12,93,5.18,91,5.07,92,5.12,88,4.9,80,4.45,3,0.17,2,0.11,6,0.33,0,0.0,2,0.11,2,0.11,9,0.5,5,0.28,6,0.33,5,0.28,6,0.33,6,0.33,3,0.17,6,0.33,1,0.06,9,0.5,4,0.22,4,0.22,1,0.06,5,0.28,3,0.17,7,0.39,6,0.33,5,0.28,41047
43,2,2047,106,5.18,102,4.98,91,4.45,94,4.59,90,4.4,85,4.15,2,0.1,2,0.1,2,0.1,2,0.1,1,0.05,2,0.1,4,0.2,3,0.15,5,0.24,6,0.29,9,0.44,3,0.15,7,0.34,12,0.59,6,0.29,15,0.73,8,0.39,10,0.49,8,0.39,1,0.05,1,0.05,1,0.05,3,0.15,1,0.05,43002
43,3,2157,79,3.66,75,3.48,65,3.01,68,3.15,64,2.97,59,2.74,1,0.05,4,0.19,6,0.28,1,0.05,3,0.14,6,0.28,13,0.6,8,0.37,9,0.42,7,0.32,6,0.28,4,0.19,13,0.6,15,0.7,12,0.56,13,0.6,9,0.42,14,0.65,9,0.42,5,0.23,4,0.19,5,0.23,4,0.19,5,0.23,43003
43,4,2023,86,4.25,84,4.15,74,3.66,79,3.91,72,3.56,71,3.51,3,0.15,4,0.2,5,0.25,3,0.15,3,0.15,6,0.3,9,0.44,4,0.2,8,0.4,9,0.44,10,0.49,3,0.15,10,0.49,22,1.09,11,0.54,16,0.79,7,0.35,16,0.79,8,0.4,2,0.1,2,0.1,7,0.35,6,0.3,2,0.1,43004
43,5,1482,48,3.24,52,3.51,52,3.51,49,3.31,48,3.24,47,3.17,3,0.2,6,0.4,7,0.47,5,0.34,3,0.2,1,0.07,0,0.0,1,0.07,1,0.07,3,0.2,1,0.07,0,0.0,9,0.61,11,0.74,8,0.54,9,0.61,8,0.54,10,0.67,7,0.47,1,0.07,1,0.07,1,0.07,1,0.07,1,0.07,43005
43,6,1460,83,5.68,79,5.41,73,5.0,73,5.0,74,5.07,69,4.73,3,0.21,7,0.48,5,0.34,2,0.14,1,0.07,4,0.27,8,0.55,4,0.27,4,0.27,5,0.34,3,0.21,1,0.07,10,0.68,17,1.16,12,0.82,12,0.82,11,0.75,10,0.68,6,0.41,4,0.27,3,0.21,5,0.34,3,0.21,3,0.21,43006
43,7,1355,66,4.87,65,4.8,60,4.43,57,4.21,56,4.13,54,3.99,3,0.22,3,0.22,8,0.59,2,0.15,4,0.3,4,0.3,6,0.44,3,0.22,6,0.44,3,0.22,8,0.59,4,0.3,3,0.22,6,0.44,3,0.22,8,0.59,6,0.44,6,0.44,3,0.22,3,0.22,1,0.07,3,0.22,2,0.15,0,0.0,43007
43,8,1510,48,3.18,48,3.18,44,2.91,43,2.85,41,2.72,40,2.65,2,0.13,3,0.2,3,0.2,1,0.07,2,0.13,8,0.53,6,0.4,3,0.2,0,0.0,4,0.26,2,0.13,0,0.0,3,0.2,4,0.26,3,0.2,5,0.33,3,0.2,4,0.26,1,0.07,7,0.46,4,0.26,4,0.26,6,0.4,7,0.46,43008
