ward,precinct,total,Jacob Meister,Jacob Meister Percent,Iris Y. Martinez,Iris Y. Martinez Percent,Richard R. Boykin,Richard R. Boykin Percent,Michael M. Cabonargi,Michael M. Cabonargi Percent,precinct_id
1,35,300,77,25.67,122,40.67,24,8.0,77,25.67,01035
1,36,277,75,27.08,106,38.27,41,14.8,55,19.86,01036
1,37,223,47,21.08,101,45.29,22,9.87,53,23.77,01037
1,38,204,63,30.88,90,44.12,22,10.78,29,14.22,01038
1,39,196,45,22.96,97,49.49,21,10.71,33,16.84,01039
1,40,266,52,19.55,123,46.24,34,12.78,57,21.43,01040
1,41,182,47,25.82,92,50.55,19,10.44,24,13.19,01041
1,42,73,19,26.03,40,54.79,4,5.48,10,13.7,01042
1,43,164,35,21.34,88,53.66,13,7.93,28,17.07,01043
1,44,234,81,34.62,94,40.17,25,10.68,34,14.53,01044
2,1,257,63,24.51,99,38.52,39,15.18,56,21.79,02001
2,2,185,37,20.0,57,30.81,33,17.84,58,31.35,02002
2,3,288,71,24.65,114,39.58,46,15.97,57,19.79,02003
2,4,244,64,26.23,102,41.8,30,12.3,48,19.67,02004
2,5,298,68,22.82,149,50.0,26,8.72,55,18.46,02005
2,6,248,61,24.6,118,47.58,16,6.45,53,21.37,02006
2,7,183,42,22.95,71,38.8,30,16.39,40,21.86,02007
2,8,261,67,25.67,105,40.23,35,13.41,54,20.69,02008
2,9,162,21,12.96,52,32.1,42,25.93,47,29.01,02009
2,10,158,28,17.72,25,15.82,41,25.95,64,40.51,02010
2,11,237,34,14.35,66,27.85,45,18.99,92,38.82,02011
2,12,259,45,17.37,66,25.48,72,27.8,76,29.34,02012
2,13,249,39,15.66,67,26.91,55,22.09,88,35.34,02013
2,14,317,89,28.08,135,42.59,26,8.2,67,21.14,02014
2,15,236,64,27.12,84,35.59,37,15.68,51,21.61,02015
2,16,237,65,27.43,85,35.86,39,16.46,48,20.25,02016
2,17,320,83,25.94,114,35.63,50,15.63,73,22.81,02017
2,18,245,41,16.73,78,31.84,44,17.96,82,33.47,02018
2,19,119,26,21.85,29,24.37,23,19.33,41,34.45,02019
2,20,241,53,21.99,87,36.1,15,6.22,86,35.68,02020
2,21,292,90,30.82,113,38.7,30,10.27,59,20.21,02021
2,22,267,55,20.6,80,29.96,48,17.98,84,31.46,02022
2,23,162,38,23.46,32,19.75,38,23.46,54,33.33,02023
2,24,179,42,23.46,47,26.26,43,24.02,47,26.26,02024
2,25,278,65,23.38,119,42.81,28,10.07,66,23.74,02025
2,26,200,32,16.0,77,38.5,37,18.5,54,27.0,02026
2,27,179,40,22.35,50,27.93,44,24.58,45,25.14,02027
2,28,222,43,19.37,77,34.68,41,18.47,61,27.48,02028
2,29,249,51,20.48,79,31.73,38,15.26,81,32.53,02029
2,30,191,36,18.85,58,30.37,30,15.71,67,35.08,02030
2,31,301,56,18.6,97,32.23,72,23.92,76,25.25,02031
2,32,169,32,18.93,60,35.5,35,20.71,42,24.85,02032
2,33,384,70,18.23,108,28.13,80,20.83,126,32.81,02033
2,34,220,39,17.73,49,22.27,51,23.18,81,36.82,02034
2,35,242,37,15.29,77,31.82,49,20.25,79,32.64,02035
2,36,213,39,18.31,74,34.74,33,15.49,67,31.46,02036
2,37,247,37,14.98,72,29.15,43,17.41,95,38.46,02037
2,38,197,27,13.71,65,32.99,46,23.35,59,29.95,02038
2,39,129,21,16.28,44,34.11,28,21.71,36,27.91,02039
2,40,186,42,22.58,67,36.02,30,16.13,47,25.27,02040
2,41,201,44,21.89,70,34.83,32,15.92,55,27.36,02041
2,42,207,55,26.57,68,32.85,35,16.91,49,23.67,02042
2,43,236,52,22.03,71,30.08,48,20.34,65,27.54,02043
2,44,147,30,20.41,40,27.21,34,23.13,43,29.25,02044
2,45,240,47,19.58,76,31.67,46,19.17,71,29.58,02045
2,46,145,32,22.07,55,37.93,27,18.62,31,21.38,02046
3,1,334,21,6.29,71,21.26,153,45.81,89,26.65,03001
3,2,428,24,5.61,84,19.63,221,51.64,99,23.13,03002
3,3,169,33,19.53,30,17.75,70,41.42,36,21.3,03003
3,4,367,20,5.45,78,21.25,175,47.68,94,25.61,03004
3,5,172,16,9.3,47,27.33,75,43.6,34,19.77,03005
3,6,338,45,13.31,124,36.69,61,18.05,108,31.95,03006
3,7,203,22,10.84,41,20.2,89,43.84,51,25.12,03007
3,8,198,23,11.62,44,22.22,88,44.44,43,21.72,03008
3,9,342,40,11.7,72,21.05,155,45.32,75,21.93,03009
3,10,126,17,13.49,22,17.46,59,46.83,28,22.22,03010
3,11,276,19,6.88,54,19.57,141,51.09,62,22.46,03011
3,12,317,28,8.83,66,20.82,153,48.26,70,22.08,03012
3,13,329,47,14.29,100,30.4,73,22.19,109,33.13,03013
3,14,311,37,11.9,125,40.19,69,22.19,80,25.72,03014
3,15,224,17,7.59,50,22.32,112,50.0,45,20.09,03015
3,16,247,30,12.15,64,25.91,115,46.56,38,15.38,03016
3,17,385,59,15.32,139,36.1,104,27.01,83,21.56,03017
3,18,371,39,10.51,93,25.07,144,38.81,95,25.61,03018
3,19,294,35,11.9,85,28.91,79,26.87,95,32.31,03019
3,20,323,36,11.15,74,22.91,138,42.72,75,23.22,03020
3,21,312,32,10.26,69,22.12,101,32.37,110,35.26,03021
3,22,334,65,19.46,114,34.13,64,19.16,91,27.25,03022
3,23,210,14,6.67,57,27.14,102,48.57,37,17.62,03023
3,24,234,20,8.55,56,23.93,105,44.87,53,22.65,03024
3,25,436,60,13.76,132,30.28,98,22.48,146,33.49,03025
3,26,325,44,13.54,90,27.69,80,24.62,111,34.15,03026
3,27,335,54,16.12,102,30.45,78,23.28,101,30.15,03027
3,28,201,21,10.45,46,22.89,87,43.28,47,23.38,03028
3,29,279,27,9.68,55,19.71,138,49.46,59,21.15,03029
3,30,262,32,12.21,49,18.7,114,43.51,67,25.57,03030
3,31,346,23,6.65,71,20.52,174,50.29,78,22.54,03031
3,32,332,46,13.86,94,28.31,88,26.51,104,31.33,03032
3,33,326,75,23.01,115,35.28,57,17.48,79,24.23,03033
3,34,340,54,15.88,121,35.59,60,17.65,105,30.88,03034
3,35,136,12,8.82,27,19.85,77,56.62,20,14.71,03035
3,36,136,15,11.03,26,19.12,64,47.06,31,22.79,03036
3,37,263,26,9.89,61,23.19,132,50.19,44,16.73,03037
3,38,253,22,8.7,60,23.72,123,48.62,48,18.97,03038
3,39,358,66,18.44,112,31.28,66,18.44,114,31.84,03039
3,40,231,36,15.58,60,25.97,74,32.03,61,26.41,03040
3,41,242,27,11.16,68,28.1,96,39.67,51,21.07,03041
4,1,404,116,28.71,100,24.75,95,23.51,93,23.02,04001
4,2,340,49,14.41,125,36.76,75,22.06,91,26.76,04002
4,3,233,17,7.3,50,21.46,98,42.06,68,29.18,04003
4,4,388,28,7.22,98,25.26,174,44.85,88,22.68,04004
4,5,348,24,6.9,77,22.13,158,45.4,89,25.57,04005
4,6,397,36,9.07,91,22.92,180,45.34,90,22.67,04006
4,7,383,18,4.7,103,26.89,161,42.04,101,26.37,04007
4,8,359,15,4.18,67,18.66,157,43.73,120,33.43,04008
4,9,434,18,4.15,85,19.59,206,47.47,125,28.8,04009
4,10,410,25,6.1,97,23.66,181,44.15,107,26.1,04010
4,11,277,23,8.3,42,15.16,136,49.1,76,27.44,04011
4,12,371,22,5.93,81,21.83,175,47.17,93,25.07,04012
4,13,303,60,19.8,117,38.61,50,16.5,76,25.08,04013
4,14,280,15,5.36,57,20.36,135,48.21,73,26.07,04014
4,15,366,33,9.02,101,27.6,152,41.53,80,21.86,04015
4,16,416,78,18.75,150,36.06,77,18.51,111,26.68,04016
4,17,324,65,20.06,121,37.35,43,13.27,95,29.32,04017
4,18,325,32,9.85,67,20.62,145,44.62,81,24.92,04018
4,19,229,26,11.35,35,15.28,109,47.6,59,25.76,04019
4,20,271,49,18.08,71,26.2,63,23.25,88,32.47,04020
4,21,334,60,17.96,138,41.32,49,14.67,87,26.05,04021
4,22,306,48,15.69,60,19.61,110,35.95,88,28.76,04022
4,23,401,78,19.45,103,25.69,98,24.44,122,30.42,04023
4,24,298,39,13.09,65,21.81,110,36.91,84,28.19,04024
4,25,332,52,15.66,109,32.83,65,19.58,106,31.93,04025
4,26,283,25,8.83,53,18.73,117,41.34,88,31.1,04026
4,27,399,84,21.05,88,22.06,124,31.08,103,25.81,04027
4,28,272,19,6.99,89,32.72,106,38.97,58,21.32,04028
4,29,265,20,7.55,61,23.02,128,48.3,56,21.13,04029
4,30,365,25,6.85,63,17.26,166,45.48,111,30.41,04030
4,31,405,29,7.16,92,22.72,190,46.91,94,23.21,04031
4,32,329,28,8.51,71,21.58,132,40.12,98,29.79,04032
4,33,325,34,10.46,88,27.08,130,40.0,73,22.46,04033
4,34,277,13,4.69,59,21.3,136,49.1,69,24.91,04034
4,35,353,26,7.37,81,22.95,157,44.48,89,25.21,04035
4,36,363,34,9.37,89,24.52,156,42.98,84,23.14,04036
4,37,483,94,19.46,165,34.16,87,18.01,137,28.36,04037
4,38,347,22,6.34,87,25.07,158,45.53,80,23.05,04038
5,1,229,17,7.42,47,20.52,114,49.78,51,22.27,05001
5,2,208,19,9.13,51,24.52,95,45.67,43,20.67,05002
5,3,298,70,23.49,100,33.56,62,20.81,66,22.15,05003
5,4,381,74,19.42,103,27.03,125,32.81,79,20.73,05004
5,5,242,21,8.68,53,21.9,117,48.35,51,21.07,05005
5,6,232,27,11.64,34,14.66,118,50.86,53,22.84,05006
5,7,307,22,7.17,91,29.64,135,43.97,59,19.22,05007
5,8,319,76,23.82,95,29.78,42,13.17,106,33.23,05008
5,9,378,65,17.2,107,28.31,117,30.95,89,23.54,05009
5,10,211,15,7.11,46,21.8,107,50.71,43,20.38,05010
5,11,317,57,17.98,110,34.7,86,27.13,64,20.19,05011
5,12,170,14,8.24,39,22.94,89,52.35,28,16.47,05012
5,13,257,17,6.61,64,24.9,126,49.03,50,19.46,05013
5,14,261,20,7.66,58,22.22,121,46.36,62,23.75,05014
5,15,280,39,13.93,73,26.07,104,37.14,64,22.86,05015
5,16,247,22,8.91,55,22.27,123,49.8,47,19.03,05016
5,17,195,20,10.26,46,23.59,90,46.15,39,20.0,05017
5,18,293,71,24.23,92,31.4,64,21.84,66,22.53,05018
5,19,297,67,22.56,58,19.53,79,26.6,93,31.31,05019
5,20,359,42,11.7,110,30.64,122,33.98,85,23.68,05020
5,21,301,68,22.59,88,29.24,83,27.57,62,20.6,05021
5,22,375,41,10.93,79,21.07,133,35.47,122,32.53,05022
5,23,498,99,19.88,147,29.52,126,25.3,126,25.3,05023
5,24,328,85,25.91,98,29.88,63,19.21,82,25.0,05024
5,25,277,20,7.22,57,20.58,126,45.49,74,26.71,05025
5,26,265,33,12.45,63,23.77,113,42.64,56,21.13,05026
5,27,288,79,27.43,86,29.86,51,17.71,72,25.0,05027
5,28,313,28,8.95,76,24.28,139,44.41,70,22.36,05028
5,29,286,20,6.99,68,23.78,142,49.65,56,19.58,05029
5,30,196,15,7.65,44,22.45,99,50.51,38,19.39,05030
5,31,195,19,9.74,45,23.08,96,49.23,35,17.95,05031
5,32,323,19,5.88,56,17.34,156,48.3,92,28.48,05032
5,33,311,27,8.68,71,22.83,155,49.84,58,18.65,05033
5,34,330,94,28.48,92,27.88,47,14.24,97,29.39,05034
5,35,363,67,18.46,123,33.88,94,25.9,79,21.76,05035
5,36,102,11,10.78,20,19.61,43,42.16,28,27.45,05036
5,37,324,56,17.28,92,28.4,67,20.68,109,33.64,05037
5,38,231,12,5.19,52,22.51,127,54.98,40,17.32,05038
5,39,236,52,22.03,61,25.85,57,24.15,66,27.97,05039
5,40,208,12,5.77,35,16.83,119,57.21,42,20.19,05040
5,41,176,17,9.66,41,23.3,56,31.82,62,35.23,05041
6,1,280,19,6.79,52,18.57,159,56.79,50,17.86,06001
6,2,290,24,8.28,52,17.93,142,48.97,72,24.83,06002
6,3,264,10,3.79,63,23.86,120,45.45,71,26.89,06003
6,4,165,17,10.3,36,21.82,80,48.48,32,19.39,06004
6,5,134,10,7.46,23,17.16,76,56.72,25,18.66,06005
6,6,277,18,6.5,38,13.72,159,57.4,62,22.38,06006
6,7,211,11,5.21,42,19.91,114,54.03,44,20.85,06007
6,8,258,16,6.2,48,18.6,136,52.71,58,22.48,06008
6,9,179,11,6.15,39,21.79,99,55.31,30,16.76,06009
6,10,137,11,8.03,33,24.09,65,47.45,28,20.44,06010
6,11,204,17,8.33,63,30.88,93,45.59,31,15.2,06011
6,12,157,20,12.74,34,21.66,68,43.31,35,22.29,06012
6,13,190,11,5.79,35,18.42,110,57.89,34,17.89,06013
6,14,223,19,8.52,50,22.42,113,50.67,41,18.39,06014
6,15,201,28,13.93,37,18.41,106,52.74,30,14.93,06015
6,16,289,10,3.46,68,23.53,162,56.06,49,16.96,06016
6,17,137,15,10.95,32,23.36,61,44.53,29,21.17,06017
6,18,181,45,24.86,39,21.55,74,40.88,23,12.71,06018
6,19,180,14,7.78,40,22.22,98,54.44,28,15.56,06019
6,20,126,12,9.52,26,20.63,59,46.83,29,23.02,06020
6,21,107,14,13.08,27,25.23,49,45.79,17,15.89,06021
6,22,142,13,9.15,33,23.24,66,46.48,30,21.13,06022
6,23,92,8,8.7,13,14.13,50,54.35,21,22.83,06023
6,24,110,15,13.64,19,17.27,57,51.82,19,17.27,06024
6,25,99,11,11.11,21,21.21,53,53.54,14,14.14,06025
6,26,134,14,10.45,25,18.66,69,51.49,26,19.4,06026
6,27,108,14,12.96,26,24.07,53,49.07,15,13.89,06027
6,28,103,11,10.68,16,15.53,57,55.34,19,18.45,06028
6,29,256,17,6.64,45,17.58,146,57.03,48,18.75,06029
6,30,179,16,8.94,34,18.99,93,51.96,36,20.11,06030
6,31,267,19,7.12,57,21.35,127,47.57,64,23.97,06031
6,32,222,14,6.31,44,19.82,118,53.15,46,20.72,06032
6,33,235,14,5.96,36,15.32,141,60.0,44,18.72,06033
6,34,239,17,7.11,66,27.62,105,43.93,51,21.34,06034
6,35,243,15,6.17,53,21.81,118,48.56,57,23.46,06035
6,36,298,17,5.7,44,14.77,172,57.72,65,21.81,06036
6,37,292,16,5.48,47,16.1,162,55.48,67,22.95,06037
6,38,274,6,2.19,59,21.53,151,55.11,58,21.17,06038
6,39,179,22,12.29,39,21.79,80,44.69,38,21.23,06039
6,40,194,8,4.12,35,18.04,120,61.86,31,15.98,06040
6,41,253,11,4.35,42,16.6,141,55.73,59,23.32,06041
6,42,208,23,11.06,49,23.56,98,47.12,38,18.27,06042
6,43,204,14,6.86,34,16.67,112,54.9,44,21.57,06043
6,44,238,27,11.34,45,18.91,120,50.42,46,19.33,06044
6,45,269,18,6.69,55,20.45,135,50.19,61,22.68,06045
6,46,167,14,8.38,36,21.56,85,50.9,32,19.16,06046
6,47,169,25,14.79,29,17.16,86,50.89,29,17.16,06047
6,48,209,11,5.26,45,21.53,115,55.02,38,18.18,06048
7,1,212,14,6.6,50,23.58,105,49.53,43,20.28,07001
7,2,194,15,7.73,48,24.74,89,45.88,42,21.65,07002
7,3,245,20,8.16,49,20.0,132,53.88,44,17.96,07003
7,4,220,17,7.73,44,20.0,119,54.09,40,18.18,07004
7,5,192,15,7.81,41,21.35,94,48.96,42,21.88,07005
7,6,291,22,7.56,71,24.4,124,42.61,74,25.43,07006
7,7,185,23,12.43,46,24.86,75,40.54,41,22.16,07007
7,8,131,12,9.16,30,22.9,61,46.56,28,21.37,07008
7,9,386,32,8.29,70,18.13,201,52.07,83,21.5,07009
7,10,247,16,6.48,63,25.51,130,52.63,38,15.38,07010
7,11,206,23,11.17,56,27.18,98,47.57,29,14.08,07011
7,12,188,18,9.57,51,27.13,87,46.28,32,17.02,07012
7,13,153,5,3.27,35,22.88,88,57.52,25,16.34,07013
7,14,208,12,5.77,47,22.6,113,54.33,36,17.31,07014
7,15,218,11,5.05,44,20.18,118,54.13,45,20.64,07015
7,16,147,19,12.93,32,21.77,76,51.7,20,13.61,07016
7,17,183,16,8.74,43,23.5,84,45.9,40,21.86,07017
7,18,154,18,11.69,27,17.53,88,57.14,21,13.64,07018
7,19,177,19,10.73,30,16.95,90,50.85,38,21.47,07019
7,20,143,7,4.9,42,29.37,64,44.76,30,20.98,07020
7,21,140,16,11.43,46,32.86,53,37.86,25,17.86,07021
7,22,172,6,3.49,62,36.05,70,40.7,34,19.77,07022
7,23,233,15,6.44,52,22.32,119,51.07,47,20.17,07023
7,24,154,15,9.74,40,25.97,67,43.51,32,20.78,07024
7,25,168,17,10.12,62,36.9,61,36.31,28,16.67,07025
7,26,182,9,4.95,32,17.58,97,53.3,44,24.18,07026
7,27,175,17,9.71,40,22.86,85,48.57,33,18.86,07027
7,28,131,10,7.63,29,22.14,64,48.85,28,21.37,07028
7,29,179,7,3.91,32,17.88,90,50.28,50,27.93,07029
7,30,138,12,8.7,40,28.99,61,44.2,25,18.12,07030
7,31,136,15,11.03,39,28.68,58,42.65,24,17.65,07031
7,32,325,14,4.31,55,16.92,187,57.54,69,21.23,07032
7,33,321,16,4.98,77,23.99,176,54.83,52,16.2,07033
7,34,290,18,6.21,61,21.03,159,54.83,52,17.93,07034
7,35,236,16,6.78,51,21.61,122,51.69,47,19.92,07035
7,36,280,17,6.07,57,20.36,139,49.64,67,23.93,07036
7,37,226,15,6.64,43,19.03,123,54.42,45,19.91,07037
7,38,173,12,6.94,30,17.34,94,54.34,37,21.39,07038
7,39,198,3,1.52,41,20.71,116,58.59,38,19.19,07039
7,40,210,17,8.1,35,16.67,100,47.62,58,27.62,07040
7,41,210,12,5.71,36,17.14,113,53.81,49,23.33,07041
7,42,193,12,6.22,40,20.73,102,52.85,39,20.21,07042
7,43,197,18,9.14,48,24.37,83,42.13,48,24.37,07043
7,44,184,13,7.07,45,24.46,87,47.28,39,21.2,07044
7,45,186,10,5.38,36,19.35,103,55.38,37,19.89,07045
7,46,99,10,10.1,21,21.21,47,47.47,21,21.21,07046
8,1,163,12,7.36,34,20.86,74,45.4,43,26.38,08001
8,2,168,15,8.93,40,23.81,78,46.43,35,20.83,08002
8,3,306,14,4.58,49,16.01,162,52.94,81,26.47,08003
8,4,294,6,2.04,37,12.59,186,63.27,65,22.11,08004
8,5,289,10,3.46,33,11.42,188,65.05,58,20.07,08005
8,6,258,18,6.98,33,12.79,122,47.29,85,32.95,08006
8,7,286,13,4.55,56,19.58,150,52.45,67,23.43,08007
8,8,261,11,4.21,49,18.77,139,53.26,62,23.75,08008
8,9,171,10,5.85,37,21.64,76,44.44,48,28.07,08009
8,10,345,22,6.38,63,18.26,182,52.75,78,22.61,08010
8,11,150,7,4.67,29,19.33,81,54.0,33,22.0,08011
8,12,215,9,4.19,51,23.72,116,53.95,39,18.14,08012
8,13,244,16,6.56,67,27.46,110,45.08,51,20.9,08013
8,14,165,14,8.48,35,21.21,81,49.09,35,21.21,08014
8,15,209,23,11.0,46,22.01,97,46.41,43,20.57,08015
8,16,72,5,6.94,10,13.89,27,37.5,30,41.67,08016
8,17,210,11,5.24,32,15.24,111,52.86,56,26.67,08017
8,18,147,14,9.52,32,21.77,75,51.02,26,17.69,08018
8,19,292,17,5.82,42,14.38,174,59.59,59,20.21,08019
8,20,272,8,2.94,49,18.01,153,56.25,62,22.79,08020
8,21,285,17,5.96,55,19.3,133,46.67,80,28.07,08021
8,22,225,18,8.0,34,15.11,113,50.22,60,26.67,08022
8,23,175,18,10.29,22,12.57,79,45.14,56,32.0,08023
8,24,158,11,6.96,40,25.32,78,49.37,29,18.35,08024
8,25,208,20,9.62,47,22.6,102,49.04,39,18.75,08025
8,26,157,10,6.37,29,18.47,72,45.86,46,29.3,08026
8,27,282,22,7.8,52,18.44,138,48.94,70,24.82,08027
8,28,230,20,8.7,46,20.0,115,50.0,49,21.3,08028
8,29,247,12,4.86,42,17.0,131,53.04,62,25.1,08029
8,30,251,14,5.58,57,22.71,125,49.8,55,21.91,08030
8,31,178,6,3.37,43,24.16,97,54.49,32,17.98,08031
8,32,200,22,11.0,35,17.5,85,42.5,58,29.0,08032
8,33,173,16,9.25,31,17.92,79,45.66,47,27.17,08033
8,34,241,14,5.81,39,16.18,120,49.79,68,28.22,08034
8,35,294,18,6.12,57,19.39,149,50.68,70,23.81,08035
8,36,241,10,4.15,57,23.65,120,49.79,54,22.41,08036
8,37,209,18,8.61,36,17.22,107,51.2,48,22.97,08037
8,38,158,12,7.59,26,16.46,70,44.3,50,31.65,08038
8,39,237,15,6.33,45,18.99,121,51.05,56,23.63,08039
8,40,202,15,7.43,40,19.8,97,48.02,50,24.75,08040
8,41,240,20,8.33,46,19.17,118,49.17,56,23.33,08041
8,42,276,16,5.8,65,23.55,140,50.72,55,19.93,08042
8,43,129,8,6.2,22,17.05,70,54.26,29,22.48,08043
8,44,156,14,8.97,32,20.51,77,49.36,33,21.15,08044
8,45,165,14,8.48,32,19.39,87,52.73,32,19.39,08045
8,46,166,10,6.02,33,19.88,87,52.41,36,21.69,08046
8,47,189,14,7.41,34,17.99,100,52.91,41,21.69,08047
8,48,200,9,4.5,43,21.5,104,52.0,44,22.0,08048
8,49,250,9,3.6,51,20.4,139,55.6,51,20.4,08049
8,50,253,11,4.35,36,14.23,152,60.08,54,21.34,08050
8,51,264,10,3.79,29,10.98,152,57.58,73,27.65,08051
8,52,334,15,4.49,52,15.57,185,55.39,82,24.55,08052
8,53,104,10,9.62,17,16.35,58,55.77,19,18.27,08053
8,54,165,14,8.48,32,19.39,72,43.64,47,28.48,08054
8,55,242,14,5.79,43,17.77,123,50.83,62,25.62,08055
8,56,261,12,4.6,55,21.07,134,51.34,60,22.99,08056
9,1,208,17,8.17,38,18.27,106,50.96,47,22.6,09001
9,2,196,10,5.1,47,23.98,100,51.02,39,19.9,09002
9,3,122,15,12.3,20,16.39,64,52.46,23,18.85,09003
9,4,165,19,11.52,27,16.36,78,47.27,41,24.85,09004
9,5,200,15,7.5,39,19.5,103,51.5,43,21.5,09005
9,6,216,22,10.19,48,22.22,110,50.93,36,16.67,09006
9,7,138,18,13.04,28,20.29,68,49.28,24,17.39,09007
9,8,184,15,8.15,50,27.17,79,42.93,40,21.74,09008
9,9,245,17,6.94,46,18.78,129,52.65,53,21.63,09009
9,10,188,25,13.3,32,17.02,97,51.6,34,18.09,09010
9,11,146,18,12.33,25,17.12,77,52.74,26,17.81,09011
9,12,239,10,4.18,40,16.74,132,55.23,57,23.85,09012
9,13,286,15,5.24,49,17.13,152,53.15,70,24.48,09013
9,14,278,16,5.76,44,15.83,141,50.72,77,27.7,09014
9,15,173,14,8.09,30,17.34,102,58.96,27,15.61,09015
9,16,230,32,13.91,48,20.87,95,41.3,55,23.91,09016
9,17,141,17,12.06,35,24.82,58,41.13,31,21.99,09017
9,18,155,17,10.97,35,22.58,72,46.45,31,20.0,09018
9,19,199,13,6.53,40,20.1,101,50.75,45,22.61,09019
9,20,200,11,5.5,52,26.0,101,50.5,36,18.0,09020
9,21,195,12,6.15,39,20.0,98,50.26,46,23.59,09021
9,22,249,7,2.81,45,18.07,140,56.22,57,22.89,09022
9,23,264,18,6.82,48,18.18,150,56.82,48,18.18,09023
9,24,251,21,8.37,47,18.73,121,48.21,62,24.7,09024
9,25,232,11,4.74,45,19.4,122,52.59,54,23.28,09025
9,26,170,23,13.53,36,21.18,72,42.35,39,22.94,09026
9,27,181,17,9.39,41,22.65,87,48.07,36,19.89,09027
9,28,88,8,9.09,34,38.64,32,36.36,14,15.91,09028
9,29,115,16,13.91,13,11.3,61,53.04,25,21.74,09029
9,30,159,13,8.18,29,18.24,82,51.57,35,22.01,09030
9,31,154,16,10.39,29,18.83,79,51.3,30,19.48,09031
9,32,216,11,5.09,36,16.67,133,61.57,36,16.67,09032
9,33,152,8,5.26,26,17.11,90,59.21,28,18.42,09033
9,34,150,16,10.67,37,24.67,67,44.67,30,20.0,09034
9,35,219,13,5.94,42,19.18,118,53.88,46,21.0,09035
9,36,173,9,5.2,40,23.12,92,53.18,32,18.5,09036
9,37,287,36,12.54,96,33.45,84,29.27,71,24.74,09037
9,38,199,15,7.54,53,26.63,103,51.76,28,14.07,09038
9,39,233,34,14.59,37,15.88,112,48.07,50,21.46,09039
9,40,269,19,7.06,47,17.47,145,53.9,58,21.56,09040
9,41,174,14,8.05,27,15.52,96,55.17,37,21.26,09041
9,42,255,5,1.96,32,12.55,156,61.18,62,24.31,09042
9,43,137,18,13.14,32,23.36,67,48.91,20,14.6,09043
9,44,209,16,7.66,37,17.7,120,57.42,36,17.22,09044
9,45,157,14,8.92,39,24.84,65,41.4,39,24.84,09045
9,46,228,22,9.65,52,22.81,107,46.93,47,20.61,09046
9,47,269,20,7.43,44,16.36,151,56.13,54,20.07,09047
9,48,249,8,3.21,46,18.47,137,55.02,58,23.29,09048
9,49,265,18,6.79,51,19.25,145,54.72,51,19.25,09049
9,50,347,20,5.76,61,17.58,190,54.76,76,21.9,09050
9,51,246,14,5.69,43,17.48,132,53.66,57,23.17,09051
10,1,183,17,9.29,87,47.54,51,27.87,28,15.3,10001
10,2,170,16,9.41,98,57.65,15,8.82,41,24.12,10002
10,3,160,6,3.75,93,58.13,22,13.75,39,24.38,10003
10,4,135,7,5.19,76,56.3,32,23.7,20,14.81,10004
10,5,135,7,5.19,80,59.26,12,8.89,36,26.67,10005
10,6,139,13,9.35,92,66.19,14,10.07,20,14.39,10006
