ward,precinct,total,Kim Foxx,Kim Foxx Percent,Bill Conway,Bill Conway Percent,Donna More,Donna More Percent,Bob Fioretti,Bob Fioretti Percent,precinct_id
41,45,248,35,14.11,149,60.08,45,18.15,19,7.66,41045
41,46,328,42,12.8,184,56.1,78,23.78,24,7.32,41046
41,47,324,53,16.36,198,61.11,47,14.51,26,8.02,41047
42,1,267,76,28.46,117,43.82,55,20.6,19,7.12,42001
42,2,264,98,37.12,100,37.88,55,20.83,11,4.17,42002
42,3,266,104,39.1,91,34.21,44,16.54,27,10.15,42003
42,4,522,190,36.4,209,40.04,107,20.5,16,3.07,42004
42,5,229,67,29.26,110,48.03,37,16.16,15,6.55,42005
42,6,319,109,34.17,120,37.62,63,19.75,27,8.46,42006
42,7,323,74,22.91,152,47.06,78,24.15,19,5.88,42007
42,8,303,98,32.34,125,41.25,58,19.14,22,7.26,42008
42,9,329,132,40.12,109,33.13,64,19.45,24,7.29,42009
42,10,392,135,34.44,144,36.73,87,22.19,26,6.63,42010
42,11,114,50,43.86,40,35.09,20,17.54,4,3.51,42011
42,12,290,84,28.97,121,41.72,75,25.86,10,3.45,42012
42,13,325,95,29.23,138,42.46,66,20.31,26,8.0,42013
42,14,287,96,33.45,128,44.6,49,17.07,14,4.88,42014
42,15,304,100,32.89,146,48.03,47,15.46,11,3.62,42015
42,16,279,88,31.54,118,42.29,46,16.49,27,9.68,42016
42,17,256,79,30.86,118,46.09,42,16.41,17,6.64,42017
42,18,218,91,41.74,81,37.16,38,17.43,8,3.67,42018
42,19,356,86,24.16,158,44.38,97,27.25,15,4.21,42019
42,20,259,80,30.89,124,47.88,43,16.6,12,4.63,42020
42,21,230,87,37.83,83,36.09,55,23.91,5,2.17,42021
42,22,104,25,24.04,53,50.96,18,17.31,8,7.69,42022
42,23,297,80,26.94,145,48.82,62,20.88,10,3.37,42023
42,24,203,63,31.03,83,40.89,52,25.62,5,2.46,42024
42,25,280,96,34.29,128,45.71,48,17.14,8,2.86,42025
42,26,319,109,34.17,140,43.89,52,16.3,18,5.64,42026
42,27,252,103,40.87,99,39.29,35,13.89,15,5.95,42027
42,28,268,93,34.7,92,34.33,66,24.63,17,6.34,42028
42,29,230,62,26.96,113,49.13,41,17.83,14,6.09,42029
42,30,224,61,27.23,97,43.3,58,25.89,8,3.57,42030
42,31,308,117,37.99,107,34.74,77,25.0,7,2.27,42031
42,32,243,80,32.92,114,46.91,37,15.23,12,4.94,42032
42,33,331,130,39.27,120,36.25,53,16.01,28,8.46,42033
42,34,241,65,26.97,114,47.3,55,22.82,7,2.9,42034
42,35,336,122,36.31,135,40.18,69,20.54,10,2.98,42035
42,36,320,113,35.31,130,40.63,54,16.88,23,7.19,42036
42,37,204,68,33.33,105,51.47,26,12.75,5,2.45,42037
42,38,251,73,29.08,114,45.42,52,20.72,12,4.78,42038
42,39,340,117,34.41,134,39.41,73,21.47,16,4.71,42039
42,40,295,113,38.31,119,40.34,49,16.61,14,4.75,42040
42,41,264,110,41.67,93,35.23,51,19.32,10,3.79,42041
42,42,488,201,41.19,167,34.22,94,19.26,26,5.33,42042
43,1,164,62,37.8,56,34.15,40,24.39,6,3.66,43001
43,2,325,128,39.38,129,39.69,57,17.54,11,3.38,43002
43,3,325,110,33.85,137,42.15,69,21.23,9,2.77,43003
43,4,298,100,33.56,119,39.93,63,21.14,16,5.37,43004
43,5,272,85,31.25,117,43.01,54,19.85,16,5.88,43005
43,6,216,94,43.52,84,38.89,35,16.2,3,1.39,43006
43,7,216,94,43.52,80,37.04,30,13.89,12,5.56,43007
43,8,220,74,33.64,93,42.27,40,18.18,13,5.91,43008
43,9,305,123,40.33,125,40.98,48,15.74,9,2.95,43009
43,10,395,126,31.9,158,40.0,97,24.56,14,3.54,43010
43,11,227,83,36.56,87,38.33,47,20.7,10,4.41,43011
43,12,181,57,31.49,69,38.12,47,25.97,8,4.42,43012
43,13,265,112,42.26,95,35.85,44,16.6,14,5.28,43013
43,14,362,102,28.18,148,40.88,98,27.07,14,3.87,43014
43,15,299,102,34.11,129,43.14,52,17.39,16,5.35,43015
43,16,340,141,41.47,123,36.18,58,17.06,18,5.29,43016
43,17,220,68,30.91,84,38.18,50,22.73,18,8.18,43017
43,18,345,126,36.52,124,35.94,73,21.16,22,6.38,43018
43,19,327,121,37.0,117,35.78,82,25.08,7,2.14,43019
43,20,325,140,43.08,125,38.46,51,15.69,9,2.77,43020
43,21,305,121,39.67,102,33.44,68,22.3,14,4.59,43021
43,22,217,73,33.64,93,42.86,37,17.05,14,6.45,43022
43,23,203,78,38.42,74,36.45,41,20.2,10,4.93,43023
43,24,199,74,37.19,81,40.7,33,16.58,11,5.53,43024
43,25,285,86,30.18,107,37.54,79,27.72,13,4.56,43025
43,26,245,89,36.33,91,37.14,61,24.9,4,1.63,43026
43,27,311,118,37.94,109,35.05,72,23.15,12,3.86,43027
43,28,279,93,33.33,105,37.63,69,24.73,12,4.3,43028
43,29,373,171,45.84,125,33.51,59,15.82,18,4.83,43029
43,30,346,138,39.88,123,35.55,72,20.81,13,3.76,43030
43,31,302,129,42.72,108,35.76,51,16.89,14,4.64,43031
43,32,331,148,44.71,86,25.98,82,24.77,15,4.53,43032
43,33,322,93,28.88,144,44.72,72,22.36,13,4.04,43033
43,34,190,59,31.05,69,36.32,54,28.42,8,4.21,43034
43,35,292,89,30.48,138,47.26,55,18.84,10,3.42,43035
43,36,171,76,44.44,51,29.82,34,19.88,10,5.85,43036
43,37,271,123,45.39,90,33.21,50,18.45,8,2.95,43037
43,38,257,71,27.63,125,48.64,53,20.62,8,3.11,43038
43,39,213,75,35.21,86,40.38,40,18.78,12,5.63,43039
43,40,228,118,51.75,62,27.19,38,16.67,10,4.39,43040
43,41,418,165,39.47,166,39.71,72,17.22,15,3.59,43041
43,42,279,110,39.43,95,34.05,55,19.71,19,6.81,43042
43,43,306,85,27.78,127,41.5,81,26.47,13,4.25,43043
43,44,296,121,40.88,118,39.86,46,15.54,11,3.72,43044
43,45,215,81,37.67,79,36.74,47,21.86,8,3.72,43045
43,46,173,68,39.31,60,34.68,39,22.54,6,3.47,43046
44,1,388,167,43.04,136,35.05,76,19.59,9,2.32,44001
44,2,300,116,38.67,96,32.0,71,23.67,17,5.67,44002
44,3,258,66,25.58,84,32.56,92,35.66,16,6.2,44003
44,4,233,81,34.76,74,31.76,66,28.33,12,5.15,44004
44,5,256,129,50.39,73,28.52,49,19.14,5,1.95,44005
44,6,436,201,46.1,141,32.34,80,18.35,14,3.21,44006
44,7,262,72,27.48,92,35.11,76,29.01,22,8.4,44007
44,8,302,150,49.67,88,29.14,58,19.21,6,1.99,44008
44,9,292,114,39.04,107,36.64,53,18.15,18,6.16,44009
44,10,307,141,45.93,105,34.2,52,16.94,9,2.93,44010
44,11,366,151,41.26,139,37.98,59,16.12,17,4.64,44011
44,12,366,139,37.98,140,38.25,71,19.4,16,4.37,44012
44,13,285,111,38.95,104,36.49,57,20.0,13,4.56,44013
44,14,202,89,44.06,60,29.7,45,22.28,8,3.96,44014
44,15,308,149,48.38,79,25.65,68,22.08,12,3.9,44015
44,16,373,153,41.02,133,35.66,75,20.11,12,3.22,44016
44,17,397,170,42.82,117,29.47,88,22.17,22,5.54,44017
44,18,322,170,52.8,86,26.71,53,16.46,13,4.04,44018
44,19,420,178,42.38,133,31.67,92,21.9,17,4.05,44019
44,20,299,174,58.19,71,23.75,42,14.05,12,4.01,44020
44,21,363,170,46.83,96,26.45,80,22.04,17,4.68,44021
44,22,379,137,36.15,128,33.77,91,24.01,23,6.07,44022
44,23,332,178,53.61,81,24.4,57,17.17,16,4.82,44023
44,24,241,100,41.49,71,29.46,59,24.48,11,4.56,44024
44,25,342,138,40.35,111,32.46,75,21.93,18,5.26,44025
44,26,379,186,49.08,111,29.29,63,16.62,19,5.01,44026
44,27,413,154,37.29,155,37.53,77,18.64,27,6.54,44027
44,28,296,139,46.96,81,27.36,56,18.92,20,6.76,44028
44,29,354,151,42.66,102,28.81,86,24.29,15,4.24,44029
44,30,392,163,41.58,139,35.46,75,19.13,15,3.83,44030
44,31,266,130,48.87,77,28.95,42,15.79,17,6.39,44031
44,32,356,166,46.63,114,32.02,64,17.98,12,3.37,44032
44,33,281,139,49.47,84,29.89,46,16.37,12,4.27,44033
44,34,386,165,42.75,145,37.56,64,16.58,12,3.11,44034
44,35,294,117,39.8,88,29.93,72,24.49,17,5.78,44035
44,36,286,140,48.95,78,27.27,55,19.23,13,4.55,44036
44,37,419,178,42.48,134,31.98,82,19.57,25,5.97,44037
44,38,295,125,42.37,110,37.29,48,16.27,12,4.07,44038
44,39,310,117,37.74,110,35.48,61,19.68,22,7.1,44039
44,40,327,132,40.37,117,35.78,61,18.65,17,5.2,44040
44,41,429,217,50.58,111,25.87,83,19.35,18,4.2,44041
45,1,264,128,48.48,79,29.92,37,14.02,20,7.58,45001
45,2,277,146,52.71,66,23.83,49,17.69,16,5.78,45002
45,3,302,131,43.38,89,29.47,65,21.52,17,5.63,45003
45,4,382,169,44.24,130,34.03,55,14.4,28,7.33,45004
45,5,329,115,34.95,120,36.47,71,21.58,23,6.99,45005
45,6,412,174,42.23,123,29.85,96,23.3,19,4.61,45006
45,7,424,150,35.38,177,41.75,70,16.51,27,6.37,45007
45,8,262,100,38.17,100,38.17,42,16.03,20,7.63,45008
45,9,233,84,36.05,96,41.2,28,12.02,25,10.73,45009
45,10,262,85,32.44,124,47.33,34,12.98,19,7.25,45010
45,11,199,73,36.68,79,39.7,29,14.57,18,9.05,45011
45,12,227,100,44.05,71,31.28,38,16.74,18,7.93,45012
45,13,271,77,28.41,107,39.48,58,21.4,29,10.7,45013
45,14,368,129,35.05,142,38.59,61,16.58,36,9.78,45014
45,15,379,142,37.47,141,37.2,60,15.83,36,9.5,45015
45,16,222,83,37.39,85,38.29,40,18.02,14,6.31,45016
45,17,285,93,32.63,116,40.7,58,20.35,18,6.32,45017
45,18,246,70,28.46,119,48.37,42,17.07,15,6.1,45018
45,19,133,55,41.35,39,29.32,23,17.29,16,12.03,45019
45,20,167,56,33.53,77,46.11,20,11.98,14,8.38,45020
45,21,209,46,22.01,101,48.33,38,18.18,24,11.48,45021
45,22,167,46,27.54,73,43.71,30,17.96,18,10.78,45022
45,23,193,39,20.21,108,55.96,28,14.51,18,9.33,45023
45,24,167,29,17.37,91,54.49,35,20.96,12,7.19,45024
45,25,156,33,21.15,83,53.21,24,15.38,16,10.26,45025
45,26,104,25,24.04,48,46.15,19,18.27,12,11.54,45026
45,27,236,51,21.61,135,57.2,37,15.68,13,5.51,45027
45,28,156,49,31.41,64,41.03,27,17.31,16,10.26,45028
45,29,121,27,22.31,70,57.85,19,15.7,5,4.13,45029
45,30,216,75,34.72,72,33.33,44,20.37,25,11.57,45030
45,31,228,70,30.7,107,46.93,31,13.6,20,8.77,45031
45,32,228,75,32.89,95,41.67,44,19.3,14,6.14,45032
45,33,193,77,39.9,69,35.75,31,16.06,16,8.29,45033
45,34,273,91,33.33,105,38.46,54,19.78,23,8.42,45034
45,35,307,83,27.04,146,47.56,47,15.31,31,10.1,45035
45,36,304,92,30.26,135,44.41,53,17.43,24,7.89,45036
45,37,227,54,23.79,115,50.66,41,18.06,17,7.49,45037
45,38,244,62,25.41,115,47.13,45,18.44,22,9.02,45038
45,39,230,55,23.91,116,50.43,38,16.52,21,9.13,45039
45,40,190,42,22.11,109,57.37,21,11.05,18,9.47,45040
45,41,253,54,21.34,141,55.73,39,15.42,19,7.51,45041
45,42,277,48,17.33,167,60.29,30,10.83,32,11.55,45042
45,43,233,49,21.03,122,52.36,36,15.45,26,11.16,45043
45,44,290,59,20.34,169,58.28,43,14.83,19,6.55,45044
45,45,163,18,11.04,110,67.48,20,12.27,15,9.2,45045
45,46,163,28,17.18,92,56.44,25,15.34,18,11.04,45046
45,47,172,21,12.21,114,66.28,22,12.79,15,8.72,45047
45,48,181,23,12.71,124,68.51,20,11.05,14,7.73,45048
46,1,278,166,59.71,58,20.86,42,15.11,12,4.32,46001
46,2,312,189,60.58,80,25.64,35,11.22,8,2.56,46002
46,3,426,184,43.19,123,28.87,95,22.3,24,5.63,46003
46,4,351,202,57.55,92,26.21,47,13.39,10,2.85,46004
46,5,405,217,53.58,109,26.91,60,14.81,19,4.69,46005
46,6,296,187,63.18,60,20.27,35,11.82,14,4.73,46006
46,7,399,159,39.85,145,36.34,69,17.29,26,6.52,46007
46,8,240,143,59.58,56,23.33,35,14.58,6,2.5,46008
46,9,416,212,50.96,120,28.85,64,15.38,20,4.81,46009
46,10,547,262,47.9,170,31.08,95,17.37,20,3.66,46010
46,11,293,160,54.61,76,25.94,40,13.65,17,5.8,46011
46,12,428,261,60.98,82,19.16,61,14.25,24,5.61,46012
46,13,333,159,47.75,96,28.83,62,18.62,16,4.8,46013
46,14,260,172,66.15,53,20.38,26,10.0,9,3.46,46014
46,15,361,144,39.89,109,30.19,76,21.05,32,8.86,46015
46,16,448,258,57.59,102,22.77,64,14.29,24,5.36,46016
46,17,422,199,47.16,117,27.73,77,18.25,29,6.87,46017
46,18,392,183,46.68,117,29.85,71,18.11,21,5.36,46018
46,19,285,96,33.68,106,37.19,59,20.7,24,8.42,46019
46,20,251,149,59.36,55,21.91,38,15.14,9,3.59,46020
46,21,190,118,62.11,31,16.32,32,16.84,9,4.74,46021
46,22,274,186,67.88,45,16.42,34,12.41,9,3.28,46022
46,23,291,160,54.98,82,28.18,41,14.09,8,2.75,46023
46,24,429,189,44.06,139,32.4,81,18.88,20,4.66,46024
46,25,307,190,61.89,58,18.89,47,15.31,12,3.91,46025
46,26,436,251,57.57,95,21.79,72,16.51,18,4.13,46026
46,27,452,260,57.52,116,25.66,61,13.5,15,3.32,46027
46,28,236,92,38.98,81,34.32,58,24.58,5,2.12,46028
46,29,228,118,51.75,64,28.07,34,14.91,12,5.26,46029
46,30,390,200,51.28,117,30.0,56,14.36,17,4.36,46030
46,31,349,176,50.43,94,26.93,64,18.34,15,4.3,46031
46,32,299,180,60.2,70,23.41,39,13.04,10,3.34,46032
46,33,385,154,40.0,132,34.29,79,20.52,20,5.19,46033
46,34,377,193,51.19,107,28.38,62,16.45,15,3.98,46034
46,35,272,161,59.19,62,22.79,34,12.5,15,5.51,46035
46,36,364,142,39.01,127,34.89,66,18.13,29,7.97,46036
46,37,235,147,62.55,53,22.55,24,10.21,11,4.68,46037
46,38,341,189,55.43,89,26.1,53,15.54,10,2.93,46038
46,39,308,127,41.23,126,40.91,40,12.99,15,4.87,46039
46,40,327,173,52.91,82,25.08,62,18.96,10,3.06,46040
47,1,236,105,44.49,64,27.12,49,20.76,18,7.63,47001
47,2,377,164,43.5,125,33.16,73,19.36,15,3.98,47002
47,3,288,115,39.93,106,36.81,43,14.93,24,8.33,47003
47,4,445,213,47.87,135,30.34,71,15.96,26,5.84,47004
47,5,396,223,56.31,91,22.98,62,15.66,20,5.05,47005
47,6,389,184,47.3,114,29.31,70,17.99,21,5.4,47006
47,7,344,143,41.57,102,29.65,75,21.8,24,6.98,47007
47,8,368,152,41.3,133,36.14,67,18.21,16,4.35,47008
47,9,315,154,48.89,95,30.16,52,16.51,14,4.44,47009
47,10,502,289,57.57,94,18.73,100,19.92,19,3.78,47010
47,11,346,133,38.44,139,40.17,61,17.63,13,3.76,47011
47,12,399,208,52.13,103,25.81,65,16.29,23,5.76,47012
47,13,396,232,58.59,78,19.7,70,17.68,16,4.04,47013
47,14,346,175,50.58,102,29.48,52,15.03,17,4.91,47014
47,15,497,346,69.62,78,15.69,49,9.86,24,4.83,47015
47,16,377,178,47.21,113,29.97,64,16.98,22,5.84,47016
47,17,362,140,38.67,122,33.7,79,21.82,21,5.8,47017
47,18,345,182,52.75,94,27.25,51,14.78,18,5.22,47018
47,19,553,330,59.67,113,20.43,92,16.64,18,3.25,47019
47,20,349,195,55.87,71,20.34,62,17.77,21,6.02,47020
47,21,362,192,53.04,88,24.31,67,18.51,15,4.14,47021
47,22,431,214,49.65,119,27.61,71,16.47,27,6.26,47022
47,23,472,286,60.59,100,21.19,73,15.47,13,2.75,47023
47,24,404,202,50.0,115,28.47,74,18.32,13,3.22,47024
47,25,370,203,54.86,95,25.68,56,15.14,16,4.32,47025
47,26,473,292,61.73,89,18.82,72,15.22,20,4.23,47026
47,27,324,154,47.53,99,30.56,57,17.59,14,4.32,47027
47,28,359,172,47.91,102,28.41,62,17.27,23,6.41,47028
47,29,368,163,44.29,124,33.7,68,18.48,13,3.53,47029
47,30,444,246,55.41,108,24.32,72,16.22,18,4.05,47030
47,31,394,197,50.0,118,29.95,63,15.99,16,4.06,47031
47,32,460,266,57.83,93,20.22,85,18.48,16,3.48,47032
47,33,328,146,44.51,106,32.32,61,18.6,15,4.57,47033
47,34,416,218,52.4,88,21.15,87,20.91,23,5.53,47034
47,35,363,160,44.08,130,35.81,60,16.53,13,3.58,47035
47,36,454,263,57.93,100,22.03,73,16.08,18,3.96,47036
47,37,375,211,56.27,85,22.67,61,16.27,18,4.8,47037
47,38,364,182,50.0,94,25.82,68,18.68,20,5.49,47038
47,39,402,196,48.76,118,29.35,72,17.91,16,3.98,47039
47,40,424,241,56.84,92,21.7,72,16.98,19,4.48,47040
47,41,448,246,54.91,111,24.78,71,15.85,20,4.46,47041
47,42,371,232,62.53,77,20.75,45,12.13,17,4.58,47042
47,43,297,121,40.74,94,31.65,64,21.55,18,6.06,47043
47,44,268,120,44.78,76,28.36,51,19.03,21,7.84,47044
47,45,360,207,57.5,90,25.0,54,15.0,9,2.5,47045
47,46,349,143,40.97,128,36.68,55,15.76,23,6.59,47046
47,47,396,183,46.21,124,31.31,70,17.68,19,4.8,47047
47,48,46,21,45.65,16,34.78,6,13.04,3,6.52,47048
48,1,389,232,59.64,79,20.31,56,14.4,22,5.66,48001
48,2,189,94,49.74,49,25.93,36,19.05,10,5.29,48002
48,3,410,223,54.39,104,25.37,59,14.39,24,5.85,48003
48,4,339,190,56.05,72,21.24,66,19.47,11,3.24,48004
48,5,238,122,51.26,53,22.27,49,20.59,14,5.88,48005
48,6,423,270,63.83,91,21.51,47,11.11,15,3.55,48006
48,7,390,215,55.13,96,24.62,67,17.18,12,3.08,48007
48,8,177,81,45.76,52,29.38,30,16.95,14,7.91,48008
48,9,239,110,46.03,85,35.56,34,14.23,10,4.18,48009
48,10,545,325,59.63,124,22.75,79,14.5,17,3.12,48010
48,11,335,197,58.81,65,19.4,55,16.42,18,5.37,48011
48,12,473,275,58.14,100,21.14,74,15.64,24,5.07,48012
48,13,426,186,43.66,137,32.16,78,18.31,25,5.87,48013
48,14,171,85,49.71,44,25.73,33,19.3,9,5.26,48014
48,15,206,103,50.0,59,28.64,31,15.05,13,6.31,48015
48,16,363,227,62.53,74,20.39,43,11.85,19,5.23,48016
48,17,319,195,61.13,77,24.14,38,11.91,9,2.82,48017
48,18,226,117,51.77,57,25.22,31,13.72,21,9.29,48018
48,19,301,180,59.8,65,21.59,44,14.62,12,3.99,48019
48,20,439,261,59.45,95,21.64,66,15.03,17,3.87,48020
48,21,451,265,58.76,119,26.39,50,11.09,17,3.77,48021
48,22,318,125,39.31,93,29.25,68,21.38,32,10.06,48022
48,23,350,184,52.57,72,20.57,85,24.29,9,2.57,48023
48,24,341,168,49.27,105,30.79,54,15.84,14,4.11,48024
48,25,343,177,51.6,91,26.53,64,18.66,11,3.21,48025
48,26,151,75,49.67,40,26.49,30,19.87,6,3.97,48026
48,27,318,192,60.38,60,18.87,53,16.67,13,4.09,48027
48,28,335,191,57.01,83,24.78,46,13.73,15,4.48,48028
48,29,85,41,48.24,18,21.18,20,23.53,6,7.06,48029
48,30,358,218,60.89,64,17.88,62,17.32,14,3.91,48030
48,31,396,234,59.09,84,21.21,55,13.89,23,5.81,48031
48,32,361,195,54.02,99,27.42,53,14.68,14,3.88,48032
48,33,206,81,39.32,64,31.07,55,26.7,6,2.91,48033
48,34,311,181,58.2,70,22.51,50,16.08,10,3.22,48034
48,35,225,133,59.11,52,23.11,27,12.0,13,5.78,48035
48,36,213,92,43.19,74,34.74,36,16.9,11,5.16,48036
48,37,381,237,62.2,74,19.42,54,14.17,16,4.2,48037
48,38,424,230,54.25,88,20.75,91,21.46,15,3.54,48038
48,39,219,115,52.51,58,26.48,33,15.07,13,5.94,48039
48,40,326,185,56.75,71,21.78,50,15.34,20,6.13,48040
48,41,425,276,64.94,73,17.18,69,16.24,7,1.65,48041
48,42,429,259,60.37,84,19.58,68,15.85,18,4.2,48042
48,43,414,239,57.73,102,24.64,60,14.49,13,3.14,48043
48,44,466,283,60.73,90,19.31,76,16.31,17,3.65,48044
48,45,273,166,60.81,44,16.12,52,19.05,11,4.03,48045
48,46,237,134,56.54,58,24.47,32,13.5,13,5.49,48046
49,1,204,143,70.1,35,17.16,22,10.78,4,1.96,49001
49,2,231,140,60.61,56,24.24,29,12.55,6,2.6,49002
49,3,378,210,55.56,90,23.81,64,16.93,14,3.7,49003
49,4,474,312,65.82,79,16.67,62,13.08,21,4.43,49004
49,5,319,204,63.95,58,18.18,47,14.73,10,3.13,49005
49,6,317,179,56.47,70,22.08,54,17.03,14,4.42,49006
49,7,304,165,54.28,64,21.05,59,19.41,16,5.26,49007
49,8,245,135,55.1,70,28.57,24,9.8,16,6.53,49008
49,9,356,225,63.2,59,16.57,56,15.73,16,4.49,49009
49,10,369,237,64.23,69,18.7,44,11.92,19,5.15,49010
49,11,409,274,66.99,69,16.87,51,12.47,15,3.67,49011
49,12,461,293,63.56,81,17.57,66,14.32,21,4.56,49012
49,13,390,236,60.51,75,19.23,62,15.9,17,4.36,49013
49,14,243,151,62.14,47,19.34,37,15.23,8,3.29,49014
49,15,201,114,56.72,45,22.39,30,14.93,12,5.97,49015
49,16,319,200,62.7,62,19.44,44,13.79,13,4.08,49016
49,17,239,144,60.25,50,20.92,34,14.23,11,4.6,49017
49,18,481,315,65.49,82,17.05,71,14.76,13,2.7,49018
49,19,290,185,63.79,56,19.31,33,11.38,16,5.52,49019
49,20,541,368,68.02,89,16.45,71,13.12,13,2.4,49020
49,21,177,95,53.67,57,32.2,20,11.3,5,2.82,49021
49,22,323,204,63.16,62,19.2,45,13.93,12,3.72,49022
49,23,468,327,69.87,62,13.25,62,13.25,17,3.63,49023
49,24,202,139,68.81,30,14.85,22,10.89,11,5.45,49024
49,25,347,224,64.55,59,17.0,45,12.97,19,5.48,49025
49,26,441,287,65.08,86,19.5,59,13.38,9,2.04,49026
49,27,369,251,68.02,59,15.99,45,12.2,14,3.79,49027
49,28,507,346,68.24,74,14.6,63,12.43,24,4.73,49028
49,29,437,285,65.22,70,16.02,64,14.65,18,4.12,49029
49,30,320,204,63.75,52,16.25,50,15.63,14,4.38,49030
49,31,270,160,59.26,51,18.89,50,18.52,9,3.33,49031
49,32,319,195,61.13,66,20.69,48,15.05,10,3.13,49032
49,33,241,144,59.75,50,20.75,40,16.6,7,2.9,49033
50,1,266,83,31.2,90,33.83,62,23.31,31,11.65,50001
50,2,174,58,33.33,53,30.46,39,22.41,24,13.79,50002
50,3,244,67,27.46,103,42.21,49,20.08,25,10.25,50003
50,4,257,93,36.19,93,36.19,46,17.9,25,9.73,50004
50,5,168,39,23.21,77,45.83,27,16.07,25,14.88,50005
50,6,261,120,45.98,92,35.25,37,14.18,12,4.6,50006
50,7,341,164,48.09,92,26.98,68,19.94,17,4.99,50007
50,8,225,113,50.22,56,24.89,44,19.56,12,5.33,50008
50,9,206,98,47.57,62,30.1,35,16.99,11,5.34,50009
50,10,212,69,32.55,78,36.79,43,20.28,22,10.38,50010
50,11,181,29,16.02,103,56.91,32,17.68,17,9.39,50011
50,12,100,45,45.0,26,26.0,22,22.0,7,7.0,50012
50,13,216,116,53.7,50,23.15,33,15.28,17,7.87,50013
50,14,92,33,35.87,36,39.13,14,15.22,9,9.78,50014
50,15,374,180,48.13,106,28.34,64,17.11,24,6.42,50015
50,16,80,14,17.5,28,35.0,28,35.0,10,12.5,50016
50,17,198,79,39.9,68,34.34,35,17.68,16,8.08,50017
50,18,46,7,15.22,33,71.74,4,8.7,2,4.35,50018
50,19,138,76,55.07,35,25.36,20,14.49,7,5.07,50019
50,20,257,130,50.58,60,23.35,50,19.46,17,6.61,50020
50,21,224,94,41.96,72,32.14,47,20.98,11,4.91,50021
50,22,184,67,36.41,60,32.61,40,21.74,17,9.24,50022
50,23,139,42,30.22,53,38.13,34,24.46,10,7.19,50023
50,24,171,32,18.71,79,46.2,31,18.13,29,16.96,50024
50,25,213,48,22.54,99,46.48,37,17.37,29,13.62,50025
50,26,170,86,50.59,50,29.41,29,17.06,5,2.94,50026
50,27,71,24,33.8,26,36.62,12,16.9,9,12.68,50027
50,28,226,105,46.46,65,28.76,33,14.6,23,10.18,50028
50,29,152,94,61.84,28,18.42,18,11.84,12,7.89,50029
50,30,155,72,46.45,42,27.1,26,16.77,15,9.68,50030
50,31,252,140,55.56,56,22.22,36,14.29,20,7.94,50031
50,32,214,120,56.07,56,26.17,29,13.55,9,4.21,50032
50,33,221,49,22.17,98,44.34,47,21.27,27,12.22,50033
50,34,371,152,40.97,129,34.77,64,17.25,26,7.01,50034
50,35,338,182,53.85,76,22.49,65,19.23,15,4.44,50035
50,36,262,134,51.15,64,24.43,46,17.56,18,6.87,50036
50,37,275,126,45.82,77,28.0,56,20.36,16,5.82,50037
50,38,113,18,15.93,41,36.28,40,35.4,14,12.39,50038
50,39,122,33,27.05,60,49.18,17,13.93,12,9.84,50039
50,40,246,51,20.73,118,47.97,37,15.04,40,16.26,50040
