ward,precinct,total,Chakena Sims (Elizabeth Warren),Chakena Sims (Elizabeth Warren) Percent,"Allen Louis Linton, II (Elizabeth Warr","Allen Louis Linton, II (Elizabeth Warr Percent",Grace Chan McKibben (Elizabeth Warren),Grace Chan McKibben (Elizabeth Warren) Percent,William E. Hall (Elizabeth Warren),William E. Hall (Elizabeth Warren) Percent,Shelley Davis (Elizabeth Warren),Shelley Davis (Elizabeth Warren) Percent,Nicholas ''Nick'' Shields (Elizabeth W,Nicholas ''Nick'' Shields (Elizabeth W Percent,Rebecca Zorach (Elizabeth Warren),Rebecca Zorach (Elizabeth Warren) Percent,Devlin Joseph Schoop (Elizabeth Warren,Devlin Joseph Schoop (Elizabeth Warren Percent,Jeanette Taylor (Bernie Sanders),Jeanette Taylor (Bernie Sanders) Percent,Maria R. Bell (Bernie Sanders),Maria R. Bell (Bernie Sanders) Percent,Naomi Davis (Bernie Sanders),Naomi Davis (Bernie Sanders) Percent,Patricia L. Guinn (Bernie Sanders),Patricia L. Guinn (Bernie Sanders) Percent,Robert Peters (Bernie Sanders),Robert Peters (Bernie Sanders) Percent,Rodney Gipson (Bernie Sanders),Rodney Gipson (Bernie Sanders) Percent,Raheem Uqdah (Bernie Sanders),Raheem Uqdah (Bernie Sanders) Percent,Larry Gilman (Bernie Sanders),Larry Gilman (Bernie Sanders) Percent,Preston Brown Jr (Bernie Sanders),Preston Brown Jr (Bernie Sanders) Percent,Evajamania Brown (Bernie Sanders),Evajamania Brown (Bernie Sanders) Percent,Linda Hudson (Bernie Sanders),Linda Hudson (Bernie Sanders) Percent,Darren Fuller (Andrew Yang),Darren Fuller (Andrew Yang) Percent,Carol Horton (Andrew Yang),Carol Horton (Andrew Yang) Percent,Ben Silvian (Andrew Yang),Ben Silvian (Andrew Yang) Percent,Laura Sieh (Andrew Yang),Laura Sieh (Andrew Yang) Percent,John Hart (Amy J. Klobuchar),John Hart (Amy J. Klobuchar) Percent,Myra Hart (Amy J. Klobuchar),Myra Hart (Amy J. Klobuchar) Percent,Norene Shader (Amy J. Klobuchar),Norene Shader (Amy J. Klobuchar) Percent,precinct_id
18,14,1677,21,1.25,10,0.6,15,0.89,8,0.48,7,0.42,9,0.54,6,0.36,5,0.3,58,3.46,48,2.86,56,3.34,46,2.74,38,2.27,45,2.68,41,2.44,39,2.33,35,2.09,30,1.79,30,1.79,4,0.24,3,0.18,4,0.24,3,0.18,3,0.18,2,0.12,1,0.06,18014
18,15,61,1,1.64,0,0.0,0,0.0,0,0.0,1,1.64,1,1.64,0,0.0,0,0.0,1,1.64,5,8.2,5,8.2,3,4.92,3,4.92,4,6.56,4,6.56,2,3.28,3,4.92,2,3.28,2,3.28,1,1.64,0,0.0,0,0.0,0,0.0,1,1.64,1,1.64,1,1.64,18015
18,16,1503,23,1.53,10,0.67,11,0.73,14,0.93,14,0.93,10,0.67,7,0.47,9,0.6,38,2.53,36,2.4,56,3.73,38,2.53,25,1.66,25,1.66,28,1.86,22,1.46,22,1.46,21,1.4,23,1.53,4,0.27,5,0.33,3,0.2,5,0.33,3,0.2,4,0.27,2,0.13,18016
18,17,1563,16,1.02,9,0.58,10,0.64,13,0.83,14,0.9,8,0.51,18,1.15,11,0.7,66,4.22,69,4.41,74,4.73,61,3.9,52,3.33,45,2.88,51,3.26,41,2.62,31,1.98,35,2.24,43,2.75,2,0.13,3,0.19,2,0.13,4,0.26,3,0.19,4,0.26,2,0.13,18017
18,18,1364,23,1.69,13,0.95,11,0.81,13,0.95,14,1.03,12,0.88,7,0.51,6,0.44,28,2.05,33,2.42,37,2.71,32,2.35,28,2.05,28,2.05,23,1.69,19,1.39,20,1.47,19,1.39,20,1.47,3,0.22,6,0.44,6,0.44,1,0.07,5,0.37,5,0.37,3,0.22,18018
18,19,1372,23,1.68,8,0.58,8,0.58,11,0.8,13,0.95,7,0.51,5,0.36,6,0.44,34,2.48,28,2.04,29,2.11,28,2.04,19,1.38,24,1.75,20,1.46,16,1.17,14,1.02,15,1.09,18,1.31,3,0.22,4,0.29,4,0.29,4,0.29,1,0.07,2,0.15,1,0.07,18019
18,20,1148,25,2.18,9,0.78,13,1.13,13,1.13,16,1.39,10,0.87,12,1.05,11,0.96,28,2.44,27,2.35,32,2.79,27,2.35,14,1.22,14,1.22,10,0.87,10,0.87,12,1.05,16,1.39,17,1.48,5,0.44,4,0.35,5,0.44,8,0.7,5,0.44,7,0.61,5,0.44,18020
18,21,2050,20,0.98,11,0.54,14,0.68,15,0.73,23,1.12,11,0.54,11,0.54,11,0.54,68,3.32,63,3.07,64,3.12,56,2.73,44,2.15,47,2.29,52,2.54,39,1.9,36,1.76,36,1.76,35,1.71,8,0.39,7,0.34,6,0.29,5,0.24,4,0.2,4,0.2,3,0.15,18021
18,22,1926,25,1.3,15,0.78,15,0.78,15,0.78,22,1.14,10,0.52,9,0.47,6,0.31,55,2.86,47,2.44,61,3.17,48,2.49,31,1.61,36,1.87,31,1.61,24,1.25,30,1.56,32,1.66,29,1.51,5,0.26,4,0.21,2,0.1,4,0.21,7,0.36,7,0.36,9,0.47,18022
18,23,1432,15,1.05,6,0.42,5,0.35,11,0.77,8,0.56,6,0.42,11,0.77,5,0.35,67,4.68,62,4.33,70,4.89,70,4.89,49,3.42,50,3.49,45,3.14,43,3.0,23,1.61,31,2.16,27,1.89,3,0.21,7,0.49,6,0.42,7,0.49,1,0.07,2,0.14,2,0.14,18023
18,26,2202,23,1.04,15,0.68,14,0.64,19,0.86,24,1.09,14,0.64,13,0.59,10,0.45,60,2.72,47,2.13,73,3.32,43,1.95,38,1.73,44,2.0,38,1.73,31,1.41,24,1.09,27,1.23,27,1.23,5,0.23,7,0.32,6,0.27,6,0.27,5,0.23,3,0.14,5,0.23,18026
18,27,1390,14,1.01,9,0.65,10,0.72,14,1.01,8,0.58,9,0.65,4,0.29,9,0.65,57,4.1,56,4.03,72,5.18,54,3.88,36,2.59,41,2.95,41,2.95,35,2.52,30,2.16,40,2.88,32,2.3,7,0.5,8,0.58,4,0.29,2,0.14,5,0.36,3,0.22,5,0.36,18027
18,28,1339,21,1.57,14,1.05,14,1.05,14,1.05,14,1.05,11,0.82,14,1.05,7,0.52,59,4.41,68,5.08,71,5.3,66,4.93,57,4.26,52,3.88,49,3.66,39,2.91,29,2.17,28,2.09,33,2.46,8,0.6,6,0.45,8,0.6,11,0.82,9,0.67,7,0.52,4,0.3,18028
18,29,1715,20,1.17,16,0.93,10,0.58,12,0.7,12,0.7,7,0.41,11,0.64,8,0.47,72,4.2,67,3.91,77,4.49,70,4.08,61,3.56,55,3.21,55,3.21,37,2.16,32,1.87,32,1.87,30,1.75,6,0.35,7,0.41,4,0.23,12,0.7,4,0.23,5,0.29,1,0.06,18029
18,31,1732,14,0.81,11,0.64,10,0.58,12,0.69,20,1.15,14,0.81,10,0.58,12,0.69,67,3.87,76,4.39,75,4.33,68,3.93,58,3.35,50,2.89,49,2.83,35,2.02,27,1.56,34,1.96,39,2.25,7,0.4,7,0.4,7,0.4,8,0.46,6,0.35,8,0.46,4,0.23,18031
18,32,1758,27,1.54,8,0.46,16,0.91,9,0.51,18,1.02,15,0.85,12,0.68,14,0.8,57,3.24,52,2.96,60,3.41,49,2.79,34,1.93,38,2.16,30,1.71,22,1.25,31,1.76,32,1.82,31,1.76,9,0.51,4,0.23,4,0.23,8,0.46,8,0.46,9,0.51,3,0.17,18032
18,33,1120,22,1.96,10,0.89,12,1.07,14,1.25,20,1.79,10,0.89,8,0.71,11,0.98,46,4.11,32,2.86,43,3.84,40,3.57,24,2.14,30,2.68,27,2.41,27,2.41,18,1.61,17,1.52,22,1.96,3,0.27,4,0.36,2,0.18,4,0.36,1,0.09,1,0.09,1,0.09,18033
18,34,2155,17,0.79,5,0.23,8,0.37,14,0.65,21,0.97,12,0.56,13,0.6,8,0.37,45,2.09,46,2.13,54,2.51,36,1.67,25,1.16,31,1.44,21,0.97,20,0.93,26,1.21,28,1.3,29,1.35,5,0.23,10,0.46,5,0.23,4,0.19,9,0.42,5,0.23,4,0.19,18034
18,35,2012,20,0.99,15,0.75,12,0.6,13,0.65,20,0.99,7,0.35,14,0.7,9,0.45,49,2.44,50,2.49,55,2.73,41,2.04,40,1.99,38,1.89,45,2.24,31,1.54,17,0.84,19,0.94,25,1.24,8,0.4,4,0.2,4,0.2,8,0.4,5,0.25,8,0.4,2,0.1,18035
18,36,1448,16,1.1,8,0.55,12,0.83,9,0.62,19,1.31,13,0.9,14,0.97,7,0.48,59,4.07,61,4.21,55,3.8,62,4.28,41,2.83,45,3.11,41,2.83,41,2.83,24,1.66,26,1.8,32,2.21,7,0.48,7,0.48,2,0.14,7,0.48,3,0.21,7,0.48,6,0.41,18036
18,37,2042,32,1.57,15,0.73,17,0.83,19,0.93,26,1.27,9,0.44,13,0.64,9,0.44,68,3.33,69,3.38,77,3.77,61,2.99,41,2.01,53,2.6,55,2.69,35,1.71,37,1.81,52,2.55,43,2.11,4,0.2,0,0.0,3,0.15,6,0.29,6,0.29,5,0.24,5,0.24,18037
18,38,1471,18,1.22,11,0.75,11,0.75,14,0.95,20,1.36,9,0.61,5,0.34,4,0.27,47,3.2,41,2.79,46,3.13,32,2.18,32,2.18,32,2.18,25,1.7,30,2.04,18,1.22,19,1.29,27,1.84,7,0.48,8,0.54,5,0.34,5,0.34,2,0.14,2,0.14,2,0.14,18038
18,39,1057,16,1.51,8,0.76,9,0.85,10,0.95,9,0.85,5,0.47,8,0.76,8,0.76,33,3.12,36,3.41,32,3.03,40,3.78,27,2.55,23,2.18,32,3.03,26,2.46,18,1.7,24,2.27,26,2.46,1,0.09,6,0.57,1,0.09,5,0.47,4,0.38,4,0.38,2,0.19,18039
18,41,1925,21,1.09,14,0.73,19,0.99,19,0.99,30,1.56,13,0.68,16,0.83,15,0.78,54,2.81,53,2.75,54,2.81,44,2.29,23,1.19,32,1.66,38,1.97,25,1.3,32,1.66,28,1.45,34,1.77,8,0.42,3,0.16,4,0.21,7,0.36,4,0.21,3,0.16,4,0.21,18041
18,42,1201,13,1.08,9,0.75,14,1.17,5,0.42,14,1.17,3,0.25,10,0.83,6,0.5,52,4.33,52,4.33,55,4.58,44,3.66,39,3.25,37,3.08,32,2.66,27,2.25,15,1.25,26,2.16,28,2.33,3,0.25,2,0.17,1,0.08,3,0.25,3,0.25,3,0.25,1,0.08,18042
18,44,1228,18,1.47,11,0.9,10,0.81,15,1.22,14,1.14,9,0.73,13,1.06,16,1.3,56,4.56,59,4.8,58,4.72,60,4.89,43,3.5,44,3.58,35,2.85,35,2.85,23,1.87,31,2.52,38,3.09,4,0.33,9,0.73,2,0.16,7,0.57,8,0.65,7,0.57,6,0.49,18044
18,45,1201,17,1.42,9,0.75,11,0.92,6,0.5,16,1.33,9,0.75,11,0.92,6,0.5,59,4.91,65,5.41,59,4.91,62,5.16,46,3.83,46,3.83,47,3.91,44,3.66,24,2.0,34,2.83,36,3.0,9,0.75,9,0.75,4,0.33,8,0.67,4,0.33,4,0.33,6,0.5,18045
18,47,1061,15,1.41,6,0.57,9,0.85,10,0.94,17,1.6,9,0.85,8,0.75,5,0.47,50,4.71,40,3.77,55,5.18,44,4.15,28,2.64,37,3.49,25,2.36,19,1.79,22,2.07,28,2.64,26,2.45,5,0.47,4,0.38,3,0.28,1,0.09,2,0.19,3,0.28,3,0.28,18047
18,48,994,18,1.81,11,1.11,10,1.01,11,1.11,13,1.31,8,0.8,15,1.51,6,0.6,32,3.22,28,2.82,33,3.32,23,2.31,21,2.11,17,1.71,22,2.21,15,1.51,8,0.8,15,1.51,14,1.41,3,0.3,7,0.7,2,0.2,3,0.3,2,0.2,5,0.5,6,0.6,18048
18,49,869,8,0.92,5,0.58,3,0.35,3,0.35,3,0.35,1,0.12,5,0.58,2,0.23,34,3.91,30,3.45,32,3.68,28,3.22,21,2.42,23,2.65,18,2.07,12,1.38,19,2.19,19,2.19,19,2.19,6,0.69,3,0.35,1,0.12,3,0.35,1,0.12,1,0.12,1,0.12,18049
18,50,957,12,1.25,4,0.42,6,0.63,6,0.63,17,1.78,5,0.52,7,0.73,3,0.31,51,5.33,46,4.81,52,5.43,52,5.43,35,3.66,33,3.45,37,3.87,26,2.72,19,1.99,18,1.88,23,2.4,5,0.52,5,0.52,3,0.31,5,0.52,6,0.63,4,0.42,2,0.21,18050
19,2,2582,28,1.08,12,0.46,15,0.58,12,0.46,21,0.81,9,0.35,12,0.46,14,0.54,74,2.87,64,2.48,74,2.87,61,2.36,47,1.82,52,2.01,62,2.4,38,1.47,37,1.43,33,1.28,40,1.55,2,0.08,4,0.15,3,0.12,5,0.19,5,0.19,8,0.31,5,0.19,19002
19,5,1684,14,0.83,8,0.48,10,0.59,9,0.53,11,0.65,12,0.71,13,0.77,9,0.53,52,3.09,53,3.15,61,3.62,55,3.27,46,2.73,41,2.43,44,2.61,30,1.78,26,1.54,28,1.66,28,1.66,5,0.3,3,0.18,5,0.3,6,0.36,6,0.36,10,0.59,10,0.59,19005
19,10,293,5,1.71,4,1.37,3,1.02,3,1.02,2,0.68,2,0.68,2,0.68,2,0.68,4,1.37,6,2.05,6,2.05,6,2.05,7,2.39,5,1.71,5,1.71,5,1.71,1,0.34,1,0.34,3,1.02,0,0.0,0,0.0,0,0.0,0,0.0,3,1.02,3,1.02,3,1.02,19010
19,11,105,2,1.9,1,0.95,1,0.95,1,0.95,1,0.95,0,0.0,1,0.95,0,0.0,2,1.9,2,1.9,3,2.86,2,1.9,4,3.81,2,1.9,3,2.86,2,1.9,3,2.86,2,1.9,2,1.9,4,3.81,2,1.9,1,0.95,1,0.95,1,0.95,2,1.9,2,1.9,19011
19,13,2466,37,1.5,19,0.77,24,0.97,20,0.81,25,1.01,20,0.81,21,0.85,14,0.57,91,3.69,75,3.04,102,4.14,77,3.12,64,2.6,66,2.68,60,2.43,43,1.74,46,1.87,46,1.87,48,1.95,4,0.16,4,0.16,2,0.08,4,0.16,5,0.2,9,0.36,3,0.12,19013
19,14,2095,18,0.86,17,0.81,15,0.72,15,0.72,15,0.72,16,0.76,12,0.57,14,0.67,59,2.82,59,2.82,69,3.29,60,2.86,37,1.77,42,2.0,42,2.0,40,1.91,18,0.86,27,1.29,20,0.95,4,0.19,3,0.14,4,0.19,5,0.24,11,0.53,9,0.43,7,0.33,19014
19,20,2051,20,0.98,14,0.68,14,0.68,17,0.83,19,0.93,11,0.54,11,0.54,13,0.63,55,2.68,57,2.78,60,2.93,42,2.05,28,1.37,28,1.37,39,1.9,28,1.37,37,1.8,28,1.37,35,1.71,9,0.44,7,0.34,5,0.24,9,0.44,12,0.59,8,0.39,8,0.39,19020
19,25,531,5,0.94,3,0.56,5,0.94,2,0.38,6,1.13,0,0.0,1,0.19,0,0.0,27,5.08,23,4.33,26,4.9,21,3.95,18,3.39,17,3.2,18,3.39,10,1.88,8,1.51,9,1.69,9,1.69,1,0.19,2,0.38,4,0.75,2,0.38,4,0.75,5,0.94,5,0.94,19025
19,27,2271,34,1.5,19,0.84,31,1.37,14,0.62,24,1.06,15,0.66,27,1.19,15,0.66,82,3.61,84,3.7,93,4.1,84,3.7,64,2.82,60,2.64,70,3.08,42,1.85,36,1.59,43,1.89,46,2.03,8,0.35,15,0.66,7,0.31,10,0.44,10,0.44,12,0.53,15,0.66,19027
19,28,2284,35,1.53,10,0.44,19,0.83,16,0.7,27,1.18,14,0.61,13,0.57,15,0.66,72,3.15,69,3.02,82,3.59,65,2.85,46,2.01,53,2.32,58,2.54,44,1.93,29,1.27,27,1.18,32,1.4,8,0.35,10,0.44,8,0.35,11,0.48,6,0.26,7,0.31,5,0.22,19028
19,31,1949,18,0.92,15,0.77,18,0.92,15,0.77,15,0.77,14,0.72,14,0.72,16,0.82,68,3.49,70,3.59,69,3.54,65,3.34,48,2.46,42,2.15,45,2.31,31,1.59,24,1.23,37,1.9,36,1.85,8,0.41,8,0.41,5,0.26,10,0.51,10,0.51,13,0.67,13,0.67,19031
19,36,2572,36,1.4,17,0.66,20,0.78,19,0.74,27,1.05,13,0.51,16,0.62,20,0.78,103,4.0,92,3.58,113,4.39,88,3.42,64,2.49,81,3.15,80,3.11,52,2.02,51,1.98,52,2.02,51,1.98,9,0.35,12,0.47,7,0.27,10,0.39,9,0.35,17,0.66,8,0.31,19036
19,37,2395,30,1.25,18,0.75,25,1.04,21,0.88,21,0.88,23,0.96,22,0.92,20,0.84,99,4.13,101,4.22,112,4.68,95,3.97,71,2.96,63,2.63,67,2.8,56,2.34,33,1.38,50,2.09,50,2.09,3,0.13,5,0.21,4,0.17,7,0.29,4,0.17,6,0.25,4,0.17,19037
19,38,1787,20,1.12,12,0.67,11,0.62,16,0.9,18,1.01,10,0.56,16,0.9,11,0.62,67,3.75,71,3.97,79,4.42,65,3.64,47,2.63,54,3.02,48,2.69,36,2.01,26,1.45,41,2.29,33,1.85,7,0.39,4,0.22,8,0.45,3,0.17,7,0.39,6,0.34,7,0.39,19038
19,39,655,4,0.61,1,0.15,3,0.46,3,0.46,5,0.76,4,0.61,7,1.07,5,0.76,25,3.82,22,3.36,25,3.82,23,3.51,13,1.98,18,2.75,18,2.75,12,1.83,12,1.83,6,0.92,14,2.14,2,0.31,2,0.31,2,0.31,1,0.15,1,0.15,2,0.31,2,0.31,19039
19,40,2223,28,1.26,17,0.76,20,0.9,21,0.94,24,1.08,19,0.85,18,0.81,14,0.63,76,3.42,82,3.69,91,4.09,87,3.91,62,2.79,60,2.7,54,2.43,44,1.98,26,1.17,38,1.71,44,1.98,10,0.45,10,0.45,10,0.45,10,0.45,14,0.63,16,0.72,14,0.63,19040
19,42,1702,18,1.06,6,0.35,13,0.76,6,0.35,10,0.59,9,0.53,15,0.88,10,0.59,51,3.0,42,2.47,54,3.17,45,2.64,34,2.0,31,1.82,36,2.12,26,1.53,29,1.7,30,1.76,21,1.23,8,0.47,9,0.53,7,0.41,10,0.59,11,0.65,10,0.59,10,0.59,19042
19,43,2676,37,1.38,22,0.82,22,0.82,21,0.78,23,0.86,16,0.6,17,0.64,14,0.52,76,2.84,62,2.32,78,2.91,57,2.13,33,1.23,51,1.91,48,1.79,37,1.38,44,1.64,32,1.2,37,1.38,5,0.19,10,0.37,6,0.22,8,0.3,3,0.11,5,0.19,3,0.11,19043
19,47,3154,35,1.11,17,0.54,21,0.67,25,0.79,28,0.89,18,0.57,15,0.48,15,0.48,103,3.27,87,2.76,108,3.42,79,2.5,63,2.0,73,2.31,61,1.93,50,1.59,52,1.65,63,2.0,52,1.65,17,0.54,13,0.41,14,0.44,12,0.38,9,0.29,7,0.22,11,0.35,19047
19,48,2073,27,1.3,17,0.82,12,0.58,20,0.96,26,1.25,16,0.77,16,0.77,13,0.63,75,3.62,63,3.04,76,3.67,55,2.65,40,1.93,42,2.03,51,2.46,38,1.83,38,1.83,47,2.27,46,2.22,10,0.48,7,0.34,5,0.24,9,0.43,5,0.24,8,0.39,6,0.29,19048
19,49,2523,37,1.47,17,0.67,19,0.75,13,0.52,24,0.95,16,0.63,10,0.4,12,0.48,82,3.25,74,2.93,82,3.25,75,2.97,53,2.1,47,1.86,52,2.06,31,1.23,41,1.63,41,1.63,38,1.51,11,0.44,16,0.63,8,0.32,14,0.55,4,0.16,8,0.32,7,0.28,19049
19,57,197,2,1.02,3,1.52,3,1.52,2,1.02,2,1.02,3,1.52,3,1.52,2,1.02,4,2.03,4,2.03,6,3.05,4,2.03,5,2.54,2,1.02,4,2.03,2,1.02,2,1.02,3,1.52,3,1.52,2,1.02,2,1.02,2,1.02,2,1.02,4,2.03,4,2.03,3,1.52,19057
20,1,1489,22,1.48,7,0.47,10,0.67,7,0.47,16,1.07,13,0.87,11,0.74,8,0.54,71,4.77,51,3.43,61,4.1,50,3.36,34,2.28,38,2.55,40,2.69,26,1.75,28,1.88,37,2.48,40,2.69,9,0.6,12,0.81,5,0.34,4,0.27,1,0.07,1,0.07,3,0.2,20001
20,3,1267,9,0.71,11,0.87,5,0.39,11,0.87,6,0.47,7,0.55,4,0.32,5,0.39,52,4.1,35,2.76,45,3.55,35,2.76,29,2.29,30,2.37,32,2.53,18,1.42,25,1.97,23,1.82,22,1.74,4,0.32,3,0.24,4,0.32,4,0.32,2,0.16,3,0.24,1,0.08,20003
20,5,1892,25,1.32,14,0.74,11,0.58,13,0.69,24,1.27,8,0.42,14,0.74,12,0.63,103,5.44,79,4.18,107,5.66,84,4.44,52,2.75,51,2.7,60,3.17,50,2.64,51,2.7,48,2.54,52,2.75,6,0.32,8,0.42,6,0.32,7,0.37,3,0.16,4,0.21,2,0.11,20005
20,7,1342,19,1.42,8,0.6,13,0.97,12,0.89,19,1.42,7,0.52,12,0.89,5,0.37,80,5.96,51,3.8,60,4.47,53,3.95,29,2.16,41,3.06,37,2.76,27,2.01,32,2.38,27,2.01,33,2.46,3,0.22,11,0.82,5,0.37,8,0.6,3,0.22,6,0.45,2,0.15,20007
20,8,1265,23,1.82,5,0.4,6,0.47,10,0.79,17,1.34,7,0.55,8,0.63,8,0.63,44,3.48,21,1.66,33,2.61,24,1.9,23,1.82,15,1.19,18,1.42,18,1.42,14,1.11,13,1.03,17,1.34,3,0.24,5,0.4,3,0.24,6,0.47,3,0.24,1,0.08,2,0.16,20008
20,9,2494,39,1.56,21,0.84,22,0.88,22,0.88,30,1.2,25,1.0,18,0.72,21,0.84,99,3.97,75,3.01,94,3.77,74,2.97,63,2.53,59,2.37,64,2.57,42,1.68,47,1.88,45,1.8,45,1.8,8,0.32,3,0.12,3,0.12,6,0.24,13,0.52,9,0.36,1,0.04,20009
20,10,918,13,1.42,7,0.76,6,0.65,11,1.2,11,1.2,11,1.2,5,0.54,9,0.98,45,4.9,29,3.16,35,3.81,29,3.16,21,2.29,17,1.85,20,2.18,10,1.09,18,1.96,14,1.53,16,1.74,4,0.44,3,0.33,3,0.33,1,0.11,1,0.11,3,0.33,0,0.0,20010
20,11,1293,15,1.16,4,0.31,8,0.62,7,0.54,10,0.77,8,0.62,2,0.15,3,0.23,60,4.64,42,3.25,60,4.64,45,3.48,36,2.78,34,2.63,31,2.4,24,1.86,31,2.4,29,2.24,25,1.93,2,0.15,4,0.31,2,0.15,6,0.46,4,0.31,6,0.46,1,0.08,20011
20,12,964,8,0.83,7,0.73,6,0.62,8,0.83,14,1.45,4,0.41,7,0.73,2,0.21,42,4.36,32,3.32,40,4.15,31,3.22,27,2.8,25,2.59,24,2.49,18,1.87,11,1.14,16,1.66,15,1.56,3,0.31,2,0.21,4,0.41,3,0.31,0,0.0,1,0.1,3,0.31,20012
20,13,1353,33,2.44,9,0.67,12,0.89,20,1.48,21,1.55,10,0.74,11,0.81,17,1.26,59,4.36,35,2.59,53,3.92,40,2.96,31,2.29,26,1.92,31,2.29,24,1.77,19,1.4,16,1.18,31,2.29,5,0.37,9,0.67,9,0.67,13,0.96,5,0.37,5,0.37,5,0.37,20013
20,14,811,7,0.86,4,0.49,10,1.23,8,0.99,9,1.11,6,0.74,8,0.99,6,0.74,38,4.69,31,3.82,39,4.81,36,4.44,29,3.58,24,2.96,25,3.08,26,3.21,17,2.1,24,2.96,18,2.22,0,0.0,2,0.25,3,0.37,2,0.25,2,0.25,0,0.0,0,0.0,20014
20,16,1941,27,1.39,26,1.34,20,1.03,25,1.29,23,1.18,18,0.93,22,1.13,15,0.77,106,5.46,87,4.48,92,4.74,88,4.53,78,4.02,69,3.55,73,3.76,52,2.68,48,2.47,47,2.42,49,2.52,10,0.52,9,0.46,10,0.52,9,0.46,4,0.21,10,0.52,5,0.26,20016
20,18,876,9,1.03,3,0.34,5,0.57,3,0.34,8,0.91,2,0.23,4,0.46,2,0.23,34,3.88,20,2.28,29,3.31,22,2.51,15,1.71,20,2.28,16,1.83,6,0.68,17,1.94,9,1.03,11,1.26,5,0.57,2,0.23,8,0.91,2,0.23,2,0.23,1,0.11,1,0.11,20018
20,19,1364,28,2.05,8,0.59,17,1.25,15,1.1,23,1.69,11,0.81,14,1.03,13,0.95,60,4.4,49,3.59,62,4.55,54,3.96,33,2.42,33,2.42,29,2.13,27,1.98,39,2.86,30,2.2,36,2.64,6,0.44,8,0.59,6,0.44,3,0.22,3,0.22,9,0.66,2,0.15,20019
20,22,2174,25,1.15,12,0.55,20,0.92,11,0.51,18,0.83,14,0.64,12,0.55,8,0.37,99,4.55,76,3.5,97,4.46,76,3.5,67,3.08,66,3.04,67,3.08,44,2.02,42,1.93,42,1.93,41,1.89,9,0.41,11,0.51,3,0.14,7,0.32,4,0.18,5,0.23,4,0.18,20022
20,23,1089,16,1.47,9,0.83,12,1.1,13,1.19,16,1.47,12,1.1,8,0.73,7,0.64,54,4.96,40,3.67,54,4.96,41,3.76,31,2.85,33,3.03,30,2.75,23,2.11,21,1.93,26,2.39,22,2.02,1,0.09,4,0.37,2,0.18,4,0.37,2,0.18,5,0.46,0,0.0,20023
20,24,1967,17,0.86,14,0.71,17,0.86,11,0.56,21,1.07,17,0.86,16,0.81,12,0.61,129,6.56,108,5.49,112,5.69,101,5.13,90,4.58,84,4.27,82,4.17,60,3.05,38,1.93,49,2.49,48,2.44,8,0.41,6,0.31,6,0.31,10,0.51,7,0.36,9,0.46,5,0.25,20024
20,26,1619,32,1.98,17,1.05,22,1.36,17,1.05,22,1.36,21,1.3,12,0.74,15,0.93,96,5.93,74,4.57,88,5.44,68,4.2,63,3.89,58,3.58,52,3.21,46,2.84,31,1.91,36,2.22,40,2.47,5,0.31,3,0.19,5,0.31,6,0.37,4,0.25,2,0.12,3,0.19,20026
20,27,538,11,2.04,5,0.93,7,1.3,7,1.3,10,1.86,7,1.3,9,1.67,2,0.37,24,4.46,15,2.79,20,3.72,22,4.09,8,1.49,14,2.6,7,1.3,5,0.93,13,2.42,13,2.42,12,2.23,3,0.56,4,0.74,0,0.0,3,0.56,0,0.0,1,0.19,2,0.37,20027
20,28,763,8,1.05,5,0.66,3,0.39,4,0.52,10,1.31,5,0.66,5,0.66,4,0.52,28,3.67,15,1.97,23,3.01,17,2.23,9,1.18,11,1.44,6,0.79,7,0.92,11,1.44,14,1.83,11,1.44,2,0.26,5,0.66,1,0.13,3,0.39,5,0.66,4,0.52,0,0.0,20028
20,29,1582,18,1.14,13,0.82,15,0.95,7,0.44,14,0.88,16,1.01,5,0.32,5,0.32,73,4.61,45,2.84,66,4.17,50,3.16,39,2.47,42,2.65,43,2.72,33,2.09,36,2.28,27,1.71,35,2.21,5,0.32,5,0.32,6,0.38,6,0.38,7,0.44,8,0.51,5,0.32,20029
20,30,220,2,0.91,2,0.91,1,0.45,4,1.82,1,0.45,2,0.91,2,0.91,2,0.91,11,5.0,7,3.18,6,2.73,10,4.55,5,2.27,7,3.18,3,1.36,7,3.18,6,2.73,3,1.36,5,2.27,0,0.0,1,0.45,0,0.0,0,0.0,1,0.45,0,0.0,0,0.0,20030
20,31,616,10,1.62,2,0.32,4,0.65,6,0.97,4,0.65,2,0.32,3,0.49,4,0.65,30,4.87,26,4.22,32,5.19,26,4.22,17,2.76,23,3.73,20,3.25,17,2.76,9,1.46,10,1.62,12,1.95,3,0.49,2,0.32,1,0.16,0,0.0,0,0.0,2,0.32,3,0.49,20031
20,33,953,9,0.94,7,0.73,3,0.31,8,0.84,11,1.15,6,0.63,3,0.31,3,0.31,45,4.72,36,3.78,45,4.72,35,3.67,19,1.99,23,2.41,21,2.2,17,1.78,22,2.31,22,2.31,28,2.94,4,0.42,4,0.42,1,0.1,4,0.42,1,0.1,2,0.21,0,0.0,20033
