ward,precinct,total,Andr̩ J. Washington (Elizabeth Warren,Andr̩ J. Washington (Elizabeth Warren Percent,Hope Zawaski (Elizabeth Warren),Hope Zawaski (Elizabeth Warren) Percent,Al Riley (Elizabeth Warren),Al Riley (Elizabeth Warren) Percent,Cleopatra Watson (Elizabeth Warren),Cleopatra Watson (Elizabeth Warren) Percent,Jaylin McClinton (Elizabeth Warren),Jaylin McClinton (Elizabeth Warren) Percent,Amanda Jo Greep (Elizabeth Warren),Amanda Jo Greep (Elizabeth Warren) Percent,Aisha El-Amin (Bernie Sanders),Aisha El-Amin (Bernie Sanders) Percent,Maureen Forte (Bernie Sanders),Maureen Forte (Bernie Sanders) Percent,Sukari Campbell (Bernie Sanders),Sukari Campbell (Bernie Sanders) Percent,John Willard (Bernie Sanders),John Willard (Bernie Sanders) Percent,Kenneth Franklin (Bernie Sanders),Kenneth Franklin (Bernie Sanders) Percent,"Lyle C. Evans, Jr. (Bernie Sanders)","Lyle C. Evans, Jr. (Bernie Sanders) Percent",Kenneth Henderson (Andrew Yang),Kenneth Henderson (Andrew Yang) Percent,Sanovia Reynolds-Parks (Andrew Yang),Sanovia Reynolds-Parks (Andrew Yang) Percent,Juan Juarez (Andrew Yang),Juan Juarez (Andrew Yang) Percent,Paula Wilson (Andrew Yang),Paula Wilson (Andrew Yang) Percent,Reggie Greenwood (Andrew Yang),Reggie Greenwood (Andrew Yang) Percent,Monique Williams (Andrew Yang),Monique Williams (Andrew Yang) Percent,Kyle Summers (Andrew Yang),Kyle Summers (Andrew Yang) Percent,Emily Higgs (Pete Buttigieg),Emily Higgs (Pete Buttigieg) Percent,Randall Krause-Vinson (Pete Buttigieg),Randall Krause-Vinson (Pete Buttigieg) Percent,Sherry Newquist (Pete Buttigieg),Sherry Newquist (Pete Buttigieg) Percent,Alfred Saucedo (Pete Buttigieg),Alfred Saucedo (Pete Buttigieg) Percent,Micaela G. Smith (Amy J. Klobuchar),Micaela G. Smith (Amy J. Klobuchar) Percent,Kristal Hudson-Davis (Amy J. Klobuchar,Kristal Hudson-Davis (Amy J. Klobuchar Percent,precinct_id
8,39,1430,12,0.84,6,0.42,4,0.28,9,0.63,2,0.14,3,0.21,35,2.45,33,2.31,34,2.38,38,2.66,42,2.94,39,2.73,1,0.07,3,0.21,6,0.42,9,0.63,3,0.21,5,0.35,4,0.28,5,0.35,0,0.0,2,0.14,0,0.0,0,0.0,1,0.07,08039
8,42,1715,11,0.64,5,0.29,12,0.7,16,0.93,15,0.87,1,0.06,54,3.15,46,2.68,44,2.57,57,3.32,58,3.38,57,3.32,7,0.41,2,0.12,7,0.41,7,0.41,2,0.12,7,0.41,4,0.23,4,0.23,0,0.0,2,0.12,3,0.17,4,0.23,3,0.17,08042
8,46,1060,10,0.94,1,0.09,5,0.47,8,0.75,7,0.66,2,0.19,30,2.83,25,2.36,20,1.89,26,2.45,29,2.74,28,2.64,4,0.38,2,0.19,2,0.19,3,0.28,2,0.19,4,0.38,3,0.28,2,0.19,3,0.28,1,0.09,3,0.28,3,0.28,2,0.19,08046
8,49,36,2,5.56,0,0.0,0,0.0,1,2.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08049
8,50,616,6,0.97,3,0.49,4,0.65,7,1.14,4,0.65,3,0.49,22,3.57,17,2.76,16,2.6,14,2.27,15,2.44,20,3.25,3,0.49,1,0.16,2,0.32,2,0.32,1,0.16,2,0.32,0,0.0,0,0.0,0,0.0,2,0.32,0,0.0,4,0.65,2,0.32,08050
8,53,680,10,1.47,6,0.88,5,0.74,6,0.88,5,0.74,3,0.44,11,1.62,13,1.91,11,1.62,11,1.62,11,1.62,11,1.62,3,0.44,0,0.0,1,0.15,3,0.44,1,0.15,1,0.15,2,0.29,1,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08053
9,1,1285,12,0.93,2,0.16,5,0.39,12,0.93,3,0.23,0,0.0,24,1.87,21,1.63,22,1.71,29,2.26,35,2.72,34,2.65,3,0.23,4,0.31,4,0.31,4,0.31,3,0.23,11,0.86,3,0.23,2,0.16,0,0.0,1,0.08,1,0.08,1,0.08,3,0.23,09001
9,2,1191,21,1.76,11,0.92,11,0.92,18,1.51,9,0.76,8,0.67,33,2.77,34,2.85,32,2.69,40,3.36,42,3.53,34,2.85,7,0.59,5,0.42,7,0.59,7,0.59,2,0.17,5,0.42,4,0.34,6,0.5,0,0.0,4,0.34,1,0.08,2,0.17,2,0.17,09002
9,3,638,5,0.78,4,0.63,4,0.63,11,1.72,5,0.78,3,0.47,32,5.02,27,4.23,26,4.08,31,4.86,29,4.55,28,4.39,1,0.16,1,0.16,2,0.31,4,0.63,2,0.31,7,1.1,1,0.16,1,0.16,2,0.31,6,0.94,1,0.16,2,0.31,3,0.47,09003
9,4,1152,10,0.87,7,0.61,8,0.69,16,1.39,9,0.78,3,0.26,41,3.56,41,3.56,37,3.21,33,2.86,41,3.56,37,3.21,2,0.17,3,0.26,1,0.09,2,0.17,2,0.17,9,0.78,4,0.35,1,0.09,1,0.09,3,0.26,0,0.0,3,0.26,0,0.0,09004
9,5,1268,11,0.87,4,0.32,7,0.55,30,2.37,9,0.71,2,0.16,22,1.74,24,1.89,22,1.74,38,3.0,34,2.68,31,2.44,5,0.39,3,0.24,5,0.39,6,0.47,8,0.63,2,0.16,2,0.16,2,0.16,0,0.0,1,0.08,0,0.0,1,0.08,1,0.08,09005
9,6,1249,12,0.96,6,0.48,9,0.72,11,0.88,8,0.64,2,0.16,46,3.68,44,3.52,37,2.96,41,3.28,37,2.96,38,3.04,5,0.4,3,0.24,2,0.16,5,0.4,9,0.72,7,0.56,2,0.16,7,0.56,4,0.32,4,0.32,5,0.4,4,0.32,6,0.48,09006
9,7,814,13,1.6,6,0.74,8,0.98,19,2.33,9,1.11,5,0.61,19,2.33,16,1.97,15,1.84,22,2.7,31,3.81,26,3.19,5,0.61,3,0.37,4,0.49,8,0.98,2,0.25,10,1.23,0,0.0,4,0.49,0,0.0,3,0.37,1,0.12,2,0.25,3,0.37,09007
9,8,1097,14,1.28,8,0.73,9,0.82,30,2.73,9,0.82,5,0.46,40,3.65,41,3.74,29,2.64,38,3.46,43,3.92,40,3.65,3,0.27,4,0.36,3,0.27,5,0.46,2,0.18,6,0.55,5,0.46,3,0.27,2,0.18,4,0.36,2,0.18,0,0.0,3,0.27,09008
9,9,1506,13,0.86,7,0.46,6,0.4,17,1.13,6,0.4,4,0.27,34,2.26,29,1.93,32,2.12,38,2.52,41,2.72,36,2.39,3,0.2,4,0.27,2,0.13,6,0.4,3,0.2,4,0.27,0,0.0,4,0.27,0,0.0,1,0.07,1,0.07,4,0.27,2,0.13,09009
9,10,1124,11,0.98,8,0.71,7,0.62,13,1.16,9,0.8,8,0.71,33,2.94,38,3.38,36,3.2,34,3.02,35,3.11,38,3.38,6,0.53,4,0.36,4,0.36,3,0.27,4,0.36,3,0.27,3,0.27,1,0.09,3,0.27,2,0.18,4,0.36,2,0.18,2,0.18,09010
9,11,844,4,0.47,5,0.59,7,0.83,16,1.9,5,0.59,4,0.47,21,2.49,25,2.96,19,2.25,21,2.49,24,2.84,21,2.49,3,0.36,2,0.24,3,0.36,3,0.36,2,0.24,4,0.47,1,0.12,1,0.12,2,0.24,3,0.36,0,0.0,1,0.12,2,0.24,09011
9,13,1867,12,0.64,2,0.11,7,0.37,22,1.18,6,0.32,9,0.48,44,2.36,43,2.3,38,2.04,44,2.36,45,2.41,39,2.09,3,0.16,5,0.27,4,0.21,4,0.21,4,0.21,4,0.21,8,0.43,3,0.16,0,0.0,3,0.16,1,0.05,3,0.16,4,0.21,09013
9,14,1819,9,0.49,12,0.66,15,0.82,25,1.37,10,0.55,6,0.33,41,2.25,37,2.03,39,2.14,43,2.36,44,2.42,44,2.42,8,0.44,5,0.27,2,0.11,7,0.38,5,0.27,10,0.55,2,0.11,2,0.11,1,0.05,3,0.16,0,0.0,3,0.16,4,0.22,09014
9,15,929,8,0.86,5,0.54,5,0.54,14,1.51,3,0.32,1,0.11,32,3.44,38,4.09,32,3.44,38,4.09,39,4.2,39,4.2,5,0.54,1,0.11,3,0.32,3,0.32,6,0.65,7,0.75,2,0.22,3,0.32,1,0.11,0,0.0,1,0.11,2,0.22,4,0.43,09015
9,16,1531,7,0.46,9,0.59,12,0.78,16,1.05,8,0.52,8,0.52,38,2.48,42,2.74,37,2.42,45,2.94,51,3.33,43,2.81,5,0.33,2,0.13,5,0.33,3,0.2,3,0.2,7,0.46,5,0.33,2,0.13,2,0.13,2,0.13,0,0.0,1,0.07,3,0.2,09016
9,17,843,10,1.19,7,0.83,9,1.07,16,1.9,6,0.71,3,0.36,15,1.78,17,2.02,13,1.54,21,2.49,21,2.49,19,2.25,3,0.36,2,0.24,7,0.83,5,0.59,3,0.36,6,0.71,2,0.24,2,0.24,2,0.24,3,0.36,0,0.0,1,0.12,1,0.12,09017
9,18,880,4,0.45,9,1.02,9,1.02,12,1.36,9,1.02,5,0.57,24,2.73,19,2.16,20,2.27,22,2.5,22,2.5,19,2.16,5,0.57,2,0.23,4,0.45,4,0.45,2,0.23,3,0.34,2,0.23,2,0.23,0,0.0,1,0.11,2,0.23,0,0.0,2,0.23,09018
9,19,1244,11,0.88,2,0.16,7,0.56,19,1.53,9,0.72,1,0.08,32,2.57,33,2.65,26,2.09,35,2.81,41,3.3,33,2.65,4,0.32,3,0.24,8,0.64,5,0.4,4,0.32,4,0.32,5,0.4,6,0.48,3,0.24,2,0.16,1,0.08,1,0.08,1,0.08,09019
9,20,1192,11,0.92,0,0.0,13,1.09,13,1.09,7,0.59,5,0.42,33,2.77,38,3.19,31,2.6,36,3.02,36,3.02,33,2.77,6,0.5,0,0.0,3,0.25,7,0.59,1,0.08,5,0.42,2,0.17,4,0.34,2,0.17,2,0.17,0,0.0,0,0.0,4,0.34,09020
9,21,1217,13,1.07,12,0.99,15,1.23,23,1.89,13,1.07,6,0.49,32,2.63,34,2.79,29,2.38,40,3.29,46,3.78,41,3.37,2,0.16,0,0.0,3,0.25,6,0.49,3,0.25,8,0.66,0,0.0,0,0.0,1,0.08,0,0.0,2,0.16,3,0.25,0,0.0,09021
9,22,1498,11,0.73,12,0.8,10,0.67,26,1.74,9,0.6,4,0.27,33,2.2,36,2.4,30,2.0,31,2.07,34,2.27,29,1.94,6,0.4,3,0.2,4,0.27,3,0.2,5,0.33,5,0.33,5,0.33,1,0.07,1,0.07,1,0.07,0,0.0,2,0.13,3,0.2,09022
9,26,1036,13,1.25,7,0.68,9,0.87,17,1.64,5,0.48,4,0.39,46,4.44,46,4.44,37,3.57,42,4.05,53,5.12,53,5.12,2,0.19,1,0.1,5,0.48,5,0.48,3,0.29,5,0.48,5,0.48,2,0.19,2,0.19,2,0.19,1,0.1,3,0.29,2,0.19,09026
9,27,1054,8,0.76,6,0.57,6,0.57,8,0.76,2,0.19,4,0.38,29,2.75,29,2.75,27,2.56,32,3.04,36,3.42,31,2.94,3,0.28,4,0.38,7,0.66,6,0.57,3,0.28,6,0.57,1,0.09,4,0.38,0,0.0,4,0.38,1,0.09,1,0.09,1,0.09,09027
9,28,559,4,0.72,3,0.54,2,0.36,8,1.43,3,0.54,2,0.36,21,3.76,25,4.47,21,3.76,23,4.11,24,4.29,20,3.58,2,0.36,3,0.54,5,0.89,3,0.54,1,0.18,7,1.25,1,0.18,1,0.18,0,0.0,2,0.36,3,0.54,3,0.54,3,0.54,09028
9,29,743,6,0.81,5,0.67,3,0.4,12,1.62,4,0.54,2,0.27,12,1.62,14,1.88,11,1.48,16,2.15,13,1.75,14,1.88,5,0.67,1,0.13,2,0.27,1,0.13,2,0.27,1,0.13,2,0.27,1,0.13,2,0.27,2,0.27,2,0.27,2,0.27,3,0.4,09029
9,30,915,8,0.87,4,0.44,10,1.09,14,1.53,5,0.55,7,0.77,24,2.62,21,2.3,17,1.86,21,2.3,24,2.62,21,2.3,0,0.0,1,0.11,4,0.44,1,0.11,1,0.11,2,0.22,1,0.11,0,0.0,2,0.22,0,0.0,2,0.22,0,0.0,2,0.22,09030
9,31,942,9,0.96,7,0.74,5,0.53,12,1.27,7,0.74,2,0.21,33,3.5,37,3.93,29,3.08,33,3.5,32,3.4,28,2.97,4,0.42,2,0.21,5,0.53,3,0.32,5,0.53,3,0.32,3,0.32,2,0.21,0,0.0,3,0.32,2,0.21,4,0.42,1,0.11,09031
9,32,1384,12,0.87,5,0.36,6,0.43,31,2.24,8,0.58,4,0.29,37,2.67,38,2.75,31,2.24,41,2.96,42,3.03,36,2.6,3,0.22,0,0.0,4,0.29,8,0.58,3,0.22,9,0.65,4,0.29,2,0.14,2,0.14,2,0.14,0,0.0,1,0.07,5,0.36,09032
9,33,912,6,0.66,6,0.66,5,0.55,14,1.54,6,0.66,4,0.44,20,2.19,21,2.3,17,1.86,26,2.85,24,2.63,20,2.19,3,0.33,2,0.22,1,0.11,3,0.33,3,0.33,2,0.22,2,0.22,3,0.33,0,0.0,2,0.22,1,0.11,3,0.33,5,0.55,09033
9,34,939,13,1.38,8,0.85,6,0.64,23,2.45,10,1.06,4,0.43,23,2.45,27,2.88,25,2.66,30,3.19,35,3.73,26,2.77,9,0.96,4,0.43,2,0.21,5,0.53,4,0.43,5,0.53,3,0.32,5,0.53,2,0.21,1,0.11,1,0.11,2,0.21,1,0.11,09034
9,35,1410,7,0.5,6,0.43,5,0.35,18,1.28,5,0.35,0,0.0,29,2.06,26,1.84,25,1.77,32,2.27,34,2.41,28,1.99,3,0.21,0,0.0,2,0.14,3,0.21,2,0.14,3,0.21,1,0.07,5,0.35,3,0.21,3,0.21,2,0.14,3,0.21,0,0.0,09035
9,37,1950,22,1.13,23,1.18,19,0.97,28,1.44,14,0.72,7,0.36,91,4.67,85,4.36,78,4.0,89,4.56,90,4.62,87,4.46,4,0.21,4,0.21,5,0.26,6,0.31,2,0.1,5,0.26,4,0.21,5,0.26,4,0.21,7,0.36,4,0.21,8,0.41,6,0.31,09037
9,38,1215,12,0.99,6,0.49,4,0.33,22,1.81,4,0.33,5,0.41,36,2.96,37,3.05,31,2.55,39,3.21,48,3.95,42,3.46,6,0.49,3,0.25,4,0.33,6,0.49,4,0.33,5,0.41,3,0.25,4,0.33,1,0.08,0,0.0,0,0.0,2,0.16,3,0.25,09038
9,39,1521,14,0.92,9,0.59,5,0.33,15,0.99,8,0.53,0,0.0,36,2.37,34,2.24,33,2.17,31,2.04,31,2.04,36,2.37,4,0.26,3,0.2,5,0.33,1,0.07,6,0.39,3,0.2,4,0.26,7,0.46,1,0.07,0,0.0,2,0.13,5,0.33,6,0.39,09039
9,40,1656,13,0.79,8,0.48,6,0.36,32,1.93,8,0.48,5,0.3,46,2.78,45,2.72,34,2.05,41,2.48,47,2.84,43,2.6,4,0.24,2,0.12,7,0.42,11,0.66,3,0.18,11,0.66,3,0.18,3,0.18,2,0.12,1,0.06,0,0.0,2,0.12,5,0.3,09040
9,41,1115,5,0.45,4,0.36,3,0.27,16,1.43,3,0.27,4,0.36,29,2.6,27,2.42,26,2.33,21,1.88,29,2.6,24,2.15,1,0.09,3,0.27,3,0.27,4,0.36,1,0.09,5,0.45,3,0.27,1,0.09,2,0.18,2,0.18,0,0.0,1,0.09,4,0.36,09041
9,43,910,11,1.21,8,0.88,13,1.43,16,1.76,8,0.88,5,0.55,17,1.87,21,2.31,18,1.98,23,2.53,33,3.63,26,2.86,4,0.44,5,0.55,3,0.33,6,0.66,3,0.33,5,0.55,7,0.77,1,0.11,0,0.0,3,0.33,0,0.0,2,0.22,2,0.22,09043
9,44,1257,17,1.35,10,0.8,11,0.88,13,1.03,7,0.56,3,0.24,24,1.91,32,2.55,27,2.15,36,2.86,37,2.94,32,2.55,3,0.24,1,0.08,3,0.24,8,0.64,3,0.24,3,0.24,3,0.24,6,0.48,2,0.16,1,0.08,1,0.08,3,0.24,2,0.16,09044
9,45,967,6,0.62,9,0.93,7,0.72,11,1.14,6,0.62,2,0.21,24,2.48,24,2.48,21,2.17,26,2.69,31,3.21,33,3.41,0,0.0,0,0.0,1,0.1,2,0.21,1,0.1,5,0.52,1,0.1,5,0.52,1,0.1,3,0.31,0,0.0,0,0.0,1,0.1,09045
9,46,1420,15,1.06,15,1.06,17,1.2,32,2.25,16,1.13,17,1.2,51,3.59,49,3.45,42,2.96,53,3.73,55,3.87,51,3.59,6,0.42,5,0.35,0,0.0,5,0.35,2,0.14,9,0.63,7,0.49,4,0.28,1,0.07,4,0.28,2,0.14,3,0.21,3,0.21,09046
10,1,1050,14,1.33,7,0.67,9,0.86,11,1.05,10,0.95,6,0.57,43,4.1,42,4.0,33,3.14,38,3.62,47,4.48,37,3.52,4,0.38,6,0.57,14,1.33,3,0.29,5,0.48,11,1.05,5,0.48,2,0.19,2,0.19,3,0.29,1,0.1,2,0.19,4,0.38,10001
10,2,1048,13,1.24,14,1.34,10,0.95,10,0.95,11,1.05,8,0.76,55,5.25,61,5.82,55,5.25,56,5.34,62,5.92,56,5.34,2,0.19,5,0.48,11,1.05,3,0.29,3,0.29,1,0.1,0,0.0,11,1.05,6,0.57,9,0.86,10,0.95,9,0.86,6,0.57,10002
10,3,950,10,1.05,14,1.47,5,0.53,6,0.63,3,0.32,6,0.63,42,4.42,52,5.47,43,4.53,48,5.05,52,5.47,51,5.37,6,0.63,4,0.42,13,1.37,6,0.63,4,0.42,3,0.32,4,0.42,4,0.42,3,0.32,1,0.11,8,0.84,2,0.21,3,0.32,10003
10,4,777,9,1.16,2,0.26,5,0.64,6,0.77,7,0.9,2,0.26,43,5.53,39,5.02,41,5.28,49,6.31,47,6.05,43,5.53,0,0.0,4,0.51,14,1.8,2,0.26,2,0.26,5,0.64,1,0.13,1,0.13,1,0.13,1,0.13,4,0.51,2,0.26,2,0.26,10004
10,5,730,4,0.55,6,0.82,4,0.55,3,0.41,7,0.96,5,0.68,47,6.44,47,6.44,41,5.62,41,5.62,46,6.3,37,5.07,5,0.68,3,0.41,16,2.19,2,0.27,6,0.82,4,0.55,3,0.41,5,0.68,4,0.55,3,0.41,10,1.37,2,0.27,4,0.55,10005
10,6,856,7,0.82,6,0.7,6,0.7,6,0.7,5,0.58,7,0.82,58,6.78,59,6.89,52,6.07,54,6.31,52,6.07,47,5.49,5,0.58,2,0.23,18,2.1,2,0.23,3,0.35,3,0.35,2,0.23,6,0.7,5,0.58,8,0.93,12,1.4,2,0.23,2,0.23,10006
10,7,709,4,0.56,5,0.71,5,0.71,4,0.56,5,0.71,2,0.28,45,6.35,45,6.35,41,5.78,56,7.9,57,8.04,58,8.18,6,0.85,5,0.71,12,1.69,2,0.28,5,0.71,7,0.99,3,0.42,6,0.85,2,0.28,3,0.42,6,0.85,4,0.56,1,0.14,10007
10,8,483,3,0.62,3,0.62,3,0.62,3,0.62,5,1.04,1,0.21,19,3.93,23,4.76,23,4.76,23,4.76,23,4.76,24,4.97,3,0.62,4,0.83,3,0.62,1,0.21,2,0.41,1,0.21,1,0.21,2,0.41,0,0.0,1,0.21,0,0.0,1,0.21,1,0.21,10008
10,9,962,7,0.73,12,1.25,5,0.52,5,0.52,5,0.52,5,0.52,55,5.72,59,6.13,51,5.3,55,5.72,56,5.82,55,5.72,9,0.94,8,0.83,24,2.49,10,1.04,7,0.73,6,0.62,10,1.04,8,0.83,3,0.31,6,0.62,7,0.73,5,0.52,7,0.73,10009
10,10,1037,8,0.77,12,1.16,6,0.58,11,1.06,6,0.58,5,0.48,67,6.46,68,6.56,75,7.23,80,7.71,78,7.52,73,7.04,3,0.29,1,0.1,21,2.03,2,0.19,1,0.1,3,0.29,0,0.0,5,0.48,0,0.0,0,0.0,9,0.87,2,0.19,0,0.0,10010
10,11,1414,9,0.64,11,0.78,11,0.78,12,0.85,6,0.42,3,0.21,100,7.07,106,7.5,105,7.43,113,7.99,119,8.42,115,8.13,4,0.28,2,0.14,35,2.48,4,0.28,5,0.35,4,0.28,3,0.21,8,0.57,2,0.14,5,0.35,17,1.2,7,0.5,4,0.28,10011
10,12,752,18,2.39,15,1.99,12,1.6,12,1.6,8,1.06,4,0.53,47,6.25,49,6.52,44,5.85,64,8.51,58,7.71,58,7.71,8,1.06,5,0.66,16,2.13,6,0.8,1,0.13,3,0.4,2,0.27,2,0.27,3,0.4,3,0.4,3,0.4,4,0.53,4,0.53,10012
10,13,1044,8,0.77,13,1.25,9,0.86,7,0.67,9,0.86,2,0.19,46,4.41,44,4.21,43,4.12,46,4.41,46,4.41,39,3.74,4,0.38,2,0.19,20,1.92,4,0.38,2,0.19,4,0.38,1,0.1,4,0.38,3,0.29,4,0.38,13,1.25,5,0.48,2,0.19,10013
10,14,1381,16,1.16,8,0.58,9,0.65,12,0.87,5,0.36,6,0.43,77,5.58,79,5.72,72,5.21,80,5.79,83,6.01,74,5.36,6,0.43,5,0.36,27,1.96,5,0.36,3,0.22,5,0.36,4,0.29,9,0.65,3,0.22,5,0.36,15,1.09,6,0.43,5,0.36,10014
10,15,2517,25,0.99,23,0.91,18,0.72,23,0.91,21,0.83,9,0.36,65,2.58,63,2.5,51,2.03,67,2.66,67,2.66,66,2.62,11,0.44,8,0.32,7,0.28,11,0.44,7,0.28,13,0.52,5,0.2,9,0.36,2,0.08,7,0.28,5,0.2,5,0.2,9,0.36,10015
10,16,663,3,0.45,6,0.9,3,0.45,3,0.45,2,0.3,1,0.15,42,6.33,42,6.33,39,5.88,47,7.09,47,7.09,45,6.79,5,0.75,4,0.6,12,1.81,5,0.75,3,0.45,5,0.75,4,0.6,6,0.9,4,0.6,3,0.45,4,0.6,3,0.45,2,0.3,10016
10,17,1607,6,0.37,14,0.87,8,0.5,5,0.31,7,0.44,18,1.12,90,5.6,92,5.72,85,5.29,88,5.48,93,5.79,90,5.6,7,0.44,5,0.31,19,1.18,7,0.44,6,0.37,8,0.5,6,0.37,18,1.12,11,0.68,11,0.68,12,0.75,4,0.25,10,0.62,10017
10,18,625,6,0.96,10,1.6,5,0.8,10,1.6,10,1.6,9,1.44,35,5.6,33,5.28,32,5.12,35,5.6,34,5.44,37,5.92,3,0.48,2,0.32,9,1.44,3,0.48,2,0.32,3,0.48,0,0.0,3,0.48,2,0.32,1,0.16,4,0.64,3,0.48,2,0.32,10018
10,19,1151,12,1.04,12,1.04,7,0.61,11,0.96,10,0.87,11,0.96,62,5.39,67,5.82,66,5.73,74,6.43,75,6.52,71,6.17,4,0.35,4,0.35,24,2.09,7,0.61,6,0.52,6,0.52,5,0.43,8,0.7,3,0.26,3,0.26,11,0.96,8,0.7,4,0.35,10019
10,20,1245,6,0.48,10,0.8,8,0.64,8,0.64,6,0.48,3,0.24,64,5.14,68,5.46,71,5.7,90,7.23,90,7.23,82,6.59,4,0.32,6,0.48,23,1.85,7,0.56,5,0.4,6,0.48,6,0.48,7,0.56,2,0.16,5,0.4,5,0.4,4,0.32,5,0.4,10020
10,21,1174,7,0.6,8,0.68,10,0.85,8,0.68,8,0.68,5,0.43,83,7.07,83,7.07,79,6.73,81,6.9,86,7.33,80,6.81,2,0.17,6,0.51,22,1.87,2,0.17,2,0.17,1,0.09,2,0.17,9,0.77,4,0.34,6,0.51,14,1.19,3,0.26,4,0.34,10021
10,22,680,11,1.62,7,1.03,11,1.62,6,0.88,7,1.03,4,0.59,42,6.18,48,7.06,46,6.76,47,6.91,51,7.5,47,6.91,4,0.59,4,0.59,21,3.09,3,0.44,3,0.44,6,0.88,4,0.59,4,0.59,0,0.0,5,0.74,12,1.76,2,0.29,1,0.15,10022
10,23,995,11,1.11,8,0.8,8,0.8,10,1.01,6,0.6,7,0.7,67,6.73,71,7.14,68,6.83,75,7.54,74,7.44,72,7.24,6,0.6,3,0.3,29,2.91,3,0.3,2,0.2,5,0.5,3,0.3,5,0.5,4,0.4,3,0.3,14,1.41,5,0.5,5,0.5,10023
10,24,969,7,0.72,7,0.72,6,0.62,6,0.62,7,0.72,7,0.72,50,5.16,47,4.85,45,4.64,44,4.54,45,4.64,43,4.44,3,0.31,3,0.31,14,1.44,5,0.52,3,0.31,2,0.21,3,0.31,6,0.62,1,0.1,3,0.31,11,1.14,3,0.31,5,0.52,10024
10,25,338,4,1.18,5,1.48,5,1.48,4,1.18,2,0.59,1,0.3,14,4.14,14,4.14,14,4.14,13,3.85,14,4.14,14,4.14,7,2.07,1,0.3,4,1.18,0,0.0,1,0.3,1,0.3,3,0.89,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,10025
10,26,787,4,0.51,7,0.89,3,0.38,8,1.02,6,0.76,7,0.89,46,5.84,47,5.97,45,5.72,55,6.99,50,6.35,49,6.23,4,0.51,6,0.76,18,2.29,6,0.76,2,0.25,5,0.64,5,0.64,7,0.89,1,0.13,0,0.0,5,0.64,1,0.13,3,0.38,10026
10,27,904,10,1.11,10,1.11,11,1.22,11,1.22,7,0.77,5,0.55,36,3.98,39,4.31,38,4.2,42,4.65,37,4.09,39,4.31,1,0.11,2,0.22,12,1.33,4,0.44,3,0.33,3,0.33,0,0.0,5,0.55,5,0.55,1,0.11,7,0.77,1,0.11,2,0.22,10027
10,28,1226,11,0.9,8,0.65,8,0.65,7,0.57,8,0.65,5,0.41,81,6.61,88,7.18,83,6.77,100,8.16,104,8.48,90,7.34,3,0.24,7,0.57,36,2.94,7,0.57,3,0.24,8,0.65,3,0.24,10,0.82,4,0.33,4,0.33,18,1.47,9,0.73,9,0.73,10028
10,29,1174,16,1.36,17,1.45,16,1.36,7,0.6,15,1.28,10,0.85,85,7.24,87,7.41,82,6.98,95,8.09,83,7.07,87,7.41,6,0.51,6,0.51,32,2.73,4,0.34,8,0.68,8,0.68,5,0.43,6,0.51,3,0.26,4,0.34,11,0.94,6,0.51,3,0.26,10029
10,30,996,9,0.9,9,0.9,9,0.9,9,0.9,5,0.5,8,0.8,64,6.43,68,6.83,65,6.53,76,7.63,73,7.33,76,7.63,1,0.1,1,0.1,15,1.51,6,0.6,3,0.3,1,0.1,5,0.5,9,0.9,4,0.4,5,0.5,10,1.0,3,0.3,3,0.3,10030
10,31,825,10,1.21,7,0.85,7,0.85,11,1.33,11,1.33,3,0.36,56,6.79,51,6.18,52,6.3,69,8.36,68,8.24,64,7.76,2,0.24,3,0.36,23,2.79,1,0.12,1,0.12,3,0.36,3,0.36,5,0.61,2,0.24,2,0.24,6,0.73,1,0.12,1,0.12,10031
10,32,1098,11,1.0,9,0.82,10,0.91,7,0.64,5,0.46,2,0.18,86,7.83,87,7.92,90,8.2,100,9.11,96,8.74,95,8.65,3,0.27,4,0.36,14,1.28,2,0.18,4,0.36,3,0.27,3,0.27,5,0.46,1,0.09,1,0.09,7,0.64,4,0.36,4,0.36,10032
10,33,887,10,1.13,6,0.68,9,1.01,7,0.79,5,0.56,5,0.56,66,7.44,74,8.34,76,8.57,81,9.13,77,8.68,79,8.91,4,0.45,5,0.56,21,2.37,4,0.45,2,0.23,6,0.68,6,0.68,2,0.23,1,0.11,1,0.11,11,1.24,1,0.11,1,0.11,10033
10,34,706,6,0.85,4,0.57,4,0.57,6,0.85,2,0.28,5,0.71,41,5.81,41,5.81,35,4.96,38,5.38,40,5.67,36,5.1,2,0.28,1,0.14,11,1.56,1,0.14,4,0.57,1,0.14,3,0.42,4,0.57,1,0.14,2,0.28,1,0.14,4,0.57,2,0.28,10034
10,35,1216,7,0.58,14,1.15,8,0.66,7,0.58,5,0.41,7,0.58,81,6.66,85,6.99,78,6.41,92,7.57,91,7.48,86,7.07,8,0.66,4,0.33,27,2.22,4,0.33,3,0.25,2,0.16,2,0.16,9,0.74,5,0.41,5,0.41,14,1.15,4,0.33,6,0.49,10035
