ward,precinct,total,Kelly Marie McCarthy,Kelly Marie McCarthy Percent,Aileen Bhandari,Aileen Bhandari Percent,Elizabeth ''Beth'' Ryan,Elizabeth ''Beth'' Ryan Percent,"James T. Derico, Jr.","James T. Derico, Jr. Percent",precinct_id
41,39,265,68,25.66,38,14.34,105,39.62,54,20.38,41039
41,40,195,52,26.67,17,8.72,99,50.77,27,13.85,41040
41,41,175,56,32.0,28,16.0,59,33.71,32,18.29,41041
41,42,179,53,29.61,21,11.73,72,40.22,33,18.44,41042
41,43,184,48,26.09,42,22.83,56,30.43,38,20.65,41043
41,44,207,68,32.85,20,9.66,81,39.13,38,18.36,41044
41,45,203,60,29.56,38,18.72,64,31.53,41,20.2,41045
41,46,249,80,32.13,54,21.69,65,26.1,50,20.08,41046
41,47,249,52,20.88,42,16.87,103,41.37,52,20.88,41047
42,1,192,50,26.04,32,16.67,38,19.79,72,37.5,42001
42,2,196,55,28.06,56,28.57,39,19.9,46,23.47,42002
42,3,216,58,26.85,52,24.07,46,21.3,60,27.78,42003
42,4,413,110,26.63,103,24.94,74,17.92,126,30.51,42004
42,5,178,41,23.03,37,20.79,41,23.03,59,33.15,42005
42,6,248,55,22.18,47,18.95,66,26.61,80,32.26,42006
42,7,240,58,24.17,51,21.25,53,22.08,78,32.5,42007
42,8,222,51,22.97,47,21.17,49,22.07,75,33.78,42008
42,9,274,57,20.8,84,30.66,62,22.63,71,25.91,42009
42,10,322,59,18.32,85,26.4,87,27.02,91,28.26,42010
42,11,88,19,21.59,19,21.59,22,25.0,28,31.82,42011
42,12,198,57,28.79,38,19.19,33,16.67,70,35.35,42012
42,13,262,54,20.61,38,14.5,53,20.23,117,44.66,42013
42,14,211,54,25.59,63,29.86,41,19.43,53,25.12,42014
42,15,221,51,23.08,57,25.79,56,25.34,57,25.79,42015
42,16,214,53,24.77,82,38.32,35,16.36,44,20.56,42016
42,17,191,44,23.04,41,21.47,47,24.61,59,30.89,42017
42,18,175,49,28.0,56,32.0,34,19.43,36,20.57,42018
42,19,256,38,14.84,61,23.83,55,21.48,102,39.84,42019
42,20,176,44,25.0,38,21.59,39,22.16,55,31.25,42020
42,21,169,38,22.49,47,27.81,29,17.16,55,32.54,42021
42,22,73,16,21.92,21,28.77,11,15.07,25,34.25,42022
42,23,199,43,21.61,41,20.6,42,21.11,73,36.68,42023
42,24,148,34,22.97,30,20.27,33,22.3,51,34.46,42024
42,25,228,49,21.49,62,27.19,56,24.56,61,26.75,42025
42,26,240,59,24.58,72,30.0,47,19.58,62,25.83,42026
42,27,188,45,23.94,46,24.47,39,20.74,58,30.85,42027
42,28,210,40,19.05,41,19.52,53,25.24,76,36.19,42028
42,29,180,41,22.78,51,28.33,41,22.78,47,26.11,42029
42,30,168,30,17.86,37,22.02,34,20.24,67,39.88,42030
42,31,229,59,25.76,49,21.4,51,22.27,70,30.57,42031
42,32,189,36,19.05,52,27.51,48,25.4,53,28.04,42032
42,33,267,55,20.6,58,21.72,69,25.84,85,31.84,42033
42,34,180,58,32.22,27,15.0,33,18.33,62,34.44,42034
42,35,260,65,25.0,70,26.92,52,20.0,73,28.08,42035
42,36,241,58,24.07,71,29.46,51,21.16,61,25.31,42036
42,37,147,31,21.09,34,23.13,39,26.53,43,29.25,42037
42,38,186,52,27.96,49,26.34,39,20.97,46,24.73,42038
42,39,235,59,25.11,62,26.38,38,16.17,76,32.34,42039
42,40,227,50,22.03,65,28.63,45,19.82,67,29.52,42040
42,41,199,43,21.61,59,29.65,53,26.63,44,22.11,42041
42,42,398,103,25.88,100,25.13,72,18.09,123,30.9,42042
43,1,121,36,29.75,22,18.18,31,25.62,32,26.45,43001
43,2,236,50,21.19,49,20.76,52,22.03,85,36.02,43002
43,3,265,33,12.45,53,20.0,99,37.36,80,30.19,43003
43,4,221,41,18.55,71,32.13,53,23.98,56,25.34,43004
43,5,206,31,15.05,49,23.79,49,23.79,77,37.38,43005
43,6,171,63,36.84,43,25.15,37,21.64,28,16.37,43006
43,7,170,38,22.35,33,19.41,43,25.29,56,32.94,43007
43,8,166,38,22.89,31,18.67,44,26.51,53,31.93,43008
43,9,252,58,23.02,47,18.65,88,34.92,59,23.41,43009
43,10,300,61,20.33,63,21.0,81,27.0,95,31.67,43010
43,11,172,30,17.44,34,19.77,66,38.37,42,24.42,43011
43,12,129,27,20.93,35,27.13,31,24.03,36,27.91,43012
43,13,198,44,22.22,59,29.8,42,21.21,53,26.77,43013
43,14,267,51,19.1,65,24.34,57,21.35,94,35.21,43014
43,15,232,55,23.71,58,25.0,69,29.74,50,21.55,43015
43,16,249,81,32.53,63,25.3,61,24.5,44,17.67,43016
43,17,174,32,18.39,38,21.84,43,24.71,61,35.06,43017
43,18,241,45,18.67,85,35.27,45,18.67,66,27.39,43018
43,19,247,52,21.05,62,25.1,69,27.94,64,25.91,43019
43,20,255,59,23.14,70,27.45,63,24.71,63,24.71,43020
43,21,236,62,26.27,50,21.19,54,22.88,70,29.66,43021
43,22,181,49,27.07,52,28.73,40,22.1,40,22.1,43022
43,23,154,41,26.62,34,22.08,32,20.78,47,30.52,43023
43,24,151,46,30.46,32,21.19,39,25.83,34,22.52,43024
43,25,210,52,24.76,46,21.9,48,22.86,64,30.48,43025
43,26,183,37,20.22,39,21.31,53,28.96,54,29.51,43026
43,27,240,69,28.75,70,29.17,39,16.25,62,25.83,43027
43,28,208,49,23.56,45,21.63,61,29.33,53,25.48,43028
43,29,285,56,19.65,75,26.32,59,20.7,95,33.33,43029
43,30,285,63,22.11,72,25.26,81,28.42,69,24.21,43030
43,31,235,61,25.96,53,22.55,59,25.11,62,26.38,43031
43,32,250,43,17.2,77,30.8,65,26.0,65,26.0,43032
43,33,255,53,20.78,52,20.39,66,25.88,84,32.94,43033
43,34,144,25,17.36,41,28.47,29,20.14,49,34.03,43034
43,35,225,54,24.0,46,20.44,50,22.22,75,33.33,43035
43,36,130,40,30.77,36,27.69,27,20.77,27,20.77,43036
43,37,204,50,24.51,86,42.16,36,17.65,32,15.69,43037
43,38,176,35,19.89,30,17.05,43,24.43,68,38.64,43038
43,39,160,38,23.75,33,20.63,49,30.63,40,25.0,43039
43,40,179,45,25.14,60,33.52,36,20.11,38,21.23,43040
43,41,321,66,20.56,73,22.74,76,23.68,106,33.02,43041
43,42,215,47,21.86,68,31.63,48,22.33,52,24.19,43042
43,43,228,39,17.11,42,18.42,71,31.14,76,33.33,43043
43,44,218,59,27.06,48,22.02,45,20.64,66,30.28,43044
43,45,167,33,19.76,33,19.76,40,23.95,61,36.53,43045
43,46,118,23,19.49,34,28.81,29,24.58,32,27.12,43046
44,1,308,67,21.75,106,34.42,74,24.03,61,19.81,44001
44,2,224,47,20.98,57,25.45,52,23.21,68,30.36,44002
44,3,199,36,18.09,53,26.63,44,22.11,66,33.17,44003
44,4,166,39,23.49,33,19.88,45,27.11,49,29.52,44004
44,5,197,48,24.37,66,33.5,46,23.35,37,18.78,44005
44,6,326,73,22.39,119,36.5,72,22.09,62,19.02,44006
44,7,203,52,25.62,40,19.7,47,23.15,64,31.53,44007
44,8,240,48,20.0,81,33.75,59,24.58,52,21.67,44008
44,9,225,47,20.89,70,31.11,60,26.67,48,21.33,44009
44,10,229,55,24.02,64,27.95,56,24.45,54,23.58,44010
44,11,277,76,27.44,76,27.44,67,24.19,58,20.94,44011
44,12,284,72,25.35,82,28.87,61,21.48,69,24.3,44012
44,13,207,44,21.26,51,24.64,63,30.43,49,23.67,44013
44,14,158,32,20.25,63,39.87,31,19.62,32,20.25,44014
44,15,248,60,24.19,78,31.45,49,19.76,61,24.6,44015
44,16,279,65,23.3,92,32.97,67,24.01,55,19.71,44016
44,17,317,55,17.35,114,35.96,63,19.87,85,26.81,44017
44,18,241,59,24.48,70,29.05,56,23.24,56,23.24,44018
44,19,323,79,24.46,103,31.89,66,20.43,75,23.22,44019
44,20,232,41,17.67,90,38.79,42,18.1,59,25.43,44020
44,21,271,64,23.62,93,34.32,56,20.66,58,21.4,44021
44,22,283,74,26.15,61,21.55,60,21.2,88,31.1,44022
44,23,264,79,29.92,81,30.68,48,18.18,56,21.21,44023
44,24,186,41,22.04,56,30.11,44,23.66,45,24.19,44024
44,25,269,65,24.16,78,29.0,65,24.16,61,22.68,44025
44,26,314,76,24.2,114,36.31,69,21.97,55,17.52,44026
44,27,320,65,20.31,108,33.75,72,22.5,75,23.44,44027
44,28,236,57,24.15,79,33.47,56,23.73,44,18.64,44028
44,29,272,58,21.32,90,33.09,60,22.06,64,23.53,44029
44,30,283,66,23.32,106,37.46,61,21.55,50,17.67,44030
44,31,194,53,27.32,66,34.02,44,22.68,31,15.98,44031
44,32,275,64,23.27,92,33.45,66,24.0,53,19.27,44032
44,33,226,53,23.45,84,37.17,45,19.91,44,19.47,44033
44,34,281,76,27.05,90,32.03,56,19.93,59,21.0,44034
44,35,227,44,19.38,58,25.55,55,24.23,70,30.84,44035
44,36,219,54,24.66,71,32.42,43,19.63,51,23.29,44036
44,37,335,78,23.28,116,34.63,64,19.1,77,22.99,44037
44,38,218,65,29.82,62,28.44,48,22.02,43,19.72,44038
44,39,245,51,20.82,84,34.29,54,22.04,56,22.86,44039
44,40,248,54,21.77,94,37.9,59,23.79,41,16.53,44040
44,41,345,95,27.54,104,30.14,70,20.29,76,22.03,44041
45,1,230,53,23.04,82,35.65,55,23.91,40,17.39,45001
45,2,241,59,24.48,81,33.61,48,19.92,53,21.99,45002
45,3,244,52,21.31,83,34.02,54,22.13,55,22.54,45003
45,4,317,92,29.02,106,33.44,58,18.3,61,19.24,45004
45,5,270,63,23.33,93,34.44,60,22.22,54,20.0,45005
45,6,354,68,19.21,139,39.27,70,19.77,77,21.75,45006
45,7,363,90,24.79,126,34.71,78,21.49,69,19.01,45007
45,8,221,62,28.05,60,27.15,60,27.15,39,17.65,45008
45,9,213,60,28.17,51,23.94,67,31.46,35,16.43,45009
45,10,215,66,30.7,60,27.91,54,25.12,35,16.28,45010
45,11,165,43,26.06,60,36.36,34,20.61,28,16.97,45011
45,12,188,46,24.47,73,38.83,36,19.15,33,17.55,45012
45,13,220,55,25.0,90,40.91,39,17.73,36,16.36,45013
45,14,314,100,31.85,87,27.71,80,25.48,47,14.97,45014
45,15,338,109,32.25,98,28.99,71,21.01,60,17.75,45015
45,16,197,44,22.34,69,35.03,49,24.87,35,17.77,45016
45,17,234,64,27.35,71,30.34,62,26.5,37,15.81,45017
45,18,210,70,33.33,51,24.29,53,25.24,36,17.14,45018
45,19,112,30,26.79,34,30.36,35,31.25,13,11.61,45019
45,20,135,36,26.67,48,35.56,30,22.22,21,15.56,45020
45,21,174,54,31.03,43,24.71,49,28.16,28,16.09,45021
45,22,137,38,27.74,27,19.71,35,25.55,37,27.01,45022
45,23,158,41,25.95,39,24.68,49,31.01,29,18.35,45023
45,24,135,41,30.37,31,22.96,36,26.67,27,20.0,45024
45,25,136,46,33.82,35,25.74,31,22.79,24,17.65,45025
45,26,88,28,31.82,23,26.14,19,21.59,18,20.45,45026
45,27,190,58,30.53,38,20.0,52,27.37,42,22.11,45027
45,28,134,34,25.37,43,32.09,28,20.9,29,21.64,45028
45,29,101,38,37.62,25,24.75,24,23.76,14,13.86,45029
45,30,181,66,36.46,49,27.07,30,16.57,36,19.89,45030
45,31,190,53,27.89,54,28.42,41,21.58,42,22.11,45031
45,32,182,54,29.67,48,26.37,52,28.57,28,15.38,45032
45,33,160,49,30.63,47,29.38,42,26.25,22,13.75,45033
45,34,242,65,26.86,67,27.69,58,23.97,52,21.49,45034
45,35,247,81,32.79,52,21.05,57,23.08,57,23.08,45035
45,36,239,60,25.1,58,24.27,77,32.22,44,18.41,45036
45,37,194,58,29.9,54,27.84,53,27.32,29,14.95,45037
45,38,202,52,25.74,59,29.21,66,32.67,25,12.38,45038
45,39,191,65,34.03,48,25.13,51,26.7,27,14.14,45039
45,40,165,45,27.27,31,18.79,58,35.15,31,18.79,45040
45,41,196,62,31.63,39,19.9,76,38.78,19,9.69,45041
45,42,218,69,31.65,45,20.64,68,31.19,36,16.51,45042
45,43,187,64,34.22,26,13.9,72,38.5,25,13.37,45043
45,44,218,67,30.73,48,22.02,68,31.19,35,16.06,45044
45,45,118,40,33.9,23,19.49,35,29.66,20,16.95,45045
45,46,128,46,35.94,18,14.06,42,32.81,22,17.19,45046
45,47,137,41,29.93,23,16.79,52,37.96,21,15.33,45047
45,48,135,43,31.85,19,14.07,48,35.56,25,18.52,45048
46,1,230,60,26.09,70,30.43,43,18.7,57,24.78,46001
46,2,259,53,20.46,87,33.59,45,17.37,74,28.57,46002
46,3,351,84,23.93,95,27.07,86,24.5,86,24.5,46003
46,4,286,61,21.33,93,32.52,49,17.13,83,29.02,46004
46,5,305,79,25.9,106,34.75,63,20.66,57,18.69,46005
46,6,244,67,27.46,83,34.02,52,21.31,42,17.21,46006
46,7,304,67,22.04,78,25.66,77,25.33,82,26.97,46007
46,8,190,49,25.79,62,32.63,35,18.42,44,23.16,46008
46,9,337,87,25.82,123,36.5,67,19.88,60,17.8,46009
46,10,431,109,25.29,149,34.57,82,19.03,91,21.11,46010
46,11,231,49,21.21,67,29.0,60,25.97,55,23.81,46011
46,12,350,70,20.0,139,39.71,69,19.71,72,20.57,46012
46,13,261,41,15.71,103,39.46,46,17.62,71,27.2,46013
46,14,205,58,28.29,61,29.76,39,19.02,47,22.93,46014
46,15,289,78,26.99,86,29.76,63,21.8,62,21.45,46015
46,16,373,91,24.4,140,37.53,58,15.55,84,22.52,46016
46,17,342,69,20.18,113,33.04,70,20.47,90,26.32,46017
46,18,313,90,28.75,89,28.43,72,23.0,62,19.81,46018
46,19,226,58,25.66,61,26.99,55,24.34,52,23.01,46019
46,20,211,45,21.33,61,28.91,55,26.07,50,23.7,46020
46,21,166,36,21.69,77,46.39,39,23.49,14,8.43,46021
46,22,209,55,26.32,55,26.32,40,19.14,59,28.23,46022
46,23,242,67,27.69,74,30.58,48,19.83,53,21.9,46023
46,24,333,74,22.22,110,33.03,69,20.72,80,24.02,46024
46,25,257,60,23.35,74,28.79,46,17.9,77,29.96,46025
46,26,351,72,20.51,139,39.6,73,20.8,67,19.09,46026
46,27,353,102,28.9,120,33.99,64,18.13,67,18.98,46027
46,28,195,43,22.05,52,26.67,40,20.51,60,30.77,46028
46,29,188,38,20.21,59,31.38,41,21.81,50,26.6,46029
46,30,314,94,29.94,85,27.07,74,23.57,61,19.43,46030
46,31,291,79,27.15,101,34.71,54,18.56,57,19.59,46031
46,32,246,53,21.54,74,30.08,61,24.8,58,23.58,46032
46,33,293,64,21.84,97,33.11,50,17.06,82,27.99,46033
46,34,312,70,22.44,116,37.18,78,25.0,48,15.38,46034
46,35,222,48,21.62,70,31.53,54,24.32,50,22.52,46035
46,36,271,61,22.51,70,25.83,67,24.72,73,26.94,46036
46,37,188,42,22.34,63,33.51,33,17.55,50,26.6,46037
46,38,282,75,26.6,85,30.14,75,26.6,47,16.67,46038
46,39,221,57,25.79,67,30.32,47,21.27,50,22.62,46039
46,40,259,48,18.53,98,37.84,51,19.69,62,23.94,46040
47,1,190,45,23.68,68,35.79,35,18.42,42,22.11,47001
47,2,296,62,20.95,94,31.76,80,27.03,60,20.27,47002
47,3,239,65,27.2,59,24.69,55,23.01,60,25.1,47003
47,4,332,81,24.4,76,22.89,72,21.69,103,31.02,47004
47,5,300,80,26.67,99,33.0,69,23.0,52,17.33,47005
47,6,305,71,23.28,91,29.84,64,20.98,79,25.9,47006
47,7,277,69,24.91,88,31.77,58,20.94,62,22.38,47007
47,8,289,76,26.3,71,24.57,80,27.68,62,21.45,47008
47,9,248,63,25.4,87,35.08,58,23.39,40,16.13,47009
47,10,408,81,19.85,162,39.71,78,19.12,87,21.32,47010
47,11,254,57,22.44,81,31.89,46,18.11,70,27.56,47011
47,12,302,61,20.2,91,30.13,73,24.17,77,25.5,47012
47,13,323,67,20.74,135,41.8,62,19.2,59,18.27,47013
47,14,264,64,24.24,77,29.17,56,21.21,67,25.38,47014
47,15,404,94,23.27,160,39.6,61,15.1,89,22.03,47015
47,16,318,74,23.27,92,28.93,65,20.44,87,27.36,47016
47,17,297,72,24.24,86,28.96,63,21.21,76,25.59,47017
47,18,272,43,15.81,90,33.09,64,23.53,75,27.57,47018
47,19,437,89,20.37,176,40.27,82,18.76,90,20.59,47019
47,20,290,61,21.03,102,35.17,54,18.62,73,25.17,47020
47,21,303,71,23.43,96,31.68,69,22.77,67,22.11,47021
47,22,343,67,19.53,123,35.86,67,19.53,86,25.07,47022
47,23,390,88,22.56,157,40.26,71,18.21,74,18.97,47023
47,24,313,69,22.04,93,29.71,85,27.16,66,21.09,47024
47,25,294,58,19.73,105,35.71,47,15.99,84,28.57,47025
47,26,380,78,20.53,149,39.21,64,16.84,89,23.42,47026
47,27,249,53,21.29,80,32.13,69,27.71,47,18.88,47027
47,28,286,61,21.33,91,31.82,57,19.93,77,26.92,47028
47,29,307,71,23.13,107,34.85,54,17.59,75,24.43,47029
47,30,372,103,27.69,128,34.41,61,16.4,80,21.51,47030
47,31,323,68,21.05,110,34.06,75,23.22,70,21.67,47031
47,32,374,84,22.46,154,41.18,69,18.45,67,17.91,47032
47,33,252,49,19.44,82,32.54,54,21.43,67,26.59,47033
47,34,353,68,19.26,129,36.54,73,20.68,83,23.51,47034
47,35,297,70,23.57,94,31.65,66,22.22,67,22.56,47035
47,36,363,73,20.11,136,37.47,69,19.01,85,23.42,47036
47,37,285,60,21.05,99,34.74,53,18.6,73,25.61,47037
47,38,286,62,21.68,102,35.66,45,15.73,77,26.92,47038
47,39,316,58,18.35,132,41.77,53,16.77,73,23.1,47039
47,40,342,63,18.42,119,34.8,58,16.96,102,29.82,47040
47,41,377,91,24.14,146,38.73,70,18.57,70,18.57,47041
47,42,301,71,23.59,104,34.55,62,20.6,64,21.26,47042
47,43,236,49,20.76,62,26.27,73,30.93,52,22.03,47043
47,44,220,49,22.27,75,34.09,57,25.91,39,17.73,47044
47,45,303,63,20.79,89,29.37,64,21.12,87,28.71,47045
47,46,269,61,22.68,71,26.39,75,27.88,62,23.05,47046
47,47,318,67,21.07,116,36.48,65,20.44,70,22.01,47047
47,48,34,11,32.35,6,17.65,7,20.59,10,29.41,47048
48,1,330,71,21.52,116,35.15,69,20.91,74,22.42,48001
48,2,148,21,14.19,48,32.43,31,20.95,48,32.43,48002
48,3,330,77,23.33,107,32.42,70,21.21,76,23.03,48003
48,4,279,54,19.35,94,33.69,47,16.85,84,30.11,48004
48,5,178,34,19.1,39,21.91,32,17.98,73,41.01,48005
48,6,361,98,27.15,107,29.64,67,18.56,89,24.65,48006
48,7,334,65,19.46,121,36.23,82,24.55,66,19.76,48007
48,8,147,33,22.45,31,21.09,27,18.37,56,38.1,48008
48,9,202,40,19.8,54,26.73,49,24.26,59,29.21,48009
48,10,472,108,22.88,164,34.75,82,17.37,118,25.0,48010
48,11,273,36,13.19,122,44.69,39,14.29,76,27.84,48011
48,12,395,73,18.48,136,34.43,77,19.49,109,27.59,48012
48,13,362,79,21.82,94,25.97,95,26.24,94,25.97,48013
48,14,131,40,30.53,35,26.72,23,17.56,33,25.19,48014
48,15,177,39,22.03,39,22.03,53,29.94,46,25.99,48015
48,16,297,70,23.57,95,31.99,55,18.52,77,25.93,48016
48,17,252,59,23.41,78,30.95,49,19.44,66,26.19,48017
48,18,181,48,26.52,54,29.83,40,22.1,39,21.55,48018
48,19,251,55,21.91,78,31.08,57,22.71,61,24.3,48019
48,20,358,86,24.02,132,36.87,64,17.88,76,21.23,48020
48,21,362,95,26.24,96,26.52,81,22.38,90,24.86,48021
48,22,262,77,29.39,58,22.14,59,22.52,68,25.95,48022
48,23,298,58,19.46,61,20.47,51,17.11,128,42.95,48023
48,24,295,67,22.71,92,31.19,62,21.02,74,25.08,48024
48,25,277,57,20.58,86,31.05,48,17.33,86,31.05,48025
48,26,110,25,22.73,34,30.91,27,24.55,24,21.82,48026
48,27,269,61,22.68,95,35.32,54,20.07,59,21.93,48027
48,28,270,76,28.15,71,26.3,63,23.33,60,22.22,48028
48,29,71,17,23.94,14,19.72,17,23.94,23,32.39,48029
48,30,291,68,23.37,105,36.08,43,14.78,75,25.77,48030
48,31,332,93,28.01,116,34.94,51,15.36,72,21.69,48031
48,32,302,63,20.86,97,32.12,76,25.17,66,21.85,48032
48,33,172,47,27.33,31,18.02,44,25.58,50,29.07,48033
48,34,250,57,22.8,83,33.2,48,19.2,62,24.8,48034
48,35,177,44,24.86,50,28.25,34,19.21,49,27.68,48035
48,36,172,32,18.6,50,29.07,45,26.16,45,26.16,48036
48,37,309,67,21.68,109,35.28,57,18.45,76,24.6,48037
48,38,354,73,20.62,103,29.1,63,17.8,115,32.49,48038
48,39,181,28,15.47,55,30.39,36,19.89,62,34.25,48039
48,40,281,61,21.71,91,32.38,48,17.08,81,28.83,48040
48,41,344,79,22.97,123,35.76,79,22.97,63,18.31,48041
48,42,365,77,21.1,134,36.71,71,19.45,83,22.74,48042
48,43,354,76,21.47,118,33.33,71,20.06,89,25.14,48043
48,44,389,80,20.57,149,38.3,68,17.48,92,23.65,48044
48,45,234,43,18.38,78,33.33,50,21.37,63,26.92,48045
48,46,197,51,25.89,48,24.37,37,18.78,61,30.96,48046
49,1,169,62,36.69,43,25.44,31,18.34,33,19.53,49001
49,2,192,48,25.0,70,36.46,30,15.63,44,22.92,49002
49,3,315,77,24.44,115,36.51,51,16.19,72,22.86,49003
49,4,401,100,24.94,141,35.16,71,17.71,89,22.19,49004
49,5,260,72,27.69,70,26.92,55,21.15,63,24.23,49005
49,6,262,71,27.1,73,27.86,42,16.03,76,29.01,49006
49,7,248,52,20.97,85,34.27,49,19.76,62,25.0,49007
49,8,197,51,25.89,49,24.87,37,18.78,60,30.46,49008
49,9,294,76,25.85,109,37.07,41,13.95,68,23.13,49009
49,10,314,77,24.52,96,30.57,50,15.92,91,28.98,49010
49,11,338,84,24.85,91,26.92,56,16.57,107,31.66,49011
49,12,380,95,25.0,139,36.58,68,17.89,78,20.53,49012
49,13,331,76,22.96,95,28.7,70,21.15,90,27.19,49013
49,14,193,55,28.5,52,26.94,34,17.62,52,26.94,49014
49,15,170,45,26.47,55,32.35,36,21.18,34,20.0,49015
49,16,266,76,28.57,82,30.83,38,14.29,70,26.32,49016
49,17,194,55,28.35,59,30.41,45,23.2,35,18.04,49017
49,18,409,105,25.67,142,34.72,70,17.11,92,22.49,49018
49,19,254,65,25.59,73,28.74,49,19.29,67,26.38,49019
49,20,457,90,19.69,158,34.57,67,14.66,142,31.07,49020
49,21,153,47,30.72,34,22.22,40,26.14,32,20.92,49021
49,22,267,78,29.21,78,29.21,52,19.48,59,22.1,49022
49,23,400,91,22.75,151,37.75,66,16.5,92,23.0,49023
49,24,162,47,29.01,43,26.54,37,22.84,35,21.6,49024
49,25,289,68,23.53,120,41.52,43,14.88,58,20.07,49025
49,26,361,83,22.99,128,35.46,59,16.34,91,25.21,49026
49,27,303,81,26.73,105,34.65,55,18.15,62,20.46,49027
49,28,408,112,27.45,146,35.78,59,14.46,91,22.3,49028
49,29,360,80,22.22,124,34.44,58,16.11,98,27.22,49029
49,30,270,65,24.07,84,31.11,50,18.52,71,26.3,49030
49,31,213,59,27.7,50,23.47,46,21.6,58,27.23,49031
49,32,274,94,34.31,68,24.82,49,17.88,63,22.99,49032
49,33,204,43,21.08,71,34.8,45,22.06,45,22.06,49033
50,1,187,46,24.6,55,29.41,42,22.46,44,23.53,50001
50,2,131,48,36.64,22,16.79,29,22.14,32,24.43,50002
50,3,176,46,26.14,44,25.0,45,25.57,41,23.3,50003
50,4,206,51,24.76,57,27.67,50,24.27,48,23.3,50004
50,5,111,19,17.12,16,14.41,44,39.64,32,28.83,50005
50,6,195,57,29.23,46,23.59,57,29.23,35,17.95,50006
50,7,301,79,26.25,94,31.23,66,21.93,62,20.6,50007
50,8,171,46,26.9,55,32.16,45,26.32,25,14.62,50008
50,9,167,49,29.34,43,25.75,44,26.35,31,18.56,50009
50,10,158,45,28.48,44,27.85,41,25.95,28,17.72,50010
50,11,108,25,23.15,21,19.44,33,30.56,29,26.85,50011
50,12,80,20,25.0,26,32.5,22,27.5,12,15.0,50012
50,13,183,53,28.96,55,30.05,47,25.68,28,15.3,50013
50,14,70,22,31.43,20,28.57,17,24.29,11,15.71,50014
50,15,297,80,26.94,108,36.36,55,18.52,54,18.18,50015
50,16,49,17,34.69,10,20.41,8,16.33,14,28.57,50016
50,17,142,38,26.76,40,28.17,40,28.17,24,16.9,50017
50,18,18,3,16.67,0,0.0,6,33.33,9,50.0,50018
50,19,123,33,26.83,32,26.02,39,31.71,19,15.45,50019
50,20,209,39,18.66,70,33.49,64,30.62,36,17.22,50020
50,21,185,58,31.35,63,34.05,39,21.08,25,13.51,50021
50,22,131,29,22.14,39,29.77,38,29.01,25,19.08,50022
50,23,103,30,29.13,29,28.16,28,27.18,16,15.53,50023
50,24,111,31,27.93,26,23.42,32,28.83,22,19.82,50024
50,25,146,44,30.14,30,20.55,40,27.4,32,21.92,50025
50,26,140,49,35.0,41,29.29,34,24.29,16,11.43,50026
50,27,48,24,50.0,6,12.5,9,18.75,9,18.75,50027
50,28,190,66,34.74,49,25.79,46,24.21,29,15.26,50028
50,29,132,47,35.61,38,28.79,25,18.94,22,16.67,50029
50,30,129,36,27.91,30,23.26,36,27.91,27,20.93,50030
50,31,215,56,26.05,58,26.98,59,27.44,42,19.53,50031
50,32,180,55,30.56,64,35.56,37,20.56,24,13.33,50032
50,33,141,43,30.5,25,17.73,39,27.66,34,24.11,50033
50,34,292,92,31.51,75,25.68,76,26.03,49,16.78,50034
50,35,284,77,27.11,83,29.23,70,24.65,54,19.01,50035
50,36,225,66,29.33,71,31.56,47,20.89,41,18.22,50036
50,37,225,66,29.33,68,30.22,48,21.33,43,19.11,50037
50,38,85,23,27.06,25,29.41,23,27.06,14,16.47,50038
50,39,89,24,26.97,21,23.6,29,32.58,15,16.85,50039
50,40,141,38,26.95,29,20.57,44,31.21,30,21.28,50040
