ward,precinct,total,Michael A. Forti,Michael A. Forti Percent,precinct_id
42,9,257,257,100.0,42009
42,10,296,296,100.0,42010
42,11,77,77,100.0,42011
42,12,104,104,100.0,42012
42,13,227,227,100.0,42013
42,14,211,211,100.0,42014
42,15,211,211,100.0,42015
42,17,178,178,100.0,42017
42,18,0,0,0.0,42018
42,19,225,225,100.0,42019
42,20,171,171,100.0,42020
42,22,66,66,100.0,42022
42,23,187,187,100.0,42023
42,24,126,126,100.0,42024
42,25,200,200,100.0,42025
42,26,224,224,100.0,42026
42,27,169,169,100.0,42027
42,28,191,191,100.0,42028
42,29,173,173,100.0,42029
42,30,142,142,100.0,42030
42,31,208,208,100.0,42031
42,32,177,177,100.0,42032
42,33,241,241,100.0,42033
42,34,162,162,100.0,42034
42,35,238,238,100.0,42035
42,36,25,25,100.0,42036
42,37,134,134,100.0,42037
42,38,179,179,100.0,42038
42,39,237,237,100.0,42039
42,40,217,217,100.0,42040
42,42,371,371,100.0,42042
43,1,106,106,100.0,43001
43,2,221,221,100.0,43002
43,3,227,227,100.0,43003
43,4,210,210,100.0,43004
43,5,199,199,100.0,43005
43,6,162,162,100.0,43006
43,7,141,141,100.0,43007
43,8,153,153,100.0,43008
43,9,224,224,100.0,43009
43,10,261,261,100.0,43010
43,11,158,158,100.0,43011
43,12,119,119,100.0,43012
43,13,180,180,100.0,43013
43,14,238,238,100.0,43014
43,15,226,226,100.0,43015
43,16,241,241,100.0,43016
43,17,164,164,100.0,43017
43,18,233,233,100.0,43018
43,19,217,217,100.0,43019
43,20,242,242,100.0,43020
43,21,228,228,100.0,43021
43,22,166,166,100.0,43022
43,23,147,147,100.0,43023
43,24,134,134,100.0,43024
43,25,188,188,100.0,43025
43,26,166,166,100.0,43026
43,27,219,219,100.0,43027
43,28,189,189,100.0,43028
43,29,258,258,100.0,43029
43,30,261,261,100.0,43030
43,31,216,216,100.0,43031
43,32,237,237,100.0,43032
43,33,219,219,100.0,43033
43,34,135,135,100.0,43034
43,35,199,199,100.0,43035
43,36,122,122,100.0,43036
43,37,203,203,100.0,43037
43,38,145,145,100.0,43038
43,39,160,160,100.0,43039
43,40,176,176,100.0,43040
43,41,294,294,100.0,43041
43,42,196,196,100.0,43042
43,43,220,220,100.0,43043
43,44,201,201,100.0,43044
43,45,150,150,100.0,43045
43,46,112,112,100.0,43046
44,1,292,292,100.0,44001
44,2,220,220,100.0,44002
44,3,179,179,100.0,44003
44,4,153,153,100.0,44004
44,5,193,193,100.0,44005
44,6,324,324,100.0,44006
44,7,182,182,100.0,44007
44,8,232,232,100.0,44008
44,9,208,208,100.0,44009
44,10,217,217,100.0,44010
44,11,259,259,100.0,44011
44,12,273,273,100.0,44012
44,13,200,200,100.0,44013
44,14,149,149,100.0,44014
44,15,233,233,100.0,44015
44,16,267,267,100.0,44016
44,17,305,305,100.0,44017
44,18,235,235,100.0,44018
44,19,306,306,100.0,44019
44,20,231,231,100.0,44020
44,21,271,271,100.0,44021
44,22,257,257,100.0,44022
44,23,250,250,100.0,44023
44,24,164,164,100.0,44024
44,25,248,248,100.0,44025
44,26,317,317,100.0,44026
44,27,288,288,100.0,44027
44,28,234,234,100.0,44028
44,29,257,257,100.0,44029
44,30,274,274,100.0,44030
44,31,188,188,100.0,44031
44,32,272,272,100.0,44032
44,33,221,221,100.0,44033
44,34,270,270,100.0,44034
44,35,203,203,100.0,44035
44,36,220,220,100.0,44036
44,37,309,309,100.0,44037
44,38,211,211,100.0,44038
44,39,235,235,100.0,44039
44,40,231,231,100.0,44040
44,41,325,325,100.0,44041
46,1,206,206,100.0,46001
46,2,245,245,100.0,46002
46,3,316,316,100.0,46003
46,4,247,247,100.0,46004
46,5,287,287,100.0,46005
46,6,221,221,100.0,46006
46,7,272,272,100.0,46007
46,8,162,162,100.0,46008
46,9,311,311,100.0,46009
46,10,415,415,100.0,46010
46,11,217,217,100.0,46011
46,12,316,316,100.0,46012
46,13,238,238,100.0,46013
46,14,186,186,100.0,46014
46,15,270,270,100.0,46015
46,16,335,335,100.0,46016
46,17,315,315,100.0,46017
46,18,291,291,100.0,46018
46,19,212,212,100.0,46019
46,20,198,198,100.0,46020
46,21,148,148,100.0,46021
46,22,190,190,100.0,46022
46,23,222,222,100.0,46023
46,24,322,322,100.0,46024
46,25,228,228,100.0,46025
46,26,329,329,100.0,46026
46,27,330,330,100.0,46027
46,28,178,178,100.0,46028
46,29,177,177,100.0,46029
46,30,289,289,100.0,46030
46,31,278,278,100.0,46031
46,32,227,227,100.0,46032
46,33,260,260,100.0,46033
46,34,284,284,100.0,46034
46,35,212,212,100.0,46035
46,36,255,255,100.0,46036
46,37,181,181,100.0,46037
46,38,257,257,100.0,46038
46,39,210,210,100.0,46039
46,40,246,246,100.0,46040
47,9,81,81,100.0,47009
47,11,235,235,100.0,47011
47,15,378,378,100.0,47015
47,18,255,255,100.0,47018
47,19,399,399,100.0,47019
47,23,379,379,100.0,47023
47,24,288,288,100.0,47024
47,33,94,94,100.0,47033
47,41,346,346,100.0,47041
47,44,200,200,100.0,47044
48,1,311,311,100.0,48001
48,2,121,121,100.0,48002
48,3,309,309,100.0,48003
48,4,259,259,100.0,48004
48,5,155,155,100.0,48005
48,6,334,334,100.0,48006
48,7,302,302,100.0,48007
48,8,132,132,100.0,48008
48,9,184,184,100.0,48009
48,10,414,414,100.0,48010
48,11,241,241,100.0,48011
48,12,359,359,100.0,48012
48,14,117,117,100.0,48014
48,16,278,278,100.0,48016
48,17,224,224,100.0,48017
48,18,165,165,100.0,48018
48,19,242,242,100.0,48019
48,20,338,338,100.0,48020
48,21,326,326,100.0,48021
48,23,264,264,100.0,48023
48,24,272,272,100.0,48024
48,25,245,245,100.0,48025
48,26,115,115,100.0,48026
48,27,112,112,100.0,48027
48,28,250,250,100.0,48028
48,29,66,66,100.0,48029
48,30,262,262,100.0,48030
48,31,196,196,100.0,48031
48,32,114,114,100.0,48032
48,34,226,226,100.0,48034
48,35,164,164,100.0,48035
48,36,156,156,100.0,48036
48,37,284,284,100.0,48037
48,38,323,323,100.0,48038
48,39,170,170,100.0,48039
48,40,267,267,100.0,48040
48,41,325,325,100.0,48041
48,42,355,355,100.0,48042
48,43,324,324,100.0,48043
48,44,347,347,100.0,48044
48,45,223,223,100.0,48045
49,2,164,164,100.0,49002
49,17,174,174,100.0,49017
