ward,precinct,total,Lorraine Mary Murphy,Lorraine Mary Murphy Percent,James Patrick Crawley,James Patrick Crawley Percent,Araceli Reyes De La Cruz,Araceli Reyes De La Cruz Percent,precinct_id
50,10,162,77,47.53,35,21.6,50,30.86,50010
50,11,109,40,36.7,37,33.94,32,29.36,50011
50,12,78,33,42.31,17,21.79,28,35.9,50012
50,13,182,71,39.01,45,24.73,66,36.26,50013
50,14,66,27,40.91,17,25.76,22,33.33,50014
50,15,295,144,48.81,60,20.34,91,30.85,50015
50,16,49,25,51.02,12,24.49,12,24.49,50016
50,17,144,55,38.19,27,18.75,62,43.06,50017
50,18,19,7,36.84,8,42.11,4,21.05,50018
50,19,118,51,43.22,34,28.81,33,27.97,50019
50,20,209,83,39.71,50,23.92,76,36.36,50020
50,21,184,89,48.37,47,25.54,48,26.09,50021
50,22,132,56,42.42,37,28.03,39,29.55,50022
50,23,103,41,39.81,20,19.42,42,40.78,50023
50,24,106,41,38.68,38,35.85,27,25.47,50024
50,25,145,63,43.45,33,22.76,49,33.79,50025
50,26,141,55,39.01,32,22.7,54,38.3,50026
50,27,52,26,50.0,11,21.15,15,28.85,50027
50,28,191,70,36.65,43,22.51,78,40.84,50028
50,29,129,41,31.78,34,26.36,54,41.86,50029
50,30,124,55,44.35,24,19.35,45,36.29,50030
50,31,212,75,35.38,41,19.34,96,45.28,50031
50,32,180,74,41.11,42,23.33,64,35.56,50032
50,33,131,65,49.62,37,28.24,29,22.14,50033
50,34,283,139,49.12,51,18.02,93,32.86,50034
50,35,280,118,42.14,56,20.0,106,37.86,50035
50,36,227,105,46.26,47,20.7,75,33.04,50036
50,37,224,98,43.75,37,16.52,89,39.73,50037
50,38,82,37,45.12,18,21.95,27,32.93,50038
50,39,86,22,25.58,37,43.02,27,31.4,50039
50,40,142,57,40.14,43,30.28,42,29.58,50040
