ward,precinct,total,Arthur D. Sutton,Arthur D. Sutton Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,Jennifer Patricia Callahan,Jennifer Patricia Callahan Percent,Chris Stacey,Chris Stacey Percent,Joy E. Tolbert Nelson,Joy E. Tolbert Nelson Percent,Joseph Chico,Joseph Chico Percent,precinct_id
38,19,208,24,11.54,30,14.42,61,29.33,46,22.12,10,4.81,37,17.79,38019
38,20,152,10,6.58,21,13.82,60,39.47,30,19.74,10,6.58,21,13.82,38020
38,21,173,13,7.51,33,19.08,41,23.7,42,24.28,12,6.94,32,18.5,38021
38,22,197,10,5.08,27,13.71,58,29.44,56,28.43,14,7.11,32,16.24,38022
38,23,214,13,6.07,32,14.95,61,28.5,60,28.04,13,6.07,35,16.36,38023
38,24,187,13,6.95,41,21.93,51,27.27,37,19.79,17,9.09,28,14.97,38024
38,25,159,15,9.43,25,15.72,47,29.56,27,16.98,11,6.92,34,21.38,38025
38,26,156,9,5.77,24,15.38,50,32.05,35,22.44,9,5.77,29,18.59,38026
38,27,162,18,11.11,31,19.14,43,26.54,25,15.43,6,3.7,39,24.07,38027
38,28,190,11,5.79,30,15.79,72,37.89,33,17.37,16,8.42,28,14.74,38028
38,29,185,10,5.41,24,12.97,63,34.05,45,24.32,9,4.86,34,18.38,38029
38,30,152,12,7.89,20,13.16,49,32.24,26,17.11,13,8.55,32,21.05,38030
38,31,235,15,6.38,42,17.87,64,27.23,74,31.49,19,8.09,21,8.94,38031
38,32,183,9,4.92,23,12.57,57,31.15,57,31.15,7,3.83,30,16.39,38032
38,33,157,11,7.01,31,19.75,38,24.2,38,24.2,8,5.1,31,19.75,38033
38,34,184,10,5.43,29,15.76,49,26.63,43,23.37,18,9.78,35,19.02,38034
38,35,201,9,4.48,41,20.4,54,26.87,35,17.41,11,5.47,51,25.37,38035
38,36,164,14,8.54,21,12.8,42,25.61,47,28.66,14,8.54,26,15.85,38036
38,37,180,14,7.78,27,15.0,54,30.0,22,12.22,9,5.0,54,30.0,38037
38,38,159,18,11.32,25,15.72,56,35.22,21,13.21,10,6.29,29,18.24,38038
38,39,249,19,7.63,38,15.26,82,32.93,55,22.09,13,5.22,42,16.87,38039
38,40,205,23,11.22,21,10.24,64,31.22,52,25.37,15,7.32,30,14.63,38040
38,41,221,19,8.6,20,9.05,70,31.67,59,26.7,22,9.95,31,14.03,38041
39,1,212,8,3.77,31,14.62,74,34.91,66,31.13,7,3.3,26,12.26,39001
39,2,151,11,7.28,23,15.23,37,24.5,47,31.13,13,8.61,20,13.25,39002
39,3,276,21,7.61,28,10.14,78,28.26,100,36.23,19,6.88,30,10.87,39003
39,4,203,9,4.43,26,12.81,71,34.98,60,29.56,11,5.42,26,12.81,39004
39,5,218,18,8.26,26,11.93,50,22.94,80,36.7,17,7.8,27,12.39,39005
39,6,210,11,5.24,29,13.81,56,26.67,62,29.52,12,5.71,40,19.05,39006
39,7,178,14,7.87,12,6.74,55,30.9,65,36.52,12,6.74,20,11.24,39007
39,8,193,20,10.36,25,12.95,50,25.91,47,24.35,17,8.81,34,17.62,39008
39,9,161,14,8.7,20,12.42,46,28.57,42,26.09,13,8.07,26,16.15,39009
39,10,125,10,8.0,7,5.6,32,25.6,34,27.2,18,14.4,24,19.2,39010
39,11,182,14,7.69,24,13.19,59,32.42,51,28.02,8,4.4,26,14.29,39011
39,12,268,10,3.73,34,12.69,85,31.72,74,27.61,25,9.33,40,14.93,39012
39,13,153,11,7.19,24,15.69,38,24.84,48,31.37,15,9.8,17,11.11,39013
39,14,202,13,6.44,43,21.29,41,20.3,42,20.79,17,8.42,46,22.77,39014
39,15,204,21,10.29,30,14.71,75,36.76,47,23.04,12,5.88,19,9.31,39015
39,16,134,13,9.7,15,11.19,48,35.82,30,22.39,13,9.7,15,11.19,39016
39,17,230,15,6.52,29,12.61,74,32.17,74,32.17,14,6.09,24,10.43,39017
39,18,211,13,6.16,27,12.8,45,21.33,79,37.44,14,6.64,33,15.64,39018
39,19,220,11,5.0,29,13.18,70,31.82,57,25.91,22,10.0,31,14.09,39019
39,20,242,27,11.16,34,14.05,76,31.4,54,22.31,22,9.09,29,11.98,39020
39,21,171,11,6.43,31,18.13,62,36.26,31,18.13,6,3.51,30,17.54,39021
39,22,142,11,7.75,11,7.75,41,28.87,37,26.06,15,10.56,27,19.01,39022
39,23,231,8,3.46,35,15.15,79,34.2,77,33.33,15,6.49,17,7.36,39023
39,24,221,10,4.52,41,18.55,86,38.91,56,25.34,11,4.98,17,7.69,39024
39,25,151,13,8.61,23,15.23,44,29.14,40,26.49,10,6.62,21,13.91,39025
39,26,162,8,4.94,23,14.2,55,33.95,52,32.1,7,4.32,17,10.49,39026
39,27,45,1,2.22,5,11.11,20,44.44,11,24.44,7,15.56,1,2.22,39027
39,28,318,17,5.35,38,11.95,81,25.47,111,34.91,22,6.92,49,15.41,39028
39,29,127,14,11.02,18,14.17,30,23.62,34,26.77,13,10.24,18,14.17,39029
39,30,240,16,6.67,24,10.0,56,23.33,81,33.75,24,10.0,39,16.25,39030
39,31,205,16,7.8,21,10.24,59,28.78,53,25.85,19,9.27,37,18.05,39031
39,32,155,12,7.74,26,16.77,30,19.35,39,25.16,11,7.1,37,23.87,39032
39,33,195,15,7.69,22,11.28,52,26.67,67,34.36,15,7.69,24,12.31,39033
39,34,231,10,4.33,27,11.69,78,33.77,59,25.54,26,11.26,31,13.42,39034
39,35,211,11,5.21,19,9.0,49,23.22,92,43.6,17,8.06,23,10.9,39035
39,36,57,3,5.26,5,8.77,22,38.6,21,36.84,3,5.26,3,5.26,39036
39,37,197,15,7.61,27,13.71,59,29.95,69,35.03,11,5.58,16,8.12,39037
39,38,142,6,4.23,17,11.97,31,21.83,68,47.89,8,5.63,12,8.45,39038
39,39,167,11,6.59,26,15.57,49,29.34,47,28.14,11,6.59,23,13.77,39039
39,40,201,20,9.95,22,10.95,45,22.39,69,34.33,22,10.95,23,11.44,39040
39,41,245,19,7.76,22,8.98,66,26.94,97,39.59,20,8.16,21,8.57,39041
39,42,252,14,5.56,24,9.52,105,41.67,72,28.57,13,5.16,24,9.52,39042
39,43,189,16,8.47,32,16.93,49,25.93,59,31.22,13,6.88,20,10.58,39043
39,44,162,11,6.79,16,9.88,52,32.1,61,37.65,11,6.79,11,6.79,39044
39,45,206,11,5.34,21,10.19,74,35.92,54,26.21,20,9.71,26,12.62,39045
40,1,199,26,13.07,33,16.58,58,29.15,43,21.61,8,4.02,31,15.58,40001
40,2,201,18,8.96,27,13.43,59,29.35,56,27.86,18,8.96,23,11.44,40002
40,3,330,16,4.85,37,11.21,97,29.39,118,35.76,31,9.39,31,9.39,40003
40,4,108,10,9.26,19,17.59,21,19.44,28,25.93,9,8.33,21,19.44,40004
40,5,274,21,7.66,19,6.93,70,25.55,115,41.97,23,8.39,26,9.49,40005
40,6,359,15,4.18,42,11.7,100,27.86,139,38.72,36,10.03,27,7.52,40006
40,7,274,7,2.55,24,8.76,85,31.02,119,43.43,18,6.57,21,7.66,40007
40,8,372,24,6.45,35,9.41,101,27.15,143,38.44,34,9.14,35,9.41,40008
40,9,176,19,10.8,32,18.18,38,21.59,45,25.57,12,6.82,30,17.05,40009
40,10,217,12,5.53,44,20.28,54,24.88,48,22.12,20,9.22,39,17.97,40010
40,11,298,11,3.69,38,12.75,77,25.84,113,37.92,37,12.42,22,7.38,40011
40,12,223,13,5.83,18,8.07,62,27.8,87,39.01,27,12.11,16,7.17,40012
40,13,469,27,5.76,52,11.09,121,25.8,177,37.74,54,11.51,38,8.1,40013
40,14,176,12,6.82,23,13.07,63,35.8,40,22.73,13,7.39,25,14.2,40014
40,15,209,22,10.53,20,9.57,61,29.19,62,29.67,15,7.18,29,13.88,40015
40,16,392,19,4.85,38,9.69,120,30.61,152,38.78,33,8.42,30,7.65,40016
40,17,223,6,2.69,23,10.31,74,33.18,76,34.08,15,6.73,29,13.0,40017
40,18,193,22,11.4,28,14.51,47,24.35,49,25.39,18,9.33,29,15.03,40018
40,19,276,23,8.33,41,14.86,78,28.26,63,22.83,22,7.97,49,17.75,40019
40,20,195,18,9.23,25,12.82,65,33.33,49,25.13,16,8.21,22,11.28,40020
40,21,327,19,5.81,41,12.54,80,24.46,112,34.25,37,11.31,38,11.62,40021
40,22,297,12,4.04,35,11.78,78,26.26,123,41.41,22,7.41,27,9.09,40022
40,23,378,23,6.08,39,10.32,114,30.16,132,34.92,41,10.85,29,7.67,40023
40,24,180,20,11.11,25,13.89,51,28.33,39,21.67,13,7.22,32,17.78,40024
40,25,352,24,6.82,28,7.95,85,24.15,129,36.65,43,12.22,43,12.22,40025
40,26,329,19,5.78,43,13.07,93,28.27,112,34.04,32,9.73,30,9.12,40026
40,27,351,31,8.83,40,11.4,109,31.05,101,28.77,36,10.26,34,9.69,40027
40,28,309,20,6.47,25,8.09,73,23.62,93,30.1,48,15.53,50,16.18,40028
40,29,251,17,6.77,20,7.97,82,32.67,93,37.05,21,8.37,18,7.17,40029
40,30,216,6,2.78,18,8.33,64,29.63,90,41.67,13,6.02,25,11.57,40030
40,31,321,11,3.43,34,10.59,101,31.46,113,35.2,31,9.66,31,9.66,40031
40,32,321,16,4.98,33,10.28,93,28.97,110,34.27,29,9.03,40,12.46,40032
40,33,296,12,4.05,26,8.78,81,27.36,122,41.22,29,9.8,26,8.78,40033
40,34,212,16,7.55,29,13.68,45,21.23,77,36.32,15,7.08,30,14.15,40034
40,35,108,7,6.48,14,12.96,27,25.0,33,30.56,10,9.26,17,15.74,40035
40,36,248,15,6.05,24,9.68,58,23.39,88,35.48,27,10.89,36,14.52,40036
40,37,256,14,5.47,33,12.89,59,23.05,81,31.64,22,8.59,47,18.36,40037
40,38,378,15,3.97,34,8.99,127,33.6,144,38.1,29,7.67,29,7.67,40038
40,39,64,8,12.5,10,15.63,11,17.19,13,20.31,3,4.69,19,29.69,40039
41,1,190,11,5.79,24,12.63,78,41.05,34,17.89,14,7.37,29,15.26,41001
41,2,175,17,9.71,32,18.29,70,40.0,35,20.0,4,2.29,17,9.71,41002
41,3,188,12,6.38,23,12.23,70,37.23,41,21.81,9,4.79,33,17.55,41003
41,4,222,5,2.25,34,15.32,97,43.69,59,26.58,11,4.95,16,7.21,41004
41,5,221,15,6.79,29,13.12,83,37.56,54,24.43,17,7.69,23,10.41,41005
41,6,338,7,2.07,26,7.69,224,66.27,55,16.27,5,1.48,21,6.21,41006
41,7,194,18,9.28,35,18.04,66,34.02,49,25.26,11,5.67,15,7.73,41007
41,8,207,21,10.14,34,16.43,60,28.99,44,21.26,14,6.76,34,16.43,41008
41,9,173,14,8.09,16,9.25,62,35.84,40,23.12,10,5.78,31,17.92,41009
41,10,248,16,6.45,28,11.29,112,45.16,61,24.6,10,4.03,21,8.47,41010
41,11,223,17,7.62,40,17.94,82,36.77,47,21.08,18,8.07,19,8.52,41011
41,12,172,19,11.05,24,13.95,53,30.81,43,25.0,8,4.65,25,14.53,41012
41,13,198,19,9.6,29,14.65,78,39.39,35,17.68,8,4.04,29,14.65,41013
41,14,296,5,1.69,28,9.46,166,56.08,62,20.95,15,5.07,20,6.76,41014
41,15,239,14,5.86,38,15.9,86,35.98,62,25.94,13,5.44,26,10.88,41015
41,16,181,18,9.94,31,17.13,59,32.6,40,22.1,12,6.63,21,11.6,41016
41,17,184,14,7.61,33,17.93,53,28.8,54,29.35,9,4.89,21,11.41,41017
41,18,173,9,5.2,34,19.65,65,37.57,33,19.08,7,4.05,25,14.45,41018
41,19,238,14,5.88,31,13.03,82,34.45,70,29.41,18,7.56,23,9.66,41019
41,20,135,16,11.85,17,12.59,50,37.04,30,22.22,9,6.67,13,9.63,41020
41,21,210,11,5.24,23,10.95,65,30.95,62,29.52,14,6.67,35,16.67,41021
41,22,243,26,10.7,36,14.81,78,32.1,62,25.51,17,7.0,24,9.88,41022
41,23,172,19,11.05,26,15.12,59,34.3,31,18.02,9,5.23,28,16.28,41023
41,24,163,15,9.2,21,12.88,58,35.58,42,25.77,6,3.68,21,12.88,41024
41,25,107,12,11.21,11,10.28,31,28.97,20,18.69,7,6.54,26,24.3,41025
41,26,204,11,5.39,27,13.24,72,35.29,62,30.39,7,3.43,25,12.25,41026
41,27,112,13,11.61,20,17.86,34,30.36,21,18.75,6,5.36,18,16.07,41027
41,28,140,17,12.14,21,15.0,39,27.86,24,17.14,6,4.29,33,23.57,41028
41,29,99,9,9.09,15,15.15,23,23.23,26,26.26,9,9.09,17,17.17,41029
41,30,171,11,6.43,28,16.37,73,42.69,30,17.54,10,5.85,19,11.11,41030
41,31,204,11,5.39,38,18.63,65,31.86,52,25.49,18,8.82,20,9.8,41031
41,32,182,15,8.24,24,13.19,59,32.42,49,26.92,13,7.14,22,12.09,41032
41,33,173,14,8.09,26,15.03,60,34.68,40,23.12,11,6.36,22,12.72,41033
41,34,175,17,9.71,34,19.43,49,28.0,50,28.57,8,4.57,17,9.71,41034
41,35,233,8,3.43,39,16.74,80,34.33,67,28.76,11,4.72,28,12.02,41035
41,36,187,15,8.02,25,13.37,53,28.34,63,33.69,11,5.88,20,10.7,41036
41,37,231,16,6.93,28,12.12,96,41.56,48,20.78,16,6.93,27,11.69,41037
41,38,180,12,6.67,29,16.11,64,35.56,46,25.56,8,4.44,21,11.67,41038
41,39,260,16,6.15,36,13.85,123,47.31,46,17.69,19,7.31,20,7.69,41039
41,40,194,6,3.09,34,17.53,91,46.91,33,17.01,11,5.67,19,9.79,41040
41,41,165,13,7.88,34,20.61,50,30.3,35,21.21,8,4.85,25,15.15,41041
41,42,185,16,8.65,24,12.97,75,40.54,46,24.86,9,4.86,15,8.11,41042
41,43,181,9,4.97,32,17.68,58,32.04,40,22.1,12,6.63,30,16.57,41043
41,44,199,6,3.02,30,15.08,84,42.21,47,23.62,10,5.03,22,11.06,41044
41,45,202,13,6.44,25,12.38,65,32.18,46,22.77,11,5.45,42,20.79,41045
41,46,240,21,8.75,35,14.58,83,34.58,57,23.75,23,9.58,21,8.75,41046
41,47,258,12,4.65,26,10.08,147,56.98,44,17.05,14,5.43,15,5.81,41047
42,1,196,18,9.18,23,11.73,43,21.94,89,45.41,10,5.1,13,6.63,42001
42,2,192,14,7.29,32,16.67,48,25.0,65,33.85,17,8.85,16,8.33,42002
42,3,216,16,7.41,20,9.26,51,23.61,91,42.13,23,10.65,15,6.94,42003
42,4,402,27,6.72,54,13.43,94,23.38,158,39.3,43,10.7,26,6.47,42004
42,5,175,12,6.86,26,14.86,37,21.14,79,45.14,13,7.43,8,4.57,42005
42,6,246,20,8.13,35,14.23,57,23.17,91,36.99,21,8.54,22,8.94,42006
42,7,242,10,4.13,25,10.33,56,23.14,115,47.52,19,7.85,17,7.02,42007
42,8,210,15,7.14,30,14.29,39,18.57,100,47.62,16,7.62,10,4.76,42008
42,9,274,29,10.58,37,13.5,63,22.99,85,31.02,32,11.68,28,10.22,42009
42,10,316,19,6.01,34,10.76,88,27.85,115,36.39,28,8.86,32,10.13,42010
42,11,85,7,8.24,13,15.29,19,22.35,35,41.18,6,7.06,5,5.88,42011
42,12,199,9,4.52,20,10.05,41,20.6,100,50.25,12,6.03,17,8.54,42012
42,13,260,19,7.31,30,11.54,60,23.08,112,43.08,13,5.0,26,10.0,42013
42,14,204,15,7.35,19,9.31,57,27.94,77,37.75,15,7.35,21,10.29,42014
42,15,221,20,9.05,32,14.48,53,23.98,85,38.46,15,6.79,16,7.24,42015
42,16,211,16,7.58,24,11.37,66,31.28,73,34.6,11,5.21,21,9.95,42016
42,17,188,11,5.85,28,14.89,47,25.0,81,43.09,10,5.32,11,5.85,42017
42,18,175,13,7.43,16,9.14,51,29.14,58,33.14,22,12.57,15,8.57,42018
42,19,255,16,6.27,18,7.06,44,17.25,136,53.33,19,7.45,22,8.63,42019
42,20,175,11,6.29,18,10.29,49,28.0,73,41.71,14,8.0,10,5.71,42020
42,21,165,10,6.06,20,12.12,40,24.24,74,44.85,13,7.88,8,4.85,42021
42,22,76,7,9.21,8,10.53,13,17.11,39,51.32,5,6.58,4,5.26,42022
42,23,199,16,8.04,21,10.55,52,26.13,85,42.71,15,7.54,10,5.03,42023
42,24,154,18,11.69,13,8.44,31,20.13,68,44.16,15,9.74,9,5.84,42024
42,25,223,23,10.31,29,13.0,61,27.35,80,35.87,11,4.93,19,8.52,42025
42,26,240,19,7.92,28,11.67,71,29.58,79,32.92,32,13.33,11,4.58,42026
42,27,190,22,11.58,24,12.63,34,17.89,74,38.95,18,9.47,18,9.47,42027
42,28,206,21,10.19,19,9.22,42,20.39,89,43.2,26,12.62,9,4.37,42028
42,29,176,17,9.66,18,10.23,46,26.14,68,38.64,16,9.09,11,6.25,42029
42,30,169,3,1.78,27,15.98,33,19.53,79,46.75,12,7.1,15,8.88,42030
42,31,224,21,9.38,22,9.82,44,19.64,101,45.09,20,8.93,16,7.14,42031
42,32,184,16,8.7,32,17.39,43,23.37,58,31.52,19,10.33,16,8.7,42032
42,33,269,19,7.06,37,13.75,72,26.77,93,34.57,27,10.04,21,7.81,42033
42,34,170,13,7.65,19,11.18,43,25.29,67,39.41,15,8.82,13,7.65,42034
42,35,259,17,6.56,44,16.99,55,21.24,90,34.75,25,9.65,28,10.81,42035
42,36,231,14,6.06,29,12.55,65,28.14,84,36.36,27,11.69,12,5.19,42036
42,37,147,14,9.52,13,8.84,43,29.25,56,38.1,12,8.16,9,6.12,42037
42,38,177,15,8.47,26,14.69,48,27.12,63,35.59,10,5.65,15,8.47,42038
42,39,237,11,4.64,35,14.77,62,26.16,91,38.4,22,9.28,16,6.75,42039
42,40,224,20,8.93,22,9.82,58,25.89,89,39.73,13,5.8,22,9.82,42040
42,41,197,15,7.61,21,10.66,56,28.43,73,37.06,24,12.18,8,4.06,42041
42,42,403,29,7.2,39,9.68,117,29.03,159,39.45,27,6.7,32,7.94,42042
43,1,121,8,6.61,19,15.7,24,19.83,52,42.98,11,9.09,7,5.79,43001
43,2,239,14,5.86,27,11.3,51,21.34,124,51.88,14,5.86,9,3.77,43002
43,3,246,11,4.47,25,10.16,68,27.64,122,49.59,10,4.07,10,4.07,43003
43,4,219,14,6.39,19,8.68,63,28.77,89,40.64,24,10.96,10,4.57,43004
43,5,212,7,3.3,25,11.79,47,22.17,107,50.47,12,5.66,14,6.6,43005
43,6,167,13,7.78,19,11.38,57,34.13,52,31.14,15,8.98,11,6.59,43006
43,7,168,15,8.93,21,12.5,36,21.43,72,42.86,8,4.76,16,9.52,43007
43,8,166,7,4.22,30,18.07,29,17.47,72,43.37,12,7.23,16,9.64,43008
43,9,254,24,9.45,24,9.45,61,24.02,105,41.34,13,5.12,27,10.63,43009
43,10,289,16,5.54,39,13.49,76,26.3,124,42.91,19,6.57,15,5.19,43010
43,11,175,6,3.43,24,13.71,45,25.71,80,45.71,10,5.71,10,5.71,43011
43,12,129,10,7.75,12,9.3,31,24.03,48,37.21,13,10.08,15,11.63,43012
43,13,196,14,7.14,26,13.27,54,27.55,76,38.78,18,9.18,8,4.08,43013
43,14,265,13,4.91,25,9.43,60,22.64,141,53.21,22,8.3,4,1.51,43014
43,15,229,20,8.73,29,12.66,75,32.75,77,33.62,19,8.3,9,3.93,43015
43,16,240,24,10.0,38,15.83,66,27.5,82,34.17,18,7.5,12,5.0,43016
43,17,177,10,5.65,23,12.99,41,23.16,85,48.02,15,8.47,3,1.69,43017
43,18,240,12,5.0,32,13.33,64,26.67,91,37.92,25,10.42,16,6.67,43018
43,19,240,14,5.83,21,8.75,63,26.25,112,46.67,16,6.67,14,5.83,43019
43,20,253,12,4.74,39,15.42,64,25.3,100,39.53,24,9.49,14,5.53,43020
43,21,241,18,7.47,28,11.62,75,31.12,92,38.17,15,6.22,13,5.39,43021
43,22,179,11,6.15,23,12.85,44,24.58,77,43.02,11,6.15,13,7.26,43022
43,23,157,11,7.01,14,8.92,43,27.39,68,43.31,14,8.92,7,4.46,43023
43,24,146,16,10.96,19,13.01,44,30.14,50,34.25,7,4.79,10,6.85,43024
43,25,207,10,4.83,27,13.04,45,21.74,102,49.28,14,6.76,9,4.35,43025
43,26,191,10,5.24,26,13.61,31,16.23,98,51.31,13,6.81,13,6.81,43026
43,27,234,16,6.84,30,12.82,58,24.79,102,43.59,19,8.12,9,3.85,43027
43,28,201,8,3.98,29,14.43,52,25.87,81,40.3,16,7.96,15,7.46,43028
43,29,275,19,6.91,25,9.09,71,25.82,130,47.27,20,7.27,10,3.64,43029
43,30,280,15,5.36,43,15.36,71,25.36,113,40.36,22,7.86,16,5.71,43030
43,31,241,27,11.2,27,11.2,58,24.07,87,36.1,16,6.64,26,10.79,43031
43,32,255,13,5.1,25,9.8,65,25.49,120,47.06,16,6.27,16,6.27,43032
43,33,255,14,5.49,34,13.33,57,22.35,115,45.1,12,4.71,23,9.02,43033
43,34,145,8,5.52,13,8.97,40,27.59,67,46.21,11,7.59,6,4.14,43034
43,35,218,15,6.88,26,11.93,43,19.72,109,50.0,16,7.34,9,4.13,43035
43,36,136,13,9.56,19,13.97,42,30.88,45,33.09,10,7.35,7,5.15,43036
43,37,206,11,5.34,28,13.59,66,32.04,60,29.13,26,12.62,15,7.28,43037
43,38,174,12,6.9,16,9.2,37,21.26,85,48.85,12,6.9,12,6.9,43038
43,39,161,18,11.18,15,9.32,41,25.47,63,39.13,10,6.21,14,8.7,43039
43,40,176,14,7.95,26,14.77,49,27.84,58,32.95,14,7.95,15,8.52,43040
43,41,320,16,5.0,29,9.06,81,25.31,150,46.88,30,9.38,14,4.38,43041
43,42,211,9,4.27,29,13.74,48,22.75,86,40.76,25,11.85,14,6.64,43042
43,43,231,19,8.23,27,11.69,63,27.27,99,42.86,14,6.06,9,3.9,43043
43,44,219,13,5.94,23,10.5,65,29.68,89,40.64,14,6.39,15,6.85,43044
43,45,164,13,7.93,15,9.15,35,21.34,79,48.17,14,8.54,8,4.88,43045
43,46,117,4,3.42,20,17.09,35,29.91,45,38.46,10,8.55,3,2.56,43046
44,1,312,20,6.41,32,10.26,87,27.88,132,42.31,25,8.01,16,5.13,44001
44,2,229,12,5.24,28,12.23,74,32.31,84,36.68,17,7.42,14,6.11,44002
44,3,202,13,6.44,24,11.88,42,20.79,97,48.02,13,6.44,13,6.44,44003
44,4,172,8,4.65,14,8.14,44,25.58,80,46.51,16,9.3,10,5.81,44004
44,5,202,14,6.93,26,12.87,59,29.21,75,37.13,15,7.43,13,6.44,44005
44,6,337,22,6.53,39,11.57,103,30.56,111,32.94,26,7.72,36,10.68,44006
44,7,206,17,8.25,25,12.14,52,25.24,86,41.75,13,6.31,13,6.31,44007
44,8,241,10,4.15,24,9.96,75,31.12,84,34.85,31,12.86,17,7.05,44008
44,9,220,12,5.45,36,16.36,50,22.73,82,37.27,26,11.82,14,6.36,44009
44,10,225,20,8.89,27,12.0,65,28.89,94,41.78,12,5.33,7,3.11,44010
44,11,275,21,7.64,31,11.27,73,26.55,99,36.0,28,10.18,23,8.36,44011
44,12,285,27,9.47,29,10.18,66,23.16,111,38.95,24,8.42,28,9.82,44012
44,13,200,21,10.5,26,13.0,55,27.5,69,34.5,12,6.0,17,8.5,44013
44,14,160,13,8.13,16,10.0,40,25.0,72,45.0,9,5.63,10,6.25,44014
44,15,248,19,7.66,38,15.32,65,26.21,94,37.9,23,9.27,9,3.63,44015
44,16,284,21,7.39,40,14.08,76,26.76,95,33.45,32,11.27,20,7.04,44016
44,17,320,19,5.94,32,10.0,86,26.88,128,40.0,25,7.81,30,9.38,44017
44,18,241,21,8.71,29,12.03,60,24.9,93,38.59,20,8.3,18,7.47,44018
44,19,320,20,6.25,47,14.69,76,23.75,124,38.75,25,7.81,28,8.75,44019
44,20,242,13,5.37,25,10.33,72,29.75,90,37.19,18,7.44,24,9.92,44020
44,21,267,12,4.49,38,14.23,76,28.46,97,36.33,20,7.49,24,8.99,44021
44,22,290,32,11.03,39,13.45,61,21.03,117,40.34,24,8.28,17,5.86,44022
44,23,264,15,5.68,42,15.91,75,28.41,89,33.71,22,8.33,21,7.95,44023
44,24,185,16,8.65,26,14.05,36,19.46,73,39.46,21,11.35,13,7.03,44024
44,25,266,21,7.89,36,13.53,79,29.7,100,37.59,14,5.26,16,6.02,44025
44,26,315,17,5.4,33,10.48,105,33.33,115,36.51,27,8.57,18,5.71,44026
44,27,323,24,7.43,36,11.15,86,26.63,131,40.56,25,7.74,21,6.5,44027
44,28,235,20,8.51,44,18.72,61,25.96,69,29.36,23,9.79,18,7.66,44028
44,29,273,15,5.49,36,13.19,74,27.11,107,39.19,17,6.23,24,8.79,44029
44,30,287,35,12.2,26,9.06,83,28.92,87,30.31,28,9.76,28,9.76,44030
44,31,196,9,4.59,30,15.31,61,31.12,63,32.14,17,8.67,16,8.16,44031
44,32,274,14,5.11,34,12.41,81,29.56,95,34.67,22,8.03,28,10.22,44032
44,33,229,5,2.18,27,11.79,76,33.19,82,35.81,20,8.73,19,8.3,44033
44,34,286,21,7.34,43,15.03,82,28.67,93,32.52,21,7.34,26,9.09,44034
44,35,232,11,4.74,29,12.5,49,21.12,114,49.14,19,8.19,10,4.31,44035
44,36,220,14,6.36,22,10.0,62,28.18,90,40.91,21,9.55,11,5.0,44036
44,37,339,13,3.83,36,10.62,101,29.79,138,40.71,26,7.67,25,7.37,44037
44,38,224,21,9.38,32,14.29,69,30.8,65,29.02,21,9.38,16,7.14,44038
44,39,239,21,8.79,21,8.79,72,30.13,84,35.15,19,7.95,22,9.21,44039
44,40,246,14,5.69,38,15.45,68,27.64,88,35.77,18,7.32,20,8.13,44040
44,41,350,24,6.86,47,13.43,104,29.71,109,31.14,35,10.0,31,8.86,44041
45,1,216,6,2.78,26,12.04,58,26.85,83,38.43,16,7.41,27,12.5,45001
45,2,225,19,8.44,19,8.44,48,21.33,87,38.67,15,6.67,37,16.44,45002
45,3,246,14,5.69,27,10.98,61,24.8,87,35.37,26,10.57,31,12.6,45003
45,4,321,31,9.66,33,10.28,91,28.35,101,31.46,31,9.66,34,10.59,45004
45,5,267,19,7.12,29,10.86,82,30.71,75,28.09,22,8.24,40,14.98,45005
45,6,352,17,4.83,41,11.65,88,25.0,141,40.06,38,10.8,27,7.67,45006
45,7,360,18,5.0,34,9.44,93,25.83,124,34.44,32,8.89,59,16.39,45007
45,8,209,14,6.7,32,15.31,52,24.88,68,32.54,20,9.57,23,11.0,45008
45,9,208,13,6.25,23,11.06,77,37.02,44,21.15,15,7.21,36,17.31,45009
45,10,206,20,9.71,22,10.68,67,32.52,48,23.3,12,5.83,37,17.96,45010
45,11,160,9,5.63,21,13.13,42,26.25,41,25.63,15,9.38,32,20.0,45011
45,12,187,9,4.81,20,10.7,66,35.29,43,22.99,18,9.63,31,16.58,45012
45,13,214,12,5.61,27,12.62,55,25.7,75,35.05,16,7.48,29,13.55,45013
45,14,304,19,6.25,40,13.16,96,31.58,70,23.03,26,8.55,53,17.43,45014
45,15,333,14,4.2,39,11.71,118,35.44,94,28.23,25,7.51,43,12.91,45015
45,16,196,11,5.61,25,12.76,52,26.53,61,31.12,20,10.2,27,13.78,45016
45,17,234,17,7.26,35,14.96,64,27.35,72,30.77,12,5.13,34,14.53,45017
45,18,211,13,6.16,26,12.32,70,33.18,53,25.12,14,6.64,35,16.59,45018
45,19,113,10,8.85,22,19.47,38,33.63,16,14.16,9,7.96,18,15.93,45019
45,20,132,3,2.27,17,12.88,41,31.06,33,25.0,7,5.3,31,23.48,45020
45,21,177,9,5.08,20,11.3,51,28.81,43,24.29,19,10.73,35,19.77,45021
45,22,136,7,5.15,19,13.97,40,29.41,37,27.21,13,9.56,20,14.71,45022
45,23,152,8,5.26,26,17.11,40,26.32,44,28.95,11,7.24,23,15.13,45023
45,24,133,8,6.02,14,10.53,42,31.58,43,32.33,8,6.02,18,13.53,45024
