ward,precinct,total,Helen Ozmina Barc,Helen Ozmina Barc Percent,precinct_id
18,56,114,114,100.0,18056
18,57,120,120,100.0,18057
18,62,100,100,100.0,18062
19,1,188,188,100.0,19001
19,2,166,166,100.0,19002
19,3,155,155,100.0,19003
19,4,159,159,100.0,19004
19,5,204,204,100.0,19005
19,6,134,134,100.0,19006
19,7,174,174,100.0,19007
19,8,138,138,100.0,19008
19,9,131,131,100.0,19009
19,10,227,227,100.0,19010
19,11,198,198,100.0,19011
19,12,155,155,100.0,19012
19,13,134,134,100.0,19013
19,14,120,120,100.0,19014
19,15,113,113,100.0,19015
19,16,220,220,100.0,19016
19,17,189,189,100.0,19017
19,18,218,218,100.0,19018
19,19,184,184,100.0,19019
19,20,155,155,100.0,19020
19,21,153,153,100.0,19021
19,22,197,197,100.0,19022
19,23,205,205,100.0,19023
19,24,158,158,100.0,19024
19,25,205,205,100.0,19025
19,26,187,187,100.0,19026
19,27,99,99,100.0,19027
19,29,141,141,100.0,19029
19,30,155,155,100.0,19030
19,31,165,165,100.0,19031
19,32,224,224,100.0,19032
19,33,174,174,100.0,19033
19,34,200,200,100.0,19034
19,35,198,198,100.0,19035
19,36,124,124,100.0,19036
19,37,196,196,100.0,19037
19,38,85,85,100.0,19038
19,39,98,98,100.0,19039
19,40,174,174,100.0,19040
19,41,127,127,100.0,19041
19,42,136,136,100.0,19042
19,44,128,128,100.0,19044
19,45,216,216,100.0,19045
19,46,236,236,100.0,19046
19,47,131,131,100.0,19047
19,49,249,249,100.0,19049
19,51,165,165,100.0,19051
19,52,119,119,100.0,19052
19,53,187,187,100.0,19053
19,54,130,130,100.0,19054
19,55,170,170,100.0,19055
19,56,225,225,100.0,19056
19,57,221,221,100.0,19057
19,58,185,185,100.0,19058
19,59,194,194,100.0,19059
19,61,232,232,100.0,19061
19,62,177,177,100.0,19062
19,63,148,148,100.0,19063
19,64,232,232,100.0,19064
19,65,165,165,100.0,19065
19,67,37,37,100.0,19067
20,41,34,34,100.0,20041
23,1,161,161,100.0,23001
23,2,210,210,100.0,23002
23,3,144,144,100.0,23003
23,4,166,166,100.0,23004
23,5,141,141,100.0,23005
23,6,150,150,100.0,23006
23,7,48,48,100.0,23007
23,8,166,166,100.0,23008
23,10,153,153,100.0,23010
23,11,203,203,100.0,23011
23,12,162,162,100.0,23012
23,13,196,196,100.0,23013
23,14,53,53,100.0,23014
23,15,143,143,100.0,23015
23,16,169,169,100.0,23016
23,17,194,194,100.0,23017
23,18,126,126,100.0,23018
23,19,144,144,100.0,23019
23,20,158,158,100.0,23020
23,21,121,121,100.0,23021
23,22,146,146,100.0,23022
23,23,132,132,100.0,23023
23,25,108,108,100.0,23025
23,26,149,149,100.0,23026
23,27,106,106,100.0,23027
23,28,155,155,100.0,23028
23,30,150,150,100.0,23030
23,31,134,134,100.0,23031
23,32,191,191,100.0,23032
23,33,168,168,100.0,23033
23,34,107,107,100.0,23034
23,35,116,116,100.0,23035
23,36,221,221,100.0,23036
23,37,111,111,100.0,23037
23,38,120,120,100.0,23038
23,39,114,114,100.0,23039
23,40,141,141,100.0,23040
23,41,137,137,100.0,23041
23,42,139,139,100.0,23042
23,43,161,161,100.0,23043
23,44,160,160,100.0,23044
23,45,168,168,100.0,23045
23,46,179,179,100.0,23046
23,47,182,182,100.0,23047
23,48,118,118,100.0,23048
23,49,167,167,100.0,23049
23,50,99,99,100.0,23050
23,51,157,157,100.0,23051
23,52,187,187,100.0,23052
23,53,98,98,100.0,23053
23,54,168,168,100.0,23054
23,55,150,150,100.0,23055
23,56,126,126,100.0,23056
