ward,precinct,total,"Michael J. Howlett, Jr.","Michael J. Howlett, Jr. Percent",Margaret Ann (Meg) Carey,Margaret Ann (Meg) Carey Percent,precinct_id
42,61,54,38,70.37,16,29.63,42061
42,62,61,41,67.21,20,32.79,42062
42,63,92,68,73.91,24,26.09,42063
42,64,42,25,59.52,17,40.48,42064
42,65,74,45,60.81,29,39.19,42065
42,66,97,61,62.89,36,37.11,42066
42,67,74,45,60.81,29,39.19,42067
42,68,86,46,53.49,40,46.51,42068
42,69,106,60,56.6,46,43.4,42069
43,1,117,78,66.67,39,33.33,43001
43,2,75,47,62.67,28,37.33,43002
43,3,100,64,64.0,36,36.0,43003
43,4,91,60,65.93,31,34.07,43004
43,5,61,37,60.66,24,39.34,43005
43,6,70,48,68.57,22,31.43,43006
43,7,103,71,68.93,32,31.07,43007
43,8,121,81,66.94,40,33.06,43008
43,9,55,29,52.73,26,47.27,43009
43,10,72,41,56.94,31,43.06,43010
43,11,34,19,55.88,15,44.12,43011
43,12,116,71,61.21,45,38.79,43012
43,13,34,18,52.94,16,47.06,43013
43,14,89,61,68.54,28,31.46,43014
43,15,68,36,52.94,32,47.06,43015
43,16,100,68,68.0,32,32.0,43016
43,17,76,52,68.42,24,31.58,43017
43,18,123,95,77.24,28,22.76,43018
43,19,44,24,54.55,20,45.45,43019
43,20,101,75,74.26,26,25.74,43020
43,21,98,74,75.51,24,24.49,43021
43,22,57,32,56.14,25,43.86,43022
43,23,72,49,68.06,23,31.94,43023
43,24,105,70,66.67,35,33.33,43024
43,25,107,70,65.42,37,34.58,43025
43,26,73,38,52.05,35,47.95,43026
43,27,83,47,56.63,36,43.37,43027
43,28,94,63,67.02,31,32.98,43028
43,29,73,46,63.01,27,36.99,43029
43,30,49,31,63.27,18,36.73,43030
43,31,108,76,70.37,32,29.63,43031
43,32,102,63,61.76,39,38.24,43032
43,33,30,18,60.0,12,40.0,43033
43,34,23,14,60.87,9,39.13,43034
43,35,94,71,75.53,23,24.47,43035
43,36,79,49,62.03,30,37.97,43036
43,37,50,30,60.0,20,40.0,43037
43,38,55,28,50.91,27,49.09,43038
43,39,59,43,72.88,16,27.12,43039
43,40,30,21,70.0,9,30.0,43040
43,41,42,29,69.05,13,30.95,43041
43,42,106,75,70.75,31,29.25,43042
43,43,45,27,60.0,18,40.0,43043
43,44,63,34,53.97,29,46.03,43044
43,45,34,20,58.82,14,41.18,43045
43,46,117,88,75.21,29,24.79,43046
43,47,82,57,69.51,25,30.49,43047
43,48,75,45,60.0,30,40.0,43048
43,49,84,56,66.67,28,33.33,43049
43,50,50,26,52.0,24,48.0,43050
43,51,97,61,62.89,36,37.11,43051
43,52,49,29,59.18,20,40.82,43052
43,53,94,62,65.96,32,34.04,43053
43,54,54,32,59.26,22,40.74,43054
43,55,96,67,69.79,29,30.21,43055
43,56,38,18,47.37,20,52.63,43056
43,57,48,24,50.0,24,50.0,43057
43,58,54,37,68.52,17,31.48,43058
43,59,104,76,73.08,28,26.92,43059
44,1,92,52,56.52,40,43.48,44001
44,2,65,40,61.54,25,38.46,44002
44,3,137,97,70.8,40,29.2,44003
44,4,141,109,77.3,32,22.7,44004
44,5,92,49,53.26,43,46.74,44005
44,6,76,33,43.42,43,56.58,44006
44,7,124,89,71.77,35,28.23,44007
44,8,45,26,57.78,19,42.22,44008
44,9,60,35,58.33,25,41.67,44009
44,10,37,22,59.46,15,40.54,44010
44,11,87,48,55.17,39,44.83,44011
44,12,62,38,61.29,24,38.71,44012
44,13,58,33,56.9,25,43.1,44013
44,14,75,40,53.33,35,46.67,44014
44,15,127,89,70.08,38,29.92,44015
44,16,78,47,60.26,31,39.74,44016
44,17,101,58,57.43,43,42.57,44017
44,18,65,39,60.0,26,40.0,44018
44,19,47,32,68.09,15,31.91,44019
44,20,52,33,63.46,19,36.54,44020
44,21,91,50,54.95,41,45.05,44021
44,22,121,77,63.64,44,36.36,44022
44,23,63,35,55.56,28,44.44,44023
44,24,51,27,52.94,24,47.06,44024
44,25,75,45,60.0,30,40.0,44025
44,26,52,27,51.92,25,48.08,44026
44,27,83,55,66.27,28,33.73,44027
44,28,65,32,49.23,33,50.77,44028
44,29,83,41,49.4,42,50.6,44029
44,30,77,47,61.04,30,38.96,44030
44,31,69,41,59.42,28,40.58,44031
44,32,57,40,70.18,17,29.82,44032
44,33,89,49,55.06,40,44.94,44033
44,34,58,34,58.62,24,41.38,44034
44,35,85,57,67.06,28,32.94,44035
44,36,53,28,52.83,25,47.17,44036
44,37,134,82,61.19,52,38.81,44037
44,38,58,39,67.24,19,32.76,44038
44,39,70,42,60.0,28,40.0,44039
44,40,85,46,54.12,39,45.88,44040
44,41,64,31,48.44,33,51.56,44041
44,42,112,76,67.86,36,32.14,44042
44,43,95,53,55.79,42,44.21,44043
44,44,114,70,61.4,44,38.6,44044
44,45,101,56,55.45,45,44.55,44045
44,46,76,46,60.53,30,39.47,44046
44,47,92,51,55.43,41,44.57,44047
44,48,86,62,72.09,24,27.91,44048
44,49,193,128,66.32,65,33.68,44049
44,50,75,40,53.33,35,46.67,44050
44,51,61,32,52.46,29,47.54,44051
45,1,78,42,53.85,36,46.15,45001
45,2,154,97,62.99,57,37.01,45002
45,3,224,162,72.32,62,27.68,45003
45,4,181,107,59.12,74,40.88,45004
45,5,154,101,65.58,53,34.42,45005
45,6,150,90,60.0,60,40.0,45006
45,7,88,45,51.14,43,48.86,45007
45,8,108,62,57.41,46,42.59,45008
45,9,162,101,62.35,61,37.65,45009
45,10,143,80,55.94,63,44.06,45010
45,11,114,73,64.04,41,35.96,45011
45,12,135,84,62.22,51,37.78,45012
45,13,211,163,77.25,48,22.75,45013
45,14,148,81,54.73,67,45.27,45014
45,15,158,102,64.56,56,35.44,45015
45,16,130,80,61.54,50,38.46,45016
45,17,126,75,59.52,51,40.48,45017
45,18,148,106,71.62,42,28.38,45018
45,19,167,112,67.07,55,32.93,45019
45,20,123,81,65.85,42,34.15,45020
45,21,133,95,71.43,38,28.57,45021
45,22,115,67,58.26,48,41.74,45022
45,23,130,79,60.77,51,39.23,45023
45,24,153,89,58.17,64,41.83,45024
45,25,149,103,69.13,46,30.87,45025
45,26,180,124,68.89,56,31.11,45026
45,27,110,73,66.36,37,33.64,45027
45,28,124,83,66.94,41,33.06,45028
45,29,135,84,62.22,51,37.78,45029
45,30,149,101,67.79,48,32.21,45030
45,31,114,67,58.77,47,41.23,45031
45,32,66,33,50.0,33,50.0,45032
45,33,122,83,68.03,39,31.97,45033
45,34,104,62,59.62,42,40.38,45034
45,35,129,92,71.32,37,28.68,45035
45,36,101,59,58.42,42,41.58,45036
45,37,109,55,50.46,54,49.54,45037
45,38,131,80,61.07,51,38.93,45038
45,39,158,115,72.78,43,27.22,45039
45,40,198,127,64.14,71,35.86,45040
45,41,71,43,60.56,28,39.44,45041
45,42,146,90,61.64,56,38.36,45042
45,43,112,73,65.18,39,34.82,45043
45,44,166,103,62.05,63,37.95,45044
45,45,91,63,69.23,28,30.77,45045
45,46,147,90,61.22,57,38.78,45046
45,47,118,76,64.41,42,35.59,45047
45,48,122,71,58.2,51,41.8,45048
45,49,144,81,56.25,63,43.75,45049
45,50,117,81,69.23,36,30.77,45050
45,51,124,71,57.26,53,42.74,45051
45,52,126,71,56.35,55,43.65,45052
45,53,96,71,73.96,25,26.04,45053
46,1,229,154,67.25,75,32.75,46001
46,2,109,53,48.62,56,51.38,46002
46,3,140,82,58.57,58,41.43,46003
46,4,112,67,59.82,45,40.18,46004
46,5,46,28,60.87,18,39.13,46005
46,6,100,62,62.0,38,38.0,46006
46,7,63,34,53.97,29,46.03,46007
46,8,88,49,55.68,39,44.32,46008
46,9,83,42,50.6,41,49.4,46009
46,10,64,33,51.56,31,48.44,46010
46,11,118,68,57.63,50,42.37,46011
46,12,72,41,56.94,31,43.06,46012
46,13,88,50,56.82,38,43.18,46013
46,14,59,27,45.76,32,54.24,46014
46,15,113,66,58.41,47,41.59,46015
46,16,76,40,52.63,36,47.37,46016
46,17,140,88,62.86,52,37.14,46017
46,18,145,87,60.0,58,40.0,46018
46,19,96,45,46.88,51,53.13,46019
46,20,78,46,58.97,32,41.03,46020
46,21,24,13,54.17,11,45.83,46021
46,22,67,36,53.73,31,46.27,46022
46,23,78,48,61.54,30,38.46,46023
46,24,52,24,46.15,28,53.85,46024
46,25,92,47,51.09,45,48.91,46025
46,26,99,61,61.62,38,38.38,46026
46,27,64,30,46.88,34,53.13,46027
46,28,92,53,57.61,39,42.39,46028
46,29,111,73,65.77,38,34.23,46029
46,30,136,69,50.74,67,49.26,46030
46,31,113,74,65.49,39,34.51,46031
46,32,80,45,56.25,35,43.75,46032
46,33,125,73,58.4,52,41.6,46033
46,34,107,60,56.07,47,43.93,46034
46,35,87,51,58.62,36,41.38,46035
46,36,128,77,60.16,51,39.84,46036
46,37,45,21,46.67,24,53.33,46037
46,38,109,75,68.81,34,31.19,46038
46,39,114,71,62.28,43,37.72,46039
46,40,82,55,67.07,27,32.93,46040
46,41,95,62,65.26,33,34.74,46041
46,42,76,39,51.32,37,48.68,46042
46,43,146,79,54.11,67,45.89,46043
46,44,86,48,55.81,38,44.19,46044
46,45,108,67,62.04,41,37.96,46045
46,46,97,54,55.67,43,44.33,46046
46,47,41,22,53.66,19,46.34,46047
47,1,131,78,59.54,53,40.46,47001
47,2,125,73,58.4,52,41.6,47002
47,3,95,62,65.26,33,34.74,47003
47,4,167,102,61.08,65,38.92,47004
47,5,115,73,63.48,42,36.52,47005
47,6,166,110,66.27,56,33.73,47006
47,7,127,69,54.33,58,45.67,47007
47,8,189,112,59.26,77,40.74,47008
47,9,117,75,64.1,42,35.9,47009
47,10,75,43,57.33,32,42.67,47010
47,11,228,159,69.74,69,30.26,47011
47,12,115,67,58.26,48,41.74,47012
47,13,212,135,63.68,77,36.32,47013
47,14,103,61,59.22,42,40.78,47014
47,15,118,66,55.93,52,44.07,47015
47,16,150,67,44.67,83,55.33,47016
47,17,137,81,59.12,56,40.88,47017
47,18,140,89,63.57,51,36.43,47018
47,19,219,157,71.69,62,28.31,47019
47,20,142,94,66.2,48,33.8,47020
47,21,148,99,66.89,49,33.11,47021
47,22,157,96,61.15,61,38.85,47022
47,23,56,36,64.29,20,35.71,47023
47,24,105,59,56.19,46,43.81,47024
47,25,145,80,55.17,65,44.83,47025
47,26,144,71,49.31,73,50.69,47026
47,27,103,68,66.02,35,33.98,47027
47,28,202,139,68.81,63,31.19,47028
47,29,130,85,65.38,45,34.62,47029
47,30,139,81,58.27,58,41.73,47030
47,31,123,74,60.16,49,39.84,47031
47,32,137,77,56.2,60,43.8,47032
47,33,147,85,57.82,62,42.18,47033
47,34,147,96,65.31,51,34.69,47034
47,35,183,106,57.92,77,42.08,47035
47,36,165,92,55.76,73,44.24,47036
47,37,172,93,54.07,79,45.93,47037
47,38,132,70,53.03,62,46.97,47038
47,39,135,83,61.48,52,38.52,47039
47,40,85,50,58.82,35,41.18,47040
47,41,248,163,65.73,85,34.27,47041
47,42,105,60,57.14,45,42.86,47042
47,43,87,57,65.52,30,34.48,47043
47,44,106,57,53.77,49,46.23,47044
47,45,132,76,57.58,56,42.42,47045
47,46,89,51,57.3,38,42.7,47046
47,47,122,82,67.21,40,32.79,47047
47,48,40,29,72.5,11,27.5,47048
47,49,70,44,62.86,26,37.14,47049
47,50,95,55,57.89,40,42.11,47050
47,51,87,52,59.77,35,40.23,47051
47,52,38,31,81.58,7,18.42,47052
48,1,98,43,43.88,55,56.12,48001
48,2,115,64,55.65,51,44.35,48002
48,3,132,66,50.0,66,50.0,48003
48,4,117,55,47.01,62,52.99,48004
48,5,146,95,65.07,51,34.93,48005
48,6,146,83,56.85,63,43.15,48006
48,7,85,48,56.47,37,43.53,48007
48,8,89,50,56.18,39,43.82,48008
48,9,121,67,55.37,54,44.63,48009
48,10,56,28,50.0,28,50.0,48010
48,11,154,97,62.99,57,37.01,48011
48,12,81,37,45.68,44,54.32,48012
48,13,92,49,53.26,43,46.74,48013
48,14,137,87,63.5,50,36.5,48014
48,15,47,25,53.19,22,46.81,48015
48,16,82,53,64.63,29,35.37,48016
48,17,108,55,50.93,53,49.07,48017
48,18,74,42,56.76,32,43.24,48018
48,19,106,61,57.55,45,42.45,48019
48,20,65,41,63.08,24,36.92,48020
48,21,39,26,66.67,13,33.33,48021
48,22,183,107,58.47,76,41.53,48022
48,23,116,75,64.66,41,35.34,48023
48,24,96,52,54.17,44,45.83,48024
48,25,109,45,41.28,64,58.72,48025
48,26,106,69,65.09,37,34.91,48026
48,27,67,39,58.21,28,41.79,48027
48,28,122,73,59.84,49,40.16,48028
48,29,96,61,63.54,35,36.46,48029
48,30,106,59,55.66,47,44.34,48030
48,31,91,50,54.95,41,45.05,48031
48,32,74,36,48.65,38,51.35,48032
48,33,135,82,60.74,53,39.26,48033
48,34,35,22,62.86,13,37.14,48034
48,35,82,51,62.2,31,37.8,48035
48,36,114,65,57.02,49,42.98,48036
48,37,61,28,45.9,33,54.1,48037
48,38,188,105,55.85,83,44.15,48038
48,39,94,53,56.38,41,43.62,48039
48,40,61,34,55.74,27,44.26,48040
48,41,63,34,53.97,29,46.03,48041
48,42,97,45,46.39,52,53.61,48042
48,43,117,61,52.14,56,47.86,48043
48,44,75,34,45.33,41,54.67,48044
48,45,89,45,50.56,44,49.44,48045
48,46,84,37,44.05,47,55.95,48046
48,47,76,41,53.95,35,46.05,48047
48,48,103,50,48.54,53,51.46,48048
48,49,36,17,47.22,19,52.78,48049
48,50,150,72,48.0,78,52.0,48050
48,51,171,89,52.05,82,47.95,48051
48,52,58,33,56.9,25,43.1,48052
48,53,86,48,55.81,38,44.19,48053
48,54,78,41,52.56,37,47.44,48054
48,55,44,19,43.18,25,56.82,48055
48,56,110,60,54.55,50,45.45,48056
49,1,103,65,63.11,38,36.89,49001
49,2,174,101,58.05,73,41.95,49002
49,3,75,42,56.0,33,44.0,49003
49,4,60,32,53.33,28,46.67,49004
49,5,131,90,68.7,41,31.3,49005
49,6,100,47,47.0,53,53.0,49006
49,7,76,47,61.84,29,38.16,49007
49,8,99,52,52.53,47,47.47,49008
49,9,100,65,65.0,35,35.0,49009
49,10,77,37,48.05,40,51.95,49010
49,11,85,42,49.41,43,50.59,49011
49,12,105,65,61.9,40,38.1,49012
49,13,121,81,66.94,40,33.06,49013
49,14,96,61,63.54,35,36.46,49014
49,15,60,29,48.33,31,51.67,49015
49,16,60,31,51.67,29,48.33,49016
49,17,11,5,45.45,6,54.55,49017
49,18,59,38,64.41,21,35.59,49018
49,19,80,44,55.0,36,45.0,49019
49,20,129,78,60.47,51,39.53,49020
49,21,47,27,57.45,20,42.55,49021
49,22,103,62,60.19,41,39.81,49022
49,23,87,43,49.43,44,50.57,49023
49,24,119,94,78.99,25,21.01,49024
49,25,106,58,54.72,48,45.28,49025
49,26,80,41,51.25,39,48.75,49026
49,27,96,60,62.5,36,37.5,49027
49,28,98,62,63.27,36,36.73,49028
49,29,87,52,59.77,35,40.23,49029
49,30,99,59,59.6,40,40.4,49030
49,31,78,48,61.54,30,38.46,49031
49,32,70,39,55.71,31,44.29,49032
49,33,90,58,64.44,32,35.56,49033
49,34,73,37,50.68,36,49.32,49034
49,35,140,80,57.14,60,42.86,49035
49,36,111,71,63.96,40,36.04,49036
49,37,93,56,60.22,37,39.78,49037
49,38,80,52,65.0,28,35.0,49038
49,39,79,57,72.15,22,27.85,49039
49,40,85,56,65.88,29,34.12,49040
49,41,98,56,57.14,42,42.86,49041
49,42,100,59,59.0,41,41.0,49042
50,1,154,98,63.64,56,36.36,50001
50,2,134,88,65.67,46,34.33,50002
50,3,89,53,59.55,36,40.45,50003
50,4,102,57,55.88,45,44.12,50004
50,5,89,62,69.66,27,30.34,50005
50,6,121,82,67.77,39,32.23,50006
50,7,151,98,64.9,53,35.1,50007
50,8,74,42,56.76,32,43.24,50008
50,9,93,64,68.82,29,31.18,50009
50,10,66,40,60.61,26,39.39,50010
50,11,78,52,66.67,26,33.33,50011
50,12,92,69,75.0,23,25.0,50012
50,13,112,73,65.18,39,34.82,50013
50,14,68,47,69.12,21,30.88,50014
50,15,136,72,52.94,64,47.06,50015
50,16,88,63,71.59,25,28.41,50016
50,17,72,42,58.33,30,41.67,50017
50,18,79,51,64.56,28,35.44,50018
50,19,91,60,65.93,31,34.07,50019
50,20,85,52,61.18,33,38.82,50020
50,21,123,64,52.03,59,47.97,50021
50,22,98,53,54.08,45,45.92,50022
50,23,64,41,64.06,23,35.94,50023
50,24,87,52,59.77,35,40.23,50024
50,25,80,47,58.75,33,41.25,50025
50,26,54,29,53.7,25,46.3,50026
50,27,51,35,68.63,16,31.37,50027
50,28,63,39,61.9,24,38.1,50028
50,29,100,52,52.0,48,48.0,50029
50,30,86,59,68.6,27,31.4,50030
50,31,48,37,77.08,11,22.92,50031
50,32,82,38,46.34,44,53.66,50032
50,33,67,36,53.73,31,46.27,50033
50,34,60,41,68.33,19,31.67,50034
50,35,139,83,59.71,56,40.29,50035
50,36,104,56,53.85,48,46.15,50036
50,37,129,66,51.16,63,48.84,50037
50,38,134,103,76.87,31,23.13,50038
50,39,88,54,61.36,34,38.64,50039
50,40,84,50,59.52,34,40.48,50040
50,41,104,73,70.19,31,29.81,50041
50,42,124,77,62.1,47,37.9,50042
50,43,87,55,63.22,32,36.78,50043
50,44,85,66,77.65,19,22.35,50044
50,45,50,35,70.0,15,30.0,50045
