ward,precinct,total,Eileen Mary Brewer,Eileen Mary Brewer Percent,Joy Virginia Cunningham,Joy Virginia Cunningham Percent,James Michael Bailey,James Michael Bailey Percent,Barbara Ann Riley,Barbara Ann Riley Percent,precinct_id
8,19,240,18,7.5,127,52.92,25,10.42,21,8.75,08019
8,20,142,10,7.04,58,40.85,20,14.08,18,12.68,08020
8,21,140,14,10.0,64,45.71,13,9.29,20,14.29,08021
8,22,152,16,10.53,76,50.0,14,9.21,11,7.24,08022
8,23,168,10,5.95,72,42.86,22,13.1,19,11.31,08023
8,24,206,13,6.31,102,49.51,15,7.28,30,14.56,08024
8,25,175,19,10.86,76,43.43,17,9.71,14,8.0,08025
8,26,115,4,3.48,44,38.26,15,13.04,17,14.78,08026
8,27,220,29,13.18,102,46.36,22,10.0,27,12.27,08027
8,28,180,22,12.22,76,42.22,9,5.0,12,6.67,08028
8,29,200,18,9.0,61,30.5,18,9.0,16,8.0,08029
8,30,147,16,10.88,64,43.54,14,9.52,25,17.01,08030
8,31,122,18,14.75,53,43.44,10,8.2,19,15.57,08031
8,32,276,21,7.61,149,53.99,33,11.96,19,6.88,08032
8,33,173,22,12.72,75,43.35,12,6.94,16,9.25,08033
8,34,226,21,9.29,86,38.05,37,16.37,30,13.27,08034
8,35,213,20,9.39,103,48.36,21,9.86,28,13.15,08035
8,36,166,15,9.04,66,39.76,20,12.05,25,15.06,08036
8,37,191,25,13.09,65,34.03,24,12.57,39,20.42,08037
8,38,157,18,11.46,52,33.12,18,11.46,15,9.55,08038
8,39,201,17,8.46,91,45.27,27,13.43,22,10.95,08039
8,40,190,15,7.89,67,35.26,20,10.53,15,7.89,08040
8,41,144,10,6.94,58,40.28,5,3.47,14,9.72,08041
8,42,178,23,12.92,78,43.82,16,8.99,24,13.48,08042
8,43,128,14,10.94,52,40.63,18,14.06,17,13.28,08043
8,44,144,20,13.89,49,34.03,14,9.72,19,13.19,08044
8,45,147,19,12.93,53,36.05,11,7.48,21,14.29,08045
8,46,161,14,8.7,57,35.4,14,8.7,20,12.42,08046
8,47,174,18,10.34,76,43.68,16,9.2,20,11.49,08047
8,48,160,14,8.75,56,35.0,18,11.25,21,13.13,08048
8,49,223,18,8.07,105,47.09,21,9.42,24,10.76,08049
8,50,197,21,10.66,106,53.81,21,10.66,11,5.58,08050
8,51,239,21,8.79,136,56.9,21,8.79,30,12.55,08051
8,52,217,13,5.99,113,52.07,16,7.37,27,12.44,08052
8,53,221,38,17.19,93,42.08,20,9.05,22,9.95,08053
8,54,194,18,9.28,77,39.69,22,11.34,25,12.89,08054
8,55,141,24,17.02,53,37.59,13,9.22,13,9.22,08055
8,56,204,22,10.78,69,33.82,19,9.31,19,9.31,08056
8,57,109,15,13.76,56,51.38,8,7.34,9,8.26,08057
8,58,216,21,9.72,118,54.63,16,7.41,20,9.26,08058
8,59,107,13,12.15,37,34.58,13,12.15,17,15.89,08059
8,60,151,17,11.26,75,49.67,10,6.62,27,17.88,08060
8,61,161,16,9.94,70,43.48,17,10.56,25,15.53,08061
8,62,186,16,8.6,90,48.39,21,11.29,17,9.14,08062
8,63,220,16,7.27,96,43.64,23,10.45,33,15.0,08063
8,64,140,9,6.43,61,43.57,15,10.71,13,9.29,08064
8,65,124,20,16.13,52,41.94,6,4.84,16,12.9,08065
8,66,236,31,13.14,89,37.71,34,14.41,28,11.86,08066
8,67,82,10,12.2,41,50.0,4,4.88,5,6.1,08067
8,68,89,8,8.99,30,33.71,10,11.24,12,13.48,08068
8,69,112,12,10.71,38,33.93,19,16.96,20,17.86,08069
8,70,224,27,12.05,87,38.84,25,11.16,41,18.3,08070
9,1,233,25,10.73,96,41.2,17,7.3,21,9.01,09001
9,2,187,18,9.63,78,41.71,30,16.04,25,13.37,09002
9,3,83,10,12.05,22,26.51,17,20.48,13,15.66,09003
9,4,204,27,13.24,83,40.69,26,12.75,26,12.75,09004
9,5,164,16,9.76,54,32.93,18,10.98,21,12.8,09005
9,6,184,15,8.15,80,43.48,23,12.5,20,10.87,09006
9,7,188,20,10.64,87,46.28,19,10.11,20,10.64,09007
9,8,190,17,8.95,98,51.58,25,13.16,14,7.37,09008
9,9,200,24,12.0,87,43.5,19,9.5,24,12.0,09009
9,10,177,18,10.17,82,46.33,10,5.65,23,12.99,09010
9,11,106,11,10.38,49,46.23,15,14.15,13,12.26,09011
9,12,186,16,8.6,69,37.1,18,9.68,26,13.98,09012
9,13,230,31,13.48,94,40.87,14,6.09,30,13.04,09013
9,14,228,27,11.84,97,42.54,14,6.14,24,10.53,09014
9,15,138,13,9.42,52,37.68,15,10.87,22,15.94,09015
9,16,111,9,8.11,41,36.94,17,15.32,15,13.51,09016
9,17,182,17,9.34,74,40.66,23,12.64,26,14.29,09017
9,18,186,21,11.29,86,46.24,22,11.83,24,12.9,09018
9,19,198,13,6.57,100,50.51,16,8.08,25,12.63,09019
9,20,215,15,6.98,96,44.65,26,12.09,23,10.7,09020
9,21,170,8,4.71,76,44.71,20,11.76,17,10.0,09021
9,22,232,27,11.64,86,37.07,21,9.05,27,11.64,09022
9,23,135,16,11.85,59,43.7,15,11.11,14,10.37,09023
9,24,78,6,7.69,23,29.49,10,12.82,14,17.95,09024
9,25,95,9,9.47,33,34.74,12,12.63,13,13.68,09025
9,26,100,10,10.0,34,34.0,14,14.0,17,17.0,09026
9,27,134,14,10.45,58,43.28,14,10.45,17,12.69,09027
9,28,92,10,10.87,27,29.35,12,13.04,18,19.57,09028
9,29,132,13,9.85,48,36.36,16,12.12,9,6.82,09029
9,30,150,14,9.33,63,42.0,14,9.33,13,8.67,09030
9,31,144,9,6.25,52,36.11,21,14.58,29,20.14,09031
9,32,167,20,11.98,68,40.72,20,11.98,20,11.98,09032
9,33,136,11,8.09,47,34.56,16,11.76,13,9.56,09033
9,34,152,16,10.53,54,35.53,34,22.37,18,11.84,09034
9,35,232,30,12.93,94,40.52,25,10.78,31,13.36,09035
9,36,195,14,7.18,76,38.97,21,10.77,25,12.82,09036
9,37,175,22,12.57,56,32.0,27,15.43,32,18.29,09037
9,38,114,12,10.53,46,40.35,10,8.77,14,12.28,09038
9,39,188,24,12.77,75,39.89,23,12.23,18,9.57,09039
9,40,203,16,7.88,95,46.8,17,8.37,21,10.34,09040
9,41,198,17,8.59,99,50.0,22,11.11,25,12.63,09041
9,42,76,12,15.79,31,40.79,14,18.42,5,6.58,09042
9,43,106,10,9.43,36,33.96,14,13.21,24,22.64,09043
9,44,111,7,6.31,53,47.75,15,13.51,15,13.51,09044
9,45,187,22,11.76,79,42.25,18,9.63,24,12.83,09045
9,46,138,13,9.42,52,37.68,21,15.22,23,16.67,09046
9,47,209,18,8.61,99,47.37,21,10.05,22,10.53,09047
9,48,212,26,12.26,87,41.04,18,8.49,25,11.79,09048
9,49,108,12,11.11,43,39.81,13,12.04,15,13.89,09049
9,50,158,7,4.43,83,52.53,18,11.39,18,11.39,09050
9,51,104,8,7.69,48,46.15,10,9.62,11,10.58,09051
9,52,200,30,15.0,74,37.0,29,14.5,21,10.5,09052
10,1,106,9,8.49,27,25.47,20,18.87,28,26.42,10001
10,2,84,7,8.33,10,11.9,13,15.48,13,15.48,10002
10,3,135,15,11.11,18,13.33,21,15.56,33,24.44,10003
10,4,91,8,8.79,32,35.16,9,9.89,20,21.98,10004
10,5,103,9,8.74,16,15.53,16,15.53,18,17.48,10005
10,6,137,12,8.76,56,40.88,16,11.68,20,14.6,10006
10,7,28,7,25.0,7,25.0,4,14.29,5,17.86,10007
10,8,100,10,10.0,11,11.0,17,17.0,24,24.0,10008
10,9,107,16,14.95,14,13.08,16,14.95,18,16.82,10009
10,10,89,7,7.87,11,12.36,14,15.73,17,19.1,10010
10,11,109,15,13.76,25,22.94,11,10.09,15,13.76,10011
10,12,80,10,12.5,12,15.0,8,10.0,21,26.25,10012
10,13,103,12,11.65,10,9.71,13,12.62,15,14.56,10013
10,14,105,15,14.29,16,15.24,12,11.43,19,18.1,10014
10,15,41,6,14.63,6,14.63,8,19.51,11,26.83,10015
10,16,119,11,9.24,16,13.45,20,16.81,20,16.81,10016
10,17,71,9,12.68,10,14.08,13,18.31,9,12.68,10017
10,18,83,10,12.05,26,31.33,14,16.87,12,14.46,10018
10,19,130,10,7.69,30,23.08,23,17.69,20,15.38,10019
10,20,63,4,6.35,7,11.11,8,12.7,17,26.98,10020
10,21,85,10,11.76,7,8.24,11,12.94,19,22.35,10021
10,22,19,2,10.53,5,26.32,4,21.05,3,15.79,10022
10,23,92,10,10.87,14,15.22,8,8.7,15,16.3,10023
10,24,90,11,12.22,8,8.89,18,20.0,24,26.67,10024
10,25,118,15,12.71,24,20.34,18,15.25,30,25.42,10025
10,26,75,11,14.67,16,21.33,9,12.0,18,24.0,10026
10,27,127,13,10.24,18,14.17,11,8.66,26,20.47,10027
10,28,96,13,13.54,37,38.54,9,9.38,17,17.71,10028
10,29,129,14,10.85,50,38.76,13,10.08,19,14.73,10029
10,30,112,11,9.82,23,20.54,9,8.04,17,15.18,10030
10,31,87,5,5.75,17,19.54,14,16.09,18,20.69,10031
10,32,89,17,19.1,10,11.24,10,11.24,23,25.84,10032
10,33,82,9,10.98,16,19.51,11,13.41,17,20.73,10033
10,34,95,10,10.53,13,13.68,19,20.0,21,22.11,10034
10,35,108,9,8.33,18,16.67,18,16.67,25,23.15,10035
10,36,133,20,15.04,33,24.81,13,9.77,22,16.54,10036
10,37,87,15,17.24,26,29.89,11,12.64,22,25.29,10037
10,38,88,10,11.36,11,12.5,15,17.05,15,17.05,10038
10,39,90,11,12.22,20,22.22,11,12.22,22,24.44,10039
10,40,83,5,6.02,20,24.1,6,7.23,14,16.87,10040
10,41,117,13,11.11,22,18.8,12,10.26,34,29.06,10041
10,42,92,9,9.78,14,15.22,15,16.3,19,20.65,10042
10,43,48,5,10.42,16,33.33,2,4.17,13,27.08,10043
10,44,85,13,15.29,17,20.0,6,7.06,17,20.0,10044
10,45,50,2,4.0,9,18.0,3,6.0,19,38.0,10045
10,46,93,7,7.53,17,18.28,13,13.98,21,22.58,10046
10,47,97,11,11.34,24,24.74,10,10.31,16,16.49,10047
10,48,96,9,9.38,25,26.04,10,10.42,14,14.58,10048
10,49,92,10,10.87,23,25.0,10,10.87,20,21.74,10049
11,1,163,23,14.11,11,6.75,24,14.72,25,15.34,11001
11,2,119,19,15.97,19,15.97,15,12.61,29,24.37,11002
11,3,113,6,5.31,8,7.08,10,8.85,13,11.5,11003
11,4,162,13,8.02,18,11.11,15,9.26,30,18.52,11004
11,5,77,11,14.29,10,12.99,11,14.29,23,29.87,11005
11,6,171,18,10.53,37,21.64,28,16.37,38,22.22,11006
11,7,139,16,11.51,11,7.91,13,9.35,18,12.95,11007
11,8,158,15,9.49,19,12.03,23,14.56,22,13.92,11008
11,9,107,10,9.35,5,4.67,13,12.15,10,9.35,11009
11,10,81,8,9.88,8,9.88,18,22.22,12,14.81,11010
11,11,177,17,9.6,28,15.82,31,17.51,28,15.82,11011
11,12,212,15,7.08,13,6.13,32,15.09,12,5.66,11012
11,13,146,14,9.59,11,7.53,13,8.9,14,9.59,11013
11,14,115,7,6.09,5,4.35,18,15.65,7,6.09,11014
11,15,138,12,8.7,11,7.97,24,17.39,14,10.14,11015
11,16,155,11,7.1,19,12.26,22,14.19,14,9.03,11016
11,17,184,23,12.5,38,20.65,29,15.76,46,25.0,11017
11,18,104,14,13.46,13,12.5,8,7.69,17,16.35,11018
11,19,108,9,8.33,15,13.89,11,10.19,13,12.04,11019
11,20,151,4,2.65,3,1.99,27,17.88,8,5.3,11020
11,21,210,13,6.19,29,13.81,47,22.38,15,7.14,11021
11,22,127,7,5.51,16,12.6,28,22.05,12,9.45,11022
11,23,137,11,8.03,17,12.41,17,12.41,8,5.84,11023
11,24,362,11,3.04,10,2.76,40,11.05,22,6.08,11024
11,25,119,12,10.08,15,12.61,7,5.88,12,10.08,11025
11,26,205,22,10.73,31,15.12,19,9.27,22,10.73,11026
11,27,126,8,6.35,7,5.56,19,15.08,11,8.73,11027
11,28,138,6,4.35,9,6.52,40,28.99,14,10.14,11028
11,29,179,20,11.17,19,10.61,18,10.06,25,13.97,11029
11,30,126,12,9.52,17,13.49,9,7.14,12,9.52,11030
11,31,137,7,5.11,8,5.84,34,24.82,13,9.49,11031
11,32,152,9,5.92,8,5.26,16,10.53,18,11.84,11032
11,33,122,11,9.02,10,8.2,21,17.21,10,8.2,11033
11,34,83,7,8.43,13,15.66,14,16.87,6,7.23,11034
11,35,259,19,7.34,13,5.02,28,10.81,13,5.02,11035
11,36,46,8,17.39,5,10.87,3,6.52,4,8.7,11036
11,37,204,16,7.84,11,5.39,26,12.75,22,10.78,11037
11,38,261,13,4.98,15,5.75,39,14.94,22,8.43,11038
11,39,252,23,9.13,15,5.95,56,22.22,23,9.13,11039
11,40,100,9,9.0,13,13.0,6,6.0,9,9.0,11040
11,41,107,6,5.61,7,6.54,16,14.95,6,5.61,11041
11,42,98,13,13.27,8,8.16,12,12.24,4,4.08,11042
11,43,193,15,7.77,20,10.36,26,13.47,21,10.88,11043
11,44,138,16,11.59,24,17.39,16,11.59,16,11.59,11044
11,45,85,7,8.24,10,11.76,9,10.59,12,14.12,11045
11,46,97,4,4.12,11,11.34,17,17.53,3,3.09,11046
11,47,113,16,14.16,11,9.73,24,21.24,18,15.93,11047
11,48,68,4,5.88,5,7.35,6,8.82,6,8.82,11048
11,49,173,11,6.36,12,6.94,12,6.94,15,8.67,11049
11,50,109,10,9.17,13,11.93,13,11.93,14,12.84,11050
12,1,61,5,8.2,11,18.03,11,18.03,18,29.51,12001
12,2,68,9,13.24,14,20.59,11,16.18,21,30.88,12002
12,3,76,7,9.21,21,27.63,12,15.79,16,21.05,12003
12,4,68,11,16.18,14,20.59,4,5.88,14,20.59,12004
12,5,79,7,8.86,16,20.25,10,12.66,21,26.58,12005
12,6,69,12,17.39,10,14.49,7,10.14,24,34.78,12006
12,7,76,11,14.47,30,39.47,9,11.84,12,15.79,12007
12,8,140,20,14.29,37,26.43,28,20.0,27,19.29,12008
12,9,88,9,10.23,26,29.55,11,12.5,17,19.32,12009
12,10,80,14,17.5,20,25.0,13,16.25,9,11.25,12010
12,11,135,16,11.85,29,21.48,17,12.59,34,25.19,12011
12,12,65,12,18.46,15,23.08,7,10.77,20,30.77,12012
12,13,131,16,12.21,29,22.14,22,16.79,33,25.19,12013
12,14,62,8,12.9,7,11.29,10,16.13,19,30.65,12014
12,15,69,12,17.39,11,15.94,12,17.39,17,24.64,12015
12,16,74,11,14.86,16,21.62,12,16.22,17,22.97,12016
12,17,108,9,8.33,24,22.22,17,15.74,27,25.0,12017
12,18,80,12,15.0,18,22.5,11,13.75,18,22.5,12018
12,19,100,10,10.0,25,25.0,16,16.0,19,19.0,12019
12,20,66,4,6.06,15,22.73,16,24.24,12,18.18,12020
12,21,113,15,13.27,27,23.89,21,18.58,25,22.12,12021
12,22,75,6,8.0,26,34.67,6,8.0,19,25.33,12022
12,23,85,13,15.29,17,20.0,16,18.82,20,23.53,12023
12,24,121,16,13.22,22,18.18,13,10.74,32,26.45,12024
13,1,162,13,8.02,19,11.73,13,8.02,15,9.26,13001
13,2,149,11,7.38,10,6.71,18,12.08,11,7.38,13002
13,3,189,17,8.99,29,15.34,25,13.23,39,20.63,13003
13,4,247,27,10.93,13,5.26,33,13.36,44,17.81,13004
13,5,183,19,10.38,16,8.74,16,8.74,19,10.38,13005
13,6,176,18,10.23,23,13.07,16,9.09,27,15.34,13006
13,7,191,13,6.81,19,9.95,17,8.9,21,10.99,13007
13,8,210,10,4.76,8,3.81,24,11.43,21,10.0,13008
13,9,194,18,9.28,22,11.34,26,13.4,19,9.79,13009
13,10,185,9,4.86,21,11.35,19,10.27,29,15.68,13010
13,11,214,13,6.07,28,13.08,20,9.35,31,14.49,13011
13,12,172,18,10.47,23,13.37,18,10.47,27,15.7,13012
13,13,202,7,3.47,12,5.94,10,4.95,19,9.41,13013
13,14,131,12,9.16,9,6.87,12,9.16,19,14.5,13014
13,15,287,14,4.88,21,7.32,28,9.76,22,7.67,13015
13,16,153,13,8.5,15,9.8,21,13.73,31,20.26,13016
13,17,204,13,6.37,14,6.86,39,19.12,31,15.2,13017
13,18,139,16,11.51,31,22.3,18,12.95,19,13.67,13018
13,19,165,11,6.67,12,7.27,16,9.7,15,9.09,13019
13,20,166,14,8.43,19,11.45,16,9.64,25,15.06,13020
13,21,227,20,8.81,40,17.62,25,11.01,20,8.81,13021
13,22,210,8,3.81,14,6.67,10,4.76,13,6.19,13022
13,23,155,9,5.81,14,9.03,13,8.39,15,9.68,13023
13,24,194,7,3.61,15,7.73,9,4.64,21,10.82,13024
13,25,142,13,9.15,23,16.2,19,13.38,36,25.35,13025
13,26,126,8,6.35,16,12.7,8,6.35,17,13.49,13026
13,27,215,26,12.09,16,7.44,30,13.95,16,7.44,13027
13,28,124,13,10.48,15,12.1,18,14.52,17,13.71,13028
13,29,158,12,7.59,15,9.49,24,15.19,18,11.39,13029
13,30,191,16,8.38,22,11.52,12,6.28,22,11.52,13030
13,31,216,14,6.48,21,9.72,27,12.5,23,10.65,13031
13,32,181,27,14.92,41,22.65,22,12.15,20,11.05,13032
13,33,160,20,12.5,11,6.88,17,10.63,25,15.63,13033
13,34,171,6,3.51,19,11.11,20,11.7,15,8.77,13034
13,35,225,8,3.56,13,5.78,12,5.33,9,4.0,13035
13,36,107,10,9.35,5,4.67,16,14.95,16,14.95,13036
13,37,129,7,5.43,12,9.3,12,9.3,21,16.28,13037
13,38,207,15,7.25,21,10.14,28,13.53,18,8.7,13038
13,39,168,11,6.55,11,6.55,16,9.52,18,10.71,13039
13,40,195,16,8.21,21,10.77,20,10.26,26,13.33,13040
13,41,192,12,6.25,10,5.21,13,6.77,15,7.81,13041
13,42,218,14,6.42,20,9.17,17,7.8,22,10.09,13042
13,43,150,6,4.0,12,8.0,12,8.0,10,6.67,13043
13,44,315,8,2.54,4,1.27,8,2.54,9,2.86,13044
13,45,282,16,5.67,28,9.93,27,9.57,18,6.38,13045
13,46,181,13,7.18,15,8.29,12,6.63,13,7.18,13046
13,47,161,8,4.97,10,6.21,11,6.83,24,14.91,13047
13,48,220,11,5.0,17,7.73,25,11.36,30,13.64,13048
13,49,242,4,1.65,12,4.96,23,9.5,17,7.02,13049
13,50,294,13,4.42,9,3.06,16,5.44,10,3.4,13050
14,1,101,11,10.89,11,10.89,11,10.89,15,14.85,14001
14,2,121,12,9.92,25,20.66,16,13.22,23,19.01,14002
14,3,165,17,10.3,21,12.73,9,5.45,32,19.39,14003
14,4,107,8,7.48,16,14.95,10,9.35,17,15.89,14004
14,5,177,15,8.47,23,12.99,12,6.78,24,13.56,14005
14,6,121,9,7.44,26,21.49,10,8.26,25,20.66,14006
14,7,118,10,8.47,10,8.47,12,10.17,14,11.86,14007
14,8,89,4,4.49,14,15.73,10,11.24,10,11.24,14008
14,9,143,18,12.59,18,12.59,19,13.29,15,10.49,14009
14,10,121,10,8.26,22,18.18,9,7.44,14,11.57,14010
14,11,110,7,6.36,8,7.27,8,7.27,14,12.73,14011
14,12,114,8,7.02,13,11.4,8,7.02,9,7.89,14012
14,13,184,15,8.15,34,18.48,12,6.52,23,12.5,14013
14,14,94,6,6.38,7,7.45,5,5.32,13,13.83,14014
14,15,148,14,9.46,14,9.46,12,8.11,20,13.51,14015
14,16,111,6,5.41,12,10.81,7,6.31,34,30.63,14016
14,17,135,7,5.19,7,5.19,7,5.19,15,11.11,14017
14,18,111,8,7.21,29,26.13,8,7.21,26,23.42,14018
14,19,175,7,4.0,24,13.71,7,4.0,25,14.29,14019
14,20,108,7,6.48,16,14.81,10,9.26,18,16.67,14020
14,21,148,8,5.41,5,3.38,6,4.05,8,5.41,14021
14,22,148,7,4.73,10,6.76,9,6.08,21,14.19,14022
14,23,128,10,7.81,15,11.72,8,6.25,23,17.97,14023
14,24,72,3,4.17,6,8.33,7,9.72,13,18.06,14024
14,25,145,10,6.9,24,16.55,20,13.79,26,17.93,14025
14,26,151,22,14.57,24,15.89,17,11.26,29,19.21,14026
14,27,146,16,10.96,35,23.97,21,14.38,18,12.33,14027
14,28,134,9,6.72,19,14.18,19,14.18,22,16.42,14028
14,29,149,8,5.37,18,12.08,14,9.4,22,14.77,14029
14,30,100,12,12.0,8,8.0,8,8.0,12,12.0,14030
14,31,128,8,6.25,7,5.47,5,3.91,9,7.03,14031
14,32,102,3,2.94,15,14.71,17,16.67,8,7.84,14032
14,33,106,4,3.77,10,9.43,4,3.77,13,12.26,14033
14,34,133,6,4.51,10,7.52,10,7.52,8,6.02,14034
14,35,101,10,9.9,7,6.93,12,11.88,7,6.93,14035
15,1,77,13,16.88,17,22.08,13,16.88,12,15.58,15001
15,2,104,17,16.35,41,39.42,11,10.58,17,16.35,15002
15,3,88,12,13.64,35,39.77,14,15.91,19,21.59,15003
15,4,91,11,12.09,37,40.66,18,19.78,5,5.49,15004
15,5,91,12,13.19,35,38.46,14,15.38,14,15.38,15005
15,6,86,18,20.93,22,25.58,12,13.95,15,17.44,15006
15,7,94,11,11.7,42,44.68,15,15.96,16,17.02,15007
15,8,134,11,8.21,41,30.6,25,18.66,29,21.64,15008
15,9,114,12,10.53,41,35.96,17,14.91,17,14.91,15009
15,10,79,12,15.19,16,20.25,11,13.92,16,20.25,15010
15,11,101,19,18.81,38,37.62,15,14.85,19,18.81,15011
15,12,53,7,13.21,19,35.85,9,16.98,10,18.87,15012
15,13,53,8,15.09,13,24.53,11,20.75,14,26.42,15013
15,14,124,17,13.71,29,23.39,15,12.1,25,20.16,15014
15,15,68,8,11.76,20,29.41,13,19.12,14,20.59,15015
15,16,58,3,5.17,17,29.31,8,13.79,17,29.31,15016
15,17,108,8,7.41,55,50.93,11,10.19,16,14.81,15017
15,18,71,5,7.04,26,36.62,13,18.31,10,14.08,15018
15,19,105,16,15.24,27,25.71,22,20.95,20,19.05,15019
15,20,97,9,9.28,44,45.36,18,18.56,15,15.46,15020
15,21,112,13,11.61,41,36.61,24,21.43,16,14.29,15021
15,22,112,9,8.04,42,37.5,24,21.43,19,16.96,15022
15,23,72,8,11.11,31,43.06,12,16.67,11,15.28,15023
15,24,114,14,12.28,34,29.82,21,18.42,25,21.93,15024
15,25,68,12,17.65,15,22.06,10,14.71,13,19.12,15025
15,26,91,13,14.29,47,51.65,10,10.99,13,14.29,15026
15,27,76,4,5.26,29,38.16,16,21.05,11,14.47,15027
15,28,89,7,7.87,22,24.72,19,21.35,16,17.98,15028
15,29,47,7,14.89,19,40.43,10,21.28,6,12.77,15029
15,30,82,14,17.07,31,37.8,12,14.63,11,13.41,15030
15,31,99,14,14.14,41,41.41,21,21.21,9,9.09,15031
15,32,82,4,4.88,18,21.95,14,17.07,24,29.27,15032
15,33,72,7,9.72,41,56.94,14,19.44,3,4.17,15033
15,34,81,12,14.81,34,41.98,11,13.58,10,12.35,15034
15,35,115,17,14.78,43,37.39,22,19.13,17,14.78,15035
15,36,86,10,11.63,34,39.53,5,5.81,18,20.93,15036
15,37,90,10,11.11,46,51.11,7,7.78,14,15.56,15037
15,38,91,16,17.58,31,34.07,14,15.38,17,18.68,15038
15,39,123,15,12.2,63,51.22,13,10.57,11,8.94,15039
15,40,115,13,11.3,46,40.0,18,15.65,20,17.39,15040
15,41,131,19,14.5,56,42.75,16,12.21,15,11.45,15041
15,42,58,6,10.34,24,41.38,10,17.24,8,13.79,15042
15,43,94,9,9.57,47,50.0,15,15.96,14,14.89,15043
15,44,83,16,19.28,19,22.89,13,15.66,16,19.28,15044
15,45,51,5,9.8,11,21.57,12,23.53,13,25.49,15045
15,46,77,8,10.39,24,31.17,15,19.48,9,11.69,15046
15,47,114,13,11.4,47,41.23,18,15.79,11,9.65,15047
15,48,79,6,7.59,26,32.91,22,27.85,13,16.46,15048
15,49,59,3,5.08,19,32.2,10,16.95,13,22.03,15049
15,50,89,12,13.48,29,32.58,21,23.6,12,13.48,15050
15,51,69,4,5.8,37,53.62,16,23.19,6,8.7,15051
15,52,63,11,17.46,28,44.44,8,12.7,7,11.11,15052
16,1,60,4,6.67,24,40.0,9,15.0,15,25.0,16001
16,2,77,8,10.39,29,37.66,14,18.18,10,12.99,16002
16,3,112,11,9.82,52,46.43,10,8.93,9,8.04,16003
16,4,64,8,12.5,24,37.5,9,14.06,14,21.88,16004
16,5,108,6,5.56,50,46.3,13,12.04,22,20.37,16005
16,6,44,7,15.91,11,25.0,9,20.45,9,20.45,16006
16,7,84,13,15.48,35,41.67,6,7.14,16,19.05,16007
16,8,94,9,9.57,25,26.6,21,22.34,16,17.02,16008
16,9,167,11,6.59,82,49.1,26,15.57,28,16.77,16009
16,10,75,8,10.67,24,32.0,16,21.33,13,17.33,16010
16,11,94,7,7.45,35,37.23,23,24.47,10,10.64,16011
16,12,76,12,15.79,28,36.84,9,11.84,16,21.05,16012
16,13,72,10,13.89,17,23.61,7,9.72,21,29.17,16013
16,14,113,11,9.73,52,46.02,22,19.47,14,12.39,16014
16,15,128,14,10.94,54,42.19,17,13.28,9,7.03,16015
16,16,127,14,11.02,60,47.24,24,18.9,14,11.02,16016
16,17,99,10,10.1,24,24.24,7,7.07,29,29.29,16017
16,18,97,15,15.46,33,34.02,15,15.46,12,12.37,16018
16,19,83,7,8.43,30,36.14,14,16.87,18,21.69,16019
16,20,116,13,11.21,59,50.86,13,11.21,10,8.62,16020
16,21,70,18,25.71,13,18.57,5,7.14,18,25.71,16021
16,22,92,14,15.22,39,42.39,12,13.04,13,14.13,16022
16,23,71,8,11.27,22,30.99,13,18.31,15,21.13,16023
16,24,69,7,10.14,29,42.03,7,10.14,16,23.19,16024
16,25,81,8,9.88,28,34.57,11,13.58,8,9.88,16025
16,26,98,10,10.2,40,40.82,18,18.37,16,16.33,16026
16,27,161,20,12.42,78,48.45,19,11.8,24,14.91,16027
16,28,132,19,14.39,60,45.45,22,16.67,17,12.88,16028
16,29,70,5,7.14,32,45.71,9,12.86,15,21.43,16029
16,30,65,4,6.15,30,46.15,9,13.85,13,20.0,16030
16,31,118,9,7.63,56,47.46,15,12.71,17,14.41,16031
16,32,97,9,9.28,17,17.53,16,16.49,23,23.71,16032
16,33,98,11,11.22,44,44.9,14,14.29,12,12.24,16033
16,34,101,11,10.89,44,43.56,12,11.88,14,13.86,16034
16,35,68,11,16.18,9,13.24,8,11.76,20,29.41,16035
16,36,110,10,9.09,37,33.64,29,26.36,16,14.55,16036
16,37,66,5,7.58,23,34.85,16,24.24,12,18.18,16037
16,38,120,9,7.5,47,39.17,25,20.83,14,11.67,16038
16,39,72,6,8.33,20,27.78,11,15.28,12,16.67,16039
16,40,130,18,13.85,46,35.38,15,11.54,20,15.38,16040
16,41,56,8,14.29,18,32.14,11,19.64,6,10.71,16041
16,42,81,11,13.58,11,13.58,20,24.69,11,13.58,16042
16,43,142,14,9.86,79,55.63,17,11.97,15,10.56,16043
16,44,92,11,11.96,29,31.52,17,18.48,15,16.3,16044
16,45,72,9,12.5,26,36.11,15,20.83,9,12.5,16045
16,46,34,1,2.94,15,44.12,10,29.41,4,11.76,16046
17,1,80,11,13.75,23,28.75,18,22.5,11,13.75,17001
17,2,109,20,18.35,48,44.04,9,8.26,13,11.93,17002
17,3,91,16,17.58,25,27.47,15,16.48,17,18.68,17003
17,4,199,35,17.59,48,24.12,34,17.09,39,19.6,17004
17,5,101,17,16.83,31,30.69,13,12.87,24,23.76,17005
17,6,97,17,17.53,32,32.99,14,14.43,12,12.37,17006
17,7,169,24,14.2,88,52.07,17,10.06,20,11.83,17007
17,8,116,15,12.93,33,28.45,16,13.79,23,19.83,17008
17,9,91,17,18.68,32,35.16,19,20.88,7,7.69,17009
17,10,133,17,12.78,72,54.14,12,9.02,10,7.52,17010
