ward,precinct,total,Eileen Mary Brewer,Eileen Mary Brewer Percent,Joy Virginia Cunningham,Joy Virginia Cunningham Percent,James Michael Bailey,James Michael Bailey Percent,Barbara Ann Riley,Barbara Ann Riley Percent,precinct_id
48,38,185,34,18.38,68,36.76,16,8.65,28,15.14,48038
48,39,95,19,20.0,24,25.26,14,14.74,17,17.89,48039
48,40,62,8,12.9,17,27.42,5,8.06,7,11.29,48040
48,41,66,16,24.24,19,28.79,9,13.64,11,16.67,48041
48,42,94,15,15.96,46,48.94,4,4.26,9,9.57,48042
48,43,129,29,22.48,44,34.11,8,6.2,16,12.4,48043
48,44,83,22,26.51,31,37.35,6,7.23,10,12.05,48044
48,45,88,22,25.0,23,26.14,10,11.36,12,13.64,48045
48,46,80,14,17.5,30,37.5,14,17.5,14,17.5,48046
48,47,84,12,14.29,29,34.52,8,9.52,22,26.19,48047
48,48,109,17,15.6,45,41.28,5,4.59,17,15.6,48048
48,49,38,3,7.89,16,42.11,4,10.53,4,10.53,48049
48,50,162,30,18.52,63,38.89,14,8.64,25,15.43,48050
48,51,178,30,16.85,70,39.33,17,9.55,27,15.17,48051
48,52,62,16,25.81,18,29.03,5,8.06,8,12.9,48052
48,53,85,23,27.06,17,20.0,12,14.12,10,11.76,48053
48,54,76,12,15.79,25,32.89,8,10.53,10,13.16,48054
48,55,51,10,19.61,10,19.61,8,15.69,12,23.53,48055
48,56,114,20,17.54,22,19.3,11,9.65,23,20.18,48056
49,1,110,13,11.82,49,44.55,10,9.09,18,16.36,49001
49,2,172,32,18.6,70,40.7,11,6.4,26,15.12,49002
49,3,75,11,14.67,30,40.0,8,10.67,10,13.33,49003
49,4,58,8,13.79,23,39.66,4,6.9,11,18.97,49004
49,5,132,19,14.39,43,32.58,11,8.33,27,20.45,49005
49,6,100,20,20.0,44,44.0,5,5.0,15,15.0,49006
49,7,85,9,10.59,43,50.59,7,8.24,13,15.29,49007
49,8,100,20,20.0,35,35.0,7,7.0,17,17.0,49008
49,9,99,13,13.13,39,39.39,6,6.06,19,19.19,49009
49,10,81,10,12.35,50,61.73,4,4.94,8,9.88,49010
49,11,83,10,12.05,33,39.76,13,15.66,14,16.87,49011
49,12,101,12,11.88,48,47.52,8,7.92,13,12.87,49012
49,13,128,19,14.84,68,53.13,6,4.69,12,9.38,49013
49,14,92,11,11.96,42,45.65,6,6.52,14,15.22,49014
49,15,58,9,15.52,24,41.38,3,5.17,8,13.79,49015
49,16,54,9,16.67,18,33.33,4,7.41,13,24.07,49016
49,17,11,2,18.18,3,27.27,1,9.09,3,27.27,49017
49,18,65,13,20.0,30,46.15,5,7.69,6,9.23,49018
49,19,80,9,11.25,40,50.0,3,3.75,13,16.25,49019
49,20,133,24,18.05,45,33.83,10,7.52,34,25.56,49020
49,21,44,8,18.18,19,43.18,5,11.36,7,15.91,49021
49,22,106,20,18.87,46,43.4,6,5.66,14,13.21,49022
49,23,91,16,17.58,36,39.56,11,12.09,13,14.29,49023
49,24,118,25,21.19,44,37.29,7,5.93,10,8.47,49024
49,25,108,18,16.67,47,43.52,7,6.48,15,13.89,49025
49,26,79,13,16.46,29,36.71,6,7.59,11,13.92,49026
49,27,97,11,11.34,36,37.11,18,18.56,14,14.43,49027
49,28,97,16,16.49,41,42.27,13,13.4,15,15.46,49028
49,29,86,10,11.63,36,41.86,5,5.81,17,19.77,49029
49,30,99,21,21.21,38,38.38,10,10.1,16,16.16,49030
49,31,83,9,10.84,36,43.37,9,10.84,12,14.46,49031
49,32,69,8,11.59,32,46.38,5,7.25,7,10.14,49032
49,33,94,11,11.7,38,40.43,6,6.38,19,20.21,49033
49,34,76,17,22.37,34,44.74,4,5.26,14,18.42,49034
49,35,137,25,18.25,46,33.58,10,7.3,20,14.6,49035
49,36,119,14,11.76,52,43.7,17,14.29,11,9.24,49036
49,37,96,16,16.67,37,38.54,10,10.42,17,17.71,49037
49,38,79,8,10.13,34,43.04,13,16.46,12,15.19,49038
49,39,81,13,16.05,30,37.04,9,11.11,10,12.35,49039
49,40,83,11,13.25,26,31.33,7,8.43,16,19.28,49040
49,41,92,14,15.22,37,40.22,10,10.87,13,14.13,49041
49,42,98,20,20.41,38,38.78,7,7.14,16,16.33,49042
50,1,151,22,14.57,36,23.84,17,11.26,24,15.89,50001
50,2,132,22,16.67,29,21.97,11,8.33,21,15.91,50002
50,3,86,18,20.93,30,34.88,7,8.14,8,9.3,50003
50,4,97,16,16.49,20,20.62,15,15.46,14,14.43,50004
50,5,83,11,13.25,22,26.51,7,8.43,13,15.66,50005
50,6,119,18,15.13,29,24.37,19,15.97,22,18.49,50006
50,7,151,19,12.58,52,34.44,18,11.92,17,11.26,50007
50,8,75,13,17.33,19,25.33,12,16.0,15,20.0,50008
50,9,94,13,13.83,27,28.72,7,7.45,21,22.34,50009
50,10,66,12,18.18,18,27.27,4,6.06,12,18.18,50010
50,11,74,16,21.62,18,24.32,5,6.76,10,13.51,50011
50,12,92,12,13.04,16,17.39,17,18.48,12,13.04,50012
50,13,110,14,12.73,35,31.82,13,11.82,17,15.45,50013
50,14,66,7,10.61,20,30.3,5,7.58,13,19.7,50014
50,15,136,23,16.91,51,37.5,11,8.09,17,12.5,50015
50,16,88,16,18.18,22,25.0,7,7.95,10,11.36,50016
50,17,68,9,13.24,12,17.65,9,13.24,12,17.65,50017
50,18,83,18,21.69,19,22.89,10,12.05,11,13.25,50018
50,19,93,15,16.13,25,26.88,12,12.9,9,9.68,50019
50,20,80,12,15.0,29,36.25,8,10.0,8,10.0,50020
50,21,118,21,17.8,35,29.66,9,7.63,12,10.17,50021
50,22,93,8,8.6,27,29.03,16,17.2,15,16.13,50022
50,23,63,6,9.52,18,28.57,8,12.7,9,14.29,50023
50,24,91,11,12.09,22,24.18,17,18.68,7,7.69,50024
50,25,83,8,9.64,14,16.87,8,9.64,14,16.87,50025
50,26,57,3,5.26,13,22.81,9,15.79,13,22.81,50026
50,27,55,10,18.18,12,21.82,8,14.55,5,9.09,50027
50,28,74,16,21.62,16,21.62,11,14.86,12,16.22,50028
50,29,102,22,21.57,18,17.65,14,13.73,24,23.53,50029
50,30,87,10,11.49,19,21.84,8,9.2,15,17.24,50030
50,31,45,11,24.44,11,24.44,6,13.33,5,11.11,50031
50,32,81,17,20.99,23,28.4,10,12.35,17,20.99,50032
50,33,63,6,9.52,16,25.4,6,9.52,11,17.46,50033
50,34,56,9,16.07,16,28.57,4,7.14,10,17.86,50034
50,35,143,21,14.69,55,38.46,14,9.79,18,12.59,50035
50,36,109,19,17.43,43,39.45,9,8.26,14,12.84,50036
50,37,126,22,17.46,34,26.98,13,10.32,18,14.29,50037
50,38,127,25,19.69,29,22.83,10,7.87,15,11.81,50038
50,39,99,15,15.15,31,31.31,7,7.07,14,14.14,50039
50,40,79,14,17.72,17,21.52,7,8.86,11,13.92,50040
50,41,107,17,15.89,35,32.71,12,11.21,10,9.35,50041
50,42,126,19,15.08,44,34.92,7,5.56,22,17.46,50042
50,43,87,10,11.49,16,18.39,14,16.09,15,17.24,50043
50,44,80,10,12.5,15,18.75,12,15.0,9,11.25,50044
50,45,48,4,8.33,7,14.58,7,14.58,6,12.5,50045
