ward,precinct,total,Marguerite Anne Quinn,Marguerite Anne Quinn Percent,Martha A. Mills,Martha A. Mills Percent,Patrick W. ''Pat'' O'Brien,Patrick W. ''Pat'' O'Brien Percent,Thomas ''TJ'' Loftus,Thomas ''TJ'' Loftus Percent,Susan Mary Matyus,Susan Mary Matyus Percent,John Martin Stalmack,John Martin Stalmack Percent,Phyllis F. Ringer-Taylor,Phyllis F. Ringer-Taylor Percent,precinct_id
18,28,190,36,18.95,12,6.32,61,32.11,14,7.37,9,4.74,56,29.47,2,1.05,18028
18,29,172,18,10.47,20,11.63,43,25.0,16,9.3,3,1.74,40,23.26,32,18.6,18029
18,30,115,18,15.65,18,15.65,21,18.26,6,5.22,5,4.35,19,16.52,28,24.35,18030
18,31,130,24,18.46,14,10.77,34,26.15,6,4.62,4,3.08,16,12.31,32,24.62,18031
18,32,219,42,19.18,38,17.35,35,15.98,14,6.39,5,2.28,19,8.68,66,30.14,18032
18,33,140,24,17.14,21,15.0,23,16.43,16,11.43,5,3.57,20,14.29,31,22.14,18033
18,34,241,28,11.62,34,14.11,38,15.77,18,7.47,6,2.49,43,17.84,74,30.71,18034
18,35,203,30,14.78,22,10.84,27,13.3,11,5.42,6,2.96,57,28.08,50,24.63,18035
18,36,119,24,20.17,10,8.4,29,24.37,3,2.52,6,5.04,32,26.89,15,12.61,18036
18,37,115,15,13.04,20,17.39,24,20.87,5,4.35,2,1.74,22,19.13,27,23.48,18037
18,38,209,34,16.27,29,13.88,46,22.01,8,3.83,4,1.91,23,11.0,65,31.1,18038
18,39,122,20,16.39,12,9.84,39,31.97,7,5.74,7,5.74,21,17.21,16,13.11,18039
18,40,211,39,18.48,23,10.9,22,10.43,21,9.95,3,1.42,47,22.27,56,26.54,18040
18,41,167,25,14.97,8,4.79,54,32.34,11,6.59,6,3.59,50,29.94,13,7.78,18041
18,42,89,16,17.98,11,12.36,21,23.6,5,5.62,4,4.49,10,11.24,22,24.72,18042
18,43,102,21,20.59,14,13.73,25,24.51,9,8.82,7,6.86,12,11.76,14,13.73,18043
18,44,87,19,21.84,11,12.64,19,21.84,1,1.15,5,5.75,18,20.69,14,16.09,18044
18,45,194,27,13.92,33,17.01,30,15.46,21,10.82,6,3.09,28,14.43,49,25.26,18045
18,46,204,35,17.16,41,20.1,40,19.61,10,4.9,3,1.47,36,17.65,39,19.12,18046
18,47,116,20,17.24,12,10.34,26,22.41,4,3.45,3,2.59,25,21.55,26,22.41,18047
18,48,84,10,11.9,11,13.1,33,39.29,5,5.95,2,2.38,19,22.62,4,4.76,18048
18,49,122,19,15.57,18,14.75,26,21.31,6,4.92,4,3.28,30,24.59,19,15.57,18049
18,50,157,19,12.1,12,7.64,31,19.75,9,5.73,2,1.27,54,34.39,30,19.11,18050
18,51,215,44,20.47,25,11.63,32,14.88,9,4.19,2,0.93,46,21.4,57,26.51,18051
18,52,187,28,14.97,29,15.51,39,20.86,7,3.74,5,2.67,29,15.51,50,26.74,18052
18,53,128,27,21.09,17,13.28,19,14.84,15,11.72,2,1.56,17,13.28,31,24.22,18053
18,54,172,18,10.47,26,15.12,24,13.95,10,5.81,4,2.33,33,19.19,57,33.14,18054
18,55,155,24,15.48,8,5.16,53,34.19,9,5.81,11,7.1,40,25.81,10,6.45,18055
18,56,121,24,19.83,17,14.05,28,23.14,10,8.26,9,7.44,21,17.36,12,9.92,18056
18,57,137,16,11.68,10,7.3,32,23.36,2,1.46,7,5.11,54,39.42,16,11.68,18057
18,58,141,29,20.57,17,12.06,31,21.99,4,2.84,3,2.13,28,19.86,29,20.57,18058
18,59,108,11,10.19,18,16.67,11,10.19,5,4.63,3,2.78,32,29.63,28,25.93,18059
18,60,200,33,16.5,22,11.0,42,21.0,10,5.0,5,2.5,53,26.5,35,17.5,18060
18,61,168,30,17.86,25,14.88,35,20.83,11,6.55,8,4.76,29,17.26,30,17.86,18061
18,62,110,11,10.0,13,11.82,30,27.27,5,4.55,8,7.27,29,26.36,14,12.73,18062
19,1,253,39,15.42,6,2.37,58,22.92,62,24.51,5,1.98,81,32.02,2,0.79,19001
19,2,198,44,22.22,21,10.61,35,17.68,15,7.58,5,2.53,44,22.22,34,17.17,19002
19,3,194,38,,5,,73,,18,,4,,56,,0,,19003
19,4,196,47,23.98,6,3.06,69,35.2,19,9.69,6,3.06,46,23.47,3,1.53,19004
19,5,242,47,19.42,29,11.98,45,18.6,19,7.85,2,0.83,54,22.31,46,19.01,19005
19,6,175,40,22.86,4,2.29,65,37.14,19,10.86,5,2.86,39,22.29,3,1.71,19006
19,7,205,45,21.95,16,7.8,67,32.68,18,8.78,7,3.41,47,22.93,5,2.44,19007
19,8,164,31,,3,,47,,11,,3,,69,,0,,19008
19,9,148,32,21.62,10,6.76,49,33.11,18,12.16,5,3.38,31,20.95,3,2.03,19009
19,10,294,46,15.65,59,20.07,48,16.33,27,9.18,9,3.06,73,24.83,32,10.88,19010
19,11,248,36,14.52,6,2.42,69,27.82,55,22.18,6,2.42,70,28.23,6,2.42,19011
19,12,217,38,,7,,58,,18,,7,,89,,0,,19012
19,13,166,26,15.66,16,9.64,25,15.06,5,3.01,4,2.41,51,30.72,39,23.49,19013
19,14,148,26,,5,,44,,27,,7,,39,,0,,19014
19,15,142,31,21.83,11,7.75,47,33.1,11,7.75,4,2.82,37,26.06,1,0.7,19015
19,16,290,41,14.14,11,3.79,65,22.41,19,6.55,7,2.41,144,49.66,3,1.03,19016
19,17,234,42,,19,,54,,22,,9,,88,,0,,19017
19,18,283,58,20.49,34,12.01,41,14.49,20,7.07,9,3.18,103,36.4,18,6.36,19018
19,19,226,50,22.12,33,14.6,46,20.35,24,10.62,9,3.98,48,21.24,16,7.08,19019
19,20,179,40,22.35,24,13.41,29,16.2,12,6.7,8,4.47,32,17.88,34,18.99,19020
19,21,175,28,16.0,7,4.0,70,40.0,15,8.57,6,3.43,47,26.86,2,1.14,19021
19,22,248,40,16.13,33,13.31,51,20.56,21,8.47,9,3.63,78,31.45,16,6.45,19022
19,23,235,46,19.57,9,3.83,55,23.4,28,11.91,8,3.4,84,35.74,5,2.13,19023
19,24,192,34,17.71,7,3.65,60,31.25,26,13.54,3,1.56,59,30.73,3,1.56,19024
19,25,272,50,18.38,32,11.76,78,28.68,19,6.99,8,2.94,67,24.63,18,6.62,19025
19,26,246,37,15.04,53,21.54,46,18.7,21,8.54,5,2.03,74,30.08,10,4.07,19026
19,27,121,25,20.66,17,14.05,15,12.4,11,9.09,7,5.79,21,17.36,25,20.66,19027
19,28,230,43,18.7,32,13.91,30,13.04,15,6.52,6,2.61,38,16.52,66,28.7,19028
19,29,176,38,21.59,7,3.98,68,38.64,17,9.66,3,1.7,42,23.86,1,0.57,19029
19,30,182,37,20.33,5,2.75,68,37.36,10,5.49,6,3.3,50,27.47,6,3.3,19030
19,31,208,40,19.23,31,14.9,55,26.44,11,5.29,7,3.37,52,25.0,12,5.77,19031
19,32,281,43,15.3,6,2.14,75,26.69,18,6.41,9,3.2,122,43.42,8,2.85,19032
19,33,220,44,20.0,10,4.55,67,30.45,20,9.09,6,2.73,72,32.73,1,0.45,19033
19,34,228,51,22.37,32,14.04,62,27.19,20,8.77,7,3.07,47,20.61,9,3.95,19034
19,35,233,37,15.88,43,18.45,57,24.46,22,9.44,3,1.29,47,20.17,24,10.3,19035
19,36,134,26,19.4,21,15.67,32,23.88,8,5.97,2,1.49,16,11.94,29,21.64,19036
19,37,220,38,17.27,27,12.27,38,17.27,11,5.0,9,4.09,58,26.36,39,17.73,19037
19,38,91,18,19.78,20,21.98,14,15.38,6,6.59,4,4.4,6,6.59,23,25.27,19038
19,39,118,20,16.95,15,12.71,25,21.19,9,7.63,3,2.54,32,27.12,14,11.86,19039
19,40,197,35,17.77,33,16.75,39,19.8,18,9.14,12,6.09,51,25.89,9,4.57,19040
19,41,151,33,21.85,6,3.97,51,33.77,11,7.28,7,4.64,41,27.15,2,1.32,19041
19,42,155,27,17.42,26,16.77,28,18.06,10,6.45,6,3.87,29,18.71,29,18.71,19042
19,43,219,32,14.61,40,18.26,39,17.81,19,8.68,3,1.37,30,13.7,56,25.57,19043
19,44,167,27,16.17,10,5.99,59,35.33,17,10.18,9,5.39,44,26.35,1,0.6,19044
19,45,245,50,20.41,13,5.31,58,23.67,36,14.69,5,2.04,79,32.24,4,1.63,19045
19,46,303,51,16.83,11,3.63,80,26.4,47,15.51,7,2.31,103,33.99,4,1.32,19046
19,47,154,24,15.58,26,16.88,23,14.94,11,7.14,4,2.6,40,25.97,26,16.88,19047
19,48,163,20,12.27,16,9.82,22,13.5,5,3.07,4,2.45,67,41.1,29,17.79,19048
19,49,295,34,11.53,41,13.9,33,11.19,15,5.08,12,4.07,71,24.07,89,30.17,19049
19,50,211,44,20.85,29,13.74,33,15.64,10,4.74,2,0.95,53,25.12,40,18.96,19050
19,51,183,42,22.95,4,2.19,61,33.33,19,10.38,4,2.19,50,27.32,3,1.64,19051
19,52,130,37,28.46,7,5.38,41,31.54,12,9.23,3,2.31,29,22.31,1,0.77,19052
19,53,235,43,18.3,14,5.96,67,28.51,46,19.57,10,4.26,48,20.43,7,2.98,19053
19,54,153,29,18.95,7,4.58,70,45.75,22,14.38,5,3.27,18,11.76,2,1.31,19054
19,55,201,32,15.92,9,4.48,70,34.83,25,12.44,8,3.98,56,27.86,1,0.5,19055
19,56,266,46,17.29,38,14.29,55,20.68,24,9.02,8,3.01,63,23.68,32,12.03,19056
19,57,259,58,22.39,50,19.31,51,19.69,13,5.02,13,5.02,36,13.9,38,14.67,19057
19,58,225,42,18.67,6,2.67,51,22.67,15,6.67,10,4.44,98,43.56,3,1.33,19058
19,59,226,40,17.7,7,3.1,90,39.82,26,11.5,8,3.54,51,22.57,4,1.77,19059
19,60,199,25,12.56,18,9.05,26,13.07,13,6.53,7,3.52,37,18.59,73,36.68,19060
19,61,285,47,16.49,16,5.61,67,23.51,38,13.33,6,2.11,107,37.54,4,1.4,19061
19,62,226,38,16.81,10,4.42,49,21.68,20,8.85,5,2.21,97,42.92,7,3.1,19062
19,63,167,32,,18,,28,,10,,0,,54,,25,,19063
19,64,270,37,13.7,32,11.85,52,19.26,22,8.15,7,2.59,76,28.15,44,16.3,19064
19,65,181,38,20.99,17,9.39,42,23.2,12,6.63,7,3.87,30,16.57,35,19.34,19065
19,66,297,48,16.16,43,14.48,36,12.12,18,6.06,1,0.34,86,28.96,65,21.89,19066
19,67,42,8,,5,,16,,6,,1,,6,,0,,19067
20,1,126,19,15.08,22,17.46,36,28.57,7,5.56,4,3.17,19,15.08,19,15.08,20001
20,2,109,13,11.93,13,11.93,20,18.35,8,7.34,2,1.83,21,19.27,32,29.36,20002
20,3,108,21,19.44,15,13.89,19,17.59,9,8.33,5,4.63,19,17.59,20,18.52,20003
20,4,83,15,18.07,16,19.28,24,28.92,5,6.02,5,6.02,17,20.48,1,1.2,20004
20,5,77,21,27.27,10,12.99,18,23.38,5,6.49,2,2.6,8,10.39,13,16.88,20005
20,6,129,15,11.63,14,10.85,17,13.18,12,9.3,1,0.78,36,27.91,34,26.36,20006
20,7,58,10,17.24,10,17.24,17,29.31,5,8.62,2,3.45,5,8.62,9,15.52,20007
20,8,44,5,11.36,8,18.18,16,36.36,2,4.55,7,15.91,5,11.36,1,2.27,20008
20,9,111,23,20.72,15,13.51,21,18.92,5,4.5,6,5.41,12,10.81,29,26.13,20009
20,10,99,25,25.25,10,10.1,10,10.1,11,11.11,3,3.03,10,10.1,30,30.3,20010
20,11,78,11,14.1,9,11.54,27,34.62,5,6.41,2,2.56,13,16.67,11,14.1,20011
20,12,80,14,17.5,8,10.0,14,17.5,5,6.25,1,1.25,12,15.0,26,32.5,20012
20,13,112,22,19.64,18,16.07,26,23.21,5,4.46,2,1.79,23,20.54,16,14.29,20013
20,14,196,47,23.98,33,16.84,28,14.29,11,5.61,13,6.63,22,11.22,42,21.43,20014
20,15,78,13,16.67,8,10.26,23,29.49,4,5.13,9,11.54,8,10.26,13,16.67,20015
20,16,153,39,25.49,23,15.03,31,20.26,7,4.58,9,5.88,10,6.54,34,22.22,20016
20,17,93,21,22.58,18,19.35,23,24.73,3,3.23,6,6.45,6,6.45,16,17.2,20017
20,18,125,28,22.4,23,18.4,18,14.4,9,7.2,6,4.8,11,8.8,30,24.0,20018
20,19,87,17,19.54,9,10.34,19,21.84,8,9.2,4,4.6,8,9.2,22,25.29,20019
20,20,78,5,6.41,10,12.82,22,28.21,4,5.13,3,3.85,25,32.05,9,11.54,20020
20,21,43,11,,5,,14,,1,,8,,4,,0,,20021
20,22,138,20,14.49,10,7.25,25,18.12,12,8.7,3,2.17,22,15.94,46,33.33,20022
20,23,145,25,17.24,14,9.66,41,28.28,12,8.28,3,2.07,28,19.31,22,15.17,20023
20,24,116,24,20.69,17,14.66,24,20.69,6,5.17,1,0.86,15,12.93,29,25.0,20024
20,25,85,17,20.0,10,11.76,20,23.53,5,5.88,5,5.88,8,9.41,20,23.53,20025
20,26,151,42,27.81,12,7.95,35,23.18,7,4.64,6,3.97,12,7.95,37,24.5,20026
20,27,70,18,25.71,5,7.14,18,25.71,3,4.29,4,5.71,7,10.0,15,21.43,20027
20,28,142,15,10.56,21,14.79,17,11.97,5,3.52,6,4.23,59,41.55,19,13.38,20028
20,29,110,16,14.55,18,16.36,16,14.55,8,7.27,3,2.73,20,18.18,29,26.36,20029
20,30,135,31,22.96,16,11.85,17,12.59,7,5.19,7,5.19,33,24.44,24,17.78,20030
20,31,121,24,19.83,16,13.22,25,20.66,6,4.96,6,4.96,19,15.7,25,20.66,20031
20,32,116,26,22.41,19,16.38,32,27.59,2,1.72,6,5.17,11,9.48,20,17.24,20032
20,33,127,29,22.83,20,15.75,25,19.69,6,4.72,3,2.36,22,17.32,22,17.32,20033
20,34,140,18,12.86,27,19.29,22,15.71,9,6.43,9,6.43,22,15.71,33,23.57,20034
20,35,69,10,14.49,10,14.49,16,23.19,3,4.35,1,1.45,16,23.19,13,18.84,20035
20,36,103,16,15.53,16,15.53,15,14.56,10,9.71,3,2.91,14,13.59,29,28.16,20036
20,37,146,24,16.44,11,7.53,13,8.9,8,5.48,1,0.68,54,36.99,35,23.97,20037
20,38,23,10,,3,,5,,0,,0,,2,,3,,20038
20,39,98,17,17.35,13,13.27,17,17.35,2,2.04,4,4.08,15,15.31,30,30.61,20039
20,40,82,11,13.41,6,7.32,26,31.71,1,1.22,3,3.66,13,15.85,22,26.83,20040
20,41,37,10,27.03,7,18.92,10,27.03,2,5.41,1,2.7,3,8.11,4,10.81,20041
20,42,94,19,20.21,12,12.77,21,22.34,3,3.19,6,6.38,20,21.28,13,13.83,20042
20,43,33,8,24.24,5,15.15,7,21.21,1,3.03,2,6.06,6,18.18,4,12.12,20043
20,44,171,42,24.56,24,14.04,19,11.11,6,3.51,8,4.68,37,21.64,35,20.47,20044
20,45,92,17,18.48,4,4.35,24,26.09,4,4.35,3,3.26,8,8.7,32,34.78,20045
20,46,75,17,,9,,10,,4,,0,,21,,14,,20046
20,47,88,20,22.73,20,22.73,18,20.45,3,3.41,1,1.14,6,6.82,20,22.73,20047
20,48,58,7,12.07,4,6.9,5,8.62,6,10.34,4,6.9,13,22.41,19,32.76,20048
20,49,106,23,21.7,11,10.38,16,15.09,4,3.77,1,0.94,40,37.74,11,10.38,20049
20,50,74,14,,6,,9,,5,,0,,14,,26,,20050
21,1,266,47,17.67,28,10.53,27,10.15,11,4.14,13,4.89,76,28.57,64,24.06,21001
21,2,160,30,18.75,25,15.63,36,22.5,13,8.13,4,2.5,10,6.25,42,26.25,21002
21,3,163,27,16.56,21,12.88,31,19.02,10,6.13,3,1.84,39,23.93,32,19.63,21003
21,4,182,38,20.88,23,12.64,24,13.19,8,4.4,6,3.3,40,21.98,43,23.63,21004
21,5,156,33,21.15,13,8.33,28,17.95,7,4.49,2,1.28,34,21.79,39,25.0,21005
21,6,127,30,23.62,20,15.75,25,19.69,8,6.3,3,2.36,17,13.39,24,18.9,21006
21,7,155,38,24.52,14,9.03,26,16.77,12,7.74,5,3.23,26,16.77,34,21.94,21007
21,8,203,47,23.15,38,18.72,40,19.7,7,3.45,3,1.48,25,12.32,43,21.18,21008
21,9,189,36,19.05,29,15.34,36,19.05,10,5.29,6,3.17,28,14.81,44,23.28,21009
21,10,126,37,29.37,11,8.73,18,14.29,7,5.56,4,3.17,21,16.67,28,22.22,21010
21,11,191,36,18.85,25,13.09,30,15.71,8,4.19,4,2.09,45,23.56,43,22.51,21011
21,12,167,29,17.37,19,11.38,21,12.57,14,8.38,5,2.99,27,16.17,52,31.14,21012
21,13,94,15,15.96,12,12.77,26,27.66,3,3.19,5,5.32,6,6.38,27,28.72,21013
21,14,149,24,16.11,12,8.05,23,15.44,9,6.04,3,2.01,53,35.57,25,16.78,21014
21,15,136,25,18.38,20,14.71,23,16.91,2,1.47,4,2.94,34,25.0,28,20.59,21015
21,16,159,31,19.5,20,12.58,33,20.75,4,2.52,4,2.52,28,17.61,39,24.53,21016
21,17,152,27,17.76,25,16.45,28,18.42,7,4.61,4,2.63,27,17.76,34,22.37,21017
21,18,161,23,14.29,16,9.94,18,11.18,5,3.11,4,2.48,62,38.51,33,20.5,21018
21,19,124,18,14.52,14,11.29,31,25.0,6,4.84,6,4.84,20,16.13,29,23.39,21019
21,20,93,21,22.58,13,13.98,17,18.28,8,8.6,3,3.23,6,6.45,25,26.88,21020
21,21,196,29,14.8,30,15.31,33,16.84,7,3.57,3,1.53,57,29.08,37,18.88,21021
21,22,172,32,18.6,16,9.3,26,15.12,12,6.98,8,4.65,50,29.07,28,16.28,21022
21,23,132,27,20.45,23,17.42,13,9.85,5,3.79,3,2.27,24,18.18,37,28.03,21023
21,24,172,39,22.67,26,15.12,25,14.53,5,2.91,5,2.91,39,22.67,33,19.19,21024
21,25,148,25,16.89,20,13.51,12,8.11,6,4.05,4,2.7,46,31.08,35,23.65,21025
21,26,131,14,10.69,24,18.32,28,21.37,4,3.05,4,3.05,25,19.08,32,24.43,21026
21,27,206,41,19.9,28,13.59,32,15.53,7,3.4,3,1.46,43,20.87,52,25.24,21027
21,28,136,37,27.21,14,10.29,19,13.97,8,5.88,6,4.41,12,8.82,40,29.41,21028
21,29,89,18,20.22,10,11.24,27,30.34,4,4.49,2,2.25,14,15.73,14,15.73,21029
21,30,131,40,30.53,21,16.03,21,16.03,4,3.05,2,1.53,15,11.45,28,21.37,21030
21,31,215,40,18.6,28,13.02,38,17.67,12,5.58,4,1.86,34,15.81,59,27.44,21031
21,32,147,20,13.61,18,12.24,27,18.37,8,5.44,2,1.36,28,19.05,44,29.93,21032
21,33,159,32,20.13,17,10.69,15,9.43,6,3.77,4,2.52,42,26.42,43,27.04,21033
21,34,211,46,21.8,33,15.64,26,12.32,7,3.32,8,3.79,20,9.48,71,33.65,21034
21,35,100,14,14.0,17,17.0,20,20.0,8,8.0,1,1.0,21,21.0,19,19.0,21035
21,36,139,28,20.14,19,13.67,35,25.18,12,8.63,4,2.88,18,12.95,23,16.55,21036
21,37,100,20,20.0,19,19.0,17,17.0,9,9.0,1,1.0,14,14.0,20,20.0,21037
21,38,157,20,12.74,25,15.92,36,22.93,4,2.55,3,1.91,38,24.2,31,19.75,21038
21,39,135,27,20.0,17,12.59,22,16.3,10,7.41,8,5.93,18,13.33,33,24.44,21039
21,40,186,40,21.51,29,15.59,25,13.44,11,5.91,5,2.69,21,11.29,55,29.57,21040
21,41,131,25,19.08,19,14.5,29,22.14,8,6.11,4,3.05,7,5.34,39,29.77,21041
21,42,170,33,,25,,21,,11,,0,,33,,47,,21042
21,43,130,26,20.0,21,16.15,24,18.46,5,3.85,3,2.31,15,11.54,36,27.69,21043
21,44,147,43,29.25,26,17.69,25,17.01,12,8.16,6,4.08,12,8.16,23,15.65,21044
21,45,124,27,21.77,15,12.1,20,16.13,10,8.06,2,1.61,15,12.1,35,28.23,21045
21,46,101,17,16.83,6,5.94,21,20.79,5,4.95,5,4.95,20,19.8,27,26.73,21046
21,47,222,41,18.47,34,15.32,31,13.96,11,4.95,11,4.95,29,13.06,65,29.28,21047
21,48,211,36,17.06,34,16.11,38,18.01,17,8.06,4,1.9,28,13.27,54,25.59,21048
21,49,227,52,22.91,35,15.42,31,13.66,17,7.49,6,2.64,44,19.38,42,18.5,21049
21,50,140,35,25.0,20,14.29,21,15.0,8,5.71,4,2.86,20,14.29,32,22.86,21050
21,51,174,34,19.54,31,17.82,27,15.52,6,3.45,5,2.87,32,18.39,39,22.41,21051
21,52,173,33,19.08,35,20.23,39,22.54,4,2.31,2,1.16,23,13.29,37,21.39,21052
21,53,109,18,16.51,17,15.6,19,17.43,9,8.26,7,6.42,12,11.01,27,24.77,21053
21,54,174,33,18.97,27,15.52,23,13.22,7,4.02,6,3.45,24,13.79,54,31.03,21054
21,55,174,36,20.69,27,15.52,36,20.69,11,6.32,2,1.15,10,5.75,52,29.89,21055
21,56,125,38,30.4,17,13.6,29,23.2,8,6.4,2,1.6,3,2.4,28,22.4,21056
21,57,133,25,18.8,15,11.28,25,18.8,10,7.52,6,4.51,22,16.54,30,22.56,21057
21,58,136,33,24.26,18,13.24,25,18.38,4,2.94,4,2.94,29,21.32,23,16.91,21058
21,59,212,36,16.98,26,12.26,26,12.26,11,5.19,6,2.83,49,23.11,58,27.36,21059
21,60,179,45,25.14,22,12.29,31,17.32,15,8.38,5,2.79,21,11.73,40,22.35,21060
21,61,157,35,22.29,17,10.83,39,24.84,10,6.37,3,1.91,20,12.74,33,21.02,21061
21,62,177,36,20.34,35,19.77,24,13.56,13,7.34,6,3.39,26,14.69,37,20.9,21062
21,63,166,25,15.06,22,13.25,19,11.45,7,4.22,2,1.2,55,33.13,36,21.69,21063
21,64,95,23,24.21,12,12.63,17,17.89,4,4.21,6,6.32,10,10.53,23,24.21,21064
21,65,248,47,18.95,38,15.32,23,9.27,9,3.63,10,4.03,59,23.79,62,25.0,21065
21,66,122,20,16.39,21,17.21,28,22.95,7,5.74,6,4.92,14,11.48,26,21.31,21066
21,67,150,30,20.0,22,14.67,36,24.0,8,5.33,8,5.33,14,9.33,32,21.33,21067
21,68,163,40,24.54,25,15.34,21,12.88,6,3.68,3,1.84,36,22.09,32,19.63,21068
21,69,133,27,20.3,24,18.05,34,25.56,3,2.26,4,3.01,16,12.03,25,18.8,21069
21,70,170,32,18.82,34,20.0,28,16.47,13,7.65,6,3.53,28,16.47,29,17.06,21070
21,71,129,24,18.6,22,17.05,20,15.5,11,8.53,4,3.1,20,15.5,28,21.71,21071
21,72,141,27,19.15,26,18.44,34,24.11,5,3.55,3,2.13,12,8.51,34,24.11,21072
21,73,200,31,15.5,33,16.5,33,16.5,11,5.5,13,6.5,38,19.0,41,20.5,21073
21,74,56,11,19.64,9,16.07,11,19.64,4,7.14,2,3.57,11,19.64,8,14.29,21074
22,1,69,12,17.39,15,21.74,15,21.74,2,2.9,10,14.49,7,10.14,8,11.59,22001
22,2,57,11,19.3,13,22.81,18,31.58,4,7.02,6,10.53,1,1.75,4,7.02,22002
22,3,109,16,14.68,30,27.52,32,29.36,5,4.59,9,8.26,11,10.09,6,5.5,22003
22,4,88,16,18.18,25,28.41,21,23.86,7,7.95,6,6.82,9,10.23,4,4.55,22004
22,5,97,19,19.59,36,37.11,27,27.84,2,2.06,5,5.15,6,6.19,2,2.06,22005
22,6,102,14,,52,,21,,0,,6,,5,,4,,22006
22,7,111,23,20.72,18,16.22,18,16.22,5,4.5,1,0.9,13,11.71,33,29.73,22007
22,8,72,17,,18,,19,,0,,12,,2,,4,,22008
22,9,103,18,17.48,24,23.3,29,28.16,5,4.85,16,15.53,7,6.8,4,3.88,22009
22,10,79,11,13.92,17,21.52,19,24.05,10,12.66,10,12.66,9,11.39,3,3.8,22010
22,11,66,16,24.24,11,16.67,17,25.76,4,6.06,8,12.12,7,10.61,3,4.55,22011
22,12,78,18,23.08,16,20.51,26,33.33,2,2.56,10,12.82,4,5.13,2,2.56,22012
22,13,99,25,25.25,20,20.2,30,30.3,4,4.04,9,9.09,5,5.05,6,6.06,22013
22,14,67,13,19.4,13,19.4,18,26.87,8,11.94,5,7.46,2,2.99,8,11.94,22014
22,15,81,12,14.81,23,28.4,20,24.69,4,4.94,11,13.58,5,6.17,6,7.41,22015
22,16,107,24,22.43,38,35.51,24,22.43,4,3.74,9,8.41,5,4.67,3,2.8,22016
22,17,91,13,14.29,27,29.67,26,28.57,7,7.69,12,13.19,4,4.4,2,2.2,22017
22,18,95,14,14.74,28,29.47,17,17.89,7,7.37,12,12.63,10,10.53,7,7.37,22018
22,19,88,17,19.32,18,20.45,23,26.14,9,10.23,2,2.27,7,7.95,12,13.64,22019
22,20,125,31,24.8,39,31.2,39,31.2,2,1.6,7,5.6,2,1.6,5,4.0,22020
22,21,137,25,,35,,24,,12,,0,,7,,34,,22021
22,22,67,12,17.91,25,37.31,11,16.42,5,7.46,8,11.94,3,4.48,3,4.48,22022
22,23,90,21,23.33,21,23.33,19,21.11,2,2.22,7,7.78,11,12.22,9,10.0,22023
22,24,67,17,25.37,17,25.37,19,28.36,4,5.97,6,8.96,2,2.99,2,2.99,22024
22,25,73,12,16.44,19,26.03,17,23.29,6,8.22,10,13.7,6,8.22,3,4.11,22025
22,26,74,11,14.86,12,16.22,30,40.54,3,4.05,11,14.86,3,4.05,4,5.41,22026
22,27,99,15,15.15,26,26.26,26,26.26,3,3.03,10,10.1,11,11.11,8,8.08,22027
22,28,56,19,33.93,8,14.29,21,37.5,1,1.79,2,3.57,4,7.14,1,1.79,22028
22,29,60,14,,21,,17,,0,,3,,4,,1,,22029
23,1,159,47,29.56,8,5.03,50,31.45,8,5.03,12,7.55,30,18.87,4,2.52,23001
23,2,200,40,20.0,10,5.0,85,42.5,8,4.0,16,8.0,30,15.0,11,5.5,23002
23,3,159,33,20.75,13,8.18,60,37.74,15,9.43,16,10.06,19,11.95,3,1.89,23003
23,4,170,41,24.12,8,4.71,71,41.76,13,7.65,14,8.24,19,11.18,4,2.35,23004
23,5,147,35,23.81,20,13.61,45,30.61,6,4.08,13,8.84,21,14.29,7,4.76,23005
23,6,164,44,26.83,13,7.93,59,35.98,10,6.1,17,10.37,19,11.59,2,1.22,23006
23,7,61,2,3.28,2,3.28,12,19.67,2,3.28,2,3.28,25,40.98,16,26.23,23007
23,8,172,38,22.09,13,7.56,62,36.05,11,6.4,16,9.3,24,13.95,8,4.65,23008
23,9,166,34,20.48,21,12.65,60,36.14,6,3.61,20,12.05,18,10.84,7,4.22,23009
23,10,153,48,31.37,12,7.84,62,40.52,6,3.92,12,7.84,10,6.54,3,1.96,23010
23,11,194,51,26.29,10,5.15,83,42.78,3,1.55,17,8.76,23,11.86,7,3.61,23011
23,12,184,44,23.91,14,7.61,57,30.98,12,6.52,22,11.96,32,17.39,3,1.63,23012
23,13,210,62,29.52,14,6.67,87,41.43,8,3.81,12,5.71,20,9.52,7,3.33,23013
23,14,78,14,,4,,19,,0,,0,,23,,18,,23014
23,15,143,33,23.08,12,8.39,63,44.06,8,5.59,11,7.69,12,8.39,4,2.8,23015
23,16,172,48,27.91,10,5.81,60,34.88,10,5.81,19,11.05,21,12.21,4,2.33,23016
23,17,214,43,20.09,27,12.62,81,37.85,12,5.61,23,10.75,23,10.75,5,2.34,23017
23,18,140,35,25.0,9,6.43,53,37.86,14,10.0,11,7.86,15,10.71,3,2.14,23018
23,19,155,44,28.39,9,5.81,61,39.35,6,3.87,16,10.32,14,9.03,5,3.23,23019
23,20,167,37,22.16,7,4.19,71,42.51,12,7.19,16,9.58,20,11.98,4,2.4,23020
23,21,144,27,18.75,18,12.5,24,16.67,10,6.94,8,5.56,15,10.42,42,29.17,23021
23,22,172,36,20.93,11,6.4,83,48.26,8,4.65,14,8.14,16,9.3,4,2.33,23022
