ward,precinct,total,Dean T. Maragos,Dean T. Maragos Percent,Debra Shore,Debra Shore Percent,Patricia Horton,Patricia Horton Percent,Terrence J. O'Brien,Terrence J. O'Brien Percent,James ''Jim'' Harris,James ''Jim'' Harris Percent,Barrett F. Pedersen,Barrett F. Pedersen Percent,Boguslaw ''Bogie'' Stefanski,Boguslaw ''Bogie'' Stefanski Percent,"Lewis W. Powell, III","Lewis W. Powell, III Percent",Frank Avila,Frank Avila Percent,precinct_id
39,29,349,35,10.03,60,17.19,37,10.6,69,19.77,25,7.16,13,3.72,33,9.46,18,5.16,59,16.91,39029
39,30,156,15,9.62,23,14.74,24,15.38,22,14.1,15,9.62,6,3.85,22,14.1,6,3.85,23,14.74,39030
39,31,170,16,9.41,23,13.53,18,10.59,24,14.12,18,10.59,10,5.88,22,12.94,10,5.88,29,17.06,39031
39,32,438,120,27.4,27,6.16,10,2.28,124,28.31,17,3.88,4,0.91,7,1.6,10,2.28,119,27.17,39032
39,33,355,39,10.99,59,16.62,37,10.42,71,20.0,32,9.01,25,7.04,25,7.04,19,5.35,48,13.52,39033
39,34,336,38,11.31,46,13.69,37,11.01,63,18.75,29,8.63,24,7.14,33,9.82,18,5.36,48,14.29,39034
39,35,386,39,10.1,94,24.35,40,10.36,70,18.13,24,6.22,26,6.74,17,4.4,32,8.29,44,11.4,39035
39,36,415,74,17.83,49,11.81,33,7.95,85,20.48,32,7.71,29,6.99,21,5.06,20,4.82,72,17.35,39036
39,37,458,72,15.72,85,18.56,28,6.11,126,27.51,24,5.24,19,4.15,22,4.8,23,5.02,59,12.88,39037
39,38,387,49,12.66,98,25.32,32,8.27,79,20.41,20,5.17,15,3.88,21,5.43,25,6.46,48,12.4,39038
39,39,136,18,13.24,24,17.65,15,11.03,23,16.91,6,4.41,3,2.21,13,9.56,4,2.94,30,22.06,39039
39,40,208,21,10.1,25,12.02,15,7.21,52,25.0,14,6.73,6,2.88,17,8.17,14,6.73,44,21.15,39040
39,41,129,16,12.4,26,20.16,10,7.75,26,20.16,13,10.08,7,5.43,6,4.65,10,7.75,15,11.63,39041
39,42,332,39,11.75,53,15.96,18,5.42,93,28.01,15,4.52,9,2.71,23,6.93,21,6.33,61,18.37,39042
39,43,267,17,6.37,65,24.34,28,10.49,44,16.48,22,8.24,17,6.37,16,5.99,24,8.99,34,12.73,39043
39,44,278,33,11.87,53,19.06,35,12.59,28,10.07,24,8.63,13,4.68,25,8.99,16,5.76,51,18.35,39044
39,45,175,21,12.0,31,17.71,29,16.57,25,14.29,11,6.29,8,4.57,14,8.0,11,6.29,25,14.29,39045
39,46,250,20,8.0,38,15.2,28,11.2,51,20.4,19,7.6,12,4.8,17,6.8,13,5.2,52,20.8,39046
39,47,186,21,11.29,27,14.52,14,7.53,42,22.58,15,8.06,18,9.68,12,6.45,8,4.3,29,15.59,39047
40,1,197,30,15.23,42,21.32,20,10.15,35,17.77,13,6.6,9,4.57,8,4.06,9,4.57,31,15.74,40001
40,2,215,34,15.81,46,21.4,19,8.84,52,24.19,15,6.98,10,4.65,13,6.05,6,2.79,20,9.3,40002
40,3,250,25,10.0,87,34.8,17,6.8,41,16.4,11,4.4,12,4.8,11,4.4,16,6.4,30,12.0,40003
40,4,343,41,11.95,92,26.82,38,11.08,67,19.53,25,7.29,22,6.41,13,3.79,17,4.96,28,8.16,40004
40,5,256,51,19.92,67,26.17,24,9.38,51,19.92,19,7.42,7,2.73,7,2.73,7,2.73,23,8.98,40005
40,6,207,37,17.87,55,26.57,23,11.11,34,16.43,7,3.38,8,3.86,9,4.35,8,3.86,26,12.56,40006
40,7,274,40,14.6,74,27.01,35,12.77,57,20.8,14,5.11,10,3.65,11,4.01,11,4.01,22,8.03,40007
40,8,62,6,9.68,13,20.97,11,17.74,13,20.97,3,4.84,2,3.23,1,1.61,6,9.68,7,11.29,40008
40,9,187,29,15.51,36,19.25,19,10.16,40,21.39,15,8.02,6,3.21,11,5.88,8,4.28,23,12.3,40009
40,10,378,42,11.11,86,22.75,36,9.52,104,27.51,14,3.7,18,4.76,16,4.23,22,5.82,40,10.58,40010
40,11,232,18,7.76,65,28.02,26,11.21,48,20.69,12,5.17,8,3.45,6,2.59,11,4.74,38,16.38,40011
40,12,226,33,14.6,61,26.99,19,8.41,56,24.78,13,5.75,5,2.21,7,3.1,15,6.64,17,7.52,40012
40,13,305,32,10.49,105,34.43,33,10.82,51,16.72,12,3.93,9,2.95,6,1.97,14,4.59,43,14.1,40013
40,14,181,25,13.81,36,19.89,19,10.5,37,20.44,14,7.73,12,6.63,11,6.08,11,6.08,16,8.84,40014
40,15,293,48,16.38,59,20.14,27,9.22,59,20.14,24,8.19,11,3.75,19,6.48,13,4.44,33,11.26,40015
40,16,438,50,11.42,122,27.85,39,8.9,91,20.78,41,9.36,12,2.74,23,5.25,24,5.48,36,8.22,40016
40,17,177,31,17.51,37,20.9,21,11.86,37,20.9,8,4.52,11,6.21,11,6.21,10,5.65,11,6.21,40017
40,18,272,48,17.65,67,24.63,24,8.82,57,20.96,15,5.51,7,2.57,10,3.68,13,4.78,31,11.4,40018
40,19,266,43,16.17,52,19.55,22,8.27,63,23.68,16,6.02,7,2.63,12,4.51,16,6.02,35,13.16,40019
40,20,283,55,19.43,69,24.38,30,10.6,65,22.97,13,4.59,8,2.83,12,4.24,8,2.83,23,8.13,40020
40,21,268,31,11.57,63,23.51,32,11.94,59,22.01,11,4.1,16,5.97,11,4.1,17,6.34,28,10.45,40021
40,22,86,7,8.14,29,33.72,8,9.3,14,16.28,5,5.81,4,4.65,3,3.49,7,8.14,9,10.47,40022
40,23,297,38,12.79,83,27.95,39,13.13,53,17.85,20,6.73,9,3.03,17,5.72,9,3.03,29,9.76,40023
40,24,173,32,18.5,34,19.65,15,8.67,35,20.23,9,5.2,10,5.78,10,5.78,8,4.62,20,11.56,40024
40,25,214,32,14.95,42,19.63,19,8.88,56,26.17,15,7.01,8,3.74,7,3.27,8,3.74,27,12.62,40025
40,26,360,53,14.72,118,32.78,27,7.5,82,22.78,12,3.33,10,2.78,10,2.78,19,5.28,29,8.06,40026
40,27,273,34,12.45,64,23.44,37,13.55,48,17.58,22,8.06,19,6.96,9,3.3,12,4.4,28,10.26,40027
40,28,254,23,9.06,70,27.56,27,10.63,50,19.69,20,7.87,15,5.91,6,2.36,18,7.09,25,9.84,40028
40,29,385,52,13.51,85,22.08,33,8.57,92,23.9,23,5.97,18,4.68,18,4.68,22,5.71,42,10.91,40029
40,30,427,80,18.74,114,26.7,27,6.32,116,27.17,12,2.81,11,2.58,12,2.81,23,5.39,32,7.49,40030
40,31,279,60,21.51,66,23.66,27,9.68,74,26.52,7,2.51,3,1.08,7,2.51,10,3.58,25,8.96,40031
40,32,134,20,14.93,25,18.66,14,10.45,25,18.66,7,5.22,9,6.72,9,6.72,6,4.48,19,14.18,40032
40,33,236,23,9.75,63,26.69,30,12.71,44,18.64,12,5.08,11,4.66,11,4.66,13,5.51,29,12.29,40033
40,34,238,45,18.91,52,21.85,14,5.88,58,24.37,14,5.88,9,3.78,12,5.04,12,5.04,22,9.24,40034
40,35,266,39,14.66,59,22.18,37,13.91,49,18.42,17,6.39,16,6.02,10,3.76,8,3.01,31,11.65,40035
40,36,327,68,20.8,78,23.85,28,8.56,72,22.02,14,4.28,7,2.14,16,4.89,14,4.28,30,9.17,40036
40,37,224,33,14.73,61,27.23,25,11.16,35,15.63,18,8.04,6,2.68,5,2.23,12,5.36,29,12.95,40037
40,38,165,31,18.79,32,19.39,10,6.06,37,22.42,11,6.67,10,6.06,6,3.64,8,4.85,20,12.12,40038
40,39,247,35,14.17,53,21.46,18,7.29,48,19.43,24,9.72,16,6.48,9,3.64,9,3.64,35,14.17,40039
40,40,181,29,16.02,39,21.55,15,8.29,32,17.68,10,5.52,5,2.76,18,9.94,4,2.21,29,16.02,40040
40,41,304,49,16.12,98,32.24,36,11.84,51,16.78,9,2.96,13,4.28,8,2.63,11,3.62,29,9.54,40041
40,42,283,45,15.9,75,26.5,25,8.83,65,22.97,11,3.89,10,3.53,11,3.89,12,4.24,29,10.25,40042
40,43,255,34,13.33,67,26.27,32,12.55,45,17.65,11,4.31,14,5.49,15,5.88,12,4.71,25,9.8,40043
40,44,188,30,15.96,39,20.74,18,9.57,33,17.55,16,8.51,7,3.72,13,6.91,6,3.19,26,13.83,40044
40,45,351,42,11.97,95,27.07,27,7.69,83,23.65,19,5.41,14,3.99,15,4.27,21,5.98,35,9.97,40045
40,46,323,45,13.93,77,23.84,35,10.84,58,17.96,19,5.88,14,4.33,13,4.02,22,6.81,40,12.38,40046
40,47,292,25,8.56,95,32.53,34,11.64,42,14.38,12,4.11,9,3.08,13,4.45,14,4.79,48,16.44,40047
40,48,221,28,12.67,56,25.34,19,8.6,48,21.72,9,4.07,4,1.81,11,4.98,13,5.88,33,14.93,40048
40,49,151,21,13.91,37,24.5,15,9.93,27,17.88,9,5.96,5,3.31,7,4.64,10,6.62,20,13.25,40049
41,1,416,35,8.41,50,12.02,45,10.82,102,24.52,27,6.49,15,3.61,41,9.86,15,3.61,86,20.67,41001
41,2,552,46,8.33,56,10.14,47,8.51,130,23.55,46,8.33,36,6.52,73,13.22,10,1.81,108,19.57,41002
41,3,385,38,9.87,41,10.65,25,6.49,90,23.38,29,7.53,29,7.53,42,10.91,13,3.38,78,20.26,41003
41,4,451,39,8.65,47,10.42,35,7.76,125,27.72,22,4.88,23,5.1,50,11.09,17,3.77,93,20.62,41004
41,5,361,36,9.97,44,12.19,33,9.14,85,23.55,22,6.09,17,4.71,37,10.25,6,1.66,81,22.44,41005
41,6,423,27,6.38,51,12.06,27,6.38,131,30.97,26,6.15,10,2.36,64,15.13,16,3.78,71,16.78,41006
41,7,451,37,8.2,53,11.75,34,7.54,109,24.17,28,6.21,21,4.66,40,8.87,16,3.55,113,25.06,41007
41,8,386,29,7.51,40,10.36,40,10.36,85,22.02,22,5.7,23,5.96,48,12.44,10,2.59,89,23.06,41008
41,9,358,32,8.94,42,11.73,34,9.5,70,19.55,29,8.1,13,3.63,56,15.64,16,4.47,66,18.44,41009
41,10,391,31,7.93,42,10.74,27,6.91,128,32.74,28,7.16,24,6.14,37,9.46,11,2.81,63,16.11,41010
41,11,410,30,7.32,41,10.0,34,8.29,95,23.17,35,8.54,33,8.05,46,11.22,11,2.68,85,20.73,41011
41,12,464,45,9.7,62,13.36,40,8.62,96,20.69,30,6.47,29,6.25,60,12.93,14,3.02,88,18.97,41012
41,13,226,20,8.85,24,10.62,26,11.5,44,19.47,18,7.96,12,5.31,29,12.83,9,3.98,44,19.47,41013
41,14,580,34,5.86,83,14.31,51,8.79,170,29.31,30,5.17,29,5.0,53,9.14,26,4.48,104,17.93,41014
41,15,346,28,8.09,39,11.27,22,6.36,95,27.46,26,7.51,19,5.49,33,9.54,19,5.49,65,18.79,41015
41,16,390,24,6.15,49,12.56,36,9.23,101,25.9,30,7.69,25,6.41,45,11.54,15,3.85,65,16.67,41016
41,17,410,30,7.32,55,13.41,37,9.02,98,23.9,29,7.07,14,3.41,52,12.68,23,5.61,72,17.56,41017
41,18,362,30,8.29,48,13.26,47,12.98,83,22.93,16,4.42,13,3.59,49,13.54,12,3.31,64,17.68,41018
41,19,570,48,8.42,71,12.46,46,8.07,165,28.95,47,8.25,34,5.96,36,6.32,27,4.74,96,16.84,41019
41,20,529,45,8.51,62,11.72,60,11.34,109,20.6,54,10.21,47,8.88,59,11.15,32,6.05,61,11.53,41020
41,21,404,26,6.44,42,10.4,45,11.14,103,25.5,36,8.91,27,6.68,43,10.64,12,2.97,70,17.33,41021
41,22,376,31,8.24,43,11.44,31,8.24,94,25.0,23,6.12,23,6.12,40,10.64,12,3.19,79,21.01,41022
41,23,381,31,8.14,39,10.24,22,5.77,93,24.41,31,8.14,16,4.2,64,16.8,12,3.15,73,19.16,41023
41,24,406,28,6.9,46,11.33,33,8.13,85,20.94,31,7.64,24,5.91,65,16.01,14,3.45,80,19.7,41024
41,25,116,10,8.62,15,12.93,7,6.03,23,19.83,7,6.03,9,7.76,22,18.97,6,5.17,17,14.66,41025
41,26,185,22,11.89,19,10.27,14,7.57,38,20.54,12,6.49,19,10.27,23,12.43,3,1.62,35,18.92,41026
41,27,104,11,10.58,8,7.69,12,11.54,21,20.19,6,5.77,4,3.85,19,18.27,2,1.92,21,20.19,41027
41,28,300,21,7.0,46,15.33,30,10.0,58,19.33,37,12.33,29,9.67,22,7.33,22,7.33,35,11.67,41028
41,29,116,7,6.03,13,11.21,10,8.62,23,19.83,16,13.79,11,9.48,10,8.62,4,3.45,22,18.97,41029
41,30,462,42,9.09,58,12.55,47,10.17,96,20.78,34,7.36,25,5.41,57,12.34,12,2.6,91,19.7,41030
41,31,415,34,8.19,59,14.22,39,9.4,98,23.61,29,6.99,29,6.99,42,10.12,15,3.61,70,16.87,41031
41,32,257,26,10.12,25,9.73,23,8.95,54,21.01,21,8.17,22,8.56,27,10.51,6,2.33,53,20.62,41032
41,33,229,25,10.92,19,8.3,18,7.86,46,20.09,20,8.73,16,6.99,31,13.54,6,2.62,48,20.96,41033
41,34,241,20,8.3,24,9.96,16,6.64,65,26.97,20,8.3,11,4.56,27,11.2,5,2.07,53,21.99,41034
41,35,475,36,7.58,58,12.21,36,7.58,117,24.63,38,8.0,18,3.79,54,11.37,13,2.74,105,22.11,41035
41,36,443,37,8.35,47,10.61,33,7.45,116,26.19,41,9.26,22,4.97,45,10.16,16,3.61,86,19.41,41036
41,37,367,26,7.08,33,8.99,29,7.9,94,25.61,32,8.72,27,7.36,42,11.44,9,2.45,75,20.44,41037
41,38,385,22,5.71,43,11.17,39,10.13,88,22.86,31,8.05,24,6.23,49,12.73,13,3.38,76,19.74,41038
41,39,369,29,7.86,28,7.59,23,6.23,104,28.18,28,7.59,22,5.96,40,10.84,14,3.79,81,21.95,41039
41,40,458,38,8.3,42,9.17,35,7.64,120,26.2,26,5.68,28,6.11,58,12.66,10,2.18,101,22.05,41040
41,41,413,26,6.3,58,14.04,38,9.2,98,23.73,29,7.02,26,6.3,42,10.17,10,2.42,86,20.82,41041
41,42,491,44,8.96,54,11.0,37,7.54,137,27.9,33,6.72,26,5.3,57,11.61,16,3.26,87,17.72,41042
41,43,380,30,7.89,48,12.63,34,8.95,91,23.95,31,8.16,23,6.05,41,10.79,11,2.89,71,18.68,41043
41,44,511,36,7.05,88,17.22,44,8.61,143,27.98,35,6.85,31,6.07,36,7.05,31,6.07,67,13.11,41044
41,45,355,37,10.42,45,12.68,36,10.14,65,18.31,25,7.04,20,5.63,43,12.11,10,2.82,74,20.85,41045
41,46,327,31,9.48,40,12.23,28,8.56,79,24.16,18,5.5,18,5.5,41,12.54,13,3.98,59,18.04,41046
41,47,395,36,9.11,49,12.41,25,6.33,128,32.41,27,6.84,22,5.57,34,8.61,17,4.3,57,14.43,41047
41,48,202,22,10.89,31,15.35,15,7.43,36,17.82,13,6.44,10,4.95,26,12.87,6,2.97,43,21.29,41048
41,49,510,28,5.49,63,12.35,49,9.61,144,28.24,42,8.24,30,5.88,46,9.02,10,1.96,98,19.22,41049
41,50,368,25,6.79,46,12.5,33,8.97,94,25.54,21,5.71,21,5.71,37,10.05,10,2.72,81,22.01,41050
41,51,278,24,8.63,27,9.71,22,7.91,66,23.74,19,6.83,13,4.68,41,14.75,7,2.52,59,21.22,41051
41,52,582,43,7.39,81,13.92,47,8.08,154,26.46,28,4.81,24,4.12,71,12.2,30,5.15,104,17.87,41052
41,53,437,34,7.78,63,14.42,37,8.47,93,21.28,37,8.47,29,6.64,44,10.07,16,3.66,84,19.22,41053
41,54,371,27,7.28,58,15.63,28,7.55,108,29.11,24,6.47,25,6.74,19,5.12,18,4.85,64,17.25,41054
41,55,236,23,9.75,23,9.75,15,6.36,61,25.85,17,7.2,8,3.39,35,14.83,9,3.81,45,19.07,41055
41,56,552,37,6.7,73,13.22,45,8.15,139,25.18,26,4.71,26,4.71,52,9.42,17,3.08,137,24.82,41056
41,57,373,40,10.72,38,10.19,32,8.58,83,22.25,22,5.9,23,6.17,42,11.26,10,2.68,83,22.25,41057
42,1,283,21,7.42,74,26.15,33,11.66,53,18.73,29,10.25,20,7.07,7,2.47,28,9.89,18,6.36,42001
42,2,191,12,6.28,51,26.7,29,15.18,20,10.47,18,9.42,8,4.19,12,6.28,18,9.42,23,12.04,42002
42,3,160,12,7.5,42,26.25,25,15.63,20,12.5,19,11.88,8,5.0,7,4.38,9,5.63,18,11.25,42003
42,4,237,23,9.7,61,25.74,27,11.39,38,16.03,21,8.86,11,4.64,13,5.49,20,8.44,23,9.7,42004
42,5,256,21,8.2,68,26.56,22,8.59,53,20.7,16,6.25,6,2.34,13,5.08,31,12.11,26,10.16,42005
42,6,634,56,8.83,140,22.08,74,11.67,112,17.67,61,9.62,41,6.47,39,6.15,43,6.78,68,10.73,42006
42,7,246,19,7.72,66,26.83,31,12.6,40,16.26,14,5.69,20,8.13,8,3.25,25,10.16,23,9.35,42007
42,8,367,33,8.99,83,22.62,37,10.08,70,19.07,34,9.26,22,5.99,10,2.72,36,9.81,42,11.44,42008
42,9,359,31,8.64,82,22.84,40,11.14,68,18.94,31,8.64,20,5.57,17,4.74,29,8.08,41,11.42,42009
42,10,136,14,10.29,43,31.62,16,11.76,23,16.91,8,5.88,2,1.47,6,4.41,10,7.35,14,10.29,42010
42,11,276,21,7.61,78,28.26,35,12.68,46,16.67,21,7.61,15,5.43,12,4.35,25,9.06,23,8.33,42011
42,12,166,11,6.63,44,26.51,18,10.84,30,18.07,15,9.04,6,3.61,5,3.01,16,9.64,21,12.65,42012
42,13,597,42,7.04,129,21.61,74,12.4,112,18.76,60,10.05,44,7.37,29,4.86,56,9.38,51,8.54,42013
42,14,196,12,6.12,47,23.98,27,13.78,33,16.84,19,9.69,9,4.59,7,3.57,17,8.67,25,12.76,42014
42,15,334,27,8.08,94,28.14,27,8.08,78,23.35,20,5.99,14,4.19,15,4.49,30,8.98,29,8.68,42015
42,16,152,11,7.24,29,19.08,16,10.53,33,21.71,11,7.24,15,9.87,6,3.95,16,10.53,15,9.87,42016
42,17,216,31,14.35,47,21.76,21,9.72,37,17.13,15,6.94,10,4.63,12,5.56,21,9.72,22,10.19,42017
42,18,238,20,8.4,61,25.63,22,9.24,44,18.49,14,5.88,7,2.94,16,6.72,33,13.87,21,8.82,42018
42,19,75,7,9.33,18,24.0,10,13.33,12,16.0,8,10.67,3,4.0,2,2.67,5,6.67,10,13.33,42019
42,20,132,8,6.06,34,25.76,21,15.91,17,12.88,13,9.85,5,3.79,6,4.55,12,9.09,16,12.12,42020
42,21,121,8,6.61,33,27.27,15,12.4,25,20.66,10,8.26,5,4.13,1,0.83,15,12.4,9,7.44,42021
42,22,182,14,7.69,48,26.37,27,14.84,25,13.74,22,12.09,10,5.49,5,2.75,18,9.89,13,7.14,42022
42,23,378,21,5.56,102,26.98,29,7.67,78,20.63,27,7.14,21,5.56,12,3.17,58,15.34,30,7.94,42023
42,24,312,30,9.62,77,24.68,36,11.54,53,16.99,21,6.73,17,5.45,15,4.81,30,9.62,33,10.58,42024
42,25,265,23,8.68,66,24.91,33,12.45,44,16.6,23,8.68,17,6.42,11,4.15,15,5.66,33,12.45,42025
42,26,348,46,13.22,63,18.1,42,12.07,45,12.93,44,12.64,28,8.05,9,2.59,32,9.2,39,11.21,42026
42,27,407,32,7.86,72,17.69,38,9.34,85,20.88,51,12.53,40,9.83,25,6.14,23,5.65,41,10.07,42027
42,28,331,33,9.97,82,24.77,34,10.27,59,17.82,20,6.04,25,7.55,18,5.44,32,9.67,28,8.46,42028
42,29,281,21,7.47,77,27.4,27,9.61,57,20.28,21,7.47,13,4.63,9,3.2,36,12.81,20,7.12,42029
42,30,175,22,12.57,43,24.57,18,10.29,31,17.71,15,8.57,8,4.57,8,4.57,14,8.0,16,9.14,42030
42,31,115,13,11.3,31,26.96,14,12.17,17,14.78,4,3.48,3,2.61,3,2.61,12,10.43,18,15.65,42031
42,32,289,30,10.38,66,22.84,45,15.57,43,14.88,28,9.69,13,4.5,18,6.23,23,7.96,23,7.96,42032
42,33,475,45,9.47,107,22.53,47,9.89,99,20.84,46,9.68,29,6.11,19,4.0,37,7.79,46,9.68,42033
42,34,270,31,11.48,70,25.93,32,11.85,52,19.26,17,6.3,14,5.19,5,1.85,25,9.26,24,8.89,42034
42,35,263,19,7.22,71,27.0,27,10.27,43,16.35,20,7.6,18,6.84,9,3.42,32,12.17,24,9.13,42035
42,36,208,13,6.25,47,22.6,35,16.83,33,15.87,21,10.1,10,4.81,8,3.85,21,10.1,20,9.62,42036
42,37,206,18,8.74,67,32.52,13,6.31,40,19.42,12,5.83,15,7.28,4,1.94,20,9.71,17,8.25,42037
42,38,239,24,10.04,56,23.43,18,7.53,50,20.92,24,10.04,13,5.44,10,4.18,22,9.21,22,9.21,42038
42,39,440,47,10.68,30,6.82,26,5.91,117,26.59,110,25.0,79,17.95,7,1.59,13,2.95,11,2.5,42039
42,40,295,25,8.47,84,28.47,30,10.17,53,17.97,23,7.8,14,4.75,9,3.05,36,12.2,21,7.12,42040
42,41,259,21,8.11,60,23.17,33,12.74,49,18.92,24,9.27,11,4.25,11,4.25,21,8.11,29,11.2,42041
42,42,145,16,11.03,33,22.76,12,8.28,26,17.93,12,8.28,9,6.21,6,4.14,18,12.41,13,8.97,42042
42,43,280,16,5.71,74,26.43,30,10.71,57,20.36,19,6.79,15,5.36,11,3.93,31,11.07,27,9.64,42043
42,44,255,21,8.24,56,21.96,40,15.69,42,16.47,15,5.88,14,5.49,13,5.1,25,9.8,29,11.37,42044
42,45,222,22,9.91,63,28.38,21,9.46,38,17.12,13,5.86,9,4.05,10,4.5,23,10.36,23,10.36,42045
42,46,146,11,7.53,33,22.6,22,15.07,20,13.7,18,12.33,7,4.79,9,6.16,14,9.59,12,8.22,42046
42,47,160,14,8.75,47,29.38,13,8.13,29,18.13,11,6.88,7,4.38,7,4.38,14,8.75,18,11.25,42047
42,48,154,12,7.79,38,24.68,14,9.09,29,18.83,15,9.74,4,2.6,4,2.6,20,12.99,18,11.69,42048
42,49,190,7,3.68,19,10.0,13,6.84,45,23.68,45,23.68,36,18.95,6,3.16,7,3.68,12,6.32,42049
42,50,211,14,6.64,59,27.96,25,11.85,38,18.01,12,5.69,8,3.79,7,3.32,31,14.69,17,8.06,42050
42,51,232,14,6.03,48,20.69,24,10.34,38,16.38,26,11.21,18,7.76,13,5.6,24,10.34,27,11.64,42051
42,52,142,7,4.93,39,27.46,22,15.49,24,16.9,10,7.04,8,5.63,5,3.52,12,8.45,15,10.56,42052
42,53,198,17,8.59,40,20.2,28,14.14,38,19.19,17,8.59,16,8.08,10,5.05,10,5.05,22,11.11,42053
42,54,201,17,8.46,41,20.4,25,12.44,45,22.39,16,7.96,13,6.47,7,3.48,21,10.45,16,7.96,42054
42,55,241,21,8.71,53,21.99,34,14.11,45,18.67,26,10.79,16,6.64,8,3.32,16,6.64,22,9.13,42055
42,56,249,20,8.03,62,24.9,35,14.06,45,18.07,16,6.43,11,4.42,7,2.81,24,9.64,29,11.65,42056
42,57,160,8,5.0,28,17.5,16,10.0,35,21.88,20,12.5,13,8.13,8,5.0,18,11.25,14,8.75,42057
42,58,110,9,8.18,25,22.73,9,8.18,20,18.18,13,11.82,3,2.73,4,3.64,8,7.27,19,17.27,42058
42,59,47,4,8.51,9,19.15,8,17.02,7,14.89,4,8.51,6,12.77,1,2.13,1,2.13,7,14.89,42059
42,60,129,15,11.63,24,18.6,21,16.28,15,11.63,18,13.95,12,9.3,6,4.65,10,7.75,8,6.2,42060
42,61,125,9,7.2,34,27.2,13,10.4,22,17.6,13,10.4,3,2.4,2,1.6,14,11.2,15,12.0,42061
42,62,166,14,8.43,36,21.69,14,8.43,37,22.29,21,12.65,8,4.82,7,4.22,11,6.63,18,10.84,42062
42,63,254,21,8.27,75,29.53,29,11.42,44,17.32,19,7.48,11,4.33,8,3.15,30,11.81,17,6.69,42063
42,64,107,14,13.08,25,23.36,13,12.15,15,14.02,12,11.21,12,11.21,3,2.8,7,6.54,6,5.61,42064
42,65,203,9,4.43,57,28.08,37,18.23,32,15.76,14,6.9,11,5.42,6,2.96,21,10.34,16,7.88,42065
42,66,246,23,9.35,51,20.73,37,15.04,35,14.23,31,12.6,15,6.1,13,5.28,21,8.54,20,8.13,42066
42,67,181,13,7.18,37,20.44,26,14.36,24,13.26,17,9.39,9,4.97,15,8.29,18,9.94,22,12.15,42067
42,68,234,19,8.12,59,25.21,42,17.95,39,16.67,18,7.69,12,5.13,11,4.7,17,7.26,17,7.26,42068
42,69,288,22,7.64,53,18.4,39,13.54,39,13.54,36,12.5,20,6.94,12,4.17,26,9.03,41,14.24,42069
43,1,329,36,10.94,88,26.75,38,11.55,53,16.11,22,6.69,19,5.78,11,3.34,34,10.33,28,8.51,43001
43,2,213,23,10.8,65,30.52,15,7.04,42,19.72,17,7.98,6,2.82,8,3.76,17,7.98,20,9.39,43002
43,3,268,17,6.34,75,27.99,31,11.57,50,18.66,15,5.6,16,5.97,12,4.48,20,7.46,32,11.94,43003
43,4,284,27,9.51,74,26.06,32,11.27,54,19.01,20,7.04,11,3.87,13,4.58,24,8.45,29,10.21,43004
43,5,166,11,6.63,50,30.12,13,7.83,38,22.89,8,4.82,5,3.01,9,5.42,21,12.65,11,6.63,43005
43,6,193,15,7.77,44,22.8,22,11.4,30,15.54,13,6.74,12,6.22,9,4.66,22,11.4,26,13.47,43006
43,7,304,54,17.76,76,25.0,30,9.87,44,14.47,11,3.62,13,4.28,18,5.92,26,8.55,32,10.53,43007
43,8,353,34,9.63,96,27.2,37,10.48,63,17.85,22,6.23,23,6.52,9,2.55,37,10.48,32,9.07,43008
43,9,185,12,6.49,51,27.57,17,9.19,26,14.05,15,8.11,7,3.78,9,4.86,22,11.89,26,14.05,43009
43,10,216,14,6.48,64,29.63,19,8.8,37,17.13,9,4.17,11,5.09,10,4.63,15,6.94,37,17.13,43010
43,11,100,13,13.0,32,32.0,8,8.0,19,19.0,4,4.0,6,6.0,4,4.0,5,5.0,9,9.0,43011
43,12,316,31,9.81,105,33.23,31,9.81,57,18.04,13,4.11,13,4.11,12,3.8,28,8.86,26,8.23,43012
43,13,99,4,4.04,27,27.27,13,13.13,14,14.14,11,11.11,7,7.07,3,3.03,7,7.07,13,13.13,43013
43,14,248,18,7.26,83,33.47,21,8.47,44,17.74,16,6.45,13,5.24,10,4.03,24,9.68,19,7.66,43014
43,15,192,16,8.33,54,28.13,27,14.06,31,16.15,10,5.21,6,3.13,8,4.17,18,9.38,22,11.46,43015
43,16,254,17,6.69,79,31.1,28,11.02,41,16.14,18,7.09,9,3.54,13,5.12,25,9.84,24,9.45,43016
43,17,243,17,7.0,72,29.63,19,7.82,54,22.22,12,4.94,5,2.06,10,4.12,32,13.17,22,9.05,43017
43,18,345,38,11.01,105,30.43,35,10.14,54,15.65,21,6.09,13,3.77,14,4.06,40,11.59,25,7.25,43018
43,19,128,9,7.03,35,27.34,15,11.72,27,21.09,8,6.25,5,3.91,4,3.13,13,10.16,12,9.38,43019
43,20,274,26,9.49,82,29.93,30,10.95,45,16.42,23,8.39,10,3.65,12,4.38,20,7.3,26,9.49,43020
43,21,266,14,5.26,99,37.22,17,6.39,53,19.92,12,4.51,12,4.51,3,1.13,39,14.66,17,6.39,43021
43,22,143,12,8.39,35,24.48,20,13.99,25,17.48,5,3.5,9,6.29,8,5.59,10,6.99,19,13.29,43022
43,23,213,13,6.1,71,33.33,19,8.92,43,20.19,5,2.35,8,3.76,5,2.35,27,12.68,22,10.33,43023
43,24,299,32,10.7,75,25.08,33,11.04,56,18.73,18,6.02,10,3.34,19,6.35,25,8.36,31,10.37,43024
