ward,precinct,total,James A. DeLeo,James A. DeLeo Percent,precinct_id
33,23,150,150,100.0,33023
33,24,179,179,100.0,33024
33,25,153,153,100.0,33025
35,22,33,33,100.0,35022
35,33,105,105,100.0,35033
36,1,134,134,100.0,36001
36,2,113,113,100.0,36002
36,3,210,210,100.0,36003
36,5,104,104,100.0,36005
36,6,119,119,100.0,36006
36,7,89,89,100.0,36007
36,8,123,123,100.0,36008
36,9,115,115,100.0,36009
36,10,77,77,100.0,36010
36,11,171,171,100.0,36011
36,12,80,80,100.0,36012
36,13,257,257,100.0,36013
36,14,162,162,100.0,36014
36,15,121,121,100.0,36015
36,16,233,233,100.0,36016
36,17,127,127,100.0,36017
36,18,159,159,100.0,36018
36,19,150,150,100.0,36019
36,20,150,150,100.0,36020
36,21,205,205,100.0,36021
36,22,166,166,100.0,36022
36,25,87,87,100.0,36025
36,26,134,134,100.0,36026
36,27,82,82,100.0,36027
36,28,125,125,100.0,36028
36,29,118,118,100.0,36029
36,30,141,141,100.0,36030
36,31,139,139,100.0,36031
36,32,125,125,100.0,36032
36,33,68,68,100.0,36033
36,34,102,102,100.0,36034
36,35,184,184,100.0,36035
36,36,107,107,100.0,36036
36,37,89,89,100.0,36037
36,38,75,75,100.0,36038
36,39,128,128,100.0,36039
36,40,125,125,100.0,36040
36,41,86,86,100.0,36041
36,42,98,98,100.0,36042
36,43,87,87,100.0,36043
36,45,151,151,100.0,36045
36,46,102,102,100.0,36046
36,47,105,105,100.0,36047
36,48,128,128,100.0,36048
36,49,152,152,100.0,36049
36,50,132,132,100.0,36050
36,51,165,165,100.0,36051
36,52,102,102,100.0,36052
36,53,96,96,100.0,36053
36,55,182,182,100.0,36055
37,39,37,37,100.0,37039
38,1,102,102,100.0,38001
38,2,84,84,100.0,38002
38,3,75,75,100.0,38003
38,4,49,49,100.0,38004
38,5,169,169,100.0,38005
38,6,99,99,100.0,38006
38,7,104,104,100.0,38007
38,8,79,79,100.0,38008
38,9,79,79,100.0,38009
38,10,128,128,100.0,38010
38,11,69,69,100.0,38011
38,12,130,130,100.0,38012
38,13,77,77,100.0,38013
38,14,98,98,100.0,38014
38,15,84,84,100.0,38015
38,16,109,109,100.0,38016
38,17,103,103,100.0,38017
38,18,122,122,100.0,38018
38,19,131,131,100.0,38019
38,20,115,115,100.0,38020
38,21,95,95,100.0,38021
38,22,106,106,100.0,38022
38,23,68,68,100.0,38023
38,24,65,65,100.0,38024
38,25,107,107,100.0,38025
38,26,69,69,100.0,38026
38,27,73,73,100.0,38027
38,28,83,83,100.0,38028
38,29,88,88,100.0,38029
38,30,88,88,100.0,38030
38,31,117,117,100.0,38031
38,32,116,116,100.0,38032
38,33,87,87,100.0,38033
38,34,70,70,100.0,38034
38,35,114,114,100.0,38035
38,36,101,101,100.0,38036
38,37,94,94,100.0,38037
38,38,127,127,100.0,38038
38,39,91,91,100.0,38039
38,40,93,93,100.0,38040
38,41,137,137,100.0,38041
38,42,127,127,100.0,38042
38,43,119,119,100.0,38043
38,44,105,105,100.0,38044
38,45,104,104,100.0,38045
38,46,89,89,100.0,38046
38,47,89,89,100.0,38047
38,48,112,112,100.0,38048
38,49,81,81,100.0,38049
38,50,113,113,100.0,38050
38,51,70,70,100.0,38051
38,52,119,119,100.0,38052
38,53,20,20,100.0,38053
39,1,113,113,100.0,39001
39,2,177,177,100.0,39002
39,3,119,119,100.0,39003
39,4,90,90,100.0,39004
39,5,67,67,100.0,39005
39,6,103,103,100.0,39006
39,7,79,79,100.0,39007
39,8,132,132,100.0,39008
39,9,135,135,100.0,39009
39,10,89,89,100.0,39010
39,11,164,164,100.0,39011
39,12,71,71,100.0,39012
39,13,50,50,100.0,39013
39,14,83,83,100.0,39014
39,15,103,103,100.0,39015
39,16,54,54,100.0,39016
39,17,79,79,100.0,39017
39,18,99,99,100.0,39018
39,19,78,78,100.0,39019
39,20,100,100,100.0,39020
39,21,72,72,100.0,39021
39,22,71,71,100.0,39022
39,23,60,60,100.0,39023
39,24,77,77,100.0,39024
39,25,107,107,100.0,39025
39,26,105,105,100.0,39026
39,27,119,119,100.0,39027
39,28,108,108,100.0,39028
39,29,126,126,100.0,39029
39,30,55,55,100.0,39030
39,31,50,50,100.0,39031
39,32,147,147,100.0,39032
39,33,107,107,100.0,39033
39,34,111,111,100.0,39034
39,35,117,117,100.0,39035
39,36,141,141,100.0,39036
39,37,146,146,100.0,39037
39,38,119,119,100.0,39038
39,39,49,49,100.0,39039
39,40,70,70,100.0,39040
39,41,43,43,100.0,39041
39,42,108,108,100.0,39042
39,43,76,76,100.0,39043
39,44,96,96,100.0,39044
39,45,64,64,100.0,39045
39,46,89,89,100.0,39046
39,47,58,58,100.0,39047
40,1,71,71,100.0,40001
40,2,64,64,100.0,40002
40,5,93,93,100.0,40005
40,6,78,78,100.0,40006
40,10,130,130,100.0,40010
40,14,68,68,100.0,40014
40,15,113,113,100.0,40015
40,17,58,58,100.0,40017
40,19,91,91,100.0,40019
40,20,94,94,100.0,40020
40,21,95,95,100.0,40021
40,23,108,108,100.0,40023
40,24,62,62,100.0,40024
40,25,68,68,100.0,40025
40,29,126,126,100.0,40029
40,30,151,151,100.0,40030
40,31,101,101,100.0,40031
40,32,50,50,100.0,40032
40,34,83,83,100.0,40034
40,36,114,114,100.0,40036
40,38,51,51,100.0,40038
40,40,64,64,100.0,40040
40,41,23,23,100.0,40041
40,44,69,69,100.0,40044
40,45,119,119,100.0,40045
40,48,79,79,100.0,40048
40,49,45,45,100.0,40049
41,3,141,141,100.0,41003
41,6,123,123,100.0,41006
41,9,133,133,100.0,41009
41,10,125,125,100.0,41010
41,12,151,151,100.0,41012
41,14,187,187,100.0,41014
41,16,137,137,100.0,41016
41,19,180,180,100.0,41019
41,21,140,140,100.0,41021
41,22,123,123,100.0,41022
41,23,131,131,100.0,41023
41,24,135,135,100.0,41024
41,30,162,162,100.0,41030
41,35,158,158,100.0,41035
41,38,128,128,100.0,41038
41,39,119,119,100.0,41039
41,44,157,157,100.0,41044
41,46,106,106,100.0,41046
41,47,112,112,100.0,41047
41,50,130,130,100.0,41050
41,51,92,92,100.0,41051
41,53,150,150,100.0,41053
41,54,110,110,100.0,41054
41,57,129,129,100.0,41057
43,2,78,78,100.0,43002
43,6,61,61,100.0,43006
43,7,104,104,100.0,43007
43,8,118,118,100.0,43008
43,12,113,113,100.0,43012
43,14,84,84,100.0,43014
43,17,72,72,100.0,43017
43,20,89,89,100.0,43020
43,21,85,85,100.0,43021
43,22,54,54,100.0,43022
43,27,75,75,100.0,43027
43,29,68,68,100.0,43029
43,31,91,91,100.0,43031
43,32,92,92,100.0,43032
43,33,31,31,100.0,43033
43,34,25,25,100.0,43034
43,38,61,61,100.0,43038
43,43,48,48,100.0,43043
43,44,67,67,100.0,43044
43,45,35,35,100.0,43045
43,48,78,78,100.0,43048
43,50,56,56,100.0,43050
43,53,95,95,100.0,43053
43,56,48,48,100.0,43056
43,57,43,43,100.0,43057
43,58,53,53,100.0,43058
43,59,106,106,100.0,43059
44,1,100,100,100.0,44001
44,2,70,70,100.0,44002
44,5,86,86,100.0,44005
44,6,68,68,100.0,44006
44,8,45,45,100.0,44008
44,9,53,53,100.0,44009
44,10,38,38,100.0,44010
44,11,87,87,100.0,44011
44,12,54,54,100.0,44012
44,13,55,55,100.0,44013
44,14,64,64,100.0,44014
44,15,129,129,100.0,44015
44,16,73,73,100.0,44016
44,17,102,102,100.0,44017
44,18,53,53,100.0,44018
44,19,44,44,100.0,44019
44,20,61,61,100.0,44020
44,21,94,94,100.0,44021
44,22,116,116,100.0,44022
44,23,62,62,100.0,44023
44,24,59,59,100.0,44024
44,25,79,79,100.0,44025
44,26,56,56,100.0,44026
44,27,76,76,100.0,44027
44,28,64,64,100.0,44028
44,29,83,83,100.0,44029
44,30,88,88,100.0,44030
44,31,75,75,100.0,44031
44,32,58,58,100.0,44032
44,33,89,89,100.0,44033
44,34,57,57,100.0,44034
44,36,59,59,100.0,44036
44,37,138,138,100.0,44037
44,38,59,59,100.0,44038
44,39,72,72,100.0,44039
44,40,89,89,100.0,44040
44,41,71,71,100.0,44041
44,42,114,114,100.0,44042
44,43,86,86,100.0,44043
44,44,109,109,100.0,44044
44,45,96,96,100.0,44045
44,46,68,68,100.0,44046
44,47,95,95,100.0,44047
44,50,73,73,100.0,44050
44,51,59,59,100.0,44051
45,1,82,82,100.0,45001
45,2,150,150,100.0,45002
45,3,236,236,100.0,45003
45,4,169,169,100.0,45004
45,5,143,143,100.0,45005
45,6,148,148,100.0,45006
45,7,85,85,100.0,45007
45,8,108,108,100.0,45008
45,9,146,146,100.0,45009
45,10,143,143,100.0,45010
45,11,116,116,100.0,45011
45,12,137,137,100.0,45012
45,13,223,223,100.0,45013
45,14,144,144,100.0,45014
45,15,155,155,100.0,45015
45,16,132,132,100.0,45016
45,17,127,127,100.0,45017
45,18,150,150,100.0,45018
45,19,159,159,100.0,45019
45,20,126,126,100.0,45020
45,21,132,132,100.0,45021
45,22,111,111,100.0,45022
45,23,125,125,100.0,45023
45,24,156,156,100.0,45024
45,25,147,147,100.0,45025
45,26,181,181,100.0,45026
45,27,108,108,100.0,45027
45,28,124,124,100.0,45028
45,29,134,134,100.0,45029
45,30,141,141,100.0,45030
45,31,118,118,100.0,45031
45,32,71,71,100.0,45032
45,33,120,120,100.0,45033
45,34,102,102,100.0,45034
45,35,117,117,100.0,45035
45,36,98,98,100.0,45036
45,37,108,108,100.0,45037
45,38,122,122,100.0,45038
45,39,148,148,100.0,45039
45,40,196,196,100.0,45040
45,41,76,76,100.0,45041
45,42,141,141,100.0,45042
45,43,109,109,100.0,45043
45,44,166,166,100.0,45044
45,45,92,92,100.0,45045
45,46,143,143,100.0,45046
45,47,120,120,100.0,45047
45,48,118,118,100.0,45048
45,49,129,129,100.0,45049
45,50,107,107,100.0,45050
45,51,119,119,100.0,45051
45,52,125,125,100.0,45052
45,53,98,98,100.0,45053
46,3,129,129,100.0,46003
46,5,46,46,100.0,46005
46,13,89,89,100.0,46013
46,17,139,139,100.0,46017
46,18,135,135,100.0,46018
46,24,60,60,100.0,46024
46,29,110,110,100.0,46029
46,31,110,110,100.0,46031
46,36,127,127,100.0,46036
46,37,45,45,100.0,46037
46,43,136,136,100.0,46043
46,44,91,91,100.0,46044
47,1,133,133,100.0,47001
47,2,125,125,100.0,47002
47,3,95,95,100.0,47003
47,4,172,172,100.0,47004
47,5,116,116,100.0,47005
47,6,173,173,100.0,47006
47,7,123,123,100.0,47007
47,8,187,187,100.0,47008
47,9,123,123,100.0,47009
47,10,82,82,100.0,47010
47,11,235,235,100.0,47011
47,12,118,118,100.0,47012
47,13,229,229,100.0,47013
47,14,94,94,100.0,47014
47,15,114,114,100.0,47015
47,16,139,139,100.0,47016
47,17,133,133,100.0,47017
47,18,140,140,100.0,47018
47,19,219,219,100.0,47019
47,20,143,143,100.0,47020
47,21,150,150,100.0,47021
47,22,150,150,100.0,47022
47,23,57,57,100.0,47023
47,24,101,101,100.0,47024
47,25,138,138,100.0,47025
47,26,146,146,100.0,47026
47,27,106,106,100.0,47027
47,28,193,193,100.0,47028
47,29,121,121,100.0,47029
47,30,143,143,100.0,47030
47,31,124,124,100.0,47031
47,32,132,132,100.0,47032
47,33,137,137,100.0,47033
47,34,155,155,100.0,47034
47,35,183,183,100.0,47035
47,36,164,164,100.0,47036
47,37,178,178,100.0,47037
47,38,147,147,100.0,47038
47,39,128,128,100.0,47039
47,40,93,93,100.0,47040
47,41,248,248,100.0,47041
47,42,106,106,100.0,47042
47,43,95,95,100.0,47043
47,44,127,127,100.0,47044
47,45,126,126,100.0,47045
47,46,93,93,100.0,47046
47,47,113,113,100.0,47047
47,48,39,39,100.0,47048
47,49,74,74,100.0,47049
47,50,93,93,100.0,47050
47,51,96,96,100.0,47051
47,52,39,39,100.0,47052
50,44,73,73,100.0,50044
50,45,48,48,100.0,50045
