ward,precinct,total,Constance A. ''Connie'' Howard,Constance A. ''Connie'' Howard Percent,precinct_id
5,53,198,198,100.0,05053
5,55,139,139,100.0,05055
6,1,266,266,100.0,06001
6,2,235,235,100.0,06002
6,3,214,214,100.0,06003
6,4,116,116,100.0,06004
6,5,95,95,100.0,06005
6,6,162,162,100.0,06006
6,7,195,195,100.0,06007
6,8,227,227,100.0,06008
6,9,181,181,100.0,06009
6,10,259,259,100.0,06010
6,11,195,195,100.0,06011
6,12,131,131,100.0,06012
6,13,174,174,100.0,06013
6,14,170,170,100.0,06014
6,15,113,113,100.0,06015
6,16,213,213,100.0,06016
6,17,235,235,100.0,06017
6,18,77,77,100.0,06018
6,19,198,198,100.0,06019
6,20,188,188,100.0,06020
6,23,156,156,100.0,06023
6,24,237,237,100.0,06024
6,25,151,151,100.0,06025
6,26,212,212,100.0,06026
6,27,261,261,100.0,06027
6,28,357,357,100.0,06028
6,29,240,240,100.0,06029
6,30,143,143,100.0,06030
6,31,222,222,100.0,06031
6,32,185,185,100.0,06032
6,33,221,221,100.0,06033
6,34,167,167,100.0,06034
6,35,185,185,100.0,06035
6,36,85,85,100.0,06036
6,37,228,228,100.0,06037
6,38,191,191,100.0,06038
6,39,142,142,100.0,06039
6,40,105,105,100.0,06040
6,41,211,211,100.0,06041
6,42,83,83,100.0,06042
6,43,197,197,100.0,06043
6,44,183,183,100.0,06044
6,45,128,128,100.0,06045
6,46,173,173,100.0,06046
6,47,206,206,100.0,06047
6,48,166,166,100.0,06048
6,49,182,182,100.0,06049
6,50,211,211,100.0,06050
6,51,131,131,100.0,06051
6,52,125,125,100.0,06052
6,53,166,166,100.0,06053
6,54,176,176,100.0,06054
6,55,156,156,100.0,06055
6,56,129,129,100.0,06056
6,57,102,102,100.0,06057
6,58,219,219,100.0,06058
6,59,179,179,100.0,06059
6,60,132,132,100.0,06060
6,61,110,110,100.0,06061
6,62,146,146,100.0,06062
6,63,159,159,100.0,06063
8,1,216,216,100.0,08001
8,2,93,93,100.0,08002
8,3,102,102,100.0,08003
8,6,202,202,100.0,08006
8,10,260,260,100.0,08010
8,11,161,161,100.0,08011
8,12,153,153,100.0,08012
8,13,143,143,100.0,08013
8,14,125,125,100.0,08014
8,16,230,230,100.0,08016
8,18,106,106,100.0,08018
8,20,146,146,100.0,08020
8,21,139,139,100.0,08021
8,22,155,155,100.0,08022
8,29,192,192,100.0,08029
8,30,159,159,100.0,08030
8,31,127,127,100.0,08031
8,33,179,179,100.0,08033
8,35,227,227,100.0,08035
8,37,207,207,100.0,08037
8,38,153,153,100.0,08038
8,40,190,190,100.0,08040
8,41,147,147,100.0,08041
8,43,125,125,100.0,08043
8,45,145,145,100.0,08045
8,48,166,166,100.0,08048
8,52,225,225,100.0,08052
8,53,234,234,100.0,08053
8,54,206,206,100.0,08054
8,55,133,133,100.0,08055
8,56,205,205,100.0,08056
8,58,217,217,100.0,08058
8,59,110,110,100.0,08059
8,61,155,155,100.0,08061
8,64,150,150,100.0,08064
8,67,86,86,100.0,08067
8,68,93,93,100.0,08068
8,69,121,121,100.0,08069
9,36,194,194,100.0,09036
9,47,215,215,100.0,09047
15,2,98,98,100.0,15002
15,3,77,77,100.0,15003
15,4,77,77,100.0,15004
15,5,78,78,100.0,15005
15,6,90,90,100.0,15006
15,7,85,85,100.0,15007
15,8,124,124,100.0,15008
15,9,109,109,100.0,15009
15,11,90,90,100.0,15011
15,12,48,48,100.0,15012
15,17,103,103,100.0,15017
15,18,67,67,100.0,15018
15,19,108,108,100.0,15019
15,20,92,92,100.0,15020
15,21,115,115,100.0,15021
15,22,102,102,100.0,15022
15,23,67,67,100.0,15023
15,24,106,106,100.0,15024
15,26,94,94,100.0,15026
15,27,73,73,100.0,15027
15,29,46,46,100.0,15029
15,30,92,92,100.0,15030
15,31,96,96,100.0,15031
15,33,72,72,100.0,15033
15,34,79,79,100.0,15034
15,35,112,112,100.0,15035
15,36,74,74,100.0,15036
15,37,92,92,100.0,15037
15,38,89,89,100.0,15038
15,39,96,96,100.0,15039
15,40,112,112,100.0,15040
15,41,130,130,100.0,15041
15,42,55,55,100.0,15042
15,43,92,92,100.0,15043
15,45,51,51,100.0,15045
15,46,69,69,100.0,15046
15,47,115,115,100.0,15047
15,48,71,71,100.0,15048
15,49,8,8,100.0,15049
15,50,81,81,100.0,15050
15,51,65,65,100.0,15051
15,52,65,65,100.0,15052
16,2,70,70,100.0,16002
16,3,99,99,100.0,16003
16,5,103,103,100.0,16005
16,8,86,86,100.0,16008
16,9,146,146,100.0,16009
16,10,77,77,100.0,16010
16,12,72,72,100.0,16012
16,14,108,108,100.0,16014
16,19,69,69,100.0,16019
16,25,76,76,100.0,16025
16,26,91,91,100.0,16026
16,27,152,152,100.0,16027
16,28,123,123,100.0,16028
16,31,112,112,100.0,16031
16,34,85,85,100.0,16034
16,36,106,106,100.0,16036
16,37,58,58,100.0,16037
16,38,110,110,100.0,16038
16,40,117,117,100.0,16040
16,41,59,59,100.0,16041
16,43,117,117,100.0,16043
16,44,87,87,100.0,16044
16,45,70,70,100.0,16045
16,46,23,23,100.0,16046
17,1,82,82,100.0,17001
17,2,102,102,100.0,17002
17,3,90,90,100.0,17003
17,4,183,183,100.0,17004
17,5,101,101,100.0,17005
17,6,96,96,100.0,17006
17,7,158,158,100.0,17007
17,8,113,113,100.0,17008
17,9,84,84,100.0,17009
17,10,129,129,100.0,17010
17,11,133,133,100.0,17011
17,12,168,168,100.0,17012
17,13,76,76,100.0,17013
17,14,108,108,100.0,17014
17,15,107,107,100.0,17015
17,16,94,94,100.0,17016
17,17,75,75,100.0,17017
17,18,145,145,100.0,17018
17,19,46,46,100.0,17019
17,20,102,102,100.0,17020
17,21,204,204,100.0,17021
17,22,140,140,100.0,17022
17,23,100,100,100.0,17023
17,24,119,119,100.0,17024
17,25,75,75,100.0,17025
17,26,142,142,100.0,17026
17,27,165,165,100.0,17027
17,28,95,95,100.0,17028
17,29,147,147,100.0,17029
17,30,141,141,100.0,17030
17,31,113,113,100.0,17031
17,32,126,126,100.0,17032
17,33,97,97,100.0,17033
17,34,86,86,100.0,17034
17,35,74,74,100.0,17035
17,36,76,76,100.0,17036
17,37,100,100,100.0,17037
17,38,135,135,100.0,17038
17,39,81,81,100.0,17039
17,40,93,93,100.0,17040
17,41,99,99,100.0,17041
17,42,96,96,100.0,17042
17,43,94,94,100.0,17043
17,44,82,82,100.0,17044
17,45,70,70,100.0,17045
17,46,123,123,100.0,17046
17,47,66,66,100.0,17047
17,48,139,139,100.0,17048
17,49,103,103,100.0,17049
17,50,102,102,100.0,17050
17,51,139,139,100.0,17051
17,52,160,160,100.0,17052
17,53,110,110,100.0,17053
17,54,156,156,100.0,17054
17,55,107,107,100.0,17055
17,56,128,128,100.0,17056
17,57,132,132,100.0,17057
17,58,101,101,100.0,17058
17,59,49,49,100.0,17059
17,60,184,184,100.0,17060
17,61,97,97,100.0,17061
17,62,99,99,100.0,17062
17,63,60,60,100.0,17063
17,64,78,78,100.0,17064
18,1,91,91,100.0,18001
18,2,151,151,100.0,18002
18,4,204,204,100.0,18004
18,5,144,144,100.0,18005
18,7,106,106,100.0,18007
18,8,65,65,100.0,18008
18,9,197,197,100.0,18009
18,10,255,255,100.0,18010
18,11,149,149,100.0,18011
18,12,209,209,100.0,18012
18,13,174,174,100.0,18013
18,14,213,213,100.0,18014
18,16,184,184,100.0,18016
18,17,115,115,100.0,18017
18,18,200,200,100.0,18018
18,19,213,213,100.0,18019
18,20,176,176,100.0,18020
18,21,233,233,100.0,18021
18,22,183,183,100.0,18022
18,23,139,139,100.0,18023
18,24,223,223,100.0,18024
18,25,68,68,100.0,18025
18,26,148,148,100.0,18026
18,27,126,126,100.0,18027
18,29,167,167,100.0,18029
18,30,110,110,100.0,18030
18,31,134,134,100.0,18031
18,32,220,220,100.0,18032
18,33,132,132,100.0,18033
18,34,242,242,100.0,18034
18,35,191,191,100.0,18035
18,36,116,116,100.0,18036
18,37,119,119,100.0,18037
18,38,212,212,100.0,18038
18,39,125,125,100.0,18039
18,40,213,213,100.0,18040
18,42,89,89,100.0,18042
18,44,85,85,100.0,18044
18,45,187,187,100.0,18045
18,46,187,187,100.0,18046
18,47,112,112,100.0,18047
18,49,112,112,100.0,18049
18,50,144,144,100.0,18050
18,51,217,217,100.0,18051
18,52,179,179,100.0,18052
18,53,131,131,100.0,18053
18,54,172,172,100.0,18054
18,58,139,139,100.0,18058
18,59,102,102,100.0,18059
18,60,195,195,100.0,18060
18,61,166,166,100.0,18061
19,28,235,235,100.0,19028
19,43,220,220,100.0,19043
19,48,156,156,100.0,19048
19,50,194,194,100.0,19050
19,60,188,188,100.0,19060
19,66,279,279,100.0,19066
20,1,124,124,100.0,20001
20,2,96,96,100.0,20002
20,3,103,103,100.0,20003
20,5,83,83,100.0,20005
20,6,103,103,100.0,20006
20,7,57,57,100.0,20007
20,9,109,109,100.0,20009
20,10,94,94,100.0,20010
20,11,72,72,100.0,20011
20,12,79,79,100.0,20012
20,13,106,106,100.0,20013
20,14,185,185,100.0,20014
20,16,159,159,100.0,20016
20,17,85,85,100.0,20017
20,18,124,124,100.0,20018
20,19,84,84,100.0,20019
20,20,73,73,100.0,20020
20,22,143,143,100.0,20022
20,23,144,144,100.0,20023
20,24,128,128,100.0,20024
20,25,84,84,100.0,20025
20,26,154,154,100.0,20026
20,28,126,126,100.0,20028
20,29,108,108,100.0,20029
20,30,123,123,100.0,20030
20,32,118,118,100.0,20032
20,33,118,118,100.0,20033
20,34,139,139,100.0,20034
20,35,65,65,100.0,20035
20,36,102,102,100.0,20036
20,37,118,118,100.0,20037
20,38,27,27,100.0,20038
20,39,100,100,100.0,20039
20,42,85,85,100.0,20042
20,43,26,26,100.0,20043
20,44,163,163,100.0,20044
20,46,65,65,100.0,20046
20,47,83,83,100.0,20047
20,49,95,95,100.0,20049
20,50,67,67,100.0,20050
21,1,266,266,100.0,21001
21,2,154,154,100.0,21002
21,3,159,159,100.0,21003
21,4,174,174,100.0,21004
21,5,152,152,100.0,21005
21,6,130,130,100.0,21006
21,7,160,160,100.0,21007
21,8,194,194,100.0,21008
21,9,192,192,100.0,21009
21,10,118,118,100.0,21010
21,11,189,189,100.0,21011
21,12,176,176,100.0,21012
21,13,93,93,100.0,21013
21,14,148,148,100.0,21014
21,15,146,146,100.0,21015
21,16,163,163,100.0,21016
21,17,155,155,100.0,21017
21,18,171,171,100.0,21018
21,19,125,125,100.0,21019
21,20,96,96,100.0,21020
21,21,185,185,100.0,21021
21,22,166,166,100.0,21022
21,23,148,148,100.0,21023
21,24,185,185,100.0,21024
21,25,156,156,100.0,21025
21,26,139,139,100.0,21026
21,27,205,205,100.0,21027
21,28,143,143,100.0,21028
21,29,88,88,100.0,21029
21,30,130,130,100.0,21030
21,31,209,209,100.0,21031
21,32,146,146,100.0,21032
21,33,161,161,100.0,21033
21,34,212,212,100.0,21034
21,35,100,100,100.0,21035
21,36,134,134,100.0,21036
21,37,108,108,100.0,21037
21,38,159,159,100.0,21038
21,39,133,133,100.0,21039
21,40,187,187,100.0,21040
21,41,123,123,100.0,21041
21,42,175,175,100.0,21042
21,43,142,142,100.0,21043
21,44,151,151,100.0,21044
21,45,129,129,100.0,21045
21,46,101,101,100.0,21046
21,47,227,227,100.0,21047
21,48,228,228,100.0,21048
21,49,232,232,100.0,21049
21,50,157,157,100.0,21050
21,51,187,187,100.0,21051
21,52,180,180,100.0,21052
21,53,117,117,100.0,21053
21,54,164,164,100.0,21054
21,55,192,192,100.0,21055
21,56,131,131,100.0,21056
21,57,142,142,100.0,21057
21,58,127,127,100.0,21058
21,59,217,217,100.0,21059
21,60,188,188,100.0,21060
21,61,160,160,100.0,21061
21,62,179,179,100.0,21062
21,63,155,155,100.0,21063
21,64,94,94,100.0,21064
21,65,257,257,100.0,21065
21,66,112,112,100.0,21066
21,67,164,164,100.0,21067
21,68,153,153,100.0,21068
21,69,137,137,100.0,21069
21,70,170,170,100.0,21070
21,71,121,121,100.0,21071
21,72,141,141,100.0,21072
21,73,194,194,100.0,21073
21,74,56,56,100.0,21074
34,8,196,196,100.0,34008
34,13,226,226,100.0,34013
34,19,55,55,100.0,34019
34,33,75,75,100.0,34033
34,45,164,164,100.0,34045
34,47,109,109,100.0,34047
34,51,257,257,100.0,34051
34,55,200,200,100.0,34055
34,57,176,176,100.0,34057
34,58,200,200,100.0,34058
34,60,174,174,100.0,34060
