ward,precinct,total,Forrest Claypool,Forrest Claypool Percent,"John H. Stroger, Jr.","John H. Stroger, Jr. Percent",precinct_id
1,48,79,40,50.63,39,49.37,01048
1,49,30,24,80.0,6,20.0,01049
1,50,63,34,53.97,29,46.03,01050
2,1,142,87,61.27,55,38.73,02001
2,2,6,0,0.0,6,100.0,02002
2,3,109,36,33.03,73,66.97,02003
2,4,123,9,7.32,114,92.68,02004
2,5,89,8,8.99,81,91.01,02005
2,6,74,64,86.49,10,13.51,02006
2,7,208,31,14.9,177,85.1,02007
2,8,176,94,53.41,82,46.59,02008
2,9,114,12,10.53,102,89.47,02009
2,10,28,1,3.57,27,96.43,02010
2,11,91,72,79.12,19,20.88,02011
2,12,108,89,82.41,19,17.59,02012
2,13,136,41,30.15,95,69.85,02013
2,14,242,42,17.36,200,82.64,02014
2,15,22,4,18.18,18,81.82,02015
2,16,105,54,51.43,51,48.57,02016
2,17,118,13,11.02,105,88.98,02017
2,18,147,74,50.34,73,49.66,02018
2,19,8,1,12.5,7,87.5,02019
2,20,233,41,17.6,192,82.4,02020
2,21,223,34,15.25,189,84.75,02021
2,22,276,163,59.06,113,40.94,02022
2,23,110,30,27.27,80,72.73,02023
2,24,80,15,18.75,65,81.25,02024
2,25,81,33,40.74,48,59.26,02025
2,26,199,77,38.69,122,61.31,02026
2,27,127,13,10.24,114,89.76,02027
2,28,46,37,80.43,9,19.57,02028
2,29,53,24,45.28,29,54.72,02029
2,30,80,7,8.75,73,91.25,02030
2,31,200,36,18.0,164,82.0,02031
2,32,56,12,21.43,44,78.57,02032
2,33,85,6,7.06,79,92.94,02033
2,34,207,17,8.21,190,91.79,02034
2,35,35,23,65.71,12,34.29,02035
2,36,97,5,5.15,92,94.85,02036
2,37,163,104,63.8,59,36.2,02037
2,38,193,32,16.58,161,83.42,02038
2,39,124,39,31.45,85,68.55,02039
2,40,188,69,36.7,119,63.3,02040
2,41,70,9,12.86,61,87.14,02041
2,42,29,7,24.14,22,75.86,02042
2,43,238,112,47.06,126,52.94,02043
2,44,154,15,9.74,139,90.26,02044
2,45,114,13,11.4,101,88.6,02045
2,46,262,56,21.37,206,78.63,02046
2,47,131,18,13.74,113,86.26,02047
2,48,105,12,11.43,93,88.57,02048
2,49,124,86,69.35,38,30.65,02049
2,50,87,29,33.33,58,66.67,02050
2,51,76,7,9.21,69,90.79,02051
2,52,163,32,19.63,131,80.37,02052
2,53,51,6,11.76,45,88.24,02053
2,54,144,108,75.0,36,25.0,02054
2,55,34,19,55.88,15,44.12,02055
2,56,153,32,20.92,121,79.08,02056
2,57,154,20,12.99,134,87.01,02057
2,58,58,28,48.28,30,51.72,02058
2,59,192,120,62.5,72,37.5,02059
2,60,161,109,67.7,52,32.3,02060
2,61,99,58,58.59,41,41.41,02061
3,1,179,16,8.94,163,91.06,03001
3,2,261,25,9.58,236,90.42,03002
3,3,114,39,34.21,75,65.79,03003
3,4,116,14,12.07,102,87.93,03004
3,5,176,39,22.16,137,77.84,03005
3,6,69,5,7.25,64,92.75,03006
3,7,199,21,10.55,178,89.45,03007
3,8,69,7,10.14,62,89.86,03008
3,9,133,19,14.29,114,85.71,03009
3,10,73,5,6.85,68,93.15,03010
3,11,157,21,13.38,136,86.62,03011
3,12,167,14,8.38,153,91.62,03012
3,13,112,42,37.5,70,62.5,03013
3,14,106,12,11.32,94,88.68,03014
3,15,159,20,12.58,139,87.42,03015
3,16,155,20,12.9,135,87.1,03016
3,17,110,12,10.91,98,89.09,03017
3,18,108,14,12.96,94,87.04,03018
3,19,9,0,0.0,9,100.0,03019
3,20,122,14,11.48,108,88.52,03020
3,21,79,4,5.06,75,94.94,03021
3,22,95,9,9.47,86,90.53,03022
3,23,35,1,2.86,34,97.14,03023
3,24,136,17,12.5,119,87.5,03024
3,25,125,17,13.6,108,86.4,03025
3,26,137,18,13.14,119,86.86,03026
3,27,158,20,12.66,138,87.34,03027
3,28,55,5,9.09,50,90.91,03028
3,29,132,10,7.58,122,92.42,03029
3,30,133,18,13.53,115,86.47,03030
3,31,227,21,9.25,206,90.75,03031
3,32,108,11,10.19,97,89.81,03032
3,33,182,28,15.38,154,84.62,03033
3,34,116,17,14.66,99,85.34,03034
3,35,130,17,13.08,113,86.92,03035
3,36,66,6,9.09,60,90.91,03036
3,37,57,7,12.28,50,87.72,03037
3,38,220,43,19.55,177,80.45,03038
3,39,282,28,9.93,254,90.07,03039
3,40,111,22,19.82,89,80.18,03040
3,41,154,17,11.04,137,88.96,03041
3,42,106,7,6.6,99,93.4,03042
3,43,55,6,10.91,49,89.09,03043
3,44,60,3,5.0,57,95.0,03044
3,45,102,31,30.39,71,69.61,03045
3,46,81,5,6.17,76,93.83,03046
3,47,106,12,11.32,94,88.68,03047
3,48,125,9,7.2,116,92.8,03048
3,49,53,9,16.98,44,83.02,03049
3,50,128,6,4.69,122,95.31,03050
3,51,51,11,21.57,40,78.43,03051
3,52,64,4,6.25,60,93.75,03052
3,53,153,29,18.95,124,81.05,03053
3,54,168,91,54.17,77,45.83,03054
4,1,153,64,41.83,89,58.17,04001
4,2,263,52,19.77,211,80.23,04002
4,3,255,37,14.51,218,85.49,04003
4,4,246,32,13.01,214,86.99,04004
4,5,215,27,12.56,188,87.44,04005
4,6,92,8,8.7,84,91.3,04006
4,7,201,28,13.93,173,86.07,04007
4,8,232,36,15.52,196,84.48,04008
4,9,418,71,16.99,347,83.01,04009
4,10,205,38,18.54,167,81.46,04010
4,11,187,21,11.23,166,88.77,04011
4,12,107,23,21.5,84,78.5,04012
4,13,146,53,36.3,93,63.7,04013
4,14,141,12,8.51,129,91.49,04014
4,15,129,35,27.13,94,72.87,04015
4,16,245,32,13.06,213,86.94,04016
4,17,188,55,29.26,133,70.74,04017
4,18,217,24,11.06,193,88.94,04018
4,19,216,34,15.74,182,84.26,04019
4,20,78,9,11.54,69,88.46,04020
4,21,230,60,26.09,170,73.91,04021
4,22,274,106,38.69,168,61.31,04022
4,23,151,48,31.79,103,68.21,04023
4,24,230,67,29.13,163,70.87,04024
4,25,228,31,13.6,197,86.4,04025
4,26,202,17,8.42,185,91.58,04026
4,27,189,40,21.16,149,78.84,04027
4,28,134,66,49.25,68,50.75,04028
4,29,172,70,40.7,102,59.3,04029
4,30,36,2,5.56,34,94.44,04030
4,31,108,23,21.3,85,78.7,04031
4,32,208,119,57.21,89,42.79,04032
4,33,107,21,19.63,86,80.37,04033
4,34,155,99,63.87,56,36.13,04034
4,35,124,14,11.29,110,88.71,04035
4,36,98,19,19.39,79,80.61,04036
4,37,76,8,10.53,68,89.47,04037
4,38,279,104,37.28,175,62.72,04038
4,39,119,15,12.61,104,87.39,04039
4,40,171,27,15.79,144,84.21,04040
4,41,90,57,63.33,33,36.67,04041
4,42,238,50,21.01,188,78.99,04042
4,43,129,60,46.51,69,53.49,04043
4,44,125,37,29.6,88,70.4,04044
4,45,398,100,25.13,298,74.87,04045
4,46,152,24,15.79,128,84.21,04046
4,47,244,78,31.97,166,68.03,04047
4,48,268,117,43.66,151,56.34,04048
4,49,177,22,12.43,155,87.57,04049
4,50,183,28,15.3,155,84.7,04050
4,51,254,44,17.32,210,82.68,04051
4,52,257,24,9.34,233,90.66,04052
4,53,179,37,20.67,142,79.33,04053
4,54,105,29,27.62,76,72.38,04054
4,55,123,82,66.67,41,33.33,04055
5,1,195,28,14.36,167,85.64,05001
5,2,161,21,13.04,140,86.96,05002
5,3,93,45,48.39,48,51.61,05003
5,4,141,15,10.64,126,89.36,05004
5,5,163,17,10.43,146,89.57,05005
5,6,219,35,15.98,184,84.02,05006
5,7,198,27,13.64,171,86.36,05007
5,8,240,190,79.17,50,20.83,05008
5,9,179,31,17.32,148,82.68,05009
5,10,173,33,19.08,140,80.92,05010
5,11,190,115,60.53,75,39.47,05011
5,12,128,19,14.84,109,85.16,05012
5,13,167,20,11.98,147,88.02,05013
5,14,255,116,45.49,139,54.51,05014
5,15,152,52,34.21,100,65.79,05015
5,16,151,17,11.26,134,88.74,05016
5,17,234,30,12.82,204,87.18,05017
5,18,194,23,11.86,171,88.14,05018
5,19,97,8,8.25,89,91.75,05019
5,20,97,14,14.43,83,85.57,05020
5,21,231,40,17.32,191,82.68,05021
5,22,196,15,7.65,181,92.35,05022
5,23,141,10,7.09,131,92.91,05023
5,24,200,88,44.0,112,56.0,05024
5,25,204,19,9.31,185,90.69,05025
5,26,225,22,9.78,203,90.22,05026
5,27,204,164,80.39,40,19.61,05027
5,28,216,47,21.76,169,78.24,05028
5,29,199,29,14.57,170,85.43,05029
5,30,181,158,87.29,23,12.71,05030
5,31,162,18,11.11,144,88.89,05031
5,32,314,42,13.38,272,86.62,05032
5,33,149,16,10.74,133,89.26,05033
5,34,195,25,12.82,170,87.18,05034
5,35,149,85,57.05,64,42.95,05035
5,36,93,20,21.51,73,78.49,05036
5,37,168,93,55.36,75,44.64,05037
5,38,206,134,65.05,72,34.95,05038
5,39,228,196,85.96,32,14.04,05039
5,40,170,16,9.41,154,90.59,05040
5,41,147,125,85.03,22,14.97,05041
5,42,212,21,9.91,191,90.09,05042
5,43,221,44,19.91,177,80.09,05043
5,44,251,40,15.94,211,84.06,05044
5,45,112,10,8.93,102,91.07,05045
5,46,208,133,63.94,75,36.06,05046
5,47,130,16,12.31,114,87.69,05047
5,48,109,48,44.04,61,55.96,05048
5,49,43,4,9.3,39,90.7,05049
5,50,154,26,16.88,128,83.12,05050
5,51,131,9,6.87,122,93.13,05051
5,52,24,8,33.33,16,66.67,05052
5,53,235,69,29.36,166,70.64,05053
5,54,280,46,16.43,234,83.57,05054
5,55,173,27,15.61,146,84.39,05055
6,1,286,26,9.09,260,90.91,06001
6,2,251,24,9.56,227,90.44,06002
6,3,262,18,6.87,244,93.13,06003
6,4,135,12,8.89,123,91.11,06004
6,5,118,13,11.02,105,88.98,06005
6,6,191,23,12.04,168,87.96,06006
6,7,232,21,9.05,211,90.95,06007
6,8,256,24,9.38,232,90.63,06008
6,9,194,25,12.89,169,87.11,06009
6,10,288,19,6.6,269,93.4,06010
6,11,219,33,15.07,186,84.93,06011
6,12,160,20,12.5,140,87.5,06012
6,13,185,20,10.81,165,89.19,06013
6,14,203,10,4.93,193,95.07,06014
6,15,142,14,9.86,128,90.14,06015
6,16,246,28,11.38,218,88.62,06016
6,17,263,22,8.37,241,91.63,06017
6,18,87,10,11.49,77,88.51,06018
6,19,234,26,11.11,208,88.89,06019
6,20,225,19,8.44,206,91.56,06020
6,21,213,19,8.92,194,91.08,06021
6,22,193,23,11.92,170,88.08,06022
6,23,176,26,14.77,150,85.23,06023
6,24,250,26,10.4,224,89.6,06024
6,25,165,20,12.12,145,87.88,06025
6,26,240,28,11.67,212,88.33,06026
6,27,277,38,13.72,239,86.28,06027
6,28,390,56,14.36,334,85.64,06028
6,29,275,46,16.73,229,83.27,06029
6,30,162,11,6.79,151,93.21,06030
6,31,263,37,14.07,226,85.93,06031
6,32,218,24,11.01,194,88.99,06032
6,33,264,35,13.26,229,86.74,06033
6,34,188,23,12.23,165,87.77,06034
6,35,204,17,8.33,187,91.67,06035
6,36,110,10,9.09,100,90.91,06036
6,37,263,30,11.41,233,88.59,06037
6,38,234,25,10.68,209,89.32,06038
6,39,189,15,7.94,174,92.06,06039
6,40,121,10,8.26,111,91.74,06040
6,41,232,30,12.93,202,87.07,06041
6,42,103,9,8.74,94,91.26,06042
6,43,222,23,10.36,199,89.64,06043
6,44,206,26,12.62,180,87.38,06044
6,45,157,17,10.83,140,89.17,06045
6,46,202,13,6.44,189,93.56,06046
6,47,236,42,17.8,194,82.2,06047
6,48,193,21,10.88,172,89.12,06048
6,49,220,24,10.91,196,89.09,06049
6,50,237,31,13.08,206,86.92,06050
6,51,152,12,7.89,140,92.11,06051
6,52,145,16,11.03,129,88.97,06052
6,53,198,28,14.14,170,85.86,06053
6,54,208,32,15.38,176,84.62,06054
6,55,176,19,10.8,157,89.2,06055
6,56,140,16,11.43,124,88.57,06056
6,57,125,19,15.2,106,84.8,06057
6,58,247,31,12.55,216,87.45,06058
6,59,206,23,11.17,183,88.83,06059
6,60,147,13,8.84,134,91.16,06060
6,61,131,11,8.4,120,91.6,06061
6,62,196,17,8.67,179,91.33,06062
6,63,185,28,15.14,157,84.86,06063
6,64,250,30,12.0,220,88.0,06064
7,1,237,31,13.08,206,86.92,07001
7,2,241,37,15.35,204,84.65,07002
7,3,120,9,7.5,111,92.5,07003
7,4,142,25,17.61,117,82.39,07004
7,5,136,23,16.91,113,83.09,07005
7,6,152,12,7.89,140,92.11,07006
7,7,108,8,7.41,100,92.59,07007
7,8,61,13,21.31,48,78.69,07008
7,9,177,19,10.73,158,89.27,07009
7,10,117,13,11.11,104,88.89,07010
7,11,190,26,13.68,164,86.32,07011
7,12,129,18,13.95,111,86.05,07012
7,13,125,15,12.0,110,88.0,07013
7,14,192,33,17.19,159,82.81,07014
7,15,95,16,16.84,79,83.16,07015
7,16,143,17,11.89,126,88.11,07016
7,17,116,16,13.79,100,86.21,07017
7,18,115,31,26.96,84,73.04,07018
7,19,248,25,10.08,223,89.92,07019
7,20,93,8,8.6,85,91.4,07020
7,21,175,26,14.86,149,85.14,07021
7,22,130,15,11.54,115,88.46,07022
7,23,117,16,13.68,101,86.32,07023
7,24,170,21,12.35,149,87.65,07024
7,25,212,23,10.85,189,89.15,07025
7,26,217,20,9.22,197,90.78,07026
7,27,267,33,12.36,234,87.64,07027
7,28,172,24,13.95,148,86.05,07028
7,29,122,12,9.84,110,90.16,07029
7,30,214,23,10.75,191,89.25,07030
7,31,201,23,11.44,178,88.56,07031
7,32,147,35,23.81,112,76.19,07032
7,33,160,23,14.38,137,85.63,07033
7,34,152,18,11.84,134,88.16,07034
7,35,85,20,23.53,65,76.47,07035
7,36,235,29,12.34,206,87.66,07036
7,37,72,8,11.11,64,88.89,07037
7,38,132,17,12.88,115,87.12,07038
7,39,149,19,12.75,130,87.25,07039
7,40,187,22,11.76,165,88.24,07040
7,41,147,29,19.73,118,80.27,07041
7,42,264,37,14.02,227,85.98,07042
7,43,178,25,14.04,153,85.96,07043
7,44,217,39,17.97,178,82.03,07044
7,45,282,56,19.86,226,80.14,07045
7,46,112,12,10.71,100,89.29,07046
7,47,154,15,9.74,139,90.26,07047
7,48,67,9,13.43,58,86.57,07048
7,49,112,20,17.86,92,82.14,07049
7,50,121,15,12.4,106,87.6,07050
7,51,176,28,15.91,148,84.09,07051
7,52,134,19,14.18,115,85.82,07052
7,53,147,9,6.12,138,93.88,07053
7,54,71,13,18.31,58,81.69,07054
7,55,166,10,6.02,156,93.98,07055
7,56,122,12,9.84,110,90.16,07056
7,57,154,15,9.74,139,90.26,07057
7,58,240,31,12.92,209,87.08,07058
7,59,84,11,13.1,73,86.9,07059
7,60,126,21,16.67,105,83.33,07060
7,61,170,22,12.94,148,87.06,07061
7,62,168,16,9.52,152,90.48,07062
7,63,137,21,15.33,116,84.67,07063
7,64,146,25,17.12,121,82.88,07064
7,65,169,33,19.53,136,80.47,07065
8,1,248,19,7.66,229,92.34,08001
8,2,109,10,9.17,99,90.83,08002
8,3,293,14,4.78,279,95.22,08003
8,4,212,24,11.32,188,88.68,08004
8,5,284,25,8.8,259,91.2,08005
8,6,240,25,10.42,215,89.58,08006
8,7,151,17,11.26,134,88.74,08007
8,8,282,26,9.22,256,90.78,08008
8,9,299,33,11.04,266,88.96,08009
8,10,291,43,14.78,248,85.22,08010
8,11,197,26,13.2,171,86.8,08011
8,12,189,33,17.46,156,82.54,08012
8,13,164,19,11.59,145,88.41,08013
8,14,150,13,8.67,137,91.33,08014
8,15,165,21,12.73,144,87.27,08015
8,16,252,36,14.29,216,85.71,08016
8,17,184,21,11.41,163,88.59,08017
8,18,129,13,10.08,116,89.92,08018
8,19,269,18,6.69,251,93.31,08019
8,20,164,18,10.98,146,89.02,08020
8,21,180,13,7.22,167,92.78,08021
8,22,176,21,11.93,155,88.07,08022
8,23,198,21,10.61,177,89.39,08023
8,24,239,34,14.23,205,85.77,08024
8,25,214,24,11.21,190,88.79,08025
8,26,139,20,14.39,119,85.61,08026
8,27,242,38,15.7,204,84.3,08027
8,28,201,30,14.93,171,85.07,08028
8,29,234,19,8.12,215,91.88,08029
8,30,183,23,12.57,160,87.43,08030
8,31,146,17,11.64,129,88.36,08031
8,32,319,37,11.6,282,88.4,08032
8,33,196,21,10.71,175,89.29,08033
8,34,269,40,14.87,229,85.13,08034
8,35,254,28,11.02,226,88.98,08035
8,36,205,20,9.76,185,90.24,08036
8,37,222,19,8.56,203,91.44,08037
8,38,190,22,11.58,168,88.42,08038
8,39,237,34,14.35,203,85.65,08039
8,40,212,27,12.74,185,87.26,08040
8,41,172,17,9.88,155,90.12,08041
8,42,213,31,14.55,182,85.45,08042
8,43,158,13,8.23,145,91.77,08043
8,44,161,16,9.94,145,90.06,08044
8,45,168,27,16.07,141,83.93,08045
8,46,180,21,11.67,159,88.33,08046
8,47,214,19,8.88,195,91.12,08047
8,48,184,17,9.24,167,90.76,08048
8,49,259,27,10.42,232,89.58,08049
8,50,229,30,13.1,199,86.9,08050
8,51,264,32,12.12,232,87.88,08051
8,52,244,25,10.25,219,89.75,08052
8,53,275,25,9.09,250,90.91,08053
8,54,234,25,10.68,209,89.32,08054
8,55,172,23,13.37,149,86.63,08055
8,56,228,27,11.84,201,88.16,08056
8,57,127,19,14.96,108,85.04,08057
8,58,239,23,9.62,216,90.38,08058
8,59,122,18,14.75,104,85.25,08059
8,60,178,21,11.8,157,88.2,08060
8,61,176,16,9.09,160,90.91,08061
8,62,206,22,10.68,184,89.32,08062
8,63,253,26,10.28,227,89.72,08063
8,64,166,21,12.65,145,87.35,08064
8,65,140,10,7.14,130,92.86,08065
8,66,282,40,14.18,242,85.82,08066
8,67,104,11,10.58,93,89.42,08067
8,68,118,20,16.95,98,83.05,08068
8,69,141,13,9.22,128,90.78,08069
8,70,250,23,9.2,227,90.8,08070
9,1,261,30,11.49,231,88.51,09001
9,2,241,26,10.79,215,89.21,09002
9,3,106,5,4.72,101,95.28,09003
9,4,246,16,6.5,230,93.5,09004
9,5,184,13,7.07,171,92.93,09005
9,6,205,30,14.63,175,85.37,09006
9,7,207,22,10.63,185,89.37,09007
9,8,211,25,11.85,186,88.15,09008
9,9,234,34,14.53,200,85.47,09009
9,10,197,14,7.11,183,92.89,09010
9,11,139,11,7.91,128,92.09,09011
9,12,210,16,7.62,194,92.38,09012
9,13,266,30,11.28,236,88.72,09013
9,14,253,32,12.65,221,87.35,09014
9,15,169,28,16.57,141,83.43,09015
9,16,138,14,10.14,124,89.86,09016
9,17,205,26,12.68,179,87.32,09017
9,18,223,33,14.8,190,85.2,09018
9,19,232,19,8.19,213,91.81,09019
9,20,247,17,6.88,230,93.12,09020
9,21,190,25,13.16,165,86.84,09021
9,22,260,24,9.23,236,90.77,09022
9,23,162,18,11.11,144,88.89,09023
9,24,102,8,7.84,94,92.16,09024
9,25,118,29,24.58,89,75.42,09025
9,26,121,7,5.79,114,94.21,09026
9,27,165,21,12.73,144,87.27,09027
9,28,118,18,15.25,100,84.75,09028
9,29,177,21,11.86,156,88.14,09029
9,30,166,25,15.06,141,84.94,09030
9,31,167,18,10.78,149,89.22,09031
9,32,199,19,9.55,180,90.45,09032
9,33,150,15,10.0,135,90.0,09033
9,34,178,17,9.55,161,90.45,09034
9,35,262,35,13.36,227,86.64,09035
9,36,225,25,11.11,200,88.89,09036
9,37,232,136,58.62,96,41.38,09037
9,38,130,15,11.54,115,88.46,09038
9,39,215,24,11.16,191,88.84,09039
9,40,225,30,13.33,195,86.67,09040
9,41,238,22,9.24,216,90.76,09041
9,42,101,15,14.85,86,85.15,09042
9,43,124,12,9.68,112,90.32,09043
9,44,131,15,11.45,116,88.55,09044
9,45,206,33,16.02,173,83.98,09045
9,46,160,16,10.0,144,90.0,09046
9,47,238,23,9.66,215,90.34,09047
9,48,239,29,12.13,210,87.87,09048
9,49,134,15,11.19,119,88.81,09049
9,50,194,33,17.01,161,82.99,09050
9,51,123,21,17.07,102,82.93,09051
9,52,234,31,13.25,203,86.75,09052
10,1,143,35,24.48,108,75.52,10001
10,2,98,61,62.24,37,37.76,10002
10,3,159,96,60.38,63,39.62,10003
10,4,98,35,35.71,63,64.29,10004
10,5,131,71,54.2,60,45.8,10005
10,6,157,14,8.92,143,91.08,10006
10,7,37,11,29.73,26,70.27,10007
10,8,116,62,53.45,54,46.55,10008
10,9,134,77,57.46,57,42.54,10009
10,10,117,74,63.25,43,36.75,10010
10,11,115,66,57.39,49,42.61,10011
10,12,97,55,56.7,42,43.3,10012
10,13,125,62,49.6,63,50.4,10013
10,14,140,91,65.0,49,35.0,10014
10,15,56,32,57.14,24,42.86,10015
10,16,143,79,55.24,64,44.76,10016
10,17,90,58,64.44,32,35.56,10017
10,18,98,25,25.51,73,74.49,10018
10,19,149,94,63.09,55,36.91,10019
10,20,84,44,52.38,40,47.62,10020
10,21,101,58,57.43,43,42.57,10021
10,22,26,9,34.62,17,65.38,10022
10,23,104,35,33.65,69,66.35,10023
10,24,113,86,76.11,27,23.89,10024
10,25,155,44,28.39,111,71.61,10025
10,26,98,42,42.86,56,57.14,10026
10,27,154,88,57.14,66,42.86,10027
10,28,112,24,21.43,88,78.57,10028
10,29,148,17,11.49,131,88.51,10029
10,30,141,58,41.13,83,58.87,10030
10,31,106,56,52.83,50,47.17,10031
10,32,104,53,50.96,51,49.04,10032
10,33,107,55,51.4,52,48.6,10033
10,34,108,39,36.11,69,63.89,10034
10,35,132,66,50.0,66,50.0,10035
10,36,151,54,35.76,97,64.24,10036
10,37,109,17,15.6,92,84.4,10037
10,38,126,71,56.35,55,43.65,10038
10,39,115,52,45.22,63,54.78,10039
10,40,101,29,28.71,72,71.29,10040
10,41,144,80,55.56,64,44.44,10041
10,42,110,72,65.45,38,34.55,10042
10,43,62,15,24.19,47,75.81,10043
10,44,105,53,50.48,52,49.52,10044
10,45,67,37,55.22,30,44.78,10045
10,46,120,61,50.83,59,49.17,10046
10,47,115,48,41.74,67,58.26,10047
10,48,114,29,25.44,85,74.56,10048
10,49,102,19,18.63,83,81.37,10049
11,1,185,85,45.95,100,54.05,11001
11,2,138,63,45.65,75,54.35,11002
11,3,129,49,37.98,80,62.02,11003
11,4,176,72,40.91,104,59.09,11004
11,5,92,43,46.74,49,53.26,11005
11,6,192,89,46.35,103,53.65,11006
11,7,172,73,42.44,99,57.56,11007
11,8,173,78,45.09,95,54.91,11008
11,9,122,49,40.16,73,59.84,11009
11,10,91,34,37.36,57,62.64,11010
11,11,194,104,53.61,90,46.39,11011
11,12,221,77,34.84,144,65.16,11012
11,13,166,49,29.52,117,70.48,11013
11,14,137,41,29.93,96,70.07,11014
11,15,163,58,35.58,105,64.42,11015
11,16,182,78,42.86,104,57.14,11016
11,17,202,122,60.4,80,39.6,11017
11,18,122,57,46.72,65,53.28,11018
11,19,114,57,50.0,57,50.0,11019
11,20,166,48,28.92,118,71.08,11020
11,21,237,58,24.47,179,75.53,11021
11,22,147,47,31.97,100,68.03,11022
11,23,151,50,33.11,101,66.89,11023
11,24,390,96,24.62,294,75.38,11024
11,25,135,48,35.56,87,64.44,11025
11,26,228,97,42.54,131,57.46,11026
11,27,157,48,30.57,109,69.43,11027
11,28,150,60,40.0,90,60.0,11028
11,29,212,78,36.79,134,63.21,11029
11,30,141,64,45.39,77,54.61,11030
11,31,159,50,31.45,109,68.55,11031
11,32,169,62,36.69,107,63.31,11032
11,33,145,44,30.34,101,69.66,11033
11,34,116,30,25.86,86,74.14,11034
11,35,293,87,29.69,206,70.31,11035
11,36,54,14,25.93,40,74.07,11036
11,37,227,71,31.28,156,68.72,11037
11,38,297,105,35.35,192,64.65,11038
11,39,297,85,28.62,212,71.38,11039
11,40,108,37,34.26,71,65.74,11040
11,41,132,36,27.27,96,72.73,11041
11,42,114,47,41.23,67,58.77,11042
11,43,213,85,39.91,128,60.09,11043
11,44,162,87,53.7,75,46.3,11044
11,45,94,45,47.87,49,52.13,11045
11,46,161,16,9.94,145,90.06,11046
11,47,156,62,39.74,94,60.26,11047
11,48,74,33,44.59,41,55.41,11048
11,49,185,77,41.62,108,58.38,11049
11,50,122,59,48.36,63,51.64,11050
12,1,74,26,35.14,48,64.86,12001
12,2,86,29,33.72,57,66.28,12002
12,3,84,31,36.9,53,63.1,12003
12,4,84,27,32.14,57,67.86,12004
12,5,99,33,33.33,66,66.67,12005
12,6,84,22,26.19,62,73.81,12006
12,7,83,34,40.96,49,59.04,12007
12,8,174,69,39.66,105,60.34,12008
12,9,112,35,31.25,77,68.75,12009
12,10,100,42,42.0,58,58.0,12010
12,11,161,68,42.24,93,57.76,12011
12,12,80,34,42.5,46,57.5,12012
12,13,154,60,38.96,94,61.04,12013
12,14,75,39,52.0,36,48.0,12014
12,15,89,18,20.22,71,79.78,12015
12,16,78,33,42.31,45,57.69,12016
12,17,152,43,28.29,109,71.71,12017
12,18,96,23,23.96,73,76.04,12018
12,19,113,42,37.17,71,62.83,12019
12,20,95,36,37.89,59,62.11,12020
12,21,133,57,42.86,76,57.14,12021
12,22,88,31,35.23,57,64.77,12022
12,23,98,49,50.0,49,50.0,12023
12,24,140,56,40.0,84,60.0,12024
13,1,174,73,41.95,101,58.05,13001
13,2,157,45,28.66,112,71.34,13002
13,3,214,92,42.99,122,57.01,13003
13,4,287,136,47.39,151,52.61,13004
13,5,203,91,44.83,112,55.17,13005
13,6,192,80,41.67,112,58.33,13006
13,7,207,71,34.3,136,65.7,13007
13,8,233,91,39.06,142,60.94,13008
13,9,211,82,38.86,129,61.14,13009
13,10,200,91,45.5,109,54.5,13010
13,11,223,84,37.67,139,62.33,13011
