ward,precinct,total,Forrest Claypool,Forrest Claypool Percent,"John H. Stroger, Jr.","John H. Stroger, Jr. Percent",precinct_id
39,10,115,73,63.48,42,36.52,39010
39,11,199,109,54.77,90,45.23,39011
39,12,91,51,56.04,40,43.96,39012
39,13,68,51,75.0,17,25.0,39013
39,14,108,61,56.48,47,43.52,39014
39,15,123,83,67.48,40,32.52,39015
39,16,70,53,75.71,17,24.29,39016
39,17,109,84,77.06,25,22.94,39017
39,18,150,113,75.33,37,24.67,39018
39,19,96,71,73.96,25,26.04,39019
39,20,133,107,80.45,26,19.55,39020
39,21,95,58,61.05,37,38.95,39021
39,22,119,36,30.25,83,69.75,39022
39,23,89,61,68.54,28,31.46,39023
39,24,96,50,52.08,46,47.92,39024
39,25,132,92,69.7,40,30.3,39025
39,26,134,106,79.1,28,20.9,39026
39,27,168,133,79.17,35,20.83,39027
39,28,138,97,70.29,41,29.71,39028
39,29,150,110,73.33,40,26.67,39029
39,30,71,36,50.7,35,49.3,39030
39,31,79,40,50.63,39,49.37,39031
39,32,169,68,40.24,101,59.76,39032
39,33,145,101,69.66,44,30.34,39033
39,34,135,100,74.07,35,25.93,39034
39,35,160,131,81.88,29,18.13,39035
39,36,175,110,62.86,65,37.14,39036
39,37,194,149,76.8,45,23.2,39037
39,38,163,134,82.21,29,17.79,39038
39,39,68,50,73.53,18,26.47,39039
39,40,84,66,78.57,18,21.43,39040
39,41,55,45,81.82,10,18.18,39041
39,42,150,110,73.33,40,26.67,39042
39,43,117,94,80.34,23,19.66,39043
39,44,134,86,64.18,48,35.82,39044
39,45,74,37,50.0,37,50.0,39045
39,46,117,62,52.99,55,47.01,39046
39,47,77,42,54.55,35,45.45,39047
40,1,89,57,64.04,32,35.96,40001
40,2,99,56,56.57,43,43.43,40002
40,3,123,100,81.3,23,18.7,40003
40,4,149,119,79.87,30,20.13,40004
40,5,122,96,78.69,26,21.31,40005
40,6,95,79,83.16,16,16.84,40006
40,7,124,87,70.16,37,29.84,40007
40,8,28,19,67.86,9,32.14,40008
40,9,73,40,54.79,33,45.21,40009
40,10,158,106,67.09,52,32.91,40010
40,11,105,59,56.19,46,43.81,40011
40,12,102,60,58.82,42,41.18,40012
40,13,134,105,78.36,29,21.64,40013
40,14,90,61,67.78,29,32.22,40014
40,15,135,84,62.22,51,37.78,40015
40,16,180,119,66.11,61,33.89,40016
40,17,77,56,72.73,21,27.27,40017
40,18,115,60,52.17,55,47.83,40018
40,19,113,65,57.52,48,42.48,40019
40,20,120,88,73.33,32,26.67,40020
40,21,126,96,76.19,30,23.81,40021
40,22,42,31,73.81,11,26.19,40022
40,23,130,106,81.54,24,18.46,40023
40,24,80,56,70.0,24,30.0,40024
40,25,102,66,64.71,36,35.29,40025
40,26,162,112,69.14,50,30.86,40026
40,27,119,87,73.11,32,26.89,40027
40,28,124,75,60.48,49,39.52,40028
40,29,164,123,75.0,41,25.0,40029
40,30,194,139,71.65,55,28.35,40030
40,31,124,84,67.74,40,32.26,40031
40,32,58,35,60.34,23,39.66,40032
40,33,108,73,67.59,35,32.41,40033
40,34,102,71,69.61,31,30.39,40034
40,35,118,69,58.47,49,41.53,40035
40,36,144,90,62.5,54,37.5,40036
40,37,104,65,62.5,39,37.5,40037
40,38,69,41,59.42,28,40.58,40038
40,39,105,68,64.76,37,35.24,40039
40,40,87,71,81.61,16,18.39,40040
40,41,140,117,83.57,23,16.43,40041
40,42,130,85,65.38,45,34.62,40042
40,43,122,94,77.05,28,22.95,40043
40,44,89,57,64.04,32,35.96,40044
40,45,162,112,69.14,50,30.86,40045
40,46,156,99,63.46,57,36.54,40046
40,47,122,90,73.77,32,26.23,40047
40,48,101,70,69.31,31,30.69,40048
40,49,68,43,63.24,25,36.76,40049
41,1,179,134,74.86,45,25.14,41001
41,2,222,156,70.27,66,29.73,41002
41,3,167,113,67.66,54,32.34,41003
41,4,197,141,71.57,56,28.43,41004
41,5,160,121,75.63,39,24.38,41005
41,6,187,152,81.28,35,18.72,41006
41,7,201,149,74.13,52,25.87,41007
41,8,164,117,71.34,47,28.66,41008
41,9,162,120,74.07,42,25.93,41009
41,10,175,139,79.43,36,20.57,41010
41,11,176,132,75.0,44,25.0,41011
41,12,186,122,65.59,64,34.41,41012
41,13,89,68,76.4,21,23.6,41013
41,14,248,193,77.82,55,22.18,41014
41,15,160,119,74.38,41,25.63,41015
41,16,167,111,66.47,56,33.53,41016
41,17,178,130,73.03,48,26.97,41017
41,18,156,98,62.82,58,37.18,41018
41,19,240,186,77.5,54,22.5,41019
41,20,215,151,70.23,64,29.77,41020
41,21,191,122,63.87,69,36.13,41021
41,22,157,121,77.07,36,22.93,41022
41,23,161,116,72.05,45,27.95,41023
41,24,166,128,77.11,38,22.89,41024
41,25,51,33,64.71,18,35.29,41025
41,26,78,54,69.23,24,30.77,41026
41,27,45,20,44.44,25,55.56,41027
41,28,131,80,61.07,51,38.93,41028
41,29,54,31,57.41,23,42.59,41029
41,30,194,140,72.16,54,27.84,41030
41,31,175,128,73.14,47,26.86,41031
41,32,114,84,73.68,30,26.32,41032
41,33,100,71,71.0,29,29.0,41033
41,34,116,79,68.1,37,31.9,41034
41,35,200,141,70.5,59,29.5,41035
41,36,187,146,78.07,41,21.93,41036
41,37,163,116,71.17,47,28.83,41037
41,38,156,109,69.87,47,30.13,41038
41,39,147,101,68.71,46,31.29,41039
41,40,194,149,76.8,45,23.2,41040
41,41,171,124,72.51,47,27.49,41041
41,42,200,155,77.5,45,22.5,41042
41,43,165,114,69.09,51,30.91,41043
41,44,220,177,80.45,43,19.55,41044
41,45,144,111,77.08,33,22.92,41045
41,46,144,99,68.75,45,31.25,41046
41,47,162,120,74.07,42,25.93,41047
41,48,85,58,68.24,27,31.76,41048
41,49,214,157,73.36,57,26.64,41049
41,50,166,118,71.08,48,28.92,41050
41,51,113,84,74.34,29,25.66,41051
41,52,252,206,81.75,46,18.25,41052
41,53,182,119,65.38,63,34.62,41053
41,54,150,118,78.67,32,21.33,41054
41,55,112,86,76.79,26,23.21,41055
41,56,228,177,77.63,51,22.37,41056
41,57,166,123,74.1,43,25.9,41057
42,1,158,126,79.75,32,20.25,42001
42,2,90,53,58.89,37,41.11,42002
42,3,73,44,60.27,29,39.73,42003
42,4,117,87,74.36,30,25.64,42004
42,5,133,102,76.69,31,23.31,42005
42,6,299,195,65.22,104,34.78,42006
42,7,120,96,80.0,24,20.0,42007
42,8,166,125,75.3,41,24.7,42008
42,9,152,101,66.45,51,33.55,42009
42,10,77,70,90.91,7,9.09,42010
42,11,131,96,73.28,35,26.72,42011
42,12,70,56,80.0,14,20.0,42012
42,13,259,177,68.34,82,31.66,42013
42,14,96,65,67.71,31,32.29,42014
42,15,142,126,88.73,16,11.27,42015
42,16,80,66,82.5,14,17.5,42016
42,17,109,79,72.48,30,27.52,42017
42,18,109,92,84.4,17,15.6,42018
42,19,33,26,78.79,7,21.21,42019
42,20,68,36,52.94,32,47.06,42020
42,21,55,43,78.18,12,21.82,42021
42,22,101,60,59.41,41,40.59,42022
42,23,176,153,86.93,23,13.07,42023
42,24,150,115,76.67,35,23.33,42024
42,25,131,104,79.39,27,20.61,42025
42,26,189,64,33.86,125,66.14,42026
42,27,178,114,64.04,64,35.96,42027
42,28,151,126,83.44,25,16.56,42028
42,29,151,129,85.43,22,14.57,42029
42,30,87,70,80.46,17,19.54,42030
42,31,64,51,79.69,13,20.31,42031
42,32,142,78,54.93,64,45.07,42032
42,33,202,169,83.66,33,16.34,42033
42,34,122,99,81.15,23,18.85,42034
42,35,121,100,82.64,21,17.36,42035
42,36,94,63,67.02,31,32.98,42036
42,37,116,99,85.34,17,14.66,42037
42,38,121,108,89.26,13,10.74,42038
42,39,156,35,22.44,121,77.56,42039
42,40,137,117,85.4,20,14.6,42040
42,41,122,87,71.31,35,28.69,42041
42,42,66,47,71.21,19,28.79,42042
42,43,121,99,81.82,22,18.18,42043
42,44,124,77,62.1,47,37.9,42044
42,45,108,85,78.7,23,21.3,42045
42,46,71,33,46.48,38,53.52,42046
42,47,79,66,83.54,13,16.46,42047
42,48,70,52,74.29,18,25.71,42048
42,49,78,18,23.08,60,76.92,42049
42,50,101,82,81.19,19,18.81,42050
42,51,104,65,62.5,39,37.5,42051
42,52,72,49,68.06,23,31.94,42052
42,53,89,64,71.91,25,28.09,42053
42,54,88,55,62.5,33,37.5,42054
42,55,116,80,68.97,36,31.03,42055
42,56,123,103,83.74,20,16.26,42056
42,57,79,49,62.03,30,37.97,42057
42,58,49,27,55.1,22,44.9,42058
42,59,24,20,83.33,4,16.67,42059
42,60,69,26,37.68,43,62.32,42060
42,61,68,55,80.88,13,19.12,42061
42,62,81,58,71.6,23,28.4,42062
42,63,135,109,80.74,26,19.26,42063
42,64,60,28,46.67,32,53.33,42064
42,65,98,83,84.69,15,15.31,42065
42,66,122,48,39.34,74,60.66,42066
42,67,93,64,68.82,29,31.18,42067
42,68,114,94,82.46,20,17.54,42068
42,69,133,61,45.86,72,54.14,42069
43,1,164,103,62.8,61,37.2,43001
43,2,111,89,80.18,22,19.82,43002
43,3,138,122,88.41,16,11.59,43003
43,4,137,112,81.75,25,18.25,43004
43,5,80,64,80.0,16,20.0,43005
43,6,90,67,74.44,23,25.56,43006
43,7,146,111,76.03,35,23.97,43007
43,8,159,118,74.21,41,25.79,43008
43,9,80,67,83.75,13,16.25,43009
43,10,99,86,86.87,13,13.13,43010
43,11,52,40,76.92,12,23.08,43011
43,12,166,133,80.12,33,19.88,43012
43,13,48,26,54.17,22,45.83,43013
43,14,134,118,88.06,16,11.94,43014
43,15,86,76,88.37,10,11.63,43015
43,16,129,105,81.4,24,18.6,43016
43,17,113,102,90.27,11,9.73,43017
43,18,165,139,84.24,26,15.76,43018
43,19,69,50,72.46,19,27.54,43019
43,20,130,112,86.15,18,13.85,43020
43,21,139,125,89.93,14,10.07,43021
43,22,71,56,78.87,15,21.13,43022
43,23,99,90,90.91,9,9.09,43023
43,24,135,93,68.89,42,31.11,43024
43,25,141,85,60.28,56,39.72,43025
43,26,101,77,76.24,24,23.76,43026
43,27,104,91,87.5,13,12.5,43027
43,28,136,121,88.97,15,11.03,43028
43,29,93,82,88.17,11,11.83,43029
43,30,61,43,70.49,18,29.51,43030
43,31,134,108,80.6,26,19.4,43031
43,32,136,111,81.62,25,18.38,43032
43,33,41,33,80.49,8,19.51,43033
43,34,38,30,78.95,8,21.05,43034
43,35,130,102,78.46,28,21.54,43035
43,36,104,83,79.81,21,20.19,43036
43,37,83,43,51.81,40,48.19,43037
43,38,80,56,70.0,24,30.0,43038
43,39,77,66,85.71,11,14.29,43039
43,40,40,36,90.0,4,10.0,43040
43,41,60,57,95.0,3,5.0,43041
43,42,135,113,83.7,22,16.3,43042
43,43,70,51,72.86,19,27.14,43043
43,44,93,78,83.87,15,16.13,43044
43,45,45,35,77.78,10,22.22,43045
43,46,163,137,84.05,26,15.95,43046
43,47,108,63,58.33,45,41.67,43047
43,48,108,72,66.67,36,33.33,43048
43,49,121,103,85.12,18,14.88,43049
43,50,78,66,84.62,12,15.38,43050
43,51,134,69,51.49,65,48.51,43051
43,52,71,54,76.06,17,23.94,43052
43,53,120,82,68.33,38,31.67,43053
43,54,77,55,71.43,22,28.57,43054
43,55,127,39,30.71,88,69.29,43055
43,56,73,57,78.08,16,21.92,43056
43,57,64,48,75.0,16,25.0,43057
43,58,81,73,90.12,8,9.88,43058
43,59,154,136,88.31,18,11.69,43059
44,1,139,119,85.61,20,14.39,44001
44,2,90,71,78.89,19,21.11,44002
44,3,176,148,84.09,28,15.91,44003
44,4,169,141,83.43,28,16.57,44004
44,5,118,90,76.27,28,23.73,44005
44,6,97,87,89.69,10,10.31,44006
44,7,165,146,88.48,19,11.52,44007
44,8,52,36,69.23,16,30.77,44008
44,9,79,70,88.61,9,11.39,44009
44,10,57,46,80.7,11,19.3,44010
44,11,109,97,88.99,12,11.01,44011
44,12,80,70,87.5,10,12.5,44012
44,13,79,72,91.14,7,8.86,44013
44,14,90,70,77.78,20,22.22,44014
44,15,159,121,76.1,38,23.9,44015
44,16,109,90,82.57,19,17.43,44016
44,17,149,127,85.23,22,14.77,44017
44,18,84,72,85.71,12,14.29,44018
44,19,66,45,68.18,21,31.82,44019
44,20,72,64,88.89,8,11.11,44020
44,21,126,103,81.75,23,18.25,44021
44,22,164,137,83.54,27,16.46,44022
44,23,81,68,83.95,13,16.05,44023
44,24,79,68,86.08,11,13.92,44024
44,25,115,98,85.22,17,14.78,44025
44,26,72,63,87.5,9,12.5,44026
44,27,107,85,79.44,22,20.56,44027
44,28,77,62,80.52,15,19.48,44028
44,29,108,95,87.96,13,12.04,44029
44,30,97,74,76.29,23,23.71,44030
44,31,110,91,82.73,19,17.27,44031
44,32,89,81,91.01,8,8.99,44032
44,33,111,97,87.39,14,12.61,44033
44,34,85,61,71.76,24,28.24,44034
44,35,117,100,85.47,17,14.53,44035
44,36,80,68,85.0,12,15.0,44036
44,37,181,156,86.19,25,13.81,44037
44,38,93,76,81.72,17,18.28,44038
44,39,83,72,86.75,11,13.25,44039
44,40,119,106,89.08,13,10.92,44040
44,41,92,64,69.57,28,30.43,44041
44,42,135,103,76.3,32,23.7,44042
44,43,129,114,88.37,15,11.63,44043
44,44,149,113,75.84,36,24.16,44044
44,45,120,90,75.0,30,25.0,44045
44,46,94,80,85.11,14,14.89,44046
44,47,138,109,78.99,29,21.01,44047
44,48,111,95,85.59,16,14.41,44048
44,49,243,209,86.01,34,13.99,44049
44,50,98,77,78.57,21,21.43,44050
44,51,86,66,76.74,20,23.26,44051
45,1,102,72,70.59,30,29.41,45001
45,2,167,120,71.86,47,28.14,45002
45,3,262,139,53.05,123,46.95,45003
45,4,216,146,67.59,70,32.41,45004
45,5,190,139,73.16,51,26.84,45005
45,6,166,117,70.48,49,29.52,45006
45,7,114,91,79.82,23,20.18,45007
45,8,127,71,55.91,56,44.09,45008
45,9,189,106,56.08,83,43.92,45009
45,10,172,138,80.23,34,19.77,45010
45,11,133,97,72.93,36,27.07,45011
45,12,173,131,75.72,42,24.28,45012
45,13,272,96,35.29,176,64.71,45013
45,14,185,138,74.59,47,25.41,45014
45,15,172,110,63.95,62,36.05,45015
45,16,154,96,62.34,58,37.66,45016
45,17,149,101,67.79,48,32.21,45017
45,18,173,114,65.9,59,34.1,45018
45,19,196,139,70.92,57,29.08,45019
45,20,137,102,74.45,35,25.55,45020
45,21,154,109,70.78,45,29.22,45021
45,22,134,98,73.13,36,26.87,45022
45,23,150,107,71.33,43,28.67,45023
45,24,179,137,76.54,42,23.46,45024
45,25,177,117,66.1,60,33.9,45025
45,26,203,131,64.53,72,35.47,45026
45,27,130,86,66.15,44,33.85,45027
45,28,137,90,65.69,47,34.31,45028
45,29,151,98,64.9,53,35.1,45029
45,30,178,131,73.6,47,26.4,45030
45,31,146,103,70.55,43,29.45,45031
45,32,89,60,67.42,29,32.58,45032
45,33,144,105,72.92,39,27.08,45033
45,34,122,77,63.11,45,36.89,45034
45,35,147,111,75.51,36,24.49,45035
45,36,138,115,83.33,23,16.67,45036
45,37,136,97,71.32,39,28.68,45037
45,38,152,107,70.39,45,29.61,45038
45,39,186,114,61.29,72,38.71,45039
45,40,214,132,61.68,82,38.32,45040
45,41,101,64,63.37,37,36.63,45041
45,42,162,108,66.67,54,33.33,45042
45,43,144,100,69.44,44,30.56,45043
45,44,198,128,64.65,70,35.35,45044
45,45,112,78,69.64,34,30.36,45045
45,46,178,129,72.47,49,27.53,45046
45,47,138,90,65.22,48,34.78,45047
45,48,148,109,73.65,39,26.35,45048
45,49,167,129,77.25,38,22.75,45049
45,50,139,87,62.59,52,37.41,45050
45,51,154,109,70.78,45,29.22,45051
45,52,157,101,64.33,56,35.67,45052
45,53,116,77,66.38,39,33.62,45053
46,1,293,199,67.92,94,32.08,46001
46,2,151,107,70.86,44,29.14,46002
46,3,183,87,47.54,96,52.46,46003
46,4,158,87,55.06,71,44.94,46004
46,5,63,42,66.67,21,33.33,46005
46,6,129,54,41.86,75,58.14,46006
46,7,85,64,75.29,21,24.71,46007
46,8,130,52,40.0,78,60.0,46008
46,9,112,85,75.89,27,24.11,46009
46,10,86,62,72.09,24,27.91,46010
46,11,155,103,66.45,52,33.55,46011
46,12,107,74,69.16,33,30.84,46012
46,13,114,77,67.54,37,32.46,46013
46,14,85,71,83.53,14,16.47,46014
46,15,144,105,72.92,39,27.08,46015
46,16,100,76,76.0,24,24.0,46016
46,17,200,165,82.5,35,17.5,46017
46,18,181,133,73.48,48,26.52,46018
46,19,139,105,75.54,34,24.46,46019
46,20,97,38,39.18,59,60.82,46020
46,21,28,21,75.0,7,25.0,46021
46,22,101,37,36.63,64,63.37,46022
46,23,109,23,21.1,86,78.9,46023
46,24,74,62,83.78,12,16.22,46024
46,25,131,69,52.67,62,47.33,46025
46,26,113,48,42.48,65,57.52,46026
46,27,108,62,57.41,46,42.59,46027
46,28,124,90,72.58,34,27.42,46028
46,29,150,118,78.67,32,21.33,46029
46,30,167,103,61.68,64,38.32,46030
46,31,141,118,83.69,23,16.31,46031
46,32,120,58,48.33,62,51.67,46032
46,33,155,113,72.9,42,27.1,46033
46,34,148,68,45.95,80,54.05,46034
46,35,118,84,71.19,34,28.81,46035
46,36,168,135,80.36,33,19.64,46036
46,37,59,47,79.66,12,20.34,46037
46,38,138,42,30.43,96,69.57,46038
46,39,140,111,79.29,29,20.71,46039
46,40,115,40,34.78,75,65.22,46040
46,41,112,46,41.07,66,58.93,46041
46,42,98,53,54.08,45,45.92,46042
46,43,191,162,84.82,29,15.18,46043
46,44,139,45,32.37,94,67.63,46044
46,45,141,104,73.76,37,26.24,46045
46,46,127,60,47.24,67,52.76,46046
46,47,45,19,42.22,26,57.78,46047
47,1,163,145,88.96,18,11.04,47001
47,2,159,132,83.02,27,16.98,47002
47,3,127,96,75.59,31,24.41,47003
47,4,211,171,81.04,40,18.96,47004
47,5,161,141,87.58,20,12.42,47005
47,6,218,187,85.78,31,14.22,47006
47,7,159,142,89.31,17,10.69,47007
47,8,253,213,84.19,40,15.81,47008
47,9,145,120,82.76,25,17.24,47009
47,10,110,90,81.82,20,18.18,47010
47,11,267,239,89.51,28,10.49,47011
47,12,157,137,87.26,20,12.74,47012
47,13,281,247,87.9,34,12.1,47013
47,14,128,108,84.38,20,15.63,47014
47,15,145,115,79.31,30,20.69,47015
47,16,185,162,87.57,23,12.43,47016
47,17,172,142,82.56,30,17.44,47017
47,18,199,185,92.96,14,7.04,47018
47,19,267,250,93.63,17,6.37,47019
47,20,189,166,87.83,23,12.17,47020
47,21,190,174,91.58,16,8.42,47021
47,22,205,183,89.27,22,10.73,47022
47,23,77,66,85.71,11,14.29,47023
47,24,146,125,85.62,21,14.38,47024
47,25,177,163,92.09,14,7.91,47025
47,26,197,157,79.7,40,20.3,47026
47,27,140,124,88.57,16,11.43,47027
47,28,256,227,88.67,29,11.33,47028
47,29,155,137,88.39,18,11.61,47029
47,30,181,150,82.87,31,17.13,47030
47,31,164,143,87.2,21,12.8,47031
47,32,165,135,81.82,30,18.18,47032
47,33,166,146,87.95,20,12.05,47033
47,34,192,153,79.69,39,20.31,47034
47,35,240,201,83.75,39,16.25,47035
47,36,210,182,86.67,28,13.33,47036
47,37,233,219,93.99,14,6.01,47037
47,38,190,168,88.42,22,11.58,47038
47,39,163,141,86.5,22,13.5,47039
47,40,120,102,85.0,18,15.0,47040
47,41,301,260,86.38,41,13.62,47041
47,42,136,122,89.71,14,10.29,47042
47,43,116,99,85.34,17,14.66,47043
47,44,171,130,76.02,41,23.98,47044
47,45,176,150,85.23,26,14.77,47045
47,46,119,101,84.87,18,15.13,47046
47,47,153,131,85.62,22,14.38,47047
47,48,46,32,69.57,14,30.43,47048
47,49,94,78,82.98,16,17.02,47049
47,50,125,99,79.2,26,20.8,47050
47,51,123,109,88.62,14,11.38,47051
47,52,42,37,88.1,5,11.9,47052
48,1,133,104,78.2,29,21.8,48001
48,2,146,94,64.38,52,35.62,48002
48,3,167,99,59.28,68,40.72,48003
48,4,156,104,66.67,52,33.33,48004
48,5,171,142,83.04,29,16.96,48005
48,6,170,83,48.82,87,51.18,48006
48,7,118,96,81.36,22,18.64,48007
48,8,117,97,82.91,20,17.09,48008
48,9,153,106,69.28,47,30.72,48009
48,10,87,73,83.91,14,16.09,48010
48,11,216,195,90.28,21,9.72,48011
48,12,110,79,71.82,31,28.18,48012
48,13,114,94,82.46,20,17.54,48013
48,14,177,71,40.11,106,59.89,48014
48,15,75,41,54.67,34,45.33,48015
48,16,99,47,47.47,52,52.53,48016
48,17,138,97,70.29,41,29.71,48017
48,18,101,50,49.5,51,50.5,48018
48,19,152,122,80.26,30,19.74,48019
48,20,93,81,87.1,12,12.9,48020
48,21,56,23,41.07,33,58.93,48021
48,22,228,151,66.23,77,33.77,48022
48,23,145,96,66.21,49,33.79,48023
48,24,157,76,48.41,81,51.59,48024
48,25,155,98,63.23,57,36.77,48025
48,26,144,100,69.44,44,30.56,48026
48,27,88,47,53.41,41,46.59,48027
48,28,168,129,76.79,39,23.21,48028
48,29,131,92,70.23,39,29.77,48029
48,30,157,121,77.07,36,22.93,48030
48,31,117,53,45.3,64,54.7,48031
48,32,95,53,55.79,42,44.21,48032
48,33,174,126,72.41,48,27.59,48033
48,34,66,21,31.82,45,68.18,48034
48,35,115,91,79.13,24,20.87,48035
48,36,156,106,67.95,50,32.05,48036
48,37,80,57,71.25,23,28.75,48037
48,38,244,199,81.56,45,18.44,48038
48,39,117,71,60.68,46,39.32,48039
48,40,91,54,59.34,37,40.66,48040
48,41,78,40,51.28,38,48.72,48041
48,42,123,99,80.49,24,19.51,48042
48,43,164,134,81.71,30,18.29,48043
48,44,110,79,71.82,31,28.18,48044
48,45,116,60,51.72,56,48.28,48045
48,46,104,55,52.88,49,47.12,48046
48,47,113,49,43.36,64,56.64,48047
48,48,137,114,83.21,23,16.79,48048
48,49,54,37,68.52,17,31.48,48049
48,50,194,164,84.54,30,15.46,48050
48,51,251,216,86.06,35,13.94,48051
48,52,79,53,67.09,26,32.91,48052
48,53,107,58,54.21,49,45.79,48053
48,54,89,34,38.2,55,61.8,48054
48,55,58,32,55.17,26,44.83,48055
48,56,138,44,31.88,94,68.12,48056
49,1,132,37,28.03,95,71.97,49001
49,2,208,138,66.35,70,33.65,49002
49,3,101,65,64.36,36,35.64,49003
49,4,72,41,56.94,31,43.06,49004
49,5,163,63,38.65,100,61.35,49005
49,6,128,80,62.5,48,37.5,49006
49,7,109,81,74.31,28,25.69,49007
49,8,133,92,69.17,41,30.83,49008
49,9,121,79,65.29,42,34.71,49009
49,10,102,71,69.61,31,30.39,49010
49,11,103,46,44.66,57,55.34,49011
49,12,136,82,60.29,54,39.71,49012
49,13,161,110,68.32,51,31.68,49013
49,14,119,86,72.27,33,27.73,49014
49,15,68,41,60.29,27,39.71,49015
49,16,92,58,63.04,34,36.96,49016
49,17,12,4,33.33,8,66.67,49017
49,18,88,55,62.5,33,37.5,49018
49,19,98,50,51.02,48,48.98,49019
49,20,166,80,48.19,86,51.81,49020
49,21,55,46,83.64,9,16.36,49021
49,22,132,87,65.91,45,34.09,49022
49,23,103,56,54.37,47,45.63,49023
49,24,149,100,67.11,49,32.89,49024
49,25,129,92,71.32,37,28.68,49025
49,26,125,69,55.2,56,44.8,49026
49,27,123,45,36.59,78,63.41,49027
49,28,116,48,41.38,68,58.62,49028
49,29,118,76,64.41,42,35.59,49029
49,30,126,62,49.21,64,50.79,49030
49,31,99,54,54.55,45,45.45,49031
49,32,86,61,70.93,25,29.07,49032
49,33,107,68,63.55,39,36.45,49033
49,34,111,47,42.34,64,57.66,49034
49,35,167,121,72.46,46,27.54,49035
49,36,153,99,64.71,54,35.29,49036
49,37,115,63,54.78,52,45.22,49037
49,38,100,33,33.0,67,67.0,49038
49,39,91,40,43.96,51,56.04,49039
49,40,100,48,48.0,52,52.0,49040
49,41,119,77,64.71,42,35.29,49041
49,42,113,49,43.36,64,56.64,49042
50,1,195,161,82.56,34,17.44,50001
50,2,150,109,72.67,41,27.33,50002
50,3,120,87,72.5,33,27.5,50003
50,4,128,100,78.13,28,21.88,50004
50,5,129,99,76.74,30,23.26,50005
50,6,151,100,66.23,51,33.77,50006
50,7,193,142,73.58,51,26.42,50007
50,8,104,69,66.35,35,33.65,50008
50,9,122,88,72.13,34,27.87,50009
50,10,87,57,65.52,30,34.48,50010
50,11,125,102,81.6,23,18.4,50011
50,12,146,132,90.41,14,9.59,50012
50,13,147,94,63.95,53,36.05,50013
50,14,104,77,74.04,27,25.96,50014
50,15,186,149,80.11,37,19.89,50015
50,16,101,73,72.28,28,27.72,50016
50,17,92,57,61.96,35,38.04,50017
50,18,114,86,75.44,28,24.56,50018
50,19,112,69,61.61,43,38.39,50019
50,20,113,75,66.37,38,33.63,50020
50,21,163,131,80.37,32,19.63,50021
50,22,118,67,56.78,51,43.22,50022
50,23,89,63,70.79,26,29.21,50023
50,24,103,60,58.25,43,41.75,50024
50,25,111,86,77.48,25,22.52,50025
50,26,82,39,47.56,43,52.44,50026
50,27,79,64,81.01,15,18.99,50027
50,28,130,95,73.08,35,26.92,50028
50,29,132,87,65.91,45,34.09,50029
50,30,124,97,78.23,27,21.77,50030
50,31,76,68,89.47,8,10.53,50031
50,32,98,59,60.2,39,39.8,50032
50,33,79,51,64.56,28,35.44,50033
50,34,145,103,71.03,42,28.97,50034
50,35,189,141,74.6,48,25.4,50035
50,36,136,100,73.53,36,26.47,50036
50,37,163,124,76.07,39,23.93,50037
50,38,143,116,81.12,27,18.88,50038
50,39,131,90,68.7,41,31.3,50039
50,40,122,95,77.87,27,22.13,50040
50,41,161,134,83.23,27,16.77,50041
50,42,155,123,79.35,32,20.65,50042
50,43,119,69,57.98,50,42.02,50043
50,44,114,87,76.32,27,23.68,50044
50,45,66,52,78.79,14,21.21,50045
