ward,precinct,total,Mike Quigley,Mike Quigley Percent,precinct_id
43,26,83,83,100.0,43026
43,27,83,83,100.0,43027
43,29,74,74,100.0,43029
43,31,107,107,100.0,43031
43,32,94,94,100.0,43032
43,33,32,32,100.0,43033
43,34,28,28,100.0,43034
43,36,78,78,100.0,43036
43,38,64,64,100.0,43038
43,41,44,44,100.0,43041
43,42,102,102,100.0,43042
43,43,53,53,100.0,43043
43,44,68,68,100.0,43044
43,45,43,43,100.0,43045
43,46,120,120,100.0,43046
43,47,87,87,100.0,43047
43,48,79,79,100.0,43048
43,49,90,90,100.0,43049
43,50,62,62,100.0,43050
43,52,59,59,100.0,43052
43,53,106,106,100.0,43053
43,55,87,87,100.0,43055
43,56,51,51,100.0,43056
43,57,45,45,100.0,43057
43,58,57,57,100.0,43058
43,59,116,116,100.0,43059
44,1,112,112,100.0,44001
44,2,80,80,100.0,44002
44,3,145,145,100.0,44003
44,4,129,129,100.0,44004
44,5,100,100,100.0,44005
44,6,83,83,100.0,44006
44,7,134,134,100.0,44007
44,8,48,48,100.0,44008
44,9,24,24,100.0,44009
44,10,48,48,100.0,44010
44,11,98,98,100.0,44011
44,12,68,68,100.0,44012
44,13,69,69,100.0,44013
44,14,73,73,100.0,44014
44,15,138,138,100.0,44015
44,16,94,94,100.0,44016
44,17,120,120,100.0,44017
44,18,76,76,100.0,44018
44,19,47,47,100.0,44019
44,20,67,67,100.0,44020
44,21,103,103,100.0,44021
44,22,133,133,100.0,44022
44,23,77,77,100.0,44023
44,24,67,67,100.0,44024
44,25,99,99,100.0,44025
44,26,61,61,100.0,44026
44,27,86,86,100.0,44027
44,28,69,69,100.0,44028
44,29,87,87,100.0,44029
44,30,88,88,100.0,44030
44,31,86,86,100.0,44031
44,32,73,73,100.0,44032
44,33,100,100,100.0,44033
44,34,68,68,100.0,44034
44,35,101,101,100.0,44035
44,36,69,69,100.0,44036
44,37,157,157,100.0,44037
44,38,79,79,100.0,44038
44,39,79,79,100.0,44039
44,40,95,95,100.0,44040
44,41,81,81,100.0,44041
44,42,124,124,100.0,44042
44,43,109,109,100.0,44043
44,44,132,132,100.0,44044
44,45,103,103,100.0,44045
44,46,82,82,100.0,44046
44,47,80,80,100.0,44047
44,48,100,100,100.0,44048
44,49,205,205,100.0,44049
44,50,91,91,100.0,44050
44,51,68,68,100.0,44051
45,4,132,132,100.0,45004
45,5,105,105,100.0,45005
46,1,249,249,100.0,46001
46,2,119,119,100.0,46002
46,3,142,142,100.0,46003
46,4,124,124,100.0,46004
46,5,51,51,100.0,46005
46,6,104,104,100.0,46006
46,7,78,78,100.0,46007
46,8,100,100,100.0,46008
46,9,91,91,100.0,46009
46,10,66,66,100.0,46010
46,11,127,127,100.0,46011
46,12,87,87,100.0,46012
46,13,99,99,100.0,46013
46,14,72,72,100.0,46014
46,15,118,118,100.0,46015
46,16,80,80,100.0,46016
46,17,157,157,100.0,46017
46,18,147,147,100.0,46018
46,19,105,105,100.0,46019
46,20,72,72,100.0,46020
46,22,63,63,100.0,46022
46,23,80,80,100.0,46023
46,24,69,69,100.0,46024
46,25,103,103,100.0,46025
46,26,102,102,100.0,46026
46,27,74,74,100.0,46027
46,28,107,107,100.0,46028
46,29,123,123,100.0,46029
46,30,142,142,100.0,46030
46,31,117,117,100.0,46031
46,32,92,92,100.0,46032
46,33,122,122,100.0,46033
46,34,128,128,100.0,46034
46,35,91,91,100.0,46035
46,36,143,143,100.0,46036
46,37,50,50,100.0,46037
46,38,96,96,100.0,46038
46,39,117,117,100.0,46039
46,40,91,91,100.0,46040
46,41,80,80,100.0,46041
46,42,81,81,100.0,46042
46,43,166,166,100.0,46043
46,44,101,101,100.0,46044
46,45,120,120,100.0,46045
46,46,106,106,100.0,46046
46,47,41,41,100.0,46047
48,1,113,113,100.0,48001
48,2,117,117,100.0,48002
48,3,136,136,100.0,48003
48,4,127,127,100.0,48004
48,5,144,144,100.0,48005
48,6,142,142,100.0,48006
48,7,98,98,100.0,48007
48,8,91,91,100.0,48008
48,9,133,133,100.0,48009
48,11,162,162,100.0,48011
48,12,89,89,100.0,48012
48,13,94,94,100.0,48013
48,14,131,131,100.0,48014
48,15,61,61,100.0,48015
48,16,62,62,100.0,48016
48,17,115,115,100.0,48017
48,18,82,82,100.0,48018
48,19,126,126,100.0,48019
48,20,69,69,100.0,48020
48,21,44,44,100.0,48021
48,22,187,187,100.0,48022
48,23,115,115,100.0,48023
48,24,135,135,100.0,48024
48,25,117,117,100.0,48025
48,26,118,118,100.0,48026
48,27,82,82,100.0,48027
48,28,135,135,100.0,48028
48,29,109,109,100.0,48029
48,30,126,126,100.0,48030
48,31,96,96,100.0,48031
48,32,76,76,100.0,48032
48,33,139,139,100.0,48033
48,34,42,42,100.0,48034
48,35,93,93,100.0,48035
48,36,122,122,100.0,48036
48,37,65,65,100.0,48037
48,38,205,205,100.0,48038
48,39,88,88,100.0,48039
48,40,65,65,100.0,48040
48,41,69,69,100.0,48041
48,42,100,100,100.0,48042
48,43,141,141,100.0,48043
48,44,98,98,100.0,48044
48,45,100,100,100.0,48045
48,46,87,87,100.0,48046
48,47,93,93,100.0,48047
48,48,117,117,100.0,48048
48,49,27,27,100.0,48049
48,50,163,163,100.0,48050
48,51,205,205,100.0,48051
48,52,69,69,100.0,48052
48,53,88,88,100.0,48053
48,54,75,75,100.0,48054
48,55,49,49,100.0,48055
48,56,117,117,100.0,48056
49,2,170,170,100.0,49002
49,4,60,60,100.0,49004
49,7,97,97,100.0,49007
49,9,100,100,100.0,49009
49,17,10,10,100.0,49017
49,21,47,47,100.0,49021
49,32,68,68,100.0,49032
49,37,94,94,100.0,49037
50,8,91,91,100.0,50008
50,17,68,68,100.0,50017
50,23,72,72,100.0,50023
50,24,85,85,100.0,50024
50,25,83,83,100.0,50025
50,26,67,67,100.0,50026
50,29,103,103,100.0,50029
50,32,82,82,100.0,50032
50,34,71,71,100.0,50034
50,39,93,93,100.0,50039
50,43,84,84,100.0,50043
50,44,77,77,100.0,50044
50,45,47,47,100.0,50045
