ward,precinct,total,Danny K. Davis,Danny K. Davis Percent,Robert Dallas,Robert Dallas Percent,Jim Ascot,Jim Ascot Percent,precinct_id
2,53,52,52,100.0,0,0.0,0,0.0,02053
2,54,126,97,76.98,7,5.56,22,17.46,02054
2,55,32,22,68.75,3,9.38,7,21.88,02055
2,56,148,140,94.59,4,2.7,4,2.7,02056
2,57,146,138,94.52,4,2.74,4,2.74,02057
2,58,56,42,75.0,7,12.5,7,12.5,02058
2,59,185,144,77.84,7,3.78,34,18.38,02059
2,60,157,107,68.15,6,3.82,44,28.03,02060
2,61,96,76,79.17,3,3.13,17,17.71,02061
3,1,169,165,97.63,4,2.37,0,0.0,03001
3,2,243,234,96.3,4,1.65,5,2.06,03002
3,3,111,94,84.68,5,4.5,12,10.81,03003
3,4,116,112,96.55,3,2.59,1,0.86,03004
3,6,64,59,92.19,2,3.13,3,4.69,03006
3,8,66,60,90.91,5,7.58,1,1.52,03008
3,9,135,128,94.81,2,1.48,5,3.7,03009
3,10,74,70,94.59,2,2.7,2,2.7,03010
3,11,157,149,94.9,3,1.91,5,3.18,03011
3,12,156,148,94.87,4,2.56,4,2.56,03012
3,14,102,98,96.08,2,1.96,2,1.96,03014
3,15,153,140,91.5,12,7.84,1,0.65,03015
3,16,153,150,98.04,2,1.31,1,0.65,03016
3,17,107,101,94.39,5,4.67,1,0.93,03017
3,18,105,98,93.33,5,4.76,2,1.9,03018
3,19,9,8,88.89,1,11.11,0,0.0,03019
3,20,115,109,94.78,5,4.35,1,0.87,03020
3,21,70,67,95.71,2,2.86,1,1.43,03021
3,22,92,88,95.65,2,2.17,2,2.17,03022
3,23,29,24,82.76,4,13.79,1,3.45,03023
3,24,129,121,93.8,7,5.43,1,0.78,03024
3,25,122,116,95.08,5,4.1,1,0.82,03025
3,26,139,133,95.68,5,3.6,1,0.72,03026
3,27,155,146,94.19,6,3.87,3,1.94,03027
3,28,53,48,90.57,2,3.77,3,5.66,03028
3,29,123,118,95.93,2,1.63,3,2.44,03029
3,31,222,214,96.4,4,1.8,4,1.8,03031
3,32,108,105,97.22,3,2.78,0,0.0,03032
3,33,178,158,88.76,10,5.62,10,5.62,03033
3,35,128,123,96.09,2,1.56,3,2.34,03035
3,36,52,47,90.38,4,7.69,1,1.92,03036
3,37,57,53,92.98,3,5.26,1,1.75,03037
3,39,257,247,96.11,8,3.11,2,0.78,03039
3,40,109,105,96.33,4,3.67,0,0.0,03040
3,41,101,95,94.06,4,3.96,2,1.98,03041
3,42,101,97,96.04,3,2.97,1,0.99,03042
3,43,57,51,89.47,5,8.77,1,1.75,03043
3,45,95,85,89.47,2,2.11,8,8.42,03045
3,46,77,66,85.71,5,6.49,6,7.79,03046
3,47,105,98,93.33,3,2.86,4,3.81,03047
3,48,119,112,94.12,5,4.2,2,1.68,03048
3,49,24,21,87.5,1,4.17,2,8.33,03049
3,50,124,120,96.77,2,1.61,2,1.61,03050
3,52,63,59,93.65,3,4.76,1,1.59,03052
3,54,160,128,80.0,6,3.75,26,16.25,03054
4,4,226,211,93.36,7,3.1,8,3.54,04004
4,5,199,186,93.47,10,5.03,3,1.51,04005
4,6,88,87,98.86,0,0.0,1,1.14,04006
4,7,187,178,95.19,3,1.6,6,3.21,04007
4,10,198,190,95.96,5,2.53,3,1.52,04010
4,11,180,171,95.0,3,1.67,6,3.33,04011
4,14,132,119,90.15,10,7.58,3,2.27,04014
4,15,124,113,91.13,5,4.03,6,4.84,04015
4,25,222,219,98.65,2,0.9,1,0.45,04025
4,27,178,172,96.63,2,1.12,4,2.25,04027
4,35,114,104,91.23,9,7.89,1,0.88,04035
4,36,95,89,93.68,2,2.11,4,4.21,04036
4,42,231,219,94.81,7,3.03,5,2.16,04042
4,53,170,161,94.71,5,2.94,4,2.35,04053
11,14,86,53,61.63,4,4.65,29,33.72,11014
11,27,124,78,62.9,7,5.65,39,31.45,11027
11,28,123,73,59.35,15,12.2,35,28.46,11028
11,34,49,39,79.59,3,6.12,7,14.29,11034
11,36,41,27,65.85,6,14.63,8,19.51,11036
11,46,87,77,88.51,2,2.3,8,9.2,11046
12,1,14,6,42.86,4,28.57,4,28.57,12001
12,6,9,3,33.33,4,44.44,2,22.22,12006
12,18,28,25,89.29,2,7.14,1,3.57,12018
16,15,141,135,95.74,5,3.55,1,0.71,16015
16,16,152,141,92.76,9,5.92,2,1.32,16016
16,18,112,105,93.75,4,3.57,3,2.68,16018
16,20,131,124,94.66,4,3.05,3,2.29,16020
16,22,103,91,88.35,9,8.74,3,2.91,16022
16,24,73,68,93.15,4,5.48,1,1.37,16024
16,29,74,68,91.89,4,5.41,2,2.7,16029
16,30,72,70,97.22,1,1.39,1,1.39,16030
16,33,98,95,96.94,3,3.06,0,0.0,16033
20,27,93,91,97.85,1,1.08,1,1.08,20027
20,31,150,141,,9,,0,,20031
20,40,100,97,,3,,0,,20040
20,45,95,87,91.58,5,5.26,3,3.16,20045
20,48,65,60,,5,,0,,20048
22,7,155,151,97.42,4,2.58,0,0.0,22007
22,19,105,100,95.24,4,3.81,1,0.95,22019
22,21,164,160,97.56,3,1.83,1,0.61,22021
24,1,121,120,99.17,1,0.83,0,0.0,24001
24,2,100,95,95.0,5,5.0,0,0.0,24002
24,3,127,124,97.64,3,2.36,0,0.0,24003
24,4,132,130,98.48,1,0.76,1,0.76,24004
24,5,139,133,95.68,3,2.16,3,2.16,24005
24,6,175,166,94.86,4,2.29,5,2.86,24006
24,7,158,154,97.47,2,1.27,2,1.27,24007
24,8,125,119,95.2,2,1.6,4,3.2,24008
24,9,126,120,95.24,2,1.59,4,3.17,24009
24,10,137,133,97.08,3,2.19,1,0.73,24010
24,11,70,69,98.57,0,0.0,1,1.43,24011
24,12,123,117,95.12,4,3.25,2,1.63,24012
24,13,123,118,95.93,3,2.44,2,1.63,24013
24,14,203,193,95.07,8,3.94,2,0.99,24014
24,15,135,132,97.78,3,2.22,0,0.0,24015
24,16,108,105,97.22,0,0.0,3,2.78,24016
24,17,120,119,99.17,1,0.83,0,0.0,24017
24,18,80,79,98.75,1,1.25,0,0.0,24018
24,19,117,111,94.87,4,3.42,2,1.71,24019
24,20,152,149,98.03,3,1.97,0,0.0,24020
24,21,93,90,96.77,2,2.15,1,1.08,24021
24,22,139,137,98.56,1,0.72,1,0.72,24022
24,23,135,130,96.3,4,2.96,1,0.74,24023
24,24,98,90,91.84,6,6.12,2,2.04,24024
24,25,125,122,97.6,3,2.4,0,0.0,24025
24,26,165,156,94.55,5,3.03,4,2.42,24026
24,27,86,79,91.86,4,4.65,3,3.49,24027
24,28,163,158,96.93,3,1.84,2,1.23,24028
24,29,162,159,98.15,2,1.23,1,0.62,24029
24,30,101,99,98.02,1,0.99,1,0.99,24030
24,31,115,112,97.39,3,2.61,0,0.0,24031
24,32,142,135,95.07,1,0.7,6,4.23,24032
24,33,117,113,96.58,3,2.56,1,0.85,24033
24,34,135,129,95.56,4,2.96,2,1.48,24034
24,35,164,158,96.34,3,1.83,3,1.83,24035
24,36,113,109,96.46,2,1.77,2,1.77,24036
24,37,155,146,94.19,7,4.52,2,1.29,24037
24,38,144,138,95.83,2,1.39,4,2.78,24038
24,39,128,127,99.22,0,0.0,1,0.78,24039
24,40,185,180,97.3,2,1.08,3,1.62,24040
24,41,149,147,98.66,2,1.34,0,0.0,24041
24,42,134,128,95.52,3,2.24,3,2.24,24042
24,43,167,162,97.01,5,2.99,0,0.0,24043
24,44,60,57,95.0,2,3.33,1,1.67,24044
24,45,124,121,97.58,3,2.42,0,0.0,24045
24,46,173,170,98.27,2,1.16,1,0.58,24046
24,47,125,117,93.6,4,3.2,4,3.2,24047
24,48,64,63,98.44,0,0.0,1,1.56,24048
24,49,181,177,97.79,3,1.66,1,0.55,24049
24,50,186,180,96.77,5,2.69,1,0.54,24050
24,51,232,226,97.41,2,0.86,4,1.72,24051
24,52,118,114,96.61,4,3.39,0,0.0,24052
24,54,80,77,96.25,3,3.75,0,0.0,24054
24,55,70,67,95.71,1,1.43,2,2.86,24055
24,56,180,177,98.33,3,1.67,0,0.0,24056
24,58,170,165,97.06,3,1.76,2,1.18,24058
24,59,80,77,96.25,1,1.25,2,2.5,24059
25,3,73,60,82.19,4,5.48,9,12.33,25003
25,4,140,103,73.57,11,7.86,26,18.57,25004
25,5,7,6,85.71,1,14.29,0,0.0,25005
25,8,5,4,80.0,1,20.0,0,0.0,25008
25,10,79,65,82.28,7,8.86,7,8.86,25010
25,14,110,86,78.18,3,2.73,21,19.09,25014
25,16,103,95,92.23,3,2.91,5,4.85,25016
25,18,256,236,92.19,5,1.95,15,5.86,25018
25,21,101,75,74.26,4,3.96,22,21.78,25021
25,25,105,81,77.14,6,5.71,18,17.14,25025
25,26,88,48,54.55,6,6.82,34,38.64,25026
25,27,97,80,82.47,5,5.15,12,12.37,25027
25,28,153,118,77.12,9,5.88,26,16.99,25028
25,29,161,137,85.09,5,3.11,19,11.8,25029
26,17,36,25,69.44,1,2.78,10,27.78,26017
26,28,8,6,75.0,2,25.0,0,0.0,26028
26,33,30,17,56.67,1,3.33,12,40.0,26033
26,46,55,40,72.73,3,5.45,12,21.82,26046
27,1,66,39,59.09,5,7.58,22,33.33,27001
27,2,120,112,93.33,4,3.33,4,3.33,27002
27,3,116,113,97.41,2,1.72,1,0.86,27003
27,4,78,69,88.46,6,7.69,3,3.85,27004
27,5,20,16,80.0,0,0.0,4,20.0,27005
27,6,84,79,94.05,1,1.19,4,4.76,27006
27,7,79,64,81.01,1,1.27,14,17.72,27007
27,8,156,149,95.51,4,2.56,3,1.92,27008
27,9,168,159,94.64,5,2.98,4,2.38,27009
27,10,206,199,96.6,6,2.91,1,0.49,27010
27,11,145,115,79.31,11,7.59,19,13.1,27011
27,12,65,41,63.08,4,6.15,20,30.77,27012
27,14,182,176,96.7,4,2.2,2,1.1,27014
27,15,96,94,97.92,2,2.08,0,0.0,27015
27,16,22,19,86.36,2,9.09,1,4.55,27016
27,17,60,44,73.33,2,3.33,14,23.33,27017
27,18,52,25,48.08,6,11.54,21,40.38,27018
27,19,108,104,96.3,3,2.78,1,0.93,27019
27,20,161,147,91.3,9,5.59,5,3.11,27020
27,21,129,125,96.9,3,2.33,1,0.78,27021
27,22,121,116,95.87,3,2.48,2,1.65,27022
27,23,23,23,100.0,0,0.0,0,0.0,27023
27,24,118,116,98.31,1,0.85,1,0.85,27024
27,25,104,100,96.15,3,2.88,1,0.96,27025
27,26,137,129,94.16,4,2.92,4,2.92,27026
27,27,74,72,97.3,2,2.7,0,0.0,27027
27,28,119,106,89.08,1,0.84,12,10.08,27028
27,29,95,89,93.68,5,5.26,1,1.05,27029
27,30,72,67,93.06,4,5.56,1,1.39,27030
27,31,107,102,95.33,4,3.74,1,0.93,27031
27,33,84,79,94.05,0,0.0,5,5.95,27033
27,34,151,150,99.34,1,0.66,0,0.0,27034
27,36,120,119,99.17,1,0.83,0,0.0,27036
27,37,114,105,92.11,3,2.63,6,5.26,27037
27,39,94,91,96.81,3,3.19,0,0.0,27039
27,40,87,85,97.7,1,1.15,1,1.15,27040
27,42,69,55,79.71,1,1.45,13,18.84,27042
27,43,94,92,97.87,0,0.0,2,2.13,27043
27,44,109,102,93.58,6,5.5,1,0.92,27044
27,45,135,131,97.04,4,2.96,0,0.0,27045
27,46,132,126,95.45,6,4.55,0,0.0,27046
27,47,99,97,97.98,0,0.0,2,2.02,27047
27,48,128,122,95.31,4,3.13,2,1.56,27048
27,49,131,124,94.66,3,2.29,4,3.05,27049
27,50,83,53,63.86,9,10.84,21,25.3,27050
27,51,100,96,96.0,3,3.0,1,1.0,27051
27,52,86,81,94.19,5,5.81,0,0.0,27052
27,53,79,69,87.34,2,2.53,8,10.13,27053
27,54,53,35,66.04,5,9.43,13,24.53,27054
27,55,117,115,98.29,1,0.85,1,0.85,27055
27,57,70,51,72.86,2,2.86,17,24.29,27057
27,58,71,60,84.51,1,1.41,10,14.08,27058
28,1,156,148,,8,,0,,28001
28,2,142,136,95.77,4,2.82,2,1.41,28002
28,3,89,81,91.01,7,7.87,1,1.12,28003
28,4,183,181,,2,,0,,28004
28,5,117,113,96.58,1,0.85,3,2.56,28005
28,6,110,110,,0,,0,,28006
28,7,121,115,95.04,5,4.13,1,0.83,28007
28,8,117,114,97.44,2,1.71,1,0.85,28008
28,9,104,101,97.12,2,1.92,1,0.96,28009
28,10,40,39,,1,,0,,28010
28,11,117,111,94.87,2,1.71,4,3.42,28011
28,12,111,110,,1,,0,,28012
28,13,72,71,,1,,0,,28013
28,14,89,86,,3,,0,,28014
28,15,135,131,97.04,1,0.74,3,2.22,28015
28,16,109,108,,1,,0,,28016
28,17,128,122,95.31,3,2.34,3,2.34,28017
28,18,166,161,96.99,3,1.81,2,1.2,28018
28,19,162,158,97.53,2,1.23,2,1.23,28019
28,20,152,146,96.05,5,3.29,1,0.66,28020
28,21,170,166,97.65,3,1.76,1,0.59,28021
28,22,118,115,97.46,1,0.85,2,1.69,28022
28,23,134,130,97.01,3,2.24,1,0.75,28023
28,24,73,67,91.78,4,5.48,2,2.74,28024
28,25,116,113,97.41,1,0.86,2,1.72,28025
28,26,143,138,96.5,4,2.8,1,0.7,28026
28,27,165,157,95.15,7,4.24,1,0.61,28027
28,28,93,90,,3,,0,,28028
28,30,86,81,94.19,4,4.65,1,1.16,28030
28,31,116,112,96.55,3,2.59,1,0.86,28031
28,32,107,100,93.46,4,3.74,3,2.8,28032
28,33,147,143,97.28,1,0.68,3,2.04,28033
28,35,87,82,,5,,0,,28035
28,36,112,110,,0,,2,,28036
28,37,232,226,97.41,4,1.72,2,0.86,28037
28,39,137,130,94.89,3,2.19,4,2.92,28039
28,40,181,180,,0,,1,,28040
28,41,147,143,,0,,4,,28041
28,42,112,108,,0,,4,,28042
28,43,181,177,,4,,0,,28043
28,44,162,154,95.06,4,2.47,4,2.47,28044
28,45,153,147,96.08,3,1.96,3,1.96,28045
28,46,163,159,97.55,3,1.84,1,0.61,28046
28,47,140,131,93.57,5,3.57,4,2.86,28047
28,48,53,52,,0,,1,,28048
28,49,64,61,,3,,0,,28049
28,50,78,76,,2,,0,,28050
28,51,132,126,95.45,4,3.03,2,1.52,28051
28,52,84,74,88.1,8,9.52,2,2.38,28052
28,53,49,36,73.47,6,12.24,7,14.29,28053
28,54,94,88,93.62,3,3.19,3,3.19,28054
28,55,107,103,96.26,2,1.87,2,1.87,28055
28,56,144,138,95.83,4,2.78,2,1.39,28056
28,57,159,141,88.68,3,1.89,15,9.43,28057
28,58,142,135,95.07,3,2.11,4,2.82,28058
28,59,84,84,,0,,0,,28059
28,60,89,86,96.63,2,2.25,1,1.12,28060
28,61,51,43,84.31,3,5.88,5,9.8,28061
29,1,197,190,96.45,6,3.05,1,0.51,29001
29,3,251,242,96.41,6,2.39,3,1.2,29003
29,4,200,200,100.0,0,0.0,0,0.0,29004
29,5,176,173,98.3,2,1.14,1,0.57,29005
29,8,126,121,96.03,4,3.17,1,0.79,29008
29,10,133,130,97.74,3,2.26,0,0.0,29010
29,11,193,186,96.37,5,2.59,2,1.04,29011
29,12,220,209,95.0,7,3.18,4,1.82,29012
29,13,184,182,98.91,0,0.0,2,1.09,29013
29,14,283,275,97.17,5,1.77,3,1.06,29014
29,15,212,204,96.23,4,1.89,4,1.89,29015
29,16,206,203,98.54,3,1.46,0,0.0,29016
29,17,162,156,96.3,3,1.85,3,1.85,29017
29,18,223,211,94.62,3,1.35,9,4.04,29018
29,19,159,154,96.86,2,1.26,3,1.89,29019
29,20,168,162,96.43,3,1.79,3,1.79,29020
29,21,142,141,99.3,1,0.7,0,0.0,29021
29,22,135,108,80.0,13,9.63,14,10.37,29022
29,23,195,189,96.92,2,1.03,4,2.05,29023
29,25,186,181,97.31,4,2.15,1,0.54,29025
29,26,210,204,97.14,4,1.9,2,0.95,29026
29,27,116,114,98.28,2,1.72,0,0.0,29027
29,28,244,232,95.08,10,4.1,2,0.82,29028
29,29,231,229,99.13,1,0.43,1,0.43,29029
29,31,153,145,94.77,6,3.92,2,1.31,29031
29,33,204,199,97.55,4,1.96,1,0.49,29033
29,34,113,104,92.04,1,0.88,8,7.08,29034
29,35,140,132,94.29,5,3.57,3,2.14,29035
29,36,196,189,96.43,3,1.53,4,2.04,29036
29,37,173,165,95.38,7,4.05,1,0.58,29037
29,38,212,204,96.23,8,3.77,0,0.0,29038
29,40,306,302,98.69,3,0.98,1,0.33,29040
29,41,211,203,96.21,2,0.95,6,2.84,29041
29,42,229,226,98.69,2,0.87,1,0.44,29042
29,43,286,284,99.3,2,0.7,0,0.0,29043
29,44,230,225,97.83,4,1.74,1,0.43,29044
29,45,163,156,95.71,2,1.23,5,3.07,29045
29,46,149,146,97.99,2,1.34,1,0.67,29046
29,47,253,240,94.86,6,2.37,7,2.77,29047
29,48,153,149,97.39,3,1.96,1,0.65,29048
29,49,225,221,98.22,3,1.33,1,0.44,29049
29,50,141,139,98.58,2,1.42,0,0.0,29050
29,51,171,164,95.91,5,2.92,2,1.17,29051
32,1,100,72,72.0,4,4.0,24,24.0,32001
32,6,120,89,74.17,8,6.67,23,19.17,32006
32,12,57,41,71.93,5,8.77,11,19.3,32012
32,26,79,53,67.09,7,8.86,19,24.05,32026
32,46,43,29,67.44,9,20.93,5,11.63,32046
32,50,84,55,65.48,5,5.95,24,28.57,32050
32,51,97,78,80.41,6,6.19,13,13.4,32051
36,23,90,79,87.78,3,3.33,8,8.89,36023
36,24,166,155,93.37,5,3.01,6,3.61,36024
36,44,138,112,81.16,7,5.07,19,13.77,36044
36,54,170,152,89.41,7,4.12,11,6.47,36054
37,2,142,132,92.96,3,2.11,7,4.93,37002
37,3,68,59,86.76,5,7.35,4,5.88,37003
37,4,151,146,96.69,3,1.99,2,1.32,37004
37,5,209,202,96.65,3,1.44,4,1.91,37005
37,6,206,198,96.12,3,1.46,5,2.43,37006
37,7,194,190,97.94,2,1.03,2,1.03,37007
37,8,129,117,90.7,5,3.88,7,5.43,37008
37,9,186,179,96.24,2,1.08,5,2.69,37009
37,10,197,182,92.39,7,3.55,8,4.06,37010
37,12,91,79,86.81,4,4.4,8,8.79,37012
37,13,156,145,92.95,6,3.85,5,3.21,37013
37,14,268,259,96.64,7,2.61,2,0.75,37014
37,15,191,186,97.38,5,2.62,0,0.0,37015
37,16,182,175,96.15,3,1.65,4,2.2,37016
37,17,152,149,98.03,1,0.66,2,1.32,37017
37,18,191,185,96.86,4,2.09,2,1.05,37018
37,20,183,176,96.17,5,2.73,2,1.09,37020
37,21,196,190,96.94,4,2.04,2,1.02,37021
37,22,98,94,95.92,3,3.06,1,1.02,37022
37,23,139,134,96.4,3,2.16,2,1.44,37023
37,24,170,166,97.65,3,1.76,1,0.59,37024
37,25,213,206,96.71,4,1.88,3,1.41,37025
37,26,197,191,96.95,5,2.54,1,0.51,37026
37,27,218,206,94.5,7,3.21,5,2.29,37027
37,28,186,177,95.16,4,2.15,5,2.69,37028
37,29,181,170,93.92,5,2.76,6,3.31,37029
37,30,143,134,93.71,7,4.9,2,1.4,37030
37,31,202,195,96.53,5,2.48,2,0.99,37031
37,32,195,190,97.44,4,2.05,1,0.51,37032
37,33,158,154,97.47,3,1.9,1,0.63,37033
37,34,194,186,95.88,7,3.61,1,0.52,37034
37,35,186,180,96.77,5,2.69,1,0.54,37035
37,36,192,186,96.88,2,1.04,4,2.08,37036
37,37,179,173,96.65,3,1.68,3,1.68,37037
37,38,202,194,96.04,6,2.97,2,0.99,37038
37,40,190,185,97.37,4,2.11,1,0.53,37040
37,41,218,209,95.87,5,2.29,4,1.83,37041
37,42,83,74,89.16,6,7.23,3,3.61,37042
37,43,163,162,99.39,0,0.0,1,0.61,37043
42,1,133,98,73.68,6,4.51,29,21.8,42001
42,2,85,65,76.47,7,8.24,13,15.29,42002
42,3,71,56,78.87,3,4.23,12,16.9,42003
42,4,106,71,66.98,8,7.55,27,25.47,42004
42,5,110,88,80.0,1,0.91,21,19.09,42005
42,6,261,181,69.35,16,6.13,64,24.52,42006
42,7,107,75,70.09,2,1.87,30,28.04,42007
42,8,148,91,61.49,2,1.35,55,37.16,42008
42,9,143,108,75.52,10,6.99,25,17.48,42009
42,10,65,42,64.62,3,4.62,20,30.77,42010
42,11,122,92,75.41,9,7.38,21,17.21,42011
42,12,68,55,80.88,2,2.94,11,16.18,42012
42,13,235,177,75.32,11,4.68,47,20.0,42013
42,14,89,66,74.16,6,6.74,17,19.1,42014
42,15,135,86,63.7,3,2.22,46,34.07,42015
42,16,70,47,67.14,1,1.43,22,31.43,42016
42,17,96,66,68.75,5,5.21,25,26.04,42017
42,18,92,65,70.65,3,3.26,24,26.09,42018
42,19,31,18,58.06,0,0.0,13,41.94,42019
42,20,59,39,66.1,6,10.17,14,23.73,42020
42,21,52,34,65.38,1,1.92,17,32.69,42021
42,22,89,65,73.03,6,6.74,18,20.22,42022
42,23,157,113,71.97,13,8.28,31,19.75,42023
42,24,134,91,67.91,7,5.22,36,26.87,42024
42,25,112,74,66.07,9,8.04,29,25.89,42025
42,26,175,151,86.29,4,2.29,20,11.43,42026
42,27,169,125,73.96,17,10.06,27,15.98,42027
42,28,135,89,65.93,8,5.93,38,28.15,42028
42,29,131,86,65.65,9,6.87,36,27.48,42029
42,30,73,49,67.12,3,4.11,21,28.77,42030
42,31,60,46,76.67,3,5.0,11,18.33,42031
42,32,137,98,71.53,7,5.11,32,23.36,42032
42,33,186,123,66.13,11,5.91,52,27.96,42033
42,34,115,90,78.26,4,3.48,21,18.26,42034
42,35,104,72,69.23,12,11.54,20,19.23,42035
42,36,77,59,76.62,1,1.3,17,22.08,42036
42,37,96,74,77.08,1,1.04,21,21.88,42037
42,38,108,77,71.3,11,10.19,20,18.52,42038
42,39,150,130,86.67,8,5.33,12,8.0,42039
42,40,124,91,73.39,9,7.26,24,19.35,42040
42,41,112,81,72.32,3,2.68,28,25.0,42041
42,42,63,50,79.37,3,4.76,10,15.87,42042
42,43,117,86,73.5,8,6.84,23,19.66,42043
42,44,115,86,74.78,2,1.74,27,23.48,42044
42,45,99,75,75.76,3,3.03,21,21.21,42045
42,46,70,60,85.71,1,1.43,9,12.86,42046
42,47,71,53,74.65,4,5.63,14,19.72,42047
42,48,66,48,72.73,4,6.06,14,21.21,42048
42,49,76,69,90.79,1,1.32,6,7.89,42049
42,50,95,64,67.37,11,11.58,20,21.05,42050
42,51,94,67,71.28,8,8.51,19,20.21,42051
42,52,64,44,68.75,8,12.5,12,18.75,42052
42,53,81,50,61.73,6,7.41,25,30.86,42053
42,54,80,60,75.0,6,7.5,14,17.5,42054
42,55,106,80,75.47,8,7.55,18,16.98,42055
42,56,106,68,64.15,3,2.83,35,33.02,42056
42,57,80,55,68.75,3,3.75,22,27.5,42057
42,58,48,41,85.42,1,2.08,6,12.5,42058
42,59,22,14,63.64,2,9.09,6,27.27,42059
42,60,63,53,84.13,5,7.94,5,7.94,42060
42,61,57,47,82.46,3,5.26,7,12.28,42061
42,62,73,57,78.08,2,2.74,14,19.18,42062
42,63,123,96,78.05,5,4.07,22,17.89,42063
42,64,55,45,81.82,2,3.64,8,14.55,42064
42,65,90,71,78.89,8,8.89,11,12.22,42065
42,66,111,92,82.88,8,7.21,11,9.91,42066
42,67,84,61,72.62,4,4.76,19,22.62,42067
42,68,104,63,60.58,7,6.73,34,32.69,42068
42,69,132,93,70.45,5,3.79,34,25.76,42069
43,1,152,102,67.11,11,7.24,39,25.66,43001
43,3,120,74,61.67,8,6.67,38,31.67,43003
43,4,114,83,72.81,9,7.89,22,19.3,43004
43,5,70,46,65.71,0,0.0,24,34.29,43005
43,9,72,52,72.22,5,6.94,15,20.83,43009
43,10,93,60,64.52,6,6.45,27,29.03,43010
43,11,43,27,62.79,4,9.3,12,27.91,43011
43,13,45,37,82.22,3,6.67,5,11.11,43013
43,15,78,53,67.95,3,3.85,22,28.21,43015
43,16,121,80,66.12,4,3.31,37,30.58,43016
43,18,148,109,73.65,7,4.73,32,21.62,43018
43,19,64,49,76.56,1,1.56,14,21.88,43019
43,23,89,67,75.28,8,8.99,14,15.73,43023
43,24,118,77,65.25,10,8.47,31,26.27,43024
43,25,135,108,80.0,7,5.19,20,14.81,43025
43,26,86,58,67.44,3,3.49,25,29.07,43026
43,28,120,78,65.0,6,5.0,36,30.0,43028
43,30,60,39,65.0,3,5.0,18,30.0,43030
43,35,113,77,68.14,10,8.85,26,23.01,43035
43,36,96,76,79.17,6,6.25,14,14.58,43036
43,37,78,65,83.33,6,7.69,7,8.97,43037
43,39,71,42,59.15,5,7.04,24,33.8,43039
43,40,36,25,69.44,2,5.56,9,25.0,43040
43,41,49,36,73.47,4,8.16,9,18.37,43041
43,42,118,86,72.88,8,6.78,24,20.34,43042
43,46,138,92,66.67,10,7.25,36,26.09,43046
43,47,98,71,72.45,2,2.04,25,25.51,43047
