ward,precinct,total,Thomas J. Dart,Thomas J. Dart Percent,"Sylvester E. Baker, Jr.","Sylvester E. Baker, Jr. Percent",Richard L. Remus,Richard L. Remus Percent,precinct_id
40,33,97,71,73.2,12,12.37,14,14.43,40033
40,34,90,68,75.56,11,12.22,11,12.22,40034
40,35,94,52,55.32,23,24.47,19,20.21,40035
40,36,131,92,70.23,14,10.69,25,19.08,40036
40,37,88,53,60.23,17,19.32,18,20.45,40037
40,38,62,43,69.35,3,4.84,16,25.81,40038
40,39,98,66,67.35,10,10.2,22,22.45,40039
40,40,78,63,80.77,7,8.97,8,10.26,40040
40,41,115,84,73.04,15,13.04,16,13.91,40041
40,42,114,89,78.07,13,11.4,12,10.53,40042
40,43,103,83,80.58,9,8.74,11,10.68,40043
40,44,73,48,65.75,10,13.7,15,20.55,40044
40,45,146,100,68.49,17,11.64,29,19.86,40045
40,46,129,89,68.99,17,13.18,23,17.83,40046
40,47,107,86,80.37,9,8.41,12,11.21,40047
40,48,86,52,60.47,10,11.63,24,27.91,40048
40,49,57,39,68.42,9,15.79,9,15.79,40049
41,1,163,121,74.23,15,9.2,27,16.56,41001
41,2,215,172,80.0,13,6.05,30,13.95,41002
41,3,152,118,77.63,16,10.53,18,11.84,41003
41,4,177,145,81.92,12,6.78,20,11.3,41004
41,5,142,107,75.35,16,11.27,19,13.38,41005
41,6,169,136,80.47,7,4.14,26,15.38,41006
41,7,177,143,80.79,13,7.34,21,11.86,41007
41,8,152,113,74.34,9,5.92,30,19.74,41008
41,9,151,111,73.51,18,11.92,22,14.57,41009
41,10,157,138,87.9,3,1.91,16,10.19,41010
41,11,165,126,76.36,17,10.3,22,13.33,41011
41,12,176,134,76.14,15,8.52,27,15.34,41012
41,13,85,60,70.59,13,15.29,12,14.12,41013
41,14,216,177,81.94,11,5.09,28,12.96,41014
41,15,141,119,84.4,10,7.09,12,8.51,41015
41,16,150,118,78.67,11,7.33,21,14.0,41016
41,17,162,136,83.95,10,6.17,16,9.88,41017
41,18,146,102,69.86,22,15.07,22,15.07,41018
41,19,224,172,76.79,14,6.25,38,16.96,41019
41,20,196,139,70.92,31,15.82,26,13.27,41020
41,21,170,127,74.71,17,10.0,26,15.29,41021
41,22,147,107,72.79,11,7.48,29,19.73,41022
41,23,143,108,75.52,12,8.39,23,16.08,41023
41,24,157,117,74.52,21,13.38,19,12.1,41024
41,25,46,20,43.48,12,26.09,14,30.43,41025
41,26,72,53,73.61,6,8.33,13,18.06,41026
41,27,42,31,73.81,6,14.29,5,11.9,41027
41,28,117,83,70.94,15,12.82,19,16.24,41028
41,29,49,30,61.22,10,20.41,9,18.37,41029
41,30,181,134,74.03,15,8.29,32,17.68,41030
41,31,167,125,74.85,16,9.58,26,15.57,41031
41,32,112,80,71.43,15,13.39,17,15.18,41032
41,33,97,65,67.01,10,10.31,22,22.68,41033
41,34,106,74,69.81,9,8.49,23,21.7,41034
41,35,185,148,80.0,15,8.11,22,11.89,41035
41,36,172,137,79.65,14,8.14,21,12.21,41036
41,37,150,121,80.67,10,6.67,19,12.67,41037
41,38,145,102,70.34,11,7.59,32,22.07,41038
41,39,140,112,80.0,10,7.14,18,12.86,41039
41,40,184,160,86.96,9,4.89,15,8.15,41040
41,41,158,134,84.81,12,7.59,12,7.59,41041
41,42,187,150,80.21,9,4.81,28,14.97,41042
41,43,151,113,74.83,13,8.61,25,16.56,41043
41,44,193,156,80.83,12,6.22,25,12.95,41044
41,45,136,102,75.0,15,11.03,19,13.97,41045
41,46,130,94,72.31,11,8.46,25,19.23,41046
41,47,141,121,85.82,6,4.26,14,9.93,41047
41,48,73,52,71.23,12,16.44,9,12.33,41048
41,49,202,174,86.14,15,7.43,13,6.44,41049
41,50,149,108,72.48,15,10.07,26,17.45,41050
41,51,107,84,78.5,5,4.67,18,16.82,41051
41,52,222,178,80.18,18,8.11,26,11.71,41052
41,53,169,129,76.33,10,5.92,30,17.75,41053
41,54,135,116,85.93,11,8.15,8,5.93,41054
41,55,99,67,67.68,5,5.05,27,27.27,41055
41,56,212,174,82.08,17,8.02,21,9.91,41056
41,57,148,104,70.27,16,10.81,28,18.92,41057
42,1,113,89,78.76,6,5.31,18,15.93,42001
42,2,76,48,63.16,13,17.11,15,19.74,42002
42,3,63,43,68.25,7,11.11,13,20.63,42003
42,4,96,73,76.04,12,12.5,11,11.46,42004
42,5,98,83,84.69,7,7.14,8,8.16,42005
42,6,238,164,68.91,43,18.07,31,13.03,42006
42,7,95,75,78.95,9,9.47,11,11.58,42007
42,8,129,105,81.4,13,10.08,11,8.53,42008
42,9,135,88,65.19,20,14.81,27,20.0,42009
42,10,58,48,82.76,5,8.62,5,8.62,42010
42,11,106,83,78.3,15,14.15,8,7.55,42011
42,12,62,52,83.87,2,3.23,8,12.9,42012
42,13,217,159,73.27,38,17.51,20,9.22,42013
42,14,74,52,70.27,7,9.46,15,20.27,42014
42,15,123,94,76.42,10,8.13,19,15.45,42015
42,16,62,48,77.42,5,8.06,9,14.52,42016
42,17,83,56,67.47,13,15.66,14,16.87,42017
42,18,87,62,71.26,15,17.24,10,11.49,42018
42,19,23,17,73.91,0,0.0,6,26.09,42019
42,20,57,27,47.37,18,31.58,12,21.05,42020
42,21,45,38,84.44,2,4.44,5,11.11,42021
42,22,82,54,65.85,21,25.61,7,8.54,42022
42,23,131,108,82.44,11,8.4,12,9.16,42023
42,24,115,86,74.78,15,13.04,14,12.17,42024
42,25,96,73,76.04,8,8.33,15,15.63,42025
42,26,154,97,62.99,39,25.32,18,11.69,42026
42,27,157,125,79.62,16,10.19,16,10.19,42027
42,28,123,97,78.86,12,9.76,14,11.38,42028
42,29,106,92,86.79,6,5.66,8,7.55,42029
42,30,63,49,77.78,5,7.94,9,14.29,42030
42,31,52,42,80.77,5,9.62,5,9.62,42031
42,32,119,67,56.3,33,27.73,19,15.97,42032
42,33,167,130,77.84,19,11.38,18,10.78,42033
42,34,103,80,77.67,9,8.74,14,13.59,42034
42,35,104,83,79.81,10,9.62,11,10.58,42035
42,36,76,59,77.63,9,11.84,8,10.53,42036
42,37,83,74,89.16,3,3.61,6,7.23,42037
42,38,90,70,77.78,9,10.0,11,12.22,42038
42,39,154,144,93.51,4,2.6,6,3.9,42039
42,40,108,86,79.63,8,7.41,14,12.96,42040
42,41,104,68,65.38,14,13.46,22,21.15,42041
42,42,53,42,79.25,4,7.55,7,13.21,42042
42,43,96,76,79.17,13,13.54,7,7.29,42043
42,44,104,74,71.15,17,16.35,13,12.5,42044
42,45,90,73,81.11,6,6.67,11,12.22,42045
42,46,66,36,54.55,22,33.33,8,12.12,42046
42,47,61,51,83.61,5,8.2,5,8.2,42047
42,48,54,41,75.93,9,16.67,4,7.41,42048
42,49,73,58,79.45,9,12.33,6,8.22,42049
42,50,82,62,75.61,7,8.54,13,15.85,42050
42,51,89,59,66.29,20,22.47,10,11.24,42051
42,52,60,41,68.33,11,18.33,8,13.33,42052
42,53,75,51,68.0,12,16.0,12,16.0,42053
42,54,73,58,79.45,9,12.33,6,8.22,42054
42,55,96,74,77.08,14,14.58,8,8.33,42055
42,56,92,68,73.91,16,17.39,8,8.7,42056
42,57,67,39,58.21,16,23.88,12,17.91,42057
42,58,45,30,66.67,10,22.22,5,11.11,42058
42,59,20,18,90.0,0,0.0,2,10.0,42059
42,60,59,34,57.63,18,30.51,7,11.86,42060
42,61,53,44,83.02,5,9.43,4,7.55,42061
42,62,68,54,79.41,7,10.29,7,10.29,42062
42,63,101,80,79.21,10,9.9,11,10.89,42063
42,64,49,30,61.22,11,22.45,8,16.33,42064
42,65,74,52,70.27,14,18.92,8,10.81,42065
42,66,100,51,51.0,29,29.0,20,20.0,42066
42,67,67,40,59.7,14,20.9,13,19.4,42067
42,68,98,71,72.45,9,9.18,18,18.37,42068
42,69,112,59,52.68,32,28.57,21,18.75,42069
43,1,133,92,69.17,20,15.04,21,15.79,43001
43,2,83,67,80.72,2,2.41,14,16.87,43002
43,3,107,87,81.31,6,5.61,14,13.08,43003
43,4,103,81,78.64,4,3.88,18,17.48,43004
43,5,65,50,76.92,6,9.23,9,13.85,43005
43,6,73,58,79.45,6,8.22,9,12.33,43006
43,7,122,91,74.59,17,13.93,14,11.48,43007
43,8,130,89,68.46,20,15.38,21,16.15,43008
43,9,67,55,82.09,6,8.96,6,8.96,43009
43,10,80,62,77.5,2,2.5,16,20.0,43010
43,11,37,28,75.68,1,2.7,8,21.62,43011
43,12,129,105,81.4,10,7.75,14,10.85,43012
43,13,39,27,69.23,8,20.51,4,10.26,43013
43,14,100,81,81.0,4,4.0,15,15.0,43014
43,15,65,54,83.08,5,7.69,6,9.23,43015
43,16,104,83,79.81,7,6.73,14,13.46,43016
43,17,87,68,78.16,5,5.75,14,16.09,43017
43,18,128,106,82.81,12,9.38,10,7.81,43018
43,19,52,39,75.0,7,13.46,6,11.54,43019
43,20,100,79,79.0,7,7.0,14,14.0,43020
43,21,94,74,78.72,9,9.57,11,11.7,43021
43,22,55,41,74.55,5,9.09,9,16.36,43022
43,23,79,60,75.95,2,2.53,17,21.52,43023
43,24,110,75,68.18,13,11.82,22,20.0,43024
43,25,117,72,61.54,25,21.37,20,17.09,43025
43,26,78,53,67.95,9,11.54,16,20.51,43026
43,27,91,49,53.85,13,14.29,29,31.87,43027
43,28,94,81,86.17,6,6.38,7,7.45,43028
43,29,74,62,83.78,1,1.35,11,14.86,43029
43,30,52,36,69.23,6,11.54,10,19.23,43030
43,31,106,88,83.02,6,5.66,12,11.32,43031
43,32,100,82,82.0,9,9.0,9,9.0,43032
43,33,34,21,61.76,2,5.88,11,32.35,43033
43,34,32,19,59.38,3,9.38,10,31.25,43034
43,35,94,79,84.04,6,6.38,9,9.57,43035
43,36,82,66,80.49,9,10.98,7,8.54,43036
43,37,71,49,69.01,13,18.31,9,12.68,43037
43,38,72,54,75.0,3,4.17,15,20.83,43038
43,39,62,46,74.19,3,4.84,13,20.97,43039
43,40,31,25,80.65,4,12.9,2,6.45,43040
43,41,44,32,72.73,4,9.09,8,18.18,43041
43,42,108,88,81.48,10,9.26,10,9.26,43042
43,43,54,38,70.37,3,5.56,13,24.07,43043
43,44,72,53,73.61,8,11.11,11,15.28,43044
43,45,34,23,67.65,4,11.76,7,20.59,43045
43,46,132,103,78.03,15,11.36,14,10.61,43046
43,47,90,70,77.78,14,15.56,6,6.67,43047
43,48,85,55,64.71,12,14.12,18,21.18,43048
43,49,93,76,81.72,5,5.38,12,12.9,43049
43,50,62,43,69.35,4,6.45,15,24.19,43050
43,51,124,81,65.32,31,25.0,12,9.68,43051
43,52,58,45,77.59,1,1.72,12,20.69,43052
43,53,102,73,71.57,13,12.75,16,15.69,43053
43,54,67,45,67.16,14,20.9,8,11.94,43054
43,55,109,55,50.46,42,38.53,12,11.01,43055
43,56,53,39,73.58,5,9.43,9,16.98,43056
43,57,54,33,61.11,9,16.67,12,22.22,43057
43,58,55,45,81.82,5,9.09,5,9.09,43058
43,59,121,102,84.3,10,8.26,9,7.44,43059
44,1,109,86,78.9,11,10.09,12,11.01,44001
44,2,66,61,92.42,3,4.55,2,3.03,44002
44,3,139,113,81.29,12,8.63,14,10.07,44003
44,4,136,106,77.94,15,11.03,15,11.03,44004
44,5,95,65,68.42,16,16.84,14,14.74,44005
44,6,77,53,68.83,11,14.29,13,16.88,44006
44,7,135,109,80.74,14,10.37,12,8.89,44007
44,8,49,35,71.43,6,12.24,8,16.33,44008
44,9,62,49,79.03,5,8.06,8,12.9,44009
44,10,49,41,83.67,4,8.16,4,8.16,44010
44,11,97,69,71.13,14,14.43,14,14.43,44011
44,12,69,56,81.16,2,2.9,11,15.94,44012
44,13,69,57,82.61,1,1.45,11,15.94,44013
44,14,73,50,68.49,12,16.44,11,15.07,44014
44,15,133,104,78.2,14,10.53,15,11.28,44015
44,16,81,62,76.54,2,2.47,17,20.99,44016
44,17,114,84,73.68,16,14.04,14,12.28,44017
44,18,74,57,77.03,10,13.51,7,9.46,44018
44,19,46,31,67.39,5,10.87,10,21.74,44019
44,20,57,44,77.19,7,12.28,6,10.53,44020
44,21,105,76,72.38,11,10.48,18,17.14,44021
44,22,127,96,75.59,15,11.81,16,12.6,44022
44,23,71,56,78.87,3,4.23,12,16.9,44023
44,24,64,51,79.69,6,9.38,7,10.94,44024
44,25,90,63,70.0,9,10.0,18,20.0,44025
44,26,51,36,70.59,5,9.8,10,19.61,44026
44,27,83,58,69.88,7,8.43,18,21.69,44027
44,28,71,48,67.61,14,19.72,9,12.68,44028
44,29,92,72,78.26,9,9.78,11,11.96,44029
44,30,88,65,73.86,10,11.36,13,14.77,44030
44,31,86,73,84.88,6,6.98,7,8.14,44031
44,32,67,43,64.18,8,11.94,16,23.88,44032
44,33,91,61,67.03,4,4.4,26,28.57,44033
44,34,66,48,72.73,7,10.61,11,16.67,44034
44,35,98,77,78.57,13,13.27,8,8.16,44035
44,36,66,46,69.7,8,12.12,12,18.18,44036
44,37,146,118,80.82,12,8.22,16,10.96,44037
44,38,75,58,77.33,5,6.67,12,16.0,44038
44,39,71,51,71.83,10,14.08,10,14.08,44039
44,40,95,72,75.79,8,8.42,15,15.79,44040
44,41,78,50,64.1,15,19.23,13,16.67,44041
44,42,129,93,72.09,18,13.95,18,13.95,44042
44,43,102,83,81.37,3,2.94,16,15.69,44043
44,44,123,90,73.17,16,13.01,17,13.82,44044
44,45,107,77,71.96,16,14.95,14,13.08,44045
44,46,84,66,78.57,8,9.52,10,11.9,44046
44,47,113,87,76.99,9,7.96,17,15.04,44047
44,48,95,84,88.42,3,3.16,8,8.42,44048
44,49,194,150,77.32,17,8.76,27,13.92,44049
44,50,86,66,76.74,8,9.3,12,13.95,44050
44,51,74,61,82.43,3,4.05,10,13.51,44051
45,1,91,65,71.43,11,12.09,15,16.48,45001
45,2,164,137,83.54,8,4.88,19,11.59,45002
45,3,254,203,79.92,9,3.54,42,16.54,45003
45,4,203,161,79.31,15,7.39,27,13.3,45004
45,5,166,130,78.31,15,9.04,21,12.65,45005
45,6,160,125,78.13,19,11.88,16,10.0,45006
45,7,97,66,68.04,6,6.19,25,25.77,45007
45,8,119,91,76.47,15,12.61,13,10.92,45008
45,9,176,132,75.0,7,3.98,37,21.02,45009
45,10,161,117,72.67,20,12.42,24,14.91,45010
45,11,129,85,65.89,22,17.05,22,17.05,45011
45,12,154,110,71.43,11,7.14,33,21.43,45012
45,13,242,190,78.51,15,6.2,37,15.29,45013
45,14,166,132,79.52,8,4.82,26,15.66,45014
45,15,171,130,76.02,17,9.94,24,14.04,45015
45,16,140,98,70.0,17,12.14,25,17.86,45016
45,17,136,106,77.94,10,7.35,20,14.71,45017
45,18,161,136,84.47,7,4.35,18,11.18,45018
45,19,185,146,78.92,11,5.95,28,15.14,45019
45,20,130,98,75.38,15,11.54,17,13.08,45020
45,21,142,110,77.46,9,6.34,23,16.2,45021
45,22,125,96,76.8,13,10.4,16,12.8,45022
45,23,142,105,73.94,14,9.86,23,16.2,45023
45,24,166,118,71.08,22,13.25,26,15.66,45024
45,25,168,128,76.19,15,8.93,25,14.88,45025
45,26,197,172,87.31,9,4.57,16,8.12,45026
45,27,120,88,73.33,5,4.17,27,22.5,45027
45,28,130,99,76.15,11,8.46,20,15.38,45028
45,29,149,106,71.14,18,12.08,25,16.78,45029
45,30,161,129,80.12,11,6.83,21,13.04,45030
45,31,133,94,70.68,12,9.02,27,20.3,45031
45,32,80,59,73.75,6,7.5,15,18.75,45032
45,33,139,94,67.63,11,7.91,34,24.46,45033
45,34,116,82,70.69,14,12.07,20,17.24,45034
45,35,140,118,84.29,8,5.71,14,10.0,45035
45,36,119,88,73.95,10,8.4,21,17.65,45036
45,37,121,89,73.55,13,10.74,19,15.7,45037
45,38,143,103,72.03,13,9.09,27,18.88,45038
45,39,167,137,82.04,14,8.38,16,9.58,45039
45,40,204,171,83.82,14,6.86,19,9.31,45040
45,41,89,57,64.04,9,10.11,23,25.84,45041
45,42,158,131,82.91,14,8.86,13,8.23,45042
45,43,122,104,85.25,10,8.2,8,6.56,45043
45,44,180,157,87.22,10,5.56,13,7.22,45044
45,45,106,87,82.08,9,8.49,10,9.43,45045
45,46,158,122,77.22,12,7.59,24,15.19,45046
45,47,130,95,73.08,12,9.23,23,17.69,45047
45,48,136,109,80.15,6,4.41,21,15.44,45048
45,49,150,115,76.67,10,6.67,25,16.67,45049
45,50,128,90,70.31,12,9.38,26,20.31,45050
45,51,137,97,70.8,9,6.57,31,22.63,45051
45,52,146,125,85.62,5,3.42,16,10.96,45052
45,53,112,78,69.64,10,8.93,24,21.43,45053
46,1,241,164,68.05,47,19.5,30,12.45,46001
46,2,120,74,61.67,24,20.0,22,18.33,46002
46,3,143,83,58.04,37,25.87,23,16.08,46003
46,4,136,74,54.41,40,29.41,22,16.18,46004
46,5,54,41,75.93,6,11.11,7,12.96,46005
46,6,114,52,45.61,38,33.33,24,21.05,46006
46,7,69,50,72.46,6,8.7,13,18.84,46007
46,8,111,58,52.25,32,28.83,21,18.92,46008
46,9,92,63,68.48,14,15.22,15,16.3,46009
46,10,63,37,58.73,16,25.4,10,15.87,46010
46,11,126,79,62.7,26,20.63,21,16.67,46011
46,12,88,49,55.68,23,26.14,16,18.18,46012
46,13,95,67,70.53,13,13.68,15,15.79,46013
46,14,70,46,65.71,12,17.14,12,17.14,46014
46,15,117,85,72.65,18,15.38,14,11.97,46015
46,16,82,58,70.73,7,8.54,17,20.73,46016
46,17,151,117,77.48,15,9.93,19,12.58,46017
46,18,148,104,70.27,25,16.89,19,12.84,46018
46,19,93,58,62.37,16,17.2,19,20.43,46019
46,20,87,49,56.32,28,32.18,10,11.49,46020
46,21,22,16,72.73,4,18.18,2,9.09,46021
46,22,71,35,49.3,20,28.17,16,22.54,46022
46,23,97,36,37.11,45,46.39,16,16.49,46023
46,24,62,38,61.29,12,19.35,12,19.35,46024
46,25,105,70,66.67,15,14.29,20,19.05,46025
46,26,105,47,44.76,40,38.1,18,17.14,46026
46,27,85,65,76.47,16,18.82,4,4.71,46027
46,28,102,64,62.75,23,22.55,15,14.71,46028
46,29,120,95,79.17,9,7.5,16,13.33,46029
46,30,143,79,55.24,40,27.97,24,16.78,46030
46,31,115,82,71.3,14,12.17,19,16.52,46031
46,32,104,52,50.0,28,26.92,24,23.08,46032
46,33,123,82,66.67,19,15.45,22,17.89,46033
46,34,115,72,62.61,29,25.22,14,12.17,46034
46,35,97,69,71.13,15,15.46,13,13.4,46035
46,36,136,101,74.26,12,8.82,23,16.91,46036
46,37,52,39,75.0,6,11.54,7,13.46,46037
46,38,98,58,59.18,32,32.65,8,8.16,46038
46,39,123,84,68.29,22,17.89,17,13.82,46039
46,40,93,47,50.54,35,37.63,11,11.83,46040
46,41,97,58,59.79,31,31.96,8,8.25,46041
46,42,89,50,56.18,20,22.47,19,21.35,46042
46,43,161,117,72.67,12,7.45,32,19.88,46043
46,44,111,50,45.05,36,32.43,25,22.52,46044
46,45,118,80,67.8,22,18.64,16,13.56,46045
46,46,109,66,60.55,25,22.94,18,16.51,46046
46,47,45,25,55.56,16,35.56,4,8.89,46047
47,1,146,95,65.07,12,8.22,39,26.71,47001
47,2,144,93,64.58,15,10.42,36,25.0,47002
47,3,105,74,70.48,9,8.57,22,20.95,47003
47,4,179,136,75.98,12,6.7,31,17.32,47004
47,5,134,101,75.37,8,5.97,25,18.66,47005
47,6,197,150,76.14,7,3.55,40,20.3,47006
47,7,137,110,80.29,4,2.92,23,16.79,47007
47,8,210,161,76.67,16,7.62,33,15.71,47008
47,9,129,99,76.74,7,5.43,23,17.83,47009
47,10,89,59,66.29,14,15.73,16,17.98,47010
47,11,250,209,83.6,14,5.6,27,10.8,47011
47,12,124,85,68.55,17,13.71,22,17.74,47012
47,13,242,192,79.34,12,4.96,38,15.7,47013
47,14,107,73,68.22,15,14.02,19,17.76,47014
47,15,130,98,75.38,15,11.54,17,13.08,47015
47,16,160,127,79.38,8,5.0,25,15.63,47016
47,17,151,120,79.47,12,7.95,19,12.58,47017
47,18,162,135,83.33,14,8.64,13,8.02,47018
47,19,236,202,85.59,8,3.39,26,11.02,47019
47,20,171,142,83.04,7,4.09,22,12.87,47020
47,21,164,137,83.54,12,7.32,15,9.15,47021
47,22,179,128,71.51,11,6.15,40,22.35,47022
47,23,64,52,81.25,8,12.5,4,6.25,47023
47,24,120,81,67.5,9,7.5,30,25.0,47024
47,25,158,130,82.28,5,3.16,23,14.56,47025
47,26,162,120,74.07,21,12.96,21,12.96,47026
47,27,120,95,79.17,11,9.17,14,11.67,47027
47,28,229,185,80.79,15,6.55,29,12.66,47028
47,29,142,114,80.28,7,4.93,21,14.79,47029
47,30,155,123,79.35,17,10.97,15,9.68,47030
47,31,137,105,76.64,12,8.76,20,14.6,47031
47,32,145,113,77.93,17,11.72,15,10.34,47032
47,33,149,124,83.22,9,6.04,16,10.74,47033
47,34,168,128,76.19,17,10.12,23,13.69,47034
47,35,210,161,76.67,21,10.0,28,13.33,47035
47,36,179,131,73.18,7,3.91,41,22.91,47036
47,37,199,151,75.88,17,8.54,31,15.58,47037
47,38,159,117,73.58,7,4.4,35,22.01,47038
47,39,142,109,76.76,10,7.04,23,16.2,47039
47,40,106,78,73.58,5,4.72,23,21.7,47040
47,41,268,214,79.85,25,9.33,29,10.82,47041
47,42,115,84,73.04,11,9.57,20,17.39,47042
47,43,105,79,75.24,5,4.76,21,20.0,47043
47,44,142,98,69.01,12,8.45,32,22.54,47044
47,45,159,125,78.62,10,6.29,24,15.09,47045
47,46,104,73,70.19,11,10.58,20,19.23,47046
47,47,139,98,70.5,11,7.91,30,21.58,47047
47,48,44,31,70.45,6,13.64,7,15.91,47048
47,49,83,53,63.86,9,10.84,21,25.3,47049
47,50,109,84,77.06,9,8.26,16,14.68,47050
47,51,111,78,70.27,10,9.01,23,20.72,47051
47,52,43,33,76.74,7,16.28,3,6.98,47052
48,1,111,77,69.37,15,13.51,19,17.12,48001
48,2,127,72,56.69,41,32.28,14,11.02,48002
48,3,144,84,58.33,40,27.78,20,13.89,48003
48,4,128,86,67.19,23,17.97,19,14.84,48004
48,5,146,109,74.66,17,11.64,20,13.7,48005
48,6,146,83,56.85,45,30.82,18,12.33,48006
48,7,96,77,80.21,10,10.42,9,9.38,48007
48,8,97,70,72.16,11,11.34,16,16.49,48008
48,9,133,86,64.66,29,21.8,18,13.53,48009
48,10,67,56,83.58,4,5.97,7,10.45,48010
48,11,156,122,78.21,15,9.62,19,12.18,48011
48,12,91,64,70.33,19,20.88,8,8.79,48012
48,13,101,77,76.24,16,15.84,8,7.92,48013
48,14,149,93,62.42,32,21.48,24,16.11,48014
48,15,59,38,64.41,13,22.03,8,13.56,48015
48,16,86,49,56.98,20,23.26,17,19.77,48016
48,17,116,75,64.66,23,19.83,18,15.52,48017
48,18,90,52,57.78,21,23.33,17,18.89,48018
48,19,121,98,80.99,9,7.44,14,11.57,48019
48,20,73,56,76.71,8,10.96,9,12.33,48020
48,21,50,28,56.0,16,32.0,6,12.0,48021
48,22,189,127,67.2,40,21.16,22,11.64,48022
48,23,127,81,63.78,27,21.26,19,14.96,48023
48,24,115,61,53.04,28,24.35,26,22.61,48024
48,25,131,73,55.73,37,28.24,21,16.03,48025
48,26,119,76,63.87,31,26.05,12,10.08,48026
48,27,85,49,57.65,24,28.24,12,14.12,48027
48,28,131,104,79.39,15,11.45,12,9.16,48028
48,29,111,72,64.86,20,18.02,19,17.12,48029
48,30,123,88,71.54,15,12.2,20,16.26,48030
48,31,108,56,51.85,33,30.56,19,17.59,48031
48,32,81,54,66.67,13,16.05,14,17.28,48032
48,33,143,108,75.52,15,10.49,20,13.99,48033
48,34,51,30,58.82,14,27.45,7,13.73,48034
48,35,91,64,70.33,14,15.38,13,14.29,48035
48,36,125,71,56.8,31,24.8,23,18.4,48036
48,37,68,38,55.88,15,22.06,15,22.06,48037
48,38,203,163,80.3,16,7.88,24,11.82,48038
48,39,94,55,58.51,26,27.66,13,13.83,48039
48,40,72,48,66.67,19,26.39,5,6.94,48040
48,41,70,43,61.43,18,25.71,9,12.86,48041
48,42,104,70,67.31,16,15.38,18,17.31,48042
48,43,137,103,75.18,15,10.95,19,13.87,48043
48,44,99,69,69.7,13,13.13,17,17.17,48044
48,45,103,62,60.19,30,29.13,11,10.68,48045
48,46,88,45,51.14,29,32.95,14,15.91,48046
48,47,97,45,46.39,33,34.02,19,19.59,48047
48,48,119,93,78.15,11,9.24,15,12.61,48048
48,49,44,29,65.91,9,20.45,6,13.64,48049
48,50,155,109,70.32,20,12.9,26,16.77,48050
48,51,202,141,69.8,31,15.35,30,14.85,48051
48,52,71,45,63.38,15,21.13,11,15.49,48052
48,53,94,62,65.96,19,20.21,13,13.83,48053
48,54,80,36,45.0,33,41.25,11,13.75,48054
48,55,45,20,44.44,11,24.44,14,31.11,48055
48,56,124,56,45.16,43,34.68,25,20.16,48056
49,1,114,53,46.49,42,36.84,19,16.67,49001
49,2,187,132,70.59,29,15.51,26,13.9,49002
49,3,87,64,73.56,16,18.39,7,8.05,49003
49,4,63,40,63.49,11,17.46,12,19.05,49004
49,5,141,73,51.77,46,32.62,22,15.6,49005
49,6,113,62,54.87,29,25.66,22,19.47,49006
49,7,96,67,69.79,22,22.92,7,7.29,49007
49,8,120,69,57.5,27,22.5,24,20.0,49008
49,9,101,71,70.3,16,15.84,14,13.86,49009
49,10,86,65,75.58,8,9.3,13,15.12,49010
49,11,91,52,57.14,19,20.88,20,21.98,49011
49,12,118,93,78.81,20,16.95,5,4.24,49012
49,13,140,101,72.14,25,17.86,14,10.0,49013
49,14,97,65,67.01,22,22.68,10,10.31,49014
49,15,64,40,62.5,16,25.0,8,12.5,49015
49,16,75,45,60.0,19,25.33,11,14.67,49016
49,17,11,6,54.55,4,36.36,1,9.09,49017
49,18,74,61,82.43,6,8.11,7,9.46,49018
49,19,80,51,63.75,20,25.0,9,11.25,49019
49,20,144,88,61.11,32,22.22,24,16.67,49020
49,21,44,34,77.27,4,9.09,6,13.64,49021
49,22,116,80,68.97,22,18.97,14,12.07,49022
49,23,95,57,60.0,24,25.26,14,14.74,49023
49,24,128,96,75.0,19,14.84,13,10.16,49024
49,25,105,70,66.67,18,17.14,17,16.19,49025
49,26,106,64,60.38,24,22.64,18,16.98,49026
49,27,107,62,57.94,33,30.84,12,11.21,49027
49,28,103,61,59.22,29,28.16,13,12.62,49028
49,29,96,65,67.71,15,15.63,16,16.67,49029
49,30,107,56,52.34,30,28.04,21,19.63,49030
49,31,94,64,68.09,20,21.28,10,10.64,49031
49,32,79,58,73.42,14,17.72,7,8.86,49032
49,33,100,61,61.0,23,23.0,16,16.0,49033
49,34,95,51,53.68,31,32.63,13,13.68,49034
49,35,148,97,65.54,27,18.24,24,16.22,49035
49,36,132,91,68.94,19,14.39,22,16.67,49036
49,37,104,66,63.46,25,24.04,13,12.5,49037
49,38,90,49,54.44,29,32.22,12,13.33,49038
49,39,81,53,65.43,19,23.46,9,11.11,49039
49,40,88,56,63.64,21,23.86,11,12.5,49040
49,41,102,76,74.51,10,9.8,16,15.69,49041
49,42,107,64,59.81,22,20.56,21,19.63,49042
50,1,174,152,87.36,9,5.17,13,7.47,50001
50,2,137,101,73.72,14,10.22,22,16.06,50002
50,3,96,71,73.96,15,15.63,10,10.42,50003
50,4,103,75,72.82,10,9.71,18,17.48,50004
50,5,107,89,83.18,6,5.61,12,11.21,50005
50,6,126,81,64.29,16,12.7,29,23.02,50006
50,7,163,129,79.14,16,9.82,18,11.04,50007
50,8,91,61,67.03,20,21.98,10,10.99,50008
50,9,101,58,57.43,17,16.83,26,25.74,50009
50,10,71,58,81.69,5,7.04,8,11.27,50010
50,11,105,78,74.29,14,13.33,13,12.38,50011
50,12,141,128,90.78,7,4.96,6,4.26,50012
