ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,precinct_id
4,36,84,84,100.0,04036
4,37,49,49,100.0,04037
4,38,244,244,100.0,04038
4,39,93,93,100.0,04039
4,40,137,137,100.0,04040
4,41,80,80,100.0,04041
4,42,197,197,100.0,04042
4,43,115,115,100.0,04043
4,44,104,104,100.0,04044
4,45,341,341,100.0,04045
4,46,136,136,100.0,04046
4,47,216,216,100.0,04047
4,48,224,224,100.0,04048
4,49,127,127,100.0,04049
4,50,149,149,100.0,04050
4,51,209,209,100.0,04051
4,52,204,204,100.0,04052
4,53,154,154,100.0,04053
4,54,82,82,100.0,04054
4,55,103,103,100.0,04055
5,1,161,161,100.0,05001
5,2,125,125,100.0,05002
5,3,89,89,100.0,05003
5,5,131,131,100.0,05005
5,6,182,182,100.0,05006
5,7,164,164,100.0,05007
5,8,181,181,100.0,05008
5,9,156,156,100.0,05009
5,10,117,117,100.0,05010
5,11,151,151,100.0,05011
5,13,127,127,100.0,05013
5,14,208,208,100.0,05014
5,15,131,131,100.0,05015
5,16,114,114,100.0,05016
5,17,155,155,100.0,05017
5,18,153,153,100.0,05018
5,19,77,77,100.0,05019
5,21,190,190,100.0,05021
5,22,137,137,100.0,05022
5,23,117,117,100.0,05023
5,24,171,171,100.0,05024
5,25,142,142,100.0,05025
5,26,168,168,100.0,05026
5,27,153,153,100.0,05027
5,28,181,181,100.0,05028
5,29,169,169,100.0,05029
5,30,130,130,100.0,05030
5,31,137,137,100.0,05031
5,32,263,263,100.0,05032
5,33,110,110,100.0,05033
5,34,157,157,100.0,05034
5,35,134,134,100.0,05035
5,36,75,75,100.0,05036
5,37,144,144,100.0,05037
5,38,162,162,100.0,05038
5,39,181,181,100.0,05039
5,40,136,136,100.0,05040
5,41,113,113,100.0,05041
5,42,156,156,100.0,05042
5,43,191,191,100.0,05043
5,44,202,202,100.0,05044
5,45,84,84,100.0,05045
5,46,162,162,100.0,05046
5,47,112,112,100.0,05047
5,48,97,97,100.0,05048
5,49,33,33,100.0,05049
5,51,99,99,100.0,05051
5,52,18,18,100.0,05052
5,53,201,201,100.0,05053
5,54,244,244,100.0,05054
5,55,134,134,100.0,05055
6,39,2,2,100.0,06039
7,3,95,95,100.0,07003
7,8,51,51,100.0,07008
7,9,148,148,100.0,07009
7,10,97,97,100.0,07010
7,11,160,160,100.0,07011
7,14,154,154,100.0,07014
7,15,76,76,100.0,07015
7,16,117,117,100.0,07016
7,17,91,91,100.0,07017
7,18,92,92,100.0,07018
7,20,68,68,100.0,07020
7,22,110,110,100.0,07022
7,23,93,93,100.0,07023
7,28,134,134,100.0,07028
7,32,107,107,100.0,07032
7,35,72,72,100.0,07035
7,39,118,118,100.0,07039
7,40,160,160,100.0,07040
7,44,173,173,100.0,07044
7,45,231,231,100.0,07045
7,46,74,74,100.0,07046
7,48,59,59,100.0,07048
7,54,63,63,100.0,07054
7,56,103,103,100.0,07056
7,63,107,107,100.0,07063
7,64,119,119,100.0,07064
7,65,144,144,100.0,07065
8,70,190,190,100.0,08070
10,1,102,102,100.0,10001
10,4,85,85,100.0,10004
10,7,27,27,100.0,10007
10,18,75,75,100.0,10018
10,25,117,117,100.0,10025
10,37,84,84,100.0,10037
10,43,49,49,100.0,10043
10,45,46,46,100.0,10045
10,47,85,85,100.0,10047
10,48,86,86,100.0,10048
10,49,84,84,100.0,10049
20,2,99,99,100.0,20002
20,5,81,81,100.0,20005
20,9,103,103,100.0,20009
20,14,30,30,100.0,20014
20,16,159,159,100.0,20016
20,18,80,80,100.0,20018
20,22,139,139,100.0,20022
20,24,127,127,100.0,20024
20,26,152,152,100.0,20026
20,29,106,106,100.0,20029
20,32,114,114,100.0,20032
20,34,142,142,100.0,20034
20,36,101,101,100.0,20036
20,38,21,21,100.0,20038
20,47,76,76,100.0,20047
42,1,90,90,100.0,42001
42,2,69,69,100.0,42002
42,5,87,87,100.0,42005
42,6,200,200,100.0,42006
42,7,69,69,100.0,42007
42,9,23,23,100.0,42009
42,11,83,83,100.0,42011
42,13,165,165,100.0,42013
42,23,102,102,100.0,42023
42,24,9,9,100.0,42024
42,25,81,81,100.0,42025
42,29,76,76,100.0,42029
42,31,41,41,100.0,42031
42,35,84,84,100.0,42035
42,37,67,67,100.0,42037
42,38,68,68,100.0,42038
42,40,79,79,100.0,42040
42,41,88,88,100.0,42041
42,42,46,46,100.0,42042
42,43,71,71,100.0,42043
42,44,92,92,100.0,42044
42,47,46,46,100.0,42047
42,48,44,44,100.0,42048
42,50,69,69,100.0,42050
42,51,77,77,100.0,42051
42,52,50,50,100.0,42052
42,53,64,64,100.0,42053
42,54,65,65,100.0,42054
42,61,33,33,100.0,42061
42,62,53,53,100.0,42062
42,63,85,85,100.0,42063
42,64,43,43,100.0,42064
42,65,64,64,100.0,42065
42,66,80,80,100.0,42066
43,35,78,78,100.0,43035
43,40,28,28,100.0,43040
