ward,precinct,total,Alexander Giannoulias,Alexander Giannoulias Percent,Paul L. Mangieri,Paul L. Mangieri Percent,precinct_id
1,1,87,64,73.56,23,26.44,01001
1,2,59,38,64.41,21,35.59,01002
1,3,49,41,83.67,8,16.33,01003
1,4,82,57,69.51,25,30.49,01004
1,5,68,53,77.94,15,22.06,01005
1,6,82,50,60.98,32,39.02,01006
1,7,78,53,67.95,25,32.05,01007
1,8,75,47,62.67,28,37.33,01008
1,9,113,82,72.57,31,27.43,01009
1,10,82,53,64.63,29,35.37,01010
1,11,58,43,74.14,15,25.86,01011
1,12,81,65,80.25,16,19.75,01012
1,13,128,97,75.78,31,24.22,01013
1,14,101,70,69.31,31,30.69,01014
1,15,79,60,75.95,19,24.05,01015
1,16,40,29,72.5,11,27.5,01016
1,17,59,46,77.97,13,22.03,01017
1,18,67,48,71.64,19,28.36,01018
1,19,94,67,71.28,27,28.72,01019
1,20,125,90,72.0,35,28.0,01020
1,21,75,56,74.67,19,25.33,01021
1,22,87,65,74.71,22,25.29,01022
1,23,56,39,69.64,17,30.36,01023
1,24,156,113,72.44,43,27.56,01024
1,25,69,51,73.91,18,26.09,01025
1,26,51,37,72.55,14,27.45,01026
1,27,56,43,76.79,13,23.21,01027
1,28,102,77,75.49,25,24.51,01028
1,29,84,64,76.19,20,23.81,01029
1,30,184,130,70.65,54,29.35,01030
1,31,65,44,67.69,21,32.31,01031
1,32,102,79,77.45,23,22.55,01032
1,33,80,52,65.0,28,35.0,01033
1,34,54,44,81.48,10,18.52,01034
1,35,34,24,70.59,10,29.41,01035
1,36,68,54,79.41,14,20.59,01036
1,37,64,45,70.31,19,29.69,01037
1,38,44,32,72.73,12,27.27,01038
1,39,95,71,74.74,24,25.26,01039
1,40,57,41,71.93,16,28.07,01040
1,41,101,73,72.28,28,27.72,01041
1,42,57,49,85.96,8,14.04,01042
1,43,60,45,75.0,15,25.0,01043
1,44,49,29,59.18,20,40.82,01044
1,45,74,58,78.38,16,21.62,01045
1,46,77,58,75.32,19,24.68,01046
1,47,51,44,86.27,7,13.73,01047
1,48,78,47,60.26,31,39.74,01048
1,49,32,28,87.5,4,12.5,01049
1,50,59,44,74.58,15,25.42,01050
2,1,131,99,75.57,32,24.43,02001
2,2,3,1,33.33,2,66.67,02002
2,3,99,74,74.75,25,25.25,02003
2,4,97,71,73.2,26,26.8,02004
2,5,78,57,73.08,21,26.92,02005
2,6,76,57,75.0,19,25.0,02006
2,7,192,134,69.79,58,30.21,02007
2,8,158,122,77.22,36,22.78,02008
2,9,101,77,76.24,24,23.76,02009
2,10,28,19,67.86,9,32.14,02010
2,11,79,54,68.35,25,31.65,02011
2,12,100,72,72.0,28,28.0,02012
2,13,121,89,73.55,32,26.45,02013
2,14,224,178,79.46,46,20.54,02014
2,15,18,12,66.67,6,33.33,02015
2,16,94,70,74.47,24,25.53,02016
2,17,102,79,77.45,23,22.55,02017
2,18,140,99,70.71,41,29.29,02018
2,19,5,4,80.0,1,20.0,02019
2,20,203,156,76.85,47,23.15,02020
2,21,190,135,71.05,55,28.95,02021
2,22,256,199,77.73,57,22.27,02022
2,23,97,66,68.04,31,31.96,02023
2,24,67,46,68.66,21,31.34,02024
2,25,73,53,72.6,20,27.4,02025
2,26,183,144,78.69,39,21.31,02026
2,27,108,68,62.96,40,37.04,02027
2,28,45,38,84.44,7,15.56,02028
2,29,53,38,71.7,15,28.3,02029
2,30,65,44,67.69,21,32.31,02030
2,31,179,128,71.51,51,28.49,02031
2,32,51,34,66.67,17,33.33,02032
2,33,74,58,78.38,16,21.62,02033
2,34,161,113,70.19,48,29.81,02034
2,35,34,26,76.47,8,23.53,02035
2,36,73,48,65.75,25,34.25,02036
2,37,159,130,81.76,29,18.24,02037
2,38,173,131,75.72,42,24.28,02038
2,39,111,82,73.87,29,26.13,02039
2,40,167,133,79.64,34,20.36,02040
2,41,65,47,72.31,18,27.69,02041
2,42,23,17,73.91,6,26.09,02042
2,43,223,156,69.96,67,30.04,02043
2,44,137,88,64.23,49,35.77,02044
2,45,106,81,76.42,25,23.58,02045
2,46,239,191,79.92,48,20.08,02046
2,47,117,82,70.09,35,29.91,02047
2,48,92,57,61.96,35,38.04,02048
2,49,114,86,75.44,28,24.56,02049
2,50,74,51,68.92,23,31.08,02050
2,51,61,40,65.57,21,34.43,02051
2,52,150,116,77.33,34,22.67,02052
2,53,44,28,63.64,16,36.36,02053
2,54,128,91,71.09,37,28.91,02054
2,55,34,29,85.29,5,14.71,02055
2,56,140,98,70.0,42,30.0,02056
2,57,123,79,64.23,44,35.77,02057
2,58,55,33,60.0,22,40.0,02058
2,59,176,123,69.89,53,30.11,02059
2,60,153,109,71.24,44,28.76,02060
2,61,88,61,69.32,27,30.68,02061
3,1,149,124,83.22,25,16.78,03001
3,2,213,170,79.81,43,20.19,03002
3,3,106,77,72.64,29,27.36,03003
3,4,93,84,90.32,9,9.68,03004
3,5,149,103,69.13,46,30.87,03005
3,6,57,46,80.7,11,19.3,03006
3,7,173,119,68.79,54,31.21,03007
3,8,52,36,69.23,16,30.77,03008
3,9,111,86,77.48,25,22.52,03009
3,10,59,46,77.97,13,22.03,03010
3,11,136,107,78.68,29,21.32,03011
3,12,121,88,72.73,33,27.27,03012
3,13,100,64,64.0,36,36.0,03013
3,14,98,69,70.41,29,29.59,03014
3,15,134,107,79.85,27,20.15,03015
3,16,121,92,76.03,29,23.97,03016
3,17,90,61,67.78,29,32.22,03017
3,18,90,70,77.78,20,22.22,03018
3,19,6,5,83.33,1,16.67,03019
3,20,100,72,72.0,28,28.0,03020
3,21,55,47,85.45,8,14.55,03021
3,22,79,61,77.22,18,22.78,03022
3,23,28,22,78.57,6,21.43,03023
3,24,110,85,77.27,25,22.73,03024
3,25,99,63,63.64,36,36.36,03025
3,26,121,98,80.99,23,19.01,03026
3,27,134,95,70.9,39,29.1,03027
3,28,49,34,69.39,15,30.61,03028
3,29,100,76,76.0,24,24.0,03029
3,30,115,90,78.26,25,21.74,03030
3,31,180,131,72.78,49,27.22,03031
3,32,89,67,75.28,22,24.72,03032
3,33,163,124,76.07,39,23.93,03033
3,34,96,79,82.29,17,17.71,03034
3,35,107,90,84.11,17,15.89,03035
3,36,55,45,81.82,10,18.18,03036
3,37,49,32,65.31,17,34.69,03037
3,38,183,138,75.41,45,24.59,03038
3,39,224,160,71.43,64,28.57,03039
3,40,99,80,80.81,19,19.19,03040
3,41,130,95,73.08,35,26.92,03041
3,42,99,80,80.81,19,19.19,03042
3,43,51,29,56.86,22,43.14,03043
3,44,46,34,73.91,12,26.09,03044
3,45,94,70,74.47,24,25.53,03045
3,46,71,48,67.61,23,32.39,03046
3,47,91,68,74.73,23,25.27,03047
3,48,88,54,61.36,34,38.64,03048
3,49,35,25,71.43,10,28.57,03049
3,50,93,61,65.59,32,34.41,03050
3,51,50,35,70.0,15,30.0,03051
3,52,55,39,70.91,16,29.09,03052
3,53,133,91,68.42,42,31.58,03053
3,54,159,117,73.58,42,26.42,03054
4,1,144,117,81.25,27,18.75,04001
4,2,247,213,86.23,34,13.77,04002
4,3,233,189,81.12,44,18.88,04003
4,4,214,171,79.91,43,20.09,04004
4,5,193,153,79.27,40,20.73,04005
4,6,79,69,87.34,10,12.66,04006
4,7,187,150,80.21,37,19.79,04007
4,8,204,163,79.9,41,20.1,04008
4,9,384,338,88.02,46,11.98,04009
4,10,190,149,78.42,41,21.58,04010
4,11,173,135,78.03,38,21.97,04011
4,12,103,79,76.7,24,23.3,04012
4,13,143,113,79.02,30,20.98,04013
4,14,129,98,75.97,31,24.03,04014
4,15,123,103,83.74,20,16.26,04015
4,16,210,162,77.14,48,22.86,04016
4,17,179,149,83.24,30,16.76,04017
4,18,202,150,74.26,52,25.74,04018
4,19,197,149,75.63,48,24.37,04019
4,20,72,48,66.67,24,33.33,04020
4,21,214,185,86.45,29,13.55,04021
4,22,251,217,86.45,34,13.55,04022
4,23,140,110,78.57,30,21.43,04023
4,24,208,171,82.21,37,17.79,04024
4,25,221,184,83.26,37,16.74,04025
4,26,181,143,79.01,38,20.99,04026
4,27,181,146,80.66,35,19.34,04027
4,28,116,95,81.9,21,18.1,04028
4,29,157,127,80.89,30,19.11,04029
4,30,26,17,65.38,9,34.62,04030
4,31,102,83,81.37,19,18.63,04031
4,32,184,144,78.26,40,21.74,04032
4,33,98,84,85.71,14,14.29,04033
4,34,140,112,80.0,28,20.0,04034
4,35,107,81,75.7,26,24.3,04035
4,36,91,82,90.11,9,9.89,04036
4,37,56,39,69.64,17,30.36,04037
4,38,268,232,86.57,36,13.43,04038
4,39,107,95,88.79,12,11.21,04039
4,40,151,120,79.47,31,20.53,04040
4,41,83,61,73.49,22,26.51,04041
4,42,220,175,79.55,45,20.45,04042
4,43,123,109,88.62,14,11.38,04043
4,44,118,94,79.66,24,20.34,04044
4,45,366,314,85.79,52,14.21,04045
4,46,140,113,80.71,27,19.29,04046
4,47,227,197,86.78,30,13.22,04047
4,48,249,211,84.74,38,15.26,04048
4,49,150,111,74.0,39,26.0,04049
4,50,153,134,87.58,19,12.42,04050
4,51,236,203,86.02,33,13.98,04051
4,52,227,180,79.3,47,20.7,04052
4,53,168,139,82.74,29,17.26,04053
4,54,97,89,91.75,8,8.25,04054
4,55,111,99,89.19,12,10.81,04055
5,1,185,136,73.51,49,26.49,05001
5,2,144,104,72.22,40,27.78,05002
5,3,90,81,90.0,9,10.0,05003
5,4,135,103,76.3,32,23.7,05004
5,5,152,107,70.39,45,29.61,05005
5,6,203,154,75.86,49,24.14,05006
5,7,182,142,78.02,40,21.98,05007
5,8,216,163,75.46,53,24.54,05008
5,9,171,138,80.7,33,19.3,05009
5,10,152,124,81.58,28,18.42,05010
5,11,175,134,76.57,41,23.43,05011
5,12,118,94,79.66,24,20.34,05012
5,13,150,114,76.0,36,24.0,05013
5,14,225,174,77.33,51,22.67,05014
5,15,140,110,78.57,30,21.43,05015
5,16,142,108,76.06,34,23.94,05016
5,17,205,157,76.59,48,23.41,05017
5,18,175,145,82.86,30,17.14,05018
5,19,88,64,72.73,24,27.27,05019
5,20,82,66,80.49,16,19.51,05020
5,21,215,181,84.19,34,15.81,05021
5,22,173,132,76.3,41,23.7,05022
5,23,123,93,75.61,30,24.39,05023
5,24,181,140,77.35,41,22.65,05024
5,25,177,136,76.84,41,23.16,05025
5,26,194,146,75.26,48,24.74,05026
5,27,173,138,79.77,35,20.23,05027
5,28,193,162,83.94,31,16.06,05028
5,29,178,144,80.9,34,19.1,05029
5,30,157,119,75.8,38,24.2,05030
5,31,145,113,77.93,32,22.07,05031
5,32,290,228,78.62,62,21.38,05032
5,33,142,82,57.75,60,42.25,05033
5,34,181,146,80.66,35,19.34,05034
5,35,137,115,83.94,22,16.06,05035
5,36,88,62,70.45,26,29.55,05036
5,37,152,117,76.97,35,23.03,05037
5,38,189,142,75.13,47,24.87,05038
5,39,198,145,73.23,53,26.77,05039
5,40,155,126,81.29,29,18.71,05040
5,41,127,102,80.31,25,19.69,05041
5,42,192,134,69.79,58,30.21,05042
5,43,205,169,82.44,36,17.56,05043
5,44,229,175,76.42,54,23.58,05044
5,45,98,76,77.55,22,22.45,05045
5,46,185,138,74.59,47,25.41,05046
5,47,123,103,83.74,20,16.26,05047
5,48,96,79,82.29,17,17.71,05048
5,49,38,29,76.32,9,23.68,05049
5,50,131,102,77.86,29,22.14,05050
5,51,121,91,75.21,30,24.79,05051
5,52,22,17,77.27,5,22.73,05052
5,53,222,187,84.23,35,15.77,05053
5,54,269,210,78.07,59,21.93,05054
5,55,149,114,76.51,35,23.49,05055
6,1,271,192,70.85,79,29.15,06001
6,2,232,177,76.29,55,23.71,06002
6,3,225,157,69.78,68,30.22,06003
6,4,119,82,68.91,37,31.09,06004
6,5,98,69,70.41,29,29.59,06005
6,6,171,132,77.19,39,22.81,06006
6,7,209,154,73.68,55,26.32,06007
6,8,233,169,72.53,64,27.47,06008
6,9,183,142,77.6,41,22.4,06009
6,10,261,194,74.33,67,25.67,06010
6,11,204,158,77.45,46,22.55,06011
6,12,143,98,68.53,45,31.47,06012
6,13,167,130,77.84,37,22.16,06013
6,14,184,140,76.09,44,23.91,06014
6,15,121,85,70.25,36,29.75,06015
6,16,223,152,68.16,71,31.84,06016
6,17,245,188,76.73,57,23.27,06017
6,18,75,46,61.33,29,38.67,06018
6,19,209,165,78.95,44,21.05,06019
6,20,199,131,65.83,68,34.17,06020
6,21,197,147,74.62,50,25.38,06021
6,22,180,133,73.89,47,26.11,06022
6,23,161,116,72.05,45,27.95,06023
6,24,238,176,73.95,62,26.05,06024
6,25,152,100,65.79,52,34.21,06025
6,26,215,144,66.98,71,33.02,06026
6,27,254,166,65.35,88,34.65,06027
6,28,368,296,80.43,72,19.57,06028
6,29,253,185,73.12,68,26.88,06029
6,30,148,109,73.65,39,26.35,06030
6,31,237,166,70.04,71,29.96,06031
6,32,190,141,74.21,49,25.79,06032
6,33,245,176,71.84,69,28.16,06033
6,34,167,129,77.25,38,22.75,06034
6,35,195,140,71.79,55,28.21,06035
6,36,99,75,75.76,24,24.24,06036
6,37,244,177,72.54,67,27.46,06037
6,38,205,166,80.98,39,19.02,06038
6,39,160,119,74.38,41,25.63,06039
6,40,110,73,66.36,37,33.64,06040
6,41,215,156,72.56,59,27.44,06041
6,42,90,63,70.0,27,30.0,06042
6,43,203,151,74.38,52,25.62,06043
6,44,196,155,79.08,41,20.92,06044
6,45,142,100,70.42,42,29.58,06045
6,46,183,141,77.05,42,22.95,06046
6,47,219,177,80.82,42,19.18,06047
6,48,179,136,75.98,43,24.02,06048
6,49,202,139,68.81,63,31.19,06049
6,50,225,177,78.67,48,21.33,06050
6,51,139,109,78.42,30,21.58,06051
6,52,133,92,69.17,41,30.83,06052
6,53,176,127,72.16,49,27.84,06053
6,54,182,138,75.82,44,24.18,06054
6,55,157,118,75.16,39,24.84,06055
6,56,127,100,78.74,27,21.26,06056
6,57,109,79,72.48,30,27.52,06057
6,58,225,157,69.78,68,30.22,06058
6,59,189,141,74.6,48,25.4,06059
6,60,134,100,74.63,34,25.37,06060
6,61,121,90,74.38,31,25.62,06061
6,62,170,116,68.24,54,31.76,06062
6,63,171,127,74.27,44,25.73,06063
6,64,233,182,78.11,51,21.89,06064
7,1,227,169,74.45,58,25.55,07001
7,2,226,168,74.34,58,25.66,07002
7,3,107,90,84.11,17,15.89,07003
7,4,135,81,60.0,54,40.0,07004
7,5,126,78,61.9,48,38.1,07005
7,6,139,87,62.59,52,37.41,07006
7,7,91,57,62.64,34,37.36,07007
7,8,59,30,50.85,29,49.15,07008
7,9,164,118,71.95,46,28.05,07009
7,10,104,67,64.42,37,35.58,07010
7,11,175,134,76.57,41,23.43,07011
7,12,120,72,60.0,48,40.0,07012
7,13,111,84,75.68,27,24.32,07013
7,14,177,136,76.84,41,23.16,07014
7,15,86,65,75.58,21,24.42,07015
7,16,132,88,66.67,44,33.33,07016
7,17,107,85,79.44,22,20.56,07017
7,18,105,71,67.62,34,32.38,07018
7,19,241,174,72.2,67,27.8,07019
7,20,84,50,59.52,34,40.48,07020
7,21,162,92,56.79,70,43.21,07021
7,22,120,76,63.33,44,36.67,07022
7,23,102,68,66.67,34,33.33,07023
7,24,161,102,63.35,59,36.65,07024
7,25,195,126,64.62,69,35.38,07025
7,26,208,149,71.63,59,28.37,07026
7,27,243,191,78.6,52,21.4,07027
7,28,158,116,73.42,42,26.58,07028
7,29,113,93,82.3,20,17.7,07029
7,30,200,163,81.5,37,18.5,07030
7,31,191,140,73.3,51,26.7,07031
7,32,137,90,65.69,47,34.31,07032
7,33,150,116,77.33,34,22.67,07033
7,34,141,103,73.05,38,26.95,07034
7,35,81,62,76.54,19,23.46,07035
7,36,214,145,67.76,69,32.24,07036
7,37,69,52,75.36,17,24.64,07037
7,38,127,86,67.72,41,32.28,07038
7,39,126,91,72.22,35,27.78,07039
7,40,174,126,72.41,48,27.59,07040
7,41,136,100,73.53,36,26.47,07041
7,42,238,172,72.27,66,27.73,07042
7,43,169,121,71.6,48,28.4,07043
7,44,197,137,69.54,60,30.46,07044
7,45,267,185,69.29,82,30.71,07045
7,46,101,79,78.22,22,21.78,07046
7,47,137,96,70.07,41,29.93,07047
7,48,67,54,80.6,13,19.4,07048
7,49,102,69,67.65,33,32.35,07049
7,50,111,82,73.87,29,26.13,07050
7,51,164,127,77.44,37,22.56,07051
7,52,123,80,65.04,43,34.96,07052
7,53,141,94,66.67,47,33.33,07053
7,54,70,44,62.86,26,37.14,07054
7,55,151,102,67.55,49,32.45,07055
7,56,116,92,79.31,24,20.69,07056
7,57,145,102,70.34,43,29.66,07057
7,58,224,141,62.95,83,37.05,07058
7,59,78,56,71.79,22,28.21,07059
7,60,116,84,72.41,32,27.59,07060
7,61,159,100,62.89,59,37.11,07061
7,62,160,116,72.5,44,27.5,07062
7,63,124,83,66.94,41,33.06,07063
7,64,133,109,81.95,24,18.05,07064
7,65,156,119,76.28,37,23.72,07065
8,1,220,167,75.91,53,24.09,08001
8,2,105,79,75.24,26,24.76,08002
8,3,270,185,68.52,85,31.48,08003
8,4,201,146,72.64,55,27.36,08004
8,5,261,204,78.16,57,21.84,08005
8,6,217,151,69.59,66,30.41,08006
8,7,144,98,68.06,46,31.94,08007
8,8,255,193,75.69,62,24.31,08008
8,9,281,209,74.38,72,25.62,08009
8,10,289,215,74.39,74,25.61,08010
8,11,171,124,72.51,47,27.49,08011
8,12,163,118,72.39,45,27.61,08012
8,13,157,107,68.15,50,31.85,08013
8,14,127,68,53.54,59,46.46,08014
8,15,153,121,79.08,32,20.92,08015
8,16,234,171,73.08,63,26.92,08016
8,17,170,115,67.65,55,32.35,08017
8,18,116,69,59.48,47,40.52,08018
8,19,259,175,67.57,84,32.43,08019
8,20,151,103,68.21,48,31.79,08020
8,21,162,103,63.58,59,36.42,08021
8,22,164,114,69.51,50,30.49,08022
8,23,177,128,72.32,49,27.68,08023
8,24,218,152,69.72,66,30.28,08024
8,25,194,136,70.1,58,29.9,08025
8,26,124,90,72.58,34,27.42,08026
8,27,224,159,70.98,65,29.02,08027
8,28,191,131,68.59,60,31.41,08028
8,29,221,115,52.04,106,47.96,08029
8,30,162,117,72.22,45,27.78,08030
8,31,135,76,56.3,59,43.7,08031
8,32,298,224,75.17,74,24.83,08032
8,33,178,113,63.48,65,36.52,08033
8,34,255,165,64.71,90,35.29,08034
8,35,236,184,77.97,52,22.03,08035
8,36,182,124,68.13,58,31.87,08036
8,37,206,152,73.79,54,26.21,08037
8,38,173,94,54.34,79,45.66,08038
8,39,225,178,79.11,47,20.89,08039
8,40,200,122,61.0,78,39.0,08040
8,41,158,120,75.95,38,24.05,08041
8,42,199,134,67.34,65,32.66,08042
8,43,141,81,57.45,60,42.55,08043
8,44,153,108,70.59,45,29.41,08044
8,45,153,109,71.24,44,28.76,08045
8,46,163,107,65.64,56,34.36,08046
8,47,196,116,59.18,80,40.82,08047
8,48,174,122,70.11,52,29.89,08048
8,49,249,152,61.04,97,38.96,08049
8,50,207,136,65.7,71,34.3,08050
8,51,244,169,69.26,75,30.74,08051
8,52,235,159,67.66,76,32.34,08052
8,53,255,175,68.63,80,31.37,08053
8,54,215,137,63.72,78,36.28,08054
8,55,153,111,72.55,42,27.45,08055
8,56,211,133,63.03,78,36.97,08056
8,57,118,95,80.51,23,19.49,08057
8,58,223,163,73.09,60,26.91,08058
8,59,110,76,69.09,34,30.91,08059
8,60,158,120,75.95,38,24.05,08060
8,61,164,124,75.61,40,24.39,08061
8,62,191,141,73.82,50,26.18,08062
8,63,237,148,62.45,89,37.55,08063
8,64,161,101,62.73,60,37.27,08064
8,65,130,91,70.0,39,30.0,08065
8,66,259,178,68.73,81,31.27,08066
8,67,97,56,57.73,41,42.27,08067
8,68,109,61,55.96,48,44.04,08068
8,69,118,80,67.8,38,32.2,08069
8,70,223,158,70.85,65,29.15,08070
9,1,240,170,70.83,70,29.17,09001
9,2,204,134,65.69,70,34.31,09002
9,3,91,61,67.03,30,32.97,09003
9,4,221,156,70.59,65,29.41,09004
9,5,164,103,62.8,61,37.2,09005
9,6,193,148,76.68,45,23.32,09006
9,7,193,150,77.72,43,22.28,09007
9,8,198,143,72.22,55,27.78,09008
9,9,210,162,77.14,48,22.86,09009
9,10,181,125,69.06,56,30.94,09010
9,11,123,96,78.05,27,21.95,09011
9,12,190,137,72.11,53,27.89,09012
9,13,255,199,78.04,56,21.96,09013
9,14,231,179,77.49,52,22.51,09014
9,15,161,122,75.78,39,24.22,09015
9,16,116,85,73.28,31,26.72,09016
9,17,183,136,74.32,47,25.68,09017
9,18,209,172,82.3,37,17.7,09018
9,19,216,174,80.56,42,19.44,09019
9,20,221,143,64.71,78,35.29,09020
9,21,184,138,75.0,46,25.0,09021
9,22,242,175,72.31,67,27.69,09022
9,23,141,101,71.63,40,28.37,09023
9,24,90,62,68.89,28,31.11,09024
9,25,111,77,69.37,34,30.63,09025
9,26,105,81,77.14,24,22.86,09026
9,27,155,114,73.55,41,26.45,09027
9,28,105,63,60.0,42,40.0,09028
9,29,160,104,65.0,56,35.0,09029
9,30,157,110,70.06,47,29.94,09030
9,31,149,103,69.13,46,30.87,09031
9,32,184,134,72.83,50,27.17,09032
9,33,143,102,71.33,41,28.67,09033
9,34,159,123,77.36,36,22.64,09034
9,35,246,172,69.92,74,30.08,09035
9,36,197,137,69.54,60,30.46,09036
9,37,217,157,72.35,60,27.65,09037
9,38,122,90,73.77,32,26.23,09038
9,39,201,143,71.14,58,28.86,09039
9,40,219,157,71.69,62,28.31,09040
9,41,222,161,72.52,61,27.48,09041
9,42,91,58,63.74,33,36.26,09042
9,43,103,77,74.76,26,25.24,09043
9,44,116,90,77.59,26,22.41,09044
9,45,201,143,71.14,58,28.86,09045
9,46,145,100,68.97,45,31.03,09046
9,47,217,144,66.36,73,33.64,09047
9,48,226,170,75.22,56,24.78,09048
9,49,120,85,70.83,35,29.17,09049
9,50,179,135,75.42,44,24.58,09050
9,51,115,76,66.09,39,33.91,09051
9,52,215,166,77.21,49,22.79,09052
10,1,127,84,66.14,43,33.86,10001
10,2,95,65,68.42,30,31.58,10002
10,3,150,87,58.0,63,42.0,10003
10,4,91,62,68.13,29,31.87,10004
10,5,121,78,64.46,43,35.54,10005
10,6,143,102,71.33,41,28.67,10006
10,7,35,25,71.43,10,28.57,10007
10,8,117,68,58.12,49,41.88,10008
10,9,124,72,58.06,52,41.94,10009
10,10,114,73,64.04,41,35.96,10010
10,11,115,71,61.74,44,38.26,10011
10,12,93,66,70.97,27,29.03,10012
10,13,120,64,53.33,56,46.67,10013
10,14,135,93,68.89,42,31.11,10014
10,15,55,38,69.09,17,30.91,10015
10,16,137,78,56.93,59,43.07,10016
10,17,86,56,65.12,30,34.88,10017
10,18,88,62,70.45,26,29.55,10018
10,19,143,99,69.23,44,30.77,10019
10,20,83,51,61.45,32,38.55,10020
10,21,102,64,62.75,38,37.25,10021
10,22,26,14,53.85,12,46.15,10022
10,23,100,48,48.0,52,52.0,10023
10,24,111,78,70.27,33,29.73,10024
10,25,143,97,67.83,46,32.17,10025
10,26,90,63,70.0,27,30.0,10026
10,27,154,98,63.64,56,36.36,10027
10,28,105,74,70.48,31,29.52,10028
10,29,138,94,68.12,44,31.88,10029
10,30,124,83,66.94,41,33.06,10030
10,31,104,65,62.5,39,37.5,10031
10,32,102,59,57.84,43,42.16,10032
10,33,102,70,68.63,32,31.37,10033
10,34,107,65,60.75,42,39.25,10034
10,35,122,79,64.75,43,35.25,10035
10,36,152,104,68.42,48,31.58,10036
10,37,100,66,66.0,34,34.0,10037
10,38,117,81,69.23,36,30.77,10038
10,39,103,66,64.08,37,35.92,10039
10,40,95,49,51.58,46,48.42,10040
10,41,134,77,57.46,57,42.54,10041
10,42,104,66,63.46,38,36.54,10042
10,43,54,37,68.52,17,31.48,10043
10,44,104,61,58.65,43,41.35,10044
10,45,61,41,67.21,20,32.79,10045
10,46,111,81,72.97,30,27.03,10046
10,47,114,67,58.77,47,41.23,10047
10,48,102,67,65.69,35,34.31,10048
10,49,97,60,61.86,37,38.14,10049
11,1,182,90,49.45,92,50.55,11001
11,2,124,71,57.26,53,42.74,11002
11,3,127,56,44.09,71,55.91,11003
11,4,173,86,49.71,87,50.29,11004
11,5,84,50,59.52,34,40.48,11005
11,6,188,112,59.57,76,40.43,11006
11,7,160,76,47.5,84,52.5,11007
11,8,170,81,47.65,89,52.35,11008
11,9,119,50,42.02,69,57.98,11009
11,10,87,43,49.43,44,50.57,11010
11,11,179,90,50.28,89,49.72,11011
11,12,218,57,26.15,161,73.85,11012
11,13,166,64,38.55,102,61.45,11013
11,14,138,37,26.81,101,73.19,11014
11,15,149,57,38.26,92,61.74,11015
11,16,173,88,50.87,85,49.13,11016
11,17,191,133,69.63,58,30.37,11017
11,18,116,65,56.03,51,43.97,11018
11,19,107,55,51.4,52,48.6,11019
11,20,161,46,28.57,115,71.43,11020
11,21,229,88,38.43,141,61.57,11021
11,22,139,57,41.01,82,58.99,11022
11,23,140,53,37.86,87,62.14,11023
11,24,382,108,28.27,274,71.73,11024
11,25,132,66,50.0,66,50.0,11025
11,26,224,111,49.55,113,50.45,11026
11,27,154,52,33.77,102,66.23,11027
11,28,145,76,52.41,69,47.59,11028
11,29,207,92,44.44,115,55.56,11029
11,30,135,65,48.15,70,51.85,11030
11,31,158,46,29.11,112,70.89,11031
11,32,163,52,31.9,111,68.1,11032
11,33,138,48,34.78,90,65.22,11033
11,34,101,44,43.56,57,56.44,11034
11,35,283,84,29.68,199,70.32,11035
11,36,55,16,29.09,39,70.91,11036
11,37,219,69,31.51,150,68.49,11037
11,38,286,93,32.52,193,67.48,11038
11,39,289,115,39.79,174,60.21,11039
11,40,109,37,33.94,72,66.06,11040
11,41,125,52,41.6,73,58.4,11041
11,42,113,46,40.71,67,59.29,11042
11,43,214,93,43.46,121,56.54,11043
11,44,152,78,51.32,74,48.68,11044
11,45,89,46,51.69,43,48.31,11045
11,46,149,28,18.79,121,81.21,11046
11,47,136,76,55.88,60,44.12,11047
11,48,74,35,47.3,39,52.7,11048
11,49,180,57,31.67,123,68.33,11049
11,50,122,59,48.36,63,51.64,11050
12,1,71,44,61.97,27,38.03,12001
12,2,78,46,58.97,32,41.03,12002
12,3,76,47,61.84,29,38.16,12003
12,4,79,44,55.7,35,44.3,12004
12,5,98,50,51.02,48,48.98,12005
12,6,83,61,73.49,22,26.51,12006
12,7,88,50,56.82,38,43.18,12007
12,8,172,104,60.47,68,39.53,12008
12,9,99,56,56.57,43,43.43,12009
12,10,96,59,61.46,37,38.54,12010
12,11,156,80,51.28,76,48.72,12011
12,12,76,41,53.95,35,46.05,12012
12,13,150,93,62.0,57,38.0,12013
12,14,70,48,68.57,22,31.43,12014
12,15,84,38,45.24,46,54.76,12015
12,16,77,49,63.64,28,36.36,12016
12,17,136,85,62.5,51,37.5,12017
12,18,85,55,64.71,30,35.29,12018
12,19,109,63,57.8,46,42.2,12019
12,20,94,42,44.68,52,55.32,12020
12,21,135,78,57.78,57,42.22,12021
12,22,79,50,63.29,29,36.71,12022
12,23,92,51,55.43,41,44.57,12023
12,24,139,83,59.71,56,40.29,12024
13,1,171,45,26.32,126,73.68,13001
13,2,155,49,31.61,106,68.39,13002
13,3,205,93,45.37,112,54.63,13003
13,4,282,89,31.56,193,68.44,13004
13,5,199,57,28.64,142,71.36,13005
13,6,193,67,34.72,126,65.28,13006
13,7,203,46,22.66,157,77.34,13007
13,8,237,44,18.57,193,81.43,13008
13,9,212,65,30.66,147,69.34,13009
13,10,199,64,32.16,135,67.84,13010
13,11,222,63,28.38,159,71.62,13011
13,12,191,76,39.79,115,60.21,13012
13,13,213,55,25.82,158,74.18,13013
13,14,144,50,34.72,94,65.28,13014
