ward,precinct,total,Thomas W. Murphy,Thomas W. Murphy Percent,precinct_id
19,62,211,211,100.0,19062
19,63,144,144,100.0,19063
19,64,249,249,100.0,19064
19,65,172,172,100.0,19065
19,66,249,249,100.0,19066
19,67,43,43,100.0,19067
21,20,18,18,100.0,21020
23,1,156,156,100.0,23001
23,2,185,185,100.0,23002
23,3,143,143,100.0,23003
23,4,159,159,100.0,23004
23,5,137,137,100.0,23005
23,6,144,144,100.0,23006
23,7,52,52,100.0,23007
23,8,161,161,100.0,23008
23,9,156,156,100.0,23009
23,10,152,152,100.0,23010
23,11,191,191,100.0,23011
23,12,168,168,100.0,23012
23,13,198,198,100.0,23013
23,14,54,54,100.0,23014
23,15,144,144,100.0,23015
23,16,160,160,100.0,23016
23,17,202,202,100.0,23017
23,18,125,125,100.0,23018
23,19,140,140,100.0,23019
23,20,156,156,100.0,23020
23,21,129,129,100.0,23021
23,22,155,155,100.0,23022
23,23,126,126,100.0,23023
23,24,88,88,100.0,23024
23,25,103,103,100.0,23025
23,26,140,140,100.0,23026
23,27,106,106,100.0,23027
23,28,151,151,100.0,23028
23,29,120,120,100.0,23029
23,30,162,162,100.0,23030
23,32,189,189,100.0,23032
23,33,163,163,100.0,23033
23,34,106,106,100.0,23034
23,35,127,127,100.0,23035
23,36,220,220,100.0,23036
23,37,107,107,100.0,23037
23,38,119,119,100.0,23038
23,39,121,121,100.0,23039
23,40,151,151,100.0,23040
23,41,124,124,100.0,23041
23,42,150,150,100.0,23042
23,43,161,161,100.0,23043
23,44,160,160,100.0,23044
23,45,168,168,100.0,23045
23,46,199,199,100.0,23046
23,47,182,182,100.0,23047
23,48,114,114,100.0,23048
23,49,192,192,100.0,23049
23,50,102,102,100.0,23050
23,51,165,165,100.0,23051
23,52,191,191,100.0,23052
23,53,104,104,100.0,23053
23,54,171,171,100.0,23054
23,55,159,159,100.0,23055
23,56,115,115,100.0,23056
34,19,38,38,100.0,34019
34,33,65,65,100.0,34033
