ward,precinct,total,Nancy Carlson,Nancy Carlson Percent,precinct_id
18,33,235,4,1.7,18033
18,34,376,21,5.59,18034
18,35,355,11,3.1,18035
18,36,231,11,4.76,18036
18,37,223,12,5.38,18037
18,38,335,5,1.49,18038
18,39,259,10,3.86,18039
18,40,356,13,3.65,18040
18,41,294,44,14.97,18041
18,42,192,22,11.46,18042
18,43,209,21,10.05,18043
18,44,171,11,6.43,18044
18,45,308,5,1.62,18045
18,46,288,2,0.69,18046
18,47,247,12,4.86,18047
18,48,169,23,13.61,18048
18,49,207,5,2.42,18049
18,50,270,7,2.59,18050
18,51,380,6,1.58,18051
18,52,318,4,1.26,18052
18,53,207,2,0.97,18053
18,54,313,6,1.92,18054
18,55,281,50,17.79,18055
18,56,232,23,9.91,18056
18,57,213,9,4.23,18057
18,58,274,3,1.09,18058
18,59,198,4,2.02,18059
18,60,325,7,2.15,18060
18,61,258,4,1.55,18061
18,62,223,15,6.73,18062
19,1,369,68,18.43,19001
19,2,327,30,9.17,19002
19,3,313,69,22.04,19003
19,4,326,67,20.55,19004
19,5,370,43,11.62,19005
19,6,311,63,20.26,19006
19,7,334,39,11.68,19007
19,8,284,73,25.7,19008
19,9,275,68,24.73,19009
19,10,475,71,14.95,19010
19,11,375,101,26.93,19011
19,12,367,87,23.71,19012
19,13,276,8,2.9,19013
19,14,217,59,27.19,19014
19,15,271,54,19.93,19015
19,16,415,69,16.63,19016
19,17,364,51,14.01,19017
19,18,422,68,16.11,19018
19,19,369,54,14.63,19019
19,20,326,31,9.51,19020
19,21,273,49,17.95,19021
19,22,414,76,18.36,19022
19,23,411,94,22.87,19023
19,24,285,78,27.37,19024
19,25,419,84,20.05,19025
19,26,402,78,19.4,19026
19,27,246,30,12.2,19027
19,28,377,16,4.24,19028
19,29,281,58,20.64,19029
19,30,346,85,24.57,19030
19,31,345,64,18.55,19031
19,32,418,53,12.68,19032
19,33,378,83,21.96,19033
19,34,372,56,15.05,19034
19,35,324,45,13.89,19035
19,36,361,33,9.14,19036
19,37,384,44,11.46,19037
19,38,391,29,7.42,19038
19,39,182,7,3.85,19039
19,40,354,52,14.69,19040
19,41,313,84,26.84,19041
19,42,293,32,10.92,19042
19,43,402,18,4.48,19043
19,44,292,72,24.66,19044
19,45,371,77,20.75,19045
19,46,449,76,16.93,19046
19,47,262,19,7.25,19047
19,48,274,4,1.46,19048
19,49,400,34,8.5,19049
19,50,332,4,1.2,19050
19,51,321,73,22.74,19051
19,52,284,69,24.3,19052
19,53,340,66,19.41,19053
19,54,277,63,22.74,19054
19,55,293,46,15.7,19055
19,56,468,72,15.38,19056
19,57,434,62,14.29,19057
19,58,356,84,23.6,19058
19,59,386,97,25.13,19059
19,60,304,12,3.95,19060
19,61,441,64,14.51,19061
19,62,315,44,13.97,19062
19,63,261,21,8.05,19063
19,64,399,35,8.77,19064
19,65,271,31,11.44,19065
19,66,345,8,2.32,19066
19,67,131,18,13.74,19067
20,1,204,0,0.0,20001
20,2,189,5,2.65,20002
20,3,194,2,1.03,20003
20,4,185,16,8.65,20004
20,5,137,1,0.73,20005
20,6,300,5,1.67,20006
20,7,95,4,4.21,20007
20,8,82,6,7.32,20008
20,9,235,2,0.85,20009
20,10,209,5,2.39,20010
20,11,169,5,2.96,20011
20,12,142,1,0.7,20012
20,13,166,8,4.82,20013
20,14,323,10,3.1,20014
20,15,191,22,11.52,20015
20,16,291,3,1.03,20016
20,17,167,3,1.8,20017
20,18,191,1,0.52,20018
20,19,173,3,1.73,20019
20,20,163,6,3.68,20020
20,21,109,10,9.17,20021
20,22,265,8,3.02,20022
20,23,274,4,1.46,20023
20,24,256,5,1.95,20024
20,25,160,1,0.63,20025
20,26,233,12,5.15,20026
20,27,138,0,0.0,20027
20,28,242,0,0.0,20028
20,29,224,5,2.23,20029
20,30,241,5,2.07,20030
20,31,238,9,3.78,20031
20,32,199,2,1.01,20032
20,33,248,9,3.63,20033
20,34,322,16,4.97,20034
20,35,118,4,3.39,20035
20,36,199,6,3.02,20036
20,37,250,3,1.2,20037
20,38,37,0,0.0,20038
20,39,200,6,3.0,20039
20,40,175,1,0.57,20040
20,41,71,3,4.23,20041
20,42,200,2,1.0,20042
20,43,57,1,1.75,20043
20,44,282,2,0.71,20044
20,45,154,5,3.25,20045
20,46,179,7,3.91,20046
20,47,174,4,2.3,20047
20,48,102,1,0.98,20048
20,49,189,6,3.17,20049
20,50,144,1,0.69,20050
21,1,397,7,1.76,21001
21,2,272,6,2.21,21002
21,3,200,1,0.5,21003
21,4,285,3,1.05,21004
21,5,264,6,2.27,21005
21,6,248,6,2.42,21006
21,7,302,3,0.99,21007
21,8,309,3,0.97,21008
21,9,303,5,1.65,21009
21,10,206,5,2.43,21010
21,11,285,1,0.35,21011
21,12,304,10,3.29,21012
21,13,158,4,2.53,21013
21,14,253,1,0.4,21014
21,15,247,2,0.81,21015
21,16,264,6,2.27,21016
21,17,263,3,1.14,21017
21,18,246,3,1.22,21018
21,19,229,5,2.18,21019
21,20,141,1,0.71,21020
21,21,312,6,1.92,21021
21,22,263,1,0.38,21022
21,23,234,2,0.85,21023
21,24,306,1,0.33,21024
21,25,221,2,0.9,21025
21,26,204,0,0.0,21026
21,27,308,4,1.3,21027
21,28,210,3,1.43,21028
21,29,129,1,0.78,21029
21,30,204,4,1.96,21030
21,31,361,6,1.66,21031
21,32,249,6,2.41,21032
21,33,237,3,1.27,21033
21,34,321,3,0.93,21034
21,35,159,3,1.89,21035
21,36,243,8,3.29,21036
21,37,230,3,1.3,21037
21,38,262,2,0.76,21038
21,39,225,3,1.33,21039
21,40,257,3,1.17,21040
21,41,218,4,1.83,21041
21,42,286,3,1.05,21042
21,43,246,6,2.44,21043
21,44,275,5,1.82,21044
21,45,227,4,1.76,21045
21,46,187,0,0.0,21046
21,47,345,5,1.45,21047
21,48,377,4,1.06,21048
21,49,346,5,1.45,21049
21,50,248,5,2.02,21050
21,51,322,5,1.55,21051
21,52,293,8,2.73,21052
21,53,227,6,2.64,21053
21,54,250,2,0.8,21054
21,55,302,8,2.65,21055
21,56,228,3,1.32,21056
21,57,253,6,2.37,21057
21,58,197,5,2.54,21058
21,59,343,5,1.46,21059
21,60,302,6,1.99,21060
21,61,300,6,2.0,21061
21,62,292,6,2.05,21062
21,63,247,5,2.02,21063
21,64,153,3,1.96,21064
21,65,348,7,2.01,21065
21,66,220,1,0.45,21066
21,67,284,2,0.7,21067
21,68,287,8,2.79,21068
21,69,234,3,1.28,21069
21,70,259,4,1.54,21070
21,71,209,4,1.91,21071
21,72,249,4,1.61,21072
21,73,350,5,1.43,21073
21,74,109,0,0.0,21074
22,1,151,9,5.96,22001
22,2,131,9,6.87,22002
22,3,208,15,7.21,22003
22,4,190,12,6.32,22004
22,5,191,17,8.9,22005
22,6,174,8,4.6,22006
22,7,210,2,0.95,22007
22,8,158,15,9.49,22008
22,9,203,17,8.37,22009
22,10,163,11,6.75,22010
22,11,178,9,5.06,22011
22,12,142,12,8.45,22012
22,13,222,11,4.95,22013
22,14,120,11,9.17,22014
22,15,143,12,8.39,22015
22,16,200,19,9.5,22016
22,17,176,17,9.66,22017
22,18,177,14,7.91,22018
22,19,178,2,1.12,22019
22,20,224,22,9.82,22020
22,21,236,3,1.27,22021
22,22,136,15,11.03,22022
22,23,180,16,8.89,22023
22,24,131,8,6.11,22024
22,25,150,7,4.67,22025
22,26,135,11,8.15,22026
22,27,224,18,8.04,22027
22,28,125,8,6.4,22028
22,29,127,11,8.66,22029
23,1,285,58,20.35,23001
23,2,336,42,12.5,23002
23,3,298,71,23.83,23003
23,4,302,53,17.55,23004
23,5,254,27,10.63,23005
23,6,306,54,17.65,23006
23,7,136,1,0.74,23007
23,8,283,48,16.96,23008
23,9,284,40,14.08,23009
23,10,295,22,7.46,23010
23,11,332,58,17.47,23011
23,12,297,58,19.53,23012
23,13,343,69,20.12,23013
23,14,121,4,3.31,23014
23,15,296,61,20.61,23015
23,16,324,62,19.14,23016
23,17,363,73,20.11,23017
23,18,240,46,19.17,23018
23,19,282,58,20.57,23019
23,20,248,35,14.11,23020
23,21,236,5,2.12,23021
23,22,290,46,15.86,23022
23,23,256,53,20.7,23023
23,24,192,25,13.02,23024
23,25,213,33,15.49,23025
23,26,325,81,24.92,23026
23,27,229,34,14.85,23027
23,28,293,46,15.7,23028
23,29,254,29,11.42,23029
23,30,257,45,17.51,23030
23,31,297,41,13.8,23031
23,32,275,32,11.64,23032
23,33,281,35,12.46,23033
23,34,236,43,18.22,23034
23,35,201,1,0.5,23035
23,36,380,77,20.26,23036
23,37,174,3,1.72,23037
23,38,247,41,16.6,23038
23,39,275,49,17.82,23039
23,40,294,69,23.47,23040
23,41,257,50,19.46,23041
23,42,223,34,15.25,23042
23,43,327,62,18.96,23043
23,44,260,40,15.38,23044
23,45,343,59,17.2,23045
23,46,290,48,16.55,23046
23,47,358,73,20.39,23047
23,48,240,43,17.92,23048
23,49,333,66,19.82,23049
23,50,186,36,19.35,23050
23,51,225,30,13.33,23051
23,52,343,52,15.16,23052
23,53,182,15,8.24,23053
23,54,339,64,18.88,23054
23,55,279,52,18.64,23055
23,56,259,69,26.64,23056
24,1,178,1,0.56,24001
24,2,172,2,1.16,24002
24,3,236,7,2.97,24003
24,4,233,3,1.29,24004
24,5,179,1,0.56,24005
24,6,255,6,2.35,24006
24,7,188,4,2.13,24007
24,8,207,5,2.42,24008
24,9,225,5,2.22,24009
24,10,177,1,0.56,24010
24,11,127,1,0.79,24011
24,12,167,2,1.2,24012
24,13,169,5,2.96,24013
24,14,294,6,2.04,24014
24,15,182,4,2.2,24015
24,16,164,0,0.0,24016
24,17,197,5,2.54,24017
24,18,149,1,0.67,24018
24,19,169,3,1.78,24019
24,20,217,4,1.84,24020
24,21,127,2,1.57,24021
24,22,218,4,1.83,24022
24,23,180,3,1.67,24023
24,24,155,2,1.29,24024
24,25,216,3,1.39,24025
24,26,256,5,1.95,24026
24,27,147,7,4.76,24027
24,28,262,8,3.05,24028
24,29,237,3,1.27,24029
24,30,190,0,0.0,24030
24,31,196,3,1.53,24031
24,32,208,5,2.4,24032
24,33,165,4,2.42,24033
24,34,221,11,4.98,24034
24,35,266,7,2.63,24035
24,36,174,4,2.3,24036
24,37,217,5,2.3,24037
24,38,227,6,2.64,24038
24,39,214,2,0.93,24039
24,40,279,8,2.87,24040
24,41,195,8,4.1,24041
24,42,188,1,0.53,24042
24,43,265,8,3.02,24043
24,44,77,2,2.6,24044
24,45,180,1,0.56,24045
24,46,231,2,0.87,24046
24,47,167,5,2.99,24047
24,48,102,1,0.98,24048
24,49,341,4,1.17,24049
24,50,332,7,2.11,24050
24,51,298,7,2.35,24051
24,52,176,1,0.57,24052
24,53,233,9,3.86,24053
24,54,142,2,1.41,24054
24,55,94,5,5.32,24055
24,56,248,3,1.21,24056
24,57,216,17,7.87,24057
24,58,247,5,2.02,24058
24,59,106,1,0.94,24059
25,1,240,32,13.33,25001
25,2,315,23,7.3,25002
25,3,161,9,5.59,25003
25,4,284,41,14.44,25004
25,5,247,40,16.19,25005
25,6,172,9,5.23,25006
25,7,227,23,10.13,25007
25,8,260,15,5.77,25008
25,9,322,32,9.94,25009
25,10,155,8,5.16,25010
25,11,259,30,11.58,25011
25,12,221,14,6.33,25012
25,13,291,21,7.22,25013
25,14,179,32,17.88,25014
25,15,258,23,8.91,25015
25,16,173,21,12.14,25016
25,17,380,38,10.0,25017
25,18,260,28,10.77,25018
25,19,273,23,8.42,25019
25,20,303,25,8.25,25020
25,21,190,47,24.74,25021
25,22,138,12,8.7,25022
25,23,286,19,6.64,25023
25,24,288,17,5.9,25024
25,25,226,42,18.58,25025
25,26,198,36,18.18,25026
25,27,210,29,13.81,25027
25,28,320,67,20.94,25028
25,29,292,49,16.78,25029
25,30,235,17,7.23,25030
25,31,152,17,11.18,25031
26,1,128,20,15.63,26001
26,2,158,17,10.76,26002
26,3,143,10,6.99,26003
26,4,118,8,6.78,26004
26,5,196,20,10.2,26005
26,6,112,5,4.46,26006
26,7,103,14,13.59,26007
26,8,129,13,10.08,26008
26,9,108,9,8.33,26009
26,10,102,3,2.94,26010
26,11,144,19,13.19,26011
26,12,95,6,6.32,26012
26,13,171,21,12.28,26013
26,14,128,13,10.16,26014
26,15,135,10,7.41,26015
26,16,107,6,5.61,26016
26,17,123,27,21.95,26017
26,18,92,9,9.78,26018
26,19,204,22,10.78,26019
26,20,176,16,9.09,26020
26,21,178,18,10.11,26021
26,22,105,9,8.57,26022
26,23,131,15,11.45,26023
26,24,109,17,15.6,26024
26,25,59,3,5.08,26025
26,26,99,10,10.1,26026
26,27,135,10,7.41,26027
26,28,131,3,2.29,26028
26,29,142,8,5.63,26029
26,30,121,10,8.26,26030
26,31,113,12,10.62,26031
26,32,181,35,19.34,26032
26,33,84,23,27.38,26033
26,34,153,11,7.19,26034
26,35,166,26,15.66,26035
26,36,132,11,8.33,26036
26,37,90,15,16.67,26037
26,38,114,8,7.02,26038
26,39,109,4,3.67,26039
26,40,83,7,8.43,26040
26,41,135,17,12.59,26041
26,42,105,9,8.57,26042
26,43,111,9,8.11,26043
26,44,87,7,8.05,26044
26,45,162,11,6.79,26045
26,46,217,38,17.51,26046
26,47,91,9,9.89,26047
26,48,169,18,10.65,26048
26,49,103,7,6.8,26049
26,50,79,7,8.86,26050
26,51,154,17,11.04,26051
26,52,50,4,8.0,26052
26,53,85,4,4.71,26053
26,54,111,12,10.81,26054
26,55,103,12,11.65,26055
26,56,138,9,6.52,26056
26,57,109,10,9.17,26057
26,58,111,11,9.91,26058
26,59,161,13,8.07,26059
26,60,135,20,14.81,26060
26,61,58,5,8.62,26061
26,62,174,20,11.49,26062
26,63,65,5,7.69,26063
27,1,256,54,21.09,27001
27,2,178,4,2.25,27002
27,3,206,5,2.43,27003
27,4,173,8,4.62,27004
27,5,93,23,24.73,27005
27,6,132,3,2.27,27006
27,7,228,66,28.95,27007
27,8,202,2,0.99,27008
27,9,271,15,5.54,27009
27,10,292,8,2.74,27010
27,11,267,38,14.23,27011
27,12,222,55,24.77,27012
27,13,206,18,8.74,27013
27,14,283,9,3.18,27014
27,15,155,5,3.23,27015
27,16,107,30,28.04,27016
27,17,224,48,21.43,27017
27,18,224,39,17.41,27018
27,19,201,9,4.48,27019
27,20,330,7,2.12,27020
27,21,153,2,1.31,27021
27,22,210,4,1.9,27022
27,23,41,0,0.0,27023
27,24,193,2,1.04,27024
27,25,153,1,0.65,27025
27,26,177,4,2.26,27026
27,27,153,7,4.58,27027
27,28,197,40,20.3,27028
27,29,173,4,2.31,27029
27,30,109,5,4.59,27030
27,31,142,1,0.7,27031
27,32,185,11,5.95,27032
27,33,196,13,6.63,27033
27,34,192,5,2.6,27034
27,35,210,33,15.71,27035
27,36,190,10,5.26,27036
27,37,157,12,7.64,27037
27,38,168,15,8.93,27038
27,39,118,1,0.85,27039
27,40,164,4,2.44,27040
27,41,256,46,17.97,27041
27,42,185,43,23.24,27042
27,43,106,0,0.0,27043
27,44,155,3,1.94,27044
27,45,150,8,5.33,27045
27,46,219,6,2.74,27046
27,47,163,0,0.0,27047
27,48,234,5,2.14,27048
27,49,220,5,2.27,27049
27,50,254,62,24.41,27050
27,51,132,3,2.27,27051
27,52,180,0,0.0,27052
27,53,163,24,14.72,27053
27,54,252,53,21.03,27054
27,55,170,4,2.35,27055
27,56,142,8,5.63,27056
27,57,180,27,15.0,27057
27,58,103,20,19.42,27058
27,59,233,21,9.01,27059
28,1,179,3,1.68,28001
28,2,253,3,1.19,28002
28,3,147,2,1.36,28003
28,4,257,5,1.95,28004
28,5,191,12,6.28,28005
28,6,162,5,3.09,28006
28,7,210,5,2.38,28007
28,8,171,3,1.75,28008
28,9,161,1,0.62,28009
28,10,52,1,1.92,28010
28,11,168,1,0.6,28011
28,12,163,3,1.84,28012
28,13,123,1,0.81,28013
28,14,139,2,1.44,28014
28,15,198,6,3.03,28015
28,16,179,2,1.12,28016
28,17,173,6,3.47,28017
28,18,268,7,2.61,28018
28,19,206,3,1.46,28019
28,20,238,7,2.94,28020
28,21,251,2,0.8,28021
28,22,190,6,3.16,28022
28,23,199,0,0.0,28023
28,24,132,6,4.55,28024
28,25,155,2,1.29,28025
28,26,193,4,2.07,28026
28,27,254,3,1.18,28027
28,28,136,1,0.74,28028
28,29,188,14,7.45,28029
28,30,145,2,1.38,28030
28,31,181,2,1.1,28031
28,32,188,8,4.26,28032
28,33,222,5,2.25,28033
28,34,27,1,3.7,28034
28,35,168,2,1.19,28035
28,36,154,3,1.95,28036
28,37,312,4,1.28,28037
28,38,90,9,10.0,28038
28,39,171,4,2.34,28039
28,40,258,3,1.16,28040
28,41,188,2,1.06,28041
28,42,173,2,1.16,28042
28,43,250,8,3.2,28043
28,44,225,4,1.78,28044
28,45,222,1,0.45,28045
28,46,211,3,1.42,28046
28,47,222,16,7.21,28047
28,48,106,6,5.66,28048
28,49,106,4,3.77,28049
28,50,122,4,3.28,28050
28,51,174,5,2.87,28051
28,52,142,4,2.82,28052
28,53,88,8,9.09,28053
28,54,153,4,2.61,28054
28,55,185,2,1.08,28055
28,56,195,5,2.56,28056
28,57,209,3,1.44,28057
28,58,185,4,2.16,28058
28,59,127,3,2.36,28059
28,60,133,2,1.5,28060
28,61,127,4,3.15,28061
29,1,256,1,0.39,29001
29,2,204,31,15.2,29002
29,3,345,3,0.87,29003
29,4,260,4,1.54,29004
29,5,225,5,2.22,29005
29,6,144,15,10.42,29006
29,7,170,16,9.41,29007
29,8,189,1,0.53,29008
29,9,193,33,17.1,29009
29,10,183,2,1.09,29010
29,11,260,3,1.15,29011
29,12,312,9,2.88,29012
29,13,280,4,1.43,29013
29,14,335,5,1.49,29014
29,15,291,6,2.06,29015
29,16,327,5,1.53,29016
29,17,212,3,1.42,29017
29,18,303,4,1.32,29018
29,19,225,3,1.33,29019
29,20,266,10,3.76,29020
29,21,235,5,2.13,29021
29,22,266,34,12.78,29022
29,23,288,6,2.08,29023
29,24,188,23,12.23,29024
29,25,251,3,1.2,29025
29,26,300,6,2.0,29026
29,27,218,1,0.46,29027
29,28,330,5,1.52,29028
29,29,333,9,2.7,29029
29,30,162,22,13.58,29030
29,31,239,3,1.26,29031
29,32,191,33,17.28,29032
29,33,260,4,1.54,29033
29,34,181,16,8.84,29034
29,35,227,4,1.76,29035
29,36,273,2,0.73,29036
29,37,269,2,0.74,29037
29,38,254,4,1.57,29038
29,39,177,16,9.04,29039
29,40,357,3,0.84,29040
29,41,321,4,1.25,29041
29,42,305,7,2.3,29042
29,43,354,8,2.26,29043
29,44,312,4,1.28,29044
29,45,242,8,3.31,29045
29,46,246,3,1.22,29046
29,47,345,14,4.06,29047
29,48,213,2,0.94,29048
29,49,289,4,1.38,29049
29,50,240,2,0.83,29050
29,51,259,7,2.7,29051
29,52,129,18,13.95,29052
30,1,215,35,16.28,30001
30,2,142,18,12.68,30002
30,3,288,44,15.28,30003
30,4,178,30,16.85,30004
30,5,112,21,18.75,30005
30,6,127,20,15.75,30006
30,7,159,20,12.58,30007
30,8,233,52,22.32,30008
30,9,187,25,13.37,30009
30,10,139,12,8.63,30010
30,11,137,13,9.49,30011
30,12,151,20,13.25,30012
30,13,181,32,17.68,30013
30,14,78,12,15.38,30014
30,15,223,48,21.52,30015
30,16,215,39,18.14,30016
30,17,131,22,16.79,30017
30,18,148,29,19.59,30018
30,19,116,9,7.76,30019
30,20,162,12,7.41,30020
30,21,173,16,9.25,30021
30,22,175,23,13.14,30022
30,23,150,19,12.67,30023
30,24,162,14,8.64,30024
30,25,121,31,25.62,30025
30,26,126,11,8.73,30026
30,27,229,16,6.99,30027
30,28,147,27,18.37,30028
30,29,101,10,9.9,30029
30,30,208,36,17.31,30030
30,31,124,9,7.26,30031
30,32,72,9,12.5,30032
30,33,186,23,12.37,30033
30,34,212,37,17.45,30034
30,35,196,28,14.29,30035
30,36,165,27,16.36,30036
30,37,155,39,25.16,30037
30,38,249,34,13.65,30038
30,39,192,21,10.94,30039
30,40,154,17,11.04,30040
30,41,167,20,11.98,30041
31,1,89,10,11.24,31001
31,2,116,14,12.07,31002
31,3,158,26,16.46,31003
31,4,145,16,11.03,31004
31,5,170,31,18.24,31005
31,6,172,30,17.44,31006
31,7,137,11,8.03,31007
31,8,156,16,10.26,31008
31,9,143,22,15.38,31009
31,10,90,5,5.56,31010
31,11,119,17,14.29,31011
31,12,142,15,10.56,31012
31,13,132,15,11.36,31013
31,14,125,12,9.6,31014
31,15,87,10,11.49,31015
31,16,99,11,11.11,31016
31,17,149,15,10.07,31017
31,18,142,19,13.38,31018
31,19,130,18,13.85,31019
31,20,129,18,13.95,31020
31,21,175,13,7.43,31021
31,22,109,13,11.93,31022
31,23,101,12,11.88,31023
31,24,116,11,9.48,31024
31,25,165,13,7.88,31025
31,26,102,13,12.75,31026
31,27,131,11,8.4,31027
31,28,158,15,9.49,31028
31,29,151,17,11.26,31029
31,30,179,18,10.06,31030
31,31,220,30,13.64,31031
31,32,177,20,11.3,31032
31,33,167,35,20.96,31033
31,34,117,6,5.13,31034
31,35,106,8,7.55,31035
31,36,179,15,8.38,31036
31,37,145,17,11.72,31037
31,38,88,11,12.5,31038
31,39,108,8,7.41,31039
31,40,118,10,8.47,31040
31,41,152,13,8.55,31041
31,42,185,14,7.57,31042
31,43,184,28,15.22,31043
31,44,135,17,12.59,31044
31,45,149,24,16.11,31045
31,46,144,13,9.03,31046
31,47,197,24,12.18,31047
31,48,144,18,12.5,31048
31,49,74,7,9.46,31049
31,50,181,44,24.31,31050
31,51,110,6,5.45,31051
32,1,308,41,13.31,32001
32,2,266,63,23.68,32002
32,3,219,25,11.42,32003
32,4,317,60,18.93,32004
32,5,201,31,15.42,32005
32,6,275,54,19.64,32006
32,7,204,50,24.51,32007
32,8,362,97,26.8,32008
32,9,426,60,14.08,32009
32,10,287,74,25.78,32010
32,11,226,32,14.16,32011
32,12,187,18,9.63,32012
32,13,126,31,24.6,32013
32,14,234,31,13.25,32014
32,15,224,35,15.63,32015
32,16,289,41,14.19,32016
32,17,288,44,15.28,32017
32,18,258,64,24.81,32018
32,19,270,41,15.19,32019
32,20,260,65,25.0,32020
32,21,229,49,21.4,32021
32,22,332,62,18.67,32022
32,23,279,59,21.15,32023
32,24,291,77,26.46,32024
32,25,225,35,15.56,32025
32,26,229,34,14.85,32026
32,27,269,57,21.19,32027
32,28,212,25,11.79,32028
32,29,272,36,13.24,32029
32,30,290,91,31.38,32030
32,31,344,62,18.02,32031
32,32,301,86,28.57,32032
32,33,183,31,16.94,32033
32,34,325,52,16.0,32034
32,35,342,58,16.96,32035
32,36,339,77,22.71,32036
32,37,242,36,14.88,32037
32,38,312,52,16.67,32038
32,39,333,91,27.33,32039
32,40,331,66,19.94,32040
32,41,322,73,22.67,32041
32,42,370,73,19.73,32042
32,43,343,86,25.07,32043
32,44,201,39,19.4,32044
32,45,255,50,19.61,32045
32,46,107,17,15.89,32046
32,47,402,110,27.36,32047
32,48,395,107,27.09,32048
32,49,189,51,26.98,32049
32,50,369,96,26.02,32050
32,51,316,89,28.16,32051
32,52,165,24,14.55,32052
33,1,345,38,11.01,33001
33,2,327,58,17.74,33002
33,3,335,30,8.96,33003
33,4,370,35,9.46,33004
33,5,266,27,10.15,33005
33,6,354,36,10.17,33006
33,7,426,60,14.08,33007
33,8,323,43,13.31,33008
33,9,314,34,10.83,33009
33,10,382,53,13.87,33010
33,11,315,39,12.38,33011
33,12,369,49,13.28,33012
33,13,313,31,9.9,33013
33,14,270,35,12.96,33014
33,15,324,54,16.67,33015
33,16,282,36,12.77,33016
33,17,365,38,10.41,33017
33,18,120,24,20.0,33018
33,19,368,44,11.96,33019
33,20,327,36,11.01,33020
33,21,326,30,9.2,33021
33,22,379,35,9.23,33022
33,23,359,39,10.86,33023
33,24,438,57,13.01,33024
33,25,403,52,12.9,33025
33,26,312,41,13.14,33026
33,27,290,38,13.1,33027
34,1,453,2,0.44,34001
34,2,316,5,1.58,34002
34,3,335,2,0.6,34003
34,4,370,6,1.62,34004
34,5,287,4,1.39,34005
34,6,185,3,1.62,34006
34,7,395,1,0.25,34007
34,8,318,2,0.63,34008
34,9,252,7,2.78,34009
34,10,289,9,3.11,34010
34,11,250,8,3.2,34011
34,12,385,6,1.56,34012
34,13,360,6,1.67,34013
34,14,271,5,1.85,34014
34,15,253,5,1.98,34015
34,16,257,5,1.95,34016
34,17,254,3,1.18,34017
34,18,196,3,1.53,34018
34,19,71,1,1.41,34019
34,20,429,9,2.1,34020
34,21,288,2,0.69,34021
34,22,362,7,1.93,34022
34,23,263,8,3.04,34023
34,24,263,3,1.14,34024
34,25,346,8,2.31,34025
34,26,212,7,3.3,34026
34,27,259,10,3.86,34027
34,28,195,3,1.54,34028
34,29,306,7,2.29,34029
34,30,365,4,1.1,34030
34,31,168,3,1.79,34031
34,32,204,1,0.49,34032
34,33,152,3,1.97,34033
34,34,392,6,1.53,34034
34,35,363,6,1.65,34035
34,36,328,3,0.91,34036
34,37,293,1,0.34,34037
34,38,247,3,1.21,34038
34,39,246,1,0.41,34039
34,40,336,1,0.3,34040
34,41,172,5,2.91,34041
34,42,379,8,2.11,34042
34,43,424,3,0.71,34043
34,44,370,5,1.35,34044
34,45,296,2,0.68,34045
34,46,298,2,0.67,34046
34,47,173,1,0.58,34047
34,48,377,3,0.8,34048
34,49,417,1,0.24,34049
34,50,286,2,0.7,34050
34,51,442,8,1.81,34051
34,52,233,1,0.43,34052
34,53,243,3,1.23,34053
34,54,247,3,1.21,34054
34,55,338,7,2.07,34055
34,56,149,1,0.67,34056
34,57,285,4,1.4,34057
34,58,311,4,1.29,34058
34,59,302,8,2.65,34059
34,60,311,8,2.57,34060
34,61,279,4,1.43,34061
35,1,293,49,16.72,35001
35,2,232,23,9.91,35002
35,3,172,21,12.21,35003
35,4,300,48,16.0,35004
35,5,225,36,16.0,35005
35,6,245,37,15.1,35006
35,7,335,43,12.84,35007
35,8,267,34,12.73,35008
35,9,249,29,11.65,35009
35,10,276,28,10.14,35010
35,11,239,26,10.88,35011
35,12,285,35,12.28,35012
35,13,78,8,10.26,35013
35,14,281,23,8.19,35014
35,15,230,27,11.74,35015
35,16,262,22,8.4,35016
35,17,255,33,12.94,35017
35,18,293,40,13.65,35018
35,19,231,16,6.93,35019
35,20,212,31,14.62,35020
35,21,222,38,17.12,35021
35,22,106,11,10.38,35022
35,23,143,15,10.49,35023
35,24,167,28,16.77,35024
35,25,253,38,15.02,35025
35,26,288,45,15.63,35026
35,27,293,34,11.6,35027
35,28,278,24,8.63,35028
35,29,309,34,11.0,35029
35,30,336,32,9.52,35030
35,31,133,14,10.53,35031
35,32,152,11,7.24,35032
35,33,237,26,10.97,35033
35,34,246,24,9.76,35034
35,35,246,27,10.98,35035
35,36,180,24,13.33,35036
36,1,255,36,14.12,36001
36,2,209,43,20.57,36002
36,3,372,28,7.53,36003
36,4,160,20,12.5,36004
36,5,219,45,20.55,36005
36,6,259,53,20.46,36006
36,7,225,54,24.0,36007
36,8,267,60,22.47,36008
36,9,255,62,24.31,36009
36,10,180,36,20.0,36010
36,11,334,53,15.87,36011
36,12,199,38,19.1,36012
36,13,401,71,17.71,36013
36,14,277,43,15.52,36014
36,15,252,44,17.46,36015
36,16,387,39,10.08,36016
36,17,240,70,29.17,36017
36,18,319,79,24.76,36018
36,19,288,53,18.4,36019
36,20,324,71,21.91,36020
36,21,453,114,25.17,36021
36,22,340,52,15.29,36022
36,23,134,6,4.48,36023
36,24,271,17,6.27,36024
36,25,186,53,28.49,36025
36,26,290,80,27.59,36026
36,27,165,39,23.64,36027
36,28,234,53,22.65,36028
36,29,224,41,18.3,36029
36,30,302,80,26.49,36030
36,31,290,62,21.38,36031
