ward,precinct,total,Mike Quigley,Mike Quigley Percent,precinct_id
48,45,187,187,100.0,48045
48,46,187,187,100.0,48046
48,47,211,211,100.0,48047
48,48,217,217,100.0,48048
48,49,137,137,100.0,48049
48,50,308,308,100.0,48050
48,51,341,341,100.0,48051
48,52,189,189,100.0,48052
48,53,181,181,100.0,48053
48,54,172,172,100.0,48054
48,55,138,138,100.0,48055
48,56,151,151,100.0,48056
49,2,332,332,100.0,49002
49,4,136,136,100.0,49004
49,7,209,209,100.0,49007
49,9,200,200,100.0,49009
49,17,32,32,100.0,49017
49,21,98,98,100.0,49021
49,32,170,170,100.0,49032
49,37,286,286,100.0,49037
50,8,169,169,100.0,50008
50,17,180,180,100.0,50017
50,23,149,149,100.0,50023
50,24,223,223,100.0,50024
50,25,202,202,100.0,50025
50,26,161,161,100.0,50026
50,29,259,259,100.0,50029
50,32,211,211,100.0,50032
50,34,183,183,100.0,50034
50,39,186,186,100.0,50039
50,43,208,208,100.0,50043
50,44,152,152,100.0,50044
50,45,101,101,100.0,50045
