ward,precinct,total,Maria Pappas,Maria Pappas Percent,Erik Peck,Erik Peck Percent,precinct_id
13,13,299,285,95.32,14,4.68,13013
13,14,220,202,91.82,18,8.18,13014
13,15,417,391,93.76,26,6.24,13015
13,16,231,219,94.81,12,5.19,13016
13,17,260,231,88.85,29,11.15,13017
13,18,219,202,92.24,17,7.76,13018
13,19,234,223,95.3,11,4.7,13019
13,20,264,241,91.29,23,8.71,13020
13,21,332,314,94.58,18,5.42,13021
13,22,258,241,93.41,17,6.59,13022
13,23,219,207,94.52,12,5.48,13023
13,24,259,243,93.82,16,6.18,13024
13,25,232,211,90.95,21,9.05,13025
13,26,199,188,94.47,11,5.53,13026
13,27,284,257,90.49,27,9.51,13027
13,28,234,216,92.31,18,7.69,13028
13,29,238,220,92.44,18,7.56,13029
13,30,307,292,95.11,15,4.89,13030
13,31,331,313,94.56,18,5.44,13031
13,32,294,276,93.88,18,6.12,13032
13,33,249,230,92.37,19,7.63,13033
13,34,228,202,88.6,26,11.4,13034
13,35,282,267,94.68,15,5.32,13035
13,36,174,168,96.55,6,3.45,13036
13,37,200,181,90.5,19,9.5,13037
13,38,283,264,93.29,19,6.71,13038
13,39,263,246,93.54,17,6.46,13039
13,40,321,298,92.83,23,7.17,13040
13,41,231,226,97.84,5,2.16,13041
13,42,252,232,92.06,20,7.94,13042
13,43,192,188,97.92,4,2.08,13043
13,44,316,311,98.42,5,1.58,13044
13,45,364,332,91.21,32,8.79,13045
13,46,288,271,94.1,17,5.9,13046
13,47,251,235,93.63,16,6.37,13047
13,48,284,259,91.2,25,8.8,13048
13,49,298,280,93.96,18,6.04,13049
13,50,394,373,94.67,21,5.33,13050
14,1,137,127,92.7,10,7.3,14001
14,2,194,176,90.72,18,9.28,14002
14,3,273,260,95.24,13,4.76,14003
14,4,173,160,92.49,13,7.51,14004
14,5,262,258,98.47,4,1.53,14005
14,6,202,190,94.06,12,5.94,14006
14,7,212,193,91.04,19,8.96,14007
14,8,142,135,95.07,7,4.93,14008
14,9,232,222,95.69,10,4.31,14009
14,10,218,201,92.2,17,7.8,14010
14,11,171,164,95.91,7,4.09,14011
14,12,152,139,91.45,13,8.55,14012
14,13,202,193,95.54,9,4.46,14013
14,14,171,158,92.4,13,7.6,14014
14,15,259,250,96.53,9,3.47,14015
14,16,221,204,92.31,17,7.69,14016
14,17,265,252,95.09,13,4.91,14017
14,18,202,194,96.04,8,3.96,14018
14,19,258,246,95.35,12,4.65,14019
14,20,173,156,90.17,17,9.83,14020
14,21,211,205,97.16,6,2.84,14021
14,22,253,238,94.07,15,5.93,14022
14,23,260,243,93.46,17,6.54,14023
14,24,131,124,94.66,7,5.34,14024
14,25,233,218,93.56,15,6.44,14025
14,26,250,241,96.4,9,3.6,14026
14,27,270,243,90.0,27,10.0,14027
14,28,224,205,91.52,19,8.48,14028
14,29,259,236,91.12,23,8.88,14029
14,30,161,150,93.17,11,6.83,14030
14,31,239,225,94.14,14,5.86,14031
14,32,143,137,95.8,6,4.2,14032
14,33,169,162,95.86,7,4.14,14033
14,34,178,171,96.07,7,3.93,14034
14,35,197,190,96.45,7,3.55,14035
15,1,158,152,96.2,6,3.8,15001
15,2,182,177,97.25,5,2.75,15002
15,3,179,176,98.32,3,1.68,15003
15,4,189,184,97.35,5,2.65,15004
15,5,190,187,98.42,3,1.58,15005
15,6,203,196,96.55,7,3.45,15006
15,7,149,148,99.33,1,0.67,15007
15,8,283,279,98.59,4,1.41,15008
15,9,225,217,96.44,8,3.56,15009
15,10,167,153,91.62,14,8.38,15010
15,11,225,218,96.89,7,3.11,15011
15,12,125,124,99.2,1,0.8,15012
15,13,145,139,95.86,6,4.14,15013
15,14,261,245,93.87,16,6.13,15014
15,15,183,174,95.08,9,4.92,15015
15,16,152,139,91.45,13,8.55,15016
15,17,183,180,98.36,3,1.64,15017
15,18,148,145,97.97,3,2.03,15018
15,19,194,192,98.97,2,1.03,15019
15,20,173,171,98.84,2,1.16,15020
15,21,207,201,97.1,6,2.9,15021
15,22,241,233,96.68,8,3.32,15022
15,23,156,152,97.44,4,2.56,15023
15,24,258,250,96.9,8,3.1,15024
15,25,181,180,99.45,1,0.55,15025
15,26,145,138,95.17,7,4.83,15026
15,27,159,156,98.11,3,1.89,15027
15,28,200,181,90.5,19,9.5,15028
15,29,101,99,98.02,2,1.98,15029
15,30,199,195,97.99,4,2.01,15030
15,31,165,163,98.79,2,1.21,15031
15,32,198,191,96.46,7,3.54,15032
15,33,128,123,96.09,5,3.91,15033
15,34,157,157,100.0,0,0.0,15034
15,35,189,185,97.88,4,2.12,15035
15,36,139,135,97.12,4,2.88,15036
15,37,155,154,99.35,1,0.65,15037
15,38,176,174,98.86,2,1.14,15038
15,39,208,206,99.04,2,0.96,15039
15,40,188,181,96.28,7,3.72,15040
15,41,269,258,95.91,11,4.09,15041
15,42,96,96,100.0,0,0.0,15042
15,43,159,155,97.48,4,2.52,15043
15,44,202,191,94.55,11,5.45,15044
15,45,89,88,98.88,1,1.12,15045
15,46,138,137,99.28,1,0.72,15046
15,47,229,226,98.69,3,1.31,15047
15,48,147,145,98.64,2,1.36,15048
15,49,139,128,92.09,11,7.91,15049
15,50,183,178,97.27,5,2.73,15050
15,51,145,143,98.62,2,1.38,15051
15,52,123,118,95.93,5,4.07,15052
16,1,155,149,96.13,6,3.87,16001
16,2,151,151,100.0,0,0.0,16002
16,3,187,183,97.86,4,2.14,16003
16,4,148,134,90.54,14,9.46,16004
16,5,206,204,99.03,2,0.97,16005
16,6,80,73,91.25,7,8.75,16006
16,7,184,179,97.28,5,2.72,16007
16,8,236,231,97.88,5,2.12,16008
16,9,266,260,97.74,6,2.26,16009
16,10,137,133,97.08,4,2.92,16010
16,11,243,235,96.71,8,3.29,16011
16,12,154,150,97.4,4,2.6,16012
16,13,167,151,90.42,16,9.58,16013
16,14,196,194,98.98,2,1.02,16014
16,15,244,240,98.36,4,1.64,16015
16,16,208,205,98.56,3,1.44,16016
16,17,213,198,92.96,15,7.04,16017
16,18,197,191,96.95,6,3.05,16018
16,19,170,167,98.24,3,1.76,16019
16,20,199,197,98.99,2,1.01,16020
16,21,176,165,93.75,11,6.25,16021
16,22,180,177,98.33,3,1.67,16022
16,23,200,185,92.5,15,7.5,16023
16,24,121,121,100.0,0,0.0,16024
16,25,159,157,98.74,2,1.26,16025
16,26,191,191,100.0,0,0.0,16026
16,27,246,239,97.15,7,2.85,16027
16,28,235,232,98.72,3,1.28,16028
16,29,101,98,97.03,3,2.97,16029
16,30,149,144,96.64,5,3.36,16030
16,31,239,233,97.49,6,2.51,16031
16,32,191,179,93.72,12,6.28,16032
16,33,155,155,100.0,0,0.0,16033
16,34,158,153,96.84,5,3.16,16034
16,35,198,184,92.93,14,7.07,16035
16,36,193,192,99.48,1,0.52,16036
16,37,128,123,96.09,5,3.91,16037
16,38,183,180,98.36,3,1.64,16038
16,39,170,155,91.18,15,8.82,16039
16,40,227,219,96.48,8,3.52,16040
16,41,112,110,98.21,2,1.79,16041
16,42,162,152,93.83,10,6.17,16042
16,43,232,229,98.71,3,1.29,16043
16,44,195,188,96.41,7,3.59,16044
16,45,128,124,96.88,4,3.13,16045
16,46,64,63,98.44,1,1.56,16046
17,1,178,173,97.19,5,2.81,17001
17,2,191,183,95.81,8,4.19,17002
17,3,157,155,98.73,2,1.27,17003
17,4,316,314,99.37,2,0.63,17004
17,5,209,208,99.52,1,0.48,17005
17,6,176,172,97.73,4,2.27,17006
17,7,245,245,100.0,0,0.0,17007
17,8,212,208,98.11,4,1.89,17008
17,9,153,151,98.69,2,1.31,17009
17,10,215,213,99.07,2,0.93,17010
17,11,238,234,98.32,4,1.68,17011
17,12,266,262,98.5,4,1.5,17012
17,13,164,159,96.95,5,3.05,17013
17,14,202,197,97.52,5,2.48,17014
17,15,205,202,98.54,3,1.46,17015
17,16,175,174,99.43,1,0.57,17016
17,17,168,167,99.4,1,0.6,17017
17,18,251,248,98.8,3,1.2,17018
17,19,96,96,100.0,0,0.0,17019
17,20,213,210,98.59,3,1.41,17020
17,21,308,302,98.05,6,1.95,17021
17,22,229,226,98.69,3,1.31,17022
17,23,182,179,98.35,3,1.65,17023
17,24,227,223,98.24,4,1.76,17024
17,25,135,133,98.52,2,1.48,17025
17,26,286,281,98.25,5,1.75,17026
17,27,285,283,99.3,2,0.7,17027
17,28,188,181,96.28,7,3.72,17028
17,29,235,230,97.87,5,2.13,17029
17,30,235,234,99.57,1,0.43,17030
17,31,223,219,98.21,4,1.79,17031
17,32,254,247,97.24,7,2.76,17032
17,33,180,177,98.33,3,1.67,17033
17,34,190,188,98.95,2,1.05,17034
17,35,133,131,98.5,2,1.5,17035
17,36,127,124,97.64,3,2.36,17036
17,37,220,216,98.18,4,1.82,17037
17,38,212,208,98.11,4,1.89,17038
17,39,143,138,96.5,5,3.5,17039
17,40,168,164,97.62,4,2.38,17040
17,41,181,179,98.9,2,1.1,17041
17,42,186,183,98.39,3,1.61,17042
17,43,181,177,97.79,4,2.21,17043
17,44,164,158,96.34,6,3.66,17044
17,45,137,131,95.62,6,4.38,17045
17,46,208,203,97.6,5,2.4,17046
17,47,124,123,99.19,1,0.81,17047
17,48,240,233,97.08,7,2.92,17048
17,49,180,176,97.78,4,2.22,17049
17,50,216,211,97.69,5,2.31,17050
17,51,250,248,99.2,2,0.8,17051
17,52,276,270,97.83,6,2.17,17052
17,53,197,194,98.48,3,1.52,17053
17,54,249,248,99.6,1,0.4,17054
17,55,205,203,99.02,2,0.98,17055
17,56,236,235,99.58,1,0.42,17056
17,57,249,246,98.8,3,1.2,17057
17,58,169,167,98.82,2,1.18,17058
17,59,107,104,97.2,3,2.8,17059
17,60,303,300,99.01,3,0.99,17060
17,61,211,209,99.05,2,0.95,17061
17,62,169,167,98.82,2,1.18,17062
17,63,187,183,97.86,4,2.14,17063
17,64,142,140,98.59,2,1.41,17064
18,1,142,135,95.07,7,4.93,18001
18,2,286,276,96.5,10,3.5,18002
18,3,244,218,89.34,26,10.66,18003
18,4,316,309,97.78,7,2.22,18004
18,5,306,301,98.37,5,1.63,18005
18,6,240,209,87.08,31,12.92,18006
18,7,265,254,95.85,11,4.15,18007
18,8,115,114,99.13,1,0.87,18008
18,9,329,320,97.26,9,2.74,18009
18,10,408,398,97.55,10,2.45,18010
18,11,279,260,93.19,19,6.81,18011
18,12,367,352,95.91,15,4.09,18012
18,13,331,326,98.49,5,1.51,18013
18,14,344,334,97.09,10,2.91,18014
18,15,190,170,89.47,20,10.53,18015
18,16,335,330,98.51,5,1.49,18016
18,17,246,237,96.34,9,3.66,18017
18,18,323,300,92.88,23,7.12,18018
18,19,353,346,98.02,7,1.98,18019
18,20,293,289,98.63,4,1.37,18020
18,21,414,404,97.58,10,2.42,18021
18,22,345,330,95.65,15,4.35,18022
18,23,245,237,96.73,8,3.27,18023
18,24,274,268,97.81,6,2.19,18024
18,25,295,290,98.31,5,1.69,18025
18,26,232,222,95.69,10,4.31,18026
18,27,260,246,94.62,14,5.38,18027
18,28,301,260,86.38,41,13.62,18028
18,29,312,289,92.63,23,7.37,18029
18,30,241,240,99.59,1,0.41,18030
18,31,259,252,97.3,7,2.7,18031
18,32,366,365,99.73,1,0.27,18032
18,33,232,224,96.55,8,3.45,18033
18,34,375,357,95.2,18,4.8,18034
18,35,351,340,96.87,11,3.13,18035
18,36,232,223,96.12,9,3.88,18036
18,37,220,211,95.91,9,4.09,18037
18,38,335,332,99.1,3,0.9,18038
18,39,264,257,97.35,7,2.65,18039
18,40,356,348,97.75,8,2.25,18040
18,41,296,259,87.5,37,12.5,18041
18,42,190,177,93.16,13,6.84,18042
18,43,211,199,94.31,12,5.69,18043
18,44,167,158,94.61,9,5.39,18044
18,45,308,301,97.73,7,2.27,18045
18,46,287,284,98.95,3,1.05,18046
18,47,241,233,96.68,8,3.32,18047
18,48,166,151,90.96,15,9.04,18048
18,49,206,203,98.54,3,1.46,18049
18,50,268,262,97.76,6,2.24,18050
18,51,373,370,99.2,3,0.8,18051
18,52,313,309,98.72,4,1.28,18052
18,53,207,207,100.0,0,0.0,18053
18,54,314,309,98.41,5,1.59,18054
18,55,279,245,87.81,34,12.19,18055
18,56,233,213,91.42,20,8.58,18056
18,57,213,209,98.12,4,1.88,18057
18,58,275,266,96.73,9,3.27,18058
18,59,197,196,99.49,1,0.51,18059
18,60,325,317,97.54,8,2.46,18060
18,61,257,249,96.89,8,3.11,18061
18,62,224,210,93.75,14,6.25,18062
19,1,375,327,87.2,48,12.8,19001
19,2,330,318,96.36,12,3.64,19002
19,3,320,273,85.31,47,14.69,19003
19,4,320,279,87.19,41,12.81,19004
19,5,375,345,92.0,30,8.0,19005
19,6,323,270,83.59,53,16.41,19006
19,7,337,307,91.1,30,8.9,19007
19,8,281,233,82.92,48,17.08,19008
19,9,273,238,87.18,35,12.82,19009
19,10,477,419,87.84,58,12.16,19010
19,11,377,312,82.76,65,17.24,19011
19,12,366,298,81.42,68,18.58,19012
19,13,272,263,96.69,9,3.31,19013
19,14,217,170,78.34,47,21.66,19014
19,15,272,225,82.72,47,17.28,19015
19,16,423,373,88.18,50,11.82,19016
19,17,367,324,88.28,43,11.72,19017
19,18,429,376,87.65,53,12.35,19018
19,19,370,328,88.65,42,11.35,19019
19,20,330,303,91.82,27,8.18,19020
19,21,274,244,89.05,30,10.95,19021
19,22,418,361,86.36,57,13.64,19022
19,23,410,350,85.37,60,14.63,19023
19,24,294,238,80.95,56,19.05,19024
19,25,418,356,85.17,62,14.83,19025
19,26,403,343,85.11,60,14.89,19026
19,27,247,223,90.28,24,9.72,19027
19,28,375,360,96.0,15,4.0,19028
19,29,279,238,85.3,41,14.7,19029
19,30,347,283,81.56,64,18.44,19030
19,31,347,306,88.18,41,11.82,19031
19,32,421,374,88.84,47,11.16,19032
19,33,380,297,78.16,83,21.84,19033
19,34,377,331,87.8,46,12.2,19034
19,35,328,299,91.16,29,8.84,19035
19,36,361,336,93.07,25,6.93,19036
19,37,381,348,91.34,33,8.66,19037
19,38,395,372,94.18,23,5.82,19038
19,39,181,177,97.79,4,2.21,19039
19,40,355,325,91.55,30,8.45,19040
19,41,320,259,80.94,61,19.06,19041
19,42,291,258,88.66,33,11.34,19042
19,43,400,388,97.0,12,3.0,19043
19,44,296,249,84.12,47,15.88,19044
19,45,377,324,85.94,53,14.06,19045
19,46,459,409,89.11,50,10.89,19046
19,47,263,242,92.02,21,7.98,19047
19,48,272,269,98.9,3,1.1,19048
19,49,399,369,92.48,30,7.52,19049
19,50,324,319,98.46,5,1.54,19050
19,51,318,263,82.7,55,17.3,19051
19,52,290,227,78.28,63,21.72,19052
19,53,345,312,90.43,33,9.57,19053
19,54,285,239,83.86,46,16.14,19054
19,55,290,257,88.62,33,11.38,19055
19,56,473,427,90.27,46,9.73,19056
19,57,435,382,87.82,53,12.18,19057
19,58,355,296,83.38,59,16.62,19058
19,59,389,316,81.23,73,18.77,19059
19,60,304,293,96.38,11,3.62,19060
19,61,448,406,90.63,42,9.38,19061
19,62,318,287,90.25,31,9.75,19062
19,63,260,245,94.23,15,5.77,19063
19,64,403,369,91.56,34,8.44,19064
19,65,273,247,90.48,26,9.52,19065
19,66,339,331,97.64,8,2.36,19066
19,67,133,120,90.23,13,9.77,19067
20,1,207,203,98.07,4,1.93,20001
20,2,184,179,97.28,5,2.72,20002
20,3,190,189,99.47,1,0.53,20003
20,4,185,178,96.22,7,3.78,20004
20,5,136,132,97.06,4,2.94,20005
20,6,297,290,97.64,7,2.36,20006
20,7,93,86,92.47,7,7.53,20007
20,8,87,81,93.1,6,6.9,20008
20,9,229,226,98.69,3,1.31,20009
20,10,205,201,98.05,4,1.95,20010
20,11,165,163,98.79,2,1.21,20011
20,12,142,139,97.89,3,2.11,20012
20,13,164,157,95.73,7,4.27,20013
20,14,315,309,98.1,6,1.9,20014
20,15,198,183,92.42,15,7.58,20015
20,16,291,286,98.28,5,1.72,20016
20,17,166,162,97.59,4,2.41,20017
20,18,189,187,98.94,2,1.06,20018
20,19,172,168,97.67,4,2.33,20019
20,20,161,155,96.27,6,3.73,20020
20,21,111,102,91.89,9,8.11,20021
20,22,258,251,97.29,7,2.71,20022
20,23,270,266,98.52,4,1.48,20023
20,24,252,248,98.41,4,1.59,20024
20,25,159,154,96.86,5,3.14,20025
20,26,228,221,96.93,7,3.07,20026
20,27,136,133,97.79,3,2.21,20027
20,28,238,236,99.16,2,0.84,20028
20,29,226,222,98.23,4,1.77,20029
20,30,239,234,97.91,5,2.09,20030
20,31,233,221,94.85,12,5.15,20031
20,32,194,192,98.97,2,1.03,20032
20,33,243,233,95.88,10,4.12,20033
20,34,314,303,96.5,11,3.5,20034
20,35,115,112,97.39,3,2.61,20035
20,36,197,189,95.94,8,4.06,20036
20,37,247,242,97.98,5,2.02,20037
20,38,37,37,100.0,0,0.0,20038
20,39,193,188,97.41,5,2.59,20039
20,40,172,165,95.93,7,4.07,20040
20,41,71,69,97.18,2,2.82,20041
20,42,197,194,98.48,3,1.52,20042
20,43,56,55,98.21,1,1.79,20043
20,44,277,272,98.19,5,1.81,20044
20,45,149,146,97.99,3,2.01,20045
20,46,178,169,94.94,9,5.06,20046
20,47,172,166,96.51,6,3.49,20047
20,48,101,99,98.02,2,1.98,20048
20,49,190,186,97.89,4,2.11,20049
20,50,142,142,100.0,0,0.0,20050
21,1,394,388,98.48,6,1.52,21001
21,2,272,267,98.16,5,1.84,21002
21,3,200,197,98.5,3,1.5,21003
21,4,281,279,99.29,2,0.71,21004
21,5,259,254,98.07,5,1.93,21005
21,6,242,236,97.52,6,2.48,21006
21,7,298,293,98.32,5,1.68,21007
21,8,306,302,98.69,4,1.31,21008
21,9,300,288,96.0,12,4.0,21009
21,10,204,198,97.06,6,2.94,21010
21,11,281,274,97.51,7,2.49,21011
21,12,300,287,95.67,13,4.33,21012
21,13,156,152,97.44,4,2.56,21013
21,14,249,247,99.2,2,0.8,21014
21,15,243,241,99.18,2,0.82,21015
21,16,262,261,99.62,1,0.38,21016
21,17,264,262,99.24,2,0.76,21017
21,18,248,244,98.39,4,1.61,21018
21,19,225,219,97.33,6,2.67,21019
21,20,141,140,99.29,1,0.71,21020
21,21,306,302,98.69,4,1.31,21021
21,22,266,263,98.87,3,1.13,21022
21,23,229,228,99.56,1,0.44,21023
21,24,299,298,99.67,1,0.33,21024
21,25,220,218,99.09,2,0.91,21025
21,26,199,198,99.5,1,0.5,21026
21,27,307,303,98.7,4,1.3,21027
21,28,218,216,99.08,2,0.92,21028
21,29,127,126,99.21,1,0.79,21029
21,30,205,203,99.02,2,0.98,21030
21,31,358,352,98.32,6,1.68,21031
21,32,246,244,99.19,2,0.81,21032
21,33,238,235,98.74,3,1.26,21033
21,34,319,313,98.12,6,1.88,21034
21,35,157,152,96.82,5,3.18,21035
21,36,239,236,98.74,3,1.26,21036
21,37,225,223,99.11,2,0.89,21037
21,38,259,252,97.3,7,2.7,21038
21,39,223,219,98.21,4,1.79,21039
21,40,252,249,98.81,3,1.19,21040
21,41,216,215,99.54,1,0.46,21041
21,42,283,275,97.17,8,2.83,21042
21,43,242,237,97.93,5,2.07,21043
21,44,272,266,97.79,6,2.21,21044
21,45,231,228,98.7,3,1.3,21045
21,46,187,183,97.86,4,2.14,21046
21,47,345,340,98.55,5,1.45,21047
21,48,374,371,99.2,3,0.8,21048
21,49,344,335,97.38,9,2.62,21049
21,50,250,245,98.0,5,2.0,21050
21,51,322,318,98.76,4,1.24,21051
21,52,286,282,98.6,4,1.4,21052
21,53,223,217,97.31,6,2.69,21053
21,54,248,244,98.39,4,1.61,21054
21,55,300,289,96.33,11,3.67,21055
21,56,223,222,99.55,1,0.45,21056
21,57,251,248,98.8,3,1.2,21057
21,58,196,193,98.47,3,1.53,21058
21,59,335,325,97.01,10,2.99,21059
21,60,291,282,96.91,9,3.09,21060
21,61,295,293,99.32,2,0.68,21061
21,62,290,284,97.93,6,2.07,21062
21,63,245,242,98.78,3,1.22,21063
21,64,153,150,98.04,3,1.96,21064
21,65,354,343,96.89,11,3.11,21065
21,66,219,217,99.09,2,0.91,21066
21,67,282,282,100.0,0,0.0,21067
21,68,281,275,97.86,6,2.14,21068
21,69,226,221,97.79,5,2.21,21069
21,70,254,250,98.43,4,1.57,21070
21,71,209,206,98.56,3,1.44,21071
21,72,251,247,98.41,4,1.59,21072
21,73,353,347,98.3,6,1.7,21073
21,74,103,101,98.06,2,1.94,21074
22,1,153,144,94.12,9,5.88,22001
22,2,135,129,95.56,6,4.44,22002
22,3,211,209,99.05,2,0.95,22003
22,4,204,200,98.04,4,1.96,22004
22,5,196,189,96.43,7,3.57,22005
22,6,183,179,97.81,4,2.19,22006
22,7,206,204,99.03,2,0.97,22007
22,8,165,160,96.97,5,3.03,22008
22,9,213,200,93.9,13,6.1,22009
22,10,172,168,97.67,4,2.33,22010
22,11,186,180,96.77,6,3.23,22011
22,12,148,144,97.3,4,2.7,22012
22,13,225,219,97.33,6,2.67,22013
22,14,116,109,93.97,7,6.03,22014
22,15,151,148,98.01,3,1.99,22015
22,16,205,192,93.66,13,6.34,22016
22,17,174,164,94.25,10,5.75,22017
22,18,190,181,95.26,9,4.74,22018
22,19,177,172,97.18,5,2.82,22019
22,20,231,218,94.37,13,5.63,22020
22,21,230,228,99.13,2,0.87,22021
22,22,142,132,92.96,10,7.04,22022
22,23,182,170,93.41,12,6.59,22023
22,24,137,134,97.81,3,2.19,22024
22,25,158,155,98.1,3,1.9,22025
22,26,137,132,96.35,5,3.65,22026
22,27,231,220,95.24,11,4.76,22027
22,28,122,117,95.9,5,4.1,22028
22,29,133,126,94.74,7,5.26,22029
23,1,294,252,85.71,42,14.29,23001
23,2,343,305,88.92,38,11.08,23002
23,3,301,237,78.74,64,21.26,23003
23,4,304,262,86.18,42,13.82,23004
23,5,255,232,90.98,23,9.02,23005
23,6,313,272,86.9,41,13.1,23006
23,7,132,131,99.24,1,0.76,23007
23,8,289,253,87.54,36,12.46,23008
23,9,288,258,89.58,30,10.42,23009
23,10,300,277,92.33,23,7.67,23010
23,11,337,292,86.65,45,13.35,23011
23,12,297,248,83.5,49,16.5,23012
23,13,342,292,85.38,50,14.62,23013
23,14,117,113,96.58,4,3.42,23014
23,15,298,254,85.23,44,14.77,23015
23,16,328,280,85.37,48,14.63,23016
23,17,366,320,87.43,46,12.57,23017
23,18,247,208,84.21,39,15.79,23018
23,19,288,249,86.46,39,13.54,23019
23,20,253,226,89.33,27,10.67,23020
23,21,232,228,98.28,4,1.72,23021
23,22,292,257,88.01,35,11.99,23022
23,23,265,234,88.3,31,11.7,23023
23,24,197,174,88.32,23,11.68,23024
23,25,212,185,87.26,27,12.74,23025
23,26,327,266,81.35,61,18.65,23026
23,27,233,206,88.41,27,11.59,23027
23,28,299,258,86.29,41,13.71,23028
23,29,260,246,94.62,14,5.38,23029
23,30,262,221,84.35,41,15.65,23030
23,31,304,269,88.49,35,11.51,23031
23,32,277,257,92.78,20,7.22,23032
23,33,289,266,92.04,23,7.96,23033
23,34,247,218,88.26,29,11.74,23034
23,35,198,196,98.99,2,1.01,23035
23,36,379,321,84.7,58,15.3,23036
23,37,175,171,97.71,4,2.29,23037
23,38,251,221,88.05,30,11.95,23038
23,39,283,235,83.04,48,16.96,23039
23,40,294,252,85.71,42,14.29,23040
23,41,263,229,87.07,34,12.93,23041
23,42,223,200,89.69,23,10.31,23042
23,43,332,274,82.53,58,17.47,23043
23,44,268,239,89.18,29,10.82,23044
23,45,343,300,87.46,43,12.54,23045
23,46,295,267,90.51,28,9.49,23046
23,47,361,311,86.15,50,13.85,23047
23,48,244,220,90.16,24,9.84,23048
23,49,344,287,83.43,57,16.57,23049
23,50,195,170,87.18,25,12.82,23050
23,51,226,202,89.38,24,10.62,23051
23,52,342,293,85.67,49,14.33,23052
23,53,184,172,93.48,12,6.52,23053
23,54,342,300,87.72,42,12.28,23054
23,55,284,242,85.21,42,14.79,23055
23,56,263,217,82.51,46,17.49,23056
24,1,167,165,98.8,2,1.2,24001
24,2,165,163,98.79,2,1.21,24002
24,3,231,225,97.4,6,2.6,24003
24,4,233,233,100.0,0,0.0,24004
24,5,173,173,100.0,0,0.0,24005
24,6,241,239,99.17,2,0.83,24006
24,7,179,174,97.21,5,2.79,24007
24,8,205,201,98.05,4,1.95,24008
24,9,216,210,97.22,6,2.78,24009
24,10,168,164,97.62,4,2.38,24010
24,11,119,116,97.48,3,2.52,24011
24,12,162,157,96.91,5,3.09,24012
24,13,159,156,98.11,3,1.89,24013
24,14,283,274,96.82,9,3.18,24014
24,15,173,170,98.27,3,1.73,24015
24,16,162,161,99.38,1,0.62,24016
24,17,190,186,97.89,4,2.11,24017
24,18,143,138,96.5,5,3.5,24018
24,19,168,162,96.43,6,3.57,24019
24,20,208,204,98.08,4,1.92,24020
24,21,124,121,97.58,3,2.42,24021
24,22,206,204,99.03,2,0.97,24022
24,23,172,172,100.0,0,0.0,24023
24,24,154,150,97.4,4,2.6,24024
24,25,211,207,98.1,4,1.9,24025
24,26,242,237,97.93,5,2.07,24026
24,27,144,132,91.67,12,8.33,24027
24,28,249,245,98.39,4,1.61,24028
24,29,232,227,97.84,5,2.16,24029
24,30,185,185,100.0,0,0.0,24030
24,31,185,181,97.84,4,2.16,24031
24,32,198,191,96.46,7,3.54,24032
24,33,150,147,98.0,3,2.0,24033
24,34,215,204,94.88,11,5.12,24034
24,35,260,254,97.69,6,2.31,24035
24,36,166,163,98.19,3,1.81,24036
24,37,221,211,95.48,10,4.52,24037
24,38,218,214,98.17,4,1.83,24038
24,39,200,196,98.0,4,2.0,24039
24,40,270,260,96.3,10,3.7,24040
24,41,192,187,97.4,5,2.6,24041
24,42,172,170,98.84,2,1.16,24042
24,43,259,249,96.14,10,3.86,24043
24,44,78,76,97.44,2,2.56,24044
24,45,174,174,100.0,0,0.0,24045
24,46,232,230,99.14,2,0.86,24046
24,47,163,160,98.16,3,1.84,24047
24,48,99,98,98.99,1,1.01,24048
24,49,336,328,97.62,8,2.38,24049
24,50,321,313,97.51,8,2.49,24050
24,51,288,278,96.53,10,3.47,24051
24,52,166,166,100.0,0,0.0,24052
24,53,226,220,97.35,6,2.65,24053
24,54,137,133,97.08,4,2.92,24054
24,55,93,88,94.62,5,5.38,24055
24,56,238,234,98.32,4,1.68,24056
24,57,218,204,93.58,14,6.42,24057
24,58,240,235,97.92,5,2.08,24058
24,59,102,101,99.02,1,0.98,24059
25,1,242,220,90.91,22,9.09,25001
25,2,318,304,95.6,14,4.4,25002
25,3,163,152,93.25,11,6.75,25003
25,4,286,254,88.81,32,11.19,25004
25,5,248,223,89.92,25,10.08,25005
25,6,176,164,93.18,12,6.82,25006
25,7,234,215,91.88,19,8.12,25007
25,8,265,253,95.47,12,4.53,25008
25,9,334,310,92.81,24,7.19,25009
25,10,156,149,95.51,7,4.49,25010
25,11,262,240,91.6,22,8.4,25011
25,12,222,211,95.05,11,4.95,25012
25,13,287,273,95.12,14,4.88,25013
25,14,178,157,88.2,21,11.8,25014
25,15,260,246,94.62,14,5.38,25015
25,16,173,150,86.71,23,13.29,25016
25,17,385,352,91.43,33,8.57,25017
25,18,257,234,91.05,23,8.95,25018
25,19,284,266,93.66,18,6.34,25019
25,20,304,290,95.39,14,4.61,25020
25,21,192,145,75.52,47,24.48,25021
25,22,139,127,91.37,12,8.63,25022
25,23,284,273,96.13,11,3.87,25023
25,24,293,283,96.59,10,3.41,25024
25,25,227,196,86.34,31,13.66,25025
25,26,197,170,86.29,27,13.71,25026
25,27,216,192,88.89,24,11.11,25027
25,28,323,272,84.21,51,15.79,25028
25,29,289,245,84.78,44,15.22,25029
25,30,240,227,94.58,13,5.42,25030
25,31,151,139,92.05,12,7.95,25031
26,1,131,119,90.84,12,9.16,26001
