ward,precinct,total,Gloria Chevere,Gloria Chevere Percent,precinct_id
31,38,17,17,100.0,31038
31,39,86,86,100.0,31039
31,40,100,100,100.0,31040
31,41,120,120,100.0,31041
31,42,147,147,100.0,31042
31,44,109,109,100.0,31044
31,46,117,117,100.0,31046
31,47,163,163,100.0,31047
31,48,114,114,100.0,31048
31,49,65,65,100.0,31049
31,50,137,137,100.0,31050
31,51,91,91,100.0,31051
32,1,220,220,100.0,32001
32,2,179,179,100.0,32002
32,3,166,166,100.0,32003
32,4,210,210,100.0,32004
32,5,140,140,100.0,32005
32,6,189,189,100.0,32006
32,9,81,81,100.0,32009
32,11,179,179,100.0,32011
32,12,155,155,100.0,32012
32,14,158,158,100.0,32014
32,15,106,106,100.0,32015
32,16,227,227,100.0,32016
32,17,218,218,100.0,32017
32,19,103,103,100.0,32019
32,20,172,172,100.0,32020
32,24,180,180,100.0,32024
32,26,161,161,100.0,32026
32,27,92,92,100.0,32027
32,28,152,152,100.0,32028
32,29,200,200,100.0,32029
32,30,188,188,100.0,32030
32,31,245,245,100.0,32031
32,33,119,119,100.0,32033
32,34,239,239,100.0,32034
32,35,235,235,100.0,32035
32,36,232,232,100.0,32036
32,40,239,239,100.0,32040
32,41,219,219,100.0,32041
32,42,288,288,100.0,32042
32,45,177,177,100.0,32045
32,46,68,68,100.0,32046
32,52,116,116,100.0,32052
33,1,263,263,100.0,33001
33,2,244,244,100.0,33002
33,3,251,251,100.0,33003
33,4,290,290,100.0,33004
33,6,311,311,100.0,33006
33,7,285,285,100.0,33007
33,8,218,218,100.0,33008
33,10,294,294,100.0,33010
33,11,254,254,100.0,33011
33,12,290,290,100.0,33012
33,13,256,256,100.0,33013
33,15,271,271,100.0,33015
33,16,241,241,100.0,33016
33,17,315,315,100.0,33017
33,19,295,295,100.0,33019
33,20,274,274,100.0,33020
33,21,289,289,100.0,33021
33,22,293,293,100.0,33022
33,23,265,265,100.0,33023
33,24,309,309,100.0,33024
33,25,321,321,100.0,33025
33,26,253,253,100.0,33026
33,27,229,229,100.0,33027
35,1,233,233,100.0,35001
35,2,199,199,100.0,35002
35,3,147,147,100.0,35003
35,4,236,236,100.0,35004
35,5,176,176,100.0,35005
35,6,187,187,100.0,35006
35,7,234,234,100.0,35007
35,8,214,214,100.0,35008
35,9,197,197,100.0,35009
35,10,218,218,100.0,35010
35,11,171,171,100.0,35011
35,12,217,217,100.0,35012
35,14,243,243,100.0,35014
35,15,187,187,100.0,35015
35,16,200,200,100.0,35016
35,17,209,209,100.0,35017
35,18,225,225,100.0,35018
35,19,177,177,100.0,35019
35,20,169,169,100.0,35020
35,21,175,175,100.0,35021
35,23,117,117,100.0,35023
35,24,142,142,100.0,35024
35,25,183,183,100.0,35025
35,26,233,233,100.0,35026
35,27,221,221,100.0,35027
35,28,216,216,100.0,35028
35,29,248,248,100.0,35029
35,30,259,259,100.0,35030
35,31,94,94,100.0,35031
35,32,128,128,100.0,35032
35,34,177,177,100.0,35034
35,35,204,204,100.0,35035
35,36,139,139,100.0,35036
37,1,164,164,100.0,37001
37,2,203,203,100.0,37002
37,3,171,171,100.0,37003
37,10,213,213,100.0,37010
37,12,159,159,100.0,37012
37,19,182,182,100.0,37019
37,22,151,151,100.0,37022
37,39,180,180,100.0,37039
37,42,135,135,100.0,37042
47,15,256,256,100.0,47015
47,21,225,225,100.0,47021
47,40,226,226,100.0,47040
