ward,precinct,total,Lisa Madigan,Lisa Madigan Percent,Stewart Umholtz,Stewart Umholtz Percent,precinct_id
39,10,222,193,86.94,14,6.31,39010
39,11,342,307,89.77,27,7.89,39011
39,12,247,218,88.26,16,6.48,39012
39,13,161,135,83.85,16,9.94,39013
39,14,288,257,89.24,17,5.9,39014
39,15,234,191,81.62,38,16.24,39015
39,16,208,182,87.5,20,9.62,39016
39,17,239,198,82.85,33,13.81,39017
39,18,287,234,81.53,34,11.85,39018
39,19,189,171,90.48,9,4.76,39019
39,20,247,176,71.26,64,25.91,39020
39,21,194,171,88.14,22,11.34,39021
39,22,257,227,88.33,22,8.56,39022
39,23,159,136,85.53,13,8.18,39023
39,24,266,241,90.6,18,6.77,39024
39,25,288,238,82.64,38,13.19,39025
39,26,305,225,73.77,68,22.3,39026
39,27,273,243,89.01,26,9.52,39027
39,28,296,256,86.49,34,11.49,39028
39,29,265,221,83.4,30,11.32,39029
39,30,171,157,91.81,10,5.85,39030
39,31,193,164,84.97,25,12.95,39031
39,32,242,223,92.15,13,5.37,39032
39,33,329,286,86.93,30,9.12,39033
39,34,328,277,84.45,33,10.06,39034
39,35,304,264,86.84,30,9.87,39035
39,36,310,282,90.97,19,6.13,39036
39,37,388,314,80.93,62,15.98,39037
39,38,316,256,81.01,49,15.51,39038
39,39,118,101,85.59,12,10.17,39039
39,40,194,164,84.54,28,14.43,39040
39,41,141,120,85.11,15,10.64,39041
39,42,253,211,83.4,36,14.23,39042
39,43,264,214,81.06,27,10.23,39043
39,44,354,311,87.85,25,7.06,39044
39,45,182,150,82.42,22,12.09,39045
39,46,222,203,91.44,13,5.86,39046
39,47,185,159,85.95,24,12.97,39047
40,1,170,143,84.12,21,12.35,40001
40,2,183,155,84.7,23,12.57,40002
40,3,276,248,89.86,12,4.35,40003
40,4,248,217,87.5,18,7.26,40004
40,5,283,243,85.87,22,7.77,40005
40,6,267,222,83.15,19,7.12,40006
40,7,261,220,84.29,17,6.51,40007
40,8,71,59,83.1,9,12.68,40008
40,9,164,139,84.76,19,11.59,40009
40,10,272,233,85.66,27,9.93,40010
40,11,224,203,90.63,9,4.02,40011
40,12,218,187,85.78,19,8.72,40012
40,13,284,254,89.44,17,5.99,40013
40,14,226,202,89.38,16,7.08,40014
40,15,236,216,91.53,16,6.78,40015
40,16,276,241,87.32,20,7.25,40016
40,17,132,114,86.36,13,9.85,40017
40,18,247,218,88.26,22,8.91,40018
40,19,214,188,87.85,21,9.81,40019
40,20,236,190,80.51,32,13.56,40020
40,21,243,218,89.71,15,6.17,40021
40,22,132,115,87.12,12,9.09,40022
40,23,315,278,88.25,20,6.35,40023
40,24,167,141,84.43,23,13.77,40024
40,25,195,169,86.67,22,11.28,40025
40,26,284,247,86.97,14,4.93,40026
40,27,212,188,88.68,15,7.08,40027
40,28,275,239,86.91,25,9.09,40028
40,29,279,243,87.1,29,10.39,40029
40,30,319,273,85.58,36,11.29,40030
40,31,233,186,79.83,39,16.74,40031
40,32,141,125,88.65,13,9.22,40032
40,33,244,219,89.75,11,4.51,40033
40,34,175,152,86.86,18,10.29,40034
40,35,266,232,87.22,23,8.65,40035
40,36,320,277,86.56,26,8.13,40036
40,37,202,174,86.14,18,8.91,40037
40,38,129,114,88.37,14,10.85,40038
40,39,217,190,87.56,20,9.22,40039
40,40,170,145,85.29,20,11.76,40040
40,41,328,288,87.8,19,5.79,40041
40,42,283,244,86.22,27,9.54,40042
40,43,278,236,84.89,20,7.19,40043
40,44,220,187,85.0,26,11.82,40044
40,45,405,341,84.2,49,12.1,40045
40,46,332,287,86.45,31,9.34,40046
40,47,265,226,85.28,17,6.42,40047
40,48,190,156,82.11,25,13.16,40048
40,49,158,135,85.44,19,12.03,40049
41,1,387,288,74.42,91,23.51,41001
41,2,412,324,78.64,82,19.9,41002
41,3,387,314,81.14,65,16.8,41003
41,4,404,302,74.75,95,23.51,41004
41,5,412,314,76.21,85,20.63,41005
41,6,322,250,77.64,60,18.63,41006
41,7,449,362,80.62,77,17.15,41007
41,8,379,289,76.25,80,21.11,41008
41,9,391,307,78.52,70,17.9,41009
41,10,302,233,77.15,64,21.19,41010
41,11,406,300,73.89,94,23.15,41011
41,12,366,305,83.33,54,14.75,41012
41,13,207,169,81.64,34,16.43,41013
41,14,374,310,82.89,57,15.24,41014
41,15,369,296,80.22,68,18.43,41015
41,16,403,302,74.94,84,20.84,41016
41,17,391,309,79.03,69,17.65,41017
41,18,359,260,72.42,87,24.23,41018
41,19,393,318,80.92,64,16.28,41019
41,20,446,363,81.39,73,16.37,41020
41,21,398,308,77.39,77,19.35,41021
41,22,340,258,75.88,66,19.41,41022
41,23,315,252,80.0,57,18.1,41023
41,24,357,276,77.31,74,20.73,41024
41,25,180,136,75.56,38,21.11,41025
41,26,187,139,74.33,44,23.53,41026
41,27,127,101,79.53,24,18.9,41027
41,28,290,207,71.38,74,25.52,41028
41,29,175,133,76.0,36,20.57,41029
41,30,407,314,77.15,80,19.66,41030
41,31,392,320,81.63,65,16.58,41031
41,32,271,202,74.54,65,23.99,41032
41,33,300,227,75.67,63,21.0,41033
41,34,292,223,76.37,64,21.92,41034
41,35,409,321,78.48,77,18.83,41035
41,36,432,330,76.39,97,22.45,41036
41,37,395,310,78.48,72,18.23,41037
41,38,377,289,76.66,75,19.89,41038
41,39,273,222,81.32,44,16.12,41039
41,40,410,329,80.24,76,18.54,41040
41,41,395,316,80.0,72,18.23,41041
41,42,442,352,79.64,81,18.33,41042
41,43,386,309,80.05,68,17.62,41043
41,44,350,269,76.86,71,20.29,41044
41,45,321,263,81.93,47,14.64,41045
41,46,282,219,77.66,52,18.44,41046
41,47,332,259,78.01,68,20.48,41047
41,48,227,180,79.3,43,18.94,41048
41,49,428,332,77.57,92,21.5,41049
41,50,361,281,77.84,68,18.84,41050
41,51,244,196,80.33,42,17.21,41051
41,52,464,337,72.63,113,24.35,41052
41,53,354,281,79.38,59,16.67,41053
41,54,289,237,82.01,46,15.92,41054
41,55,335,256,76.42,74,22.09,41055
41,56,438,344,78.54,79,18.04,41056
41,57,303,247,81.52,49,16.17,41057
42,1,446,380,85.2,56,12.56,42001
42,2,207,171,82.61,32,15.46,42002
42,3,325,243,74.77,65,20.0,42003
42,4,290,220,75.86,67,23.1,42004
42,5,305,252,82.62,35,11.48,42005
42,6,524,423,80.73,75,14.31,42006
42,7,314,246,78.34,64,20.38,42007
42,8,395,323,81.77,61,15.44,42008
42,9,537,394,73.37,108,20.11,42009
42,10,264,216,81.82,42,15.91,42010
42,11,365,284,77.81,72,19.73,42011
42,12,204,173,84.8,25,12.25,42012
42,13,503,395,78.53,90,17.89,42013
42,14,346,269,77.75,67,19.36,42014
42,15,340,269,79.12,61,17.94,42015
42,16,207,163,78.74,40,19.32,42016
42,17,367,289,78.75,66,17.98,42017
42,18,436,352,80.73,73,16.74,42018
42,19,143,106,74.13,30,20.98,42019
42,20,212,162,76.42,39,18.4,42020
42,21,201,158,78.61,32,15.92,42021
42,22,305,230,75.41,61,20.0,42022
42,23,396,310,78.28,81,20.45,42023
42,24,368,302,82.07,61,16.58,42024
42,25,306,244,79.74,54,17.65,42025
42,26,318,279,87.74,28,8.81,42026
42,27,355,282,79.44,59,16.62,42027
42,28,344,291,84.59,48,13.95,42028
42,29,404,295,73.02,103,25.5,42029
42,30,226,178,78.76,37,16.37,42030
42,31,227,174,76.65,49,21.59,42031
42,32,312,251,80.45,48,15.38,42032
42,33,384,324,84.38,48,12.5,42033
42,34,281,246,87.54,26,9.25,42034
42,35,243,202,83.13,37,15.23,42035
42,36,256,205,80.08,46,17.97,42036
42,37,306,242,79.08,59,19.28,42037
42,38,310,232,74.84,75,24.19,42038
42,39,189,150,79.37,35,18.52,42039
42,40,294,225,76.53,59,20.07,42040
42,41,292,224,76.71,60,20.55,42041
42,42,228,171,75.0,53,23.25,42042
42,43,316,257,81.33,54,17.09,42043
42,44,372,290,77.96,72,19.35,42044
42,45,310,263,84.84,39,12.58,42045
42,46,224,183,81.7,33,14.73,42046
42,47,209,175,83.73,28,13.4,42047
42,48,280,218,77.86,58,20.71,42048
42,49,127,79,62.2,47,37.01,42049
42,50,218,175,80.28,36,16.51,42050
42,51,285,233,81.75,47,16.49,42051
42,52,169,138,81.66,29,17.16,42052
42,53,283,231,81.63,43,15.19,42053
42,54,227,178,78.41,41,18.06,42054
42,55,350,262,74.86,76,21.71,42055
42,56,415,318,76.63,88,21.2,42056
42,57,241,191,79.25,35,14.52,42057
42,58,200,147,73.5,49,24.5,42058
42,59,411,332,80.78,71,17.27,42059
42,60,164,142,86.59,18,10.98,42060
42,61,227,175,77.09,50,22.03,42061
42,62,223,179,80.27,40,17.94,42062
42,63,312,267,85.58,41,13.14,42063
42,64,136,103,75.74,26,19.12,42064
42,65,306,245,80.07,51,16.67,42065
42,66,281,236,83.99,40,14.23,42066
42,67,418,328,78.47,74,17.7,42067
42,68,272,212,77.94,53,19.49,42068
42,69,303,240,79.21,43,14.19,42069
43,1,359,286,79.67,62,17.27,43001
43,2,329,253,76.9,63,19.15,43002
43,3,329,276,83.89,41,12.46,43003
43,4,382,309,80.89,62,16.23,43004
43,5,294,231,78.57,56,19.05,43005
43,6,261,216,82.76,33,12.64,43006
43,7,328,271,82.62,47,14.33,43007
43,8,397,329,82.87,54,13.6,43008
43,9,257,198,77.04,49,19.07,43009
43,10,318,254,79.87,59,18.55,43010
43,11,217,172,79.26,38,17.51,43011
43,12,363,303,83.47,52,14.33,43012
43,13,175,147,84.0,24,13.71,43013
43,14,280,230,82.14,39,13.93,43014
43,15,289,231,79.93,51,17.65,43015
43,16,297,241,81.14,49,16.5,43016
43,17,373,295,79.09,68,18.23,43017
43,18,379,303,79.95,68,17.94,43018
43,19,233,185,79.4,39,16.74,43019
43,20,328,260,79.27,51,15.55,43020
43,21,301,238,79.07,50,16.61,43021
43,22,245,186,75.92,47,19.18,43022
43,23,242,202,83.47,31,12.81,43023
43,24,343,268,78.13,65,18.95,43024
43,25,307,268,87.3,30,9.77,43025
43,26,260,210,80.77,45,17.31,43026
43,27,253,201,79.45,40,15.81,43027
43,28,409,303,74.08,94,22.98,43028
43,29,256,204,79.69,38,14.84,43029
43,30,224,177,79.02,41,18.3,43030
43,31,354,292,82.49,50,14.12,43031
43,32,315,259,82.22,43,13.65,43032
43,33,155,118,76.13,25,16.13,43033
43,34,168,137,81.55,24,14.29,43034
43,35,375,308,82.13,59,15.73,43035
43,36,273,223,81.68,45,16.48,43036
43,37,264,211,79.92,41,15.53,43037
43,38,239,198,82.85,35,14.64,43038
43,39,227,169,74.45,55,24.23,43039
43,40,126,92,73.02,27,21.43,43040
43,41,164,131,79.88,23,14.02,43041
43,42,307,262,85.34,45,14.66,43042
43,43,245,196,80.0,44,17.96,43043
43,44,338,268,79.29,53,15.68,43044
43,45,106,87,82.08,16,15.09,43045
43,46,423,329,77.78,93,21.99,43046
43,47,261,214,81.99,44,16.86,43047
43,48,333,262,78.68,47,14.11,43048
43,49,286,235,82.17,40,13.99,43049
43,50,222,178,80.18,38,17.12,43050
43,51,311,257,82.64,41,13.18,43051
43,52,299,235,78.6,55,18.39,43052
43,53,341,270,79.18,51,14.96,43053
43,54,242,196,80.99,40,16.53,43054
43,55,255,231,90.59,16,6.27,43055
43,56,165,128,77.58,28,16.97,43056
43,57,266,213,80.08,43,16.17,43057
43,58,255,213,83.53,33,12.94,43058
43,59,285,237,83.16,39,13.68,43059
44,1,267,234,87.64,25,9.36,44001
44,2,241,205,85.06,23,9.54,44002
44,3,350,315,90.0,30,8.57,44003
44,4,345,300,86.96,34,9.86,44004
44,5,354,304,85.88,31,8.76,44005
44,6,331,282,85.2,37,11.18,44006
44,7,343,290,84.55,44,12.83,44007
44,8,150,125,83.33,20,13.33,44008
44,9,252,189,75.0,48,19.05,44009
44,10,241,195,80.91,33,13.69,44010
44,11,295,240,81.36,42,14.24,44011
44,12,248,215,86.69,31,12.5,44012
44,13,230,191,83.04,34,14.78,44013
44,14,283,225,79.51,46,16.25,44014
44,15,388,336,86.6,43,11.08,44015
44,16,340,287,84.41,43,12.65,44016
44,17,339,290,85.55,32,9.44,44017
44,18,235,194,82.55,30,12.77,44018
44,19,193,164,84.97,22,11.4,44019
44,20,300,242,80.67,38,12.67,44020
44,21,348,303,87.07,32,9.2,44021
44,22,393,343,87.28,35,8.91,44022
44,23,276,230,83.33,34,12.32,44023
44,24,218,190,87.16,23,10.55,44024
44,25,346,293,84.68,39,11.27,44025
44,26,249,213,85.54,21,8.43,44026
44,27,357,302,84.59,39,10.92,44027
44,28,240,198,82.5,30,12.5,44028
44,29,336,278,82.74,47,13.99,44029
44,30,253,227,89.72,15,5.93,44030
44,31,340,283,83.24,46,13.53,44031
44,32,244,210,86.07,27,11.07,44032
44,33,362,330,91.16,20,5.52,44033
44,34,226,192,84.96,25,11.06,44034
44,35,266,229,86.09,28,10.53,44035
44,36,322,260,80.75,44,13.66,44036
44,37,402,342,85.07,44,10.95,44037
44,38,298,237,79.53,47,15.77,44038
44,39,365,297,81.37,57,15.62,44039
44,40,353,278,78.75,58,16.43,44040
44,41,273,227,83.15,38,13.92,44041
44,42,404,347,85.89,39,9.65,44042
44,43,373,304,81.5,54,14.48,44043
44,44,344,289,84.01,46,13.37,44044
44,45,359,317,88.3,26,7.24,44045
44,46,232,206,88.79,17,7.33,44046
44,47,412,346,83.98,53,12.86,44047
44,48,252,209,82.94,34,13.49,44048
44,49,496,430,86.69,52,10.48,44049
44,50,301,251,83.39,35,11.63,44050
44,51,264,208,78.79,48,18.18,44051
45,1,232,201,86.64,24,10.34,45001
45,2,318,268,84.28,42,13.21,45002
45,3,350,304,86.86,39,11.14,45003
45,4,384,277,72.14,93,24.22,45004
45,5,344,257,74.71,76,22.09,45005
45,6,298,254,85.23,36,12.08,45006
45,7,243,201,82.72,29,11.93,45007
45,8,233,201,86.27,31,13.3,45008
45,9,329,267,81.16,51,15.5,45009
45,10,356,296,83.15,45,12.64,45010
45,11,289,234,80.97,43,14.88,45011
45,12,326,272,83.44,41,12.58,45012
45,13,324,284,87.65,30,9.26,45013
45,14,342,286,83.63,43,12.57,45014
45,15,307,248,80.78,55,17.92,45015
45,16,302,264,87.42,24,7.95,45016
45,17,265,221,83.4,35,13.21,45017
45,18,279,250,89.61,15,5.38,45018
45,19,316,272,86.08,31,9.81,45019
45,20,279,230,82.44,43,15.41,45020
45,21,291,246,84.54,39,13.4,45021
45,22,278,222,79.86,43,15.47,45022
45,23,303,247,81.52,50,16.5,45023
45,24,390,318,81.54,58,14.87,45024
45,25,293,255,87.03,34,11.6,45025
45,26,309,257,83.17,39,12.62,45026
45,27,274,224,81.75,41,14.96,45027
45,28,245,216,88.16,21,8.57,45028
45,29,288,252,87.5,28,9.72,45029
45,30,304,236,77.63,55,18.09,45030
45,31,279,239,85.66,30,10.75,45031
45,32,192,160,83.33,27,14.06,45032
45,33,286,229,80.07,44,15.38,45033
45,34,223,185,82.96,29,13.0,45034
45,35,304,250,82.24,41,13.49,45035
45,36,285,230,80.7,46,16.14,45036
45,37,298,255,85.57,33,11.07,45037
45,38,321,273,85.05,36,11.21,45038
45,39,332,264,79.52,47,14.16,45039
45,40,316,268,84.81,33,10.44,45040
45,41,197,162,82.23,23,11.68,45041
45,42,271,238,87.82,25,9.23,45042
45,43,261,230,88.12,26,9.96,45043
45,44,307,255,83.06,40,13.03,45044
45,45,251,212,84.46,34,13.55,45045
45,46,284,243,85.56,36,12.68,45046
45,47,314,260,82.8,38,12.1,45047
45,48,284,241,84.86,28,9.86,45048
45,49,312,261,83.65,41,13.14,45049
45,50,273,210,76.92,54,19.78,45050
45,51,284,230,80.99,46,16.2,45051
45,52,308,259,84.09,39,12.66,45052
45,53,220,182,82.73,34,15.45,45053
46,1,505,443,87.72,50,9.9,46001
46,2,368,327,88.86,19,5.16,46002
46,3,348,314,90.23,14,4.02,46003
46,4,299,267,89.3,21,7.02,46004
46,5,227,197,86.78,21,9.25,46005
46,6,330,303,91.82,17,5.15,46006
46,7,227,187,82.38,23,10.13,46007
46,8,348,301,86.49,32,9.2,46008
46,9,318,271,85.22,30,9.43,46009
46,10,264,235,89.02,18,6.82,46010
46,11,368,308,83.7,41,11.14,46011
46,12,288,255,88.54,15,5.21,46012
46,13,300,228,76.0,61,20.33,46013
46,14,261,223,85.44,11,4.21,46014
46,15,342,292,85.38,34,9.94,46015
46,16,301,255,84.72,25,8.31,46016
46,17,437,382,87.41,44,10.07,46017
46,18,361,305,84.49,44,12.19,46018
46,19,345,302,87.54,21,6.09,46019
46,20,257,230,89.49,17,6.61,46020
46,21,125,105,84.0,13,10.4,46021
46,22,254,192,75.59,48,18.9,46022
46,23,194,185,95.36,5,2.58,46023
46,24,280,227,81.07,39,13.93,46024
46,25,364,283,77.75,67,18.41,46025
46,26,310,257,82.9,24,7.74,46026
46,27,322,258,80.12,40,12.42,46027
46,28,384,325,84.64,46,11.98,46028
46,29,306,269,87.91,28,9.15,46029
46,30,343,294,85.71,42,12.24,46030
46,31,362,320,88.4,30,8.29,46031
46,32,259,189,72.97,34,13.13,46032
46,33,397,339,85.39,44,11.08,46033
46,34,348,303,87.07,30,8.62,46034
46,35,354,301,85.03,38,10.73,46035
46,36,334,284,85.03,34,10.18,46036
46,37,240,199,82.92,27,11.25,46037
46,38,244,210,86.07,23,9.43,46038
46,39,353,306,86.69,37,10.48,46039
46,40,231,201,87.01,20,8.66,46040
46,41,274,241,87.96,19,6.93,46041
46,42,306,260,84.97,31,10.13,46042
46,43,391,343,87.72,33,8.44,46043
46,44,216,191,88.43,14,6.48,46044
46,45,349,306,87.68,31,8.88,46045
46,46,264,230,87.12,23,8.71,46046
46,47,125,104,83.2,13,10.4,46047
47,1,375,325,86.67,25,6.67,47001
47,2,254,223,87.8,22,8.66,47002
47,3,257,215,83.66,28,10.89,47003
47,4,341,307,90.03,28,8.21,47004
47,5,341,286,83.87,34,9.97,47005
47,6,367,328,89.37,23,6.27,47006
47,7,328,289,88.11,27,8.23,47007
47,8,393,349,88.8,36,9.16,47008
47,9,231,196,84.85,26,11.26,47009
47,10,248,213,85.89,16,6.45,47010
47,11,502,457,91.04,17,3.39,47011
47,12,300,262,87.33,18,6.0,47012
47,13,449,409,91.09,24,5.35,47013
47,14,245,205,83.67,25,10.2,47014
47,15,344,310,90.12,13,3.78,47015
47,16,304,270,88.82,23,7.57,47016
47,17,300,271,90.33,20,6.67,47017
47,18,345,297,86.09,22,6.38,47018
47,19,351,308,87.75,25,7.12,47019
47,20,312,264,84.62,31,9.94,47020
47,21,357,308,86.27,31,8.68,47021
47,22,319,284,89.03,18,5.64,47022
47,23,173,151,87.28,12,6.94,47023
47,24,355,294,82.82,49,13.8,47024
47,25,341,290,85.04,33,9.68,47025
47,26,462,411,88.96,31,6.71,47026
47,27,305,255,83.61,35,11.48,47027
47,28,398,347,87.19,30,7.54,47028
47,29,312,256,82.05,38,12.18,47029
47,30,368,326,88.59,28,7.61,47030
47,31,307,269,87.62,19,6.19,47031
47,32,343,310,90.38,13,3.79,47032
47,33,329,292,88.75,18,5.47,47033
47,34,385,336,87.27,22,5.71,47034
47,35,480,418,87.08,41,8.54,47035
47,36,438,372,84.93,39,8.9,47036
47,37,432,374,86.57,44,10.19,47037
47,38,355,309,87.04,32,9.01,47038
47,39,327,279,85.32,32,9.79,47039
47,40,336,284,84.52,27,8.04,47040
47,41,489,432,88.34,32,6.54,47041
47,42,281,247,87.9,13,4.63,47042
47,43,224,187,83.48,29,12.95,47043
47,44,419,345,82.34,62,14.8,47044
47,45,326,266,81.6,29,8.9,47045
47,46,253,219,86.56,26,10.28,47046
47,47,287,249,86.76,24,8.36,47047
47,48,62,58,93.55,2,3.23,47048
47,49,216,182,84.26,23,10.65,47049
47,50,265,219,82.64,34,12.83,47050
47,51,207,177,85.51,17,8.21,47051
47,52,95,87,91.58,6,6.32,47052
48,1,326,284,87.12,30,9.2,48001
48,2,272,218,80.15,32,11.76,48002
48,3,392,335,85.46,38,9.69,48003
48,4,402,320,79.6,63,15.67,48004
48,5,295,250,84.75,31,10.51,48005
48,6,333,282,84.68,39,11.71,48006
48,7,251,213,84.86,16,6.37,48007
48,8,228,196,85.96,25,10.96,48008
48,9,306,256,83.66,36,11.76,48009
48,10,190,171,90.0,8,4.21,48010
48,11,393,346,88.04,22,5.6,48011
48,12,288,261,90.63,18,6.25,48012
48,13,271,224,82.66,34,12.55,48013
48,14,350,275,78.57,65,18.57,48014
48,15,157,139,88.54,8,5.1,48015
48,16,280,245,87.5,24,8.57,48016
48,17,284,240,84.51,31,10.92,48017
48,18,255,225,88.24,17,6.67,48018
48,19,254,225,88.58,19,7.48,48019
48,20,149,133,89.26,11,7.38,48020
48,21,149,130,87.25,10,6.71,48021
48,22,399,349,87.47,38,9.52,48022
48,23,336,294,87.5,27,8.04,48023
48,24,383,345,90.08,20,5.22,48024
48,25,290,253,87.24,24,8.28,48025
48,26,338,287,84.91,31,9.17,48026
48,27,203,172,84.73,23,11.33,48027
48,28,266,232,87.22,16,6.02,48028
48,29,220,199,90.45,15,6.82,48029
48,30,279,240,86.02,21,7.53,48030
48,31,245,218,88.98,19,7.76,48031
48,32,269,233,86.62,13,4.83,48032
48,33,262,235,89.69,20,7.63,48033
48,34,204,177,86.76,22,10.78,48034
48,35,228,191,83.77,26,11.4,48035
48,36,267,242,90.64,17,6.37,48036
48,37,228,203,89.04,14,6.14,48037
48,38,369,325,88.08,21,5.69,48038
48,39,242,211,87.19,18,7.44,48039
48,40,209,184,88.04,15,7.18,48040
48,41,197,169,85.79,18,9.14,48041
48,42,235,210,89.36,6,2.55,48042
48,43,391,353,90.28,18,4.6,48043
48,44,302,280,92.72,16,5.3,48044
48,45,221,201,90.95,12,5.43,48045
48,46,224,189,84.38,19,8.48,48046
48,47,237,215,90.72,9,3.8,48047
48,48,256,220,85.94,21,8.2,48048
48,49,159,142,89.31,8,5.03,48049
48,50,338,307,90.83,12,3.55,48050
48,51,399,355,88.97,25,6.27,48051
48,52,220,191,86.82,15,6.82,48052
48,53,214,173,80.84,27,12.62,48053
48,54,198,179,90.4,12,6.06,48054
48,55,172,130,75.58,25,14.53,48055
48,56,176,160,90.91,8,4.55,48056
49,1,232,225,96.98,2,0.86,49001
49,2,391,340,86.96,31,7.93,49002
49,3,191,161,84.29,12,6.28,49003
49,4,150,137,91.33,9,6.0,49004
49,5,278,250,89.93,14,5.04,49005
49,6,273,242,88.64,16,5.86,49006
49,7,240,202,84.17,21,8.75,49007
49,8,272,244,89.71,14,5.15,49008
49,9,228,198,86.84,10,4.39,49009
49,10,227,195,85.9,25,11.01,49010
49,11,226,200,88.5,17,7.52,49011
49,12,284,260,91.55,11,3.87,49012
49,13,346,300,86.71,31,8.96,49013
49,14,274,234,85.4,19,6.93,49014
49,15,180,159,88.33,15,8.33,49015
49,16,240,203,84.58,19,7.92,49016
49,17,36,30,83.33,3,8.33,49017
49,18,185,156,84.32,20,10.81,49018
49,19,188,174,92.55,8,4.26,49019
49,20,308,278,90.26,19,6.17,49020
49,21,120,93,77.5,18,15.0,49021
49,22,251,215,85.66,16,6.37,49022
49,23,221,199,90.05,6,2.71,49023
49,24,300,275,91.67,9,3.0,49024
49,25,300,248,82.67,25,8.33,49025
49,26,277,209,75.45,57,20.58,49026
49,27,306,270,88.24,16,5.23,49027
49,28,229,209,91.27,7,3.06,49028
49,29,290,249,85.86,25,8.62,49029
49,30,273,241,88.28,18,6.59,49030
49,31,198,170,85.86,7,3.54,49031
49,32,213,179,84.04,11,5.16,49032
49,33,214,189,88.32,13,6.07,49033
49,34,272,239,87.87,19,6.99,49034
49,35,355,312,87.89,26,7.32,49035
49,36,358,317,88.55,14,3.91,49036
49,37,320,287,89.69,17,5.31,49037
49,38,198,183,92.42,7,3.54,49038
49,39,216,193,89.35,11,5.09,49039
49,40,217,193,88.94,17,7.83,49040
49,41,241,220,91.29,15,6.22,49041
49,42,264,235,89.02,10,3.79,49042
50,1,324,271,83.64,46,14.2,50001
50,2,321,274,85.36,38,11.84,50002
50,3,283,242,85.51,26,9.19,50003
50,4,296,267,90.2,24,8.11,50004
50,5,321,266,82.87,44,13.71,50005
50,6,254,224,88.19,17,6.69,50006
50,7,322,280,86.96,29,9.01,50007
50,8,201,176,87.56,17,8.46,50008
50,9,228,204,89.47,17,7.46,50009
50,10,187,163,87.17,16,8.56,50010
50,11,295,247,83.73,39,13.22,50011
50,12,204,169,82.84,31,15.2,50012
50,13,315,275,87.3,29,9.21,50013
50,14,153,134,87.58,15,9.8,50014
50,15,317,278,87.7,24,7.57,50015
50,16,167,146,87.43,18,10.78,50016
50,17,229,197,86.03,23,10.04,50017
50,18,271,247,91.14,19,7.01,50018
50,19,233,199,85.41,28,12.02,50019
50,20,260,216,83.08,37,14.23,50020
50,21,321,278,86.6,29,9.03,50021
50,22,271,226,83.39,29,10.7,50022
50,23,191,162,84.82,22,11.52,50023
50,24,274,234,85.4,31,11.31,50024
50,25,269,240,89.22,27,10.04,50025
50,26,208,187,89.9,18,8.65,50026
50,27,117,98,83.76,13,11.11,50027
50,28,310,256,82.58,47,15.16,50028
50,29,296,261,88.18,23,7.77,50029
50,30,268,230,85.82,31,11.57,50030
50,31,107,94,87.85,12,11.21,50031
50,32,241,204,84.65,23,9.54,50032
50,33,215,181,84.19,29,13.49,50033
50,34,234,204,87.18,20,8.55,50034
50,35,360,326,90.56,24,6.67,50035
50,36,317,245,77.29,48,15.14,50036
50,37,323,287,88.85,22,6.81,50037
50,38,197,181,91.88,14,7.11,50038
50,39,243,209,86.01,27,11.11,50039
50,40,313,267,85.3,40,12.78,50040
50,41,348,283,81.32,46,13.22,50041
50,42,265,240,90.57,14,5.28,50042
50,43,251,225,89.64,20,7.97,50043
50,44,220,191,86.82,27,12.27,50044
50,45,137,121,88.32,14,10.22,50045
