ward,precinct,total,Lisa Madigan,Lisa Madigan Percent,Stewart Umholtz,Stewart Umholtz Percent,precinct_id
3,46,103,99,96.12,1,0.97,03046
3,47,148,146,98.65,1,0.68,03047
3,48,166,163,98.19,0,0.0,03048
3,49,69,68,98.55,0,0.0,03049
3,50,202,193,95.54,2,0.99,03050
3,51,85,77,90.59,6,7.06,03051
3,52,92,90,97.83,2,2.17,03052
3,53,203,180,88.67,12,5.91,03053
3,54,496,419,84.48,48,9.68,03054
4,1,249,217,87.15,10,4.02,04001
4,2,325,315,96.92,3,0.92,04002
4,3,382,365,95.55,4,1.05,04003
4,4,354,340,96.05,1,0.28,04004
4,5,321,310,96.57,3,0.93,04005
4,6,132,125,94.7,0,0.0,04006
4,7,282,269,95.39,4,1.42,04007
4,8,309,302,97.73,0,0.0,04008
4,9,550,524,95.27,10,1.82,04009
4,10,291,282,96.91,2,0.69,04010
4,11,292,282,96.58,4,1.37,04011
4,12,166,157,94.58,2,1.2,04012
4,13,244,225,92.21,5,2.05,04013
4,14,242,233,96.28,1,0.41,04014
4,15,187,173,92.51,3,1.6,04015
4,16,354,346,97.74,2,0.56,04016
4,17,301,270,89.7,21,6.98,04017
4,18,310,293,94.52,7,2.26,04018
4,19,319,312,97.81,3,0.94,04019
4,20,99,95,95.96,1,1.01,04020
4,21,375,344,91.73,12,3.2,04021
4,22,409,385,94.13,9,2.2,04022
4,23,215,197,91.63,6,2.79,04023
4,24,320,299,93.44,11,3.44,04024
4,25,308,301,97.73,1,0.32,04025
4,26,322,311,96.58,2,0.62,04026
4,27,253,242,95.65,0,0.0,04027
4,28,220,198,90.0,13,5.91,04028
4,29,276,261,94.57,8,2.9,04029
4,30,73,70,95.89,1,1.37,04030
4,31,133,128,96.24,1,0.75,04031
4,32,366,331,90.44,13,3.55,04032
4,33,188,177,94.15,3,1.6,04033
4,34,272,244,89.71,15,5.51,04034
4,35,213,197,92.49,7,3.29,04035
4,36,176,168,95.45,3,1.7,04036
4,37,118,113,95.76,0,0.0,04037
4,38,434,410,94.47,11,2.53,04038
4,39,175,166,94.86,1,0.57,04039
4,40,272,248,91.18,12,4.41,04040
4,41,170,149,87.65,8,4.71,04041
4,42,334,324,97.01,5,1.5,04042
4,43,231,215,93.07,6,2.6,04043
4,44,227,198,87.22,13,5.73,04044
4,45,478,450,94.14,12,2.51,04045
4,46,247,229,92.71,4,1.62,04046
4,47,421,387,91.92,8,1.9,04047
4,48,404,374,92.57,16,3.96,04048
4,49,218,213,97.71,3,1.38,04049
4,50,256,246,96.09,3,1.17,04050
4,51,321,303,94.39,6,1.87,04051
4,52,352,344,97.73,4,1.14,04052
4,53,261,252,96.55,5,1.92,04053
4,54,164,152,92.68,2,1.22,04054
4,55,220,189,85.91,12,5.45,04055
5,1,310,293,94.52,1,0.32,05001
5,2,248,237,95.56,6,2.42,05002
5,3,168,155,92.26,3,1.79,05003
5,4,189,181,95.77,1,0.53,05004
5,5,249,241,96.79,3,1.2,05005
5,6,312,302,96.79,4,1.28,05006
5,7,293,280,95.56,1,0.34,05007
5,8,424,381,89.86,18,4.25,05008
5,9,257,250,97.28,2,0.78,05009
5,10,282,272,96.45,2,0.71,05010
5,11,310,281,90.65,15,4.84,05011
5,12,206,194,94.17,3,1.46,05012
5,13,253,238,94.07,6,2.37,05013
5,14,377,348,92.31,10,2.65,05014
5,15,274,248,90.51,9,3.28,05015
5,16,239,228,95.4,4,1.67,05016
5,17,322,317,98.45,2,0.62,05017
5,18,302,292,96.69,1,0.33,05018
5,19,142,138,97.18,2,1.41,05019
5,20,137,135,98.54,0,0.0,05020
5,21,310,298,96.13,5,1.61,05021
5,22,276,272,98.55,0,0.0,05022
5,23,228,216,94.74,4,1.75,05023
5,24,257,247,96.11,6,2.33,05024
5,25,283,272,96.11,4,1.41,05025
5,26,302,290,96.03,4,1.32,05026
5,27,418,361,86.36,27,6.46,05027
5,28,299,280,93.65,8,2.68,05028
5,29,299,282,94.31,4,1.34,05029
5,30,299,256,85.62,26,8.7,05030
5,31,227,219,96.48,3,1.32,05031
5,32,408,394,96.57,8,1.96,05032
5,33,197,189,95.94,3,1.52,05033
5,34,281,263,93.59,4,1.42,05034
5,35,244,217,88.93,13,5.33,05035
5,36,169,162,95.86,2,1.18,05036
5,37,239,227,94.98,4,1.67,05037
5,38,300,277,92.33,11,3.67,05038
5,39,372,338,90.86,15,4.03,05039
5,40,274,262,95.62,2,0.73,05040
5,41,267,239,89.51,15,5.62,05041
5,42,285,271,95.09,3,1.05,05042
5,43,298,287,96.31,4,1.34,05043
5,44,351,333,94.87,5,1.42,05044
5,45,164,161,98.17,0,0.0,05045
5,46,307,277,90.23,12,3.91,05046
5,47,215,209,97.21,0,0.0,05047
5,48,165,147,89.09,7,4.24,05048
5,49,60,60,100.0,0,0.0,05049
5,50,238,225,94.54,3,1.26,05050
5,51,190,185,97.37,2,1.05,05051
5,52,55,51,92.73,2,3.64,05052
5,53,304,284,93.42,5,1.64,05053
5,54,377,367,97.35,0,0.0,05054
5,55,249,243,97.59,1,0.4,05055
6,1,331,326,98.49,3,0.91,06001
6,2,333,323,97.0,4,1.2,06002
6,3,332,323,97.29,3,0.9,06003
6,4,186,175,94.09,4,2.15,06004
6,5,168,163,97.02,2,1.19,06005
6,6,247,245,99.19,2,0.81,06006
6,7,302,295,97.68,3,0.99,06007
6,8,328,319,97.26,3,0.91,06008
6,9,289,279,96.54,5,1.73,06009
6,10,386,376,97.41,1,0.26,06010
6,11,269,262,97.4,3,1.12,06011
6,12,254,243,95.67,4,1.57,06012
6,13,267,257,96.25,3,1.12,06013
6,14,307,301,98.05,0,0.0,06014
6,15,203,196,96.55,3,1.48,06015
6,16,333,323,97.0,1,0.3,06016
6,17,334,321,96.11,1,0.3,06017
6,18,168,164,97.62,1,0.6,06018
6,19,344,336,97.67,3,0.87,06019
6,20,261,250,95.79,2,0.77,06020
6,21,275,266,96.73,3,1.09,06021
6,22,267,258,96.63,1,0.37,06022
6,23,251,242,96.41,2,0.8,06023
6,24,298,290,97.32,3,1.01,06024
6,25,211,208,98.58,0,0.0,06025
6,26,311,305,98.07,1,0.32,06026
6,27,381,375,98.43,4,1.05,06027
6,28,477,457,95.81,3,0.63,06028
6,29,330,322,97.58,1,0.3,06029
6,30,218,213,97.71,1,0.46,06030
6,31,333,321,96.4,2,0.6,06031
6,32,307,299,97.39,2,0.65,06032
6,33,359,351,97.77,1,0.28,06033
6,34,275,265,96.36,4,1.45,06034
6,35,269,261,97.03,1,0.37,06035
6,36,166,161,96.99,1,0.6,06036
6,37,353,342,96.88,1,0.28,06037
6,38,305,297,97.38,3,0.98,06038
6,39,269,260,96.65,1,0.37,06039
6,40,178,173,97.19,2,1.12,06040
6,41,310,304,98.06,2,0.65,06041
6,42,157,151,96.18,0,0.0,06042
6,43,331,315,95.17,4,1.21,06043
6,44,281,270,96.09,3,1.07,06044
6,45,224,218,97.32,2,0.89,06045
6,46,282,276,97.87,3,1.06,06046
6,47,354,340,96.05,7,1.98,06047
6,48,277,271,97.83,2,0.72,06048
6,49,296,290,97.97,2,0.68,06049
6,50,315,299,94.92,4,1.27,06050
6,51,212,210,99.06,1,0.47,06051
6,52,202,196,97.03,1,0.5,06052
6,53,261,248,95.02,2,0.77,06053
6,54,273,266,97.44,2,0.73,06054
6,55,275,265,96.36,1,0.36,06055
6,56,221,209,94.57,3,1.36,06056
6,57,188,182,96.81,2,1.06,06057
6,58,312,306,98.08,2,0.64,06058
6,59,272,266,97.79,1,0.37,06059
6,60,205,196,95.61,1,0.49,06060
6,61,189,183,96.83,4,2.12,06061
6,62,276,254,92.03,9,3.26,06062
6,63,256,247,96.48,4,1.56,06063
6,64,338,325,96.15,5,1.48,06064
7,1,310,304,98.06,1,0.32,07001
7,2,326,313,96.01,5,1.53,07002
7,3,172,166,96.51,1,0.58,07003
7,4,230,224,97.39,3,1.3,07004
7,5,227,219,96.48,4,1.76,07005
7,6,225,220,97.78,2,0.89,07006
7,7,169,167,98.82,0,0.0,07007
7,8,108,103,95.37,2,1.85,07008
7,9,246,232,94.31,6,2.44,07009
7,10,182,172,94.51,7,3.85,07010
7,11,281,273,97.15,3,1.07,07011
7,12,191,181,94.76,3,1.57,07012
7,13,174,167,95.98,3,1.72,07013
7,14,281,270,96.09,5,1.78,07014
7,15,150,142,94.67,3,2.0,07015
7,16,198,192,96.97,1,0.51,07016
7,17,165,158,95.76,3,1.82,07017
7,18,182,174,95.6,4,2.2,07018
7,19,361,347,96.12,4,1.11,07019
7,20,143,137,95.8,3,2.1,07020
7,21,256,244,95.31,2,0.78,07021
7,22,183,176,96.17,2,1.09,07022
7,23,163,158,96.93,0,0.0,07023
7,24,239,230,96.23,1,0.42,07024
7,25,316,306,96.84,2,0.63,07025
7,26,330,316,95.76,2,0.61,07026
7,27,363,345,95.04,4,1.1,07027
7,28,256,248,96.88,0,0.0,07028
7,29,152,144,94.74,1,0.66,07029
7,30,286,279,97.55,1,0.35,07030
7,31,248,237,95.56,0,0.0,07031
7,32,232,221,95.26,5,2.16,07032
7,33,210,204,97.14,1,0.48,07033
7,34,234,226,96.58,2,0.85,07034
7,35,169,151,89.35,5,2.96,07035
7,36,309,298,96.44,1,0.32,07036
7,37,116,111,95.69,3,2.59,07037
7,38,199,194,97.49,3,1.51,07038
7,39,217,211,97.24,1,0.46,07039
7,40,344,327,95.06,5,1.45,07040
7,41,193,187,96.89,0,0.0,07041
7,42,380,372,97.89,1,0.26,07042
7,43,260,249,95.77,2,0.77,07043
7,44,353,339,96.03,7,1.98,07044
7,45,356,342,96.07,4,1.12,07045
7,46,122,118,96.72,2,1.64,07046
7,47,227,218,96.04,3,1.32,07047
7,48,108,104,96.3,2,1.85,07048
7,49,149,146,97.99,0,0.0,07049
7,50,167,159,95.21,1,0.6,07050
7,51,215,209,97.21,1,0.47,07051
7,52,218,210,96.33,2,0.92,07052
7,53,219,214,97.72,0,0.0,07053
7,54,119,117,98.32,1,0.84,07054
7,55,221,204,92.31,3,1.36,07055
7,56,211,202,95.73,2,0.95,07056
7,57,199,192,96.48,2,1.01,07057
7,58,335,321,95.82,7,2.09,07058
7,59,154,146,94.81,5,3.25,07059
7,60,172,166,96.51,1,0.58,07060
7,61,233,228,97.85,3,1.29,07061
7,62,233,228,97.85,1,0.43,07062
7,63,237,207,87.34,8,3.38,07063
7,64,200,187,93.5,7,3.5,07064
7,65,257,248,96.5,4,1.56,07065
8,1,319,311,97.49,2,0.63,08001
8,2,153,146,95.42,0,0.0,08002
8,3,356,351,98.6,1,0.28,08003
8,4,282,280,99.29,1,0.35,08004
8,5,332,317,95.48,4,1.2,08005
8,6,307,299,97.39,3,0.98,08006
8,7,226,221,97.79,0,0.0,08007
8,8,332,321,96.69,1,0.3,08008
8,9,348,333,95.69,5,1.44,08009
8,10,386,378,97.93,3,0.78,08010
8,11,264,256,96.97,3,1.14,08011
8,12,257,252,98.05,3,1.17,08012
8,13,239,236,98.74,0,0.0,08013
8,14,223,213,95.52,4,1.79,08014
8,15,240,230,95.83,3,1.25,08015
8,16,297,287,96.63,5,1.68,08016
8,17,266,259,97.37,2,0.75,08017
8,18,198,193,97.47,2,1.01,08018
8,19,351,340,96.87,5,1.42,08019
8,20,207,198,95.65,1,0.48,08020
8,21,238,227,95.38,6,2.52,08021
8,22,244,239,97.95,1,0.41,08022
8,23,253,247,97.63,3,1.19,08023
8,24,318,308,96.86,2,0.63,08024
8,25,292,288,98.63,1,0.34,08025
8,26,194,189,97.42,1,0.52,08026
8,27,329,318,96.66,2,0.61,08027
8,28,229,223,97.38,3,1.31,08028
8,29,316,310,98.1,2,0.63,08029
8,30,248,239,96.37,2,0.81,08030
8,31,222,217,97.75,0,0.0,08031
8,32,420,409,97.38,5,1.19,08032
8,33,255,247,96.86,1,0.39,08033
8,34,365,354,96.99,5,1.37,08034
8,35,343,331,96.5,5,1.46,08035
8,36,281,273,97.15,2,0.71,08036
8,37,295,279,94.58,3,1.02,08037
8,38,267,261,97.75,1,0.37,08038
8,39,314,302,96.18,2,0.64,08039
8,40,273,265,97.07,0,0.0,08040
8,41,237,228,96.2,0,0.0,08041
8,42,291,282,96.91,2,0.69,08042
8,43,235,228,97.02,2,0.85,08043
8,44,218,212,97.25,1,0.46,08044
8,45,213,208,97.65,2,0.94,08045
8,46,236,230,97.46,0,0.0,08046
8,47,282,275,97.52,1,0.35,08047
8,48,225,218,96.89,1,0.44,08048
8,49,336,329,97.92,0,0.0,08049
8,50,303,291,96.04,4,1.32,08050
8,51,334,322,96.41,1,0.3,08051
8,52,287,277,96.52,2,0.7,08052
8,53,342,328,95.91,9,2.63,08053
8,54,301,296,98.34,3,1.0,08054
8,55,259,247,95.37,4,1.54,08055
8,56,311,302,97.11,2,0.64,08056
8,57,258,250,96.9,1,0.39,08057
8,58,293,285,97.27,1,0.34,08058
8,59,187,182,97.33,2,1.07,08059
8,60,223,211,94.62,5,2.24,08060
8,61,243,232,95.47,1,0.41,08061
8,62,238,232,97.48,1,0.42,08062
8,63,330,325,98.48,1,0.3,08063
8,64,246,235,95.53,3,1.22,08064
8,65,192,191,99.48,1,0.52,08065
8,66,435,423,97.24,5,1.15,08066
8,67,154,149,96.75,1,0.65,08067
8,68,176,170,96.59,0,0.0,08068
8,69,214,211,98.6,2,0.93,08069
8,70,375,366,97.6,3,0.8,08070
9,1,335,326,97.31,2,0.6,09001
9,2,330,316,95.76,4,1.21,09002
9,3,187,181,96.79,2,1.07,09003
9,4,316,300,94.94,4,1.27,09004
9,5,278,268,96.4,2,0.72,09005
9,6,302,291,96.36,2,0.66,09006
9,7,268,258,96.27,5,1.87,09007
9,8,263,252,95.82,4,1.52,09008
9,9,327,320,97.86,0,0.0,09009
9,10,257,246,95.72,3,1.17,09010
9,11,240,232,96.67,3,1.25,09011
9,12,272,266,97.79,2,0.74,09012
9,13,290,279,96.21,2,0.69,09013
9,14,379,365,96.31,1,0.26,09014
9,15,272,261,95.96,5,1.84,09015
9,16,232,224,96.55,1,0.43,09016
9,17,273,267,97.8,2,0.73,09017
9,18,282,271,96.1,3,1.06,09018
9,19,302,295,97.68,1,0.33,09019
9,20,337,330,97.92,1,0.3,09020
9,21,303,295,97.36,3,0.99,09021
9,22,348,342,98.28,1,0.29,09022
9,23,251,243,96.81,3,1.2,09023
9,24,176,174,98.86,0,0.0,09024
9,25,228,202,88.6,14,6.14,09025
9,26,171,165,96.49,2,1.17,09026
9,27,292,281,96.23,5,1.71,09027
9,28,176,167,94.89,7,3.98,09028
9,29,256,252,98.44,1,0.39,09029
9,30,221,217,98.19,0,0.0,09030
9,31,261,250,95.79,4,1.53,09031
9,32,305,295,96.72,2,0.66,09032
9,33,188,184,97.87,0,0.0,09033
9,34,233,228,97.85,2,0.86,09034
9,35,331,325,98.19,0,0.0,09035
9,36,328,322,98.17,1,0.3,09036
9,37,235,205,87.23,16,6.81,09037
9,38,304,295,97.04,3,0.99,09038
9,39,292,284,97.26,2,0.68,09039
9,40,325,316,97.23,2,0.62,09040
9,41,327,315,96.33,4,1.22,09041
9,42,169,167,98.82,0,0.0,09042
9,43,188,182,96.81,0,0.0,09043
9,44,204,195,95.59,3,1.47,09044
9,45,305,296,97.05,4,1.31,09045
9,46,256,247,96.48,5,1.95,09046
9,47,337,325,96.44,2,0.59,09047
9,48,319,311,97.49,4,1.25,09048
9,49,239,230,96.23,1,0.42,09049
9,50,251,246,98.01,1,0.4,09050
9,51,152,144,94.74,5,3.29,09051
9,52,323,318,98.45,1,0.31,09052
9,53,126,123,97.62,0,0.0,09053
10,1,221,211,95.48,3,1.36,10001
10,2,165,145,87.88,15,9.09,10002
10,3,253,218,86.17,29,11.46,10003
10,4,187,175,93.58,10,5.35,10004
10,5,211,181,85.78,18,8.53,10005
10,6,235,230,97.87,1,0.43,10006
10,7,66,62,93.94,2,3.03,10007
10,8,201,170,84.58,27,13.43,10008
10,9,231,198,85.71,25,10.82,10009
10,10,239,205,85.77,32,13.39,10010
10,11,231,206,89.18,22,9.52,10011
10,12,196,178,90.82,17,8.67,10012
10,13,199,182,91.46,13,6.53,10013
10,14,246,212,86.18,30,12.2,10014
10,15,108,88,81.48,18,16.67,10015
10,16,235,198,84.26,31,13.19,10016
10,17,173,150,86.71,19,10.98,10017
10,18,208,203,97.6,2,0.96,10018
10,19,270,235,87.04,29,10.74,10019
10,20,189,170,89.95,16,8.47,10020
10,21,183,157,85.79,23,12.57,10021
10,22,42,37,88.1,4,9.52,10022
10,23,190,168,88.42,13,6.84,10023
10,24,223,197,88.34,25,11.21,10024
10,25,269,248,92.19,11,4.09,10025
10,26,193,176,91.19,13,6.74,10026
10,27,283,259,91.52,18,6.36,10027
10,28,161,154,95.65,4,2.48,10028
10,29,218,211,96.79,1,0.46,10029
10,30,259,241,93.05,15,5.79,10030
10,31,232,205,88.36,23,9.91,10031
10,32,256,225,87.89,20,7.81,10032
10,33,207,183,88.41,21,10.14,10033
10,34,199,189,94.97,5,2.51,10034
10,35,214,198,92.52,13,6.07,10035
10,36,246,235,95.53,5,2.03,10036
10,37,199,192,96.48,3,1.51,10037
10,38,258,231,89.53,22,8.53,10038
10,39,206,187,90.78,14,6.8,10039
10,40,176,168,95.45,4,2.27,10040
10,41,283,244,86.22,35,12.37,10041
10,42,223,188,84.3,31,13.9,10042
10,43,107,101,94.39,4,3.74,10043
10,44,209,193,92.34,12,5.74,10044
10,45,140,129,92.14,9,6.43,10045
10,46,245,232,94.69,9,3.67,10046
10,47,198,187,94.44,7,3.54,10047
10,48,186,179,96.24,4,2.15,10048
10,49,189,183,96.83,2,1.06,10049
11,1,272,245,90.07,19,6.99,11001
11,2,214,190,88.79,14,6.54,11002
11,3,201,186,92.54,11,5.47,11003
11,4,283,256,90.46,19,6.71,11004
11,5,173,148,85.55,11,6.36,11005
11,6,322,293,90.99,18,5.59,11006
11,7,245,224,91.43,17,6.94,11007
11,8,271,243,89.67,24,8.86,11008
11,9,196,173,88.27,15,7.65,11009
11,10,164,147,89.63,8,4.88,11010
11,11,364,324,89.01,30,8.24,11011
11,12,258,237,91.86,19,7.36,11012
11,13,218,202,92.66,13,5.96,11013
11,14,225,209,92.89,12,5.33,11014
11,15,219,201,91.78,14,6.39,11015
11,16,282,254,90.07,20,7.09,11016
11,17,323,286,88.54,18,5.57,11017
11,18,190,160,84.21,22,11.58,11018
11,19,226,197,87.17,18,7.96,11019
11,20,197,187,94.92,5,2.54,11020
11,21,279,257,92.11,16,5.73,11021
11,22,222,210,94.59,9,4.05,11022
11,23,224,212,94.64,9,4.02,11023
11,24,442,408,92.31,27,6.11,11024
11,25,218,200,91.74,12,5.5,11025
11,26,356,330,92.7,19,5.34,11026
11,27,307,287,93.49,18,5.86,11027
11,28,223,211,94.62,7,3.14,11028
11,29,294,268,91.16,18,6.12,11029
11,30,264,237,89.77,21,7.95,11030
11,31,197,177,89.85,13,6.6,11031
11,32,213,193,90.61,15,7.04,11032
11,33,185,174,94.05,9,4.86,11033
11,34,175,161,92.0,10,5.71,11034
11,35,365,340,93.15,18,4.93,11035
11,36,78,73,93.59,5,6.41,11036
11,37,321,295,91.9,24,7.48,11037
11,38,373,342,91.69,22,5.9,11038
11,39,387,360,93.02,23,5.94,11039
11,40,170,160,94.12,7,4.12,11040
11,41,161,149,92.55,5,3.11,11041
11,42,181,170,93.92,10,5.52,11042
11,43,317,294,92.74,17,5.36,11043
11,44,234,209,89.32,19,8.12,11044
11,45,143,124,86.71,15,10.49,11045
11,46,219,206,94.06,9,4.11,11046
11,47,257,231,89.88,17,6.61,11047
11,48,105,96,91.43,8,7.62,11048
11,49,220,200,90.91,17,7.73,11049
11,50,169,149,88.17,15,8.88,11050
12,1,103,92,89.32,8,7.77,12001
12,2,173,159,91.91,10,5.78,12002
12,3,188,168,89.36,14,7.45,12003
12,4,158,142,89.87,11,6.96,12004
12,5,161,154,95.65,4,2.48,12005
12,6,138,126,91.3,8,5.8,12006
12,7,193,168,87.05,10,5.18,12007
12,8,293,260,88.74,23,7.85,12008
12,9,150,145,96.67,3,2.0,12009
12,10,178,157,88.2,17,9.55,12010
12,11,267,252,94.38,11,4.12,12011
12,12,177,155,87.57,19,10.73,12012
12,13,249,226,90.76,20,8.03,12013
12,14,161,149,92.55,8,4.97,12014
12,15,141,137,97.16,1,0.71,12015
12,16,134,119,88.81,10,7.46,12016
12,17,214,193,90.19,11,5.14,12017
12,18,213,190,89.2,9,4.23,12018
12,19,222,202,90.99,12,5.41,12019
12,20,174,159,91.38,14,8.05,12020
12,21,222,204,91.89,11,4.95,12021
12,22,146,125,85.62,6,4.11,12022
12,23,170,157,92.35,7,4.12,12023
12,24,236,221,93.64,9,3.81,12024
13,1,277,249,89.89,25,9.03,13001
13,2,207,197,95.17,10,4.83,13002
13,3,336,320,95.24,13,3.87,13003
13,4,413,357,86.44,46,11.14,13004
13,5,321,312,97.2,6,1.87,13005
13,6,285,259,90.88,20,7.02,13006
13,7,248,234,94.35,13,5.24,13007
13,8,323,294,91.02,28,8.67,13008
13,9,306,279,91.18,24,7.84,13009
13,10,251,222,88.45,27,10.76,13010
13,11,300,292,97.33,6,2.0,13011
13,12,245,229,93.47,12,4.9,13012
