ward,precinct,total,Forrest Claypool,Forrest Claypool Percent,precinct_id
47,12,277,277,100.0,47012
47,13,402,402,100.0,47013
47,14,221,221,100.0,47014
47,15,325,325,100.0,47015
47,16,272,272,100.0,47016
47,17,272,272,100.0,47017
47,18,327,327,100.0,47018
47,19,326,326,100.0,47019
47,20,282,282,100.0,47020
47,21,321,321,100.0,47021
47,22,284,284,100.0,47022
47,23,164,164,100.0,47023
47,24,309,309,100.0,47024
47,25,304,304,100.0,47025
47,26,420,420,100.0,47026
47,27,261,261,100.0,47027
47,28,361,361,100.0,47028
47,29,274,274,100.0,47029
47,30,335,335,100.0,47030
47,31,280,280,100.0,47031
47,32,317,317,100.0,47032
47,33,299,299,100.0,47033
47,34,355,355,100.0,47034
47,35,429,429,100.0,47035
47,36,404,404,100.0,47036
47,37,375,375,100.0,47037
47,38,317,317,100.0,47038
47,39,288,288,100.0,47039
47,40,308,308,100.0,47040
47,41,457,457,100.0,47041
47,42,245,245,100.0,47042
47,43,196,196,100.0,47043
47,44,351,351,100.0,47044
47,45,287,287,100.0,47045
47,46,226,226,100.0,47046
47,47,250,250,100.0,47047
47,48,44,44,100.0,47048
47,49,175,175,100.0,47049
47,50,226,226,100.0,47050
47,51,187,187,100.0,47051
47,52,85,85,100.0,47052
48,10,179,179,100.0,48010
48,49,1,1,100.0,48049
