ward,precinct,total,Thomas W. Murphy,Thomas W. Murphy Percent,precinct_id
23,48,211,211,100.0,23048
23,49,273,273,100.0,23049
23,50,152,152,100.0,23050
23,51,204,204,100.0,23051
23,52,286,286,100.0,23052
23,53,166,166,100.0,23053
23,54,276,276,100.0,23054
23,55,221,221,100.0,23055
23,56,214,214,100.0,23056
34,19,57,57,100.0,34019
34,33,138,138,100.0,34033
